,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Andrea's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
396,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Peculiar Combination        (Electra McDonnell, #1)","Weaver, Ashley*",1250780489,9781250780485,1250780489,296        pp,3.98,"5,569","May 25, 2021","May 25, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2023",,Hardcover,view,/book/show/54860475-a-peculiar-combination
397,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Beautiful Spy,"Hore, Rachel*",1471187195,9781471187193,,400        pp,3.67,"1,996","Feb 18, 2021","Feb 18, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2023",,ebook,view,/book/show/53471834-a-beautiful-spy
398,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dream House,"Hore, Rachel*",1416510990,9781416510994,1416510990,466        pp,3.91,"2,279","Apr 01, 2006","Jan 01, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2023",,Paperback,view,/book/show/1660832.The_Dream_House
399,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Glass Painter's Daughter,"Hore, Rachel*",1847391400,9781847391407,1847391400,450        pp,3.80,"2,444",2009,2009,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2023",,Paperback,view,/book/show/5559178-the-glass-painter-s-daughter
400,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The One Inside,"Shepard, Sam",045149458X,9780451494580,045149458X,172        pp,3.48,"1,131","Feb 17, 2017","Feb 07, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2023",,Hardcover,view,/book/show/30212083-the-one-inside
401,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,South and West: From a Notebook,"Didion, Joan",1524732796,9781524732790,1524732796,160        pp,3.69,"12,864","Mar 07, 2017","Mar 07, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2023",,Hardcover,view,/book/show/32842454-south-and-west
402,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Margins: On the Pleasures of Reading and Writing,"Ferrante, Elena",,,B09B2WKRY3,160        pp,3.82,"4,466","Nov 17, 2021","Mar 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2023",,Paperback,view,/book/show/58949461-in-the-margins
403,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Let Me Tell You What I Mean,"Didion, Joan",059331848X,9780593318485,059331848X,149        pp,3.85,"15,677","Jan 26, 2021","Jan 26, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2023",,Hardcover,view,/book/show/53308149-let-me-tell-you-what-i-mean
404,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blue Nights,"Didion, Joan",0307267679,9780307267672,0307267679,208        pp,3.92,"39,734","Nov 01, 2011","Nov 01, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2023",,Hardcover,view,/book/show/10252302-blue-nights
405,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eve's Hollywood,"Babitz, Eve",0440023394,9780440023395,0440023394,296        pp,3.92,"5,881",1974,"Jan 01, 1974",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2023",,Paperback,view,/book/show/2687519-eve-s-hollywood
406,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Year of Magical Thinking,"Didion, Joan",1400078431,9781400078431,1400078431,227        pp,3.93,"242,867","Sep 01, 2005","Feb 13, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2023",,Paperback,view,/book/show/7815.The_Year_of_Magical_Thinking
407,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The White Album,"Didion, Joan",0374532079,9780374532079,0374532079,224        pp,4.06,"39,031",1979,"Nov 10, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2023",,Paperback,view,/book/show/421.The_White_Album
408,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Slouching Towards Bethlehem,"Didion, Joan",,,,238        pp,4.19,"67,257",1968,"Oct 28, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2023",,Paperback,view,/book/show/424.Slouching_Towards_Bethlehem
409,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Funny Weather: Art in an Emergency,"Laing, Olivia*",132400570X,9781324005704,132400570X,272        pp,4.02,"4,786","Apr 14, 2020","May 12, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2023",,Hardcover,view,/book/show/50755102-funny-weather
410,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Book of Days,"Smith, Patti*",,,,400        pp,4.25,"2,935",unknown,"Nov 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2023",,Hardcover,view,/book/show/60587120-a-book-of-days
411,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Film for Her,"Carloto, Orion*",1524853771,9781524853778,1524853771,192        pp,3.80,"6,446",unknown,"Nov 17, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2023",,Hardcover,view,/book/show/50898145-film-for-her
412,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Companion Piece,"Smith, Ali",0241541344,9780241541340,0241541344,230        pp,3.83,"5,853","Apr 07, 2022","Apr 07, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2023",,Hardcover,view,/book/show/58511594-companion-piece
413,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The No-Show,"O'Leary, Beth*",0593438442,9780593438442,0593438442,337        pp,3.81,"92,223","Apr 12, 2022","Apr 12, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2023",,Paperback,view,/book/show/58678549-the-no-show
414,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Road Trip,"O'Leary, Beth*",1529409055,9781529409055,1529409055,414        pp,3.58,"94,836","Apr 17, 2021","Apr 29, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2023",,Hardcover,view,/book/show/51405046-the-road-trip
415,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Flatshare,"O'Leary, Beth*",1787474402,9781787474406,1787474402,394        pp,4.01,"385,511","Apr 10, 2019","Apr 18, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2023",,Hardcover,view,/book/show/36478784-the-flatshare
416,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Birnam Wood,"Catton, Eleanor",0374110336,9780374110338,0374110336,432        pp,3.83,"30,697","Mar 02, 2023","Mar 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2023",,Hardcover,view,/book/show/60784757-birnam-wood
417,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Switch,"O'Leary, Beth*",1250769868,9781250769862,1250769868,330        pp,3.96,"126,457","Apr 16, 2020","Aug 18, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2023",,Paperback,view,/book/show/48842183-the-switch
418,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Italian Dream,"Frost, Kate*",1802804536,9781802804539,B09V7RVR8N,304        pp,4.31,"5,065",unknown,"Jul 07, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2023",,Kindle Edition,view,/book/show/61087138-an-italian-dream
419,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Look of Love,"Jio, Sarah*",014218053X,9780142180532,014218053X,286        pp,3.41,"6,814",2014,"Nov 25, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2023",,Paperback,view,/book/show/20893363-the-look-of-love
420,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Always,"Jio, Sarah*",,,B01FC02OS8,275        pp,3.68,"10,125",Nov 2015,"Feb 07, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2023",,Kindle Edition,view,/book/show/40605984-always
421,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Goodnight June,"Jio, Sarah*",0142180211,9780142180211,0142180211,320        pp,3.83,"9,624","May 27, 2014","May 27, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2023",,Paperback,view,/book/show/18667906-goodnight-june
422,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,With Love from London,"Jio, Sarah*",1101885084,9781101885086,1101885084,375        pp,4.03,"13,669","Feb 08, 2022","Feb 08, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2023",,Paperback,view,/book/show/56915227-with-love-from-london
423,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blackberry Winter,"Jio, Sarah*",0452298385,9780452298385,0452298385,286        pp,4.00,"19,276","Sep 01, 2012","Sep 25, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2023",,Paperback,view,/book/show/13543138-blackberry-winter
424,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bungalow,"Jio, Sarah*",0452297672,9780452297678,0452297672,290        pp,4.00,"13,662","Dec 01, 2011","Dec 27, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2023",,Paperback,view,/book/show/11720964-the-bungalow
425,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Flowers in Paris,"Jio, Sarah*",110188505X,9781101885055,110188505X,240        pp,4.22,"14,289","Aug 13, 2019","Aug 13, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2023",,Hardcover,view,/book/show/42859805-all-the-flowers-in-paris
426,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The English Bookshop,"Wildy, Janis*",,,B09VSFP5M7,352        pp,4.17,"5,066",unknown,"Apr 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2023",,Kindle Edition,view,/book/show/60652301-the-english-bookshop
427,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Falling for a French Dream,"Bohnet, Jennifer",1801622590,9781801622592,B095GZCSR5,242        pp,4.37,"3,270","Aug 01, 2007","Sep 09, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2023",,Kindle Edition,view,/book/show/58420061-falling-for-a-french-dream
428,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Summer in Andalucía,"Coleman, Lucy*",183889067X,9781838890674,B08RWF7RPJ,344        pp,3.98,"3,251","Apr 01, 2021","Apr 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2023",,Kindle Edition,view,/book/show/57100284-summer-in-andaluc-a
429,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Golden Girls' Getaway,"Leigh, Judy*",180162335X,9781801623353,B09DV2TBPW,365        pp,4.27,"5,732",unknown,"Dec 07, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 08, 2023",,Kindle Edition,view,/book/show/58980677-the-golden-girls-getaway
430,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Colony,"Magee, Audrey",0571367593,9780571367597,0571367593,376        pp,4.12,"9,257","Feb 03, 2022","Feb 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2023",,Hardcover,view,/book/show/57977494-the-colony
431,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Horse,"Brooks, Geraldine*",0399562966,9780399562969,0399562966,401        pp,4.28,"128,750","Jun 14, 2022","Jun 14, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2023",,Hardcover,view,/book/show/59109077-horse
432,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Reborn: Journals and Notebooks, 1947-1963","Sontag, Susan",0374100748,9780374100742,0374100748,318        pp,4.02,"3,692",Dec 2008,"Dec 09, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2023",,Hardcover,view,/book/show/2449877.Reborn
433,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Under the Sign of Saturn: Essays,"Sontag, Susan",0312420080,9780312420086,0312420080,224        pp,4.04,"1,131","Jun 01, 1980","Nov 09, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2023",,Paperback,view,/book/show/119671.Under_the_Sign_of_Saturn
434,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Regarding the Pain of Others,"Sontag, Susan",0141012374,9780141012377,0141012374,117        pp,4.09,"17,593","Jan 07, 2003","Jan 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2023",,Paperback,view,/book/show/52373.Regarding_the_Pain_of_Others
435,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Journal of Jules Renard,"Renard, Jules",0979419875,9780979419874,0979419875,304        pp,4.16,389,1927,"Sep 01, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2023",,Paperback,view,/book/show/3660828-the-journal-of-jules-renard
436,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ode Less Travelled: Unlocking the Poet Within,"Fry, Stephen",1592402488,9781592402489,1592402488,384        pp,4.06,"3,716",2005,"Aug 17, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2023",,Hardcover,view,/book/show/66856.The_Ode_Less_Travelled
437,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Why Poetry,"Zapruder, Matthew*",0062343092,9780062343093,,256        pp,4.17,"1,242","Aug 15, 2017","Aug 15, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2023",,ebook,view,/book/show/23213841-why-poetry
438,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cloth Lullaby: The Woven Life of Louise Bourgeois,"Novesky, Amy*",1419718819,9781419718816,1419718819,40        pp,4.20,"1,229","Mar 01, 2016","Mar 01, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2023",,Hardcover,view,/book/show/26240643-cloth-lullaby
439,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Antiquarian Sticker Book: Bibliophilia,"Dot, Odd",125079255X,9781250792556,125079255X,300        pp,4.68,146,unknown,"Sep 21, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2023",,Hardcover,view,/book/show/55780619-the-antiquarian-sticker-book
440,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Song of the Taxidermist,"Haller, Aurian",0864926499,9780864926494,0864926499,80        pp,4.00,6,"Feb 11, 2011","Feb 11, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,There are so many intriguing poems in this collection. If poetry is meant to inspire deep thinking then song of the taxidermist has succeeded.,Notes are private!,0,0,1,"Jan 06, 2023","Jan 07, 2023","Jan 06, 2023",,Paperback,view (with text),/book/show/10148705-song-of-the-taxidermist
441,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dialogue with a Somnambulist: Stories, Essays & a Portrait Gallery","Aridjis, Chloe",1913513297,9781913513290,1913513297,280        pp,4.11,56,unknown,2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 06, 2023",,Paperback,view,/book/show/59441482-dialogue-with-a-somnambulist
442,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Starless Crown        (Moon Fall, #1)","Rollins, James*",1250766710,9781250766717,1250766710,576        pp,3.79,"8,639","Jan 04, 2022","Jan 10, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 03, 2023",,Paperback,view,/book/show/60795458-the-starless-crown
443,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,And Then There Were None,"Christie, Agatha",0312330871,9780312330873,0312330871,264        pp,4.28,"1,355,688","Nov 06, 1939","May 03, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2023",,Paperback,view,/book/show/16299.And_Then_There_Were_None
444,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Queen's Gambit,"Tevis, Walter",1400030609,9781400030606,1400030609,258        pp,4.19,"117,257","Feb 05, 1983","Mar 11, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2023",,Paperback,view,/book/show/62022.The_Queen_s_Gambit
445,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Murder at Haven's Rock        (Haven's Rock, #1)","Armstrong, Kelley*",1250865417,9781250865410,1250865417,352        pp,4.14,"6,027","Feb 21, 2023","Feb 21, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2022",,Hardcover,view,/book/show/60784588-murder-at-haven-s-rock
446,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Night Child,"Quinn, Anna*",1538434342,9781538434345,1538434342,227        pp,3.74,"5,458","Jan 30, 2018","Jan 30, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 27, 2022",,Hardcover,view,/book/show/35390279-the-night-child
447,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Vanishing Point        (Miss Silver, #24)","Wentworth, Patricia",0340689706,9780340689707,0340689706,352        pp,4.01,"1,204",1953,1998,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 23, 2022","Jan 10, 2023","Dec 23, 2022",,Paperback,view,/book/show/114557.Vanishing_Point
448,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Upgrade,"Crouch, Blake*",0593157532,9780593157534,0593157532,352        pp,3.81,"91,927","Jul 07, 2022","Jul 12, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 09, 2022",,Hardcover,view,/book/show/59838811-upgrade
449,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Daughter of Doctor Moreau,"Moreno-Garcia, Silvia*",0593355334,9780593355336,0593355334,306        pp,3.58,"30,998","Jul 19, 2022","Jul 19, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 09, 2022",,Hardcover,view,/book/show/54829360-the-daughter-of-doctor-moreau
450,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Atlas Six        (The Atlas #1),"Blake, Olivie*",1250854547,9781250854544,1250854547,375        pp,3.61,"202,644","Jan 31, 2020","Sep 06, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 09, 2022",,Paperback,view,/book/show/59807955-the-atlas-six
451,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Magnolia Palace,"Davis, Fiona*",0593184017,9780593184011,0593184017,340        pp,3.88,"68,915","Jan 25, 2022","Jan 25, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 09, 2022",,Hardcover,view,/book/show/57099323-the-magnolia-palace
452,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Four Treasures of the Sky,"Zhang, Jenny Tinghui*",1250811783,9781250811783,1250811783,326        pp,4.09,"15,931","Apr 05, 2022","Apr 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 09, 2022",,Hardcover,view,/book/show/55987334-four-treasures-of-the-sky
453,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Peach Blossom Spring,"Fu, Melissa*",0316286737,9780316286732,0316286737,400        pp,4.19,"16,811","Mar 15, 2022","Mar 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 09, 2022",,Hardcover,view,/book/show/58231775-peach-blossom-spring
454,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Other Birds,"Allen, Sarah Addison*",1250019869,9781250019868,1250019869,290        pp,4.03,"61,346","Aug 30, 2022","Aug 30, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 18, 2023","Sep 04, 2023","Dec 09, 2022",,Hardcover,view,/book/show/59807954-other-birds
455,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Perfection,"Warner, Patrick",0864926839,9780864926838,0864926839,64        pp,3.86,7,"Sep 28, 2012","Sep 28, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Perfection is the perfect title for this collection of poems that tug at the emotional hearts and minds of the readers as the poet shows us the tanglePerfection is the perfect title for this collection of poems that tug at the emotional hearts and minds of the readers as the poet shows us the tangled knots and the crosses one must endure through the journey we are all on. Situations that may indeed be familiar are translated into words that the souls who read this will understand....more,Notes are private!,0,0,1,"Dec 06, 2022","Dec 15, 2022","Dec 06, 2022",,Paperback,view (with text),/book/show/15864844-perfection
456,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Day of Fallen Night        (The Roots of Chaos, #0)","Shannon, Samantha*",1635577926,9781635577921,1635577926,868        pp,4.39,"28,640","Feb 28, 2023","Feb 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 01, 2022",,Hardcover,view,/book/show/60766189-a-day-of-fallen-night
457,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Is,"Simpson, Anne",0771080514,9780771080517,0771080514,104        pp,4.21,28,"Mar 29, 2011","Mar 29, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 29, 2022","Dec 06, 2022","Nov 29, 2022",,Paperback,view,/book/show/10809292-is
