,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Lisette's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
448,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Time to Tell,"Savva, Maria*",1905621272,9781905621279,1905621272,298        pp,3.79,67,"Dec 13, 2006","Jan 01, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 07, 2009",,Paperback,view,/book/show/3359011-a-time-to-tell
449,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How Therapists Diagnose: Seeing Through The Psychiatric Eye,"Hamstra, Bruce",0312130872,9780312130879,0312130872,336        pp,4.00,5,Feb 1994,"May 15, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 07, 2009",,Paperback,view,/book/show/1196599.How_Therapists_Diagnose
450,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Meaning of Everything: The Story of the Oxford English Dictionary,"Winchester, Simon",019517500X,9780195175004,019517500X,288        pp,3.99,"5,019","Jan 01, 2003","Oct 14, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 07, 2009",,Paperback,view,/book/show/155396.The_Meaning_of_Everything
451,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Macedonia Passage: Dangerous Cargo,"Gres, Wright*",0978953509,9780978953508,0978953509,496        pp,4.30,20,"May 01, 2007","May 01, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Macedonia Passage: Dangerous Cargo is a sweeping adventure that takes the reader, right along with the colorful cast of characters, on a wild ride acrMacedonia Passage: Dangerous Cargo is a sweeping adventure that takes the reader, right along with the colorful cast of characters, on a wild ride across the Atlantic and on to the Mediterranean Sea. When Frank Brown, a widowed, wearied Vietnam vet takes on the job as skipper of the Belle Tata, he immediately asks mate Mike Long what happened to the former captain and cook, but neither Long nor anyone else has the answers. Uneasy yet determined to go forth with his new job, Brown lines up three applicants to replace the cook, but two of them mysteriously disappear before their scheduled interviews. The curious man Brown is left to hire, George Savastano, is the last man anyone would want to know. Not long after the luxury schooner sets sail, Frank Brown and his crew discover cargo hidden in the bilges. They soon learn that the owners of the dangerous stash mean business — mean business, and Brown and his crew must do everything in their power to delicately balance the appearance of normalcy and stay alive. As the situation becomes more precarious, the beautiful Turkish intelligence agent, Nevser Akkaya Chase, joins them but Brown isn’t sure what to make of her, either. Author Wright Gres has written a well-paced, intricately plotted novel that instantly captivates the reader. His extensive knowledge of sailing creates a vivid portraiture of high seas travel, but his clear, readable prose makes for absorbing reading even for those with little or no knowledge of the nautical world. Macedonia Passage is a take-me-away read that compels the reader to not only root for the good guys, but to become emotionally invested in their ultimate fate....more",Notes are private!,0,4,1,not set,"May 05, 2009","Apr 07, 2009",,Hardcover,view (with text),/book/show/1667671.Macedonia_Passage
452,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Joy Luck Club,"Tan, Amy*",,,,352        pp,3.97,"683,109",1989,"Sep 21, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Apr 05, 2009",,Paperback,view,/book/show/7763.The_Joy_Luck_Club
453,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Diary of a Young Girl,"Frank, Anne",,,,283        pp,4.19,"3,730,843",1947,Jul 1993,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 03, 2009",,Mass Market Paperback,view,/book/show/48855.The_Diary_of_a_Young_Girl
454,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Woman in Berlin: Eight Weeks in the Conquered City: A Diary,Anonymous,0312426119,9780312426118,0312426119,261        pp,4.27,"15,440",1953,"Jul 11, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 29, 2009",,Paperback,view,/book/show/30851.A_Woman_in_Berlin
455,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To the Lighthouse,"Woolf, Virginia",,,140679239X,209        pp,3.80,"183,322","May 05, 1927","Dec 27, 1989",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 20, 2009",,Paperback,view,/book/show/59716.To_the_Lighthouse
456,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dragon's Eye,"Oakes, Andy",1585674958,9781585674954,1585674958,460        pp,3.27,70,"Nov 01, 2003","Mar 29, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 20, 2009",,Hardcover,view,/book/show/2973851-dragon-s-eye
457,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Second Glance,"Picoult, Jodi*",0743454510,9780743454513,0743454510,448        pp,3.80,"47,766","Apr 08, 2003","Mar 02, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 20, 2009",,Paperback,view,/book/show/10911.Second_Glance
458,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Middlesex,"Eugenides, Jeffrey",0312422156,9780312422158,0312422156,529        pp,4.03,"639,166","Sep 04, 2002","Sep 16, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** The night I began reading Middlesex, I had picked up five other novels and just couldn’t get into any of them. Then, I found Jeffrey**spoiler alert** The night I began reading Middlesex, I had picked up five other novels and just couldn’t get into any of them. Then, I found Jeffrey Eugenides Middlesex and was magically transported into another world. I’m not going to spend too much time synopsizing this book, which many people probably know is a multi-generational story of a family and their stunning history that leads the narrator, Cal Stephanides, to be born as a hermaphrodite. Cal is born as Calliope (Callie) and it is not until Callie does not transition into puberty like other girls (and is attracted to them), that anyone, including Cal, suspects things are not as they should be.That fascinating premise alone might tempt me to pick up this book, but it is Eugenides brilliant, comical, and gifted style that kept me reading. The book begins with the story of his grandparents, Lefty and Desdemona, who flee Turkey and emigrate to the United States, where they join a cousin in Detroit. These characters, who hold the key to Cal’s genetic misfortune, are described with rich prose and humor against a fascinating historical backdrop. Not only did the author do an outstanding job of describing the history of the 70s, especially in Detroit, but I loved the comical way he brought in products that were popular back then, such as the shampoo called, “Gee, Your Hair Smells Terrific.” This kind of attention to detail contributed to a really wonderful reading experience.The book covers three generations of the Stephanides family: Lefty and Desdemona, Cal’s parents, Milton and Tessie, and the present-day Cal.If there was any disappointment in this book, it was that the end, for me, didn’t quite deliver as the beginning did. Eugenides’ descriptions of his grandparents were by far the most skillfully drawn main characters in the book, though there were many others that truly “popped off the pages” for me. Middlesex does take a long time to get the much-anticipated part of the story where a true discovery of Cal’s hermaphrodism is revealed. The narrative after this point didn’t hold the same appeal for me as the book did prior to this part, and I felt a bit cheated out of knowing what had happened to Cal in all of the years afterward until such a time as he “wrote” the book.Still, I found the book to be engrossing, charming, fascinating, funny, gloriously written and worth the five stars I am giving it. ...more",Notes are private!,0,5,1,not set,"Sep 11, 2009","Mar 20, 2009",,Paperback,view (with text),/book/show/2187.Middlesex
459,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Amelia's Show-and-Tell Fiesta/Amelia y la fiesta de ""muestra y cuenta""","Chapra, Mimi",006050255X,9780060502553,006050255X,32        pp,4.00,50,"May 25, 2004","May 25, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 07, 2009",,Hardcover,view,/book/show/2059696.Amelia_s_Show_and_Tell_Fiesta_Amelia_y_la_fiesta_de_muestra_y_cuenta_
460,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Edward Hopper. Ein intimes Porträt.,"Levin, Gail",3471780629,9783471780626,3471780629,943        pp,4.18,11,1998,"Oct 01, 1998",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 07, 2009",,Hardcover,view,/book/show/5297758-edward-hopper-ein-intimes-portr-t
461,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,It's Not Your Mother's Bridge Club,"Cozzens, Michele*",1932172300,9781932172300,1932172300,244        pp,3.44,27,"Aug 15, 2008","Aug 15, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 05, 2009",,Paperback,view,/book/show/3975064-it-s-not-your-mother-s-bridge-club
462,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Moonstone,"Collins, Wilkie",0375757856,9780375757853,0375757856,528        pp,3.91,"93,120","Aug 01, 1868","Sep 11, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 01, 2009",,Paperback,view,/book/show/6138.The_Moonstone
463,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Plot to Save Socrates,"Levinson, Paul*",0765311976,9780765311979,0765311976,272        pp,3.56,489,2006,"Feb 20, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"THE PLOT TO SAVE SOCRATESThere’s an old saying, “If you love Greek history and you’re fascinated by time travel, you’ll love Paul Levinson’s The Plot THE PLOT TO SAVE SOCRATESThere’s an old saying, “If you love Greek history and you’re fascinated by time travel, you’ll love Paul Levinson’s The Plot To Save Socrates. If you’re reading this in 2009, you’ll likely disagree that it’s an old saying, but if you time travel to 2061, you’ll find that it’s true. Paul Levinson’s delightful sci-fi book opens in New York in 2042. Sierra Waters, a student of the classics who is working on her dissertation, comes across a newly discovered dialog of Socrates. In it, an unidentified time traveler tries to convince Socrates to escape his death sentence by letting a cloned double drink hemlock while Socrates travels to the future. As the characters time travel to different periods in the past and the future, the reader cannot help but be absorbed in not only the engaging plot, but also by the myriad questions that time travel raises. I think we all can relate to even the smallest incidents in our own lives that have profoundly changed the course of our personal history. In that sense, The Plot To Save Socrates really challenges our minds as we’re led to contemplate how even the smallest adjustments in history could literally change its course.Though written in a lighthearted style, the depth of research and thought that Paul Levinson put into the writing is clear and the result is truly a thought-provoking, breathtaking, and highly entertaining novel....more",Notes are private!,0,8,1,not set,"Apr 26, 2009","Mar 01, 2009",,Paperback,view (with text),/book/show/393153.The_Plot_to_Save_Socrates
464,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Chateau,"Maxwell, William",1860468144,9781860468148,1860468144,402        pp,3.63,734,"Jan 01, 1961","Dec 28, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 16, 2009",,Paperback,view,/book/show/291885.The_Chateau
465,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Franklin Delano Roosevelt, My Boss","Tully, Grace",1432617095,9781432617097,1432617095,384        pp,3.67,6,"Apr 01, 2005","Apr 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 16, 2009",,Hardcover,view,/book/show/5937405-franklin-delano-roosevelt-my-boss
466,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Main Street,"Lewis, Sinclair",0451518314,9780451518316,0451518314,439        pp,3.78,"25,869","Jan 01, 1920","Oct 01, 1961",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 16, 2009",,Mass Market Paperback,view,/book/show/1903404.Main_Street
467,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bel Canto,"Patchett, Ann",,,0060838728,318        pp,3.93,"283,404","May 22, 2001","Feb 07, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Books are so subjective. No matter how much we know this, it’s still shocking to love a book and see that others hated it, or to hate a book that otheBooks are so subjective. No matter how much we know this, it’s still shocking to love a book and see that others hated it, or to hate a book that others loved. It’s the same for everything else in life: people, films, TV shows, vacation spots, singers, etc. etc. We are all so very different. Sometimes, when I finish a book, if I didn’t like it, I will usually have very concrete reasons why I did not. And sometimes I will have very concrete reasons why I did like a book. But often, as is the case with BEL CANTO, it’s simply because the book touched me in a way that I personally can appreciate.  Ann Patchett writes a beautiful story of a lavish birthday party in a small South American country gone wrong. A group of gun-wielding terrorists interrupt a party for a Japanese businessman (at the residence of the Vice President), hoping to take the president hostage and be on their way. But the President is home watching his favorite soap opera, and is nowhere to be found. The terrorists make a quick decision to take the multi-national group of party guests hostage, most notably opera star, Roxane Coss, the party honoree, Mr. Hosokawa, his translator, Gen, the country’s Vice President, a local priest, and many others. I like character-based stories, especially when they are exceptionally well written. I enjoyed seeing how the hostages and the terrorists interacted over a period of months, especially with music as the central theme. I found it quite interesting to watch how relationships developed and blossomed between members of the eclectic group of people who found themselves living together in the vice presidential residence.This is my kind of book as I’m a true people watcher. I can appreciate why it might not be for everyone, especially those preferring more action than interaction, but for me it was a beautiful story with some very tense, poignant and engaging moments....more",Notes are private!,0,19,1,not set,"Apr 06, 2009","Feb 12, 2009",,Paperback,view (with text),/book/show/5826.Bel_Canto
468,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Complete Idiot's Guide to Learning Italian,"Euvino, Gabrielle Ann",1592572766,9781592572762,1592572766,480        pp,3.75,48,2001,"Sep 07, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 29, 2009",,Paperback,view,/book/show/498365.The_Complete_Idiot_s_Guide_to_Learning_Italian
469,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Complete Idiot's Guide to Italian History and Culture,"Euvino, Gabrielle Ann",0028642341,9780028642345,0028642341,408        pp,3.48,27,"Oct 01, 2001","Oct 01, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 29, 2009",,Paperback,view,/book/show/935860.The_Complete_Idiot_s_Guide_to_Italian_History_and_Culture
470,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Memory Keeper's Daughter,"Edwards, Kim*",0143037145,9780143037149,0143037145,401        pp,3.70,"600,226","Jun 23, 2005","May 30, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Wow, I'm really torn as to what to say about this book. I will start by saying that Kim Edwards is a skilled writer and there's no taking that away frWow, I'm really torn as to what to say about this book. I will start by saying that Kim Edwards is a skilled writer and there's no taking that away from her. Her words flow beautifully and that was greatly appreciated by me.I began reading this book and fell in love with it. From the beginning, I was very sure that I was going to rate it with five stars. I was intrigued by the premise: It's 1964 and a doctor's wife gives birth to twins. The twins were unexpected (no ultrasounds back then) and so the second baby, a girl with Down's Syndrome, was a shock. In the panic of a moment, the doctor, who had lost his own sister when she was 12 (due to a heart problem), panics and gives his newborn daughter, Phoebe, to his nurse, Caroline. He wants to spare his wife (and himself) the pain of having a child with Down Syndrome who might not live long. Caroline takes the baby to the home, but when she gets there, she realizes she cannot leave the child in such a wretched place and makes a split-second decision to keep her as her own. The author skillfully goes back and forth between the doctor's family, David and Norah Henry (and their son, Paul) and Caroline's life with the girl, Phoebe. I was intrigued.Somewhere, around page 175, I started not liking the book so much. What had been a taut, interesting story, started taking little side trips that I felt tarnished the characters and didn't stay within what I thought the author had set up. But I didn't want to dislike the book for this reason, because I don't expect the author to go where I might go or where I might have liked to see her go. Still, the things that were going on kept nagging at me and making me uneasy in a way that I don't think were intended to make me uneasy.I began to care less and less about the characters, but stayed with the book because it was interesting to see where it went and I had already invested so much time in reading it. There were too many long descriptions of things that didn't matter to me, and no matter how hard I tried, I didn't get to know the characters in the way I thought I should.I am stuck in the middle. In the end, I didn't really care for it all too much, but cannot say that others would not. I give the writer kudos for being so skilled with the English language. I didn't really care about any of the characters very much in the end, if at all, and I think that's what really soured me on this book. This is a hard one for me to judge. If you're at all interested, read it for yourself and see what you think....more",Notes are private!,1,63,1,not set,"Feb 07, 2009","Jan 28, 2009",,Paperback,view (with text),/book/show/10441.The_Memory_Keeper_s_Daughter
471,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"84, Charing Cross Road","Hanff, Helene",,,,106        pp,4.16,"83,385",1970,"Oct 01, 1990",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 28, 2009",,Paperback,view,/book/show/368916.84_Charing_Cross_Road
472,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Portrait of the Artist as a Young Man,"Joyce, James",0451530152,9780451530158,0451530152,256        pp,3.64,"151,886","Dec 29, 1916","Jun 06, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 27, 2009",,Mass Market Paperback,view,/book/show/7592.A_Portrait_of_the_Artist_as_a_Young_Man
473,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Secret: A PostSecret Book,"Warren, Frank",0061196681,9780061196683,0061196681,144        pp,4.34,"6,396","Oct 24, 2006","Oct 24, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 12, 2009",,Hardcover,view,/book/show/13939.My_Secret
474,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret Lives of Men and Women: A PostSecret Book,"Warren, Frank",0061198757,9780061198755,0061198757,144        pp,4.37,"5,756","Jan 09, 2007","Jan 09, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 12, 2009",,Hardcover,view,/book/show/13943.The_Secret_Lives_of_Men_and_Women
475,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Three Plays: Desire Under the Elms / Strange Interlude / Mourning Becomes Electra,"O'Neill, Eugene",0679763961,9780679763963,0679763961,424        pp,4.08,"1,899",1931,"Oct 31, 1995",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 11, 2009",,Paperback,view,/book/show/12216.Three_Plays
476,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Iceman Cometh,"O'Neill, Eugene",0300117434,9780300117431,0300117434,236        pp,3.90,"9,767","Jan 01, 1946","Aug 28, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 11, 2009",,Paperback,view,/book/show/111734.The_Iceman_Cometh
477,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Under Milk Wood,"Thomas, Dylan",0811202097,9780811202091,0811202097,121        pp,4.03,"9,441",Mar 1954,1954,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 11, 2009",,Paperback,view,/book/show/763508.Under_Milk_Wood
478,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Name Is Asher Lev,"Potok, Chaim",,,1400031044,369        pp,4.23,"41,379",1972,"Mar 11, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2009",,Paperback,view,/book/show/11507.My_Name_Is_Asher_Lev
479,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Chosen        (Reuven Malther, #1)","Potok, Chaim",0449213447,9780449213445,0449213447,304        pp,4.07,"93,393",1966,"Apr 12, 1987",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2009",,Mass Market Paperback,view,/book/show/187181.The_Chosen
480,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stranger,"Camus, Albert",,,,159        pp,4.02,"1,094,137","May 19, 1942","Mar 28, 1989",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2009",,Paperback,view,/book/show/49552.The_Stranger
481,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Plague,"Camus, Albert",,,,308        pp,4.02,"263,672","Jun 10, 1947",Mar 1991,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2009",,Paperback,view,/book/show/11989.The_Plague
482,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jude the Obscure,"Hardy, Thomas",0486452433,9780486452432,0486452433,310        pp,3.83,"71,798","Apr 16, 1895","Dec 01, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2009",,Paperback,view,/book/show/50798.Jude_the_Obscure
483,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tess of the D’Urbervilles,"Hardy, Thomas",,,,518        pp,3.83,"283,530",1891,"Jan 30, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2009",,Paperback,view,/book/show/32261.Tess_of_the_D_Urbervilles
484,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sons and Lovers,"Lawrence, D.H.",,,0375753737,654        pp,3.64,"53,133",1913,"Aug 17, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2009",,Paperback,view,/book/show/32071.Sons_and_Lovers
485,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Far From the Madding Crowd,"Hardy, Thomas",,,,433        pp,3.96,"153,300","Jan 01, 1874","Feb 27, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2009",,Paperback,view,/book/show/31463.Far_From_the_Madding_Crowd
486,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mercy, Mercy Me: The Art, Loves and Demons of Marvin Gaye","Dyson, Michael Eric",046501769X,9780465017690,046501769X,304        pp,3.69,283,Mar 2004,"Mar 30, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 10, 2009",,Hardcover,view,/book/show/243435.Mercy_Mercy_Me
487,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Divided Soul: The Life Of Marvin Gaye,"Ritz, David",030681191X,9780306811913,030681191X,416        pp,4.11,"1,652","Mar 01, 1985","May 01, 2003",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2009",,Paperback,view,/book/show/385795.Divided_Soul
488,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Of Human Bondage,"Maugham, W. Somerset",0451530179,9780451530172,0451530179,684        pp,4.14,"57,087",1915,"Jan 02, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2009",,Mass Market Paperback,view,/book/show/31548.Of_Human_Bondage
489,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Call It Sleep,"Roth, Henry",0374522928,9780374522926,0374522928,462        pp,3.81,"8,600",1934,1994,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2009",,Paperback,view,/book/show/366524.Call_It_Sleep
490,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Père Goriot,"Balzac, Honoré de",039397166X,9780393971668,039397166X,384        pp,3.85,"59,420",Mar 1835,"Dec 17, 1997",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2009",,Paperback,view,/book/show/59145.P_re_Goriot
491,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cousin Bette,"Balzac, Honoré de",0375759077,9780375759079,0375759077,496        pp,3.85,"9,979",1846,"Feb 12, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2009",,Paperback,view,/book/show/59144.Cousin_Bette
492,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crime and Punishment,"Dostoevsky, Fyodor",,,,671        pp,4.27,"903,766",1866,"Dec 31, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2009",,Paperback,view,/book/show/7144.Crime_and_Punishment
493,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Giving Tree,"Silverstein, Shel",0060256656,9780060256654,,64        pp,4.38,"1,126,506",1964,"Oct 07, 1964",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 09, 2009",,Hardcover,view,/book/show/370493.The_Giving_Tree
