,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Kelley's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
275,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lioness,"Bohjalian, Chris*",0385544820,9780385544825,0385544820,313        pp,3.72,"22,395","May 10, 2022","May 10, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Ok. Listened via Libby. Anything immediately after The Winners wasn’t going to measure up.,Notes are private!,0,1,1,"Oct 06, 2022","Oct 16, 2022","Jul 08, 2022",,Hardcover,view (with text),/book/show/58537058-the-lioness
276,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Measure,"Erlick, Nikki",0063204207,9780063204201,0063204207,353        pp,4.00,"196,138","Jun 28, 2022","Jun 28, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Dystopian is not my favorite generally but this one is different. What if all our divisions (race, sexuality, reproductive rights, mass shootings) werDystopian is not my favorite generally but this one is different. What if all our divisions (race, sexuality, reproductive rights, mass shootings) were replaced with a new threat? Would we still divide? Would we still find reasons to “otherize”? That part of the book is truly disheartening. We seem to always find a way to divide and stir fear. On the other hand, a strong message to make the most of your life. Live by what matters most, in thought, word and deed. We never really know how long we have. Would it make a difference if we did? Jenna is on a roll. That’s 2 of hers in a row that I’ve enjoyed a great deal. Listened via Libby. 4.5...more",Notes are private!,0,3,1,"Jul 10, 2022","Jul 13, 2022","Jul 08, 2022",,Hardcover,view (with text),/book/show/58884736-the-measure
277,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,People of the Book,"Brooks, Geraldine*",067001821X,,B002KAORZ2,372        pp,4.03,"145,878","Jan 01, 2008","Oct 01, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I love the idea of history being told through a physical book. The book can tell a history of its own. Beautiful prose. This is my first Geraldine BroI love the idea of history being told through a physical book. The book can tell a history of its own. Beautiful prose. This is my first Geraldine Brooks and it certainly won’t be the last. Reminded me of the Weight of Ink in so many ways. PS Hanna found so many clues in the pages of the book. While I was reading this book I found money in an old book on my shelves that I must have hidden 12 years ago. So never discount the advantages of a physical book!...more,Notes are private!,0,1,1,"Jul 08, 2022","Jul 09, 2022","Jul 08, 2022",,Hardcover,view (with text),/book/show/1379961.People_of_the_Book
278,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Loving Frank,"Horan, Nancy",,,B000URWYTS,384        pp,3.77,"98,734","Aug 07, 2007",unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 07, 2022",,Kindle Edition,view,/book/show/5664321-loving-frank
279,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Believers,"Makkai, Rebecca*",073522353X,9780735223530,073522353X,421        pp,4.28,"135,437","Jun 19, 2018","Jun 04, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 04, 2022",,Paperback,view,/book/show/45304101-the-great-believers
280,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Punishment She Deserves        (Inspector Lynley, #20)","George, Elizabeth*",0525954341,9780525954347,0525954341,692        pp,4.19,"17,529","Mar 20, 2018","Mar 20, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 04, 2022",,Hardcover,view,/book/show/35743047-the-punishment-she-deserves
281,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Things You Save in a Fire,"Center, Katherine*",1250047323,9781250047328,1250047323,320        pp,4.02,"132,257","Aug 13, 2019","Aug 13, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 03, 2022",,Hardcover,view,/book/show/41150382-things-you-save-in-a-fire
282,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sparring Partners        (Jake Brigance, #4)","Grisham, John*",0385549326,9780385549325,0385549326,320        pp,3.76,"45,137","May 31, 2022","May 31, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,So fun! 3 unrelated novellas. Enjoyed each one. Two fun. One somber. Highly recommend for a light read.,Notes are private!,0,3,1,"Jul 02, 2022","Jul 03, 2022","Jul 02, 2022",,Hardcover,view (with text),/book/show/60148895-sparring-partners
283,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Girl, Forgotten        (Andrea Oliver, #2)","Slaughter, Karin*",0062858114,9780062858115,0062858114,400        pp,4.02,"90,434","Jun 23, 2022","Aug 23, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,4.5 via Libby. Best Karin Slaughter in a while! A true page turner. Better than it’s prequel for me.,Notes are private!,0,1,1,"Nov 26, 2022","Nov 27, 2022","Jul 02, 2022",,Hardcover,view (with text),/book/show/59445976-girl-forgotten
284,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Horse,"Brooks, Geraldine*",0399562966,9780399562969,0399562966,401        pp,4.28,"128,825","Jun 14, 2022","Jun 14, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Until I was in high school, my absolute favorite book was Black Beauty. The Horse was immediately reminiscent of those feelings. Based on a true storyUntil I was in high school, my absolute favorite book was Black Beauty. The Horse was immediately reminiscent of those feelings. Based on a true story, this is a beautiful imagined account of the connection between a young black slave, his trainer, and Lexington, one of the greatest racehorses ever. The Horse made a magnificent leap into my Top 10. Love love love....more",Notes are private!,0,2,1,"Jul 16, 2022","Jul 19, 2022","Jun 26, 2022",,Hardcover,view (with text),/book/show/59109077-horse
285,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,March,"Brooks, Geraldine*",,,,280        pp,3.80,"69,567","Mar 03, 2005","Jan 31, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 26, 2022",,Paperback,view,/book/show/13529.March
286,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"My Family and Other Animals        (Corfu Trilogy, #1)","Durrell, Gerald",0142004413,9780142004418,0142004413,273        pp,4.17,"55,784",1956,"Jun 29, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 25, 2022",,Paperback,view,/book/show/48132.My_Family_and_Other_Animals
287,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Family Remains        (The Family Upstairs, #2)","Jewell, Lisa*",1982178892,9781982178895,1982178892,452        pp,3.89,"120,675","Jul 26, 2022","Aug 09, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I liked the first one better. But still good and fast paced.,Notes are private!,0,4,1,"Dec 12, 2022","Dec 13, 2022","Jun 09, 2022",,Hardcover,view (with text),/book/show/58855185-the-family-remains
288,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Endurance: Shackleton's Incredible Voyage,"Lansing, Alfred",,,B00IC8VF10,292        pp,4.44,"131,925",1959,"Apr 29, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Harrowing. Incredible. Amazing. A bit heavy for me right now. Especially the dogs.,Notes are private!,0,5,1,"Jun 09, 2022","Jun 11, 2022","Jun 09, 2022",,Kindle Edition,view (with text),/book/show/22130605-endurance
289,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Golden Couple,"Hendricks, Greer*",125027320X,9781250273208,125027320X,329        pp,3.99,"201,446","Mar 03, 2022","Mar 08, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5 via Scribd. Overly dramatic through most of it but good twists and turns. An enjoyable read.,Notes are private!,0,2,1,"Aug 20, 2022","Aug 23, 2022","Jun 08, 2022",,Hardcover,view (with text),/book/show/57693416-the-golden-couple
290,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Time Tomorrow,"Straub, Emma*",052553900X,9780525539001,052553900X,310        pp,3.80,"131,364","May 17, 2022","May 17, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If you could go back to your 16th birthday and change your life, would you? What would you change? Would you try and protect the ones you love? Would If you could go back to your 16th birthday and change your life, would you? What would you change? Would you try and protect the ones you love? Would you change things for yourself? In these times of great love and loss, good questions to ponder. PS, Marin Ireland is my favorite narrator and makes every book better. ...more",Notes are private!,0,2,1,"Jun 19, 2022","Jun 22, 2022","Jun 08, 2022",,Hardcover,view (with text),/book/show/59089704-this-time-tomorrow
291,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Marriage Portrait,"O'Farrell, Maggie*",,,,355        pp,4.02,"139,064","Aug 30, 2022","Sep 06, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This author’s writing is so beautiful. I almost picked this book for book club but I knew we would all be comparing it to Hamnet. It didn’t reach the This author’s writing is so beautiful. I almost picked this book for book club but I knew we would all be comparing it to Hamnet. It didn’t reach the emotional depth of Hamnet for me. But it’s beautiful nonetheless and another tragic figure brought to life. Listed via Libby but also read parts. It helped with the confusion when the author switched timelines. The book signifies the change. The audiobook doesn’t.Also, the end is confusing so pay close attention. An interesting twist. ...more",Notes are private!,0,2,1,"Nov 05, 2022","Nov 09, 2022","Jun 03, 2022",,Hardcover,view (with text),/book/show/60353768-the-marriage-portrait
292,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The World Played Chess,"Dugoni, Robert*",1542029384,9781542029384,B08RD8WFH9,400        pp,4.46,"27,377","Sep 14, 2021","Sep 14, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Really loved this book. Listened on a long road trip. Really personalized the conflicts of the young men that fought the Vietnam War. Also loved the cReally loved this book. Listened on a long road trip. Really personalized the conflicts of the young men that fought the Vietnam War. Also loved the coming of age lessons from William years later. ...more,Notes are private!,0,1,1,"Jan 03, 2024","Jan 12, 2024","Jun 01, 2022",,Kindle Edition,view (with text),/book/show/56922052-the-world-played-chess
293,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,South of Broad,"Conroy, Pat",038541305X,9780385413053,038541305X,514        pp,3.85,"47,807","Aug 11, 2009","Aug 11, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love this author. I’m only sorry I didn’t discover him 20 years ago. I know, implausible characters, cliche twists. I still loved it. Prince of TideI love this author. I’m only sorry I didn’t discover him 20 years ago. I know, implausible characters, cliche twists. I still loved it. Prince of Tides remains the favorite but giving this one 4.8. ...more",Notes are private!,0,2,1,"May 30, 2022","Sep 03, 2022","May 30, 2022",,Hardcover,view (with text),/book/show/6135237-south-of-broad
294,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sea of Tranquility,"Mandel, Emily St. John*",0593321448,9780593321447,0593321448,259        pp,4.08,"231,565","Apr 05, 2022","May 05, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Listened via Libby. Not my usual genre but an interesting change of pace. Explores the ethics of time travel and the limits of reality. Beautiful writListened via Libby. Not my usual genre but an interesting change of pace. Explores the ethics of time travel and the limits of reality. Beautiful writing took it from a 3 to 3.5. ...more,Notes are private!,0,4,1,"May 20, 2022","May 20, 2022","May 20, 2022",,Hardcover,view (with text),/book/show/58446227-sea-of-tranquility
295,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When Crickets Cry,"Martin, Charles*",1595540547,9781595540546,1595540547,336        pp,4.36,"47,960",2006,"Apr 02, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 19, 2022",,Paperback,view,/book/show/241387.When_Crickets_Cry
296,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wives of Henry VIII,"Fraser, Antonia",0140132937,9780679730019,067973001X,482        pp,4.11,"18,560",1992,"Nov 30, 1993",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 17, 2022",,Paperback,view,/book/show/530793.The_Wives_of_Henry_VIII
297,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One Two Three,"Frankel, Laurie*",1250236770,9781250236777,1250236770,416        pp,3.88,"27,255","Jun 08, 2021","Jun 08, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,4.5. Too cute! The three sisters remind me of a quirky teenage detective agency.,Notes are private!,0,3,1,"Jun 09, 2022","Jul 23, 2022","May 16, 2022",,Hardcover,view (with text),/book/show/42346406-one-two-three
298,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Calico Joe,"Grisham, John*",0385536070,9780385536073,0385536070,198        pp,3.87,"46,617",2012,"Apr 10, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 13, 2022",,Hardcover,view,/book/show/13154952-calico-joe
299,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Social Graces,"Rosen, Renée*",198480281X,9781984802811,198480281X,400        pp,3.98,"12,456","Apr 20, 2021","Apr 20, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 12, 2022",,Paperback,view,/book/show/42292877-the-social-graces
300,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Second Mrs. Astor,"Abe, Shana*",1496732049,9781496732040,1496732049,352        pp,3.99,"53,207","Mar 19, 2021","Aug 31, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I find it difficult to listen to books dealing with premature loss lately. Probably would’ve enjoyed this more at a different time. Since it’s based oI find it difficult to listen to books dealing with premature loss lately. Probably would’ve enjoyed this more at a different time. Since it’s based on truth, you knew what was happening from the beginning. Probably should’ve returned to Libby and waited to listen another time. ...more",Notes are private!,0,1,1,"Jul 13, 2022","Jul 16, 2022","May 12, 2022",,Paperback,view (with text),/book/show/56161317-the-second-mrs-astor
301,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Animals,"Orlean, Susan*",1982181532,9781982181536,1982181532,256        pp,3.82,"5,216","Oct 12, 2021","Oct 12, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The first part of this book was more personal. I could’ve written that part of the book. I, too, am “animalish”. The second part is more stories of diThe first part of this book was more personal. I could’ve written that part of the book. I, too, am “animalish”. The second part is more stories of different types of animals around the world. If you love animals, this book is for you. If not, not so much. Maybe I should write a book of dog stories. 4 stars via Libby....more",Notes are private!,0,1,1,"Nov 28, 2022","Dec 02, 2022","May 10, 2022",,Hardcover,view (with text),/book/show/56898306-on-animals
302,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sacred Rhythms: Arranging Our Lives for Spiritual Transformation,"Barton, Ruth Haley",0830833331,9780830833337,0830833331,192        pp,4.28,"3,899","Feb 10, 2006","Feb 10, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 10, 2022",,Hardcover,view,/book/show/249171.Sacred_Rhythms
303,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Remarkably Bright Creatures,"Van Pelt, Shelby",0063204150,9780063204157,0063204150,360        pp,4.40,"540,911","May 03, 2022","May 03, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My favorite book of the year so far! First, Marin Ireland is my favorite narrator and she makes any book better. It shouldn’t work….an elderly lady, aMy favorite book of the year so far! First, Marin Ireland is my favorite narrator and she makes any book better. It shouldn’t work….an elderly lady, an ungrounded teenager and a giant Pacific Octopus but it works so so wonderfully. Reminds me of a Man Called Ove. This book made my heart smile. Listened via Libby....more",Notes are private!,0,4,1,"Jul 09, 2022","Jul 10, 2022","May 03, 2022",,Hardcover,view (with text),/book/show/58733693-remarkably-bright-creatures
304,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dictionary of Lost Words,"Williams, Pip",1925972593,9781925972597,1925972593,384        pp,4.03,"141,122","Mar 31, 2020","Apr 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 03, 2022",,Paperback,view,/book/show/49354511-the-dictionary-of-lost-words
305,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Being Mortal: Medicine and What Matters in the End,"Gawande, Atul",0805095152,9780805095159,0805095152,282        pp,4.49,"190,381","Oct 07, 2014","Oct 07, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 01, 2022",,Hardcover,view,/book/show/20696006-being-mortal
306,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Razorblade Tears,"Cosby, S.A.*",,,,336        pp,4.10,"92,491","Jul 06, 2021","Jul 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 30, 2022",,Hardcover,view,/book/show/54860585-razorblade-tears
307,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bewilderment,"Powers, Richard",0393881148,9780393881141,0393881148,278        pp,3.92,"59,181","Sep 21, 2021","Sep 21, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Hard book. Hugely creative. Gorgeous writing. Really loved the relationship between Robin and his father. The neural feedback and astronomy were over Hard book. Hugely creative. Gorgeous writing. Really loved the relationship between Robin and his father. The neural feedback and astronomy were over my head. Like another friend, don’t care for dystopian genre. 3.5 mostly for the beautiful writing and struggles of a brain disorder. Would like to think that something as simple as neural feedback could help. ...more",Notes are private!,0,1,1,"Apr 28, 2022","May 30, 2022","Apr 28, 2022",,Hardcover,view (with text),/book/show/56404444-bewilderment
308,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Four Treasures of the Sky,"Zhang, Jenny Tinghui*",1250811783,9781250811783,1250811783,326        pp,4.09,"15,937","Apr 05, 2022","Apr 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 25, 2022",,Hardcover,view,/book/show/55987334-four-treasures-of-the-sky
309,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Way of Integrity: Finding the Path to Your True Self,"Beck, Martha N.*",1984881485,9781984881489,1984881485,327        pp,4.17,"6,883","Apr 13, 2021","Apr 13, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Would’ve been a good book for me 20 years ago. Now, a decent refresher.",Notes are private!,0,6,1,"Apr 23, 2022","Apr 28, 2022","Apr 23, 2022",,Hardcover,view (with text),/book/show/55481231-the-way-of-integrity
310,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Finding Me,"Davis, Viola",0063037327,9780063037328,0063037327,304        pp,4.56,"116,049","Apr 26, 2022","Apr 26, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Really enjoyed her story of struggle, survival and success. She’s one tough cookie. She’s plain spoken, real and inspiring. She deserves every accoladReally enjoyed her story of struggle, survival and success. She’s one tough cookie. She’s plain spoken, real and inspiring. She deserves every accolade and measure of success that has come her way. I have a new level of respect for this actress that I’ve loved since seeing her for the first time. Listened via Scribd ...more",Notes are private!,0,3,1,"May 18, 2022","May 19, 2022","Apr 21, 2022",,Hardcover,view (with text),/book/show/58687126-finding-me
311,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Night Swim        (Rachel Krall, #1)","Goldin, Megan*",,,B0818N4HC8,351        pp,4.04,"106,076","Aug 04, 2020","Aug 04, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,The most “unputdownable” book I’ve read in a while. Just what I needed. Two stories at once kept it rushing forward. No huge surprises or twists but gThe most “unputdownable” book I’ve read in a while. Just what I needed. Two stories at once kept it rushing forward. No huge surprises or twists but great fun and easy read. Listened via Libby. ...more,Notes are private!,0,3,1,"May 31, 2022","Jun 02, 2022","Apr 20, 2022",,Kindle Edition,view (with text),/book/show/48825033-the-night-swim
312,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Killing the Killers: The Secret War Against Terrorists,"O'Reilly, Bill*",1250279259,9781250279255,1250279259,288        pp,4.19,"5,677","May 03, 2022","May 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 18, 2022",,Hardcover,view,/book/show/56978068-killing-the-killers
313,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tobacco Wives,"Myers, Adele*",0063082934,9780063082939,0063082934,344        pp,3.81,"20,700","Mar 01, 2022","Mar 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 13, 2022",,Hardcover,view,/book/show/58262041-the-tobacco-wives
314,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Family,"Krupitsky, Naomi",0525541993,9780525541998,0525541993,368        pp,3.57,"25,768","Nov 02, 2021","Nov 02, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Listened via Libby. 3 for the book. Enjoyed but kind of slow. Additional .5 for my favorite narrator. She can make any book better.,Notes are private!,0,1,1,"Apr 14, 2022","Apr 15, 2022","Apr 10, 2022",,Hardcover,view (with text),/book/show/57234739-the-family
315,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eternal,"Scottoline, Lisa*",052553976X,9780525539766,052553976X,480        pp,4.29,"38,500","Mar 01, 2021","Mar 23, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 08, 2022",,Hardcover,view,/book/show/40204619-eternal
316,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,True Biz,"Nović, Sara*",0593241509,9780593241509,0593241509,386        pp,4.09,"64,515","Apr 05, 2022","Apr 05, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 via Libby. I really think this would’ve been better in print. The author starts with a note that the print version has visual space to allow for s3.5 via Libby. I really think this would’ve been better in print. The author starts with a note that the print version has visual space to allow for signing. The audio version is more difficult to make that distinction. A deep dive into the deaf world, education and growing up in that world. Definitely learned a lot about communication in the deaf community. I recommend but in the print version....more",Notes are private!,0,4,1,"Jun 02, 2022","Jun 06, 2022","Apr 05, 2022",,Hardcover,view (with text),/book/show/58395049-true-biz
317,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lessons in Chemistry,"Garmus, Bonnie*",,,,390        pp,4.30,"1,230,228","Mar 31, 2022","Apr 05, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I absolutely LOVED this book. 4.7. Breaking all the barriers in the 60s. Imagine trying to be a professional scientist as a woman in that time. She’s I absolutely LOVED this book. 4.7. Breaking all the barriers in the 60s. Imagine trying to be a professional scientist as a woman in that time. She’s not just trying to work outside the “home” but wants to be treated as a colleague and human rather than female. Includes a dog’s perspective which, for me, was a plus. So cute. Retro Elinor Oliphant, Phd. ...more",Notes are private!,0,4,1,"Jun 11, 2022","Jun 19, 2022","Apr 04, 2022",,Hardcover,view (with text),/book/show/58065033-lessons-in-chemistry
318,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stranger in the Woods: The Extraordinary Story of the Last True Hermit,"Finkel, Michael*",1101924926,9781101924921,1101924926,225        pp,3.89,"74,797","Mar 07, 2017","Mar 07, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Fascinating.,Notes are private!,0,1,1,"Jun 07, 2022","Jun 09, 2022","Apr 03, 2022",,Audio CD,view (with text),/book/show/30687200-the-stranger-in-the-woods
319,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Song of Solomon,"Morrison, Toni",140003342X,9781400033423,140003342X,338        pp,4.14,"112,918","Aug 12, 1977","Jun 08, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Aug 23, 2022","Aug 28, 2022","Apr 03, 2022",,Paperback,view,/book/show/11334.Song_of_Solomon
320,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Other Boleyn Girl        (The Plantagenet and Tudor Novels, #9)","Gregory, Philippa*",,,,661        pp,4.08,"497,722","Apr 21, 2001","May 21, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 03, 2022",not set,"Apr 03, 2022",,Paperback,view,/book/show/37470.The_Other_Boleyn_Girl
321,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Of Mice and Men,"Steinbeck, John",0142000671,9780142000670,0142000671,107        pp,3.88,"2,546,639","Feb 25, 1937",2002,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Classic for a reason. Profoundly sad. Themes of hope, struggle, Justice, vengeance, compassion, mercy. So much in such a short novella. Listened via LClassic for a reason. Profoundly sad. Themes of hope, struggle, Justice, vengeance, compassion, mercy. So much in such a short novella. Listened via Libby....more",Notes are private!,0,2,1,"Apr 04, 2022","Apr 06, 2022","Apr 02, 2022",,Paperback,view (with text),/book/show/890.Of_Mice_and_Men
