,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Milly *:･ﾟ✧'s rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
507,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"House of Earth and Blood        (Crescent City, #1)","Maas, Sarah J.*",1635574048,9781635574043,1635574048,803        pp,4.49,"668,576","Mar 03, 2020","Mar 03, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 10, 2020",,Hardcover,view,/book/show/44778083-house-of-earth-and-blood
508,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Monday's Not Coming,"Jackson, Tiffany D.*",0062422693,9780062422699,,448        pp,4.25,"51,571","May 22, 2018","May 22, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 08, 2020",,ebook,view,/book/show/35068534-monday-s-not-coming
509,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Clap When You Land,"Acevedo, Elizabeth*",0062882767,9780062882769,0062882767,432        pp,4.24,"100,523","May 05, 2020","May 05, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 06, 2020",,Hardcover,view,/book/show/52516332-clap-when-you-land
510,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Summer of Salt,"Leno, Katrina*",0062493647,9780062493644,,288        pp,4.00,"9,274","Jun 05, 2018","Jun 05, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 05, 2020",,ebook,view,/book/show/35230420-summer-of-salt
511,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,They Went Left,"Hesse, Monica*",0316490571,9780316490573,0316490571,364        pp,4.25,"13,700","Apr 07, 2020","Apr 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 05, 2020",,Hardcover,view,/book/show/52701968-they-went-left
512,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Trouble on Main Street        (Sugar Mountain, #1)","Fullmer, Kirsten*",,,B086CDYMTP,289        pp,4.26,"4,053","Mar 24, 2020","Mar 24, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 05, 2020",,Kindle Edition,view,/book/show/52641918-trouble-on-main-street
513,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Barbed Wire Heart,"Sharpe, Tess*",1538744090,9781538744093,1538744090,416        pp,4.10,"2,181","Mar 06, 2018","Mar 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 05, 2020",,Hardcover,view,/book/show/35605432-barbed-wire-heart
514,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Five Feet Apart,"Lippincott, Rachael*",1534437339,9781534437333,1534437339,304        pp,4.18,"224,797","Nov 20, 2018","Nov 20, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 05, 2020",,Hardcover,view,/book/show/38926328-five-feet-apart
515,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Court of Mist and Fury        (A Court of Thorns and Roses, #2)","Maas, Sarah J.*",,,,626        pp,4.65,"1,867,084","May 03, 2016","May 03, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"(5 stars) wowowowowow. let me just start this off by saying- this was ten times better than the first book, like literally everything about it. i can'(5 stars) wowowowowow. let me just start this off by saying- this was ten times better than the first book, like literally everything about it. i can't even imagine a world anymore where i shipped feyre and tamlin. all the action in the book was so much better than in the last book and the plot was so much more interesting. THIS is finally living up to its hype. the slowburn with feyre and rhys was so much better than feyre's relationship with tamlin. also the whole plotline with the king of hybern was so much more interesting than the one with amarantha in the book before. there was so much more history and it was overall just more enjoyable to read about. i also loved all the new characters but i am kinda sad about lucien because i liked him in the first book so hopefully he redeems himself in the next book! (view spoiler)[ when i found out lucien was elain's mate i was so shocked omfg. (hide spoiler)] i also started appreciating feyre a lot more and she is definitely one of my favorite book characters now. she is so strong and her development in this book was phenomenal like ah i loveee love love her! i also adore mor too she is so caring and sweet. i honestly love the whole court of dreams (cassian, amren and azriel), they were really interesting and likeable characters and i loved how they were all like a family and cared really deeply for each other. overall i loved this book a lot and i will definitely reread it in the future. this is also going on my favorites shelf because this book was so good and i really was in need of a good book. i can't wait to read the next book which is hopefully soon because i want a physical copy of it and not just an ebook!...more",Notes are private!,0,3,1,"May 09, 2020","May 23, 2020","May 02, 2020",,Kindle Edition,view (with text),/book/show/17927395-a-court-of-mist-and-fury
516,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"King of Scars        (King of Scars, #1)","Bardugo, Leigh*",,,B07C25Z679,527        pp,4.16,"200,770","Jan 29, 2019","Jan 29, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 01, 2020",,Kindle Edition,view,/book/show/36307634-king-of-scars
517,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Anna and the French Kiss        (Anna and the French Kiss, #1)","Perkins, Stephanie*",0525423273,9780525423270,0525423273,372        pp,3.97,"451,598","Dec 02, 2010","Dec 02, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 01, 2020",,Hardcover,view,/book/show/6936382-anna-and-the-french-kiss
518,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Divergent        (Divergent, #1)","Roth, Veronica*",0062024027,9780062024022,0062024027,487        pp,4.14,"3,974,587","Apr 25, 2011","Apr 25, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"May 01, 2020",,Hardcover,view,/book/show/8306857-divergent
519,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"They Both Die at the End        (They Both Die at the End Series, 1)","Silvera, Adam*",0062457799,9780062457790,0062457799,389        pp,3.77,"740,751","Sep 05, 2017","Sep 05, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 26, 2020",,Hardcover,view,/book/show/33385229-they-both-die-at-the-end
520,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,With the Fire on High,"Acevedo, Elizabeth*",0062662856,9780062662859,,400        pp,4.18,"84,707","May 07, 2019","May 07, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 26, 2020",,ebook,view,/book/show/38739562-with-the-fire-on-high
521,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Night Circus,"Morgenstern, Erin*",,9780385534635,0385534639,506        pp,4.02,"975,070","Sep 13, 2011","Sep 13, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 26, 2020",,Hardcover,view,/book/show/9361589-the-night-circus
522,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heartless,"Meyer, Marissa*",1250044650,9781250044655,1250044650,453        pp,4.09,"199,019","Nov 08, 2016","Nov 08, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 26, 2020",,Hardcover,view,/book/show/18584855-heartless
523,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lies We Tell Ourselves,"Talley, Robin*",0373211333,9780373211333,0373211333,368        pp,4.06,"13,888","Sep 30, 2014","Sep 30, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 24, 2020",,Hardcover,view,/book/show/20579291-lies-we-tell-ourselves
524,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Bear and the Nightingale        (The Winternight Trilogy, #1)","Arden, Katherine*",1101885939,9781101885932,1101885939,319        pp,4.10,"200,134","Jan 10, 2017","Jan 10, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 24, 2020",,Hardcover,view,/book/show/25489134-the-bear-and-the-nightingale
525,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wolf by Wolf        (Wolf by Wolf, #1)","Graudin, Ryan*",0316405124,9780316405126,0316405124,388        pp,4.20,"22,183","Oct 20, 2015","Oct 20, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 15, 2020",,Hardcover,view,/book/show/24807186-wolf-by-wolf
526,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Prisoner of Night and Fog        (Prisoner of Night and Fog, #1)","Blankman, Anne*",0062278819,9780062278814,0062278819,401        pp,4.04,"10,193","Apr 22, 2014","Apr 22, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 14, 2020",,Hardcover,view,/book/show/17668473-prisoner-of-night-and-fog
527,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Sorcerer's Stone        (Harry Potter, #1)","Rowling, J.K.",,,0439554934,309        pp,4.47,"10,053,709","Jun 26, 1997","Nov 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 14, 2020",,Hardcover,view,/book/show/3.Harry_Potter_and_the_Sorcerer_s_Stone
528,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Unbecoming of Mara Dyer        (Mara Dyer, #1)","Hodkin, Michelle*",,,B004IK988I,456        pp,4.02,"182,743","Sep 27, 2011","Sep 27, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 14, 2020",,Kindle Edition,view,/book/show/11408650-the-unbecoming-of-mara-dyer
529,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Darkest Minds        (The Darkest Minds, #1)","Bracken, Alexandra*",1423157370,9781423157373,1423157370,488        pp,4.16,"191,950","Dec 18, 2012","Dec 18, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 14, 2020",,Hardcover,view,/book/show/10576365-the-darkest-minds
530,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Selection        (The Selection, #1)","Cass, Kiera*",0062059939,9780062059932,B00BG7DY04,336        pp,4.08,"1,553,055","Apr 24, 2012","Apr 24, 2012",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"(1.5 stars) I'm sorry, but I just do not get the hype with this book. Many people claim that this is an addictive book that is hard to put down, but I(1.5 stars) I'm sorry, but I just do not get the hype with this book. Many people claim that this is an addictive book that is hard to put down, but I am going to have to disagree on this one. I will admit that I have DNFed this book many times, so going into it for the third time, determined to read it to the end, my expectations were not very high. First of all, I disliked all the characters. They were all really snobby and the way they reacted to things made me cringe. There were many quotes in the book that just made me cringe and I would have marked them to include in this , but I just didn't even want to waste stickies on them. America was made out to be that one girl that was 'different' from the rest, but I think that whole concept was poorly executed because it just made what happened in the book so much more predictable. Maxon was really whiny and didn't have much character. All the other girls in the book also were really flat characters and I did not care for them much. I also hated the way Cass built the world. Most of it just didn't make any sense. I remember when they were taking a history class and they said something about China invading American for money when America was in debt? If you're going to classify a novel as dystopian, then you might as well create an interesting world that makes sense, and not just base it off the fact that there is a king who holds a 'bachelorette' in his 'palace' every couple of years. And the attacks just bothered me so much, they were so unnecessary and they literally just sat around crying for a whole chapter while it was going on. Like c'mon?! Give me some action here... The book should have gone more into depth with the tensions that they may have with other forces, it would have made the book a little more interesting and the world a little better.Then, we had the crappy romance. (view spoiler)[I thought that the very predictable romance between America and Maxon sucked. (hide spoiler)] While I was reading the book, and not enjoying the story very much, I was hoping that the romance might've compensated for it. I am a sucker for romance, even the smallest amount, but this just sucked. And the whole thing with Aspen was just like, why? Although I found the writing style to be extremely boring, I do think that it was easy to read which was basically the only plus. I didn't have to spend too much time analyzing anything and I could just take it all in and read everything at once. I was never really confused with anything that I was reading and I had no trouble following the story, everything was very clear cut. The only reason I will be continuing to read the series is because someone bought me all the books in the series, so I would feel bad if I didn't, but I also do believe that the story has a bit potential and hopefully the next book will be better. I have read series where the first book sucks, but then eventually the story gets a bit better. The concept of this story was a very good idea, but at the end of the day it was just poorly executed and turned into a predictable and boring read. ...more",Notes are private!,0,7,1,"May 29, 2020","Jun 13, 2020","Apr 14, 2020",,Hardcover,view (with text),/book/show/10507293-the-selection
531,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lovely War,"Berry, Julie*",0147512972,9780147512970,0147512972,470        pp,4.23,"55,701","Mar 05, 2019","Feb 04, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3 Stars“I envy the mortals. It's because they're weak and damaged that they can love.”This book took me FIVE MONTHS to finish just because of how busy3 Stars“I envy the mortals. It's because they're weak and damaged that they can love.”This book took me FIVE MONTHS to finish just because of how busy I have been. I have missed reading so incredibly much, and I am so happy that I was able to get through this book. The way I read this book probably hindered my enjoyment of it, but it was pretty cute. Nothing really stood out to me and I found the plot to be a bit boring, but I enjoyed the writing and I don't think that this was that bad of a book. I will probably come back to this one day and read it the right way so that I can give it a higher rating. Definitely recommend!...more",Notes are private!,0,6,1,"Jan 30, 2021","May 05, 2021","Apr 14, 2020",,Paperback,view (with text),/book/show/53081194-lovely-war
532,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Court of Thorns and Roses        (A Court of Thorns and Roses, #1)","Maas, Sarah J.*",1619634449,9781619634442,1619634449,419        pp,4.20,"2,492,465","May 05, 2015","May 05, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"(3.5 Stars) The plot was on point. I think the way that everything was woven together was really good, but the ending... meh. Usually when I read a go(3.5 Stars) The plot was on point. I think the way that everything was woven together was really good, but the ending... meh. Usually when I read a good book, I am left with some kind of emotion at the end of it, but when I finished this book I was like ""ok, thats cute. anyways, next book"". I think the best part of this book was Feyre's relationship with Tamlin and her family. That's it. Her character development was pretty good and I really loved Lucien too. The beginning was slow, but when Feyre got kidnapped it started to get better and I was started to think that the book was really good. The last like 10-15 chapters were soooo dragged out. At that point I was just waiting for the ending, which was just ok. There were many parts about the book I liked, the romance, the writing, the setting... beautiful. There weren't necessarily any parts that I hated or anything, I just could've done without them. I definitely would've loved this book in middle school though and if I liked fantasy a little more, but I guess I'm more of a contemporary person now. I would definitely recommend this to someone who loved fantasy, its not a bad story at all, just not entirely my thing!...more",Notes are private!,0,1,1,"Apr 23, 2020","May 02, 2020","Apr 14, 2020",,Hardcover,view (with text),/book/show/16096824-a-court-of-thorns-and-roses
533,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Call Me By Your Name        (Call Me By Your Name, #1)","Aciman, André*",1786495252,9781786495259,1786495252,248        pp,4.11,"493,076","Jan 23, 2007","Sep 21, 2017",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"1 StarIs it better to speak or die?I was not a huge fan of this book…The movie adaptation of this book is one of my favorites so I was really disappoi1 StarIs it better to speak or die?I was not a huge fan of this book…The movie adaptation of this book is one of my favorites so I was really disappointed that the book was not as good. It even has me reconsidering wether this is my favorite movie anymore which is sad since I really loved the movie. However, the book gave me a different perspective into the book that I honestly was not a fan of. I think what makes the movie so good is the soundtrack and the visuals. Without them, the movie would not be half as good. I did not enjoy reading from Elio’s pov and I found it to be boring and a bit sad (in a bad way). The relationship between Elio and Oliver lost its charm and the book, and I came to see how creepy it really is. I did not feel like this was an enjoyable or satisfying romance to read about. I felt like I had to read it since it’s one of my favorite movies, but I don’t really recommend the book at all....more",Notes are private!,0,1,1,"Jul 23, 2023","Jul 27, 2023","Mar 16, 2020",,Paperback,view (with text),/book/show/36336078-call-me-by-your-name
534,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Macbeth,"Shakespeare, William",0743477103,9780743477109,0743477103,249        pp,3.90,"897,753",1606,"Jul 01, 2013",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 11, 2020",,Mass Market Paperback,view,/book/show/8852.Macbeth
535,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Light We Cannot See,"Doerr, Anthony*",1476746583,9781476746586,1476746583,531        pp,4.32,"1,661,645","May 06, 2014","Jan 01, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 11, 2020",,Hardcover,view,/book/show/18143977-all-the-light-we-cannot-see
536,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Gatsby,"Fitzgerald, F. Scott",,,,180        pp,3.93,"5,239,098","Apr 10, 1925",1925,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 27, 2019",,Paperback,view,/book/show/4671.The_Great_Gatsby
537,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Vanderbeekers of 141st Street        (The Vanderbeekers, 1)","Glaser, Karina Yan*",1328499219,9781328499219,1328499219,320        pp,4.10,"22,926","Oct 03, 2017","Sep 04, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 14, 2019",,Paperback,view,/book/show/37570496-the-vanderbeekers-of-141st-street
538,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Persepolis: The Story of a Childhood        (Persepolis, #1)","Satrapi, Marjane",037571457X,9780375714573,037571457X,153        pp,4.26,"208,433","Apr 29, 2003","Jun 01, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 05, 2019","Dec 14, 2019","Dec 05, 2019",,Paperback,view,/book/show/9516.Persepolis
539,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Children of Blood and Bone        (Legacy of Orïsha, #1)","Adeyemi, Tomi*",1250170974,9781250170972,1250170974,544        pp,4.11,"223,513","Mar 06, 2018","Mar 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 02, 2019",,Hardcover,view,/book/show/34728667-children-of-blood-and-bone
540,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cruel Prince        (Folk of the Air #1),"Black, Holly*",,,0316310271,370        pp,4.05,"1,212,489","Jan 02, 2018","Jan 02, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"2.5 Stars“If you hurt me, I wouldn't cry. I would hurt you back.”I don't think I have ever had more mixed feelings about a book than this one. I didn'2.5 Stars“If you hurt me, I wouldn't cry. I would hurt you back.”I don't think I have ever had more mixed feelings about a book than this one. I didn't really like it that much and I found it to be a bit underwhelming. There were some parts of the book that I liked a bit but I was pretty indifferent throughout most of the book. What I expected (based off the hype) was an intricate world full with complex fae politics, a badass heroine, a painful slow-burn romance, and an exciting plot. However, I didn't quite get all of these things.Let me start off by saying that I really loved Jude. She was a morally grey character and reading from her point of view was really interesting. She was insanely badass throughout the book and I honestly just loved her for it and she was definitely my favorite part about the book. I didn't really care much for any of the other characters. I hated Taryn, didn't really care about most of the other characters. One of the biggest things that bothered me about the book was the world building. First off, I found the map to be very disproportionate. It didn't really make sense to me and the world seemed so small. I was usually confused when there were setting changes, (view spoiler)[especially towards the end when Jude was walking around the camps and talking to other kings/queens... I was so confused as to what was happening and who everyone was because so many things were just thrown at me about the rest of the Fae world outside of Elfhame. (hide spoiler)] I didn't really feel immersed in the world and the transitions between the human world and the fae world just didn't do it for me.The plot was pretty mediocre. It was extremely slow at the beginning and I almost DNFed it, but things began to speed up a bit so I decided to give it another chance. Some things that happened or were revealed did kinda shock me, but like I said before, most of it was really underwhelming. I wish the book went more into depth about the politics because random information was just kinda put out there sometimes and I was also really confused as to where all the other kingdoms were situated.The romance was mediocre as well. The slow-burn was there, but I just wasn't really convinced with how their 'romantic' interactions came to be if that makes sense. Not much to say there.Overall, this book didn't really live up to the hype for me. I can see why people would love it so much but this wasn't really anything I loved too much and I am not to keen on continuing the series, but I probably will at some point. ...more",Notes are private!,0,5,1,"Jul 24, 2020","Jul 31, 2020","Dec 02, 2019",,Hardcover,view (with text),/book/show/26032825-the-cruel-prince
541,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Perks of Being a Wallflower,"Chbosky, Stephen",1982110996,9781982110994,1982110996,224        pp,4.23,"1,793,694","Feb 01, 1999","Sep 29, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 28, 2019",,Hardcover,view,/book/show/49623822-the-perks-of-being-a-wallflower
542,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Legend        (Legend, #1)","Lu, Marie*",,,,305        pp,4.16,"529,139","Nov 29, 2011","Nov 29, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 20, 2019",,Hardcover,view,/book/show/9275658-legend
543,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Darker Shade of Magic        (Shades of Magic, #1)","Schwab, V.E.*",0765376458,9780765376459,0765376458,400        pp,4.06,"361,703","Feb 24, 2015","Feb 24, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 Stars“I'm not going to die,"" she said. ""Not till I've seen it.""""Seen what?""Her smile widened. ""Everything.”This was a pretty solid read! I haven't3.5 Stars“I'm not going to die,"" she said. ""Not till I've seen it.""""Seen what?""Her smile widened. ""Everything.”This was a pretty solid read! I haven't read fantasy in a while because it isn't really my thing anymore, but I really enjoyed this. The plot moved along fairly quickly and it was easy for me to understand what was going on. Usually, when I read a fantasy book, it is difficult for me to understand all the details of the plot and keep track of all the characters. However, in this book, I always knew what was going on and was able to connect pieces of the plot to each other. (view spoiler)[ It was really shocking to me that so many characters died because I really wasn't expecting that.  (hide spoiler)].I feel like none of the characters were really memorable or detailed, although I did enjoy them. I love Schwab's writing, which was expected, since one of her books is one of my favorites. I am looking forward to continuing the series because I really would love to see what happens next with the characters....more",Notes are private!,0,7,1,"Jun 21, 2023","Jul 11, 2023","Nov 20, 2019",,Hardcover,view (with text),/book/show/22055262-a-darker-shade-of-magic
544,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Cinder        (The Lunar Chronicles, #1)","Meyer, Marissa*",,,,400        pp,4.13,"924,285","Jan 03, 2012",2012,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 20, 2019",,Hardcover,view,/book/show/36381037-cinder
545,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Friend Dahmer: A Graphic Novel,"Backderf, Derf*",1419702173,9781419702174,1419702173,224        pp,3.92,"31,402","Mar 01, 2012","Mar 01, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 20, 2019",,Paperback,view,/book/show/12959045-my-friend-dahmer
546,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Wrath and the Dawn        (The Wrath and the Dawn, #1)","Ahdieh, Renee*",0399171614,9780399171611,0399171614,416        pp,4.06,"176,254","May 12, 2015","May 12, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 20, 2019",,Hardcover,view,/book/show/18798983-the-wrath-and-the-dawn
547,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Between Shades of Gray,"Sepetys, Ruta*",0399254129,9780399254123,0399254129,344        pp,4.37,"242,760","Mar 22, 2011","Mar 22, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 19, 2019",,Hardcover,view,/book/show/7824322-between-shades-of-gray
548,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fountains of Silence,"Sepetys, Ruta*",0399160310,9780399160318,0399160310,512        pp,4.31,"67,668","Oct 01, 2019","Oct 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 19, 2019",,Hardcover,view,/book/show/43220998-the-fountains-of-silence
549,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Crier's War        (Crier's War, #1)","Varela, Nina*",0062823965,9780062823960,,464        pp,4.13,"41,518","Oct 01, 2019","Oct 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 14, 2019",,ebook,view,/book/show/41951626-crier-s-war
550,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Caraval        (Caraval, #1)","Garber, Stephanie*",1250095255,9781250095251,1250095255,407        pp,3.99,"519,663","Sep 29, 2016","Jan 31, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 14, 2019",,Hardcover,view,/book/show/27883214-caraval
