,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Elizabeth's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
1078,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fault in Our Stars,"Green, John*",,,,313        pp,4.14,"5,138,317","Jan 10, 2012","Jan 10, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"2020 Update on my blog at www.everydaymamabooks.com; Spoiler alert-I have to knock this one off my list.""I fell in love the way you fall asleep: slowl2020 Update on my blog at www.everydaymamabooks.com; Spoiler alert-I have to knock this one off my list.""I fell in love the way you fall asleep: slowly, and then all at once."" I can't see to type through my tears so more to come later but I loved this book. I need to cry some more. --Added: After putting this book down, I was haunted by the characters. I dreamed about them and woke up thinking about them. Pretty much all the hallmarks of an incredible book. I loved his writing style and the fact that these were smart teenagers. Not perfect, but smart. I loved that there were 2 sets of involved parents, and that emotional expression was valued in their families. While this was a tearjerker, I did not feel emotionally manipulated. I truly felt drawn to these characters and appreciated the way the author makes you care about them. The love story is powerful but the friendship that exists among this group of teenagers is also rare-the kind of friends I would want to have if I ever found myself in this horrible situation. I also have to add how its funny how things converge in life. I JUST finished the Anne Frank's diary and here it is playing a pretty significant role in this book. I would recommend this to anyone who loves someone. While it is classified as young adult, it was still a challenging read, both in the themes and language. Read it!...more",Notes are private!,0,0,2,"Dec 05, 2020Sep 13, 2013","Dec 06, 2020Sep 15, 2013","Sep 08, 2013",,Hardcover,view (with text),/book/show/11870085-the-fault-in-our-stars
1079,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Mystery on the Ice        (The Boxcar Children Winter Special, #1)","Warner, Gertrude Chandler",0807554138,9780807554135,0807554138,118        pp,3.92,768,"Jan 01, 1993","Jan 01, 1993",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 24, 2013","Sep 08, 2013","Aug 24, 2013",,Paperback,view,/book/show/297251.The_Mystery_on_the_Ice
1080,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Letter from Your Lover,"Moyes, Jojo*",0670022802,9780670022809,0670022802,390        pp,4.00,"124,521","Jul 07, 2011","Jul 07, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A sweet, romantic, story. My only issue was that she introduced new characters 2/3 of the way into the book. I have major loyalty to characters and itA sweet, romantic, story. My only issue was that she introduced new characters 2/3 of the way into the book. I have major loyalty to characters and it was hard to shift my attention to new people. ...more",Notes are private!,0,0,1,"Sep 16, 2013","Sep 30, 2013","Aug 23, 2013",,Hardcover,view (with text),/book/show/10163292-the-last-letter-from-your-lover
1081,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl You Left Behind,"Moyes, Jojo*",0670026611,9780670026616,0670026611,480        pp,4.02,"166,653","Sep 27, 2012","Jun 24, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Books that have two different (but intersecting) stories told a century apart don't always come off right. I usually find myself drawn to one story moBooks that have two different (but intersecting) stories told a century apart don't always come off right. I usually find myself drawn to one story more than the other and my loyalty is split. But that was not the case here. Sophie and Liv are both strong women who have endured tragic circumstances and don't just give in to what is handed to them. Jojo Moyes crafted a beautiful story about art, love, and justice and I enjoyed every page. ...more",Notes are private!,0,0,1,"Mar 04, 2014","Mar 09, 2014","Aug 23, 2013",,Hardcover,view (with text),/book/show/17572903-the-girl-you-left-behind
1082,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When I Found You,"Hyde, Catherine Ryan*",055277572X,9780552775724,055277572X,512        pp,4.02,"45,294","Aug 13, 2009","Sep 10, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was potentially a good book. A sweet story and certainly a page turner. But I felt the author wrote or explained too much instead of allowing theThis was potentially a good book. A sweet story and certainly a page turner. But I felt the author wrote or explained too much instead of allowing the reader to draw their own inferences and see mirroring in the story. There is beautiful imagery but she spells it out! Still a good read, but not sure if I will read any of her other work. ...more",Notes are private!,0,0,1,"Aug 13, 2013","Aug 17, 2013","Aug 13, 2013",,Paperback,view (with text),/book/show/6780660-when-i-found-you
1083,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Henry and Mudge - The First Book        (Henry and Mudge, #1)","Rylant, Cynthia",0689810059,9780689810053,0689810059,40        pp,4.12,"6,520","Jan 01, 1987","Jun 01, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 08, 2013",,Paperback,view,/book/show/820863.Henry_and_Mudge_The_First_Book
1084,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mouse Soup,"Lobel, Arnold",0064440419,9780064440417,0064440419,64        pp,4.21,"5,835",1977,"Sep 27, 1983",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 08, 2013",,Paperback,view,/book/show/857828.Mouse_Soup
1085,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Little House in the Big Woods        (Little House, #1)","Wilder, Laura Ingalls",0060885378,9780060885373,0060885378,224        pp,4.20,"269,079",1932,"Jan 01, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 10, 2014","Feb 07, 2015","Aug 08, 2013",,Paperback,view,/book/show/8337.Little_House_in_the_Big_Woods
1086,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,D.W.'s Library Card,"Brown, Marc",0316738204,9780316738200,0316738204,24        pp,3.94,617,2001,"Jul 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 08, 2013",,Paperback,view,/book/show/271026.D_W_s_Library_Card
1087,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zack's Alligator Goes to School,"Mozelle, Shirley",0064442489,9780064442480,0064442489,64        pp,3.82,118,1994,"Aug 01, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 04, 2013",,Paperback,view,/book/show/834448.Zack_s_Alligator_Goes_to_School
1088,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Lighthouse Mystery        (The Boxcar Children, #8)","Warner, Gertrude Chandler",,,,128        pp,3.94,"5,223","Nov 30, 1962","Jan 01, 1990",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 04, 2013","Aug 24, 2013","Aug 04, 2013",,Paperback,view,/book/show/363270.The_Lighthouse_Mystery
1089,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Henry and Mudge and the Wild Wind        (Henry and Mudge, #12)","Rylant, Cynthia",0689808380,9780689808388,0689808380,40        pp,4.06,589,"Apr 30, 1993","May 01, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 01, 2013",,Paperback,view,/book/show/1214611.Henry_and_Mudge_and_the_Wild_Wind
1090,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Fairy Race (Disney Fairies),"Redbank, Tennant",0736480609,9780736480604,0736480609,48        pp,3.91,158,2008,"Apr 08, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 01, 2013",,Library Binding,view,/book/show/4892828-the-great-fairy-race-disney-fairies
1091,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dolphin        (I Can Read Level 3),"Morris, Robert A",0064440435,9780064440431,0064440435,64        pp,4.06,82,1975,"Sep 07, 1983",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 01, 2013",,Paperback,view,/book/show/110596.Dolphin
1092,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Me Before You        (Me Before You, #1)","Moyes, Jojo*",0670026603,9780670026609,0670026603,369        pp,4.26,"1,628,855","Dec 31, 2012","Dec 31, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"2017 update: I have to admit, I didn't enjoy this as much as I did the first time. Maybe because I have read some of her other books since then and I 2017 update: I have to admit, I didn't enjoy this as much as I did the first time. Maybe because I have read some of her other books since then and I found more fault in this one during the re-read. The topic is still interesting, although I find I have different feelings then before on that too! Just a perfect example of how a book stays the same but the reader changes. And for that, I will always be grateful! This was a beautiful story. I loved the concept and this topic has always interested me. I really enjoyed the writing style too. Reminded me of Sophie Kinsella, just more serious. Wit was infused throughout which helped with the heavy subject matter. I will definitely be checking out more of her books....more",Notes are private!,0,1,2,"May 08, 2017Aug 17, 2013","May 16, 2017Aug 23, 2013","Jul 31, 2013",,Hardcover,view (with text),/book/show/15507958-me-before-you
1093,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Swamplandia!,"Russell, Karen*",0307276686,9780307276681,0307276686,400        pp,3.27,"57,198","Feb 01, 2011","Jul 26, 2011",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Dark and twisted are the best words I can describe this book. I really didn't like Ava and I think you're supposed to. Strange strange story. Dark and twisted are the best words I can describe this book. I really didn't like Ava and I think you're supposed to. Strange strange story. ...more,Notes are private!,0,0,1,"Jul 31, 2013","Aug 13, 2013","Jul 31, 2013",,Paperback,view (with text),/book/show/11252905-swamplandia
1094,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When a Dragon Moves In,"Moore, Jodi*",0979974674,9780979974670,0979974674,32        pp,4.21,"1,676","May 01, 2011","May 01, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 28, 2013",,Hardcover,view,/book/show/10246290-when-a-dragon-moves-in
1095,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,D.W. Thinks Big,"Brown, Marc",0316109223,9780316109222,0316109223,32        pp,3.93,282,"Apr 01, 1993","Apr 01, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 28, 2013",,Paperback,view,/book/show/277857.D_W_Thinks_Big
1096,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Arthur Meets The President,"Brown, Marc",043922764X,9780439227643,,32        pp,3.85,907,"May 01, 1991",unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 28, 2013",,Paperback,view,/book/show/253098.Arthur_Meets_The_President
1097,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Arthur and the New Kid,"Brown, Marc",0375813810,9780375813818,0375813810,24        pp,3.96,46,"Jul 13, 2004","Jul 13, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 28, 2013",,Paperback,view,/book/show/1879351.Arthur_and_the_New_Kid
1098,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Polar Bears Past Bedtime        (Magic Tree House, #12)","Osborne, Mary Pope",067988341X,9780679883418,067988341X,71        pp,3.93,"10,300","Jan 01, 1998","Jan 12, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 28, 2013","Aug 04, 2013","Jul 28, 2013",,Paperback,view,/book/show/948527.Polar_Bears_Past_Bedtime
1099,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Henry and Mudge and the Snowman Plan        (Henry and Mudge, #19)","Rylant, Cynthia",0689834497,9780689834493,0689834497,40        pp,4.04,583,"Oct 01, 1999","Oct 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 21, 2013",,Paperback,view,/book/show/1050779.Henry_and_Mudge_and_the_Snowman_Plan
1100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Paris Wife,"McLain, Paula*",0345521307,9780345521309,0345521307,314        pp,3.82,"296,289","Feb 27, 2011","Feb 27, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I had to think about this one for a few days before I wrote a . If I could, I would give it 3.75 stars. I really liked it and although it was a I had to think about this one for a few days before I wrote a . If I could, I would give it 3.75 stars. I really liked it and although it was a sad story, the writing was very descriptive and interesting. I could really imagine being in Paris and Pamploma and all the other places they visited. I also loved Hadley. But there were a few chapters in Ernest's voice and while they provided some insight into his dark world, I felt that it was out of place in this book. I've always been interested in this time period, particularly the Fitzgeralds, and this showed how glamorous yet empty their lives were. ...more",Notes are private!,0,0,1,"Aug 23, 2013","Sep 03, 2013","Jul 18, 2013",,Hardcover,view (with text),/book/show/8683812-the-paris-wife
1101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Glass Castle,"Walls, Jeannette*",074324754X,9780743247542,074324754X,288        pp,4.31,"1,212,313",Jan 2005,"Jan 17, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 25, 2015","May 31, 2015","Jul 18, 2013",,Paperback,view,/book/show/7445.The_Glass_Castle
1102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mummies in the Morning        (Magic Tree House, #3)","Osborne, Mary Pope",0679824243,9780679824244,0679824243,65        pp,3.93,"23,012","Aug 24, 1993","Aug 24, 1993",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 11, 2013",,Paperback,view,/book/show/268955.Mummies_in_the_Morning
1103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Amelia Bedelia and the Surprise Shower        (Amelia Bedelia, #3)","Parish, Peggy",0064440192,9780064440196,0064440192,64        pp,4.27,"16,181",1966,"Oct 07, 1994",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 11, 2013",,Paperback,view,/book/show/155106.Amelia_Bedelia_and_the_Surprise_Shower
1104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fancy Nancy: The Show Must Go On        (I Can Read Level 1),"O'Connor, Jane",0061703729,9780061703720,0061703729,32        pp,4.03,619,"Jun 23, 2009","Jun 23, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 11, 2013",,Paperback,view,/book/show/5552235-fancy-nancy
1105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Arthur's Tooth,"Brown, Marc",0316112453,9780316112451,0316112453,32        pp,4.14,"3,071","Sep 01, 1985","Sep 30, 1985",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 11, 2013",,Hardcover,view,/book/show/5263033-arthur-s-tooth
1106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Arthur's Birthday,"Brown, Marc",0316110736,9780316110730,0316110736,32        pp,4.07,"1,676","May 01, 1989","May 01, 1989",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 11, 2013",,Hardcover,view,/book/show/4572409-arthur-s-birthday
1107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Arthur's New Puppy: An Arthur Adventure,"Brown, Marc",0316113557,9780316113557,0316113557,32        pp,4.35,"9,138","Jan 01, 1993","Oct 01, 1993",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 11, 2013",,Hardcover,view,/book/show/3699096-arthur-s-new-puppy
1108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Thomas and Percy and the Dragon,"Awdry, W.",0375822305,9780375822308,0375822305,32        pp,3.78,297,"Jun 01, 2003","Jun 24, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 11, 2013",,Paperback,view,/book/show/971212.Thomas_and_Percy_and_the_Dragon
1109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Disney's Finding Nemo: Just Keep Swimming,"Lagonegro, Melissa",0736423192,9780736423199,,32        pp,3.95,317,"Apr 26, 2005","Apr 26, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 11, 2013",,Paperback,view,/book/show/455752.Disney_s_Finding_Nemo
1110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tink in a Fairy Fix        (Tales of Pixie Hollow, #23)","Thorpe, Kiki",0736426612,9780736426619,0736426612,111        pp,4.10,298,"Aug 09, 2011","Aug 09, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 08, 2013",,Paperback,view,/book/show/10465140-tink-in-a-fairy-fix
1111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mary Coin,"Silver, Marisa*",0399160701,9780399160707,0399160701,324        pp,3.91,"9,081","Mar 07, 2013","Mar 07, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 05, 2013","Jul 11, 2013","Jul 05, 2013",,Hardcover,view,/book/show/15808322-mary-coin
1112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Little Pony: Twilight Sparkle and the Crystal Heart Spell,"Berrow, G.M.",0316228192,9780316228190,0316228192,160        pp,4.14,"1,086","Jan 01, 2013","Apr 02, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 03, 2013",,Paperback,view,/book/show/16173186-my-little-pony
1113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Arthur and the Perfect Brother,"Brown, Marc",0316121630,9780316121637,0316121630,55        pp,4.04,75,"Jun 01, 2000","Jun 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 29, 2013",,Hardcover,view,/book/show/3918653-arthur-and-the-perfect-brother
1114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Henry and Mudge and Mrs. Hopper's House        (Henry and Mudge, #22)","Rylant, Cynthia",0689811535,9780689811531,0689811535,40        pp,4.00,308,"Feb 01, 2003","Feb 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 29, 2013",,Hardcover,view,/book/show/2032599.Henry_and_Mudge_and_Mrs_Hopper_s_House
1115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,James Goes Buzz Buzz (Thomas & Friends),"Corey, Shana",0375828605,9780375828607,0375828605,32        pp,3.46,99,"May 01, 1995","May 25, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 29, 2013",,Paperback,view,/book/show/1405311.James_Goes_Buzz_Buzz_Thomas_Friends_
1116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Dream for a Princess (Disney Princess),"Lagonegro, Melissa",0736423400,9780736423403,0736423400,32        pp,3.71,122,2005,"Aug 23, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 29, 2013",,Paperback,view,/book/show/1165671.A_Dream_for_a_Princess_Disney_Princess_
1117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Disney's Little Mermaid: Sealed With a Kiss,"Lagonegro, Melissa",073642363X,9780736423632,073642363X,32        pp,4.08,271,"Dec 27, 2005","Dec 27, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 29, 2013",,Paperback,view,/book/show/1139644.Disney_s_Little_Mermaid
1118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Arthur Breaks the Bank,"Brown, Marc",0375810021,9780375810022,0375810021,24        pp,4.02,57,"Dec 01, 2004","Dec 28, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 29, 2013",,Paperback,view,/book/show/632791.Arthur_Breaks_the_Bank
1119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Time For Kids: Butterflies!        (Time for Kids: Science Scoops: Level 3),"Bjerklie, David",0060782137,9780060782139,0060782137,32        pp,3.94,33,2006,"Feb 21, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 29, 2013",,Paperback,view,/book/show/18438.Time_For_Kids
1120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fancy Nancy and the Boy from Paris        (I Can Read Level 1),"O'Connor, Jane",0061236098,9780061236099,0061236098,32        pp,4.04,"1,976","Feb 05, 2008","Feb 05, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 22, 2013",,Paperback,view,/book/show/1410641.Fancy_Nancy_and_the_Boy_from_Paris
1121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Hero of a Horse,"McCafferty, Catherine",0736422102,9780736422109,0736422102,32        pp,3.54,13,2004,"Jan 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 15, 2013",,Paperback,view,/book/show/636815.A_Hero_of_a_Horse
1122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Teach Us, Amelia Bedelia","Parish, Peggy",0688800696,9780688800697,0688800696,unknown,4.20,"3,711",1977,"Mar 01, 1977",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 15, 2013",,Hardcover,view,/book/show/1441978.Teach_Us_Amelia_Bedelia
1123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sandwich Swap,"Al-Abdullah, Rania",1423124847,9781423124849,1423124847,32        pp,4.25,"4,831","Apr 20, 2010","Apr 27, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This is a sweet book about understanding each other and being loving. My girls loved it.,Notes are private!,0,0,1,not set,not set,"Jun 15, 2013",,Hardcover,view (with text),/book/show/6644750-the-sandwich-swap
1124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Henry and Mudge and Annie's Perfect Pet        (Henry and Mudge, #20)","Rylant, Cynthia",0689834438,9780689834431,0689834438,40        pp,4.07,496,2000,"Feb 01, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 15, 2013",,Paperback,view,/book/show/1103118.Henry_and_Mudge_and_Annie_s_Perfect_Pet
1125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Marmee's Surprise: A Little Women Story        (Step into Reading, Step 3, paper)","Kulling, Monica*",0679875794,9780679875796,0679875794,48        pp,4.00,17,1997,"Aug 12, 1997",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This was a nice introduction to Little Women. My 5 year old loved it and read the whole thing with little help.,Notes are private!,0,0,1,not set,not set,"Jun 15, 2013",,Paperback,view (with text),/book/show/6710788-marmee-s-surprise
1126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Three Stories You Can Read to Your Teddy Bear,"Miller, Sara Swan",0618303979,9780618303977,0618303979,48        pp,3.68,38,"Mar 23, 2004","Mar 23, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 15, 2013",,Hardcover,view,/book/show/1128515.Three_Stories_You_Can_Read_to_Your_Teddy_Bear
1127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Between the Lines        (Between the Lines, #1)","Picoult, Jodi*",1451635753,9781451635751,1451635753,385        pp,3.57,"45,969","Jun 26, 2012","Jun 26, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have to admit I had high hopes for this book and I was disappointed. It was a sweet story but it felt at times like I was reading a high school EnglI have to admit I had high hopes for this book and I was disappointed. It was a sweet story but it felt at times like I was reading a high school English students essay rather than a novel. I do think its neat that Jodi wrote this with her daughter but if you are looking for typical Jodi, this is not it. Some of the themes are just immature and there were a lot of loose ends. ...more",Notes are private!,0,0,1,"Jun 22, 2013","Jun 30, 2013","Jun 13, 2013",,Hardcover,view (with text),/book/show/12283261-between-the-lines
1128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Am Not Going to Get up Today!,Dr. Seuss,0394892178,9780394892177,0394892178,48        pp,4.04,"5,369","Jan 01, 1987","Oct 12, 1987",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 11, 2013",,Hardcover,view,/book/show/833046.I_Am_Not_Going_to_Get_up_Today_
