,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Erika's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Roommate Is a Vampire,"Levine, Jenna*",0593548914,9780593548912,0593548914,341        pp,3.48,"52,322","Aug 29, 2023","Aug 29, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Okay, this was WILDLY entertaining!! I snort-laughed more than a few times during the first half of the book. I honestly could’ve just read “Fredrick Okay, this was WILDLY entertaining!! I snort-laughed more than a few times during the first half of the book. I honestly could’ve just read “Fredrick discovers the 21st century” notes, diary entries, and texts for 300 pages and been totally happy. The romance and last third of the books were honestly slightly less interesting than the beginning, but overall, it was still a wonderfully entertaining premise and story. I’ll definitely stick around for the next book!...more",Notes are private!,0,1,1,"Dec 04, 2023","Dec 06, 2023","Dec 04, 2023",,Paperback,view (with text),/book/show/60041932-my-roommate-is-a-vampire
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Becoming Free Indeed: My Story of Disentangling Faith from Fear,"Vuolo, Jinger Duggar",,,,221        pp,3.61,"37,684","Jan 31, 2023","Jan 31, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I enjoyed this more than I expected to! It wasn’t exactly a tell-all, and it started off a little rocky with her clumsy, not quite accurate descriptioI enjoyed this more than I expected to! It wasn’t exactly a tell-all, and it started off a little rocky with her clumsy, not quite accurate descriptions of “deconstructing vs detangling,” but it picked up after that. I did really appreciate her insight and honest candor about her experiences with Gothard and the IBLP, and how she came to realize how toxic and unChristlike his teachings truly are. She shares openly about things she believed and did that she finds cringeworthy and even regretful now, and I admired her honesty. Throughout the book she remains warm, humorous, and loving, and I liked her audiobook narration! ...more",Notes are private!,0,3,1,"Dec 02, 2023","Dec 05, 2023","Dec 02, 2023",,Hardcover,view (with text),/book/show/62837289-becoming-free-indeed
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Snowed In        (Catherine Walsh Christmas Books, #2)","Walsh, Catherine*",1837906653,9781837906659,B0CDC2XZSK,384        pp,4.11,"35,886","Nov 01, 2023","Nov 01, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,The perfect follow-up to Holiday Romance!! I love these families and this little Irish world. These books are the perfect way to cram a lot of fun booThe perfect follow-up to Holiday Romance!! I love these families and this little Irish world. These books are the perfect way to cram a lot of fun books in here at the end of the year. ...more,Notes are private!,1,7,1,"Dec 02, 2023","Dec 03, 2023","Dec 02, 2023",,Kindle Edition,view (with text),/book/show/195487194-snowed-in
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Holiday Romance        (Catherine Walsh Christmas Books, #1)","Walsh, Catherine*",1803145455,,B0B5B7NCMM,354        pp,4.06,"39,541","Sep 29, 2022","Oct 04, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This was the perfect start to my month of Christmas romances. Quick and delightful and no miscommunication tropes- hooray!,Notes are private!,0,4,1,Dec 2023,"Dec 02, 2023","Dec 01, 2023",,Kindle Edition,view (with text),/book/show/61401417-holiday-romance
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Little Princess,"Hodgson Burnett, Frances",0879237848,9780879237844,0879237848,192        pp,4.22,"306,196",1905,"May 30, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was one of my favorite books as a child, and reading it at night with my nine-year-old for the last month had been just the greatest delight. TheThis was one of my favorite books as a child, and reading it at night with my nine-year-old for the last month had been just the greatest delight. The story is just as lovely, tragic, and heartwarming as I remembered, and my daughter loved it. HOWEVER- be warned that the language and grammar are really tough. I was the one reading out loud, and though my kid is perfectly capable of reading herself, she didn’t tend to actually read along with me, which is good, because I felt like I was paraphrasing/translating like 75% of the sentences. Some of it was because of the unfamiliar British/early 1900s lexicon, and some of it was because some words and concepts needed….uhhhh…some gentle updating. ...more",Notes are private!,0,3,1,Dec 2023,"Dec 04, 2023","Dec 01, 2023",,Hardcover,view (with text),/book/show/782926.A_Little_Princess
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Maame,"George, Jessica",,,,320        pp,4.07,"83,318","Jan 31, 2023","Jan 31, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was so good!! It involved many of my favorite genres/themes- a bit of a coming of age story, a first generation in a country/culture aspect, a loThis was so good!! It involved many of my favorite genres/themes- a bit of a coming of age story, a first generation in a country/culture aspect, a lot of “people pleasing eldest daughter tries to figure out what SHE actually wants in life” vibes…plus grief, mental health issues, and an overbearing mother serving up some high-control religion! What’s not to love, honestly? I adored the audiobook narrator and felt that it added so much to the experience. Overall- absolutely excellent. Can’t wait for more from this author. ...more",Notes are private!,0,5,1,"Nov 27, 2023",Dec 2023,"Nov 27, 2023",,Hardcover,view (with text),/book/show/60784605-maame
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Office of Historical Corrections,"Evans, Danielle*",,9781594487330,1594487332,269        pp,4.19,"32,434","Nov 10, 2020","Nov 10, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 26, 2023",,Hardcover,view,/book/show/51777605-the-office-of-historical-corrections
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dolls of Our Lives: Why We Can't Quit American Girl,"Mahoney, Mary",1250792835,9781250792839,1250792835,256        pp,3.63,"1,328","Nov 07, 2023","Nov 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 26, 2023",,Hardcover,view,/book/show/63233616-dolls-of-our-lives
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,More Than I Imagined: What a Black Man Discovered About the White Mother He Never Knew,"Blake, John K.",0593443047,9780593443040,0593443047,240        pp,4.37,394,unknown,"May 02, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 20, 2023",,Hardcover,view,/book/show/61913613-more-than-i-imagined
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Open Book,"Simpson, Jessica",,,,416        pp,4.11,"99,943","Feb 04, 2020","Feb 04, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was better than it had any business being, ya know what I mean? I listened to the audio and it was excellent. Jessica clearly has done a lot of tThis was better than it had any business being, ya know what I mean? I listened to the audio and it was excellent. Jessica clearly has done a lot of thinking and therapy and introspection over the years and I loved hearing the emotions in her voice as she read her story- tears, joy, and all of it. This was just a top notch celeb memoir and such an excellent listen!...more",Notes are private!,0,3,1,"Nov 19, 2023","Nov 27, 2023","Nov 19, 2023",,Hardcover,view (with text),/book/show/41571753-open-book
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Same Time Next Summer,"Monaghan, Annabel*",059354496X,9780593544969,059354496X,320        pp,3.79,"77,733","Jun 06, 2023","Jun 06, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was absolutely the most predictable, least surprising book I’ve ever read.",Notes are private!,1,2,1,"Nov 15, 2023","Nov 19, 2023","Nov 15, 2023",,Paperback,view (with text),/book/show/62562931-same-time-next-summer
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Poverty, by America","Desmond, Matthew*",0593239911,9780593239919,0593239911,284        pp,4.28,"33,989","Mar 21, 2023","Mar 21, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 15, 2023",,Hardcover,view,/book/show/61358638-poverty-by-america
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Check & Mate,"Hazelwood, Ali*",1408727609,9781408727607,B0BVJ83X1D,368        pp,4.01,"159,517","Nov 07, 2023","Nov 07, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Well this was just an absolute delight, as is everything Ali Hazelwood writes. Is she the smartest person alive?? Probably. Anyway, this YA rom com waWell this was just an absolute delight, as is everything Ali Hazelwood writes. Is she the smartest person alive?? Probably. Anyway, this YA rom com was fantastic and has me wondering if I should take up chess, so- well done, Ali!...more",Notes are private!,1,5,1,"Nov 11, 2023","Nov 12, 2023","Nov 11, 2023",,Kindle Edition,view (with text),/book/show/122778726-check-mate
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Boy, the Mole, the Fox and the Horse","Mackesy, Charlie",1529105102,9781529105100,1529105102,128        pp,4.56,"189,259","Oct 10, 2019","Oct 10, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What a treasure. Going to go buy prints of the artwork and maybe tattoo it on my body, too. Gah.",Notes are private!,1,6,1,"Nov 25, 2023","Nov 25, 2023","Nov 11, 2023",,Hardcover,view (with text),/book/show/43708884-the-boy-the-mole-the-fox-and-the-horse
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wishing Game,"Shaffer, Meg*",0593598830,9780593598832,0593598830,304        pp,4.13,"103,587","May 30, 2023","May 30, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This was such a delight. It was warm and lovely and I cried happy tears more than once. Absolutely wonderful.,Notes are private!,0,2,1,"Nov 21, 2023","Nov 23, 2023","Nov 11, 2023",,Hardcover,view (with text),/book/show/62926992-the-wishing-game
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lonely Hearts Book Club,"Gilmore, Lucy*",1728256216,9781728256214,1728256216,352        pp,3.88,"25,830","Mar 28, 2023","Mar 28, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ahhhhhh this was delightful! I’m a huge sucker for a plot that features a curmudgeonly old man and his random misfit neighbors/acquaintances that someAhhhhhh this was delightful! I’m a huge sucker for a plot that features a curmudgeonly old man and his random misfit neighbors/acquaintances that somehow form a bond and discover friendship and joy…it’s just delightful, and that’s what we have here. It was cozy and warm and full of love and nothing else. It was exactly what I needed. ...more",Notes are private!,0,2,1,"Nov 09, 2023","Nov 11, 2023","Nov 09, 2023",,Paperback,view (with text),/book/show/61341469-the-lonely-hearts-book-club
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stories I Only Tell My Friends,"Lowe, Rob",080509329X,9780805093292,080509329X,320        pp,3.86,"79,180","Apr 15, 2011","Apr 26, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was so good!! I honestly didn’t know much about Rob Lowe and sorta picked this memoir at random, but I ended up loving it. I listened to the audiThis was so good!! I honestly didn’t know much about Rob Lowe and sorta picked this memoir at random, but I ended up loving it. I listened to the audiobook, narrated by Rob, and that really added to the experience. His stories led me to a lot of Googling and a long list of shows and movies to catch up on. Overall, a truly excellent, self-aware memoir!...more",Notes are private!,0,2,1,"Nov 09, 2023","Nov 15, 2023","Nov 09, 2023",,Hardcover,view (with text),/book/show/10211494-stories-i-only-tell-my-friends
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rachel Incident,"O'Donoghue, Caroline*",0593535707,9780593535707,0593535707,304        pp,4.12,"49,625","Jun 22, 2023","Jun 27, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 03, 2023",,Hardcover,view,/book/show/63094957-the-rachel-incident
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stone Cold Fox,"Croft, Rachel Koller*",0593547500,9780593547502,0593547500,353        pp,3.67,"20,275","Feb 14, 2023","Feb 14, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was really clever and fun. I love that weird feeling of rooting for an utterly unlikeable, truly despicable protagonist. Bea was the worst of theThis was really clever and fun. I love that weird feeling of rooting for an utterly unlikeable, truly despicable protagonist. Bea was the worst of the worst, but you couldn't help but pull for her. I listened to the audiobook for this one and enjoyed the narrator- she did a great job with the various characters' voices. I do wish I'd had a physical copy of this one just for the cover, though. That cover art is A++work!! ...more",Notes are private!,0,2,1,Nov 2023,"Nov 06, 2023","Nov 01, 2023",,Hardcover,view (with text),/book/show/61053935-stone-cold-fox
