,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Daniel's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
10,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lawless Roads,"Greene, Graham",0143039733,9780143039730,0143039733,240        pp,3.60,563,1939,"Jun 27, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Lawless Roads is Graham Greene’s travelogue based on his 1938 trip to Mexico. His intent was to investigate the government’s suppression of CatholThe Lawless Roads is Graham Greene’s travelogue based on his 1938 trip to Mexico. His intent was to investigate the government’s suppression of Catholicism. The government of the time was heading towards socialism and wanted the Roman Catholic citizenry to focus on the needs of the State rather than those of the Church. To this end churches were closed and defaced, practices were outlawed, and Catholics were jailed and even executed. The practice was not consistent throughout the country, but two Mexican states, Tabasco and Chiapas, enforced these acts to the extreme. Hence, Greene focuses on these two states for the core of his journey and the book has a very Catholic orientation.The book is outstanding to a point. When it comes to Greene’s sensory observations, his mastery of writing puts those things in words that are anchored to reality. His travels by car, boat, airplane, train, and mule though undeveloped Mexico are exceedingly interesting. They allow the reader to be transported to a time when travel in such a land was a matter of chance and hardship. Greene shows the physical makeup of 1930s Mexico for what it was.But Greene was born at the height of British Imperialism and his education at Oxford was without a doubt steeped in British pride founded upon the notion that the sun never sets on the British Empire. It is this pride, embedded with feelings of British superiority over the rest of their colonized world, i.e. racism, that influences this work and makes it distasteful in today’s world.When Greene applies his British-borne judgement to his observations the narrative takes shameful turns. Most things to Greene are labeled as ""hideous."" The art, the food, and especially the people. He indicates that the native Indian population still ""belonged to the caves."" His description of ""the dumb brown eyes of Mexicans"" applies to all whom he saw. He was undoubtedly writing from his personal perspective of superiority as well as to his belief that his readers see the world in the same way.But yet, one last positive element exists in The Lawless Roads and it’s of an academic nature. Greene’s journey served as the foundation for his novel, The Power and the Glory. It should be pointed out that the novel somehow sheds most of the negatives that plague The Lawless Roads. It may be that Greene’s allegiance to his characters disallowed his own personal judgements of them. In any case, it was very interesting to read about Greene’s numerous real-world experience that were ultimately included as elements of Greene’s novel....more",Notes are private!,0,15,1,"Dec 28, 2023",Jan 2024,"Dec 28, 2023",,Paperback,view (with text),/book/show/48871.The_Lawless_Roads
11,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,2023 on Goodreads,Various,,,,unknown,4.12,"1,420",2023,2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 27, 2023",,,view,/book/show/62316199-2023-on-goodreads
12,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Return of Kid Cooper,"Smith, Brad",,,B072QDMD6K,296        pp,4.26,630,"Feb 06, 2018","Feb 06, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Return of Kid Cooper takes place among the rural inhabitants of Montana in 1910. It’s a critical time for them. In the decades prior, life seemed The Return of Kid Cooper takes place among the rural inhabitants of Montana in 1910. It’s a critical time for them. In the decades prior, life seemed to be constant and certain. The power structure started with the land owners and filtered its way down to the cows. By 1910, however, change was inevitable and life was speeding up. The Return of Kid Cooper demonstrates that change does not necessarily bring out the best in people. Rather, it brings out the dominant inclinations of people’s true nature.The novel is a slow burning Western that sorta moseys along through its plot like a cow headed out to pasture. Brad Smith has several minor relationships and conflicts between his characters that keep the story moving and are mildly interesting. The low key feel is further enhanced by characters who all posses Western genre characteristics including stoicism, being slow-to-speak, and being of very few words. There’s also a dark noir mood over the entire story that further weighs it down.I was guided to Brad Smith through the notion that he might be comparable to Cormac McCarthy. And indeed, there are certain similarities. McCarthy novels tend to be just as dark and possess characters that are also typically Western. With that said, however, McCarthy tries to cut your heart with every novel, while Smith, at least in this novel, leaves that vital organ alone....more",Notes are private!,2,8,1,"Dec 17, 2023","Dec 20, 2023","Dec 17, 2023",,Kindle Edition,view (with text),/book/show/36197089-the-return-of-kid-cooper
13,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beneath a Scarlet Sky,"Sullivan, Mark T.*",1503943372,9781503943377,1503943372,509        pp,4.43,"339,452","May 01, 2017","May 01, 2017",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a difficult book to  mostly because I dislike the thought of a writer taking a factual account of someone's life, especially a life filThis was a difficult book to  mostly because I dislike the thought of a writer taking a factual account of someone's life, especially a life filled with courage during a time of war, and materially changing it to satisfy his idea of a bestseller. Making matters worse, is knowing that Pino Lella personally provided Mark Sullivan with the experiences of his life and knowing that Sullivan was impressed with Lella acts during WWII.Under these circumstances, the better book, the honorable book, would have been one that honored Lella through the writing of the truth as best as it could be told. But the better book is not this book. What we have is a novel. And given that the lies and the truth cannot be unwound, what we have is a confusing mess that pretends to honor the life of a war hero. As a novel, I thought that Sullivan focused on Pino Lella to the point of neglect of all of his other characters. There were numerous supporting characters that would have been interesting to explore but once their usefulness was exhausted they were cast aside. There were also a number of subplots that seem to have been created for the sole purpose of enhancing Pino Lella’s life. The majority of these subplots were never worked through to any sort of conclusion. The end result is a novel that canonizes Pino Lella while leaving multiple frayed threads that radiate outwards form Pino Lella’s pedestal.There is a real story here, but only Mark Sullivan knows it. It may be a story that centers upon the absence of justice during times of war. It may illustrate that any search for justice during such times will only result in illusions and self-satisfactions. That’s the story that I want to read but I have no idea if this is the story at hand....more",Notes are private!,3,15,1,"Dec 08, 2023","Dec 14, 2023","Dec 08, 2023",,Paperback,view (with text),/book/show/32487617-beneath-a-scarlet-sky
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Damocles,"Redling, S.G.*",1611091942,9781611091946,B00AOBGZBI,344        pp,3.85,"2,329","May 28, 2013","May 28, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The idea of contact with an alien race from some distant place in the galaxy has forever been a science fiction plot. In many of these stories, the viThe idea of contact with an alien race from some distant place in the galaxy has forever been a science fiction plot. In many of these stories, the visiting aliens are necessarily advanced in their technology. As such, they possess the power to remind us of our petty differences and inspire (or force) us to broaden our perspectives. But what would happen if we were the ones visiting other civilizations? At some distant point in the future it may be us (Earthers) that journey out into the stars and we may indeed visit civilizations such as our own, as it exists right now. It would then be humanity that holds such power and our use of it would define us in the eyes of those we visit.This reversal of alien roles is the idea that Damocles explores. And while this idea may not be unique, (Ref. The Twilight Zone, ""The Little People"") S.G. Redling writes Damocles from her perception of what humanity just might be, at least that part of humanity that decides to venture outwards past the point of no return. The specifics of the story support Redling's perception of humanity. Communication between species is front and center, which it would have to be. This was a brave book to write and a brave book to publish. Redling takes the realities of having no foundation, no clue, for even a single word in common and takes the reader through the process of developing rudimentary speech between alien races. The reader struggles through the dialogue, feels the frustrations of communication, but ultimately feels the small triumphs of mutual understanding as they happen along the way. It's creativity in writing at its best. Beyond communication, the selfless attributes of compassion, trust, and a mutual desire to learn from each other illustrate the best parts of humanity; the likely parts that would be sent outwards on a mission of pure exploration. And then we have humans as spiritual beings and our propensity to believe in reasons that do not exist, especially during moments of disappointment and stress. We cannot escape this irrational part of us and Redling makes no attempt to diminish it.It is Redling's steadfast depictions of humanity, the selfless and the irrational, that gives Damocles a firm foundation in realism on a planet a billion years away at some futuristic point in time....more",Notes are private!,0,9,1,not set,not set,"Nov 23, 2023",,Kindle Edition,view (with text),/book/show/17790336-damocles
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mexico,"Michener, James A.",0812986717,9780812986716,0812986717,656        pp,3.74,"5,243",1992,"Apr 07, 2015",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The country of Mexico is a subject that is dear to my heart. Through my mother’s family, my ancestors reach back into Mexico through unknown generatioThe country of Mexico is a subject that is dear to my heart. Through my mother’s family, my ancestors reach back into Mexico through unknown generations. I was raised as an American, but my life has been steeped in Mexican culture. It’s from this perspective that Michener’s novel comes across as disappointing.To start, Michener made up a substantial amount of Mexican history. He creates an idealized Mexican town, a fictional native tribe, and a fake bandito revolutionary. Michener also ignores certain facts, like the massive loss of indigenous human life that was caused by European diseases. After 600+ pages, Mexico remains a poorly understood land.Historical fiction in the absence of history becomes nothing more than a fantasy. Michener presents Mexico as a tourist attraction where Americans can witness a different culture without a need to understand it. His writing caters to predominant American attitudes as they existed during the early 1960s (and as they still struggle to exist today). Attitudes which included such absolute beliefs as ""the union of Mexico and Spain produced far more that was beneficial than damaging."" [Pg. 362]As a result of Michener’s fantasy, he fails to reach any sort of genuine truth about Mexico. He fails to reach the essence of the Mexican people which is an ever-present energy that creates determination out of adversity. The novel also lacks any genuine attempt to provide an understanding of prehistoric practices and beliefs of the indigenous people even though they genuinely felt that their practices and beliefs were correct and proper with respect to the world they lived in.It may be that Michener was more motivated by the opportunity to write about bullfighting than he was about Mexico. Most of the book is dedicated to bullfighting. There are detailed scenes of bullfights, its methods, and the lives of the matadors. This aspect of the book is probably the best that it has to offer in terms of factual content. However, in the present day, experiencing the methodical torture of an innocent animal until it’s almost dead so that a matador can hack at it to achieve his ""moment of glory"" hardly seems like a reason to read this book.I have only read one other Michener novel, which was The Covenant. The difference between the two novels is striking. Everything that The Covenant succeeded in doing for all South Africans and their country Mexico fails to achieve. It’s interesting that Michener himself was so dissatisfied with this novel that he put the manuscript aside and forgot about it for 30 years. From my perspective, it should have remained hidden away and unpublished....more",Notes are private!,9,25,1,"Nov 22, 2023","Dec 04, 2023","Nov 22, 2023",,Paperback,view (with text),/book/show/22292806-mexico
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Intrepid: Dawn Of The Interstellar Age,"Benn, Arnie*",,9798846566620,B0C1JB518G,502        pp,4.12,200,"Apr 06, 2023","Apr 06, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Arnie Benn writes to define humanity in the present, and in parallel, attempts to guide humanity into its future. This approach is the best kind of scArnie Benn writes to define humanity in the present, and in parallel, attempts to guide humanity into its future. This approach is the best kind of science fiction, and based on my searchings through the genre, it is surprisingly very rare; or at least rarely done well.The story takes place only a handful of decades from our present time, and it centers upon our first journey to our nearest star, Proxima Centauri. We’ve newly unlocked the secret to near-light-speed travel. The members of this exploration team are from all over the world. Each has their own strengths and unique characteristics, but they all fit together in the spirit of discovery. The science of this novel is based in truth, which gives Benn a firm foundation from which to extrapolate the future.But the true gold of this novel is its dissection of humanity and its motivations that may never change. Benn uses his adventure to highlight our tendency to act from fear first, and shows that only a deliberate effort will allow reason to be placed over fear. Benn also asserts that corruption is the destroyer of societies. It lives with fear, feeding off of it, and manifesting itself as the crudest form of selfish survival. Corruption will sacrifice the many for the needs of the one, and not even realize it.Stylistically, a few minor issues are present. The story peaks at its midpoint and never truly ramps back up to a spectacular ending. Also, the large number of characters makes each of them less than memorable. There are a few that stand out, but others are only defined by their name and function. Fewer characters with Benn’s writing would have been extraordinary. For a debut novel, Intrepid is amazing, issues and all. Benn’s style is filled with respect for his world. Intrepid assumes a serious and realistic tone that intends to engage and convince its readers of its truth, rather than putting forth a series of cheap thrills and over-played action. It is the best science fiction novel that I have read in a very long time, and its time for Benn to write his second book....more",Notes are private!,1,10,1,"Nov 10, 2023","Nov 19, 2023","Nov 10, 2023",,Paperback,view (with text),/book/show/125978801-the-intrepid
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wynne's War,"Gwyn, Aaron",0544230272,9780544230279,0544230272,256        pp,3.92,284,"Jan 01, 2014","May 20, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Gwyn’s opening quotation consists of a paragraph from Cormac McCarthy’s All the Pretty Horses. It was a fairly gutsy move to bring to mind the power aGwyn’s opening quotation consists of a paragraph from Cormac McCarthy’s All the Pretty Horses. It was a fairly gutsy move to bring to mind the power and force of such a great writer as exemplified through such a great novel before even starting to present his own work. It felt like the gauntlet was being thrown down.To Gwyn’s credit, he holds his own with McCarthy through the first half of the novel. In fact, the similarities in style were satisfying. Like McCarthy, Gwyn uses terse language that speaks volumes of feelings through only a handful of words; and as an added bonus, Gwyn uses punctuation. This first part of the story was indeed about a young soldier’s deep understanding of horses and how that understanding affected his soul and shaped his character.As the story develops, however, the focus shifts from horses and men’s souls to one about the war in Afghanistan. Gwyn maintains his powerful style of writing, but the magic of realism that McCarthy maintained throughout his novel is lost by Gwyn.The problem rests with Gwyn’s depiction of his main character. Corporal Russell is a noncommissioned officer in the elite US Army Ragers and is stationed in a hostile country. But he’s depicted as a soldier who thinks he has free will. He blindly judges his captain (Wynne), disobey orders, and deserts his comrades while under fire. And yes, Russell is Gwyn’s character so he can be anyone that Gwyn wants him to be. In reality, however, by the time one makes E-4 in the Army, the Russell’s have usually been found out and relegated to other duties for the safety of those around them.It was the disconnect between the expectation and the depiction of Corporal Russell that made Gwyn’s story seem more like a story than an actual view into the realities of war. Thus, when all is said and done, the second half of the book does not deliver on the promise of the first half, nor does it stay true to the promise of McCarthy’s opening quote....more",Notes are private!,4,10,1,"Nov 02, 2023","Nov 07, 2023","Nov 02, 2023",,Hardcover,view (with text),/book/show/18405614-wynne-s-war
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Persuasion,"Austen, Jane",0192802631,9780192802637,0192802631,249        pp,4.15,"702,289","Dec 20, 1817","Jan 01, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Persuasion is my first go at a Jane Austen novel and I came away with a number of first impressions, many of them good. For instance, I liked how AustPersuasion is my first go at a Jane Austen novel and I came away with a number of first impressions, many of them good. For instance, I liked how Austen kept the story moving through its plot without a lot of undue wordiness. If Thomas Hardy were to have written this book, it probably would have been three times as long. I also like the main character, Anne Elliot. She’s bookish and intelligent, and also has her senses tied to reality in a way that’s endearing to my realist heart.And therein lies my point of discontent. While it just may be how books were written two hundred years ago, Persuasion is too narration-based for my tastes. When it came to Anne, I kept hoping that Austen would set her free. I wanted Austen to let Anne take the lead with her voice, thoughts, and acts to show us who her true character, especially at the critical moments of the novel. But instead, Austen resorts to directly telling her readers mostly everything that happens with Anne, and as a result, Anne comes across as being on Austin’s leash rather than becoming an actual living person....more",Notes are private!,2,18,1,"Oct 23, 2023",Nov 2023,"Oct 23, 2023",,Paperback,view (with text),/book/show/2156.Persuasion
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Republican Like Me: How I Left the Liberal Bubble and Learned to Love the Right,"Stern, Ken",0062460781,9780062460783,0062460781,250        pp,3.76,553,"Oct 24, 2017","Oct 24, 2017",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I had perceived that this book would offer up several conservative issues and justify them to the level of rational thought that would capture my atteI had perceived that this book would offer up several conservative issues and justify them to the level of rational thought that would capture my attention and lead to other points of view. My perception was wrong. While the book is organized by a series of conservative issues, its message is a jumbled mix of almost desperate persuasion techniques. Stern deliberately avoids or minimizes statistics from other developed nations when it suits his conservative position. Gun violence statistics from nations without epidemic levels of gun ownership are an example of this approach.He uses emotional appeals to garner sympathy for the poor coal miners and Trump’s loving supporters. The former are victims of fossil fuel changes that were forced upon the country and the latter gush visibly moving emotion upon their savior.Stern also avoids many facts and obvious questions so that the conservative position at hand can be stated unchallenged. For instance, evangelicals complain that single-parent households are a detriment to society, but Stern never brings up the topic of abortion when presenting this evangelical opinion. Then there is the ""whataboutism"" that Stern uses when there is no escaping the untenable nature of conservative positions. In these instances, he will raise a loosely related liberal position, not bother to define it very well, and proceed to say, ""see they do it too.""Throughout the book, Stern uses a gimmick of rhetoric where he will present sensational information that would endear any right-wing enthusiast to his message. He then walks those points back with subsequent factual information. I imagine that the intent is one where the initial statement is heard and the latter retractions are hopefully forgotten by the reader. This is especially true with his chapter on poverty where at the end, the true nature of the Republicans’ position on poverty-reduction through government action is revealed.Added to this jumbled approach to championing conservative issues are the times when Stern writes as a liberal. For instance, there appears to be no rational reason for conservatives to deny climate change, support creationism, and buy into fake news. During these passages, I did not feel the ""love"" that was promised by the title of his book.By the end, the thought occurred to me that this book may actually be a satire, written by a liberal, to make fun of conservatives. It’s such a jumbled mess of writing, positions, and contradictions that it actually reflects the substance of many conservative views. But with out a wink from Stern, I have to take him at his word and see this book as an exceptionally poorly written attempt to reach across the political divide....more",Notes are private!,5,15,1,"Oct 19, 2023","Oct 22, 2023","Oct 19, 2023",,Hardcover,view (with text),/book/show/34150782-republican-like-me
