,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Girl's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
264,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pokaż mi swoją bibliotekę,"Rybka, Aleksandra",8324060200,9788324060207,8324060200,400        pp,3.16,94,"Apr 13, 2020","Apr 13, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Dla mnie - bardzo przyjemne, choć należy wyjść z założenia, że są to bardziej rozmowy o czytaniu czy o czytelniczych zwyczajach niż o bibliotekach domDla mnie - bardzo przyjemne, choć należy wyjść z założenia, że są to bardziej rozmowy o czytaniu czy o czytelniczych zwyczajach niż o bibliotekach domowych per se. Trochę dziwi, ile osób odrzuca czytniki i w ogóle czytanie nietradycyjne. Minus - brak zdjęć omawianych biblioteczek......more",Notes are private!,0,1,1,"Aug 23, 2020","Sep 29, 2020","Aug 23, 2020",,Paperback,view (with text),/book/show/50733579-poka-mi-swoj-bibliotek
265,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kroniki oporu i miłości,"Iwasiów, Inga",838139399X,9788381393997,838139399X,384        pp,2.83,12,"Sep 04, 2019","Sep 04, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Zmęczyła mnie ta książka. Swoim wielosłowiem i chaosem. Częściowo jest to pewnie zamierzony chwyt stylistyczny, ale częściowo, mam wrażenie, autorka tZmęczyła mnie ta książka. Swoim wielosłowiem i chaosem. Częściowo jest to pewnie zamierzony chwyt stylistyczny, ale częściowo, mam wrażenie, autorka traci kontrolę nad tekstem / znaczeniem. Jest taki punkt, w którym z opisanych traum i doświadczeń powinny wynikać jakieś wnioski, ale nic takiego nie następuje, narracja odsłania tylko jeszcze dalsze traumy. A wszystko na tyl e pogmatwane, że aż poszukałam kilku recenzji, żeby sprawdzić, czy czegoś nie przegapiłam - i zastanawiam się trochę, czy na Legimi nie trafił brudnopis tej powieści, bo nie widzę tych wątków, o których recenzeci piszą. Ogólnie: są fragmenty bardzo dobrze (zwłaszcza tak do pierwszej połowy), ale całość przytłacza przegadaniem....more",Notes are private!,0,2,1,"Aug 15, 2020","Aug 23, 2020","Aug 15, 2020",,Paperback,view (with text),/book/show/52735638-kroniki-oporu-i-mi-o-ci
266,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harrow the Ninth        (The Locked Tomb, #2)","Muir, Tamsyn*",1250313228,9781250313225,1250313228,510        pp,4.30,"65,497","Aug 04, 2020","Aug 04, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"How much do I love Harrowhark Nonagesimus? So, so much. So much that I have already read the book three times and it was great every single time. It iHow much do I love Harrowhark Nonagesimus? So, so much. So much that I have already read the book three times and it was great every single time. It is very very worth re-reading. <3 <3 <3 All of the love. My Book of the Year....more",Notes are private!,0,2,2,"Apr 24, 2023Aug 15, 2020","Apr 24, 2023Aug 17, 2020","Aug 15, 2020",,Hardcover,view (with text),/book/show/39325105-harrow-the-ninth
267,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O pisaniu. Na chłodno,"Mróz, Remigiusz*",8379760921,9788379760923,8379760921,299        pp,3.68,447,"Nov 28, 2018","Nov 28, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Kilka recenzji tutaj na GR stwierdza, że część autobiograficzna jest słabsza od poradnikowej - dla mnie dokładnie odwrotnie, tę część czytałam z zaintKilka recenzji tutaj na GR stwierdza, że część autobiograficzna jest słabsza od poradnikowej - dla mnie dokładnie odwrotnie, tę część czytałam z zainteresowaniem, poradnikową przeklikiwałam. Nie jest to pozycja w żaden sposób wybitna, można poczytać jako odskocznię od czegoś gęstszego. Mróz sam sobie kilka razy przeczy, a jego główna rada to - pisać, nie przestawać pisać. I to chyba podsumowuje też jego literackie osiągnięcia....more",Notes are private!,0,2,1,"Aug 15, 2020","Aug 23, 2020","Aug 15, 2020",,Hardcover,view (with text),/book/show/42817250-o-pisaniu-na-ch-odno
268,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Claudia and the Bad Joke        (The Baby-Sitters Club, #19)","Martin, Ann M.",0590606719,9780590606714,0590606719,141        pp,3.75,"3,505","Dec 01, 1988",Dec 1996,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 04, 2020","Aug 04, 2020","Aug 04, 2020",,Paperback,view,/book/show/48904.Claudia_and_the_Bad_Joke
269,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Kristy and the Walking Disaster        (The Baby-Sitters Club, #20)","Martin, Ann M.",0590606921,9780590606929,0590606921,141        pp,3.64,"2,785","Jan 01, 1989","Jan 01, 1996",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 04, 2020","Aug 04, 2020","Aug 04, 2020",,Paperback,view,/book/show/48912.Kristy_and_the_Walking_Disaster
270,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Stacey's Mistake        (The Baby-Sitters Club, #18)","Martin, Ann M.",0590605348,9780590605342,0590605348,145        pp,3.85,"4,340","Nov 01, 1988","Jan 01, 1996",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 04, 2020","Aug 04, 2020","Aug 04, 2020",,Paperback,view,/book/show/625280.Stacey_s_Mistake
271,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mary Anne's Bad-Luck Mystery        (The Baby-Sitters Club, #17)","Martin, Ann M.",0590604287,9780590604284,0590604287,137        pp,3.75,"3,385","Oct 01, 1988","Jan 01, 1996",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 04, 2020","Aug 04, 2020","Aug 04, 2020",,Paperback,view,/book/show/232092.Mary_Anne_s_Bad_Luck_Mystery
272,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Jessi's Secret Language        (The Baby-Sitters Club, #16)","Martin, Ann M.",0590604104,9780590604109,0590604104,145        pp,3.83,"4,397",Sep 1988,"Jan 01, 1996",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 04, 2020","Aug 04, 2020","Aug 04, 2020",,Paperback,view,/book/show/233751.Jessi_s_Secret_Language
273,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Little Miss Stoneybrook... and Dawn        (The Baby-Sitters Club, #15)","Martin, Ann M.",0836810198,9780836810196,0836810198,144        pp,3.68,"3,676","Aug 01, 1988","Jan 01, 1993",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 04, 2020","Aug 04, 2020","Aug 04, 2020",,Library Binding,view,/book/show/48919.Little_Miss_Stoneybrook_and_Dawn
274,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hello, Mallory        (The Baby-Sitters Club, #14)","Martin, Ann M.",0590251694,9780590251693,0590251694,136        pp,3.67,"4,196","Jun 01, 1988","Jan 01, 1996",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 04, 2020","Aug 04, 2020","Aug 04, 2020",,Library Binding,view,/book/show/48915.Hello_Mallory
275,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Good-bye Stacey, Good-bye        (The Babysitters Club, #13)","Martin, Ann M.",0590764705,9780590764704,0590764705,132        pp,3.77,"4,435",May 1988,1990,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 04, 2020","Aug 04, 2020","Aug 04, 2020",,Paperback,view,/book/show/38421.Good_bye_Stacey_Good_bye
276,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Claudia and the New Girl        (The Baby-sitters Club, #12)","Martin, Ann M.",0590251678,9780590251679,0590251678,142        pp,3.66,"3,867","Apr 01, 1988","Apr 01, 1996",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 04, 2020","Aug 04, 2020","Aug 04, 2020",,Paperback,view,/book/show/233746.Claudia_and_the_New_Girl
277,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Kristy and the Snobs        (The Baby-Sitters Club, #11)","Martin, Ann M.",059025166X,9780590251662,059025166X,145        pp,3.77,"4,543",Mar 1988,"Jan 01, 1996",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 04, 2020","Aug 04, 2020","Aug 04, 2020",,Paperback,view,/book/show/150260.Kristy_and_the_Snobs
278,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Logan Likes Mary Anne!        (The Baby-Sitters Club, #10)","Martin, Ann M.",0590251651,9780590251655,0590251651,139        pp,3.81,"5,685",Feb 1988,1988,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 04, 2020","Aug 04, 2020","Aug 04, 2020",,Paperback,view,/book/show/233724.Logan_Likes_Mary_Anne_
279,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Ghost at Dawn's House        (The Baby-Sitters Club, #9)","Martin, Ann M.",0590251643,9780590251648,0590251643,148        pp,3.80,"5,574",Jan 1988,"Jan 01, 1996",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 04, 2020","Aug 04, 2020","Aug 04, 2020",,Paperback,view,/book/show/371125.The_Ghost_at_Dawn_s_House
280,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Boy-Crazy Stacey        (The Baby-Sitters Club, #8)","Martin, Ann M.",0590251635,9780590251631,0590251635,138        pp,3.75,"5,393",Nov 1987,"Jan 01, 1995",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 04, 2020","Aug 04, 2020","Aug 04, 2020",,Paperback,view,/book/show/137947.Boy_Crazy_Stacey
281,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Claudia and Mean Janine        (The Baby-Sitters Club, #7)","Martin, Ann M.",0590410415,9780590410410,0590410415,160        pp,4.19,"18,723","Sep 01, 1987","Sep 01, 1987",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 04, 2020","Aug 04, 2020","Aug 04, 2020",,Paperback,view,/book/show/48866.Claudia_and_Mean_Janine
282,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dawn and the Impossible Three        (The Baby-Sitters Club, #5)","Martin, Ann M.",0590251600,9780590251600,0590251600,155        pp,3.82,"7,347",May 1987,"Sep 01, 1995",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 04, 2020","Aug 04, 2020","Aug 04, 2020",,Paperback,view,/book/show/233719.Dawn_and_the_Impossible_Three
283,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mary Anne Saves the Day        (The Baby-Sitters Club, #4)","Martin, Ann M.",0590251597,9780590251594,0590251597,167        pp,3.84,"8,484",Feb 1987,"Sep 01, 1995",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"So this  is written after reading 20 BSC books.I actually read the first three Baby-Sitters Club books back when I was a wee sprog, perhaps 7 orSo this  is written after reading 20 BSC books.I actually read the first three Baby-Sitters Club books back when I was a wee sprog, perhaps 7 or 8 years old. In many ways, I think these are perfect books for that age, and I would have loved having all 130 (or however many had been published by that time) to read then. One thing, though, is that when I was 7 or 8, I thought that the protagonists of BSC were so adult and responsible. Clearly, much much older than me.They were 12.But in some way, that feeling stuck with me, and even now, reading the following books, I often feel like I'm reading about 16-year-olds at least. And then I get this weird dissonance from their having to get home early from their sitting jobs, and I remember - 12. So now I read the first 21 BSC books - mostly due to the Netflix series having come out. And I still think they are very nice reading. Sure, they are formulaic and get repetitive, but there is some fun stuff: focus on friendship, focus on overcoming difficulties (together with your friend group, or on your own). The ""mystery"" books are pretty fun (Claudia and the Phone Phantom, Dawn and the Haunted House). And you basically read them in one afternoon*, which is also nice. Good summer reading, especially when you have some nostalgia for the series. (* Or three in a day, as it were.) What is weird: (1)that 12-year-olds in the books are so into boys and having boyfriends. You are 12! You have plenty of time to get coupled up! It's NOT strange for kids your age not to be interested in dating! (Yeah, having first crushes, sure, but somehow Kristy's lack of interest in boys is ""babyish"". No, it's not!) (2) that diabetes is treated like it were an STD - super shameful and strange. It was strange when I read it first, it remains strange now. The last book I read was the one where Kristy starts a softball league and... sorry, nope. That's it for me. I can deal with babysitting and strict parents and family conflicts and issues with friends and stepfamilies and so on, but sports give me the zzz. So that's it for me.But it gives me a lot of satisfaction that I finally got to read the 4th and the 5th volume, actually!  They had been teased in the back of the Polish vol. 3 all those years ago and they never got published in Poland, which, as my wife aptly realised, means that we got books for three out of four core friends. And that's how I learned what betrayal was when it came to books never being published although you you hoped for them....more",Notes are private!,0,1,1,"Jul 15, 2020","Jul 15, 2020","Aug 04, 2020",,Paperback,view (with text),/book/show/233790.Mary_Anne_Saves_the_Day
284,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Girl Walks Into a Book: What the Brontës Taught Me about Life, Love, and Women's Work","Pennington, Miranda K.*",1580056571,9781580056571,1580056571,320        pp,3.86,177,"May 16, 2017","May 16, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Well, this was definitely a book custom made for yours truly if I've ever seen one. My love for the Bronte sisters is well known (or if it isn't, I'm Well, this was definitely a book custom made for yours truly if I've ever seen one. My love for the Bronte sisters is well known (or if it isn't, I'm making it so right now), deep and abiding. And I did like this book very very much. It's a memoir of the author, interspersed with her reading the Bronte's works (yesss) and with her recounting of the Bronte life stories. It might not be your thing, but it was very much mine. And for that, I give an extra star....more",Notes are private!,0,2,1,"Aug 04, 2020","Aug 07, 2020","Aug 04, 2020",,Paperback,view (with text),/book/show/31934553-a-girl-walks-into-a-book
285,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Light Brigade,"Hurley, Kameron*",1481447963,9781481447966,1481447963,356        pp,3.90,"10,341","Mar 19, 2019","Mar 19, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A very, very good book with some minor issues. I didn't think I would enjoy it (war & being in the army are not among my favourite book subjects), butA very, very good book with some minor issues. I didn't think I would enjoy it (war & being in the army are not among my favourite book subjects), but the writing and the approach to the issue won me over. And the sci-fi elements were masterful....more",Notes are private!,0,1,1,Aug 2020,"Aug 03, 2020","Aug 01, 2020",,Hardcover,view (with text),/book/show/40523931-the-light-brigade
286,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Deep,"Solomon, Rivers*",1534439862,9781534439863,1534439862,166        pp,3.78,"33,590","Nov 05, 2019","Nov 05, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Such a powerful, well-written story. (Should have won the Hugo.)",Notes are private!,0,3,1,"Jul 31, 2020",Aug 2020,"Jul 31, 2020",,Hardcover,view (with text),/book/show/42201962-the-deep
287,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The City in the Middle of the Night,"Anders, Charlie Jane*",0765379961,9780765379962,0765379961,366        pp,3.50,"11,732","Feb 12, 2019","Feb 12, 2019",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"DNF-ed at 12% because I really, truly had no idea what I was reading about. There is... an oppressive regime? University students? Maybe some sort of DNF-ed at 12% because I really, truly had no idea what I was reading about. There is... an oppressive regime? University students? Maybe some sort of resistance to the regime? ...Crocodiles? ...Suddenly some other people, why should I be interested in them? Do not recommend....more",Notes are private!,0,1,1,"Jul 31, 2020","Jul 31, 2020","Jul 31, 2020",,Hardcover,view (with text),/book/show/37534907-the-city-in-the-middle-of-the-night
288,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Haunting of Tram Car 015        (Dead Djinn Universe, #0.3)","Clark, P. Djèlí*",1250294800,9781250294807,1250294800,130        pp,3.99,"15,588","Feb 19, 2019","Feb 19, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A pleasant little supernatural crime novella.,Notes are private!,0,1,1,"Jul 31, 2020","Jul 31, 2020","Jul 31, 2020",,Paperback,view (with text),/book/show/36546128-the-haunting-of-tram-car-015
289,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"To Be Taught, If Fortunate","Chambers, Becky*",0062936018,9780062936011,0062936018,153        pp,4.20,"43,384","Aug 08, 2019","Sep 03, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The strength of this novella is how beautifully written it is. The weakness of this novella is how wordy the writing gets, especially in the first halThe strength of this novella is how beautifully written it is. The weakness of this novella is how wordy the writing gets, especially in the first half. ...more",Notes are private!,0,1,1,"Jul 31, 2020","Jul 31, 2020","Jul 31, 2020",,Paperback,view (with text),/book/show/43190272-to-be-taught-if-fortunate
290,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ten Thousand Doors of January,"Harrow, Alix E.*",0316421995,9780316421997,0316421995,374        pp,4.03,"138,006","Sep 10, 2019","Sep 10, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really loved this book. In some ways it feels like a great old-timey book that the teenage me would have loved (manors and mysteries and a resourcefI really loved this book. In some ways it feels like a great old-timey book that the teenage me would have loved (manors and mysteries and a resourceful heroine, oh my), but it is much more than that. Much recommended! ...more",Notes are private!,0,2,1,"Jul 30, 2020","Aug 02, 2020","Jul 30, 2020",,Hardcover,view (with text),/book/show/43521657-the-ten-thousand-doors-of-january
291,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Gideon the Ninth        (The Locked Tomb, #1)","Muir, Tamsyn*",1250313198,9781250313195,1250313198,448        pp,4.22,"133,981","Sep 10, 2019","Sep 10, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It took me so long to get round to ing this book that in the meantime we managed to acquire a physical copy, which now I can browse and flip thrIt took me so long to get round to ing this book that in the meantime we managed to acquire a physical copy, which now I can browse and flip through to get to my favourite bits. Which are many.  For me, personally, Gideon the 9th was at the very top of this year's Hugo nominations list. It's a great read - emotionally riveting, visceral at times (pun. intended.), deeply engrossing. Sometimes it can gross the reader out, too, but it's all fun and games until necromantic constructs start running amok. But it's also very funny, and just so very enjoyable.  But of course, as my loving Wife said, ""Of course you were going to love it. It has emo goth princesses.""  And so it does. Reader, beware....more",Notes are private!,0,4,2,"Apr 24, 2023Jul 27, 2020","Apr 24, 2023Jul 29, 2020","Jul 27, 2020",,Hardcover,view (with text),/book/show/42036538-gideon-the-ninth
292,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Spróchniały krzyż,"Podgórska, Joanna",838032370X,9788380323704,838032370X,288        pp,4.15,119,"Sep 04, 2019","Sep 04, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"W porządku, choć nie całkiem dla mnie - wiele spraw było już mi dobrze znanych, niestety.",Notes are private!,0,1,1,"Jul 26, 2020","Jul 31, 2020","Jul 26, 2020",,Paperback,view (with text),/book/show/49930170-spr-chnia-y-krzy
293,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Summer Before        (The Baby-Sitters Club, #0.5)","Martin, Ann M.",0545160936,9780545160933,0545160936,215        pp,3.81,"3,870","Jan 01, 2010","Apr 01, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm going to be reading a bunch of The Baby-Sitters Club books, so beware.I'm going to be reading a bunch of The Baby-Sitters Club books, so beware....more",Notes are private!,0,2,1,"Jul 12, 2020","Jul 12, 2020","Jul 12, 2020",,Hardcover,view (with text),/book/show/6817038-the-summer-before
294,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ziarno prawdy        (Teodor Szacki, #2)","Miłoszewski, Zygmunt*",8377475286,9788377475287,8377475286,397        pp,4.10,"3,876","Oct 15, 2011","Oct 05, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Bardzo sprawnie napisana, ciekawa historia. Jest kilka nieco irytujących wątków wynikających z konwencji (wszystkie kobiety lecą na prokuratora), ale Bardzo sprawnie napisana, ciekawa historia. Jest kilka nieco irytujących wątków wynikających z konwencji (wszystkie kobiety lecą na prokuratora), ale ogólnie książka pozytywnie zaskakuje polotem. ...more",Notes are private!,0,1,1,"Jul 08, 2020","Jul 11, 2020","Jul 08, 2020",,Paperback,view (with text),/book/show/12712023-ziarno-prawdy
295,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dutch House,"Patchett, Ann",0062963678,9780062963673,0062963678,337        pp,4.10,"446,664","Sep 24, 2019","Sep 24, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Wow. What an amazing book. I read it in something like 3 days, and it's as good as it is compulsive. A story of two siblings and the house of their c Wow. What an amazing book. I read it in something like 3 days, and it's as good as it is compulsive. A story of two siblings and the house of their childhood, of family, love and hate, of expectations and of how it's impossible to escape some things, much as we try. And the way it is written is so beautiful! Much, much recommended.(4.5 stars)...more",Notes are private!,0,1,1,Jul 2020,"Jul 05, 2020","Jul 01, 2020",,Hardcover,view (with text),/book/show/44318414-the-dutch-house
296,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Odrodzona. Dzienniki, tom I, 1947 - 1963","Sontag, Susan",836237621X,9788362376216,836237621X,384        pp,4.02,"3,693",Dec 2008,"Oct 11, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I found the reading lists inspiring, but overall, it's very much a personal notebook - interesting from a voyeuristic point of view, but only offeringI found the reading lists inspiring, but overall, it's very much a personal notebook - interesting from a voyeuristic point of view, but only offering glimpses at Sontag's life....more",Notes are private!,0,1,1,Jul 2020,"Jul 12, 2020","Jul 01, 2020",,Paperback,view (with text),/book/show/16103810-odrodzona-dzienniki-tom-i-1947---1963
297,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Her Silhouette, Drawn in Water","Kaftan, Vylar",,,B07MS1J72M,110        pp,3.33,650,"May 21, 2019","May 21, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I found the description interesting, but to be honest, after a frankly predictable early twist nothing much happens in this novella. It seems that it I found the description interesting, but to be honest, after a frankly predictable early twist nothing much happens in this novella. It seems that it could have used some more work or germination....more",Notes are private!,0,1,1,"Jun 30, 2020","Jun 30, 2020","Jun 30, 2020",,Kindle Edition,view (with text),/book/show/40939044-her-silhouette-drawn-in-water
298,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Blazing World,"Hustvedt, Siri",1476747237,9781476747231,1476747237,368        pp,3.70,"8,289",Mar 2014,"Mar 11, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It's a book I've been planning to read for a long time, and I finally got down to it. It's a very interesting, very literary, very postmodern effort; It's a book I've been planning to read for a long time, and I finally got down to it. It's a very interesting, very literary, very postmodern effort; it definitely benefits from knowing a little bit about art and philosophy (and I definitely don't know enough, and probably missed hundreds of little allusions). But while it is ostensibly about the world of visual arts, the questions and conclusions about a woman's place in the pantheon can be just as well applied to literature.And in case: TW for cancer death in the final parts of the novel....more",Notes are private!,0,2,1,"Jun 25, 2020","Jun 30, 2020","Jun 25, 2020",,Hardcover,view (with text),/book/show/18143974-the-blazing-world
299,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The True Queen        (Sorcerer Royal, #2)","Cho, Zen*",,,,384        pp,3.86,"3,356","Mar 12, 2019","Mar 12, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I remember loving Sorcerer to the Crown back in 2016, but sadly, due to Personal Shittiness following, I remember next to nothing about the book. StilI remember loving Sorcerer to the Crown back in 2016, but sadly, due to Personal Shittiness following, I remember next to nothing about the book. Still, I was excited about the sequel. And yet... I didn't exactly fall in love with this one. It was definitely okay, but it took me a while to get into the plot, and somehow, this time the style didn't grab me. I don't know what happened....more",Notes are private!,0,0,1,"Jun 23, 2020","Jun 30, 2020","Jun 23, 2020",,Hardcover,view (with text),/book/show/27818782-the-true-queen
300,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O czym myślą koty. Kocie sekrety oczami naukowców,"McNamee, Thomas*",8310132999,9788310132994,8310132999,352        pp,3.72,847,2017,"Jun 06, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Bardzo ciekawa książka, napisana z ogromną czułością do kotów. Autor opowiada o różnych badaniach dotyczących kotów, ale ważną częścią książki jest teBardzo ciekawa książka, napisana z ogromną czułością do kotów. Autor opowiada o różnych badaniach dotyczących kotów, ale ważną częścią książki jest też historia jego kotki Augusty. Na koniec płakałam jak bóbr....more",Notes are private!,0,3,1,"Jun 21, 2020","Aug 15, 2020","Jun 21, 2020",,Paperback,view (with text),/book/show/40549093-o-czym-my-l-koty-kocie-sekrety-oczami-naukowc-w
301,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Dream House,"Machado, Carmen Maria*",1788162242,9781788162241,1788162242,283        pp,4.43,"124,499","Nov 05, 2019","Jan 02, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,What a great piece of literature and what an absolutely harrowing story.,Notes are private!,0,2,1,"Jun 21, 2020","Jun 24, 2020","Jun 21, 2020",,Hardcover,view (with text),/book/show/52520830-in-the-dream-house
