,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Lewis's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
1137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mein Kampf - My Struggle: Unabridged edition of Hitlers original book - Four and a Half Years of Struggle against Lies, Stupidity, and Cowardice","Hitler, Adolf",,,B00I442CYQ,290        pp,3.18,"41,638","Jul 18, 1925","Jan 28, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 24, 2015",,Kindle Edition,view,/book/show/20807647-mein-kampf---my-struggle
1138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Rambles in the Islands of Corsica and Sardinia with Notices of their History, Antiquities, and Present Condition.","Forester, Thomas",,,B004UJTP62,496        pp,2.38,8,"Oct 16, 2009","Mar 30, 2011",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Couldn't really get into this. Stopped reading. No surprise, though. How many 100 year old travel books are scintillating?Couldn't really get into this. Stopped reading. No surprise, though. How many 100 year old travel books are scintillating?...more",Notes are private!,0,1,1,"Jul 24, 2015","Aug 13, 2015","Jul 24, 2015",,Kindle Edition,view (with text),/book/show/18957525-rambles-in-the-islands-of-corsica-and-sardinia-with-notices-of-their-his
1139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mazzeri: Love and Death in Light and Shadow,"Crawley, Peter*",1780885385,9781780885385,1780885385,400        pp,3.83,23,"Jun 12, 2013","Jun 27, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a pretty good book that could have been an excellent book with better editing. Too many loose ends. However, still worthwhile.One reason I reThis was a pretty good book that could have been an excellent book with better editing. Too many loose ends. However, still worthwhile.One reason I read it is that we are traveling to Corsica - actually we're in Corsica now. Lot's of local flavor, but nobody I'd like to meet....more",Notes are private!,0,3,1,"Aug 06, 2015",not set,"Jul 24, 2015",,Hardcover,view (with text),/book/show/18170734-mazzeri
1140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To Find a Mountain,"Amore, Dani",1477875751,9781477875759,B00K2GMMPI,224        pp,3.90,"3,201","Oct 30, 2011","Oct 28, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a splendidly written historical novel, written in form of a first person memoir from the point of view of a teenage girl. The setting is ItalyThis is a splendidly written historical novel, written in form of a first person memoir from the point of view of a teenage girl. The setting is Italy in 1944-45, when Germany occupied Italy and the Americans came to throw them out. The action is set near Mont Cassino. The story never drags and kept my attention throughout, after which I re-read the prologue, which I found very moving.An observation ... all references are to Germans, not Nazis. I am coming more to that view in writing my own novel on the period in Germany and Poland during the late 1920s and early 1930s. It is too easy, I think, for Germans to pass off the blame on a subgroup called Nazis when all Germans share that responsibility, except for the very few who actually tried to resist....more",Notes are private!,0,22,1,"Jul 21, 2015","Jul 23, 2015","Jul 21, 2015",,Kindle Edition,view (with text),/book/show/23288957-to-find-a-mountain
1141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Black Hole: How an Idea Abandoned by Newtonians, Hated by Einstein, and Gambled On by Hawking Became Loved","Bartusiak, Marcia",030021085X,9780300210859,030021085X,237        pp,4.09,785,"Apr 28, 2015","Apr 28, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2015",,Hardcover,view,/book/show/23360167-black-hole
1142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,After the Reich: The Brutal History of the Allied Occupation,"MacDonogh, Giles",0465003370,9780465003372,0465003370,656        pp,3.97,680,"Apr 19, 2007","Jul 03, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 12, 2015",,Hardcover,view,/book/show/852167.After_the_Reich
1143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gulabi,"Suneja, Pankaj*",9384129143,9789384129149,9384129143,76        pp,3.08,105,"Jan 01, 2014",2014,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 12, 2015",,Paperback,view,/book/show/22605155-gulabi
1144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wuthering Heights,"Brontë, Emily",160450028X,9781604500288,160450028X,252        pp,3.89,"1,805,379",Dec 1847,"Oct 05, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 01, 2015",,Paperback,view,/book/show/2021462.Wuthering_Heights
1145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Untouchable,"Banville, John",0679767479,9780679767473,0679767479,368        pp,3.94,"3,801",1997,"Jun 30, 1998",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"UPDATE 8/22/22 ... I have stopped reading this book again (for the last time) ... the story is impenetrable and even Banville's sparkling writing can'UPDATE 8/22/22 ... I have stopped reading this book again (for the last time) ... the story is impenetrable and even Banville's sparkling writing can't overcome the lack of a plot***It seems like I have been reading this forever. The story is confusing, but the writing is glorious. Reading Banville is like reading a text book for writers. But you have to read slowly, savoring the word choices and images. It's best to read on kindle, with dictionary at hand....more",Notes are private!,0,34,2,"Aug 20, 2022Nov 20, 2019","Aug 22, 2022Nov 27, 2019","Jul 01, 2015",,Paperback,view (with text),/book/show/163.The_Untouchable
1146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Black River        (Sean O'Brien, #6)","Lowe, Tom*",,,B00RC1QKPO,378        pp,4.38,553,"Dec 18, 2014","Dec 21, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 01, 2015",,Kindle Edition,view,/book/show/24016401-black-river
1147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Swiss Spy        (Spy Masters, #2)","Gerlis, Alex*",,,B00Y3NNBG0,448        pp,4.11,"2,428","May 31, 2015","Jun 01, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An excellent spy novel, told from many interesting and provocative points of view. Wonderful descriptive scenes. Confusing at times, but that's what sAn excellent spy novel, told from many interesting and provocative points of view. Wonderful descriptive scenes. Confusing at times, but that's what spy novels should be. Difficult decisions in a very dangerous game. The historical events (related to the German invasion of Russia) which underlay the story are well presented but not overdone....more",Notes are private!,0,20,1,"Oct 21, 2015","Oct 26, 2015","Jun 29, 2015",,Kindle Edition,view (with text),/book/show/25646470-the-swiss-spy
1148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hunter,"Park, Tony*",,,B00IJLLXTE,475        pp,3.97,493,"Nov 01, 2014","Oct 14, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 28, 2015",,Kindle Edition,view,/book/show/23364919-the-hunter
1149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Memory Man        (Amos Decker, #1)","Baldacci, David*",1455559822,9781455559824,1455559822,416        pp,4.11,"140,217","Apr 21, 2015","Apr 21, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The first criterion for a 5***** rating is whether I wanted to keep reading; I really wanted to keep reading this one. The 2nd is whether I cared abouThe first criterion for a 5***** rating is whether I wanted to keep reading; I really wanted to keep reading this one. The 2nd is whether I cared about the main character, which I did, despite his many serious flaws. Amos Decker is fascinating, and several other characters were also quite interesting. The plot line is a little stretched, but generally holds up, with some surprises along the way. The main strength of the book, however, is how Baldacci portrays what goes on inside Decker's seriously disturbed brain. Some ers objected to the repetition but I thought that was one of the main strengths of the book....more",Notes are private!,0,34,1,"Jul 03, 2016","Jul 09, 2016","Jun 27, 2015",,Hardcover,view (with text),/book/show/23153154-memory-man
1150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Death in Summer,"Black, Benjamin",0330509152,9780330509152,0330509152,311        pp,3.69,"2,993",2011,"Jan 01, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 27, 2015",,Paperback,view,/book/show/14790647-a-death-in-summer
1151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,List of 700 Polish Citizens Killed While Helping Jews During the Holocaust,"Memory, The Institute of Nation",,,B00AX8KBLW,9        pp,4.00,6,"Jan 04, 2013","Jan 04, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 24, 2015",,Kindle Edition,view,/book/show/21246887-list-of-700-polish-citizens-killed-while-helping-jews-during-the-holocau
1152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Murder of Roger Ackroyd        (Hercule Poirot, #4)","Christie, Agatha",1579126278,9781579126278,1579126278,288        pp,4.27,"274,231","Jun 07, 1926","Sep 01, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,0,not set,not set,"Jun 24, 2015",,Hardcover,view,/book/show/16328.The_Murder_of_Roger_Ackroyd
1153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Why the Germans? Why the Jews?: Envy, Race Hatred, and the Prehistory of the Holocaust","Aly, Götz",0805097007,9780805097009,0805097007,304        pp,3.95,279,"Aug 05, 2011","Apr 15, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 07, 2016","Jan 23, 2016","Jun 24, 2015",,Hardcover,view,/book/show/17910108-why-the-germans-why-the-jews
1154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Vatican Pimpernel: The Wartime Exploits of Monsignor Hugh O'flaherty,"Fleming, Brian",1905172575,9781905172573,1905172575,212        pp,3.99,"1,050","Jul 01, 2008","Dec 31, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 24, 2015",,Paperback,view,/book/show/3923512-the-vatican-pimpernel
1155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Thin Air        (Shetland Island, #6)","Cleeves, Ann*",1743533837,9781743533833,B00L9WX7QM,330        pp,4.07,"16,339",2014,"Sep 01, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 24, 2015",,Kindle Edition,view,/book/show/22966458-thin-air
1156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Glorious Cause        (The American Revolutionary War),"Shaara, Jeff",0345427580,9780345427588,0345427580,680        pp,4.31,"7,313",unknown,"Jun 03, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 24, 2015",,Mass Market Paperback,view,/book/show/785003.The_Glorious_Cause
1157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A New Lease of Death        (Inspector Wexford, #2)","Rendell, Ruth",0099534797,9780099534792,0099534797,288        pp,3.63,"3,294",1967,"Nov 02, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 22, 2015",,Paperback,view,/book/show/7011596-a-new-lease-of-death
1158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wolf to the Slaughter        (Inspector Wexford, #3)","Rendell, Ruth",0345345207,9780345345202,0345345207,224        pp,3.65,"3,444",1967,"May 12, 1987",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 22, 2015",,Mass Market Paperback,view,/book/show/866319.Wolf_to_the_Slaughter
1159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prewar Jewish Warsaw in Historic Photographs,"Zieliński, Jarosław",,,B00AGM139Y,unknown,3.00,1,unknown,unknown,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Great photos. I think we purchased this at the Jewish museum in Warsaw.,Notes are private!,0,3,1,"Jun 22, 2015","Jun 22, 2015","Jun 22, 2015",,,view (with text),/book/show/25772230-prewar-jewish-warsaw-in-historic-photographs
1160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"White Nights        (Shetland Island, #2)","Cleeves, Ann*",0312384335,9780312384333,0312384335,392        pp,4.02,"29,134",2008,"Sep 16, 2008",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I didn't finish this one. On page 172, the ""big-city"" detective arrives and observes ""There was so much do do and these local guys seemed to think theI didn't finish this one. On page 172, the ""big-city"" detective arrives and observes ""There was so much do do and these local guys seemed to think there was all the time in the world."" My sentiments exactly. The pace is sloth-like. There is a story here, but I'm not going to know it....more",Notes are private!,0,6,1,"Jun 21, 2015","Jun 27, 2015","Jun 21, 2015",,Hardcover,view (with text),/book/show/3093685-white-nights
1161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"How the Light Gets In        (Chief Inspector Armand Gamache, #9)","Penny, Louise*",1250047277,9781250047274,1250047277,410        pp,4.47,"85,066","Aug 27, 2013","Jul 29, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,0,not set,not set,"Jun 19, 2015",,Paperback,view,/book/show/18465556-how-the-light-gets-in
1162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Palace of Treason        (Red Sparrow Trilogy, #2)","Matthews, Jason",1476793743,9781476793740,1476793743,480        pp,4.20,"22,919","Jun 02, 2015","Jun 02, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 19, 2015",,Hardcover,view,/book/show/22609257-palace-of-treason
1163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Paris: After the Liberation 1944-1949,"Beevor, Antony",1101175079,9781101175071,,448        pp,3.85,936,"Jul 01, 1994","Aug 31, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 19, 2015",,ebook,view,/book/show/7919402-paris
1164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Phantom        (Harry Hole, #9)","Nesbø, Jo*",,,B007QPFGJW,466        pp,4.11,"47,415",2011,"Oct 02, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I started the first time and got to 12 pages. Then I started again and reach page 150 or so. This is not for me. The story is not interesting, and I rI started the first time and got to 12 pages. Then I started again and reach page 150 or so. This is not for me. The story is not interesting, and I really don't care to read page after page about people taking, selling and transporting drugs. The long italicized sections are particularly dense and unintelligible. Are all of the Harry Hole books like that? This is the first one I've read. BTW, I did enjoy The Son....more",Notes are private!,0,12,1,"Jun 16, 2015","Jun 21, 2015","Jun 16, 2015",,Kindle Edition,view (with text),/book/show/19830288-phantom
1165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Phantom        (Harry Hole, #9)","Nesbø, Jo*",0307960471,9780307960474,0307960471,378        pp,4.11,"47,415",2011,"Oct 02, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jun 16, 2015",,Hardcover,view,/book/show/13256064-phantom
1166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Summary & Study Guide The Bat: The First Inspector Harry Hole Novel by Jo Nesbo,BookRags,,,B00THULWWO,51        pp,3.74,837,unknown,"Feb 11, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 16, 2015",,Kindle Edition,view,/book/show/24958769-summary-study-guide-the-bat
1167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Such Good Girls: The Journey of the Hidden Child Survivors of the Holocaust,"Rosen, R.D.",0062297112,9780062297112,0062297112,304        pp,3.93,"2,438","Sep 09, 2014","Jul 17, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 16, 2015",,Paperback,view,/book/show/24500117-such-good-girls
1168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Quartet: Orchestrating the Second American Revolution, 1783-1789","Ellis, Joseph J.",0385353405,9780385353403,0385353405,320        pp,4.14,"6,240","May 05, 2015","May 12, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 14, 2015",,Hardcover,view,/book/show/22889768-the-quartet
1169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Courage Matters        (Ray Courage, #1)","Mackey, Scott*",,,,233        pp,4.07,127,"Feb 01, 2014","Mar 30, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 14, 2015",,Paperback,view,/book/show/25258836-courage-matters
1170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Barchester Towers        (Chronicles of Barsetshire #2),"Trollope, Anthony",1406923044,9781406923049,1406923044,418        pp,4.05,"16,659",1857,2006,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jun 14, 2015",,Paperback,view,/book/show/125321.Barchester_Towers
1171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Aron,"Shepard, Jim",1101874317,9781101874318,1101874317,260        pp,3.66,"5,027","May 05, 2015","May 12, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 14, 2015",,Hardcover,view,/book/show/22889835-the-book-of-aron
1172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Innocence; or, Murder on Steep Street","Kovály, Heda Margolius",1616954965,9781616954963,1616954965,256        pp,3.46,454,1985,"Jun 02, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 14, 2015",,Hardcover,view,/book/show/23164997-innocence-or-murder-on-steep-street
1173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Terror of Living,"Waite, Urban*",0316097896,9780316097895,0316097896,320        pp,3.48,920,2011,"Feb 07, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jun 14, 2015",,Hardcover,view,/book/show/8666759-the-terror-of-living
1174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Losing the Signal: The Untold Story Behind the Extraordinary Rise and Spectacular Fall of BlackBerry,"McNish, Jacquie*",1250060184,9781250060181,,288        pp,3.98,"4,842","Apr 07, 2015","May 26, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 14, 2015",,ebook,view,/book/show/23604940-losing-the-signal
1175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chilling Effect        (Aroostine Higgins #2),"Miller, Melissa F.*",1477829792,9781477829790,1477829792,246        pp,4.17,681,"Jun 16, 2015","Jun 16, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 14, 2015",,Paperback,view,/book/show/24202302-chilling-effect
1176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Martian,"Weir, Andy*",0804139024,9780804139021,0804139024,384        pp,4.42,"1,121,139","Sep 27, 2011","Feb 11, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,10,0,not set,not set,"Jun 14, 2015",,Hardcover,view,/book/show/18007564-the-martian
1177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Red Sparrow        (Red Sparrow Trilogy, #1)","Matthews, Jason",1476706123,9781476706122,1476706123,434        pp,3.95,"54,699","Jun 04, 2013","Jun 04, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jun 13, 2015",,Hardcover,view,/book/show/15803037-red-sparrow
1178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Duty to the Dead        (Bess Crawford, #1)","Todd, Charles*",0061791768,9780061791765,0061791768,336        pp,3.91,"19,189","Aug 25, 2009","Aug 25, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have long been a fan of Charles Todd's ""Inspector Ian Rutledge"" series. This is the first of a new ""Bess Crawford"" series and it is a delight. Bess I have long been a fan of Charles Todd's ""Inspector Ian Rutledge"" series. This is the first of a new ""Bess Crawford"" series and it is a delight. Bess is a WWI army nurse, in this case home on leave bringing an enigmatic message to the family of a man she was with when he died. She delivers the message but is not sure it has the effect the dying man intended, so she stays and sticks her nose where it most assuredly does not belong. Her perseverance and passion for justice lead her ever deeper into a complex and increasingly unattractive family situation. A very enjoyable read....more",Notes are private!,0,29,1,"Jun 13, 2015",Dec 2015,"Jun 13, 2015",,Hardcover,view (with text),/book/show/6093438-a-duty-to-the-dead
1179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shock Wave,"Sandford, John",0857209124,9780857209122,0857209124,0        pp,4.22,"24,041",Oct 2011,"Oct 01, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Virgil Flowers is an interesting character and Shock Wave is quite readable. Not quite believable, but intelligently written and entertaining. The MinVirgil Flowers is an interesting character and Shock Wave is quite readable. Not quite believable, but intelligently written and entertaining. The Minnesota location is different and interesting. ...more",Notes are private!,0,5,1,"Jun 13, 2015","Jun 18, 2015","Jun 13, 2015",,Paperback,view (with text),/book/show/16668614-shock-wave
1180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jonas Salk: A Life,"Jacobs, Charlotte DeCroes",0199334412,9780199334414,0199334412,559        pp,4.12,259,"Apr 03, 2015","May 19, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 13, 2015",,Hardcover,view,/book/show/23462824-jonas-salk
1181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Seven Ages of Paris,"Horne, Alistair",1400034469,9781400034468,1400034469,476        pp,3.91,"2,521",2002,"Apr 13, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,a marvelous summary of the history of Paris ... I read the section on the Nazi occupation which was excellent,Notes are private!,0,15,1,not set,"Oct 20, 2018","Jun 12, 2015",,Paperback,view (with text),/book/show/137981.Seven_Ages_of_Paris
1182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Beautiful Mystery        (Chief Inspector Armand Gamache, #8)","Penny, Louise*",1250031125,9781250031129,1250031125,373        pp,4.20,"79,094","Aug 28, 2012","Jul 02, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 12, 2015",,Paperback,view,/book/show/16045144-the-beautiful-mystery
1183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Race for Paris,"Clayton, Meg Waite*",0062354639,9780062354631,0062354639,336        pp,3.62,"2,709","Aug 11, 2015","Aug 11, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 11, 2015",,Hardcover,view,/book/show/23460961-the-race-for-paris
1184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Crime in Holland        (Maigret #8),"Simenon, Georges",0141393491,9780141393490,0141393491,152        pp,3.60,"2,111",1931,"Nov 25, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 08, 2015",,Paperback,view,/book/show/20949469-a-crime-in-holland
1185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Fall        (Dismas Hardy, #16)","Lescroart, John*",1476709211,9781476709215,1476709211,305        pp,4.05,"4,423","May 05, 2015","May 05, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Disappointing. I have read many of the Dismas Hardy series and my recollection is that I enjoyed them all. This one had its moments but significant opDisappointing. I have read many of the Dismas Hardy series and my recollection is that I enjoyed them all. This one had its moments but significant opportunities to make it a stronger story were missed. Most crime novels have some unlikely scenarios; its part of the genre. But several such plot lines in this book defied reader acceptance (this reader anyway) and detracted from the tension that might have been. Several plot lines were left unresolved with simple and unsatisfactory sum-ups in the final pages.The continued reference to the defense attorney as ""The Beck"" were disconcerting. This was a childhood nickname Rebecca Dismas was given in books written long ago, and it was fine then but it seemed just silly and even demeaning to apply it to a young defense attorney trying her first murder case.*** SPOILER ALERT ***But most importantly, there were hints that the defendant was actually the killer, but these were not followed up through the viewpoint of the his defense lawyer. Rebecca, Dismas' daughter, is trying her first murder case. How powerful might it have been to have her struggle with her obligation to defend vigorously a man she suspected was guilty. Much tension could have been generated. Only after his guilt had been revealed did she and her father say to each other that they suspected it all along....more",Notes are private!,0,9,1,"Dec 17, 2015","Dec 26, 2015","Jun 08, 2015",,Hardcover,view (with text),/book/show/22609483-the-fall
