,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Oscar's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Library of Forgotten Books,"Davidson, Rjurik*",1848630913,9781848630918,1848630913,151        pp,3.79,52,"Jul 01, 2010","Jul 01, 2010",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Interesante colección de relatos, con un par de cuentos bajo el subgénero de la ucronía, y cuatro ambientados en el mundo de Caeli-Amur.‘The Cinema ofInteresante colección de relatos, con un par de cuentos bajo el subgénero de la ucronía, y cuatro ambientados en el mundo de Caeli-Amur.‘The Cinema of Coming Attractions’ transcurre en los años 60 del pasado siglo, en Francia, donde un cine es capaz de mostrar escenas del futuro cercano.‘Int. Morgue. Night’ tiene lugar en una Australia alternativa donde existe un mar interior que ha permitido el auge del país. El protagonista es un detective privado que busca vengar el asesinato de su novia china.En cuanto a los relatos de Caeli-Amur, ‘Lovers in Caeli-Amur’ y ‘Twilight in Caeli-Amur’ me han gustado bastante. En el primero, un filósofo-asesino se enreda con la mujer de su jefe. En el segundo, un joven científico visita la casa de una anciana buscando los cuadernos de su famoso marido.‘The Passing of the Minotaurs’ es interesante, y dio lugar a la novela ‘Unwrapped Sky’. Los minotauros, como cada diez años, visitan Caeli-Amur. Kata, para restañar sus deudas, se ha comprometido ha matar a dos de estos minotauros, para el fecundo mercado negro de órganos.En ‘Lost in the Library of Forgotten Books’, la biblioteca del título guarda, para olvidar, las obras de los escritores. En ella también residen guardianes sobrenaturales....more",Notes are private!,0,5,1,"Dec 28, 2023","Dec 31, 2023","Dec 28, 2023",,Hardcover,view (with text),/book/show/10087823-the-library-of-forgotten-books
29,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hod King        (The Books of Babel, #3)","Bancroft, Josiah",,,,608        pp,4.46,"11,802","Jan 22, 2019","Jan 22, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"La historia continúa donde se quedó el segundo volumen, con la salida de escena de uno de los personajes. Tras conocer a la legendaria Esfinge, SenlinLa historia continúa donde se quedó el segundo volumen, con la salida de escena de uno de los personajes. Tras conocer a la legendaria Esfinge, Senlin se dispone a jugar el papel de espía para la misma en el ringdom de Pelphia, y así saber más sobre los planes del líder hod Marat. A pesar que tiene órdenes de no interferir con Marya, Senlin, cómo no, querrá saber qué ha sido de su esposa. Por otra parte, tenemos otra misión, la de Voleta e Iren, que deben infiltrarse en la corte pelfhiana para intentar hablar con Marya, mientras Edith permanece en el gran buque de la Esfinge.Bancroft vuelve a mostrarnos la trama a través de varios puntos de vista, pero sin perder la idea de que el protagonismo real lo tiene Senlin. Y la Torre, claro. Cada novela es mejor que la anterior, y las ideas y prosa del autor también. Queda un cuarto y último libro, y si esto sigue así, parece que será una saga realmente grande....more",Notes are private!,0,11,1,"Dec 27, 2023","Jan 13, 2024","Dec 27, 2023",,,view (with text),/book/show/32998292-the-hod-king
30,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nighttime in Caeli-Amur,"Davidson, Rjurik*",1466863064,9781466863064,1466863064,32        pp,3.35,77,"Jan 15, 2014","Jan 15, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Un oficial duda si dejar a su esposa e hijos, recordando los buenos viejos tiempos de su juventud en la universidad, pero siempre termina haciendo lo Un oficial duda si dejar a su esposa e hijos, recordando los buenos viejos tiempos de su juventud en la universidad, pero siempre termina haciendo lo correcto. Le gusta deambular de noche por las calles de Caeli-Amur, sobre todo por el Foro, donde se dice hay fantasmas y aparecidos.Buen relato corto, muy atmosférico, con ese telón de fondo de esta misteriosa ciudad, donde tecnología y taumaturgia se unen. Habrá que seguir leyendo sobre este universo, que recuerda en algo a China Miéville....more",Notes are private!,0,5,1,"Dec 26, 2023","Dec 26, 2023","Dec 26, 2023",,Kindle Edition,view (with text),/book/show/19079959-nighttime-in-caeli-amur
31,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"""Los visitantes""","Garland, Johnny",,,,128        pp,3.00,2,1958,1958,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mike Reagan es un periodista estadounidense de vacaciones por Yucatán, visitando las recientes excavaciones mayas. Aquí entrará en contacto con el proMike Reagan es un periodista estadounidense de vacaciones por Yucatán, visitando las recientes excavaciones mayas. Aquí entrará en contacto con el profesor Wardo y Luana, su secretaría. Wardo es un estudioso del tema, un creyente de que los mayas lograron viajar por el espacio. Quizás averiguamos algo tras la invitación del profesor a visitar su casa.Interesante bolsilibro de Johnny Garland (Juan Gallardo Muñoz)....more",Notes are private!,0,5,1,"Dec 22, 2023","Dec 25, 2023","Dec 22, 2023",,Bolsilibro,view (with text),/book/show/204243457-los-visitantes
32,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"La caja azul, vol. 5","Miura, Kouji",8411402797,9788411402798,8411402797,192        pp,4.15,313,"Jun 03, 2022","Nov 22, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 21, 2023",,Paperback,view,/book/show/195007293-la-caja-azul-vol-5
33,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"La caja azul, vol. 4","Miura, Kouji",8411402789,9788411402781,8411402789,192        pp,4.11,372,"Mar 04, 2022","Sep 13, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 21, 2023",,Paperback,view,/book/show/168317860-la-caja-azul-vol-4
34,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"La caja azul, vol. 3","Miura, Kouji",8411402770,9788411402774,8411402770,192        pp,4.12,483,"Jan 04, 2022","Jul 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 21, 2023",,Paperback,view,/book/show/140893842-la-caja-azul-vol-3
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"La caja azul, vol. 2","Miura, Kouji",8411402762,9788411402767,8411402762,192        pp,4.06,670,"Oct 04, 2021","May 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 21, 2023",,Paperback,view,/book/show/120863783-la-caja-azul-vol-2
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"La caja azul, vol. 1","Miura, Kouji",8411402754,9788411402750,8411402754,192        pp,3.96,"1,135","Aug 04, 2021","Mar 22, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 21, 2023",,Paperback,view,/book/show/66429175-la-caja-azul-vol-1
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,El jardín de los suicidas,"Garland, Curtis",,,B00FCZ4YPU,96        pp,3.00,1,1978,1978,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Los Tres Dragones de Oro reciben una invitación desde Osaka, Japón. Taro Fukira, un magnate de la electrónica, les ha citado en la Isla de las Perlas.Los Tres Dragones de Oro reciben una invitación desde Osaka, Japón. Taro Fukira, un magnate de la electrónica, les ha citado en la Isla de las Perlas. Y no pueden rechazarla, ya que han sido envenenados y recibirán el antídoto sólo si acuden a dicha cita, ya que a los ocho días morirán. ¿Qué quiere este misterioso personaje de nuestros héroes? Pronto sabremos que busca protección, y que descubran entre sus otros cinco invitados, quién asesinó a su esposa e hijos.Buen bolsilibro de Curtis Garland (Juan Gallardo Muñoz), con sus escenas de artes marciales, pero también con un misterio que resolver....more",Notes are private!,0,8,1,"Dec 20, 2023","Dec 23, 2023","Dec 20, 2023",,Bolsilibro,view (with text),/book/show/169306230-el-jard-n-de-los-suicidas
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Marked,"Swann, S. Andrew*",0756415020,9780756415020,0756415020,336        pp,3.65,113,"Jan 15, 2019","Jan 15, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"La detective Dana Rohan, narradora de la novela, tiene un alto índice de casos resueltos. Ello es debido a su secreto. Tiene un tatuaje en la espalda La detective Dana Rohan, narradora de la novela, tiene un alto índice de casos resueltos. Ello es debido a su secreto. Tiene un tatuaje en la espalda que crece al mismo tiempo que ella, y no sabe cómo lo consiguió. Este tatuaje, esta marca, le permite viajar a mundos paralelos en los que ella no está, incluso viajar en el tiempo dentro de esas dimensiones, y así observar e intervenir en crímenes. De esta forma, al volver sabe quién y cómo cometió el delito.Todo parece ir bien, hasta que aparece una especie de caballero con una armadura propulsada a vapor y una espada, que asesina a un anciano ante ella. Y este anciano le habla en un idioma extraño que ella entiende, además de advertirle sobre las Sombras. Pronto sabremos que además de ser mundos paralelos, son mundos con historias alternativas, de tal manera que la guerra de Waterloo nunca tuvo lugar y Napoleón se alió con Rusia mediante matrimonio, perdurando y extendiendo su imperio.Magnífica novela de S. Andrew Swann, muy entretenida y divertida, con escenas realmente conseguidas, como cuando los protagonistas intentan escapar en coche perseguidos por las Sombras, especie de zombis caníbales capaces también de saltar entre mundos, y Dana propulsa con su tatuaje todo, coche incluido hacia otros universos. El último cuarto de libro es frenético, con dirigible incluido....more",Notes are private!,0,8,1,"Dec 20, 2023","Dec 26, 2023","Dec 20, 2023",,Paperback,view (with text),/book/show/40000654-marked
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,El grimorio de los cuatro impostores,"Hall, Coy*",8412687299,9788412687293,8412687299,238        pp,4.59,92,2021,Dec 2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 13, 2023",,Paperback,view,/book/show/203749903-el-grimorio-de-los-cuatro-impostores
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"""Homo mechanicus""","Carrados, Clark",,,,128        pp,2.00,1,1958,1958,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"El negocio de Derek y Mackenzie está de capa caída. Pero tienen una idea, arrastrar un asteroide hasta la órbita terrestre. Para ello tendrán la inestEl negocio de Derek y Mackenzie está de capa caída. Pero tienen una idea, arrastrar un asteroide hasta la órbita terrestre. Para ello tendrán la inestimable ayuda del robot Kabé, el narrador de la historia. Aunque todo se complica cuando una adinerada clienta es asesinada, apuntando todas las pruebas a la inocente prometida de Derek, así que tendrán que huir.Flojo bolsilibro de Clark Carrados (Luis García Lecha), en esta nueva entrega del androide Kabé....more",Notes are private!,0,4,1,"Dec 12, 2023","Dec 19, 2023","Dec 12, 2023",,Bolsilibro,view (with text),/book/show/203693374-homo-mechanicus
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Se muere sólo dos veces,"Garland, Curtis",,,,96        pp,3.00,1,Jun 1981,Jun 1981,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Gene DeForest nos narra en primera persona su historia. Un quiromante le leyó las líneas de la mano, y anticipó que moriría dos veces. Algo que se cumGene DeForest nos narra en primera persona su historia. Un quiromante le leyó las líneas de la mano, y anticipó que moriría dos veces. Algo que se cumple cuando, durante un ataque terrorista en un aeropuerto, es gravemente herido. A las puertas de la muerte, en la llamada Fundación, su esposa se le burla en la cara contándole que por fin podrá tener todo su dinero, además de estar con su amante. Pero a DeForest se le presenta una oportunidad: la Fundación le propone “resucitarle” a cambio de su herencia, algo que acepta, cómo no. Lo que no le habían contado es la letra pequeña del contrato: deberá asesinar a una persona.Buen bolsilibro de Curtis Garland (Juan Gallardo Muñoz), con una trama absorbente que te arrastra hasta su final....more",Notes are private!,0,5,1,"Dec 10, 2023","Dec 12, 2023","Dec 10, 2023",,Bolsilibro,view (with text),/book/show/203564583-se-muere-s-lo-dos-veces
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Botchan,"Sōseki, Natsume",8493592773,9788493592776,8493592773,240        pp,3.64,"13,217",1906,"Feb 01, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Botchan, apodo del protagonista, es un joven tokiota recién graduado en Ciencias Físicas, que acepta un empleo como profesor de matemáticas en un pequBotchan, apodo del protagonista, es un joven tokiota recién graduado en Ciencias Físicas, que acepta un empleo como profesor de matemáticas en un pequeño pueblo. Su personalidad impulsiva, y al mismo tiempo honesta, le meterá en más de un problema, tanto con ciertos profesores como con los alumnos.Interesante historia, todo un clásico en Japón, comparada muchas veces con ‘El guardián entre el centeno’, de J.D. Salinger. Veo el parecido, pero solo en el odio del protagonista por la hipocresía que le rodea y por su afán de justicia....more",Notes are private!,0,5,1,"Dec 08, 2023","Dec 20, 2023","Dec 08, 2023",,Paperback,view (with text),/book/show/4458271-botchan
