,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Paul 's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hanging Tree        (Rivers of London, #6)","Aaronovitch, Ben*",0575132558,9780575132559,0575132558,387        pp,4.22,"35,782","Nov 03, 2016","Nov 03, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Aug 19, 2023","Sep 27, 2023","Aug 19, 2023",,Hardcover,view,/book/show/21479290-the-hanging-tree
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"City of Last Chances        (The Tyrant Philosophers, #1)","Tchaikovsky, Adrian*",1801108420,9781801108423,1801108420,500        pp,3.99,"3,348","Dec 08, 2022","Dec 08, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Aug 16, 2023","Aug 22, 2023","Aug 16, 2023",,Hardcover,view,/book/show/60147395-city-of-last-chances
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Cartel        (Power of the Dog, #2)","Winslow, Don*",1101874996,9781101874998,1101874996,616        pp,4.35,"34,789","May 22, 2015","Jun 23, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is quite different to The Power of the Dog, and I confess for perhaps the first fifth or sixth of the book I thought it was going to be inferior.This is quite different to The Power of the Dog, and I confess for perhaps the first fifth or sixth of the book I thought it was going to be inferior.The Power of the Dog is very much like a Greek or perhaps Shakespearian epic, the battle of wills between the drug lord Adan Barrera and the cop Art Keller, each utterly driven and hating the other, willing to risk everything is destroying their enemy.The Cartel focusses more on the growing wars of dominance among the major Mexican drug cartels in the 1990s and 2000s, with Adan in charge of the Sinaloa Cartel and Art having lost track of his foe and becoming increasingly desperate to pick up the trail. We follow the changing power dynamics between and within each group as the conflict escalates, and the bodycount skyrockets.A warning: I think this may be the most brutal novel I have ever read. Somehow, Winslow manages to prevent the repetition of torture, of the deaths of faceless dozens and individuals we have grown to know well, from becoming numbing. At one point Pablo, a Juarense journalist, thinks to himself that he has seen thousands of corpses and is brought up short by the realisation that this is in no way an exaggeration.Don Winslow has written another book that is at the same time a superb thriller along with an examination on the horrors of the illegal drugs trade and the effects it has on both the societies and those involved, by choice and otherwise.I'll definitely need a palate cleanser or three before the third volume....more",Notes are private!,0,8,1,"Aug 14, 2023","Sep 30, 2023","Aug 14, 2023",,Hardcover,view (with text),/book/show/23602561-the-cartel
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Histories,Herodotus,,,B00F01IN6M,846        pp,4.00,"51,629",-430,"Sep 26, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 14, 2023",,Kindle Edition,view,/book/show/18930907-the-histories
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Broken Harbour        (Dublin Murder Squad #4),"French, Tana*",,,B007ROSN7E,545        pp,3.95,"100,544","Jul 02, 2012","Jul 19, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 14, 2023",,Kindle Edition,view,/book/show/19003019-broken-harbour
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Walking the Great North Line: From Stonehenge to Lindisfarne to Discover the Mysteries of Our Ancient Past,"Twigger, Robert",,,B07VYGTSDL,328        pp,3.77,192,unknown,"Apr 23, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 14, 2023",,Kindle Edition,view,/book/show/53702375-walking-the-great-north-line
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Plutoshine,"Kissick, Lucy*",1473233178,9781473233171,B08XMF92PP,400        pp,3.91,375,"Mar 17, 2022","Feb 17, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 14, 2023",,Kindle Edition,view,/book/show/57427672-plutoshine
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Androne        (Androne #1),"Worrell, Dwain",1662511965,9781662511967,B0BLT7N8XJ,329        pp,3.92,"2,736","Sep 01, 2023","Aug 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 14, 2023",,Kindle Edition,view,/book/show/63293050-androne
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ink Blood Sister Scribe,"Törzs, Emma*",,,B0B9JBZC4Q,416        pp,4.05,"33,713","May 30, 2023","Jun 27, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 14, 2023",,Kindle Edition,view,/book/show/62052996-ink-blood-sister-scribe
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Graces: The captivating historical novel for fans of Stacey Halls,"MacGowan, Siobhan*",1787397343,9781787397347,B0BJGRS6N8,323        pp,3.94,174,unknown,"Jun 22, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 14, 2023",,Kindle Edition,view,/book/show/121235712-the-graces
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lost Man,"Harper, Jane*",1408708221,,B07DX23VP3,352        pp,4.16,"98,518","Oct 23, 2018","Oct 23, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 14, 2023",,Kindle Edition,view,/book/show/40692028-the-lost-man
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Godkiller        (Fallen Gods, #1)","Kaner, Hannah",,,B0B4HSGDPC,296        pp,3.93,"24,962","Jan 19, 2023","Jan 19, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 14, 2023",,Kindle Edition,view,/book/show/63245973-godkiller
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Infinity Gate        (Pandominion, #1)","Carey, M.R.*",0356518027,9780356518022,B0B936DSRD,527        pp,4.16,"4,348","Mar 28, 2023","Mar 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 14, 2023",,Kindle Edition,view,/book/show/74756439-infinity-gate
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Fix the System, Not the Women","Bates, Laura*",1398523402,9781398523401,1398523402,224        pp,4.52,"3,469","May 12, 2022","Apr 12, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 14, 2023",,Paperback,view,/book/show/62815627-fix-the-system-not-the-women
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Emperor Charlemagne,"Chamberlin, E.R.",1913518809,9781913518806,B08994S6SR,341        pp,4.01,458,"Dec 31, 1986","Aug 16, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really knew very little about Charlemagne. We don't learn about him in school in the UK - as with many places, the way we learn history is quite parI really knew very little about Charlemagne. We don't learn about him in school in the UK - as with many places, the way we learn history is quite parochial, focusing on our own history and the things that we want to see directly impacting upon it, and Carolus Magnus really didn't do so, directly.And Britain is probably the only part of Europe for which that's true.Only a generation or two from Teutonic War Band chieftain, he built an empire that included most of modern Germany and France, Italy, and much of the surrounding countries. He was central in both stopping the Islamic Umayyad expansion beyond Iberia and Hunnish invaders from the East, as well as building a culture of art and learning that the term The Dark Ages does a grave disservice to.This book is an excellent overview, doing a wonderful job of placing Carl in his context - of descent, and the culture and religion of the time - and also of giving us a view of the economic, social and even technological forces along with the personal and political....more",Notes are private!,0,4,1,"Aug 14, 2023","Aug 16, 2023","Aug 14, 2023",,Kindle Edition,view (with text),/book/show/53808443-the-emperor-charlemagne
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Half Life of Valery K,"Pulley, Natasha",1635573270,9781635573275,1635573270,375        pp,4.22,"4,154","Jun 23, 2022","Jul 26, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I've been very much enjoying Natasha Pulley's work since my first encounter with her, in The Kingdoms. Her characterisation and prose are excellent, wI've been very much enjoying Natasha Pulley's work since my first encounter with her, in The Kingdoms. Her characterisation and prose are excellent, with wonderfully constructed, humane stories.I confess that when I saw The Half Life of Valery K in the Audible sale I almost passed on it; the story seemed so very unlike her usually alternate-history, steampunk tales I was unsure if it would be my kind of thing.I couldn't have been more wrong.Genius biologist Valery Kolkhanov is taken from the Siberian Gulag in which he's been imprisoned for six years and taken to work at the Closed City nicknamed City 40, or Chelyabinsk 40 - a secret city containing an even more secret atomic research facility - where he begins to discover some terrible mysteries.Pulley advances the plot with a huge amount of skill, whilst revealing the back-story of both Valery and local KGB colonel Shenkov. The novel is very dark and often very tense, but with wonderful touches of humour and the whole thing is carried by the utterly charming character of Valery; funny, outspoken to the point of rudeness and even idiocy, brilliant but naïve.Similarly to the superb TV show Chernobyl, Pulley explores what it means to live in a totalitarian state where making waves is likely to get you shot but, being a novel, delves far deeper into the psychological effects of living under constant fear.The novel is not faultless - some of the details are patchy, such as references to Land Rovers, but this is a truly excellent novel, I think Pulley's best to date.Oh, and while the characters and their interactions are fictional, the rest is true. City 40 was and is real, and the horrific events behind it really happened....more",Notes are private!,0,1,1,"Aug 10, 2023","Aug 14, 2023","Aug 10, 2023",,Hardcover,view (with text),/book/show/58532153-the-half-life-of-valery-k
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Carry On, Jeeves: (Jeeves & Wooster)        (Jeeves & Wooster) (Jeeves & Wooster Series Book 3)","Wodehouse, P.G.",,,B0031RS2CM,260        pp,4.25,"25,023",1925,"Dec 23, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Aug 08, 2023","Aug 09, 2023","Aug 08, 2023",,Kindle Edition,view,/book/show/11215364-carry-on-jeeves
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sundial,"Ward, Catriona*",1788166213,9781788166218,1788166213,352        pp,3.80,"18,435","Mar 01, 2022","Oct 06, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 14, 2024","Jan 17, 2024","Aug 05, 2023",,Paperback,view,/book/show/60283164-sundial
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Story of Russia,"Figes, Orlando",1250871395,9781250871398,1250871395,368        pp,4.27,"2,219","Sep 20, 2022","Sep 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 05, 2023",,Paperback,view,/book/show/77920773-the-story-of-russia
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stories for Chip: A Tribute to Samuel R. Delany,"Shawl, Nisi",0990319172,9780990319177,0990319172,350        pp,3.47,87,"Jul 01, 2015","Aug 03, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 03, 2023",,Paperback,view,/book/show/23398319-stories-for-chip
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Thirteenth Tale,"Setterfield, Diane*",0385680406,9780385680400,0385680406,416        pp,3.98,"313,079","Sep 12, 2006","Jun 18, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 25, 2023","Jul 28, 2023","Jul 25, 2023",,Paperback,view,/book/show/16169855-the-thirteenth-tale
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Beartown        (Beartown, #1)","Backman, Fredrik*",,,B079XY62GF,415        pp,4.29,"439,167","Sep 15, 2016","May 03, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2023",,Kindle Edition,view,/book/show/38712580-beartown
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What If?2: Additional Serious Scientific Answers to Absurd Hypothetical Questions,"Munroe, Randall*",1473680654,,B09RDS8J7J,572        pp,4.37,"12,557","Sep 13, 2022","Sep 13, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2023",,Kindle Edition,view,/book/show/60353961-what-if-2
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Harlem Shuffle,"Whitehead, Colson*",0708899455,,B08VNSGJK7,337        pp,3.74,"69,511","Sep 14, 2021","Sep 14, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2023",,Kindle Edition,view,/book/show/57842901-harlem-shuffle
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Glory,"Bulawayo, NoViolet",,,B095JQ834W,403        pp,3.71,"4,785","Mar 08, 2022","Apr 07, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2023",,Kindle Edition,view,/book/show/60830862-glory
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Critic        (Enzo Files, #2)","May, Peter*",1529431581,,B00CUE0CY8,303        pp,3.74,"5,032",2007,"May 30, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2023",,Kindle Edition,view,/book/show/18968256-the-critic
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stone Blind,"Haynes, Natalie*",1529061520,,B09VGZJ8RY,379        pp,3.85,"42,465","Sep 15, 2022","Sep 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2023",,Kindle Edition,view,/book/show/61111685-stone-blind
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Moose Paradox: The outrageously funny, tense sequel to the No. 1 bestselling The Rabbit Factor","Tuomainen, Antti*",1914585364,,B09WZMFTCM,305        pp,3.76,"1,356","Aug 12, 2021","Oct 27, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2023",,Kindle Edition,view,/book/show/63006005-the-moose-paradox
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sanctuary,"Murray, Andrew Hunter*",,,,unknown,3.55,"2,311","May 26, 2022","May 25, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2023",,Kindle Edition,view,/book/show/59582835-the-sanctuary
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Go Big: How To Fix Our World,"Miliband, Ed",,,B08598BG2B,288        pp,4.14,579,unknown,"Jun 03, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2023",,Kindle Edition,view,/book/show/58250918-go-big
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Emotional Ignorance: Lost and Found in the Science of Emotion,"Burnett, Dean*",,,B07Z5GW314,445        pp,3.67,131,unknown,"Jan 10, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2023",,Kindle Edition,view,/book/show/50276267-emotional-ignorance
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Gene: An Intimate History,"Mukherjee, Siddhartha",,,B019CGXQ6C,609        pp,4.36,"49,228","Jun 02, 2016","Jun 02, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2023",,Kindle Edition,view,/book/show/29436221-the-gene
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rise of the Seleukid Empire (323 - 223 BC): Seleukos I to Seleukos III,"Grainger, John D.",,,B00OZ3HW1S,354        pp,3.89,137,"Aug 06, 2014","Aug 06, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2023",,Kindle Edition,view,/book/show/23824405-the-rise-of-the-seleukid-empire-323---223-bc
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shadowlands: A Journey Through Lost Britain,"Green, Matthew",,,B09CSKK4LQ,369        pp,3.83,861,"Jul 19, 2022","Mar 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2023",,Kindle Edition,view,/book/show/60653695-shadowlands
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,British Rail,"Wolmar, Christian",,,B09HJSJ984,392        pp,4.19,235,unknown,"Jun 09, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2023",,Kindle Edition,view,/book/show/61213910-british-rail
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dust        (Silo, #3)","Howey, Hugh*",,,B00CZC6CNK,482        pp,4.24,"97,150","Aug 17, 2013",Apr 2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2023",,Kindle Edition,view,/book/show/144530176-dust
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Essex Serpent,"Perry, Sarah",0062666371,9780062666376,0062666371,422        pp,3.53,"63,004","May 27, 2016","Jun 06, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Jul 12, 2023","Jul 21, 2023","Jul 12, 2023",,Hardcover,view,/book/show/32075861-the-essex-serpent
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Titanium Noir,"Harkaway, Nick*",1472156927,9781472156921,1472156927,256        pp,4.05,"5,475","May 16, 2023","May 30, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 11, 2023","Jul 12, 2023","Jul 11, 2023",,Paperback,view,/book/show/150339210-titanium-noir
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beyond Measure: The Hidden History of Measurement from Cubits to Quantum Constants,"Vincent, James*",1324035854,9781324035855,1324035854,432        pp,3.87,887,"May 31, 2022","Nov 01, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jul 08, 2023","Jul 10, 2023","Jul 08, 2023",,Hardcover,view,/book/show/60165431-beyond-measure
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sad Little Men: Private Schools and the Ruin of England,"Beard, Richard",1787302938,9781787302938,1787302938,278        pp,3.58,939,"Aug 26, 2021","Aug 26, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Richard Beard is the same age as David Cameron and a couple of years younger than Boris Johnson and, like them, a product of the English Public SchoolRichard Beard is the same age as David Cameron and a couple of years younger than Boris Johnson and, like them, a product of the English Public School system (for clarification, a Public School in the UK is actually an extremely expensive, privileged private institution).Here, he writes a thoughtful, touching and sometimes angry examination of the effect of that system and the arrogant, damaged, driven, needy, emotionally-stunted men that come through it - men who both see power as a game, and yet feel that it is their birthright, men with no knowledge or or interest in the real world and yet who feel somehow that they are qualified to lead it.Men who, despite coming from a tiny, privileged minority, make up a third of cabinet ministers and half of the legal profession - not to mention prominent journalists, editors. pundits and CEOs.Beard eviscerates the supposed quality of the education itself, instead opining that such people rise to prominence by being moulded into driven, mendacious, supremely confident debaters.The sooner we are done with such institutions the better....more",Notes are private!,0,10,1,"Jul 05, 2023","Jul 06, 2023","Jul 05, 2023",,Hardcover,view (with text),/book/show/56758197-sad-little-men
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Revenger        (Revenger #1),"Reynolds, Alastair",0575090537,9780575090538,0575090537,425        pp,3.82,"12,178","Sep 15, 2016","Sep 15, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jun 30, 2023","Jul 04, 2023","Jun 30, 2023",,Hardcover,view,/book/show/28962452-revenger
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Absorption,"Meaney, John",0575085347,9780575085343,0575085347,407        pp,3.74,376,2010,"Jan 01, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 28, 2023",,Paperback,view,/book/show/9713195-absorption
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fall,"Camus, Albert",,,,147        pp,4.04,"106,479","May 16, 1956",1963,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 28, 2023",,Paperback,view,/book/show/1981047.The_Fall
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wild: Tales from Early Medieval Britain,"Jeffs, Amy",1529424267,9781529424263,1529424267,224        pp,3.89,905,2022,"Apr 27, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 28, 2023",,Paperback,view,/book/show/124950673-wild
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shrines of Gaiety,"Atkinson, Kate",1804991058,9781804991053,1804991058,544        pp,3.86,"33,667","Sep 27, 2022","Apr 27, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 28, 2023",,Paperback,view,/book/show/62698528-shrines-of-gaiety
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Demon Copperhead,"Kingsolver, Barbara",0571376487,9780571376483,0571376487,546        pp,4.51,"397,730","Oct 18, 2022","May 04, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 28, 2023",,Paperback,view,/book/show/62086891-demon-copperhead
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Invisible Life of Addie LaRue,"Schwab, V.E.*",0765387565,9780765387561,,448        pp,4.19,"1,066,703","Oct 06, 2020","Oct 06, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Ideas are wilder than memories.""And, as we know, there are only a finite number of ideas. At its surface, this novel takes the same concept as Claire""Ideas are wilder than memories.""And, as we know, there are only a finite number of ideas. At its surface, this novel takes the same concept as Claire North's The Sudden Appearance of Hope; as with that titular character, Addie has the ability/curse that she slips immediately from people's memories the moment she is out of their sight. However, each author takes that seed of an idea and takes it in an entirely different - and equally wonderful - direction.In rural France 1714, Adeline knows that, while the old gods can be beseeched, she should never pray to the gods that only answer after dark - but, in extremis, to avoid an unwanted marriage, in her desperation she throws her wish to any gods who will listen, and begs for freedom from the small life awaiting her.Addie's invisibility is more extreme that Claire North's Hope; Addie cannot even leave marks in the world - any words she writes immediately evaporate, even her footprints in snow rebound as though she was never there - so she begins to live as a muse, attaching herself to artists so that over time, even though they forget her each day, she imprints herself in their paintings, their sculptures, their songs.Alongside this thread is the three-and-quarter century contest between Addie and the entity that granted her wish (""I am older than your god, or your devil""); in exchange for freedom, she has promised her soul, to be presented when she has had enough of living this unseen, unremembered, solitary life.But Addie is far stronger, far more engaged, far cleverer than this embodiment of darkness could ever appreciate.Very much a modern fable, this novel explores freedom and connection, art and belonging. Schwab is a fine writer.I only have two minor gripes. The first, something that should have been picked up in editing, are two occasions when it is stated that Addie speaks Swiss. There is no such language, the tongues of that country being French, German, Italian, and Romansh. The other point is something that I cannot help being somewhat irked by, that we encounter great artists - Beethoven and Frank Sinatra among others - who have literally sold their souls for success. Yes, I know this is metaphor, but I can't help but bridle whenever presented with the idea that humans owe their talent to divine or diabolical favours rather than their own capacity and hard work.Schwab has been on my radar for some years and, on the strength of this, I'll certainly be reading more of her work....more",Notes are private!,0,3,1,"Jun 18, 2023","Jun 22, 2023","Jun 18, 2023",,Hardcover,view (with text),/book/show/50623864-the-invisible-life-of-addie-larue
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Inimitable Jeeves        (Jeeves, #2)","Wodehouse, P.G.",0393339807,9780393339802,0393339807,225        pp,4.20,"27,247",1923,"Jul 05, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jun 15, 2023","Jun 17, 2023","Jun 15, 2023",,Paperback,view,/book/show/9515964-the-inimitable-jeeves
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Story of China: A portrait of a civilisation and its people,"Wood, Michael",1471176002,9781471176005,B07TD6BVHP,622        pp,4.16,"1,533","Jun 09, 2020","Sep 03, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 06, 2023",,Kindle Edition,view,/book/show/55216191-the-story-of-china
