,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Sam's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
1105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Where the Wild Things Are,"Sendak, Maurice",0099408392,9780099408390,B00BG704OS,38        pp,4.24,"1,003,719","Apr 09, 1963",2000,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Oct 15, 2016",,Paperback,view,/book/show/19543.Where_the_Wild_Things_Are
1106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Outsiders,"Hinton, S.E.*",,,,208        pp,4.13,"1,337,578","Apr 24, 1967","Sep 01, 1997",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Oct 15, 2016",,Mass Market Paperback,view,/book/show/231804.The_Outsiders
1107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Tree Grows in Brooklyn,"Smith, Betty",0061120073,9780061120077,0061120073,496        pp,4.29,"465,640","Aug 18, 1943","May 30, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 15, 2016",,Paperback,view,/book/show/14891.A_Tree_Grows_in_Brooklyn
1108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All Quiet on the Western Front,"Remarque, Erich Maria",0449213943,9780449213940,B00EJ3APSG,296        pp,4.07,"460,023",1928,"Jan 01, 1987",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Oct 15, 2016",,Mass Market Paperback,view,/book/show/355697.All_Quiet_on_the_Western_Front
1109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Little House Collection        (Little House, #1-9)","Wilder, Laura Ingalls",0060529962,9780060529963,0060529962,"2,700        pp",4.35,"152,994",1971,"Oct 07, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Oct 15, 2016",,Paperback,view,/book/show/114345.The_Little_House_Collection
1110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Capture the Castle,"Smith, Dodie",0312181108,9780312181109,0312181108,408        pp,4.00,"104,354",1948,"Mar 15, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Oct 15, 2016",,Hardcover,view,/book/show/31122.I_Capture_the_Castle
1111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Far From the Madding Crowd,"Hardy, Thomas",1593082231,9781593082239,1593082231,415        pp,3.96,"153,331","Jan 01, 1874","May 26, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 15, 2016",,Paperback,view,/book/show/380360.Far_From_the_Madding_Crowd
1112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Brothers K,"Duncan, David James",055337849X,9780553378498,055337849X,645        pp,4.39,"15,895","Jan 01, 1992","Jun 01, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 15, 2016",,Paperback,view,/book/show/19534.The_Brothers_K
1113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Haroun and the Sea of Stories        (Khalifa Brothers, #1)","Rushdie, Salman",0670886580,9780670886586,0670886580,224        pp,3.99,"35,162",1990,"Aug 27, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 15, 2016",,Hardcover,view,/book/show/4835.Haroun_and_the_Sea_of_Stories
1114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Midnight's Children,"Rushdie, Salman",0679444629,9780679444626,0679444629,589        pp,3.98,"123,772","Mar 12, 1981","Oct 17, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 15, 2016",,Hardcover,view,/book/show/705209.Midnight_s_Children
1115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nefertiti,"Author Moran, Michelle*",0307381463,9780307381460,0307381463,463        pp,4.09,"38,940","Jul 10, 2007","Jul 10, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 15, 2016",,Hardcover,view,/book/show/481446.Nefertiti
1116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Corelli’s Mandolin,"de Bernières, Louis",067976397X,9780679763970,067976397X,437        pp,4.02,"86,749",1994,"Aug 29, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 15, 2016",,Paperback,view,/book/show/3388.Corelli_s_Mandolin
1117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fire This Time: A New Generation Speaks About Race,"Ward, Jesmyn*",1501126342,9781501126345,1501126342,226        pp,4.36,"9,097","Aug 02, 2016","Aug 02, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 14, 2016",,Hardcover,view,/book/show/28505023-the-fire-this-time
1118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The House of the Spirits,"Allende, Isabel*",0553383809,9780553383805,0553383809,448        pp,4.28,"269,530",1982,"Aug 30, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,2,"Sep 04, 2022Aug 2017","Sep 07, 2022Aug 15, 2017","Oct 13, 2016",,Paperback,view,/book/show/9328.The_House_of_the_Spirits
1119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Six of Crows        (Six of Crows, #1)","Bardugo, Leigh*",,,1627792120,465        pp,4.49,"947,644","Sep 29, 2015","Sep 29, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,9,1,Sep 2017,"Sep 07, 2017","Oct 12, 2016",,Hardcover,view,/book/show/23437156-six-of-crows
1120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Architect's Apprentice,"Shafak, Elif*",052542797X,9780525427971,052542797X,432        pp,4.02,"23,957",2013,"Mar 31, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 12, 2016",,Hardcover,view,/book/show/22571629-the-architect-s-apprentice
1121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nightingale,"Hannah, Kristin*",0312577222,9780312577223,0312577222,440        pp,4.62,"1,358,459","Oct 08, 2015","Feb 03, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Oct 12, 2016",,Hardcover,view,/book/show/21853621-the-nightingale
1122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trail of Broken Wings,"Badani, Sejal*",1477822089,9781477822081,1477822089,370        pp,4.02,"47,532","May 01, 2015","May 01, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 12, 2016",,Paperback,view,/book/show/23417396-trail-of-broken-wings
1123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Go Set a Watchman,"Lee, Harper",0062409859,9780062409850,0062409859,278        pp,3.31,"273,818","Jul 14, 2015","Jul 14, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 12, 2016",,Hardcover,view,/book/show/24817626-go-set-a-watchman
1124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Guns of August,"Tuchman, Barbara W.",0345476093,9780345476098,0345476093,606        pp,4.18,"76,447",1962,"Aug 03, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 12, 2016",,Paperback,view,/book/show/11366.The_Guns_of_August
1125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Gentleman in Moscow,"Towles, Amor*",,,,462        pp,4.33,"543,432","Sep 06, 2016","Sep 06, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Jan 08, 2021","Jan 14, 2021","Oct 12, 2016",,Hardcover,view,/book/show/29430012-a-gentleman-in-moscow
1126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Thirteenth Tale,"Setterfield, Diane*",0743298020,9780743298025,0743298020,406        pp,3.98,"313,089","Sep 12, 2006","Sep 12, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 12, 2016",,Hardcover,view,/book/show/40440.The_Thirteenth_Tale
1127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Inheritance of Loss,"Desai, Kiran",0802142818,9780802142818,0802142818,357        pp,3.45,"52,774","Nov 28, 2005",2005,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 12, 2016",,Paperback,view,/book/show/95186.The_Inheritance_of_Loss
1128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Do Not Say We Have Nothing,"Thien, Madeleine",0393354725,9780393354720,0393354725,473        pp,3.92,"22,447","May 31, 2016","Oct 03, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Oct 12, 2016",,Paperback,view,/book/show/34068497-do-not-say-we-have-nothing
1129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Devil in the Marshalsea,"Hodgson, Antonia*",144477543X,9781444775433,144477543X,384        pp,3.97,"4,326","Mar 27, 2014","Aug 28, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 12, 2016",,Paperback,view,/book/show/23161030-the-devil-in-the-marshalsea
1130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Twilight Wife,"Banner, A.J.*",1501152114,9781501152115,1501152114,295        pp,3.59,"9,520",Dec 2016,"Dec 27, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 12, 2016",,Paperback,view,/book/show/29562590-the-twilight-wife
1131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Girl in Pieces,"Glasgow, Kathleen*",1101934719,9781101934715,1101934719,416        pp,3.99,"187,886","Aug 30, 2016","Aug 30, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 12, 2016",,Hardcover,view,/book/show/29236380-girl-in-pieces
1132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ways to Disappear,"Novey, Idra*",0316298492,9780316298490,0316298492,272        pp,3.46,"4,432","Feb 09, 2016","Feb 09, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 12, 2016",,Hardcover,view,/book/show/25746685-ways-to-disappear
1133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nest,"Sweeney, Cynthia D'Aprix*",0062414216,9780062414212,0062414216,353        pp,3.41,"176,129","Mar 22, 2016","Mar 22, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 12, 2016",,Hardcover,view,/book/show/25781157-the-nest
1134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All Things Cease to Appear,"Brundage, Elizabeth*",1101875593,9781101875599,1101875593,400        pp,3.69,"12,287","Mar 08, 2016","Mar 08, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 12, 2016",,Hardcover,view,/book/show/25731953-all-things-cease-to-appear
1135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lesser Bohemians,"McBride, Eimear",0571327850,9780571327850,0571327850,313        pp,3.83,"4,618","Sep 01, 2016","Sep 01, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Oct 12, 2016",,Hardcover,view,/book/show/28186432-the-lesser-bohemians
1136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Being Mortal: Medicine and What Matters in the End,"Gawande, Atul",0805095152,9780805095159,0805095152,282        pp,4.49,"190,409","Oct 07, 2014","Oct 07, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 12, 2016",,Hardcover,view,/book/show/20696006-being-mortal
1137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Little Life,"Yanagihara, Hanya*",,,0385539258,720        pp,4.34,"618,548","Mar 10, 2015","Mar 10, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 12, 2016",,Hardcover,view,/book/show/22822858-a-little-life
1138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lion in the Living Room: How House Cats Tamed Us and Took Over the World,"Tucker, Abigail",,,B01CO4B6WA,257        pp,3.62,"3,588","Oct 18, 2016","Oct 18, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Oct 12, 2016",,Kindle Edition,view,/book/show/31936547-the-lion-in-the-living-room
1139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shards,"Prcic, Ismet",0802170811,9780802170811,0802170811,392        pp,3.87,698,"Oct 04, 2011","Oct 04, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 12, 2016",,Paperback,view,/book/show/10772353-shards
1140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Good Lord Bird,"McBride, James*",1594486344,9781594486340,1594486344,417        pp,3.93,"33,451",2013,"Aug 20, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I picked up The Good Lord Bird as a book on my shelf I’d never gotten around to reading. I didn’t expect my primary reactions while reading to be I picked up The Good Lord Bird as a book on my shelf I’d never gotten around to reading. I didn’t expect my primary reactions while reading to be smirking, snorting, and in some places laughing out loud, while also nodding ferociously at some of the well-observed “truths” McBride’s narrator Onion uncovers over the course of the story. This book is humorous, satirical historical fiction, but I think McBride also hits the absurdity and inhumanity of so much of the American social construct in the 1850s (and today): slavery, violence against black people, colorism, erasure of black voices. And yet by giving his individual characters depth, dimension, motive and personality, McBride’s Onion, Old Man (John Brown), Bob, Brown’s sons, and various other characters are more than just stock figures enacting the scenes to illustrate McBride’s themes. It’s a tightrope, but for me at least, McBride really pulled it off: I was entertained, amused, horrified, enraged, and educated by various turns. I went with 4.5 stars, rounded up to 5 stars: I think right after reading it I probably would have rounded down, but I let this novel sink deeper into my brain and after swirling around the themes and doing a bit more unpacking of the novel, I really marveled at its ability to make me think and feel in addition to finding it enjoyable and well-written.He was like everybody in war. He believed God was on his side. Everybody got God on their side in a war. Problem is, God ain’t tellin’ nobody who He’s for.The book opens in the heart of Bleeding Kansas, when Kansas was a territory not a state and the struggle between abolitionists and pro-slavers over the state’s fate mirrored the larger political, ideological, and violent disagreements across the country. Onion through a series of unfortunate events is mistaken for a girl and then “liberated” from slavery when John Brown/the Old Man accidentally kills Onion’s father. Onion, the Old Man, and his not so merry band of sometimes-abolitionist allies go on a long journey through free and slave territories and states, interacting with a cross section of society – free, famous, important to slaves and poor or working people – until they all wind up at the place of destiny: Harper’s Ferry, Virginia and the doomed raid to seize munitions and free black people. With this seemingly serious and important historical moment and the horrors of slavery as a backdrop, as I said earlier I really was not expecting things to be so damn funny. Onion is such a good unreliable narrator, framed as an adult man reflecting on times long past as a child, and his observations and recollections can be very sharply observed and snarky to downright hilarious. I think I first knew what I was in for in the opening scenes in which Onion first meets John Brown, the Old Man, and is mistaken for a girl based on a mispronounced name (and oh the link to modern day microaggressions and “black names” just made this more funny):See my true name is Henry Shackleford. But the Old Man hear Pa say “Henry ain’t a” and took it to be “Henrietta,” which is how the Old Man’s mind worked. Whatever he believed, he believed. It didn’t matter to him whether it was really true or not. He just changed the truth till it fit him. He was a real white man.To Onion pulling his best Scarlett O’Hara and riffing on the stereotypes of biracial women of the time (see Eliza from Uncle Tom's Cabin) and using his “feminine wiles” to put a nosy rebel pro-slaver off the scent: “I am Henrietta Shackleford and you ought not to talk ‘bout me like I am a full-blooded n-, being that I am only half a n—and all alone in this world. The best part of me nearly as white as you, sir. I just don’t know where I belongs, being a tragic mulatto and all.” Then I busted into tears.To how Onion recollects his interactions with Frederick Douglass, the great man of black and abolitionist history, somewhat reduced to a comic character of predatory lechery and bombast, but with some choice lines:  “Don’t you know you are not addressing a pork chop, but rather a fairly considerable and incorrigible piece of the American Negro Diaspora?”The more stupefied he got, the more he forgot about the hanky-panky he had in mind and instead germinated on what he knowed – orating. First he orated on the plight of the Negro. He just about wore the Negro out.But if all The Good Lord Bird was was a comic romp through pre-Civil War Kansas, Missouri, the North and Virginia with slavery, abolitionists, and Onion’s hiding as a girl played for laughs, the book wouldn’t have been successful. Instead, the comedy lives alongside and gives way for really serious, thoughtful meditations on the creation of the myth of John Brown, the necessity of the Civil War to free the slaves, the complete ignorance and dismissal of black people’s needs, wants, fears in everything, gender norms and their subversion or removal especially among slaves as a means of survival. For example, on the question of gender, Onion is going through this point of life as a girl for an added level of safety and to conform with what the Old Man has assumed about him. It’s telling then that in Onion’s eyes, the people depicted with the most strength, courage are black women: Sibonia and Libby, Harriet Tubman, and Miss Becky. (And note that McBride does give us a character like Pie to show another, more selfish but perhaps necessary from circumstances side of survival for female slaves). When Onion tries to gather his own courage and figure out what it means to be a man, those female examples seem to be the ones he relies on most, as he rephrases some of the ideas of Sibonia and Harriet to push him to act for the good of others and risk his own safety, and stop hiding and concealing who he was. Onion’s coming of age in the novel also reflects the transformation from slave to free person: Onion explains how hiding, covering, lying, tricking are tools of slaves to stay alive and ahead of the white masters, so Onion (view spoiler)[revealing himself as a boy and running back to the raid (hide spoiler)] seem to cement Onion’s status as truly free and fully himself. Onion’s loss of innocence and admission of responsibility for some of the calamitous raid (view spoiler)[ and the death of the Rail Man and loss of potential black allies  (hide spoiler)] to me also reflects the price of freedom. As the narrative unfolds, Onion’s perspective expands to take on more than his own survival and immediate desires of security, and we see greater recognition of the silencing and lack of agency and willpower black people are thought to have by whites and decisions are made about and for Onion and others. Take for example the difference between how Bob describes how he was “freed” by Brown and later essentially forced into being part of Brown’s army: ”My marse and I was rolling to town. I heard a noise. Next thing I know, he stepped out the woods holding a rifle in marse’s face. He said, ‘I’m taking your wagon and freeing your colored man.’ He didn’t ask me if I wanted to be free. Course I come along ‘cause I had to. But I thought he was going to free me to the north. Nobody said nothing about fighting nobody.”Versus how later in the story the Old Man portrays black people and their desire to join his cause (again mirroring Onion’s earlier observation about how belief does not require truth, and certainly not in considering a black person as a person):""They will join us ‘cause we will offer them something their masters cannot: their freedom. They are thirsting for the opportunity to fight for it. They are dying to be free."". Ironic all the more as Onion puts it, during the first day of the raid on Harper’s Ferry, to count, I’d seen with my own eyes the first two folks deadened in the Old Man’s army on account of him freeing the colored was the colored themselves. Note that McBride doesn’t make Bob’s experience and perspective as a slave turned free person the only one in the book either, and shows the reader slaves and black people who are thirsting to be free, but attempting to do so without violence for themselves and loss of life. Brown’s planned raid on Harper’s Ferry is potentially interfering with and exposing a long operated section of the Underground Railroad, again throwing into stark relief the agency and will of slaves to escape and black people (and white allies) to assist them with the white-centered approaches of Brown and the righteous abolitionists and some of the pro-slavers. They have opposing views that lead them to be deadly enemies to be sure, but they can both be easily callous and indifferent to the actual needs of black people and that disregard is built into the system for both sides. For example, in the heart of abolitionist America, Onion sees that black voices outside of Mr. Douglass are nowhere to be found (and how that silence is another form of violence against black people) when the evils of slavery and the need for overthrowing the South and killing rebels is praised: It made me a bit sad, truth be to tell it, to watch them hundreds of white folks crying for the Negro, for there weren’t hardly ever any Negroes present at most of them gatherings, and them that was there was doodied up and quiet as a mouse. It seemed to me the whole business of the Negro’s life out there weren’t no different than it was out west, to my mind. It was like a big, long lynching. Everybody got to make a speech about the Negro but the NegroEven in (for me) the novel’s last humorous moment towards the end, there’s a damning of some of the characters for failing to recognize that Onion is a boy and has been the whole time, but it’s made funny and also sad in that one of the few white people to recognize Onion as a boy probably does so from a perspective of understanding the value of Onion as property, not as a human being:The soldier smirked. “Her?” he said. “That’s a he, sir,” he scolded. “Can’t y’all tell your n—s one from the other? No wonder y’all got insurrections all ‘round here. You treat your colored so damn bad you don’t know one from the other. We’d never treat our n—s this way in Alabama.”I’ve spoken less than some other s about the Old Man, aka John Brown, as a character, and that’s because in my reading, most of this novel belongs to Onion. The Old Man also doesn’t change much in the narrative; instead through Onion’s eyes and recollections, we watch John Brown morph from the odd looking old guy getting a haircut in Dutch Henry’s, to a zealous, brutal abolitionist with a propensity for overly long and sometimes untimely sermons, to a horror story or boogeyman that rebels swap tall tales about, to finally a doomed, failed revolutionary transformed into a legendary martyr and spark of the Civil War: as Onion puts it, I do believe he done more against slavery in them last six weeks with letter writings and talking than he ever done raising one gun or sword.. And Onion comes to see that the war is somewhat inevitable and so John Brown was divinely chosen to set things in motion to free all slaves, but we as the reader can certainly also interrogate Brown’s actions and ideas that don’t align with that vision of freedom.Ultimately, The Good Lord Bird is successful because even as a piece of historical fiction and satirical comedy, it has important things to say not just about America of the 1850s but America today, and the long arc towards freedom and justice and equality has been a long time coming and a long time deferred, denied, and violently suppressed. It’s hard, especially as a biracial and black person myself, not to despair sometimes when considering the hundreds of years of systemic racism and dehumanization we’ve faced in forms and garb that simply mutate to reflect the changing times. But this book reminded me that even for those despairing and even in the face of seemingly overwhelming odds and death and destruction, things can move towards improvement and betterment, and the novel does this while also having real empathy for the emotional and intellectual burden faced. Some things in this world just ain’t meant to be, not in the times we want ‘em to, and the heart has to hold it in this world as a remembrance, a promise for the world that’s to come. There’s a prize at the end of all of it, but still, that’s a heavy load to bear....more",Notes are private!,0,15,1,"Jun 12, 2020","Jun 14, 2020","Oct 12, 2016",,Hardcover,view (with text),/book/show/16171272-the-good-lord-bird
1141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Telegraph Avenue,"Chabon, Michael",0061493341,9780061493348,0061493341,465        pp,3.39,"21,287","Sep 11, 2012","Sep 11, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 12, 2016",,Hardcover,view,/book/show/10756240-telegraph-avenue
