,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Katherine's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vacuum in the Dark,"Beagin, Jen",1501182145,9781501182143,1501182145,240        pp,3.59,"3,444","Feb 26, 2019","Feb 26, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 16, 2020",,Hardcover,view,/book/show/40538557-vacuum-in-the-dark
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Affairs of the Falcóns,"Rivero, Melissa*",0062872354,9780062872357,0062872354,277        pp,3.73,"1,882","Apr 02, 2019","Apr 02, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 16, 2020",,Hardcover,view,/book/show/40242878-the-affairs-of-the-falc-ns
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Air You Breathe,"Peebles, Frances de Pontes*",0735210993,9780735210998,0735210993,449        pp,3.87,"8,442",unknown,"Aug 21, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 14, 2020",,Hardcover,view,/book/show/38089150-the-air-you-breathe
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Five Years,"Serle, Rebecca*",1982137444,9781982137441,1982137444,272        pp,3.79,"490,448","Mar 10, 2020","Mar 10, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 14, 2020",,Hardcover,view,/book/show/50093704-in-five-years
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Month in Siena,"Matar, Hisham",0241409500,9780241409503,0241409500,128        pp,4.05,"2,172","Oct 17, 2019","Oct 17, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 14, 2020",,Hardcover,view,/book/show/43783430-a-month-in-siena
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl on the Cliff,"Riley, Lucinda",,,B005JZ9ONA,576        pp,4.09,"26,415",2011,"Oct 27, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 13, 2020",,Kindle Edition,view,/book/show/11973190-the-girl-on-the-cliff
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Midnight Rose,"Riley, Lucinda",1476703574,9781476703572,1476703574,496        pp,4.40,"26,487","Aug 29, 2013","Mar 18, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 13, 2020",,Paperback,view,/book/show/18143789-the-midnight-rose
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Olive Tree,"Riley, Lucinda",150982474X,,B01BHX2Z1A,608        pp,4.06,"20,683","Jul 14, 2016","Jul 14, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 13, 2020",,Kindle Edition,view,/book/show/29351574-the-olive-tree
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Magus,"Fowles, John",0316296198,9780316296199,0316296198,656        pp,4.05,"58,604",1965,"Jan 04, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 13, 2020",,Paperback,view,/book/show/16286.The_Magus
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Convenience Store Woman,"Murata, Sayaka",,,,163        pp,3.69,"278,579","Jul 27, 2016","Jun 27, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 07, 2020",,Paperback,view,/book/show/38357895-convenience-store-woman
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Oksana, Behave!","Kuznetsova, Maria*",0525511873,9780525511878,0525511873,272        pp,3.44,"1,356","Mar 19, 2019","Mar 19, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 16, 2020","Jun 18, 2020","Jun 07, 2020",,Hardcover,view,/book/show/40712495-oksana-behave
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sharp Objects,"Flynn, Gillian*",,,,254        pp,4.02,"1,040,969","Sep 26, 2006","Jul 31, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 18, 2020","Jun 21, 2020","Jun 07, 2020",,Paperback,view,/book/show/18045891-sharp-objects
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl with the Louding Voice,"Daré, Abi",1524746029,9781524746025,1524746029,371        pp,4.44,"149,220","Feb 04, 2020","Feb 04, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 07, 2020",,Hardcover,view,/book/show/50214741-the-girl-with-the-louding-voice
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Commonwealth,"Patchett, Ann",0062491792,9780062491794,0062491792,322        pp,3.83,"182,236",Sep 2016,"Sep 13, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 07, 2020",,Hardcover,view,/book/show/28214365-commonwealth
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"My Sister, the Serial Killer","Braithwaite, Oyinkan*",0385544235,9780385544238,0385544235,226        pp,3.67,"293,702","Jul 17, 2018","Nov 20, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 06, 2020",,Hardcover,view,/book/show/38819868-my-sister-the-serial-killer
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Middle School Rules of Thomas Morstead,"Jensen, Sean",1424559006,9781424559008,1424559006,176        pp,3.60,5,unknown,"Jun 02, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 04, 2020","Jun 04, 2020","Jun 04, 2020",,Paperback,view,/book/show/53126659-the-middle-school-rules-of-thomas-morstead
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Clap When You Land,"Acevedo, Elizabeth*",0062882767,9780062882769,0062882767,432        pp,4.24,"100,507","May 05, 2020","May 05, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Feb 2022,"May 15, 2022","Jun 02, 2020",,Hardcover,view,/book/show/52516332-clap-when-you-land
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Corpse Walker: Real Life Stories, China from the Bottom Up","Yiwu, Liao",037542542X,9780375425424,037542542X,336        pp,4.22,"2,848","Apr 03, 2003","Apr 15, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 01, 2020",,Hardcover,view,/book/show/2880708-the-corpse-walker
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Girl, Woman, Other","Evaristo, Bernardine",0241364906,9780241364901,0241364906,453        pp,4.29,"231,169","May 02, 2019","May 02, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 01, 2020",,Kindle Edition,view,/book/show/41081373-girl-woman-other
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Patsy,"Dennis-Benn, Nicole *",1631495631,9781631495632,1631495631,419        pp,3.92,"11,166","Jun 04, 2019","Jun 04, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 01, 2020",,Hardcover,view,/book/show/41817523-patsy
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Woman Is No Man,"Rum, Etaf*",0062699768,9780062699763,0062699768,339        pp,4.26,"149,539","Mar 05, 2019","Mar 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 01, 2020",,Hardcover,view,/book/show/34313931-a-woman-is-no-man
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All My Puny Sorrows,"Toews, Miriam",0345808002,9780345808004,0345808002,321        pp,4.00,"28,790","Apr 15, 2014","Apr 15, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 01, 2020",,Hardcover,view,/book/show/18339630-all-my-puny-sorrows
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The House of Broken Angels,"Urrea, Luis Alberto*",,,,336        pp,3.89,"17,611","Mar 06, 2018","Mar 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 01, 2020",,Kindle Edition,view,/book/show/40603634-the-house-of-broken-angels
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Beartown        (Beartown, #1)","Backman, Fredrik*",1501160761,9781501160769,1501160761,418        pp,4.29,"439,181","Sep 15, 2016","Apr 25, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 30, 2022",Jan 2023,"Jun 01, 2020",,Hardcover,view,/book/show/31443394-beartown
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret History,"Tartt, Donna",1400031702,9781400031702,1400031702,559        pp,4.17,"741,905","Sep 16, 1992","Sep 11, 1992",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5Hated all of the characters, and I think that was the point? Very well written, but honestly horrified by how such awful occurrences/events were gl3.5Hated all of the characters, and I think that was the point? Very well written, but honestly horrified by how such awful occurrences/events were glossed over by most of the people in the book...more",Notes are private!,0,4,1,"Nov 10, 2023","Nov 17, 2023","Jun 01, 2020",,Paperback,view (with text),/book/show/29044.The_Secret_History
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Art Forger,"Shapiro, Barbara A.",1616201320,9781616201326,1616201320,355        pp,3.75,"88,660","Oct 23, 2012","Oct 23, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 01, 2020",,Hardcover,view,/book/show/14568987-the-art-forger
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Virgil Wander,"Enger, Leif",0802128785,9780802128782,0802128785,303        pp,4.01,"18,099","Oct 02, 2018","Oct 02, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 01, 2020",,Hardcover,view,/book/show/39027388-virgil-wander
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prodigal Summer,"Kingsolver, Barbara",0060959037,9780060959036,0060959037,444        pp,4.03,"114,412","Oct 17, 2000","Oct 16, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 01, 2020",,Paperback,view,/book/show/14249.Prodigal_Summer
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Once Upon a River,"Setterfield, Diane*",0743298071,9780743298070,0743298071,464        pp,3.95,"90,188","Dec 03, 2018","Dec 04, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 01, 2020",,Hardcover,view,/book/show/40130093-once-upon-a-river
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"When We Left Cuba        (The Perez Family, #2)","Cleeton, Chanel*",,,,346        pp,4.01,"41,200","Apr 09, 2019","Apr 09, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 01, 2020",,Paperback,view,/book/show/40265670-when-we-left-cuba
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book Thief,"Zusak, Markus*",,,0375831002,592        pp,4.39,"2,557,419","Sep 01, 2005","Mar 14, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Jan 02, 2022","Jan 17, 2022","May 31, 2020",,Kindle Edition,view,/book/show/19063.The_Book_Thief
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sleepwalker's Guide to Dancing,"Jacob, Mira*",0812994787,9780812994780,0812994787,512        pp,4.01,"13,693","Jul 01, 2014","Jul 01, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 31, 2020",,Hardcover,view,/book/show/18507827-the-sleepwalker-s-guide-to-dancing
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Mysterious Affair at Styles        (Hercule Poirot, #1)","Christie, Agatha",0646418432,9780646418438,0646418432,121        pp,4.00,"423,388","Jan 01, 1920","Oct 21, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 30, 2020",,Paperback,view,/book/show/16343.The_Mysterious_Affair_at_Styles
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Exciting Times,"Dolan, Naoise",0062968742,9780062968746,0062968742,243        pp,3.24,"63,829","Apr 01, 2020","Jun 02, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 30, 2020",,Hardcover,view,/book/show/50175419-exciting-times
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hate U Give        (The Hate U Give, #1)","Thomas, Angie*",,,0062498533,454        pp,4.47,"897,593","Feb 28, 2017","Feb 28, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 29, 2020",,Hardcover,view,/book/show/32075671-the-hate-u-give
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The New Jim Crow: Mass Incarceration in the Age of Colorblindness,"Alexander, Michelle",,,,290        pp,4.52,"108,089","Jan 05, 2010","Jan 05, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 28, 2020",,Hardcover,view,/book/show/6792458-the-new-jim-crow
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Euphoria,"King, Lily*",0802122558,9780802122551,0802122558,256        pp,3.86,"92,595","Jun 03, 2014","Jun 03, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.3⭐️ certain parts were compelling, while other parts dragged on a bit. Overall, glad to finally check this one off of my tbr of 2 years",Notes are private!,0,1,1,"Jul 27, 2023","Aug 04, 2023","May 25, 2020",,Hardcover,view (with text),/book/show/18467802-euphoria
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Argonauts,"Nelson, Maggie",1555977073,9781555977078,1555977073,160        pp,4.02,"48,692","May 05, 2015","May 05, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 25, 2020",,Hardcover,view,/book/show/22929741-the-argonauts
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Butterfly Room,"Riley, Lucinda",1529014972,9781529014976,B07KW16QNT,624        pp,4.18,"21,497","May 02, 2019","May 02, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 25, 2020",,Kindle Edition,view,/book/show/42968219-the-butterfly-room
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lavender Garden,"Riley, Lucinda",1476703558,9781476703558,1476703558,403        pp,4.26,"27,571",Aug 2012,"Jun 11, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 25, 2020",,Paperback,view,/book/show/16130405-the-lavender-garden
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Italian Girl,"Riley, Lucinda",,9781447257066,,594        pp,4.14,"17,355",1996,"Jun 01, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 25, 2020",,Paperback,view,/book/show/22057035-the-italian-girl
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Orchid House,"Riley, Lucinda",1451655789,9781451655780,1451655789,449        pp,4.01,"33,350","Nov 25, 2010","Feb 14, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 25, 2020",,Paperback,view,/book/show/12449167-the-orchid-house
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I'll Give You the Sun,"Nelson, Jandy*",0803734964,9780803734968,0803734964,371        pp,4.16,"335,689","Sep 16, 2014","Sep 16, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 22, 2020",,Hardcover,view,/book/show/20820994-i-ll-give-you-the-sun
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Americanah,"Adichie, Chimamanda Ngozi",,,,477        pp,4.32,"371,115","May 14, 2013","May 14, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 23, 2020","Jun 02, 2020","May 22, 2020",,Hardcover,view,/book/show/15796700-americanah
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Light We Cannot See,"Doerr, Anthony*",,,B00DPM7TIG,552        pp,4.32,"1,661,364","May 06, 2014","May 06, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 22, 2020",,Kindle Edition,view,/book/show/19398490-all-the-light-we-cannot-see
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Kite Runner,"Hosseini, Khaled*",,,,371        pp,4.34,"3,148,921","May 29, 2003",May 2004,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 27, 2023","Oct 10, 2023","May 12, 2020",,Paperback,view,/book/show/77203.The_Kite_Runner
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eleanor Oliphant Is Completely Fine,"Honeyman, Gail",0735220689,9780735220683,0735220689,336        pp,4.24,"1,227,045","May 09, 2017","May 09, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 12, 2020",,Hardcover,view,/book/show/31434883-eleanor-oliphant-is-completely-fine
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Night Circus,"Morgenstern, Erin*",,9780385534635,0385534639,506        pp,4.02,"974,931","Sep 13, 2011","Sep 13, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 12, 2020",,Hardcover,view,/book/show/9361589-the-night-circus
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Animal Farm,"Orwell, George",0451526341,9780451526342,,141        pp,3.99,"3,883,876","Aug 17, 1945",Apr 1996,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 15, 2023","Oct 15, 2023","May 11, 2020",,Mass Market Paperback,view,/book/show/170448.Animal_Farm
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Inside Out & Back Again,"Lại, Thanhhà *",0061962783,9780061962783,0061962783,262        pp,4.12,"61,491","Feb 22, 2011","Feb 22, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 10, 2020",,Hardcover,view,/book/show/8537327-inside-out-back-again
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Survival of the Sickest: A Medical Maverick Discovers Why We Need Disease,"Moalem, Sharon*",,,0060889659,267        pp,4.14,"8,504",2007,"Feb 06, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 30, 2020",,Hardcover,view,/book/show/119837.Survival_of_the_Sickest
231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Unorthodox: The Scandalous Rejection of My Hasidic Roots,"Feldman, Deborah*",1439187010,9781439187012,1439187010,262        pp,3.99,"63,387","Feb 14, 2012","Oct 02, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 29, 2020",,Paperback,view,/book/show/13547241-unorthodox
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bluest Eye,"Morrison, Toni",,,,216        pp,4.11,"252,650","Jun 01, 1970","Sep 06, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 17, 2023","Jan 12, 2024","Apr 26, 2020",,Paperback,view,/book/show/11337.The_Bluest_Eye
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,If I Had Your Face,"Cha, Frances*",0593129466,9780593129463,0593129466,288        pp,3.75,"51,369","Apr 21, 2020","Apr 21, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 21, 2020",,Hardcover,view,/book/show/52696537-if-i-had-your-face
234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Man Called Ove,"Backman, Fredrik*",1476738017,9781476738017,,337        pp,4.38,"1,031,674","Aug 27, 2012","Jul 15, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 05, 2021","Jan 08, 2021","Apr 21, 2020",,Hardcover,view,/book/show/18774964-a-man-called-ove
235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Deathly Hallows        (Harry Potter, #7)","Rowling, J.K.",,,,759        pp,4.62,"3,707,824","Jul 21, 2007","Jul 21, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 11, 2020","May 17, 2020","Apr 20, 2020",,Hardcover,view,/book/show/136251.Harry_Potter_and_the_Deathly_Hallows
236,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Half-Blood Prince        (Harry Potter, #6)","Rowling, J.K.",,,,652        pp,4.58,"3,274,456","Jul 16, 2005","Sep 16, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 03, 2020","May 10, 2020","Apr 20, 2020",,Paperback,view,/book/show/1.Harry_Potter_and_the_Half_Blood_Prince
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Order of the Phoenix        (Harry Potter, #5)","Rowling, J.K.",,,,912        pp,4.50,"3,383,169","Jun 21, 2003",Sep 2004,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 24, 2020","May 02, 2020","Apr 20, 2020",,Paperback,view,/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Goblet of Fire        (Harry Potter, #4)","Rowling, J.K.",,,,734        pp,4.57,"3,694,827","Jul 08, 2000","Sep 28, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 14, 2020","Apr 24, 2020","Apr 14, 2020",,Paperback,view,/book/show/6.Harry_Potter_and_the_Goblet_of_Fire
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Prisoner of Azkaban        (Harry Potter, #3)","Rowling, J.K.",043965548X,9780439655484,043965548X,435        pp,4.58,"4,184,790","Jul 08, 1999","May 01, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 13, 2020","Apr 14, 2020","Apr 13, 2020",,Mass Market Paperback,view,/book/show/5.Harry_Potter_and_the_Prisoner_of_Azkaban
240,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bel Canto,"Patchett, Ann",,,0060838728,318        pp,3.93,"283,427","May 22, 2001","Feb 07, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Best book I’ve read in a while. Loved the characters and their varied yet shared experiences. Ending/epilogue was a bit abrupt, though.",Notes are private!,0,3,1,"Jul 18, 2023","Jul 26, 2023","Apr 12, 2020",,Paperback,view (with text),/book/show/5826.Bel_Canto
