,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Patty's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In the Lives of Puppets,"Klune, T.J.*",1250217431,9781250217431,1250217431,480        pp,3.94,"58,928","Apr 25, 2023","Mar 12, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 05, 2024",,Paperback,view,/book/show/127306396-in-the-lives-of-puppets
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Same As It Ever Was,"Lombardo, Claire*",0385549555,9780385549554,0385549555,512        pp,4.40,93,"Jun 18, 2024","Jun 18, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 05, 2024",,Hardcover,view,/book/show/199344873-same-as-it-ever-was
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Patron Saints for Postmoderns: Ten from the Past Who Speak to Our Future,"Armstrong, Chris R.",0830837191,9780830837199,0830837191,249        pp,4.00,21,2009,"Jul 27, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 04, 2024",,Paperback,view,/book/show/6756717-patron-saints-for-postmoderns
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Table for Two,"Towles, Amor*",0593296370,9780593296370,0593296370,464        pp,4.37,752,"Apr 02, 2024","Apr 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 04, 2024",,Hardcover,view,/book/show/195474144-table-for-two
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wrecker,"Hiaasen, Carl*",,,B0BDR3X2XB,329        pp,4.05,"2,463","Sep 26, 2023","May 30, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 02, 2024",not set,"Feb 02, 2024",,Kindle Edition,view,/book/show/62366720-wrecker
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Southern Man        (Penn Cage, #7)","Iles, Greg*",0062824694,9780062824691,0062824694,976        pp,4.43,46,"May 28, 2024","May 28, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 01, 2024",,Hardcover,view,/book/show/58884700-southern-man
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Children of Blood and Bone        (Legacy of Orïsha, #1)","Adeyemi, Tomi*",1250294622,9781250294623,1250294622,560        pp,4.11,"223,483","Mar 06, 2018","Feb 27, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 01, 2024",,Paperback,view,/book/show/39280512-children-of-blood-and-bone
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Wild and Heavenly Place,"Oliveira, Robin",0593543874,9780593543870,B0C4J8J8XB,416        pp,3.91,606,"Feb 13, 2024","Feb 13, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 30, 2024",,Kindle Edition,view,/book/show/150246228-a-wild-and-heavenly-place
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Are Charleston: Tragedy and Triumph at Mother Emanuel,"Frazier, Herb",0718041496,9780718041496,B019HPC98O,238        pp,3.84,163,"Jun 14, 2016","Jun 14, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 27, 2024",,Kindle Edition,view,/book/show/30612129-we-are-charleston
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Daughters Of Yalta: The Churchills, Roosevelts, and Harrimans: A Story of Love and War","Katz, Catherine Grace*",,,B081TVDT9D,417        pp,4.11,"4,780","Sep 29, 2020","Sep 29, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 17, 2024",,Kindle Edition,view,/book/show/51002129-the-daughters-of-yalta
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The September House,"Orlando, Carissa",0593548612,9780593548615,0593548612,344        pp,3.94,"27,788","Sep 05, 2023","Sep 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 17, 2024",,Hardcover,view,/book/show/64623481-the-september-house
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Girl Called Samson,"Harmon, Amy*",1542039738,9781542039734,B0BBY6R1KT,405        pp,4.51,"37,905","Apr 01, 2023","Apr 01, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5 rounded downI adore Amy Harmon books. I enjoyed this one clear up to the point where I read the author's notes on what was history and what was fi3.5 rounded downI adore Amy Harmon books. I enjoyed this one clear up to the point where I read the author's notes on what was history and what was fiction. I felt manipulated. It was a little too little history and little too much fiction.Should make for an interesting book club discussion tonight....more,Notes are private!,0,0,1,not set,"Jan 15, 2024","Jan 17, 2024",,Kindle Edition,view (with text),/book/show/58769584-a-girl-called-samson
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lost Bookshop,"Woods, Evie*",,,B0BMF2M8Z6,444        pp,4.16,"66,958","Jan 24, 2024","Jun 22, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I picked this up because someone described it as the best book they read in 2023. For the right reader, that could be true. For the majority of the boI picked this up because someone described it as the best book they read in 2023. For the right reader, that could be true. For the majority of the book, I was having a lot of fun and was engaged in the story. But if I'm honest, the ending just didn't do it for me. It went a little too far out....more",Notes are private!,0,0,1,not set,"Jan 10, 2024","Jan 17, 2024",,Kindle Edition,view (with text),/book/show/65137920-the-lost-bookshop
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wrong Place Wrong Time,"McAllister, Gillian*",,,B09NW4FN2R,368        pp,4.01,"305,227","May 12, 2022","Aug 02, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was fun. It is such an unusual premise, I don't want to give any spoilers, but I felt the author was true to the format she chose. Moving backwarThis was fun. It is such an unusual premise, I don't want to give any spoilers, but I felt the author was true to the format she chose. Moving backwards in time is tricky, but this was successful in my opinion.Well done....more",Notes are private!,0,0,1,not set,"Jan 06, 2024","Jan 17, 2024",,Kindle Edition,view (with text),/book/show/58530636-wrong-place-wrong-time
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,C. S. Lewis's List: The Ten Books That Influenced Him Most,"Werther, David",1628924136,9781628924138,1628924136,248        pp,4.26,19,"Apr 09, 2015","Apr 09, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2024",,Paperback,view,/book/show/22224986-c-s-lewis-s-list
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Monsters,"Brodeur, Adrienne*",1982198109,9781982198107,1982198109,320        pp,3.72,"12,688","Jun 27, 2023","Jun 27, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 12, 2024",,Hardcover,view,/book/show/62919906-little-monsters
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How Not to Drown in a Glass of Water,"Cruz, Angie",1250897106,9781250897107,,unknown,3.90,"23,664","Sep 13, 2022",2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 11, 2024",,Audiobook,view,/book/show/63205922-how-not-to-drown-in-a-glass-of-water
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,White House Wild Child: How Alice Roosevelt Broke All the Rules and Won the Heart of America,"Mickle, Shelley Fraser",1632899906,9781632899903,B0BTVCYG8X,256        pp,3.82,131,"Oct 03, 2023","Oct 03, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 11, 2024",,Hardcover,view,/book/show/60465987-white-house-wild-child
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Instruments of Darkness        (Charlie Parker, #21)","Connolly, John*",1668022311,9781668022313,1668022311,512        pp,4.37,93,"May 07, 2024","May 07, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2024",,Hardcover,view,/book/show/199798200-the-instruments-of-darkness
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Recessional,"Michener, James A.",,,B00H6JHORK,485        pp,3.88,"1,928",1994,"Mar 18, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 rounded upI have loved every Michener book I've ever read. This one didn't age as well as some others do. So much has changed in the area of senio3.5 rounded upI have loved every Michener book I've ever read. This one didn't age as well as some others do. So much has changed in the area of senior care and assisted living, it was a little distracting to read about parts of the book.Character development was on point as always. Plus anyone who writes a 450+ page books and is bold enough to only have 3 chapters gets a round up in my ....more",Notes are private!,0,0,1,not set,"Jan 05, 2024","Jan 08, 2024",,Kindle Edition,view (with text),/book/show/21488128-recessional
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Heaven & Earth Grocery Store,"McBride, James*",0593422961,9780593422960,B0BPNP7YQB,400        pp,4.08,"129,150","Aug 08, 2023","Aug 08, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What a delightful beginning to my new year. Once again, James McBride creates a community you feel like you know and are a part of. The neighborhood iWhat a delightful beginning to my new year. Once again, James McBride creates a community you feel like you know and are a part of. The neighborhood is eclectic, diverse, and of course, comical. Larger-than-life characters that draw you in. You end up loving Moshe, Chona, Dodo and others. I hope to meet Paper in real life one day....more",Notes are private!,0,0,1,not set,"Jan 04, 2024","Jan 05, 2024",,Kindle Edition,view (with text),/book/show/85148114-the-heaven-earth-grocery-store
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Expatriates,"Lee, Janice Y.K.",0698404939,,B00WDP81Y2,336        pp,3.67,"14,501","Jan 12, 2016","Jan 12, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 05, 2024",,Kindle Edition,view,/book/show/25604689-the-expatriates
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Small Mercies,"Lehane, Dennis*",,,B0B7NDZNDV,320        pp,4.31,"43,577","Apr 25, 2023","Apr 25, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2023",,Kindle Edition,view,/book/show/61468872-small-mercies
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Amish Wife,"Olsen, Gregg*",1542016495,9781542016490,B0C7HHVCVP,387        pp,3.51,"12,493","Dec 12, 2023","Jan 01, 2024",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I like Gregg Olsen true crime stories.I felt like this one could have benefitted from a family tree or two at the front of the book that could be refeI like Gregg Olsen true crime stories.I felt like this one could have benefitted from a family tree or two at the front of the book that could be referred to as you are introduced to the various players. There were way to many Eli's and Levi's for me to keep straight. For me, it actually got better the further into it I got. Almost rounded up to 4 instead of down to a 3....more",Notes are private!,0,0,1,not set,"Dec 21, 2023","Dec 27, 2023",,Kindle Edition,view (with text),/book/show/175532363-the-amish-wife
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Camino Ghosts        (Camino Island, #3)","Grisham, John*",0385545991,9780385545990,0385545991,304        pp,4.22,74,2024,"May 28, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 23, 2023",,Hardcover,view,/book/show/199550833-camino-ghosts
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Place of Wonder,"O'Neal, Barbara*",1542037980,9781542037983,B09LCBWNT7,316        pp,4.27,"31,330","Jul 19, 2022","Jul 19, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was just a ""meh"" for me. It was my first Barbara O'Neal read.It all wound up to quickly and neatly. Without giving a spoiler, I'll just say the gThis was just a ""meh"" for me. It was my first Barbara O'Neal read.It all wound up to quickly and neatly. Without giving a spoiler, I'll just say the group attending the spreading of the ashes was a little unrealistic....more",Notes are private!,0,0,1,not set,"Dec 15, 2023","Dec 18, 2023",,Kindle Edition,view (with text),/book/show/59616468-this-place-of-wonder
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Jinn Daughter,"Hanna, Rania*",1649033648,9781649033642,1649033648,274        pp,4.51,41,"Apr 02, 2024","Apr 02, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 14, 2023",,Hardcover,view,/book/show/189187484-the-jinn-daughter
