,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Barry's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
740,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Evil under the Sun        (Hercule Poirot, #24)","Christie, Agatha",0007274556,9780007274550,0007274556,252        pp,3.98,"74,263",Jun 1941,unknown,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Perhaps not one of the most riveting of Poirot's cases nonetheless Evil under the Sun is another classic addition to Agatha Christie's flawless biblioPerhaps not one of the most riveting of Poirot's cases nonetheless Evil under the Sun is another classic addition to Agatha Christie's flawless bibliography. However the solution to the case may take a lot of convincing to be feasible. I read Christie for escapism and enjoyment and it delivered on both. ...more,Notes are private!,0,17,1,"Sep 04, 2013","Apr 09, 2015","Sep 04, 2013",,Hardcover,view (with text),/book/show/2202498.Evil_under_the_Sun
741,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mysterious Affair at Styles,"Christie, Agatha",0007265131,9780007265138,0007265131,296        pp,4.00,"423,436","Jan 01, 1920","Nov 05, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Another great Poirot novel. This is my third foray into the world of Hercule Poirot and it of course did not disappoint. Poirot is by far my favouriteAnother great Poirot novel. This is my third foray into the world of Hercule Poirot and it of course did not disappoint. Poirot is by far my favourite fictional detective just because of his sheer brilliance and his acid tongue. The plot of this one follows the classic ""locked door"" mystery trope but is fresh and exciting, like most Christie novels. It is written in incredibly simple and easy prose that really won't challenge anyone mentally. I never guessed the solution to this mystery (as always) and it was, of course, a great surprise. Agatha Christie is truly the queen of crime....more",Notes are private!,0,11,1,not set,"Aug 29, 2014","Sep 04, 2013",,Hardcover,view (with text),/book/show/1799400.The_Mysterious_Affair_at_Styles
742,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Moveable Feast,"Hemingway, Ernest",0099909405,9780099909408,0099909405,126        pp,4.02,"151,142",1964,2004,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I think Hemingway has redeemed himself after his perfectly average Old Man and the Sea. This was amazing. No  can justify just how fantastic thiI think Hemingway has redeemed himself after his perfectly average Old Man and the Sea. This was amazing. No  can justify just how fantastic this little novel is. ...more,Notes are private!,0,18,1,"Aug 25, 2013",Sep 2013,"Aug 25, 2013",,Paperback,view (with text),/book/show/831287.A_Moveable_Feast
743,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Oh Dear Silvia,"French, Dawn",014104635X,9780141046358,014104635X,344        pp,3.26,"7,821","Oct 25, 2012","Jun 20, 2013",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My first foray into the writing of Dawn French. I must say, I love her. I love ""The Vicar of Dibley"", ""French & Saunders"" and her little watched gem ""My first foray into the writing of Dawn French. I must say, I love her. I love ""The Vicar of Dibley"", ""French & Saunders"" and her little watched gem ""Roger and Val Have Just Got In"". The cover of his book promises a ""side-splitting, darkly humourous"" experience but, I didn't get that (maybe because that  is from Heat magazine...). Oh Dear Silvia started off promisingly with a unique characterisation (the main character being in a coma for the whole novel) and a unique narrative structure (each chapter is from the perspective of a different character)and that was great fun, for about 100 pages. Sadly, this book is 400 pages long. This unique style of story would be a fantastic novella but I really think French couldn't handle the length (that's what she said). If I was the editor I would have said, ""Dawn, I want it to be 250 pages max and cut half of the characters, there's NINE different characters each of which have their own perspective, too many"". (Although my most common complaint about most books is that their too long...) I really expected it to be much funnier, as I said, I LOVE her TV work, but I don't feel that she conveyed her natural hilarity on paper (literally, Dawn French writes all of her novels BY HAND with a pencil!). Who would I recommend this to? Well, it's aimed at women aged between 35-60 so probably them. I mean, French went on to Loose Women to advertise this book, Loose Women. All in all, it was a nice palate cleanser after my month of classics and I only really picked it up because of the author but it's alright, it's not brilliant but it's definitely not terrible either. It's good. It's a perfectly good, nice Sunday afternoon read. Bring the tissues though....more",Notes are private!,0,2,1,"Aug 19, 2013","Aug 25, 2013","Aug 19, 2013",,Paperback,view (with text),/book/show/18214866-oh-dear-silvia
744,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,White Teeth,"Smith, Zadie",0140276335,9780140276336,0140276335,542        pp,3.79,"157,504","Apr 01, 2000","Feb 06, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Oh Zadie Smith be still my beating heart! I devoured this fabulous novel. Smith is truly a master of plot and her ability to capture the voices of eacOh Zadie Smith be still my beating heart! I devoured this fabulous novel. Smith is truly a master of plot and her ability to capture the voices of each individual character is inspirational. Never before have I read a novel which such a rich and diverse dramatis personae. I fear that this  is going to become a list of superlatives so I'll quell it here by saying, I loved this and I need to read more Smith now....more",Notes are private!,0,100,1,"Oct 17, 2014","Oct 18, 2014","Jul 30, 2013",,Paperback,view (with text),/book/show/4200.White_Teeth
745,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dr. Jekyll and Mr. Hyde,"Stevenson, Robert Louis",0451528956,9780451528957,0451528956,139        pp,3.83,"580,542","Jan 05, 1886","Sep 02, 2003",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Jul 28, 2013",,Mass Market Paperback,view,/book/show/51496.Dr_Jekyll_and_Mr_Hyde
746,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Sign of Four        (Sherlock Holmes, #2)","Doyle, Arthur Conan",0141034378,9780141034379,B00BNY2FAK,153        pp,3.90,"156,938","Feb 01, 1890","Mar 06, 2008",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It was alright. Not as good as ""A Study in Scarlet"" even though Scarlet had that whole Mormon mess. I don't really know what Conan Doyle was trying toIt was alright. Not as good as ""A Study in Scarlet"" even though Scarlet had that whole Mormon mess. I don't really know what Conan Doyle was trying to do with the plot sometimes, I feel as if most of it was just filler to get it up to novel-length. The story was full of Holmes tropes though, a wooden-legged man, a dog that must follow a scent, a mysterious foreigner, all of these I enjoyed. I also enjoyed the boat chase scene down the Thames! I feel like Conan Doyle still doesn't know what to do with Holmes yet in this novel, he's still testing the waters. So yeah, it's alright, not brilliant, but readable....more",Notes are private!,0,9,1,"Jul 26, 2013","Jul 28, 2013","Jul 15, 2013",,Paperback,view (with text),/book/show/2896256-the-sign-of-four
747,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Politics and the English Language,"Orwell, George",0141393068,9780141393063,0141393068,24        pp,4.29,"7,421",Apr 1946,"Jan 15, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Orwell is a man after my own heart. This essay is basically about people using the English language incorrectly and why all political writing is bad, Orwell is a man after my own heart. This essay is basically about people using the English language incorrectly and why all political writing is bad, plus, a  of Mein Kampf! Orwell's stance on the English language is the same as mine, the language is fine the way it is, stop changing it! However, I do disagree with Orwell on one thing. Orwell states that one should should never use complicated words. He says that if you think if writing a big, complicated word but there is a plain simple English version of the word, you should use the simple version, e.g. if I were to use the word ""perambulate"" (which means walking back and forwards) in a composition, I should just use ""walk back and forwards"" as ""perambulate"", is to Orwell, pretentious and unnecessary. However, I find that if we stopped using all of the big, unusual, complicated, words and used plain, simple prose instead, we would lose such a beautiful and interesting part of the language. That's my only criticism of the essay. I agree with Orwell on all other points. The  of Mein Kampf at the end is just brilliant, it's really quite reminiscent of Chaplin's put-down of Hitler in The Great Dictator. ...more",Notes are private!,0,23,1,"Jul 14, 2013","Jul 14, 2013","Jul 02, 2013",,Paperback,view (with text),/book/show/17118901-politics-and-the-english-language
748,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Naked Lunch,"Burroughs, William S.",0007341903,9780007341900,0007341903,289        pp,3.46,"91,248",Jul 1959,2009,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Oh boy. One part of me wants to throw this novel away because some parts are written like a 15-year-old's first foray into erotic fanfiction while anoOh boy. One part of me wants to throw this novel away because some parts are written like a 15-year-old's first foray into erotic fanfiction while another part of me wants to hail this as a masterpiece of filth that would make John Waters sick. So I'm going to settle in the middle. There are some parts of this novel that made me go ""what the actual fuck"" but I like that. I like it when literally every boundary is pushed as far as it can go. The prose is nonsensical and disorientating which is probably what Burroughs wanted. He was a Beat of course. I enjoyed this novel. The majority of it makes absolutely no sense and it isn't meant to....more",Notes are private!,0,91,1,not set,"May 04, 2015","Jul 02, 2013",,Paperback,view (with text),/book/show/8335272-naked-lunch
749,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Reluctant Fundamentalist,"Hamid, Mohsin",0241143659,9780241143650,0241143659,184        pp,3.73,"77,958","Apr 03, 2007",2007,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Well, this took forever. I'm totally blaming myself for laziness though. This book had a very interesting narrative, it's a monologue. I quite liked tWell, this took forever. I'm totally blaming myself for laziness though. This book had a very interesting narrative, it's a monologue. I quite liked the monologue structure. I did not see that ending coming at all! Wow, it was quite the shocker. Some people label this as a thriller, I don't get that, to me it was a nice, slow-paced read. ...more",Notes are private!,0,6,1,"Jun 12, 2013","Jun 29, 2013","Apr 25, 2013",,Hardcover,view (with text),/book/show/931213.The_Reluctant_Fundamentalist
750,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Virgin Suicides,"Eugenides, Jeffrey",0747560595,9780747560593,0747560595,250        pp,3.80,"337,997",1993,2002,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I let out an audible sigh of relief when I finished this last night. Finally, it's over. It just wasn't my book. The writing was good, that's what theI let out an audible sigh of relief when I finished this last night. Finally, it's over. It just wasn't my book. The writing was good, that's what the two stars are for, but the story just BORED me. It would NOT end. Ugh....more",Notes are private!,0,102,1,"Apr 23, 2013","May 23, 2013","Apr 23, 2013",,Paperback,view (with text),/book/show/10956.The_Virgin_Suicides
751,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Girl Meets Boy,"Smith, Ali",1841958697,9781841958699,1841958697,161        pp,3.80,"9,176",Oct 2007,"Dec 01, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If this was written by Jodi Picoult or Danielle Steel is would be branded as an ""unconventional love story"". Thankfully it's written by Ali Smith who If this was written by Jodi Picoult or Danielle Steel is would be branded as an ""unconventional love story"". Thankfully it's written by Ali Smith who has enough brains in her head to write a love story which happens to be unconventional. ...more",Notes are private!,0,26,1,"Apr 17, 2013","Apr 23, 2013","Apr 17, 2013",,Hardcover,view (with text),/book/show/1527854.Girl_Meets_Boy
752,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Casual Vacancy,"Rowling, J.K.",140870420X,9781408704202,B01BITKQNM,503        pp,3.30,"328,885","Sep 27, 2012","Sep 27, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really liked this. I knew I would. The plot seemed long and boring, two things that I love in books. Rowling is clearly a master storyteller, it's eI really liked this. I knew I would. The plot seemed long and boring, two things that I love in books. Rowling is clearly a master storyteller, it's evident in this novel. The plot was really captivating, I honestly could not stop reading. The novel overall reminded me of Hardy, you get this overview of a town and its large cast of characters. Obviously this isn't anywhere near the brilliance of Hardy but it echoes him well. The problems that I had with this was that, at the beginning I felt that Rowling just dumped all these characters on you, expecting that you just individually remember each person. She must have thought, ""oh I must get all of these character introductions out of the way so I can start the plot"". Eh it was a bit overwhelming. Also the novel's a bit long. The plot does sag at parts and really can't sustain 500 pages. I felt that you could skim a couple of chapters and it really wouldn't make that much difference to the overall plot. I liked this more than I liked the Harry Potters, I never really ""got"" Harry Potter. I really hope Rowling writes more novels like this. I'll definitely be buying more! ...more",Notes are private!,0,71,1,not set,"Oct 26, 2014","Apr 17, 2013",,Hardcover,view (with text),/book/show/13578351-the-casual-vacancy
753,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Study in Scarlet        (Sherlock Holmes, #1)","Doyle, Arthur Conan",0141034335,9780141034331,0141034335,162        pp,4.14,"444,542",1887,"Mar 06, 2008",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Video : http://youtu.be/C6tZHtQkyYoIt enjoyed this little novel, I did read it in one sitting. However, it does lose one star because of the WilVideo : http://youtu.be/C6tZHtQkyYoIt enjoyed this little novel, I did read it in one sitting. However, it does lose one star because of the Wild West Mormon love story in the middle. Not only does this last over fifty pages but is very boring. I know why it was included and how it is the back story to the murder but did it need to be so arduous?! However, I enjoyed the Holmes/Watson relationship although since this is only an account of their first meeting, I'm sure the bromance will come in later stories! ...more",Notes are private!,0,15,1,"Jul 03, 2013","Jul 03, 2013","Mar 21, 2013",,Paperback,view (with text),/book/show/3010780-a-study-in-scarlet
754,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cat's Cradle,"Vonnegut, Kurt, Jr.",0241951607,9780241951606,0241951607,206        pp,4.16,"402,915",1963,"Apr 07, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Busy, busy, busy. Cat's Cradle possesses the one characteristic that most Vonnegut novels have. The more you think about them, the more horribly depreBusy, busy, busy. Cat's Cradle possesses the one characteristic that most Vonnegut novels have. The more you think about them, the more horribly depressing they become. I'm trying not to think about the ending of this novel as I fear a blanket of morality will sweep over me. Damn. I need a holiday. Possibly to San Lorenzo, I hope it's not too icy out there. Busy, busy, busy....more",Notes are private!,0,44,1,"Apr 07, 2013","Apr 17, 2013","Mar 21, 2013",,Mass Market Paperback,view (with text),/book/show/8108445-cat-s-cradle
755,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dinner,"Koch, Herman",1848873824,9781848873827,1848873824,311        pp,3.22,"162,302",2009,"Aug 01, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is like a Haneke film in prose. Everything seems perfectly normal until oh shit what the fuck did I just read what is happening, that's what thisThis is like a Haneke film in prose. Everything seems perfectly normal until oh shit what the fuck did I just read what is happening, that's what this novel is like. The narrative is really gripping and engaging which causes you to not want to put this down, and I literally didn't I read it in one sitting. There are no other novels that I can compare this to so I'm gonna use my opening sentence's example and compare it to the filmography of Austrian director Michael Haneke. This is like ""Funny Games"" with a smattering of ""Benny's Video"" with the aftertaste of ""Cache"" and the sentimentality of ""Amour"". ...more",Notes are private!,0,22,1,not set,"Aug 30, 2014","Feb 21, 2013",,Paperback,view (with text),/book/show/15764465-the-dinner
756,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Diving-Bell and the Butterfly,"Bauby, Jean-Dominique",0007139845,9780007139842,0007139845,139        pp,3.98,"72,344",1997,2008,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Very good. Very interesting. Video  here: http://youtu.be/4lg-mGc3v1I?t=5m38sVery good. Very interesting. Video  here: http://youtu.be/4lg-mGc3v1I?t=5m38s...more,Notes are private!,0,1,1,"Feb 24, 2013","Feb 27, 2013","Feb 20, 2013",,Paperback,view (with text),/book/show/130786.The_Diving_Bell_and_the_Butterfly
757,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book Thief,"Zusak, Markus*",,,0375831002,592        pp,4.39,"2,557,701","Sep 01, 2005","Mar 14, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What a nice story. It isn't as life-changing as everyone says it is but it is still brilliant. And no, I didn't cry. Video  here: http://youtu.bWhat a nice story. It isn't as life-changing as everyone says it is but it is still brilliant. And no, I didn't cry. Video  here: http://youtu.be/4lg-mGc3v1I?t=4m9s...more",Notes are private!,0,29,1,"Feb 13, 2013","Feb 22, 2013","Feb 12, 2013",,Kindle Edition,view (with text),/book/show/19063.The_Book_Thief
758,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Far from the Madding Crowd,"Hardy, Thomas",0141198931,9780141198934,0141198931,476        pp,3.96,"153,331","Jan 01, 1874",Apr 2012,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I liked this, even if it was 300 pages before anything significant happened. It's very much a slow read, one that you have to savour and bathe in HardI liked this, even if it was 300 pages before anything significant happened. It's very much a slow read, one that you have to savour and bathe in Hardy's descriptions of the Wessex countryside and the night sky. A nice introduction to Hardy, I'd like to read some of his lesser known works now as Tess seems to steal all the limelight. ...more",Notes are private!,0,15,1,"Mar 28, 2013","Feb 22, 2014","Feb 12, 2013",,Paperback,view (with text),/book/show/14800528-far-from-the-madding-crowd
759,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Death of Ivan Ilyich,"Tolstoy, Leo",0141023600,9780141023601,0141023600,106        pp,4.13,"163,987",1886,2006,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I always thought Russian literature was boring. Well, I stand corrected. This is brilliant. One would think that a novel about a man waiting to die woI always thought Russian literature was boring. Well, I stand corrected. This is brilliant. One would think that a novel about a man waiting to die would be monotonous but this is the opposite! I cannot recommend this novel enough!Video  here: http://youtu.be/4lg-mGc3v1I?t=2m1s...more",Notes are private!,0,13,1,"Feb 11, 2013","Feb 11, 2013","Feb 08, 2013",,Mass Market Paperback,view (with text),/book/show/824276.The_Death_of_Ivan_Ilyich
760,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stepford Wives,"Levin, Ira",,,,116        pp,3.84,"41,653",Sep 1972,"Jul 01, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A classic 70s novel with a very chilling ending. Not as scary as most people say it is but I can see why it caused uproar when it was released.Video rA classic 70s novel with a very chilling ending. Not as scary as most people say it is but I can see why it caused uproar when it was released.Video  here: http://youtu.be/4lg-mGc3v1I?t=50s ...more,Notes are private!,0,7,1,"Feb 08, 2013","Feb 10, 2013","Feb 08, 2013",,Paperback,view (with text),/book/show/831358.The_Stepford_Wives
761,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sive,"Keane, John Brendan",1856356515,9781856356510,1856356515,95        pp,3.60,516,1959,"May 01, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Poor Sive. She's forever stuck as a metaphor of the perils of matchmaking. Mena got what she deserved though, the bitch. Poor Sive. She's forever stuck as a metaphor of the perils of matchmaking. Mena got what she deserved though, the bitch. ...more",Notes are private!,0,2,1,Mar 2013,"Apr 14, 2013","Jan 15, 2013",,Paperback,view (with text),/book/show/6830242-sive
762,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Push,Sapphire*,0099548720,9780099548720,0099548720,176        pp,3.87,"54,905","Jun 11, 1996","Jan 01, 2010",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It just... ended. I turned the page and that was it. I feel like it's unfinished, which is sad because I enjoyed most of it. It just... ended. I turned the page and that was it. I feel like it's unfinished, which is sad because I enjoyed most of it. ...more",Notes are private!,0,4,1,"Feb 27, 2013","Mar 21, 2013","Jan 08, 2013",,Paperback,view (with text),/book/show/7016625-push
763,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Old Man and the Sea,"Hemingway, Ernest",0099908409,9780099908401,0099908409,99        pp,3.80,"1,148,356","Sep 01, 1952",2004,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It started well. The middle was monotonous. The ending was great. I thought the middle was very boring. But the more I think about it, maybe HemingwayIt started well. The middle was monotonous. The ending was great. I thought the middle was very boring. But the more I think about it, maybe Hemingway wrote it to be that way, maybe he wanted the reader to experience the old man's ennui. Let's just say that why the middle is boring, I'm too scared to criticise Hemingway on here. Video  here: http://youtu.be/4lg-mGc3v1I?t=3m3s...more",Notes are private!,0,22,1,"Jan 05, 2013","Feb 12, 2013","Jan 01, 2013",,Paperback,view (with text),/book/show/61130.The_Old_Man_and_the_Sea
764,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Robinson Crusoe,"Defoe, Daniel",0140623159,9780140623154,0140623159,298        pp,3.68,"304,664","Apr 25, 1719","Jul 02, 2007",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Eh, it's a bit boring. A guy writes about his time on an island for twenty years, that's essentially it. But it's okay, he somehow practically builds Eh, it's a bit boring. A guy writes about his time on an island for twenty years, that's essentially it. But it's okay, he somehow practically builds a paradise villa, has a zoo, a bakery, numerous crops, an entire ships worth of supplies, he has more food on that island than I probably have in my entire house!...more",Notes are private!,0,18,1,"Dec 31, 2013","Jan 02, 2014","Jan 01, 2013",,Mass Market Paperback,view (with text),/book/show/6014518-robinson-crusoe
765,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Down and Out in Paris and London,"Orwell, George",0141184388,9780141184388,0141184388,246        pp,4.09,"87,899",1933,"Apr 28, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My first foray into Orwell's non-fiction. A harsh insight into life on the breadline in two major cities, Paris and London. Orwell's view of Paris kinMy first foray into Orwell's non-fiction. A harsh insight into life on the breadline in two major cities, Paris and London. Orwell's view of Paris kind of reminded me of the Paris portrayed in the film La Haine. That may sound odd but in La Haine the director purposely didn't show any of the ""touristy"" parts of Paris (i.e. the Eiffel Tour and the Arc de Triomphe). Orwell does this as well, he shows Paris as it really was, a slum. I admire this portrayal. There are no rose-tinted spectacles in this book. Note to self: Try to never ever become homeless. ...more",Notes are private!,0,21,1,"Feb 15, 2014","Feb 16, 2014","Jan 01, 2013",,Paperback,view (with text),/book/show/873273.Down_and_Out_in_Paris_and_London
766,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Happyslapped by a Jellyfish: The words of Karl Pilkington,"Pilkington, Karl",1405332999,9781405332996,1405332999,223        pp,3.94,"3,991","Jan 01, 2007","May 01, 2008",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It's alright. Saggy at the start, saggy in the middle, saggy at the end. One star for it being Karl Pilkington. One star for his views on life. It's alright. Saggy at the start, saggy in the middle, saggy at the end. One star for it being Karl Pilkington. One star for his views on life. ...more",Notes are private!,0,1,1,"Mar 28, 2013","Mar 31, 2013","Dec 20, 2012",,Paperback,view (with text),/book/show/2667799-happyslapped-by-a-jellyfish
767,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Age of Alexander: Nine Greek Lives,Plutarch,0140442863,9780140442861,0140442863,448        pp,4.15,"2,731",100,"Sep 30, 1973",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2008,"Sep 18, 2012",,Paperback,view,/book/show/279463.The_Age_of_Alexander
768,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Casino Royale,"Fleming, Ian",0099576856,9780099576853,0099576856,228        pp,3.74,"84,961",1953,"Sep 06, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 10, 2012","Oct 11, 2012","Sep 10, 2012",,Paperback,view,/book/show/15924401-casino-royale
769,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All My Friends Are Still Dead,"Monsen, Avery*",1452106967,9781452106960,1452106967,108        pp,3.93,"6,920","Jan 01, 2012","Mar 07, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 28, 2012","Aug 28, 2012","Aug 28, 2012",,Hardcover,view,/book/show/12143925-all-my-friends-are-still-dead
770,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All My Friends Are Dead,"Monsen, Avery*",0811874559,9780811874557,0811874559,96        pp,4.14,"31,394","Jun 30, 2010","Jun 16, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Aug 27, 2012","Aug 27, 2012","Aug 27, 2012",,Hardcover,view,/book/show/8044557-all-my-friends-are-dead
771,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Breakfast at Tiffany's,"Capote, Truman",0241951453,9780241951453,0241951453,158        pp,3.85,"264,809","Oct 28, 1958","Apr 07, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,8,1,"Aug 22, 2012","Aug 26, 2012","Aug 22, 2012",,Mass Market Paperback,view,/book/show/8285324-breakfast-at-tiffany-s
772,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Elegance of the Hedgehog,"Barbery, Muriel",1906040184,9781906040185,1906040184,320        pp,3.80,"184,456",Aug 2006,Jun 2008,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I've had this on my bookshelf for years. That's so typically me. I'll buy a book tomorrow but I probably won't read it for at least a year. I don't knI've had this on my bookshelf for years. That's so typically me. I'll buy a book tomorrow but I probably won't read it for at least a year. I don't know why I do this because, as is the case with this novel, I seem to be putting off reading books that I quite enjoy.This is the first book I've read this year which teeters on the edge between the three and four star rating. I enjoyed all the characters in here. Of course I loved Renée. I saw a lot of myself in her. Which is odd because she is a French woman in her fifties. I also liked little Paloma even if her knowledge is quite unrealistically beyond her years. But what do I know? Maybe all twelve-year-old French girls have a throughout understanding of the psychoanalytical studies of Freud, the works of Tolstoy, and Cartesian phenomenology. It's a great cast, in fact every character in this novel is ostentatiously pretentious and it is WONDERFUL. Reading through s on here I see that a lot of people are complaining that this novel is full of baffling philosophical musings. I perhaps have an advantage here because I have literally just finished a year of studying philosophy in university so I was somewhat familiar with the concepts and names that Renée was dropping. However I do wish that in her accounts of William of Ockham that Barbery would have used his famous razor to cut down some of her dry and overlong ramblings.So yeah, this has been one of the most enjoyable books I've read thus far this year. The level of pretentiousness was right up my alley (*winky emoji*). It definitely has one of the most perfect endings to a novel that I've read in recent months and for that I applaud it. However I did feel that it lacked depth and heart, I blame this on the stilted half-epistolary/half-first-person narrative style that Barbery employs. Overall, I would recommend it to people. Well... people who'd understand the allusions and references peppered throughout the novel. Let's just say that if this novel were a sitcom it'd be Frasier....more",Notes are private!,0,63,1,not set,"Apr 08, 2015","Jul 06, 2012",,Paperback,view (with text),/book/show/6238269-the-elegance-of-the-hedgehog
