,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Eleanor's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
356,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Flight Of The Maidens,"Gardam, Jane",1405525509,9781405525503,B00GU32GDU,242        pp,3.61,"1,305",2000,"Jan 17, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In the English summer of 1946, three young women in Yorkshire are experiencing their last months before going to University. This is the story of whatIn the English summer of 1946, three young women in Yorkshire are experiencing their last months before going to University. This is the story of what they do in those months and the decisions they make. If this sounds mundane, it is anything but that, although Jane Gardam writes so beautifully that she could make a telephone directory interesting.The shadows of both the World Wars still fall on their young lives; two whose fathers survived the Great War but continued to live with its horrors, and one who is German Jewish. Her life was saved by the Kindertransport, but she has to learn to deal with the fate of her family back in Hamburg.Jane Gardam herself would have had some of these experiences and known of others. Everything she writes rings true.Highly recommended....more",Notes are private!,0,3,1,"May 20, 2017","May 21, 2017","May 21, 2017",,Kindle Edition,view (with text),/book/show/23965715-the-flight-of-the-maidens
357,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Queen of the Tambourine,"Gardam, Jane",0349102260,9780349102269,0349102260,226        pp,3.59,"1,611",1991,"Jan 01, 1992",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A fascinating book, told entirely in letters from the protagonist to a woman who had been a neighbour. But is Eliza sane, and how reliable a narrator A fascinating book, told entirely in letters from the protagonist to a woman who had been a neighbour. But is Eliza sane, and how reliable a narrator is she?Jane Gardam is a wonderful writer, and I could hardly bear to put this book down because I wanted to work out just what was going on, and I cared about the various characters....more",Notes are private!,0,10,1,"May 19, 2017","May 20, 2017","May 19, 2017",,Paperback,view (with text),/book/show/268104.The_Queen_of_the_Tambourine
358,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Arabian Nights,Anonymous,0679413383,9780679413387,0679413383,428        pp,4.03,"77,215",800,"Jun 30, 1992",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I found this a bit of a slog. I really don't think these stories should be read as I was doing, but be told as they were originally, one story at a tiI found this a bit of a slog. I really don't think these stories should be read as I was doing, but be told as they were originally, one story at a time, or as a serial. I found all the amazing things and the lovers swooning over each other got pretty tedious. Probably not the best choice for my Book Club therefore, but I'm glad I gave it a go.The version I read was a recent translation by Husain Haddawy of the fourteenth century Syrian manuscript, the oldest surviving version of the tales. It omits the stories most people think of, such as Sinbad, Aladdin, and Ali Baba, which are considered to be embellishments and additions and in some cases of French authorship rather than originating in the Arabian world. Maybe I was missing their familiarity from my childhood!...more",Notes are private!,0,6,1,"May 13, 2017","Jun 03, 2017","May 13, 2017",,Hardcover,view (with text),/book/show/273921.The_Arabian_Nights
359,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Long Way From Verona,"Gardam, Jane",1405516240,9781405516242,B00713AU9A,254        pp,3.83,"1,476",1971,"Mar 01, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A beautifully observed portrait of a girl who is declared to be a born writer, living in the north of England during World War Two. No doubt she is toA beautifully observed portrait of a girl who is declared to be a born writer, living in the north of England during World War Two. No doubt she is to some extent a portrait of the young Jane Gardam. A book written for teenage children, and full of wisdom. Jessica must learn to cope with everyday difficulties at school and home, but then comes face to face with death and destruction during a bombing raid. Over the course of a year, her life changes as she learns to cope with fear and loss.This was Jane Gardam's first novel, and it is very good indeed....more",Notes are private!,0,10,1,"Apr 28, 2017","Apr 29, 2017","Apr 28, 2017",,Kindle Edition,view (with text),/book/show/19307676-a-long-way-from-verona
360,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fiddler of the Reels and Other Stories: 1888-1900,"Hardy, Thomas",0140439005,9780140439007,0140439005,400        pp,3.71,58,1893,"Nov 25, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A curious story of a woman seduced by the melodies played by the fiddler, which leads to her downfall, and dooms her subsequent marriage to another.I A curious story of a woman seduced by the melodies played by the fiddler, which leads to her downfall, and dooms her subsequent marriage to another.I read this as a stand alone story rather than as part of a collection....more",Notes are private!,0,4,1,"Apr 25, 2017","Apr 25, 2017","Apr 25, 2017",,Paperback,view (with text),/book/show/294956.The_Fiddler_of_the_Reels_and_Other_Stories
361,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crusoe's Daughter,"Gardam, Jane",,9781405516174,B00713GHJW,317        pp,3.80,"1,579",1985,"Mar 01, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have discovered Jane Gardam only relatively recently, and love her spare and elegant style. I enjoyed this book very much. The young orphan cared foI have discovered Jane Gardam only relatively recently, and love her spare and elegant style. I enjoyed this book very much. The young orphan cared for very kindly by her comparatively elderly aunts, who knows almost nothing of the real world and shares much of her life with her hero, Robinson Crusoe. Despite her reclusive life, it is for her full of rich incidents as she lives through most of the tumultuous 20th century.Highly recommended....more",Notes are private!,0,10,1,"Apr 21, 2017","Apr 25, 2017","Apr 21, 2017",,Kindle Edition,view (with text),/book/show/19173002-crusoe-s-daughter
362,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Peregrine,"Baker, J.A.",,,,unknown,4.16,"4,753",1967,"Dec 31, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read an article about this book recently, celebrating the 50th anniversary of its publication. https://www.theguardian.com/books/201...The book is eI read an article about this book recently, celebrating the 50th anniversary of its publication. https://www.theguardian.com/books/201...The book is every bit as stunning as the article suggests. It was written as an elegy for these beautiful raptors, which 50 years ago were on the brink of extinction in the UK because of pesticides. Fortunately things have changed since then and the Peregrine is now safe again. The book is the result of 10 years of observation, distilled into one period from autumn, through winter and into spring.Baker's writing is exquisite and on nearly every page there are phrases and sometimes whole paragraphs that make the reader stop at their beauty:""Greenshanks stood in the marsh; hoary-looking waders, grey and mossy-coloured, tilting forward to feed over their thin grey legs. Where they were not grey, they were white; bleak, leaden birds, phantoms of summer green, suddenly aloof and beautiful in flight. Slow rain fell from mid-grey, light grey sky. A deceptive clarity and brightening at eleven o'clock meant that the rain was really setting in. For an hour, till greyness covered all, the water shone like milk and mother-of-pearl. The sea breathed quietly, like a sleeping dog.""Here is his description of the Peregrine's flight:""He flowed across the dazzling sky in one great slash of light, and flared out into the darkness of the trees.""And another passage observing the bird:""He flew south, moving like a sleepwalker, gazing forward enrapt. His wings just touched and skimmed the air. The sun shone upon him, and he gleamed like a shield of silver water, glowed purple-brown and wet like dark plough land after rain.""A wonderful book, probably particularly of interest to bird lovers, but worth reading for the language alone....more",Notes are private!,0,13,1,"May 07, 2017","May 13, 2017","Apr 16, 2017",,ebook,view (with text),/book/show/34743010-the-peregrine
363,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Burmese Days,"Orwell, George",,,B003WJQ6RW,287        pp,3.87,"28,257",1934,unknown,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I found this book hard work. Not because of George Orwell's style, which is plain and elegant, but because of the repellant cast of characters. The onI found this book hard work. Not because of George Orwell's style, which is plain and elegant, but because of the repellant cast of characters. The only decent person was the unfortunate doctor. At the same time, I don't believe that Orwell was exaggerating the awfulness of the people. The book filled me with shame and disgust at the attitudes and moral bankruptcy of the supposedly superior white men and women. Given their attitudes towards the people of Burma, it was hardly surprising that they also saw nothing wrong with going out and killing birds and animals for no good reason. The description of Flory and Elizabeth's shooting expedition will stay with me for a long time. The only good thing about it was that the people of the village acquired some meat to eat.So for me, it was a powerful but deeply unpleasant read. But then, you don't come to Orwell for something cosy!...more",Notes are private!,0,17,1,"Apr 13, 2017","Apr 20, 2017","Apr 13, 2017",,Kindle Edition,view (with text),/book/show/10049504-burmese-days
364,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Defying Hitler,"Haffner, Sebastian",0312421133,9780312421137,0312421133,309        pp,4.32,"4,647",Aug 2000,"Aug 01, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A brilliant and clear examination of the rise of Hitler and the Nazis to power in 1930s Germany. It is chilling to see how quickly and thoroughly a grA brilliant and clear examination of the rise of Hitler and the Nazis to power in 1930s Germany. It is chilling to see how quickly and thoroughly a group of thugs terrorised and subjugated a whole country.Towards the end of the book, Haffner and his fellow law students were required to undergo some military training and of course indoctrination, before they could take their final exams, an efficient way of ensuring the judiciary was a part of the system.They were in uniform and of course marching behind a flag with a swastika on it as part of their training.""When we came through villages, the people on either side of the road raised their arms to greet the flag, or disappeared quickly in some house entrance. They did this because they had learned that if they did not, we, that is I, would beat them up. It made not the slightest difference that I - and, no doubt, others among us - ourselves fled into entryways to avoid these flags, when we were not marching behind them. Now we were the ones embodying an implicit threat of violence against all bystanders. They greeted the flag or disappeared. For fear of us. For fear of me.I still feel dizzy when I consider my predicament then. It was the Third Reich in a nutshell.""Later when the group of young men is required to listen to one of Hitler's speeches on the radio, and at the end they all raised their arms in the salute while singing Deutschland uber alles and the Horst Wessel song. ""... we all sang or pretended to do so, each one of us the Gestapo of the others.""A powerful and gripping book....more",Notes are private!,0,13,1,"Mar 29, 2017","May 07, 2017","Mar 29, 2017",,Paperback,view (with text),/book/show/65458.Defying_Hitler
365,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Unknown Masterpiece,"Balzac, Honoré de",0940322749,9780940322745,0940322749,135        pp,3.81,"5,592",Aug 1831,"May 10, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Thank you to Lisa for writing about this short but profound story. A tragic tale about perfection and destruction, and the danger in pursuing the formThank you to Lisa for writing about this short but profound story. A tragic tale about perfection and destruction, and the danger in pursuing the former too far....more",Notes are private!,0,4,1,"Mar 28, 2017","Mar 29, 2017","Mar 28, 2017",,Paperback,view (with text),/book/show/817790.The_Unknown_Masterpiece
366,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dark Places: Text Classics,"Grenville, Kate",,,B007CAJXHW,331        pp,3.65,623,1994,"Apr 26, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A convincingly done portrait of a monster, who tries to cover up his own self-loathing by abusing everyone in his power - mentally, physically and sexA convincingly done portrait of a monster, who tries to cover up his own self-loathing by abusing everyone in his power - mentally, physically and sexually. An unpleasant read but a compelling one.3.5 stars....more",Notes are private!,0,8,1,"Mar 19, 2017","Mar 26, 2017","Mar 19, 2017",,Kindle Edition,view (with text),/book/show/25239930-dark-places
367,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cider with Rosie,"Lee, Laurie",,,,231        pp,3.91,"13,738",1959,"May 28, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read this book a great many years ago and remembered it with affection. I found it to be just as delightful the second time around. Lee's writing isI read this book a great many years ago and remembered it with affection. I found it to be just as delightful the second time around. Lee's writing is lyrical and reminiscent of Dylan Thomas in many places. He recalls a way of life in his Cotswold village which has gone forever, and a family of full and half siblings revolving around their loving, disorganised mother.Very beautiful, and now of course I want to read his other books again....more",Notes are private!,0,8,1,"Mar 13, 2017","Mar 18, 2017","Mar 13, 2017",,Paperback,view (with text),/book/show/292314.Cider_with_Rosie
368,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,East West Street: On the Origins of Genocide and Crimes Against Humanity,"Sands, Philippe",1474601928,,B018EL5EAC,535        pp,4.46,"10,613","May 24, 2016","May 26, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A profound and moving book, part family memoir, part history. It confronts unspeakable evil with clear eyes. Sadly the Nuremberg trials did not mark tA profound and moving book, part family memoir, part history. It confronts unspeakable evil with clear eyes. Sadly the Nuremberg trials did not mark the end of crimes against humanity or genocide, but they did mark the beginning of such crimes being brought to account....more",Notes are private!,0,7,1,"Feb 15, 2022","Feb 26, 2022","Mar 08, 2017",,Kindle Edition,view (with text),/book/show/30291809-east-west-street
369,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trigger Warning: Short Fictions and Disturbances,"Gaiman, Neil*",1472217721,9781472217721,1472217721,303        pp,3.92,"61,172","Feb 03, 2015","Jan 01, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I enjoyed this collection of ""short fictions and disturbances"", though I think I prefer Gaiman's novels. My favourites were ""The Sleeper and the SpindI enjoyed this collection of ""short fictions and disturbances"", though I think I prefer Gaiman's novels. My favourites were ""The Sleeper and the Spindle"", a clever combining of Snow White and The Sleeping Beauty, ""Adventure Story"", and ""Black Dog"". One should always expect the unexpected with Neil Gaiman.3.5 stars from me. (When is GR going to give a half star rating?)...more",Notes are private!,0,6,1,"Mar 05, 2017","Mar 19, 2017","Mar 05, 2017",,Paperback,view (with text),/book/show/25863045-trigger-warning
370,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shuttlecock,"Swift, Graham",0330353713,9780330353717,B001M1F53S,224        pp,3.35,801,1981,"Jan 01, 1997",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** I got this secondhand a while ago, after reading ""Last Orders"", but somehow didn't get round to reading it before now. (My TBR shelv**spoiler alert** I got this secondhand a while ago, after reading ""Last Orders"", but somehow didn't get round to reading it before now. (My TBR shelves are numerous!) It is a curious mix of the confessions of a sadist who bullies and ill-treats his wife and two young sons, who tells us that he tortured his pet hamster when he himself was a child, and frequent quotes from a memoir written by this man's father concerning his exploits as a spy in occupied France during the Second World War. In addition the narrator works in an arcane ""dead crimes"" department of the Metropolitan Police archives, where things are seldom what they seem and mysteries abound. But is the narrator in any way reliable?I was certainly drawn into the story and kept on reading, but I am not sure that the character of the narrator really works. Of course we have only his word for it that by the end of the book he has become a changed man who has won back the trust of his family ......more",Notes are private!,0,4,1,Mar 2017,"Mar 03, 2017","Mar 01, 2017",,Paperback,view (with text),/book/show/277536.Shuttlecock
371,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cromartie Vs the God Shiva Acting Through the Government of India,"Godden, Rumer",0330353837,9780330353830,0330353837,176        pp,3.22,173,Nov 1997,"May 22, 1998",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"More enjoyable than the last one of Godden's books that I read (Pippa Passes) but not up to the standard I remember of her earlier books. However, I rMore enjoyable than the last one of Godden's books that I read (Pippa Passes) but not up to the standard I remember of her earlier books. However, I read them a long time ago and perhaps I wouldn't enjoy them so well now.Pretty implausible plot, but hey, it was a quick read!...more",Notes are private!,0,5,1,"Feb 27, 2017","Feb 28, 2017","Feb 27, 2017",,Paperback,view (with text),/book/show/869962.Cromartie_Vs_the_God_Shiva_Acting_Through_the_Government_of_India
372,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Passion,"Winterson, Jeanette",0802135226,9780802135223,0802135226,160        pp,4.11,"23,832",1987,"Aug 07, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 25, 2017",,Paperback,view,/book/show/15047.The_Passion
373,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Honorary Consul,"Greene, Graham",,,,265        pp,3.80,"5,122",1973,2004,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"As always with Greene, beautifully spare language and an agonising disaster made of several lives because of ideology, belief or lack of it, guilt, maAs always with Greene, beautifully spare language and an agonising disaster made of several lives because of ideology, belief or lack of it, guilt, machismo, and over all, a lack of love passed on from one generation to the next. Brilliant and almost unbearable to read as the characters blunder ever deeper into the mire....more",Notes are private!,0,6,1,"Feb 17, 2017","Feb 26, 2017","Feb 17, 2017",,Paperback,view (with text),/book/show/292455.The_Honorary_Consul
374,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Yellow Wallpaper,"Gilman, Charlotte Perkins",,,B002RKRX06,63        pp,4.10,"201,621","Jan 10, 1892","Oct 04, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An extraordinary glimpse into the mind of a woman as she descends into madness, driven there by her husband who treats her as a foolish child who doesAn extraordinary glimpse into the mind of a woman as she descends into madness, driven there by her husband who treats her as a foolish child who doesn't know what she needs.Thanks to Lisa for alerting me to this powerful short story....more",Notes are private!,0,13,1,not set,"Feb 09, 2017","Feb 09, 2017",,Kindle Edition,view (with text),/book/show/8217236-the-yellow-wallpaper
375,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Aspects of the Novel,"Forster, E.M.",0156091801,9780156091800,0156091801,192        pp,3.81,"4,557",1927,"Sep 14, 1956",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I enjoyed it to some extent, especially the laugh-out-loud moments where he points out how utterly ridiculous a plot is, or quotes a parody of Henry JI enjoyed it to some extent, especially the laugh-out-loud moments where he points out how utterly ridiculous a plot is, or quotes a parody of Henry James by H G Wells. But many of the books of which he speaks are ones I have never even heard of and so I must confess that there were times when he lost me and I would rather have been elsewhere. ...more",Notes are private!,0,8,1,"Feb 07, 2017","Feb 16, 2017","Feb 07, 2017",,Paperback,view (with text),/book/show/263341.Aspects_of_the_Novel
376,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Inner Voice: The Making of a Singer,"Fleming, Renée",0670033510,9780670033515,0670033510,240        pp,4.21,"1,132",2004,"Nov 04, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 03, 2017",,Hardcover,view,/book/show/48398.The_Inner_Voice
377,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Little Life,"Yanagihara, Hanya*",1447294823,9781447294825,1447294823,720        pp,4.34,"618,299","Mar 10, 2015","Aug 13, 2015",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was somehow reminded of a line from that great 1950s film ""All About Eve"": when Eve was telling a horrified group about all the terrible things thatI was somehow reminded of a line from that great 1950s film ""All About Eve"": when Eve was telling a horrified group about all the terrible things that had happened to her, Birdie's response was ""What a story! Everything but the bloodhounds snapping' at her rear end.""Despite all the s saying how wonderful, moving and generally fantastic this book was, I thought it was horribly manipulative in the way it drip-fed titbits of information about Jude's terrible abuse, so that the reader was left wanting to know more. I do not deny for a moment that there are people like Jude who struggle to live with terrible things that were done to them in their childhood. But I'm a bit doubtful that a person who is such a psychological mess would also be a terrific hot-shot lawyer, and so brilliant that he did a Master's degree in Pure Maths just for the heck of it. Of course he's brilliant at everything else too: a wonderful pianist who (apparently without ever needing to practise) sits down at his piano and tosses off Bach Partitas or Schumann's Fantasy in C. If he could play things like that, he was no slouch as a pianist. (If you are interested, here it is, played by Yevgeny Kissin: https://www.youtube.com/watch?v=IDlft... )He can sing beautifully, he can cook wonderfully, and despite being full of self-loathing, he somehow manages to have everyone who knows him love him to bits. Really?And then there's the fact that the book covers several decades. We are told from time to time that someone was now 40, or 48 or 52, but none of them seemed to change and learn. There is quite a large cast of characters, but nearly all of them are just names: people coming to a birthday dinner or going to an art exhibition. And they are all so self-absorbed that we have no idea of the outside world at all. Even cataclysmic events such as 9/11 get no mention, despite the fact that they all live in New York. Apparently they didn't notice.Jude and his three close friends (why are they friends by the way - just because they roomed together at college apparently) are all stunningly successful. An acclaimed artist, who seems to keep on churning out the same paintings of his friends (done from photographs) over the decades; an actor who becomes a famous star without any difficulty at all it seems; and a brilliant architect designing houses, museums and who knows what in America and overseas. I feel I'm being extremely generous in giving this book two stars. I only kept reading it to see if it got better or more plausible. It didn't....more",Notes are private!,0,34,1,"Jan 26, 2017","Feb 06, 2017","Jan 26, 2017",,Paperback,view (with text),/book/show/25334922-a-little-life
378,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mister Pip,"Jones, Lloyd",1921145579,9781921145575,1921145579,220        pp,3.68,"22,989","Sep 25, 2006","Sep 25, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Beautiful, horrific, heartbreaking. And shameful that once again, the world looked away while atrocities were committed.",Notes are private!,0,9,1,"Jan 23, 2017","Jan 25, 2017","Jan 23, 2017",,Paperback,view (with text),/book/show/2096597.Mister_Pip
379,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Agamemnon's Kiss: Selected Essays,clendinnen-inga-inga-clendinnen,1920885676,9781920885670,1920885676,230        pp,3.59,32,2007,2006,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,not set,not set,"Jan 17, 2017",,Unknown Binding,view,/book/show/3281530-agamemnon-s-kiss
380,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tiger's Eye: A Memoir,"Clendinnen, Inga",0743206002,9780743206006,0743206002,304        pp,3.81,86,2000,"Jul 17, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Jan 17, 2017",,Hardcover,view,/book/show/218241.Tiger_s_Eye
381,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Art of Time Travel: Historians and Their Craft,"Griffiths, Tom",1863958568,9781863958561,1863958568,336        pp,4.27,99,"Jun 27, 2016","Jun 27, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is such an interesting and enjoyable book, each chapter devoted to a writer of Australian history. Most of the writers, but not all, are or were This is such an interesting and enjoyable book, each chapter devoted to a writer of Australian history. Most of the writers, but not all, are or were professional historians. Griffiths is himself Professor of History at the Australian National University. He was a student at the University of Melbourne at the time I was there back in the 1970s and I was amused to find that I had shared at least one experience there with him.He had started off studying History and English Literature, as had I. After one year of English, which seemed to be run along the lines that books were either good or bad because F R Leavis had said so over in Cambridge, I dropped it in favour of extra History subjects and it seems I was not alone in that.""The past was testing ground for thought. Studying English Literature at the same time, I had felt that I was trying to second-guess some undeclared orthodoxy that defined right and wrong answers and good and bad texts. Consequently there was an exodus of literary-minded students from English to History at Melbourne University in the mid-1970s."" (page 205)One of the best anecdotes in the book concerns a final year History student called Graeme Davison who""... was walking the back-streets of Melbourne's inner suburb of Richmond in search of its nineteenth-century history when he was apprehended by a policeman. He was photographing houses and carrying an old canvas bag containing two cameras and the hammer and screwdriver he needed to carry out running repairs on his uncle Jack's 1948 Triumph Roadster. As he was gazing at the lanes and cottages, he became aware that he was being followed by a car driven by 'two burly young men'. Suddenly one of the men jumped out, bundled him into the back seat of the car and began to go through the incriminating canvas bag. Graeme was suspected of housebreaking.'What do you think you're doing?' asked the plain-clothes detective.'Historical research.''And how long have you been on this caper?' "" (page 220)Fortunately he survived this brush with the law to become an historian of note.The main drawback of this book is that it has made me want to read one or more books by most of the historians portrayed!Probably of interest mainly to Australians who love the craft and discipline of history....more",Notes are private!,0,9,1,"Jan 16, 2017","Jan 23, 2017","Jan 16, 2017",,Paperback,view (with text),/book/show/29388741-the-art-of-time-travel
382,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nora Webster,"Tóibín, Colm",1743532199,9781743532195,,320        pp,3.60,"20,171",Oct 2014,"Oct 01, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I enjoyed it very much though not as much as ""The Master"". I particularly enjoyed the way in which Nora responded to and was healed by music. Her awkwI enjoyed it very much though not as much as ""The Master"". I particularly enjoyed the way in which Nora responded to and was healed by music. Her awkwardness with her own children and their grief following their father's death was sad but believable.I also enjoyed Tóibín's spare, uncluttered prose....more",Notes are private!,0,6,1,"Jan 16, 2017","Jan 16, 2017","Jan 12, 2017",,Paperback,view (with text),/book/show/23212400-nora-webster
383,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Quartered Safe Out Here: A Harrowing Tale of World War II,"Fraser, George MacDonald",1602391904,9781602391901,1602391904,264        pp,4.13,"3,822","Jun 01, 1992","Oct 17, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2017",,Paperback,view,/book/show/541936.Quartered_Safe_Out_Here
384,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hidden Life of Trees: What They Feel, How They Communicate—Discoveries from a Secret World","Wohlleben, Peter",1863958738,9781863958738,1863958738,271        pp,4.07,"74,398","May 25, 2015",Sep 2016,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was disappointed by this book, perhaps unfairly. My main problem was with the language, and specifically the frequent use of slang, which detracted I was disappointed by this book, perhaps unfairly. My main problem was with the language, and specifically the frequent use of slang, which detracted from what was supposed to be a readable but serious look at how trees in forests interact. I assume that this is down to the translator rather than the author, but would need to have that confirmed by someone who has read the German original. Words like ""critters"", ""buddies"" (referring to trees growing near one another) and ""little guys"" were intensely irritating. The worst of the lot came on page 216, where he was writing about ash dieback fungus, which had entered Europe from Asia and is destroying the ash trees in Europe. ""Its fruiting bodies look harmless, even rather cute. They are just teeny-weeny mushrooms that grow on the stalks of fallen leaves."" I wondered if each teeny-weeny mushroom had an itsy-bitsy elf sitting on it.My other disappointment was that this book was not generally about trees, but about trees in forests in Europe, and to a lesser extent, in North America. This is understandable because Peter Wohlleben manages a forest in Germany, but the title of the book suggests that he was writing about all trees. I am none the wiser about how, say, Australian trees, or African trees, might work together. I hope someone may do some work on this and write a readable but unslangy book about it....more",Notes are private!,0,31,1,"Jan 04, 2017","Jan 10, 2017","Jan 04, 2017",,Paperback,view (with text),/book/show/29848027-the-hidden-life-of-trees
385,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dark Flood Rises,"Drabble, Margaret",1782118306,9781782118305,1782118306,336        pp,3.55,"2,720","Nov 03, 2016","Nov 03, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A book about living life, dealing with old age and the difficulties it brings, and what makes a ""good death"".Margaret Drabble is always worth reading,A book about living life, dealing with old age and the difficulties it brings, and what makes a ""good death"".Margaret Drabble is always worth reading, and this book is no exception. I had only a couple of minor quibbles: one character's surname was sometimes England and sometimes English, and the ending was a bit rushed, almost as if there was a deadline looming, so that there was a quick sweeping up of whatever needed sorting out....more",Notes are private!,0,5,1,"Jan 03, 2017","Jan 05, 2017","Jan 03, 2017",,Hardcover,view (with text),/book/show/26809118-the-dark-flood-rises
