,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Edan's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
684,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Atonement,"McEwan, Ian*",038572179X,9780385721790,B00A2M6OLU,351        pp,3.94,"519,709","Sep 20, 2001",Mar 2003,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 10, 2007",,Paperback,view,/book/show/6867.Atonement
685,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Selected Stories,"Munro, Alice",067976674X,9780679766742,067976674X,688        pp,4.28,"6,989","Jan 14, 1985","Nov 11, 1997",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 10, 2007",,Paperback,view,/book/show/14281.Selected_Stories
686,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Gatsby,"Fitzgerald, F. Scott",,,,180        pp,3.93,"5,238,956","Apr 10, 1925",1925,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I am re-reading this for the novel workshop I'm teaching.***This time around, the book didn't move me. Well, of course the language moved me--I even cI am re-reading this for the novel workshop I'm teaching.***This time around, the book didn't move me. Well, of course the language moved me--I even copied a few paragraphs from the beginning of chapter three so that I could get Fitzgerald's rhythm in my blood--but the story itself held no emotional resonance for me this time around. I am, at least, looking forward to talking about how the novel is put together with my workshop on Monday. ...more",Notes are private!,0,1,1,not set,not set,"Jul 10, 2007",,Paperback,view (with text),/book/show/4671.The_Great_Gatsby
687,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Interpreter of Maladies,"Lahiri, Jhumpa",0618101365,9780618101368,0618101365,198        pp,4.17,"193,375","Apr 20, 1999","Jan 01, 2000",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 10, 2007",,Hardcover,view,/book/show/5439.Interpreter_of_Maladies
688,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Revolutionary Road,"Yates, Richard",,,,355        pp,3.92,"88,307","Dec 31, 1961","Feb 01, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 10, 2007",,Paperback,view,/book/show/48328.Revolutionary_Road
689,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dog of the Marriage: Stories,"Hempel, Amy",0743264517,9780743264518,0743264517,160        pp,3.99,"1,393",2005,"Mar 15, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 10, 2007",,Hardcover,view,/book/show/33301.The_Dog_of_the_Marriage
690,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Good Man Is Hard to Find and Other Stories,"O'Connor, Flannery",0156364654,9780156364652,0156364654,265        pp,4.18,"45,725",1955,"Aug 23, 1977",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 10, 2007",,Paperback,view,/book/show/432341.A_Good_Man_Is_Hard_to_Find_and_Other_Stories
691,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beloved,"Morrison, Toni",0452280621,9780452280625,0452280621,275        pp,3.95,"435,389","Sep 16, 1987","Oct 01, 1998",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 10, 2007",,Paperback,view,/book/show/570179.Beloved
692,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl in the Flammable Skirt,"Bender, Aimee*",0385492162,9780385492164,0385492162,192        pp,3.87,"7,857","Jul 13, 1998","Aug 17, 1999",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 10, 2007",,Paperback,view,/book/show/7850.The_Girl_in_the_Flammable_Skirt
693,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Jimmy Corrigan, the Smartest Kid on Earth","Ware, Chris",0375404538,9780375404535,0375404538,380        pp,4.08,"23,990","Sep 12, 2000","Sep 12, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 10, 2007",,Hardcover,view,/book/show/412264.Jimmy_Corrigan_the_Smartest_Kid_on_Earth
694,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Moby-Dick,"Melville, Herman",0142000086,9780142000083,0142000086,625        pp,3.54,"560,739","Oct 18, 1851","Sep 01, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 10, 2007",,Paperback,view,/book/show/7847.Moby_Dick
695,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Breathe Underwater,"Orringer, Julie*",1400034361,9781400034369,1400034361,226        pp,3.96,"6,396","Sep 02, 2003","Apr 12, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 10, 2007",,Paperback,view,/book/show/47975.How_to_Breathe_Underwater
696,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Golden Notebook,"Lessing, Doris",006093140X,9780060931407,006093140X,640        pp,3.77,"23,018",1962,"Feb 03, 1999",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I just found out Doris Lessing won the Nobel, and now I feel compelled to explain my one star  of her most famous book.My gal pals and I read thI just found out Doris Lessing won the Nobel, and now I feel compelled to explain my one star  of her most famous book.My gal pals and I read this over the course of a humid Iowa City summer, as part of a short lived and ill-conceived book club. We met once a week in a different apartment (though I can only imagine us at Kiki's place), to drink champagne and discuss the novel. Complain is really what we did--and then I went home with a champagne headache. None of us liked this novel, and I believe only a couple of us finished it. The Golden Notebook moves at a glacial pace, and it's probably the only book that has ever truly depressed me. Usually I like depressing books! This one just made me feel sick for humanity and myself, and for this terrible sad narrator writing these notebooks. The only good part to talk about, of course, was the orgasm section: is it true that the man who really loves you can give you both a clitoral AND a vaginal orgasm? Kiki told us her mom's opinion, and we all leaned in, attentive. But really, this too is an outdated discussion--if my memory serves me correctly (and it doesn't always), in the book, her lover refuses to believe that the clitoral orgasm is a real orgasm, and only wants to give her the other kind. I think nowadays men and women are more accepting of all orgasms. Yea for the world and the progress we've made! In the end, this book was a disappointment. My gal pals and I had more fun at the Iowa City Public Pool, which also was not fun....more",Notes are private!,0,30,1,not set,Jun 2005,"Jul 10, 2007",,Paperback,view (with text),/book/show/24100.The_Golden_Notebook
697,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Invisible Man,"Ellison, Ralph",,,,581        pp,3.91,"187,881","Apr 14, 1952","Feb 01, 1995",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 10, 2007",,Paperback,view,/book/show/16981.Invisible_Man
698,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Middle Passage,"Johnson, Charles R.*",0684855887,9780684855882,0684855887,209        pp,3.85,"5,152",1990,"Jul 01, 1998",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 10, 2007",,Paperback,view,/book/show/231113.Middle_Passage
699,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Little Friend,"Tartt, Donna",1400031699,9781400031696,1400031699,624        pp,3.47,"69,756","Oct 22, 2002","Oct 28, 2003",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 10, 2007",,Paperback,view,/book/show/775346.The_Little_Friend
700,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Heartbreaking Work of Staggering Genius,"Eggers, Dave",0375725784,9780375725784,0375725784,437        pp,3.69,"180,508","Feb 17, 2000","Feb 13, 2001",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 10, 2007",,Paperback,view,/book/show/4953.A_Heartbreaking_Work_of_Staggering_Genius
701,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jesus’ Son,"Johnson, Denis",0060975776,9780060975777,0060975776,160        pp,4.12,"36,614",1992,"Jan 01, 1993",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 10, 2007",,Mass Market Paperback,view,/book/show/608287.Jesus_Son
702,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ballad of the Sad Café and Other Stories,"McCullers, Carson",0618565868,9780618565863,0618565868,152        pp,3.80,"23,134","Jan 01, 1951","Apr 05, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 10, 2007",,Paperback,view,/book/show/45791.The_Ballad_of_the_Sad_Caf_and_Other_Stories
703,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tumble Home: A Novella and Short Stories,"Hempel, Amy",0684838877,9780684838878,0684838877,160        pp,4.02,"1,431",1997,"May 28, 1998",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 10, 2007",,Paperback,view,/book/show/33302.Tumble_Home
704,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Picture of Dorian Gray,"Wilde, Oscar",,,,272        pp,4.12,"1,535,004",Jun 1890,"Jun 01, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Jul 10, 2007",,Paperback,view,/book/show/5297.The_Picture_of_Dorian_Gray
705,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Remains of the Day,"Ishiguro, Kazuo*",0679731725,9780679731726,0679731725,245        pp,4.14,"303,622","May 01, 1989","Jul 15, 1990",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Jul 10, 2007",,Paperback,view,/book/show/274186.The_Remains_of_the_Day
706,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Never Let Me Go,"Ishiguro, Kazuo*",,,1400078776,288        pp,3.85,"694,184","Apr 05, 2005","Aug 31, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Can I just say: I read this book in Paris. On my honeymoon. While sipping capuccinos. And nibbling something (a pain au chocolat? my husband's ear?).NCan I just say: I read this book in Paris. On my honeymoon. While sipping capuccinos. And nibbling something (a pain au chocolat? my husband's ear?).Needless to say, this book is awesome....more",Notes are private!,0,3,1,not set,Nov 2006,"Jul 10, 2007",,Paperback,view (with text),/book/show/6334.Never_Let_Me_Go
707,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Black Dahlia,"Ellroy, James",0446674362,9780446674362,0446674362,336        pp,3.77,"91,074","Sep 01, 1987","Apr 01, 1998",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 10, 2007",,Paperback,view,/book/show/415046.The_Black_Dahlia
708,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Writing Los Angeles: A Literary Anthology: A Library of America Special Publication,"Ulin, David L.*",1931082278,9781931082273,1931082278,880        pp,4.16,218,"Sep 30, 2002","Sep 30, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 10, 2007",,Hardcover,view,/book/show/529171.Writing_Los_Angeles
709,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Collected Poems,"Stevens, Wallace",0679726691,9780679726692,0679726691,560        pp,4.27,"11,384",1954,"Feb 19, 1990",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 10, 2007",,Paperback,view,/book/show/75504.The_Collected_Poems
710,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Scarlet Letter,"Hawthorne, Nathaniel",0142437263,9780142437261,0142437263,279        pp,3.43,"865,289","Mar 16, 1850","Dec 31, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 10, 2007",,Paperback,view,/book/show/12296.The_Scarlet_Letter
711,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rachel Papers,"Amis, Martin",0679734589,9780679734581,0679734589,240        pp,3.58,"10,664",1973,"Sep 29, 1992",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I have such a crush on Martin Amis. A British guy with bad teeth and wit to burn. Sort of mean. What more could a girl want?,Notes are private!,0,1,1,not set,not set,"Jul 09, 2007",,Paperback,view (with text),/book/show/18828.The_Rachel_Papers
712,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The White Boy Shuffle,"Beatty, Paul",031228019X,9780312280192,031228019X,240        pp,4.10,"5,766","Jun 12, 1996","May 04, 2001",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 09, 2007",,Paperback,view,/book/show/77789.The_White_Boy_Shuffle
713,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Man Walks into a Room,"Krauss, Nicole",0385721919,9780385721912,0385721919,248        pp,3.35,"6,771",2002,"Nov 11, 2003",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 09, 2007",,Paperback,view,/book/show/44380.Man_Walks_into_a_Room
714,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The History of Love,"Krauss, Nicole",,,,252        pp,3.92,"135,690","May 17, 2005","Apr 01, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 09, 2007",,Hardcover,view,/book/show/77274.The_History_of_Love
715,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The White Album,"Didion, Joan",0374532079,9780374532079,0374532079,224        pp,4.06,"39,044",1979,"Nov 10, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 09, 2007",,Paperback,view,/book/show/421.The_White_Album
716,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Year of Magical Thinking,"Didion, Joan",1400078431,9781400078431,1400078431,227        pp,3.93,"242,940","Sep 01, 2005","Feb 13, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 09, 2007",,Paperback,view,/book/show/7815.The_Year_of_Magical_Thinking
717,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Any Human Heart,"Boyd, William",1400031001,9781400031009,1400031001,480        pp,4.28,"22,731","Jan 25, 2002","Jan 06, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 09, 2007",,Paperback,view,/book/show/77866.Any_Human_Heart
718,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Galatea 2.2,"Powers, Richard",0312423136,9780312423131,0312423136,329        pp,3.73,"3,127",1995,"Jan 01, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 09, 2007",,Paperback,view,/book/show/23001.Galatea_2_2
719,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Echo Maker,"Powers, Richard",0374146357,9780374146351,0374146357,451        pp,3.44,"11,401","Oct 17, 2006","Oct 17, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 09, 2007",,Hardcover,view,/book/show/19794.The_Echo_Maker
720,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Absurdistan,"Shteyngart, Gary*",1400061962,9781400061969,1400061962,352        pp,3.32,"13,660","May 02, 2006","May 02, 2006",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Yes, this novel starts out funny. But after about a hundred pages I wanted more than a fat Russian guy in a track suit rapping inane lyrics about his Yes, this novel starts out funny. But after about a hundred pages I wanted more than a fat Russian guy in a track suit rapping inane lyrics about his girlfriend from New York. Once the humor ran out (and it did), there was little left to hold the novel up. I feel guilty writing bad s, but I must fight against the unwarranted praise this book has received (Best Book of the Year? Please!). I liked Shteyngart's first novel, The Russian Debutante's Handbook, much better, and I read an interview with him where he said he wants to try something not so satirical for his next book. I hope this happens, because he's clearly a very talented writer. I mean, he did go to Oberlin after all......more",Notes are private!,0,3,1,not set,not set,"Jul 09, 2007",,Hardcover,view (with text),/book/show/21308.Absurdistan
721,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Remainder,"McCarthy, Tom",0307278352,9780307278357,0307278352,308        pp,3.67,"7,850",2005,"Feb 13, 2007",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Judging from the ultra-high-concept premise, I should've known this novel wasn't right for me. A guy gets 8.5 million pounds in a settlement for an acJudging from the ultra-high-concept premise, I should've known this novel wasn't right for me. A guy gets 8.5 million pounds in a settlement for an accident he's not allowed to disclose (part of the settlement's agreement), and soon after gets the urge to re-enact an experience that feels like a vivid memory but isn't. This part of the book is pretty compelling and strange, but after that the novel simply depicts the narrator's thirst for one re-enactment after another as he falls farther and farther away from reality. I hated this guy--he reminded me of an eccentric millionare with a mental problem, a la Michael Jackson, except rather than create a theme park at his house to lure and fondle innocent children, and impregnate some woman and then name the child after himself and make him wear a blanket over his head, this guy forces all these people to create one set after another in attempt to feel all tingly while inside these performed movements. Who cares? Not me. I was initially interested in the book's ideas about authenticity, the fluidity, or lackthereof, between a thought and an action, between truth and an acted truth, but the novel never moved forward with these ideas. It took me a week to finish the last 50 pages....more",Notes are private!,0,3,1,not set,Jul 2007,"Jul 09, 2007",,Paperback,view (with text),/book/show/101334.Remainder
722,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Among the Missing,"Chaon, Dan*",0345441613,9780345441614,0345441613,274        pp,4.04,"2,854","Jul 03, 2001","Jan 29, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love this collection of stories by my friend, and former teacher, Dan Chaon. They are sad, but with a lovely strain of dark humor running through thI love this collection of stories by my friend, and former teacher, Dan Chaon. They are sad, but with a lovely strain of dark humor running through them, too. Maybe I am most impressed by the compassion Dan has for his characters. My favorite is the first story, ""Safety Man,"" but Patrick always talks about ""Here's a Little Something to Remember Me By""....more",Notes are private!,0,0,1,not set,not set,"Jul 09, 2007",,Paperback,view (with text),/book/show/88247.Among_the_Missing
723,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You Remind Me of Me,"Chaon, Dan*",0345441419,9780345441416,0345441419,356        pp,3.63,"4,315","May 25, 2004","May 25, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It's all about page 158, folks.It's all about page 158, folks....more",Notes are private!,0,1,1,not set,May 2004,"Jul 09, 2007",,Hardcover,view (with text),/book/show/227481.You_Remind_Me_of_Me
724,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Amazing Adventures of Kavalier & Clay,"Chabon, Michael",0312282990,9780312282998,B007C4D1G2,639        pp,4.18,"202,696","Sep 19, 2000","Jan 01, 2001",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 08, 2007",,Paperback,view,/book/show/3985.The_Amazing_Adventures_of_Kavalier_Clay
725,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Special Topics in Calamity Physics,"Pessl, Marisha*",0143112120,9780143112129,0143112120,514        pp,3.70,"47,085","Aug 03, 2006","Apr 24, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 08, 2007",,Paperback,view,/book/show/97473.Special_Topics_in_Calamity_Physics
726,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Veronica,"Gaitskill, Mary",0375421459,9780375421457,0375421459,240        pp,3.43,"6,205","Oct 11, 2005","Oct 11, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 08, 2007",,Hardcover,view,/book/show/22259.Veronica
727,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bad Behavior,"Gaitskill, Mary",,,,208        pp,3.87,"11,599",1988,"May 14, 1989",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 08, 2007",,Paperback,view,/book/show/251356.Bad_Behavior
728,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Rabbit, Run        (Rabbit Angstrom, #1)","Updike, John",0449911659,9780449911655,0449911659,325        pp,3.58,"60,214",1960,1996,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 08, 2007",,Paperback,view,/book/show/85386.Rabbit_Run
729,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Russian Debutante's Handbook,"Shteyngart, Gary*",1573229881,9781573229883,1573229881,476        pp,3.55,"7,159","Apr 29, 2002","Apr 29, 2002",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 08, 2007",,Paperback,view,/book/show/210817.The_Russian_Debutante_s_Handbook
730,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Things You Should Know: A Collection of Stories,"Homes, A.M.*",0060520132,9780060520137,0060520132,224        pp,3.83,"1,570",unknown,"Sep 02, 2003",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 08, 2007",,Paperback,view,/book/show/75477.Things_You_Should_Know
731,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Safety of Objects,"Homes, A.M.*",0060564512,9780060564513,0060564512,176        pp,3.79,"4,242",1990,"Jan 01, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 08, 2007",,Paperback,view,/book/show/29411.The_Safety_of_Objects
732,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Music for Torching,"Homes, A.M.*",068817762X,9780688177621,068817762X,368        pp,3.70,"4,029",1999,"Apr 05, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 08, 2007",,Paperback,view,/book/show/75480.Music_for_Torching
733,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cosmopolis,"DeLillo, Don",0330412744,9780330412742,0330412744,209        pp,3.26,"17,441",2003,2003,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 08, 2007",,Paperback,view,/book/show/28703.Cosmopolis
734,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Americana,"DeLillo, Don",0140119485,9780140119480,0140119485,377        pp,3.40,"5,971",1971,"Jul 06, 1989",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read this, DeLillo's first book, because my husband said it was good. I'm a fan of Libra and White Noise, and an even bigger fan of Underworld, so II read this, DeLillo's first book, because my husband said it was good. I'm a fan of Libra and White Noise, and an even bigger fan of Underworld, so I thought, Why not? I couldn't stand this book. I don't remember much about it except that it reminded me of hanging out with pretentious 19-year-old boys who wax poetic about Baudrillard and Godard over cheap beers. I have yet to meet anyone who read and liked this book after the age of 25. I'm guessing those who liked this book after the age of 25 probably read it when it was published, when the ideas therein were still original. Now we have Coke commercials that resemble this novel's concept. Not DeLillo's fault, but still--he could've taken himself a little less seriously. ...more",Notes are private!,0,0,1,not set,not set,"Jul 08, 2007",,Paperback,view (with text),/book/show/403.Americana
735,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Body Artist,"DeLillo, Don",0743203968,9780743203968,0743203968,128        pp,3.28,"11,287","Jan 01, 2001","Feb 05, 2002",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 08, 2007",,Paperback,view,/book/show/11767.The_Body_Artist
736,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Libra,"DeLillo, Don",0141188227,9780141188225,0141188227,456        pp,4.03,"17,769","Aug 15, 1988","Mar 02, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 08, 2007",,Paperback,view,/book/show/632358.Libra
