,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Tori's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The World's Wife,"Duffy, Carol Ann",1447275241,9781447275244,1447275241,78        pp,4.13,"9,425",Sep 1999,"Jan 01, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I wanted to list my favourites of this collection, but I'd be listing the entire table of contents. I wanted to pull an impactful quote, but I'd be trI wanted to list my favourites of this collection, but I'd be listing the entire table of contents. I wanted to pull an impactful quote, but I'd be transcribing the whole book. Jeanette Winterson said it best in the introduction:  [These poems] are written with such humour or poignancy, or insight or recognition, that we get the point, the many points, the points of view and the points of light....more",Notes are private!,0,1,1,"Jun 12, 2017","Jun 12, 2017","Jun 12, 2017",,Paperback,view (with text),/book/show/24751761-the-world-s-wife
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Should All Be Feminists,"Adichie, Chimamanda Ngozi",,,B00L0F01NK,65        pp,4.40,"292,668",2012,"Jul 29, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Some people will say 'Oh, but women have the real power: bottom power.' (This is a Nigerian expression for a woman who uses her sexuality to get thingSome people will say 'Oh, but women have the real power: bottom power.' (This is a Nigerian expression for a woman who uses her sexuality to get things from men.) But bottom power is not power at all, because the woman with bottom power is actually not powerful; she just has a good route to tap another person's power.This is a wonderful introduction to feminism for anyone who has an incorrect impression of what feminism is. If you already consider yourself a feminist, it's unlikely any of the ideas put forth will be new to you, but that doesn't change their importance....more",Notes are private!,0,1,1,not set,not set,"Jun 12, 2017",,Kindle Edition,view (with text),/book/show/22738563-we-should-all-be-feminists
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Lesbian Experience With Loneliness,"Nagata, Kabi",1626926034,9781626926035,1626926034,143        pp,4.11,"25,427",2016,"Jun 06, 2017",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Kabi had the bravery to be very blunt, honest, and real in this book. It feels wrong to give a Review to someone's real life experiences, so it's hardKabi had the bravery to be very blunt, honest, and real in this book. It feels wrong to give a Review to someone's real life experiences, so it's hard to put my thoughts into appropriate words. I loved how she spoke about her experiences with depression and other mental illness, and I wish that had been fleshed out more. With regards to the depiction of sex and her own idea of sex, it felt like she set up the character of herself to make some self-discoveries that weren't really seen through. I'd like to note before I say this that this isn't a criticism of the book or the author, just a statement about my experience as a reader: I was hoping to find this more relatable than I did. As someone who has and does struggle with major depression, I found the depiction of mental illness far more relatable than the depiction of sexuality, which is what I was expecting to relate to in this book. I understand the value of writing an autobiographical work that doesn't have a real ""resolution"", but putting down a book that didn't really have a conclusion is a strange feeling. I guess I'd hoped that after learning about her experiences, as the reader I'd also be able to learn about what she took away from the experiences and how they've shaped her; I wanted to know what, as a reader, she hoped I would take away from her story....more",Notes are private!,0,22,1,"Jun 12, 2017","Jun 12, 2017","Jun 12, 2017",,Paperback,view (with text),/book/show/33113683-my-lesbian-experience-with-loneliness
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shell Game,"Lawrence, Benny*",9781939562,,,260        pp,4.24,507,"Jun 27, 2013","Jun 27, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"FAN-FUCKING-TASTIC!!!!!!I can't believe that a book about lesbian pirates managed to be nothing like what I was expecting and also to be IMMEASURABLY FAN-FUCKING-TASTIC!!!!!!I can't believe that a book about lesbian pirates managed to be nothing like what I was expecting and also to be IMMEASURABLY BETTER THAN I HAD EVER HOPED!!! It's funny without being goofy, Darren and Lynn are both so quick witted and sarcastic and hilarious. The romance is perfect without being soppy, no two people could be more perfect together than these two, honestly. The plot is so addictive and enthralling, I literally didn't put it down from start to finish. Nothing at all was as it initially seemed (which is good because for a second there at the beginning I was worried). Both of the main characters are so well developed and have such distinctive, amazing voices. The alternating first person perspective wouldn't have sounded appealing to me before reading it, but after the fact I can see there really was no better way to tell this story, and at no point while I was reading did it pull me out of the story or bother me in any way. sorry I'm rambling but damn this book is such a wonderful time!!!!If you're going to read this, please be warned of violence/abuse/child abuse. I'm always happy to give more details about content warnings if anyone needs them....more",Notes are private!,0,5,1,"Jun 10, 2017","Jun 11, 2017","Jun 10, 2017",,Paperback,view (with text),/book/show/18158603-shell-game
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Christopher and His Kind: A Memoir, 1929-1939","Isherwood, Christopher",0374535221,9780374535223,0374535221,352        pp,4.07,"3,392",1976,"Feb 10, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"He asked himself: Do I now want to go to bed with more women and girls? Of course not, as long as I can have boys. Why do I prefer boys? Because of thHe asked himself: Do I now want to go to bed with more women and girls? Of course not, as long as I can have boys. Why do I prefer boys? Because of their shape and their voices and their smell and the way they move. And boys can be romantic. I can put them into my myth and fall in love with them.Couldn't you get yourself excited by the shape of girls, too—if you worked hard at it? Perhaps. And couldn't you invent another myth—to put girls into? Why the hell should I? My will is to live according to my nature, and to find a place where I can be what I am... But I'll admit this—even if my nature were like theirs, I should still have to fight them, in one way or another. If boys didn't exist, I should have to invent them.I wish I had the words this book deserves to have lavished upon it. Christopher's thoughts and experiences resonate decades later, and his writing style is so compelling and hilarious. I laughed aloud at least a dozen times, which made the times that I gasped and cried with his heartbreak all the more moving. I'm so thankful that I got to read this, and I look forward to reading more by Christopher Isherwood and his other gay author friends that he made me fall in love with while reading Christopher and His Kind....more",Notes are private!,0,2,1,"May 31, 2017","Jun 06, 2017","May 31, 2017",,Paperback,view (with text),/book/show/22237194-christopher-and-his-kind
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,War of the Foxes,"Siken, Richard",1556594771,9781556594779,1556594771,49        pp,4.15,"7,595","Apr 28, 2015","Apr 28, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Anyone can paint a mask. It's boring. And everyone secretly wants to collaborate with the enemy, to construct a truer version of the self. How much caAnyone can paint a mask. It's boring. And everyone secretly wants to collaborate with the enemy, to construct a truer version of the self. How much can you change and get away with it, before you turn into someone else, before it's some kind of murder? Difficult, to be confronted with the fact of yourself. ETA Nov 2017:I don't have the words I'd need to explain how striking both Crush and War of the Foxes are to me, albeit in hugely different ways. They can hardly be compared to each other, they're so different, but for me War of the Foxes gives me even more than Crush did of that nameless thing I seek in poetry. It makes me feel understood in ways that vary from relieving to terrifying. ...more",Notes are private!,0,4,2,"Nov 12, 2017May 22, 2017","Nov 12, 2017May 22, 2017","May 22, 2017",,Paperback,view (with text),/book/show/21532793-war-of-the-foxes
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Martian,"Weir, Andy*",0804139024,9780804139021,0804139024,384        pp,4.42,"1,121,199","Sep 27, 2011","Feb 11, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This book BLEW ME AWAY!!!! It was absolutely incredible. I was expecting it to be great because of how much I love the movie but the fact that it manaThis book BLEW ME AWAY!!!! It was absolutely incredible. I was expecting it to be great because of how much I love the movie but the fact that it managed to surprise me so much despite knowing the plot was such a treat. It is hilarious and quick and incredibly smart and moving. I'm not sure what I love more: the human drive to discover or PHYSICS but this fantastic book has both in droves. It immediately jumped onto my faves list. ...more,Notes are private!,0,7,1,"May 14, 2017","May 19, 2017","May 14, 2017",,Hardcover,view (with text),/book/show/18007564-the-martian
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crush,"Siken, Richard",0300107897,9780300107890,0300107897,62        pp,4.34,"36,245","Apr 11, 2005","Apr 11, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A man takes his sadness down to the river and throws it in the riverbut then he's still leftwith the river. A man takes his sadness and throws it awayA man takes his sadness down to the river and throws it in the riverbut then he's still leftwith the river. A man takes his sadness and throws it awaybut then he's still left with his hands. ...more,Notes are private!,0,6,2,"Nov 11, 2017Apr 06, 2017","Nov 11, 2017Apr 06, 2017","May 06, 2017",,Paperback,view (with text),/book/show/96259.Crush
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Gentleman's Guide to Vice and Virtue        (Montague Siblings, #1)","Lee, Mackenzi*",0062382802,9780062382801,0062382802,528        pp,4.04,"137,220","Jun 27, 2017","Jun 27, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""What's the use of temptations if we don't yield to them?""""That'll be chiseled upon your tombstone.""OOOOOOH BOY THIS BOOK!!!!!!! I want to hold Monty ""What's the use of temptations if we don't yield to them?""""That'll be chiseled upon your tombstone.""OOOOOOH BOY THIS BOOK!!!!!!! I want to hold Monty in my hands & heart forever and ever!! Percy is my compassionate role model and Felicity is my absolute badass hero. I'm reeling! what a fantastic read...more",Notes are private!,0,5,1,"Apr 19, 2017","Apr 22, 2017","Apr 19, 2017",,Hardcover,view (with text),/book/show/29283884-the-gentleman-s-guide-to-vice-and-virtue
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gut Symmetries,"Winterson, Jeanette",0517286939,9780517286937,0517286939,219        pp,3.80,"4,840","Mar 25, 1997","Nov 17, 1998",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I want to love well. To see you as you are, not as a character in my film noir. I want the unknowableness and intimacy of another human being. [...] II want to love well. To see you as you are, not as a character in my film noir. I want the unknowableness and intimacy of another human being. [...] If this is going to succeed it will take years. I will have to find the years because I want to stand before you naked. I want to love you well....more",Notes are private!,0,1,0,not set,not set,"Mar 19, 2017",,Hardcover,view (with text),/book/show/15056.Gut_Symmetries
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lesbian Sex Haiku Book,"Pulley, Anna*",1250072646,9781250072641,1250072646,160        pp,4.13,295,"Apr 19, 2016","Apr 19, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"funny and cute and mostly a lesbian poking fun at lesbian stereotypes! Some faves: How about we stop beating 'round the bush and start...beating 'rounfunny and cute and mostly a lesbian poking fun at lesbian stereotypes! Some faves: How about we stop beating 'round the bush and start...beating 'round the bush It's like straight sex, butwe don't have to rub one out ourselves afterward How lesbian sexting worksAutocorrect turns""mmm"" to ""mom."" Freud rises fromgrave: ""I told you so!""...more",Notes are private!,0,7,1,"Mar 16, 2017","Mar 16, 2017","Mar 16, 2017",,Hardcover,view (with text),/book/show/25663576-the-lesbian-sex-haiku-book
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stone Gods,"Winterson, Jeanette",0241143950,9780241143957,0241143950,207        pp,3.68,"6,152",2007,"Jan 01, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""One day, tens of millions of years from now, someone will find me rusted into the mud of a world they have never seen, and when they crumble me betwe""One day, tens of millions of years from now, someone will find me rusted into the mud of a world they have never seen, and when they crumble me between their fingers, it will be you they find.""Hopefully someday I can  this book better, hopefully someday I'll be able to find the words and the thoughtfulness that it deserves. For now all I can say is 1) I'm immeasurably thankful that everything fell into place to allow me to be someone who can read and appreciate Jeanette Winterson, and 2) this was fucking crazy to read as the Trappist-1 planets were discovered....more",Notes are private!,0,4,1,"Feb 17, 2017","Feb 24, 2017","Feb 17, 2017",,Hardcover,view (with text),/book/show/883195.The_Stone_Gods
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Have Always Lived in the Castle,"Jackson, Shirley",0143039970,9780143039976,0143039970,160        pp,3.94,"227,061","Sep 21, 1962","Oct 31, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I am living on the moon, I told myself, I have a little house all by myself on the moon.The feeling of this book is so excellently unsettling, and MerI am living on the moon, I told myself, I have a little house all by myself on the moon.The feeling of this book is so excellently unsettling, and Merricat is a perfect narrator. Shirley Jackson was fantastic at creating creepy stories that show a mirror to the world....more",Notes are private!,0,0,1,"Feb 13, 2017","Feb 14, 2017","Feb 06, 2017",,Paperback,view (with text),/book/show/89724.We_Have_Always_Lived_in_the_Castle
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The End        (A Series of Unfortunate Events, #13)","Snicket, Lemony*",0064410161,9780064410168,0064410161,353        pp,4.03,"107,450","Oct 13, 2006","Oct 13, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It is not the whole story, of course, but it is enough. Under the circumstances, it is the best for which you can hope.Masterfully done. I love my metIt is not the whole story, of course, but it is enough. Under the circumstances, it is the best for which you can hope.Masterfully done. I love my metaphors heavy-handed and my endings hopeful. Love you forever, Baudelaires. ...more",Notes are private!,0,6,1,"Feb 04, 2017","Feb 06, 2017","Feb 04, 2017",,Hardcover,view (with text),/book/show/65112.The_End
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tell the Wolves I'm Home,"Brunt, Carol Rifka*",0679644199,9780679644194,0679644199,360        pp,4.03,"143,069","Jun 19, 2012","Jun 19, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"None of these things should have mattered, but I guess they did. I guess they were like water. Soft and harmless until enough time went by. Then all oNone of these things should have mattered, but I guess they did. I guess they were like water. Soft and harmless until enough time went by. Then all of a sudden you found yourself with the Grand Canyon on your hands.This book absolutely tore my heart open, emptied it out, and filled it right back up. It understands that most crucial fact of how one person can touch another so profoundly, but not always in a positive way. You see examples of the power that love and knowing someone can have in the most beautiful ways and also the most hurtful ones. And seeing everything through June's eyes gave this story such yearning and purity. This story's depiction of AIDS, the suffering it caused, and the stigma around those who were suffering, was stark and startling to experience through June's perspective. Carol Rifka Brunt told a story that deserved to be told with such delicacy and love, it felt like an honour to behold it. I'm mystified and incredibly impressed that this is a debut novel, I feel so lucky to have gotten to experience this book and even that it exists at all. ...more",Notes are private!,0,6,1,"Feb 03, 2017","Feb 04, 2017","Feb 03, 2017",,Hardcover,view (with text),/book/show/12875258-tell-the-wolves-i-m-home
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Penultimate Peril        (A Series of Unfortunate Events, #12)","Snicket, Lemony*",0064410153,9780064410151,0064410153,353        pp,4.08,"107,591","Oct 18, 2005","Oct 18, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""You are not children anymore, Baudelaires.""this is the most heartbreaking one of the series so far. my heart is so heavy for these kiddos. LET THEM B""You are not children anymore, Baudelaires.""this is the most heartbreaking one of the series so far. my heart is so heavy for these kiddos. LET THEM BE KIDS AGAIN!!!...more",Notes are private!,0,0,1,"Jan 31, 2017","Jan 31, 2017","Jan 31, 2017",,Hardcover,view (with text),/book/show/65110.The_Penultimate_Peril
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wuthering Heights,"Brontë, Emily",,,B004UJAOLM,400        pp,3.89,"1,805,465",Dec 1847,"Mar 30, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""And I pray one prayer—I repeat it till my tongue stiffens—Catherine Earnshaw, may you not rest as long as I am living; you said I killed you— haunt m""And I pray one prayer—I repeat it till my tongue stiffens—Catherine Earnshaw, may you not rest as long as I am living; you said I killed you— haunt me, then! The murdered do haunt their murderers, I believe. I know that ghosts have wandered on the earth. Be with me always—take any form—drive me mad! only do not leave me in this abyss, where I cannot find you! Oh, God! it is unutterable! I cannot live without my life! I cannot live without my soul!""sometimes i'm loathe to admit it to myself but goddamn i'm obsessed with a destructive love story. i'm weak for the all-consuming but inevitably doomed loves found throughout fiction. almost none of these characters are redeemable, but i find myself loving this story and readily enjoying putting myself in their lives over the course of this book.i relished the pettiness and drama, i swooned at the gorgeous writing and striking love declarations, i let myself get lost in the obsessiveness of the characters, and i had an even more fantastic time than i did when i first read this book and got hooked in high school.also hareton deserved better and is an angel who stayed soft and kind despite all the horrible things he had to live through and i love him entirely...more",Notes are private!,0,2,1,"Jan 24, 2017","Jan 30, 2017","Jan 24, 2017",,Kindle Edition,view (with text),/book/show/11019333-wuthering-heights
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Grim Grotto        (A Series of Unfortunate Events, #11)","Snicket, Lemony*",0064410145,9780064410144,,323        pp,4.02,"115,087","Sep 21, 2004","Sep 21, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""People aren't either wicked or noble. They're like chef's salads, with good things and bad things chopped and mixed together in a vinaigrette of conf""People aren't either wicked or noble. They're like chef's salads, with good things and bad things chopped and mixed together in a vinaigrette of confusion and conflict.”...more",Notes are private!,0,1,1,"Jan 24, 2017","Jan 24, 2017","Jan 24, 2017",,Hardcover,view (with text),/book/show/65111.The_Grim_Grotto
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bedlam Stacks,"Pulley, Natasha",1620409674,9781620409671,1620409674,352        pp,4.01,"10,962","Jul 13, 2017","Aug 01, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""He could have hurt you.""I nodded. He could have. But it felt good to have stood in front of him without flinching and, however stupid it was, I wante""He could have hurt you.""I nodded. He could have. But it felt good to have stood in front of him without flinching and, however stupid it was, I wanted to do it again. If you read The Watchmaker of Filigree Street then you may already know this, but first time readers need to understand going into this book: it requires some patience. I wouldn't describe it as slow because changing the pace would be changing the feeling of the book itself, I would much rather describe it as peaceful and lovingly written. I can hardly wrap my head around the beautiful world Pulley built in The Bedlam Stacks, it's so unlike anything I've ever read before. I was filled with wonder at every little piece of magic that fell into place. Every single detail has so much beauty and uniqueness, Pulley truly raises the bar for magical realism. And then, of course, the reason I was so excited for this book in the first place: the slow burn love story. Beneath the intriguing plot and magical world-building is the absolute sweetest story of two people coming to love each other in the process of learning about each other. They don't realize it as it's happening, until they just let themselves lean into it, and each other, when they do. You hardly notice it when it's happening, until you look back and see their beautiful dance for what it was. The intimacy Pulley achieved through wordless conversations and the relief in being known is so beautiful. I wish a love story like this one wasn't so rare. Overall: same as I said when I finished Watchmaker, ONE MILLION STARS. I highly recommend to anyone, but go into The Bedlam Stacks with willingness to go at its pace to really get the utmost out of it....more",Notes are private!,0,56,2,"Aug 28, 2018Feb 09, 2017","Aug 30, 2018Feb 12, 2017","Jan 23, 2017",,Hardcover,view (with text),/book/show/31450615-the-bedlam-stacks
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Time Traveler’s Wife,"Niffenegger, Audrey*",,9781939126016,1939126010,537        pp,3.99,"1,785,022",2003,"Sep 23, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Henry?” “Yeah?” “You are making me different.” “I know""can you believe this was her FIRST NOVEL?! as long as it is, I found myself wishing it would n""Henry?” “Yeah?” “You are making me different.” “I know""can you believe this was her FIRST NOVEL?! as long as it is, I found myself wishing it would never end. the emotion, urgency, pain, and passion make this book an all-consuming experience. I'm in love with it entirely, even moreso than I was when I first read it as a teenager....more",Notes are private!,0,5,1,"Jan 20, 2017","Jan 22, 2017","Jan 20, 2017",,ebook,view (with text),/book/show/18619684-the-time-traveler-s-wife
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Slippery Slope        (A Series of Unfortunate Events, #10)","Snicket, Lemony*",0064410137,9780064410137,0064410137,337        pp,4.04,"125,635","Sep 23, 2003","Sep 23, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""I think we might be doing the wrong thing,” she said.“But we agreed,” Quigley said, “to fight fire with fire.”“I know we agreed,” Violet said, “but i""I think we might be doing the wrong thing,” she said.“But we agreed,” Quigley said, “to fight fire with fire.”“I know we agreed,” Violet said, “but if everyone fought fire with fire, the entire world would go up in smoke.""the kiddos being deliberative in their choice to do the right thing and not hurt anyone, no matter the cost to them, is so important and beautiful and their journey to that decision is very well written...more",Notes are private!,0,3,1,"Jan 17, 2017","Jan 20, 2017","Jan 17, 2017",,Hardcover,view (with text),/book/show/297792.The_Slippery_Slope
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You Know Me Well,"LaCour, Nina*",1250098645,9781250098641,1250098645,256        pp,3.71,"18,097","Jun 02, 2016","Jun 07, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It was like a scene out of Gatsby, but gayer. Unless you agree with Mr. Chu and think that weird part with the ellipses means that Nick and Gatsby hooIt was like a scene out of Gatsby, but gayer. Unless you agree with Mr. Chu and think that weird part with the ellipses means that Nick and Gatsby hooked up, in which case it was like a scene out of Gatsby, and just as gay.this book gave me everything I've ever wanted from a YA novel. All-consuming love and friendship and loss, grandiosity and poetry. This is the cheesiest thing I've ever said but i couldn't stop thinking of it as a little galaxy. Mark and his orbit with Ryan, Kate's and hers with Violet, and then Mark and Kate learning how to orbit each other with a certainty and rightness that captures what true friendship looks like so perfectly. I'm head over heels in love with this fairy tale of a book....more",Notes are private!,0,4,1,"Jan 15, 2017","Jan 17, 2017","Jan 15, 2017",,Hardcover,view (with text),/book/show/27158835-you-know-me-well
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Carnivorous Carnival        (A Series of Unfortunate Events, #9)","Snicket, Lemony*",0064410129,9780064410120,0064410129,286        pp,4.00,"129,894","Oct 17, 2002","Oct 17, 2002",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"With the Baudelaire orphans, it was as if their grief were a very heavy object that they each took turns carrying so that they would not all be cryingWith the Baudelaire orphans, it was as if their grief were a very heavy object that they each took turns carrying so that they would not all be crying at once, but sometimes the object was too heavy for one of them to move without weeping, so Violet and Sunny stood next to Klaus, reminding him that this was something they could all carry together until at last they found a safe place to lay it down.my love for this family grows evermore, but this one's a bit iffy for me just because of the way the carnival characters are treated, which made me uncomfortable. but the overarching mystery grows even more!!...more",Notes are private!,0,0,1,"Jan 13, 2017","Jan 15, 2017","Jan 13, 2017",,Hardcover,view (with text),/book/show/324277.The_Carnivorous_Carnival
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hostile Hospital        (A Series of Unfortunate Events, #8)","Snicket, Lemony*",0064408663,9780064408660,0064408663,255        pp,3.99,"118,509","Sep 04, 2001","Sep 04, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Note to self: stop reading other people's s of this series. I'm thankful that I can approach these with the same childlike wonder and enthusiasmNote to self: stop reading other people's s of this series. I'm thankful that I can approach these with the same childlike wonder and enthusiasm that I did when I first read them almost 15 years ago, and that these books meet me halfway and bring the magic every time. ...more",Notes are private!,0,8,1,"Jan 10, 2017","Jan 10, 2017","Jan 10, 2017",,Hardcover,view (with text),/book/show/254596.The_Hostile_Hospital
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Vile Village        (A Series of Unfortunate Events, #7)","Snicket, Lemony*",0060566221,9780060566227,0060566221,272        pp,3.97,"142,417","Apr 24, 2001","Apr 24, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Definitely my favourite one in the series so far!!!! It's picking up y'allDefinitely my favourite one in the series so far!!!! It's picking up y'all...more,Notes are private!,0,1,1,"Jan 09, 2017","Jan 10, 2017","Jan 09, 2017",,Hardcover,view (with text),/book/show/150037.The_Vile_Village
