,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Karolyn's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
418,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Kitchen House,"Grissom, Kathleen*",1439153663,9781439153666,1439153663,369        pp,4.22,"275,064","Feb 02, 2010","Feb 02, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Let me start by saying that I read this book for my book club. I would not have picked it up on my own because I'm not a huge fan of historical fictioLet me start by saying that I read this book for my book club. I would not have picked it up on my own because I'm not a huge fan of historical fiction. That being said, Kathleen Grissom did a wonderful job with this, her debut novel. Grissom's writing is clean and formal, as it should be when relating a story from circa 1800 set in Virginia. The premise—that a seven-year-old Irish girl who is orphaned on her trip to America becomes an indentured servant of the captain of their ship, and then is raised by his slaves until she is sixteen—must be historically accurate because the author did years of research for this book. However, let me start by saying that this shocked me. Were little white girls truly made ""indentured servants"" in the late-18th Century? Why was she indentured in the first place? The girl, Lavinia, was a red-headed, freckle-faced, traumatized orphan who looked a lot like the ship captain's wife? Wouldn't her parents have paid their way BEFORE they got on the ship? Yes. Then why would she be indentured to anyone? But if there was reason for her to be ""indentured,"" would they really have sent her to the kitchen house to be raised by the slaves? Isn't it more likely that she would have served the family in the ""big"" house? Beyond that, Grissom created realistic characters that I really cared about. Her portrayal of the slaves seemed spot on, the Pyke family also seemed highly authentic (based on other books and movies I've read and seen over the years), but the most captivating aspect was the interaction between the Pyke family and their slaves. It was in turns both tender and horrifying. [On a side note, I went to see 12 Years a Slave, a movie directed by Steve McQueen, while reading this book. His portrayal of the true story of Solomon Northup, a free white man who was kidnapped and enslaved in Georgia, was eerily similar to Grissom's portrayal of the same time period.] My biggest knock on this book, other than I never understood why Lavinia was indentured in the first place, was this: Lavinia, from about age nine to twenty, is remarkably (unbelievably) wise and insightful, except when it came to the white men in the story. Perhaps, after losing her real mother and father, she lost her natural teachers about matters of the heart, but her ""black family"" taught her everything else about life and love. Lavinia was completely blind when it came to Marshall and Ben's actions, the two white males who were about her age. That dichotomy frustrated me. My favorite part of this book was the plot. It became more and more exciting near the end. Yes, that's as it should be, but it's not always the case, especially with literary fiction. My favorite books, in general, are well-written, plot-driven stories. THE KITCHEN HOUSE is both.Four strong stars....more",Notes are private!,0,1,1,"Oct 03, 2013","Nov 17, 2013","Oct 03, 2013",,Paperback,view (with text),/book/show/6837103-the-kitchen-house
419,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Silent Wife,"Harrison, A.S.A.",0143123238,9780143123231,0143123238,326        pp,3.29,"114,118","Jun 25, 2013","Jun 25, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I often think I'm more critical of really good books than I am of mediocre books. THE SILENT WIFE is a REALLY good book, so I have complaints, but theI often think I'm more critical of really good books than I am of mediocre books. THE SILENT WIFE is a REALLY good book, so I have complaints, but they are rather nit-picky. In fact, I even considered giving A.S.A. Harrison's first novel Five Stars. THE SILENT WIFE is far better (miles beyond!) GONE GIRL. They are often compared because they have similar plots, though they were released so close together I am sure that's just a coincidence. In THE SILENT WIFE, Jodi and Todd are a couple; they've been together for twenty years, though they never actually got married. Todd is a real estate developer who has multiple affairs. Jodi is a part-time therapist with her own issues. The back cover of the novel tells us that Jodi kills Todd, and that more than anything keeps us turning the pages to find out when and how. After it happens, the final fifty pages are even more riveting because the reader is dying to know if she gets away with it. A.S.A. Harrison, who died of cancer before this book was published, was a wonderful writer. Her sentences are clean and sparse. Her observations of people are often startlingly poignant. She dove deeply into her characters psyches. Harrison wrote four non-fiction books before THE SILENT WIFE. I am curious if she was a psychologist herself (there is very little biographical information about her online).My issues with this book center mostly around money—income, expenses, costs, etc. The characters seemed to live way beyond their means … but that's a trivial point considering what a great story this is. I highly recommend it!Four and a half Stars—rounded down to Four....more",Notes are private!,0,1,1,"Sep 25, 2013","Feb 15, 2014","Sep 16, 2013",,Paperback,view (with text),/book/show/16171291-the-silent-wife
420,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Night Film,"Pessl, Marisha*",140006788X,9781400067886,140006788X,598        pp,3.78,"90,933","Jul 16, 2013","Jul 16, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Where does one begin in ing NIGHT FILM? This book is long and multi-dimensional. I actually made a list with LIKE and DISLIKE elements. AlthoughWhere does one begin in ing NIGHT FILM? This book is long and multi-dimensional. I actually made a list with LIKE and DISLIKE elements. Although I would say I liked this book, my dislike column was twice as long as my likes.Briefly, NIGHT FILM is the story of an investigative journalist, Scott McGrath, who sets out to discern wether a young girl's death was suicide or murder. The young girl, Ashley Cordova, is the daughter of an eccentric and reclusive movie director known for his horror films. McGrath has had previous dealings with the father, Stanislas Cordova, and McGrath's career was nearly ruined because of it. Additionally, the book is FILLED with multi-media images: fictitious web pages; newspaper clippings; pages torn from phone books; polaroid images; and most importantly, a symbol that lets the reader (via the book's very own phone app and QR reader) scan a symbol to ""find out more!""Let's start with what I liked: Marisha Pessl's imagination must roar through her brain in techni-color! Wow, the plot of this book (plus the story lines of all of Stanislas Cordova's ""films"") is amazing. The best way I can describe it is like this: Imagine taking a 24-hour roller coaster ride, with harrowing climbs, terrifying falls, sharp turns and twists and loop-de-loops, all while traveling through NYC's Central Park, witchcraft stores, abandoned warehouses, creepy forests, mile-long mazes of pure darkness ... Then, in the final pages, your roller coaster pulls back into the station and stops. You look at your friends in amazement and wonder, ""Did that really happen?"" It's almost mystical. Pessl has ""created a world"" that sweeps the reader off his/her feet. Pessl's plot is definitely the driving force in this book—it's a page-turner. We really want to know the ""truth"" behind the Cordova mystique. Okay, that's all the Likes I had. Now for the rest of the story:I felt the writing was sub-par. Not as bad as Stephenie Meyer's TWILIGHT series, but way below what I expected for a book with this much press and praise. (I have long felt that ""Concept"" trumps ""Quality"" in many books.) Pessl's sentences are clunky, often slowing down the narrative. Her excessive use of ITALICS made me want to scream and throw the book down. Did she think her readers weren't smart enough to get what her characters were trying to say? Her best writing, in my opinion, was when she wrote the ""copy"" for her fictitious news clippings. Why did she have to ruin the book with her italics? Why didn't an editor overrule her desire for said italics? Additionally, I felt her metaphors and similes, for the most part, fell flat. They often didn't seem to make sense, or have any relation to the characters and situations. (I could list numerous examples, but this  is already stretching quite long.) Her male protagonist was unconvincing. He ""thought"" like a girl. Plus, McGrath, the freelance journalist is apparently quite rich—there's an oxymoron! He owns a home in NY's West Village, and throws money around like a hedge fund manager. Later, he is joined in his search by two young people who had had interactions with Ashley, the deceased daughter. I thought their trio felt forced and unrealistic. My last point is the interactive element, the app and symbol-reader. So we all know that most movies don't live up to their books, right? One of the book's best qualities was its creepiness. (The cover is fantastic!) I hesitated to download the app because I wanted to read the book on its own merits. Near the end of the book though, I thought, I should at least check it out, know what it's about, to give a full . I was so disappointed when I did. The few symbols I scanned led me to shiny, pretty, Hollywood images of beautiful girls applying firetruck-red lipstick in million-dollar bathrooms. It completely ruined the spooky feel of her story! If Pessl wanted to make movies, she should have done so. (Yes, she has already sold the movie rights to this book, so it shouldn't be long before her glossy film is in a theatre near you.)In closing, while Pessl has a great talent for storytelling, I think she spent way too much time on the concept and interactive elements, and not enough time on writing good sentences. At her level, verb tenses in each sentence should match. I would give this book 3.5 stars, but I'm rounding down on this one.Three black stars to NIGHT FILM....more",Notes are private!,0,1,1,"Sep 25, 2013","Oct 15, 2013","Sep 16, 2013",,Hardcover,view (with text),/book/show/10112885-night-film
421,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American Pastoral,"Roth, Philip",,,0099771810,432        pp,3.94,"80,032","May 12, 1997","Sep 01, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 08, 2013",,Paperback,view,/book/show/11650.American_Pastoral
422,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hooked: Write Fiction That Grabs Readers at Page One & Never Lets Them Go,"Edgerton, Les*",1582974578,9781582974576,1582974578,256        pp,4.01,"1,908","Apr 12, 2007","Apr 12, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 08, 2013",,Paperback,view,/book/show/414771.Hooked
423,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Husband's Secret,"Moriarty, Liane*",110163071X,9781101630716,,unknown,3.95,"672,300",Mar 2015,"Jul 30, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm not sure what I expected from this book, but it was a delightful surprise. Liane Moriarty is an excellent writer. She has a way of capturing real I'm not sure what I expected from this book, but it was a delightful surprise. Liane Moriarty is an excellent writer. She has a way of capturing real thoughts and emotions and translating them into actions for her characters. There are three seemingly disparate groups of people in THE HUSBAND'S SECRET, that Moriarty weaves together seamlessly for an intricate tale. (I listened to this book as an audiobook, so I didn't have the advantage of looking ahead to sections or chapters or headings to know what to expect.) The book is set in Sydney and Melbourne, Australia, which made it fun to read/ listen to (I really enjoyed Caroline Lee's performance and pronunciations in an authentic Australian accent). The premise of the book, with no spoilers, is what do you do with a piece of information that would tear your family apart? I love that premise. I call it the tragic dilemma. Moriarty told the story of each group of people so well that I felt like I knew the characters, but it's the plot that drives the story. I really wanted to know how the plot resolved itself.I have two small knocks against this book. First, I thought it was a bit long, and might have been even better if she had eliminated, say, fifty pages. (Moriarty draws a thematic parallel to the Berlin Wall which seemed a bit forced.) Second, Moriarty adds an omniscient epilogue about how the characters' lives would have played out if certain events had never happened. I didn't like that. Why tell us all the ways a novel could have gone, but didn't? I would give this book 4 1/2 Stars if Goodreads would let me, but I'm rounding down because of the epilogue. Still, a strong recommendation....more",Notes are private!,0,2,1,not set,"Sep 13, 2013","Sep 07, 2013",,Audiobook,view (with text),/book/show/18220696-the-husband-s-secret
424,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Write a Sentence: And How to Read One,"Fish, Stanley",006184053X,9780061840531,006184053X,176        pp,3.47,"3,149","Jan 06, 2011","Aug 07, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"As a writer without an MFA, I decided recently that it would be a good idea for me to pick up a few books on sentences, books that MFA students are prAs a writer without an MFA, I decided recently that it would be a good idea for me to pick up a few books on sentences, books that MFA students are probably reading. This is one of five that I purchased. I haven't gotten through them all yet, but I think it's safe to say that this one will fall to the bottom of my favorites.How To Write A Sentence and How To Read One feels a lot like a fireside chat—a very intense fireside chat. My guess is that Stanley Fish is a storyteller, a man who loves deep, intellectual discourse. He probably also likes to hear himself talk (but that's totally a guess because I've never met the man). This book discusses sentences, the key word being ""discusses."" It's more of a narrative than it is a primer. Fish offers lengthy commentary about the hows and whys of sentences. Most of his examples are old, I mean, really OLD. I haven't counted them out, but I think it's safe to say that he uses more examples from the 17th century than he does from the 20th century.Now, here's the basis for my Three Star : Mr. Fish is undoubtedly a brilliant man and a superb writer, but I'm not looking for didactic discourse from works that are nearly 500 years old. If any contemporary writer tried to write like John Milton or Francis Bacon, he or she would probably suffer great criticism and possibly even literary rejection. Yes, it's good to learn from the classics, but writing in the 21st century is a different ballgame (in certain ways). In the epilogue of this book, Mr. Fish says, ""My hope is that this discussion will be continued ..."" Again, discussion is the key word. If you like to learn via narrative discourse, you might love this little book. I much preferred June Casagrande's It Was the Best of Sentences, It Was the Worst of Sentences, despite the clichéd title.Three Stars...more",Notes are private!,0,0,1,"Jul 30, 2013","Aug 10, 2013","Jul 30, 2013",,Paperback,view (with text),/book/show/9561866-how-to-write-a-sentence
425,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sin and Syntax: How to Craft Wickedly Effective Prose,"Hale, Constance*",0767903099,9780767903097,0767903099,289        pp,3.96,"2,275",1999,"Mar 20, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 30, 2013",,Paperback,view,/book/show/310014.Sin_and_Syntax
426,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Writing Well: The Classic Guide to Writing Nonfiction,"Zinsser, William",0060891548,9780060891541,B007YTSYN0,321        pp,4.24,"28,305",1976,"Jan 01, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I write fiction, primarily, so I merely skimmed William Zinsser's ON WRITING WELL, THE CLASSIC GUIDE TO WRITING NONFICTION for the times such as rightI write fiction, primarily, so I merely skimmed William Zinsser's ON WRITING WELL, THE CLASSIC GUIDE TO WRITING NONFICTION for the times such as right now, when I do, indeed, write nonfiction. Zinsser covers everything from the basics of Style and Word Usage to the specifics on Memoir, Travel, and Sports writing, to name just a few.This book was recommended to me by a friend in the Iowa Writers' Workshop (on the nonfiction side) as an excellent guide and tool. From that recommendation alone, I know this book must be worthy of five stars. I am happy to own it and keep it on my bookshelf. When the time comes that I delve more deeply into nonfiction writing, I will pull this book down and read it more thoroughly.Five Stars....more",Notes are private!,0,0,1,"Aug 27, 2013","Oct 31, 2013","Jul 30, 2013",,Paperback,view (with text),/book/show/53343.On_Writing_Well
427,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation","Truss, Lynne",1592402038,9781592402038,1592402038,209        pp,3.87,"105,110","Jan 02, 2003",Apr 2006,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Yes, of course this little grammar book has some good information; don't they all? EATS, SHOOTS & LEAVES, by Lynne Truss also adds a bit of humor in tYes, of course this little grammar book has some good information; don't they all? EATS, SHOOTS & LEAVES, by Lynne Truss also adds a bit of humor in the mix—which is much appreciated when dealing with a subject as droll as grammar. I have it on my shelf, and I will keep it, and I will refer to it on occasion, I'm sure. I'm giving it only three stars though, because she includes a lot of unnecessary prose. When I need grammar advice, I want to pull a book off a shelf, find the right page, and get back to writing. I don't want to read jaunty little stories about what not to do, or what tragedies might befall us if we omit commas or misplace apostrophes. I also don't want pages and pages of what NOT to do. ""Just the fact, ma'am."" Three Stars...more",Notes are private!,0,0,1,not set,"Jan 19, 2014","Jul 30, 2013",,Hardcover,view (with text),/book/show/8600.Eats_Shoots_Leaves
428,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Cuckoo's Calling        (Cormoran Strike, #1)","Galbraith, Robert",0316206849,9780316206846,0316206849,456        pp,3.89,"581,613","Apr 18, 2013","Apr 30, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Is there a person on earth who does not know by now that Robert Galbraith is a pseudonym for J.K. Rowling? My first response to this book is: How in tIs there a person on earth who does not know by now that Robert Galbraith is a pseudonym for J.K. Rowling? My first response to this book is: How in the world did any literary agent PASS on this novel? It is brilliantly written, and an expertly told whodunit. It's not a thriller by any means; it's much more literary than that. In fact, I don't think I've ever had to refer to a dictionary more times while reading a mystery novel than I did for this one. It's a high-level mindbender at its best, yet it's still a quintessential detective story. So, a brief synopsis: Cormoran Strike is a down-on-his-luck detective. He's a disabled ex-military cop. A big guy. In walks Robin, a secretarial temp—but not by any shades of grey like Anastasia! (Forgive me if I got that reference wrong; I have not read that book.) Robin is smart, attractive, and engaged to another man, though Galbraith/Rowling has definitely laid the groundwork for a relationship with these two. The case in The Cuckoo's Calling is about a supermodel who plunges to her death, which was ruled a suicide by the police. The girl's brother hires Strike to investigate because he's sure she was pushed off a balcony.I'm not sure what I liked more about this novel: the character development; or the plot. They were equally brilliant. I suppose once an author has learned how to describe characters like Lord Voldemort and Dumbledore, it's not too difficult to describe a man like Cormoran Strike. Each of her characters feels very real and very ""round."" Each of them, especially Strike and Robin, had a nice arc of enlightenment in this story. But the plot ... it too was fantastic. It never strayed from the primary line (except to briefly elucidate a character's backstory). By page 170 (out of 455), Rowling had cast doubt on every minor character as a possible murder suspect. In fact, with 50 pages remaining, I had only narrowed down the possible villain to one of three people. I love NOT being able to guess ""who did it."" Then, lo and behold: the bad guy wasn't even one of the three I had on my list! Bravo, Ms. Rowling! In the end, the unraveling of the case was just slightly a stretch (the ending of some mysteries are impossible to believe), but Strike does an excellent job of pulling all the loose threads together to determine the killer. Additionally, the writing in this novel is very smart. I underlined many well-turned phrases and descriptions. Last year, critics called Dennis Lehane's Live By Night a top literary-mystery. Well, The Cuckoo's Calling easily trumps Lehane's novel in that category. This is my kind of book: a well-written, perfect mix of plot-driven and character-driven. Definitely Five Stars....more",Notes are private!,0,2,1,"Aug 16, 2013","Aug 26, 2013","Jul 30, 2013",,Hardcover,view (with text),/book/show/16160797-the-cuckoo-s-calling
429,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mortality,"Hitchens, Christopher",1455502758,9781455502752,1455502758,104        pp,4.11,"27,781","Sep 01, 2012","Sep 04, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"You know the tired question: If you could have dinner with any three people, living or dead, who would you choose? I now know I would choose ChristophYou know the tired question: If you could have dinner with any three people, living or dead, who would you choose? I now know I would choose Christopher Hitchens as one of them. I have owned the book MORTALITY for nearly two years. At 100 tiny pages, I could have (and did) read it in a matter of hours. Except I was afraid to. I know a few people who battle terminal illness, so I was afraid that reading this book would be too difficult (emotionally) to bear. Yet I also knew how much I wanted to because Hitchens was such a brilliant man. Now I wish I'd read it sooner, because that would have given me the opportunity to have read it many times since.Mortality is a powerful book. It is essentially a collection of articles Hitchens wrote for Vanity Fair Magazine after he was diagnosed with Stage IV esophageal cancer. Hitchens, a renowned atheist, was a force of nature. In his own words, he knowingly burned ""the candle at both ends,"" and found ""that it often gives a lovely light."" He speaks so clearly and wisely about what it's like to be sick, and how naive those of us who love a sick person can be. He speaks of his treatments with no pity or whine. He speaks about his religious friends and their efforts to pray for him. He speaks on Prayer, and Religion, and Death so brilliantly that I feel confident in using the word ""brilliant"" twice in the same short . (A more religious person may disagree with me there.)Mortality is a tough book to read because ""none of us are getting out of here alive."" This could be our own story one day, or that of a loved one. But read it. It's valuable and interesting and thought provoking. It makes me want to read everything Hitchens ever wrote, and watch the YouTube videos of him speaking. FIVE brilliant Stars...more",Notes are private!,0,2,1,"Dec 06, 2013","Sep 26, 2015","Jul 30, 2013",,Hardcover,view (with text),/book/show/13529055-mortality
430,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"It Was the Best of Sentences, It Was the Worst of Sentences: A Writer's Guide to Crafting Killer Sentences","Casagrande, June",158008740X,9781580087407,158008740X,214        pp,4.14,"1,478","Jan 01, 2010","Jul 27, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I call myself a writer. I've been at it for over five years. Yet this tiny little book still taught me big lessons. Mainly, I learned to stop using seI call myself a writer. I've been at it for over five years. Yet this tiny little book still taught me big lessons. Mainly, I learned to stop using semicolons. I also learned to write short sentences. No, I'm not trying to be facetious here, this really is a powerful little book. June Casagrande does an excellent job of illustrating her points with both bad and good examples. She walks us through the basics, and shows us how to spot—and how to fix—bad writing. It's easy to think a sentence is a few words followed by a period, question mark, or exclamation point, but we all know there's more to it than that. She explains it all.This book would be very valuable for any writer who's trying to improve her writing, be it fiction or nonfiction. I highly recommend it.My only question is: If I stop using semicolons, how will my Reader know I've gone to college?Five stars....more",Notes are private!,0,3,1,not set,"Jul 22, 2013","Jul 23, 2013",,Paperback,view (with text),/book/show/8462257-it-was-the-best-of-sentences-it-was-the-worst-of-sentences
431,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Old Man and the Sea,"Hemingway, Ernest",,,,128        pp,3.80,"1,148,302","Sep 01, 1952","May 05, 1995",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I hadn't read this book in nearly twenty years, so I decided it was time for a re-read. There's no question Hemingway is a master-storyteller, though I hadn't read this book in nearly twenty years, so I decided it was time for a re-read. There's no question Hemingway is a master-storyteller, though if you've read my other Hemingway s, you know he's not my favorite writer. I like more detail, more description.While this is a lovely little story on its own, the biblical references cannot be ignored. My question today is whether or not Hemingway himself would try to separate his story from all the Christian references—or did he intend it to be directly related? I don't feel the need to get into this  too deeply here. I'm sure it's been chewed up, and savored or spit out enough already. I will say I listened to this as an audio book, narrated by the talented actor Donald Sutherland. Unfortunately, I did not think Mr. Sutherland did a very good job, nor did the producers of this recording. His voice was uneven and un-energetic. I know the story is about an old man, but I found Mr. Sutherland's performance almost boring. That's too bad.In any case, if you are a fan of fishing, baseball, or the end of Christ's life, you will probably love this book. I assume you know that already.Four Stars, because Hemingway can write beautiful sentences....more",Notes are private!,0,1,1,"Jul 19, 2013","Jul 23, 2013","Jul 19, 2013",,Paperback,view (with text),/book/show/386299.The_Old_Man_and_the_Sea
432,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Light in the Ruins,"Bohjalian, Chris*",0385534817,9780385534819,0385534817,309        pp,3.68,"29,136",2013,"Jul 09, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book surprised me. Chris Bohjalian has written sixteen novels, several of which were NYTimes Bestsellers, one of which was an Oprah book. So he mThis book surprised me. Chris Bohjalian has written sixteen novels, several of which were NYTimes Bestsellers, one of which was an Oprah book. So he must be a good writer, right? The Light in the Ruins was my first Bohjalian novel, but unfortunately, I can't say that I liked it. In fact, I barely made it through.It's difficult to succinctly put my finger on why I didn't like it, but here are a few thoughts. One publicity blurb I read said it was a retelling of ""Romeo and Juliet."" Yeah, no. Just because an Italian woman falls in love with a man who her family does not approve of, does not make it a retelling of Romeo & Juliet. Also, I'm not a fan of Bohjalian's writing style, his use of grammar rules. Incomplete sentences. Extra details. Didn't work for me. They say the great writers can get away with NOT following the rules, but I think this book is an example of what happens when a writer tries, but fails. Third point: Mr. Bojhalian lost me with too many minor characters (red herrings?) and too many WWII facts as the various contingents fought their way through Italy. That may be the first reason that I started skipping pages. At some point, I said, Who did what? Bohjalian didn't make me CARE enough about the characters to keep them all straight. The only reason I hung on to the end was to find out whodunit. And when I found out, I was disappointed. The killer wasn't who I wanted it to be.There's no need for me to belabor my point here. I'm sure many people loved this book. I'm just not one of them. Three Stars. Just my humble opinion....more",Notes are private!,0,0,1,"Jul 30, 2013","Aug 04, 2013","Jul 13, 2013",,Hardcover,view (with text),/book/show/16099189-the-light-in-the-ruins
433,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Enchanted Life of Adam Hope,"Riley, Rhonda*",0062099442,9780062099440,0062099442,424        pp,3.81,"5,931","Jan 01, 2013","Apr 23, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The premise of THE ENCHANTED LIFE OF ADAM HOPE falls somewhere between ""high-concept"" and ""magical realism."" That is to say, it requires the reader toThe premise of THE ENCHANTED LIFE OF ADAM HOPE falls somewhere between ""high-concept"" and ""magical realism."" That is to say, it requires the reader to take a leap of faith. In my mind, this is a wonderful jumping off point to begin a novel.  THE ENCHANTED LIFE OF ADAM HOPE is an epic tale of three generations of a family, centered around Evelyn Roe. The story begins in 1944 when Evelyn finds ""what she takes to be a badly burned soldier"" and nurses him back to health. This ""soldier"" first becomes Evelyn's mirror image, and then he becomes Adam Hope. They marry and have five daughters. Adam Hope is obviously not ""one of us."" We learn all of this from the front flap, but I SO wish there'd been a way to hold back that information. I would love to have discovered those magical facts as I read. According to the back flap, this is Rhonda Riley's first novel, though it's evident that she has been writing for a long time. Her prose is lyrical and lovely. She writes with a unique candidness, an unabashed honesty, a rare openness concerning love and sex and even bodily functions, but not in an overtly sexual way; it has a medical sense that makes me think Ms. Riley might have been a nurse before she was a writer. Either that, or she's a very open mother. The story reminds me in ways of THE THORN BIRDS. (I can imagine Ms. Riley smiling at that.) Descriptions of the setting—first North Carolina, then Florida— evoke images of McCullough's Australia. The perfect love, and also lost love, in ADAM HOPE is reminiscent of Maggie's life in THE THORN BIRDS. If you love a lyrical, romantic tale, you will love THE ENCHANTED LIFE OF ADAM HOPE.Three stars...more",Notes are private!,0,0,1,"Jul 13, 2013","Jul 24, 2013","Jul 10, 2013",,Paperback,view (with text),/book/show/15818218-the-enchanted-life-of-adam-hope
434,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bell Jar,"Plath, Sylvia",,,,294        pp,4.05,"960,134",Jan 1963,2006,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There are undoubtedly many reasons why THE BELL JAR has become a classic American novel (published in 1963). Though I have not read any of Sylvia PlatThere are undoubtedly many reasons why THE BELL JAR has become a classic American novel (published in 1963). Though I have not read any of Sylvia Plath's poetry, she was a very talented writer (she was the first poet to posthumously win the Pulitzer Prize (in 2006)). I was captivated by the story of THE BELL JAR, a thinly veiled memoir, because of its deeply personal and tragic nature. However, I must say that I think the reason this book is still actively read is because of Plath's poetry and her tragic personal life and eventual suicide—not necessarily because this debut novel stands out for its own merits.It's quite remarkable that a writer, specifically a woman in the late 1950s-early 60s, could tell the world such a devastating, heartbreaking personal story. In THE BELL JAR, Plath (1932 - 1963) retells the story of her own downward spiral—one that led her to a six-month stay in an asylum and sent her through many rounds of electroshock therapy. I cared for the protagonist, ""Esther,"" and I hurt inside when I read what she was going through. This story takes place when Esther (Plath) was 18 years old and struggling to become a writer, a time well before her troubled marriage to the poet Ted Hughes. In certain ways, Plath owes her legacy to Hughes. He inherited her estate and saw to it that much of her poetry was published posthumously, but he also burned or ""lost"" other important works after her death that allegedly incriminated him as an adulterer. They were separated at the time of her death, but not divorced. If Hughes had not inherited her estate, Plath might have been best known for subsequent novels.THE BELL JAR is a well-written, captivating story. I highlighted many lovely phrases, and Plath did an excellent job of building Esther's anxiety and chronicling her madness and pain. However, I was surprised that the writing was as simple as it was. It's very good for a debut novel, but not outstanding like I had expected it to be for a novel that has remained so well-known after all these years. Four Stars...more",Notes are private!,0,1,1,"Aug 15, 2013","Oct 30, 2013","Jul 06, 2013",,Paperback,view (with text),/book/show/6514.The_Bell_Jar
