,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Greg's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Disorientation,"Chou, Elaine Hsieh",0593298357,9780593298350,0593298357,403        pp,3.85,"14,381","Mar 22, 2022","Mar 22, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Alternating between a hilarious satire of the ridiculousness of academia and a sobering examination of authenticity and race, this is quite an accomplAlternating between a hilarious satire of the ridiculousness of academia and a sobering examination of authenticity and race, this is quite an accomplished debut novel!...more",Notes are private!,0,0,1,"Mar 28, 2022","Apr 05, 2022","Jan 14, 2022",,Hardcover,view (with text),/book/show/58350424-disorientation
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mercy Street,"Haigh, Jennifer*",0061763306,9780061763304,0061763306,352        pp,3.63,"8,985","Feb 01, 2022","Feb 01, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Have you read Jennifer Haigh? If not, you should! She's a criminally underrated, fiercely brave novelist who tangles with the toughest of tough topicsHave you read Jennifer Haigh? If not, you should! She's a criminally underrated, fiercely brave novelist who tangles with the toughest of tough topics in her books. In Faith, she took on the Catholic priest sexual abuse scandal, in Heat and Light she explores how fracking destroys small rust belt towns, and in this novel, she tackles abortion.Characters from both sides of the culture wars collide in this story about how and why abortion has become such an incredibly divisive issue. This is a really good, sobering read....more",Notes are private!,0,2,1,Mar 2022,"Mar 08, 2022","Jan 14, 2022",,Hardcover,view (with text),/book/show/58006995-mercy-street
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Clark and Division        (Japantown Mystery, #1)","Hirahara, Naomi*",1641292490,9781641292498,1641292490,305        pp,3.63,"8,543","Aug 03, 2021","Aug 03, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A thoroughly just okay historical fiction / mystery / love story. Includes a lot of interesting details about WWII era Chicago (Aragon Ballroom and NeA thoroughly just okay historical fiction / mystery / love story. Includes a lot of interesting details about WWII era Chicago (Aragon Ballroom and Newberry Library feature prominently — two of my favorite places in the city), but some clumsy plotting holds this back a bit....more",Notes are private!,0,1,1,"Jan 11, 2022","Jan 15, 2022","Jan 11, 2022",,Hardcover,view (with text),/book/show/56661003-clark-and-division
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hell of a Book,"Mott, Jason*",059333096X,9780593330968,059333096X,323        pp,4.05,"22,966","Jun 29, 2021","Jun 29, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Chimamanda Ngozi Adichie famously wrote: ""You can't write an honest novel about race in this country."" Has Jason Mott done that here?As a White male, Chimamanda Ngozi Adichie famously wrote: ""You can't write an honest novel about race in this country."" Has Jason Mott done that here?As a White male, I'm certainly not in a position to answer that, but I can tell you this: Jason Mott's novel is certainly an eye-opening, innovative, and entertaining way to examine race, racism, police brutality, and any particular person's particular responsibility in addressing race in America. Hell of a Book is 2021's National Book Award winner, and way more so than some previous years, this one feels like a worthy winner. Could not put this down. Helped me think about many things in new ways....more",Notes are private!,0,4,1,"Jan 08, 2022","Jan 10, 2022","Jan 08, 2022",,Hardcover,view (with text),/book/show/55964195-hell-of-a-book
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wind-Up Bird Chronicle,"Murakami, Haruki",0679775439,9780679775430,0679775439,607        pp,4.15,"283,461","Apr 12, 1994",2002,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Whoa, dude. Whoa. That was out there, man. Far out.",Notes are private!,0,3,1,"Jan 07, 2022","Feb 15, 2022","Jan 07, 2022",,Paperback,view (with text),/book/show/284066.The_Wind_Up_Bird_Chronicle
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Olga Dies Dreaming,"Gonzalez, Xochitl*",1250786177,9781250786173,1250786177,369        pp,3.99,"61,752","Jan 04, 2022","Jan 04, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"First appeared at https://www.thenewdorkofbooks.c...Olga Dies Dreaming, by Xóchitl González, is one of the best, most accomplished debut novels First appeared at https://www.thenewdorkofbooks.c...Olga Dies Dreaming, by Xóchitl González, is one of the best, most accomplished debut novels I've read in a long time. This book is just full of surprises, which is somewhat ironic given that it's about a wedding planner for the rich in NYC, to whom surprises are anathema. It's a novel that starts out like a frothy story about trying to fit in with NYC's upper crust. But as we learn more about Olga, her Congressman older brother Prieto, and their mother, the novels shifts in tone and takes on a much more political, and frankly, flat-out furious, tone. It becomes a novel about gentrification, class and race, the injustices wrought upon Puerto Rico (Olga and her brother are second-generation Puerto Ricans), neo-colonialism, corruption, and the failures of leadership. That's a pretty heavy shift from a light-hearted rom-com. But it truly works. And it's amazingly well done. Think about it in terms of napkins. The novel begins with Olga planning a wedding and explaining how every mother-of-the-bride has one detail Olga knows will be the bane of her existence during the wedding planning process. For this particular wedding, it's the napkins. But as you continue to progress through the book (and progress quickly, you will!), when you think about the napkins anecdote, it's a perfect symbol of the absurdity of what matters to the wealthy that doesn't really matter and at all, and it's a perfect juxtaposition to everything else in the novel that's so much more important. Here's a little on the plot: It's the summer of 2017, and we're all starting to figure out that the new ""president"" is going to be even worse than we could've possible imagined. But this is all in the background for the time being as Olga, born and raised in the Latinx-majority Sunset Park neighborhood of Brooklyn, hob-nobs with the rich and famous, sleeps with rich married men, appears on television shows to talk about weddings, and builds her wedding-planning brand. Her older brother Prieto is the Congressman for their district, and though the two siblings are close, we soon learn Prieto harbors some serious secrets. And there's one more twist before things really start to heat up: Their mother, a political radical and advocate for Puerto Rican independence, had left the family when they were kids. Not long after, their father falls apart, becomes addicted to drugs, and dies of AIDS. Their mother has been in contact with them throughout their lives through a series of letters. Somehow, she always knows what's going on in their lives: And she's very disappointed in Olga's career choice. So late in that summer of 2017, Hurricane Irma hits in the Caribbean, knocking out power to most of Puerto Rico. But if you remember, this was just the dress rehearsal for Hurricane Maria, which hit two weeks later, and absolutely devastated the island. The island got almost no help from the federal government to prepare or in the immediate aftermath. It was in many ways worse than Hurricane Katrina. (You may remember that video of the ""president"" chucking rolls of paper tolls into a crowd of people, people who had no food or clean water.)Hurricane Maria becomes the fulcrum point for the novel. It's also a major turning point for both Prieto and Olga. Everything changes for them. For the better? Worse? What lessons do these characters learn? What happens with their mother?I read this novel — it's just shy of 400 pages — in three days. I could not put it down. It's absolutely riveting, incredibly well-written, smart, and at times really funny. It's one of those novels that comes along only a couple times a year that really reminds me how much I love reading. I can't recommend it more highly....more",Notes are private!,0,9,1,"Jan 16, 2022","Jan 18, 2022","Jan 06, 2022",,Hardcover,view (with text),/book/show/57693171-olga-dies-dreaming
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,These Precious Days: Essays,"Patchett, Ann",0063092786,9780063092785,0063092786,320        pp,4.44,"36,767","Nov 23, 2021","Nov 23, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"First appeared at: https://www.thenewdorkofbooks.c...Ann Patchett is one of my all-time favorite writers, mainly because she writes with amazingFirst appeared at: https://www.thenewdorkofbooks.c...Ann Patchett is one of my all-time favorite writers, mainly because she writes with amazing warmth. It's her superpower, and she brings it to bear clearly in her new essay collection, These Precious Days. Patchett explains in the introduction why she wrote essays during the pandemic, instead of fiction: Fear of death. She says while writing any novel, she considers what would happen to her fictional universe and all her beloved characters if she dies before it's finished. They would be wiped out too, and you get the sense she considers this the greater tragedy. And so she couldn't focus on writing fiction during the pandemic because ""What was the point of starting if I wasn't going to be around to finish?"" She mentions she wasn't more afraid of dying during the pandemic than any other time, but that during the writing all her novels, thoughts of death were nearly constant. But essays? ""Death has no interest in essays,"" she says. And so we're all the luckier for it that she wrote these wonderful pieces during the pandemic. Each one is smart and funny and sincere and just generally a joy to read. There's not a dud in the bunch, a nearly impossible trick to pull off in an essay collection. Most essay collections are just that: a collection of disconnected pieces that appeared elsewhere and are published together to make a buck. But these feel intentional and thematically connected. Which, to use a tired cliche, means we get a book that is greater than the sum of its parts.My favorite in the collection is an essay titled ""There Are No Children Here."" It's a series of 20-some vignettes all about Patchett's decision not to have children. I loved this piece for its gentle (and sometimes not-so-gentle) chiding of people who are always up in her business, asking her why, or suggesting she's missing something, or are in disbelief someone would consciously make that choice. She explains why she thinks people interpret her choice as a value judgment on theirs, as if both choices aren't equally valid. When someone knows you've purposely chosen not to have children, they sometimes see that as looking down your nose at their own decisions, because something that's not important to you is to them. Of course that's not the case (well, usually). Patchett writes that she thinks about this the same way as her choice not to eat meat or drink. When someone asks her if she minds if they order a cheeseburger, she says ""Not unless you're going to make me eat it."" Live and let live, basically.The title essay These Precious Days is another highlight. It's about how she picked up Tom Hanks' story collection in the middle of the night, and through a series of very fortunate events, wound up with Hanks' personal assistant Sooki as her long-term houseguest during the pandemic. But Sooki became way more than just a houseguest, she became a dear friend. And they spent much of the early days of the pandemic together, as Sooki was undergoing cancer treatments in Nashville, and they are both just trying to figure out how to live in a new reality. Without exaggeration, I can faithfully say that this is one of the best essay collections I've ever read. Honestly. I loved this book a wholly indecent amount. Many of these essays are less than 10 pages, and I'd read one or two per day, always looking forward to taking a break from what I was doing and giving myself an Ann Patchett Essay Treat throughout the day. I can't recommend this more highly. ...more",Notes are private!,0,1,1,"Jan 05, 2022","Jan 30, 2022","Jan 05, 2022",,Hardcover,view (with text),/book/show/56922687-these-precious-days
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mercury Pictures Presents,"Marra, Anthony*",0451495209,9780451495204,0451495209,416        pp,3.68,"10,978","Jul 19, 2022","Aug 02, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Probably 3.5 but I'll round up.Anthony Marra is a very clever, witty writer. And in this novel, his first in eight years, he gives us a wise-cracking Probably 3.5 but I'll round up.Anthony Marra is a very clever, witty writer. And in this novel, his first in eight years, he gives us a wise-cracking 1940s movie executive character named Artie and one of his proteges, a young woman named Maria, who are the perfect mediums for his wit. I loved every scene these two characters are in. Unfortunately, these two characters aren't in every scene. In a novel about how we really should look at art (specifically movies) as an imitation of life (or is it the other way around?), there are a lot of digressions that put a really fine point on this theme - mini-stories about filming propaganda movies, a fake Berlin built in Utah, and more. Still, Marra is a competent enough storyteller to pull you through these scenes. You may like these digressions them more than I did. I just always read these scenes waiting to get back to Artie and Maria, which is far and away the strength of the novel....more",Notes are private!,0,1,1,"Jul 29, 2022","Aug 11, 2022","Jan 05, 2022",,Hardcover,view (with text),/book/show/59109471-mercury-pictures-presents
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Man Theory,"Wayne, Teddy*",1635578728,9781635578720,1635578728,307        pp,3.78,538,"Jul 12, 2022","Jul 12, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.5First appeared at https://www.thenewdorkofbooks.c...I have no idea if Teddy Wayne had Ignatius Reilly - the pugnacious protagonist of the cla4.5First appeared at https://www.thenewdorkofbooks.c...I have no idea if Teddy Wayne had Ignatius Reilly - the pugnacious protagonist of the classic novel A Confederacy of Dunces - in mind as he penned his character Paul in his new novel The Great Man Theory. But if he did, he nailed it! Paul is a middle-aged, divorced dad, Brooklyn writer living with his mother who is constantly upset with the state of the world and beyond befuddled that the world doesn't appreciate his brilliance. But here's the surprise: Paul is a little bit all of us. Paul is sure social media is destroying society. Paul has trouble understanding why his passion projects -- in his case, long-form articles about really obscure subjects published in academic journals -- aren't more widely read and respected. But mostly, Paul can't understand how so many people in this supposedly enlightened country can go along with the machinations of the orange fiend in the White House. (Yes, it's 2018 or so, and the Cheeto-faced Shitgibbon is at the height of his manipulative powers.)And now, Paul discovers his own mother -- he had to move in with her after he was denied tenure and then got demoted from his university teaching job -- is a fan of Colin Mackey, the blustery anchor on a nightly news show bearing no accidental resemblance to Sean Hannity and Fox News.But Paul has a plan to solve all these problems. He's currently working on a book titled The Luddite's Manifesto that will set the set the world straight and vault him to cultural prominence and wealth beyond his wildest dreams. It's pretty laughable of course, but let's let Paul/Ignatius have his dream because despite all this, we somehow manage to feel for Paul, a little bit. He is losing touch with his 11-year-old daughter who he only gets to see on weekend (part of the reason for this is that he constantly explains the world to her in the most condescending terms, and she recognizes his life as sad). But he really does love her and really strives to be a good parent.Eventually, as is inevitable, Paul hits rock bottom and has a moment of clarity. What is he really doing to help the declining state of society? What can he do? Can he do more?There are few ""plot twists"" in this novel that make you go ""huh?"" But on the whole, this is a really fun read. Paul is exasperating for sure! But do you root for him? Sometimes it's hard to tell if you should. Paul, in addition to standing in as a modern-day Ignatius Reilly, is also the guy in the classic Onion article, ""Area Man Accepts Burden Of Being Only Person On Earth Who Understands How World Actually Works."" ...more",Notes are private!,0,4,1,"Sep 19, 2022","Sep 25, 2022","Jan 05, 2022",,Hardcover,view (with text),/book/show/58725061-the-great-man-theory
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Angel of Rome and Other Stories,"Walter, Jess",006286811X,9780062868114,006286811X,274        pp,4.01,"3,501","Jun 28, 2022","Jun 28, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.5Magnificent! Even though this is truly a collection - these stories were all published elsewhere and then collected in this book - they hang togeth4.5Magnificent! Even though this is truly a collection - these stories were all published elsewhere and then collected in this book - they hang together thematically amazingly well. They're stories about authenticity, self-awareness, our current fraught moment of disregarding facts, and past trauma affecting current relationships.My favorites are the two longest stories, ""The Angel of Rome"" and ""The Way the World Ends"" are my favorites, but overall favorite is the story ""Town & Country"" about a gay man in Idaho trying to figure out what to do about his asshole father who has dementia. Funny, heartfelt, and as Jess Walter-esque as you can get.If you're a Jess Walter fan, you'll love this too....more",Notes are private!,0,1,1,"Jul 16, 2022","Jul 24, 2022","Jan 05, 2022",,Hardcover,view (with text),/book/show/59147716-the-angel-of-rome-and-other-stories
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nineties,"Klosterman, Chuck",0735217955,9780735217959,0735217955,370        pp,3.88,"25,252","Feb 08, 2022","Feb 08, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Seminal Simpsons scene from Season 7, Episode 24, Homerpalooza, which aired May 19, 1996.GenX Concertgoer 1: Oh here comes that cannonball guy. He's cSeminal Simpsons scene from Season 7, Episode 24, Homerpalooza, which aired May 19, 1996.GenX Concertgoer 1: Oh here comes that cannonball guy. He's cool.GenX Concertgoer 2: Are you being sarcastic, dude?GenX Concertgoer 1: (startled, then saddened): I don't even know anymore. That's the nineties in a nutshell, isn't it?But what I love about Klosterman's book is that he reframes this decade in fascinating ways to show that everything you thought you knew about the 1990s might be wrong. Did Ross Perot really throw the 1992 election for Clinton? Did Nirvana really change the world? Why did TV come of age in the nineties? What the hell was the point of Biosphere 2? What really caused the 1994 baseball strike? Were GenXers really a bunch of sarcastic slackers? And SO MUCH MORE!If like me you came of age in the 1990s (or even if you didn't) you'll love this book too. Klosterman is an extremely cool man...and writer...and an agile cultural critic and historian. Even if you don't agree with everything he writes, you have to respect the game....more",Notes are private!,0,3,1,"Mar 07, 2022","Mar 22, 2022","Dec 31, 2021",,Hardcover,view (with text),/book/show/58082714-the-nineties
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sleepwalk,"Chaon, Dan*",1250175216,9781250175212,1250175216,320        pp,3.66,"3,625","May 24, 2022","May 24, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"With a dizzying Pynchonian plot and the most sympathetic anti-hero character since Walter White, Chaon's new novel dazzles in its originality, breakneWith a dizzying Pynchonian plot and the most sympathetic anti-hero character since Walter White, Chaon's new novel dazzles in its originality, breakneck pace, and sheer fun. I am a huge Dan Chaon fan, and I think this is his best book yet!(More next week on pub day)...more",Notes are private!,0,0,1,"May 10, 2022","May 17, 2022","Nov 06, 2021",,Hardcover,view (with text),/book/show/57771216-sleepwalk
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Power of the Dog        (Power of the Dog, #1)","Winslow, Don*",1400096936,9781400096930,1400096936,542        pp,4.36,"41,914","Apr 26, 2005","May 09, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Damn. Explosive. Riveting. Fantastic.,Notes are private!,0,3,1,"Oct 13, 2021","Oct 28, 2021","Oct 13, 2021",,Paperback,view (with text),/book/show/206236.The_Power_of_the_Dog
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Afterlives,"Gurnah, Abdulrazak",059354188X,9780593541883,059354188X,309        pp,3.78,"10,847","Sep 17, 2020","Aug 23, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It's October, Nobel season - so it was a perfect time to read 2021's Nobel winner for the first time.What a fascinating read. I can honestly say this It's October, Nobel season - so it was a perfect time to read 2021's Nobel winner for the first time.What a fascinating read. I can honestly say this is the first novel I've ever read taking place in East Africa during World War I. It's a novel about the evils of colonialism, but also a love story, a story about searching for roots and family ties, and a story about the micro-implications of global war. Why do I always stupidly think books from Nobel winners are going to feel like homework? This one did not - as entertaining as it is illuminating. ...more",Notes are private!,0,3,1,"Sep 25, 2022","Oct 03, 2022","Oct 07, 2021",,Hardcover,view (with text),/book/show/60018649-afterlives
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lost Book of Adana Moreau,"Zapata, Michael*",1335147357,9781335147356,1335147357,304        pp,3.60,"2,684","Feb 04, 2020","Jul 06, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What an inventive novel! Yes, it's an ode to storytelling, but it's also a commentary about displacement and the plight of the refugee, and it represeWhat an inventive novel! Yes, it's an ode to storytelling, but it's also a commentary about displacement and the plight of the refugee, and it represents one of the more profound ways I've read to tell that story. This novel includes stories upon stories upon stories, including:— A physicist whose life work has been trying to prove that there are infinite universes— The provenance of a mysterious science fiction novel(s)— A Dominican refugee who settles in New Orleans— A Russian refugee who settles in Chicago— Hurricane Katrina— Multiple pirates— A boy who tries to find his father but makes a new friend insteadAll this is in fewer than 300 pages! Amazingly, with all these strands of story, this novel still feels tightly spun and immensely original. Really enjoyed this....more",Notes are private!,0,1,1,"Oct 04, 2021","Oct 12, 2021","Oct 04, 2021",,Paperback,view (with text),/book/show/53331567-the-lost-book-of-adana-moreau
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Love Songs of W.E.B. Du Bois,"Jeffers, Honorée Fanonne",006294293X,9780062942937,006294293X,816        pp,4.52,"33,637","Aug 24, 2021","Aug 24, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"First appeared at https://www.thenewdorkofbooks.c...Ron Charles, the esteemed book critic for the Washington Post and one of my all-time favoritFirst appeared at https://www.thenewdorkofbooks.c...Ron Charles, the esteemed book critic for the Washington Post and one of my all-time favorite book ers, is almost solely responsible for talking me into picking up this 800-page novel. Charles wrote: ""Whatever must be said to get you to heft this daunting debut novel by Honorée Fanonne Jeffers, I’ll say, because The Love Songs of W.E.B. Du Bois is the kind of book that comes around only once a decade. Yes, at roughly 800 pages, it is, indeed, a mountain to climb, but the journey is engrossing, and the view from the summit will transform your understanding of America.""So heft, I did, not without some trepidation, frankly. But now, I owe Mr. Charles a beer. Because it was just as engrossing and transformative as he said. I actually included it on my top 10 of 2021 before I'd even finished it. The story itself is two-fold. It's a coming of age story of Ailey, a young Black girl growing up in ""the City"" (presumably NYC?), and visiting relatives during summers in rural Georgia. It's also the story of Ailey's ancestors, enslaved people on a Georgia plantation. So yes, it's a multi-generational family saga, but told as two separate narratives. Both stories are fascinating, and there are a TON of characters. You're warned of this with the extensive family tree Jeffers includes at the beginning. As good as this is, it's not an easy read from a content standpoint. Serious trigger warnings here for sexual abuse, pedophilia, and drug addiction. But it really is as engrossing as Charles says — it's an epic story of America, injustice, racism, the power of knowing and understanding unvarnished history, and the strength of family. ...more",Notes are private!,0,3,1,"Nov 21, 2021","Dec 26, 2021","Sep 29, 2021",,Hardcover,view (with text),/book/show/51183428-the-love-songs-of-w-e-b-du-bois
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Abundance,"Guanzon, Jakob",1644450461,9781644450468,1644450461,278        pp,3.86,"1,631","Mar 02, 2021","Mar 02, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"First appeared https://www.thenewdorkofbooks.c...I remember reading an article awhile back in which people who had grown up poor discussed thingFirst appeared https://www.thenewdorkofbooks.c...I remember reading an article awhile back in which people who had grown up poor discussed things that, to them, made other people seem rich. One that was really eye-opening to me is that ""rich"" people don't know exactly how much money they have at any given time. Jakob Guanzon's devastating novel, Abundance, really hammers that point home, as he each chapter in this novel is literally titled with the precise amount of money our protagonist Henry has.But as jolting as that idea is to explain the difference between the haves and have-nots, Guanzon provides one that's even more profound. As Henry is working a difficult job at a rich person's house, Henry's coworker disdainfully says: ""Imagine having enough money to trust people."" That line, too, just blew my mind. Imagine. So this is a novel about the failing American dream, poverty and lost dignity, about drug addiction, and about compounding bad circumstances with even worse decisions.The story here is about a young man named Henry, whose parents have died, left him with a mountain of debt, and he has no real opportunities to make his life better. He's spent time in a drug rehab facility as a teenager, where he meets Michelle, the eventual mother of his child, Junior. Henry and Michelle reconnect after rehab and fall in love. But struggle. And Henry gets mixed up in a drug scheme with a shady guy named Al, which eventually results in jail time. When he gets out, nothing is the same. His son doesn't recognize him and his wife hates him. This is all told in flashback chapters. In real-time, Michelle has left, and Henry and Junior are living in his truck. But today, it's Junior's birthday and Henry has a few bucks in his pocket which he's going to use to splurge on a hotel room for the night. And he has a scheduled job interview the next day. Things might be looking up. But will Henry finally be able to pull it together? Will he be able to regain his dignity and the respect of his son? Henry is certainly not the heart-of-gold, pull-yourself-up-by-the-bootstraps protagonist you want him to be (he's certainly not Chris in The Pursuit of Happyness). But you still root for him, if for no other reason than how badly you feel for his young son. None of this is Junior's fault, and yet he's expected to maintain his stiff upper lip, live in a truck, go to school, and hope everything will eventually be okay. I loved this novel, even with an ending that didn't quite land right. Still, the writing here is true and clever and authentic. What a book. I'm glad the NBA longlist rescued this book from relative obscurity. Every American should read this novel. ...more",Notes are private!,0,0,1,"Nov 22, 2021",Dec 2021,"Sep 29, 2021",,Paperback,view (with text),/book/show/53317416-abundance
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Line That Held Us,"Joy, David*",0399574220,9780399574221,0399574220,256        pp,3.75,"6,550","Aug 14, 2018","Aug 14, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 14, 2021",,Hardcover,view,/book/show/36343490-the-line-that-held-us
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chicago's Great Fire: The Destruction and Resurrection of an Iconic American City,"Smith, Carl",0802148107,9780802148100,0802148107,400        pp,3.82,403,"Oct 06, 2020","Oct 06, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"No, Mrs. O'Leary's cow did not cause the Great Chicago Fire. Or did she? Truth is, no one really knows. But it probably was not a cow kicking over a lNo, Mrs. O'Leary's cow did not cause the Great Chicago Fire. Or did she? Truth is, no one really knows. But it probably was not a cow kicking over a lantern. Probably.Anyways, this was about a complete a history as you could hope for of the fire, its aftermath, and Chicago's efforts to rebuild. The book spends only a short time on the fire itself -- but with tons of helpful maps and personal anecdotes of Chicagoans fleeing the fire and trying to save themselves and their livelihoods. The aftermath is the bulk of the book, and Smith delves into the fraught period of martial law administered by Civil War hero General Sheridan directly after the fire, the fight over stricter fire codes, and the contentious politics and methods of aid distribution soon after the fire. Required reading for all Chicagoans, but quick and interesting enough to have more universal appeal....more",Notes are private!,0,1,1,"Sep 14, 2021","Oct 06, 2021","Sep 14, 2021",,Hardcover,view (with text),/book/show/53184525-chicago-s-great-fire
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Glorious Goddamn of It All,"Ritter, Josh*",1335522530,9781335522535,1335522530,304        pp,3.77,"2,372","Sep 07, 2021","Sep 07, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 08, 2021",,Hardcover,view,/book/show/56383033-the-great-glorious-goddamn-of-it-all
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Beautiful World, Where Are You","Rooney, Sally*",0374602603,9780374602604,0374602603,356        pp,3.54,"388,485","Sep 07, 2021","Sep 07, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Maybe 2.5. I know, I know! And I'll tread lightly here because I know I'll be in the minority of readers for whom this book was a chore. And I'm not aMaybe 2.5. I know, I know! And I'll tread lightly here because I know I'll be in the minority of readers for whom this book was a chore. And I'm not a contrarian Rooney-hater - I thoroughly enjoyed Normal People. But this book...oh man, this poor insipid book, with these poor sad and self-absorbed navel-gazing people...what did I just read? It should be titled Sex and Email: And Nothing Happens.Rooney is of course a talented writer - and certainly knows how to set a scene with a paucity of words. But then...nothing happens! Just more complaining about stuff and each other.I hope you like it more than I did....more",Notes are private!,0,51,1,Sep 2021,"Sep 07, 2021","Sep 01, 2021",,Hardcover,view (with text),/book/show/56597885-beautiful-world-where-are-you
