,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,James's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
10,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Women Are Up to Something: How Elizabeth Anscombe, Philippa Foot, Mary Midgley, and Iris Murdoch Revolutionized Ethics","Lipscomb, Benjamin J B*",0197541070,9780197541074,0197541070,326        pp,4.27,314,unknown,"Nov 01, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Benjamin Lipscomb has written the story of how 4 young women scholars became influential in philosophy studies at Oxford and later known throughout thBenjamin Lipscomb has written the story of how 4 young women scholars became influential in philosophy studies at Oxford and later known throughout the world for their work. Elizabeth Anscombe, Philippa Foot, Mary Midgley, and Iris Murdoch were contemporaries and eventually friends studying and later teaching at Oxford. When WWII's draft emptied the university of men, the 4 women became prominent. The men returning at war's end found the women had established themselves as thinkers of note. Over the years they continued to shoulder their way among such highly regarded philosophers as Donald MacKinnon, Ludwig Wittgenstein, and R. M. Hare. Lipscomb's book is a critical biography of the four. Their work receives as much attention as the details and anecdotes filling their lives. Some of it's dense, and much of it was hard for me to follow. But Lipscomb's analysis is for the general reader and always interesting. Of the 4 I'd read only Foot and Murdoch, so Anscombe and Midgley are happy new acquaintances. These are brief, intertwined biographies showing lives refined in the hot forge of Oxford high philosophic thought while they earned their places among the men. I was surprised to learn Murdoch was considered the weakest of them, even having her work rejected at times. But Lipscomb tells us that all 4 doubted the value of their work at times. It seems to be the nature of the discipline....more",Notes are private!,0,3,1,"Jan 04, 2022","Jan 17, 2022","Nov 25, 2021",,Hardcover,view (with text),/book/show/57421836-the-women-are-up-to-something
11,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Splendid Intelligence: The Life of Elizabeth Hardwick,"Curtis, Cathy",1324005521,9781324005520,1324005521,400        pp,3.72,43,unknown,"Nov 16, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Elizabeth Hardwick used a long residency in New York City and a lifetime of writing for national publications in establishing herself as one of our moElizabeth Hardwick used a long residency in New York City and a lifetime of writing for national publications in establishing herself as one of our more prominent public intellectuals and cultural critics. She's best known today as an essayist but also wrote novels as well as teaching and being one of the founding members of The New York Review of Books. Her literary criticism was admired and sought after. Her voice in literary New York and international forums was considered influential. She knew everybody in the writing business but was especially close to Mary McCarthy, Adrienne Rich, Susan Sontag, and Elizabeth Bishop. The stories of their friendships is rich with anecdote and insight. And, of course, she was the wife of the poet Robert Lowell.I suppose it's understandable that so much of Hardwick's story is entwined with Lowell's. In the harbor of American letters he was one of the bigger vessels, and he made big waves. But the Hardwick/Lowell saga is a familiar one, told many times by now through Lowell biographies, collected letters, and critiques of The Dolphin, his controversial volume of poetry about their estrangement. I was hoping to be told more about the Hardwick separate from Lowell, but Cathy Curtis seemingly found it difficult to pry her away from him. The last 30 years of her life, after his death, are covered in almost as many pages. And then the biography reads like a catalog of where she was and what she did. Curtis is conscientious in extracting the key pints from what she wrote during those years, but she doesn't go very deep into telling us who she was. Beyond such surface qualities as being a good cook and liking opera we don't learn what her real joys were, why people liked her, and almost nothing about her inner life.To be fair, I think Curtis's information was limited. An author's note reading like a disclaimer tells us Harriet, the daughter of Elizabeth and Robert, is ""a very private person."" The implication is that Harriet, who'll be 65 on 4 January, didn't cooperate with Curtis, and without her providing detail and insight the biography slumps into inadequacy. We're told that Hardwick loved gossip and was often judgmental. Harriet knows a lot she won't tell. But, then, we also learn that Hardwick herself was no fan of biographies leading Harriet to serve as a shield. Perhaps I'm placing too much of the biography's weight on Harriet's shoulders. My own view is simply that family members should feel more responsibility in insuring the biography is the one the subject deserves.At year's end I like to study various compilations listing what are considered the best books of the year. This year I came across a list in which critics were asked which books most disappointed them. A Splendid Intelligence was mentioned by one critic as a biography from which they expected more. So did I....more",Notes are private!,0,5,1,"Dec 15, 2021","Jan 02, 2022","Nov 18, 2021",,Hardcover,view (with text),/book/show/56769583-a-splendid-intelligence
12,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Now Comes Good Sailing: Writers Reflect on Henry David Thoreau,"Blauner, Andrew",0691215227,9780691215228,0691215227,368        pp,4.35,60,"Oct 19, 2021","Oct 19, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The anthologist Andrew Blauner has assembled 27 original essays on the influence of Henry David Thoreau. Though unfamiliar with all but a few of the cThe anthologist Andrew Blauner has assembled 27 original essays on the influence of Henry David Thoreau. Though unfamiliar with all but a few of the contributors, I was impressed by the essays. And was gobsmacked by the intelligence and breadth of insight shown by some of them. As you might expect, most of the essayists write about how they relate to Thoreau's example in living and being attentive to the natural world around us. Famously, Thoreau ""lived deliberately"" in his time and place. He studied and recorded the nature he observed, and most of the essays reflect on how his attitudes apply to our time, to what he's still able to teach us. My favorite essays--like Alan Lightman's or Will Eno's--dive into the purest philosophical interpretations of what Thoreau was actually saying. All are able to see him in a personal way. Rafia Zakaria uses him to help her find solitude. Stacey Vanek Smith, a reporter on modern economies, says Thoreau wrote about the economy of his day while also seeing lives as nature. ""For all our drilling and extracting and constructing and pillaging, Thoreau saw us as just another expression of a divine, living earth, like the fish and the loons and the bubbles in the ponds."" Pico Iyer is a longtime resident of Japan who even finds him appropriate to Kyoto. A couple of essays inveigh against the impact of modern recreation on Walden Pond. Several express worries about the ways Thoreau's world and ours is being altered by climate change. Ice is twice a subject: we're told how much Thoreau loved skating on the frozen ponds and rivers around Concord, and Tatiana Schlossberg remembers how fascinated he was with the harvesting of Walden Pond's ice for sale in the South and abroad before she sadly tells us Walden no longer freezes over.To read the essays is to learn something you didn't know about Thoreau. They're full of ideas about and ways of looking at him. I think it's probably true to say there are as many Thoreaus in the book as there are essays. And some are so beautifully written they'll take your breath away. If you're interested in what Thoreau stands for, an acute sensitivity to and curiosity about nature, and if you're interested in trying to live deliberately in the world, you'll be intrigued by what these writers have to say. This is a book to savor and to return to. ...more",Notes are private!,0,4,1,"Dec 19, 2021","Jan 06, 2022","Nov 07, 2021",,Hardcover,view (with text),/book/show/57423852-now-comes-good-sailing
13,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The American War in Afghanistan: A History,"Malkasian, Carter",0197550770,9780197550779,0197550770,576        pp,4.25,448,"Jul 01, 2021","Jul 01, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"America's involvement in Afghanistan has been a long one. We covertly supported the mujahedin's resistance to Soviet invasion in the 1980s. During theAmerica's involvement in Afghanistan has been a long one. We covertly supported the mujahedin's resistance to Soviet invasion in the 1980s. During the 1990s we uneasily watched the embers of that war and the resulting civil war while the Taliban brought a harsh stability to the country. Our own direct involvement, of course, followed 9/11. Because George Bush decided on a course of nation-building after the Taliban were defeated we were required to become occupiers and participate in another civil war.Carter Malkasian's excellent The American War in Afghanistan details the history of our 20-year entanglement in the military and political affairs there. We've been following Afghanistan's news since before 9/11, our awareness of successes and failures sharpened by each day's news cycle. However closely you've followed the news and remained informed of developments in the country, you'll be surprised by many of the perspectives Malkasian will show you. His insider viewpoint and insightful analysis gained by many years in-country will fascinate you.Though immediate, this isn't journalism but carefully considered and interpreted history. It's more than military history. If America never truly understood Afghanistan, Malkasian seems to. He understands the impact deeply-felt Islamic traditions--even laws--and Afghan tribal politics had on the conduct of the war. He describes the major military campaigns. He discusses tactics and weapons systems and leadership qualities. But he spends more time explaining how these fundamental components of war were uniquely affected by Afghanistan's strongly-held Islamic faith, by the competition between tribes, by wildfire corruption. Every aspect of Afghan society, from farming to education to women's rights, becomes part of Malkasian's narrative history. The policy decisions of 4 American presidential administrations are itemized. Afghan politics and its impact on U. S. policy is cited. Your opinion of every Afghan and American politician will be nudged in another direction by what you read.Was it a failure? Yes is his final judgment. The reasons are many. His conclusions fill many pages, but it boils down to the fact that America's attempt to build a democratic nation out of the shattered Taliban state couldn't overcome the power of Taliban/Afghan unity held together by their desire to live under an Islamic rule which resisted occupation by a western power generally despised throughout the country. Any Afghan government aligned with the American occupier had a weaker claim to Islamic values than the Taliban who were inspired by Islam and represented it. That elemental outlook hung in the atmosphere of Afghanistan and impacted every level of politics and the military until both became ineffective. Islamic identity and values inspired more than the tenets of democracy and national service we were trying to instil. That's the essence of it. Malkasian expands this core thinking across 461 pages like blowing up a balloon.The book is comprehensive. It lays blame, Afghan or American, where it needs to yet is generous in praise while covering a war confounding 4 presidents. It's almost complete, too. About the time the book his the shelves in late summer Biden was finally doing what the 3 previous presidents had wanted to do, withdrawing all U. S. forces. The book expresses it as going to zero. This is good, timely history. It'll be the history of the war we reference for many years....more",Notes are private!,0,17,1,"Nov 28, 2021","Dec 23, 2021","Nov 05, 2021",,Hardcover,view (with text),/book/show/55332404-the-american-war-in-afghanistan
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Austerlitz (Modern Library,"Sebald, W.G.",0812982614,9780812982619,0812982614,298        pp,4.00,"21,979",Nov 2001,"Dec 06, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 13, 2021",,Paperback,view,/book/show/11096921-austerlitz-modern-library
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Speak, Silence: In Search of W. G. Sebald","Angier, Carole",1526634791,9781526634795,1526634791,640        pp,4.22,145,"Oct 05, 2021","Oct 05, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm sure unauthorized biographies are difficult to research and write. Without access to the subject's private papers and without the cooperation of fI'm sure unauthorized biographies are difficult to research and write. Without access to the subject's private papers and without the cooperation of family and many who knew him, a complete picture can't be drawn. Carole Angier's biography of W. G. Sebald is an example of such limitations. Angier is an experienced biographer--Jean Rhys, Primo Levi--but walls erected to keep others out are difficult to break through. The melancholy, reflective Sebald was a private man. His family has elected to honor his privacy as well as the deliberate obfuscations he threw up during his lifetime (he lied, a lot).So far I've read only a couple of Sebald's books. I admire them. My reading of The Rings of Saturn several years ago was so breathtaking that ever since I've been particularly attracted to novels--those of Esther Kinsky and Teju Cole are examples--which make me think they're written with the same meditative vision and wish to reveal the truths of natural and human landscapes. So I approached Angier's biography eagerly but had to be satisfied with the incomplete picture given. No doubt she does as well as she could. She knows his work well, has written insightfully of him in the past, but the constrictions show. Some people in Sebald's story cooperated, of course. Most appear to have been associated with his childhood. It's not surprising, then, that his growing up fills almost half the book. The conventional biographical narrative is followed, but as he ages and the biography covers the period of his life I'm most interested in, the last decade of his life when the novels were written, the details become fewer and less weighty.Angier is good at analysis of the novels. So interwoven are the facts of the life and thought with what he wrote she resorts to literary criticism and to conjecture. The criticism is useful for anyone wanting to dissect Sebald. The conjecture leaves us with a picture of someone seen from a distance. We can observe and learn a little while at the same time being denied access to the depth. The reader becomes entry vehicle whose imprecise trajectory causes it to skip off the atmosphere of a Sebald it's not allowed to penetrate. Some consider him to be the most important writer of postwar Germany. There'll be many biographies of him to come. Before the next I plan to read the rest of his novels....more",Notes are private!,0,3,1,"Oct 17, 2021","Nov 14, 2021","Oct 05, 2021",,Hardcover,view (with text),/book/show/56268876-speak-silence
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Beauty and the Sorrow: An Intimate History of the First World War,"Englund, Peter",0307739287,9780307739285,0307739287,592        pp,4.18,"2,388","Jan 04, 2008","Sep 04, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In my opinion this is an unfortunate title for a book which is essentially an eyewitness history of the Great War, and an interesting assembly of persIn my opinion this is an unfortunate title for a book which is essentially an eyewitness history of the Great War, and an interesting assembly of personal narratives covering the entire course of the war and every theater. He should have simply called it an eyewitness history. He traces the experiences of 20 people from varied backgrounds and nationalities whose stories are only a few of the millions forming the war's history. They range in age from the 14-year old German schoolgirl Elfriede Kuhr to the 49-year old Sarah Macnaughton, a Scottish aid worker. Several are soldiers, pilots, sailors. There's even a Venezuelan soldier of fortune who serves with the only army who'd accept him, the Turks. There's a French civil servant who spends the war working in Paris and recording life away from the fighting. Women serve as nurses and ambulance drivers. Each of Englund's subjects was chosen for the variety and breadth they give his structure and also because each left a written record in letters, diaries or memoirs which he mined to tell the story.. He usually quotes from his sources because his aim is to show what it was like to experience the war, and they breathe actuality into his chain of voices. Mostly it's fascinating, and for me many observations revealed facets of the war I'd never encountered before....more",Notes are private!,0,6,1,"Jan 19, 2022","Feb 12, 2022","Sep 27, 2021",,Paperback,view (with text),/book/show/13531821-the-beauty-and-the-sorrow
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Hotel,"Yamashita, Karen Tei",1566895456,9781566895453,1566895456,648        pp,3.86,709,"Jun 01, 2010","Oct 08, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I forget exactly how I came to I Hotel. It was a recommendation: either ""if you like big, difficult novels"" (which I do) or ""big, older novels you mayI forget exactly how I came to I Hotel. It was a recommendation: either ""if you like big, difficult novels"" (which I do) or ""big, older novels you may have missed."" I was aware of Yamashita. Some time ago I'd penciled her earlier novel Tropic of Orange into my mind so I wouldn't forget it. But I was still putting it off because these days I have to be in the proper mood for magical realism, so I snatched up I Hotel instead and began.I wasn't disappointed. While I didn't think it especially difficult, I did find it innovative and boldly daring a reader to engage in its varied styles and optics on the page. The structure is 10 novellas about the Chinatown/Manilatown section of San Francisco. Almost every character is of Asian descent but mainly Chinese, Thai, Filipino, Japanese, Korean. The International Hotel on Kearny Street was the focal point for the Asian artistic movement and for Asian political dissent during the years of the novel, 1968 to 1977. The novellas aren't linked except in casual mentions of a character who may have figured in earlier stories. Almost every character is motivated by activist feeling relevant to Asian Americans. Some of them are old communists, even Filipino Huks. Some characters are student activists in the university unrest of the period, some are union organizers and activists in support of migrant farm labor. Most of the Japanese characters were impacted by their forced detention during WWII. And one novella takes place on Alcatraz during the American Indian Movement's occupation there. Though the flow of time spans 1968 to 1977, my impression is that some novellas cover 10 years in themselves. Beginning with the student protests in 1968, it ends with the city's decision to use eminent domain to forcefully evict the International Hotel's elderly population of artists and activists so the area can be used for new development. The event is a moment of history, and Yamashita's primary concern is history. It's a loose history of Chinatown during the 10 years but also alludes to every aspect of the Asian American experience, from the coolie labor used to build the transcontinental railroads to the Japanese internment.Yamashita uses a variety of styles: film screenplay, news reportage, poetry, even graphic illustration. One novella has political manifestos sprinkled within a script to support the character dialogue. It sounds challenging, but it's not. It's easy to read, and it's a lot of fun. The only part I found onerous was the novella involving Korean pornography. I never quite got it. I thoroughly enjoyed the different styles and enjoyed the characters--communists, cooks, artists, union organizers, students--and their zippy dialogue enlivening the streets of Chinatown and the halls of the International Hotel, from the riotous Berkeley campus laced with tear gas to the final sad image of the artists and activists walking down Kearny after being evicted in the name of urban progress....more",Notes are private!,0,2,1,"Dec 29, 2021","Jan 13, 2022","Sep 20, 2021",,Paperback,view (with text),/book/show/45045517-i-hotel
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The War for Gloria,"Lish, Atticus",038568987X,9780385689878,038568987X,464        pp,3.82,"1,028","Sep 07, 2021","Sep 07, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"To begin, a caution: I may find it difficult to express what I feel in the following without revealing spoiler material, so if you're sensitive....TheTo begin, a caution: I may find it difficult to express what I feel in the following without revealing spoiler material, so if you're sensitive....The War for Gloria is a forceful read, full of power and potency. It's not a novel of ideas yet is convincing in the importance of what it says, and you hurry on, eagerly reading to find out what that is. The war for Gloria involves Corey, her son, and Leonard, her husband, as well as Adrian, Molly, Tom, and Joan, and several others. Not all of them survive. Wars have casualties.Having read and admired Lish's 1st novel Preparations for the Next Life a few years ago, I expected the grit and edginess of his themes. I'd been gripped by the earlier novel's story of people struggling in America to get by and propelled by need toward violence. The War for Gloria is a gentler novel. Its characters are a little better off, but it's still a breathtakingly hard look at people who live with some degree of desperation.I was surprised near the end to have decided it's a kind of coming of age novel. On the face of it the war of the title is the struggle between Corey and his father for Gloria's affection. In some ways it's a novel lionizing the blue collar work ethic, and it celebrates those areas of Boston, from Cambridge to Winthrop and Malden to Quincy, where that ethic has importance. Hard manual labor is an important theme Lish highlights throughout. His descriptions of construction work or making marble countertops or the rigging of boats almost become solemnly ceremonial. The prose is direct and true and fits the plain lives of hard-working people. What you see is what you read. At the same time what you may see may be what you as reader bring to this kind of realist fiction.I thought I found ways of religious understanding as I read deeper. Lish doesn't signal or feint in any direction to draw you in. He simply presents a rather elemental struggle between good and evil. The war for Gloria pits Corey's pride, filial obligation, and moral purity against Leonard's scandal, obscenity, and dysfunction. Complicating it is the fact that Gloria has been diagnosed with and is rapidly degenerating from ALS, which leaves her at the mercy of Leonard's malevolence while desperately dependent on Corey's pure devotion. She can only offer love. Part of the war is that Leonard wants to take her love while Corey wants to emulate it. The manual skills Corey admires and acquires while managing to keep the family afloat financially, along with the cage-fighting and strenuous physical training he endures, is homage to the saintliness of the Gloria he's dedicated to protecting. The last chapter is satisfyingly titled "" O Gloria,"" and we're reminded that the Latin word is used in certain doxologies in praise of God. But Lish leads us even deeper. All these themes are mere tributaries feeding a rapidly effulgent river flowing toward the end of the novel. The old brick districts and warehouses and labyrinthine streets of Boston may be as much questing ground as modern city. Lish provides no map but leads us to the idea that the blue collar lifestyle and the punishing physical training necessary for Corey's pursuit of a cage-fighting career are both devotion and preparation for the next life.I think this a terrific novel. Another caution: once you begin it you won't be able to put it down....more",Notes are private!,0,4,1,"Nov 29, 2021","Dec 16, 2021","Sep 11, 2021",,Hardcover,view (with text),/book/show/56546629-the-war-for-gloria
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kapo,"Tišma, Aleksandar",,9781681374390,1681374390,312        pp,4.17,245,1987,"Aug 25, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Kapo is the 3d novel in Aleksandar Tisma's trilogy about WWII and the Holocaust. It's the story of Lamian, a Bosnian Jew who served the Germans at AusKapo is the 3d novel in Aleksandar Tisma's trilogy about WWII and the Holocaust. It's the story of Lamian, a Bosnian Jew who served the Germans at Auschwitz as a kapo, a prisoner who helped supervise and sometimes brutalize fellow prisoners in return for special privileges from the SS jailers and executioners. The greatest privilege, as David Rieff's ""Afterword"" makes clear, is the chance to survive. Lamian does. In the chaos created by the frenzy of removals and killing as the advancing Soviets threaten to liberate the camp, he's one of those who escapes. After the war he settles in Banja Luka and works for the railroad while living in constant fear that he'll be recognized and exposed as one who collaborated against his fellow Jews. One day--I think it's 1983--he learns about and sees one of the women he raped in the camp. Frightened he'll be brought to a reckoning as well as filled with guilt, he begins to search for the woman.Lamian's mind has never been able to let go of the war or the camp. He dwells on what he saw and the brutal acts he was coerced into committing: killing, carrying the bodies, feeding the ovens. The elaborate system he uses to wring sex from starving prisoners in exchange for extra morsels of food is outside German scrutiny and only possible through his status as a kapo. In what becomes a novel about guilt, Lamian constantly relives scenes from the camp. The novel swings back and forth between the horrific past and the guilty present. He relates everything he sees in his current life, everyone he meets, to the camps. As you might expect, it's a dark novel and sometimes not pleasant reading. Yet it's compelling as a story and always interesting as Lamian moves toward the forgiveness he craves. His furtive life after the war has been unhappy, too. He realizes his ruthlessness as a kapo allowed him to survive into the dreary postwar years, but he knows he was a victim, too.Dark as it is, I like this novel. Its prose is free and easy to sink into. I think the translation from the Serbo-Croatian by Richard Williams must be a nimble one because the book turned into a kind of page-turner for me. I was always happy to return to it and continue Lamian's nightmarish story. I'll be reading the other 2 novels of the trilogy....more",Notes are private!,0,10,1,"Jan 22, 2022","Feb 03, 2022","Sep 09, 2021",,Paperback,view (with text),/book/show/53387881-kapo
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Contemporary American Essay,"Lopate, Phillip",0525567321,9780525567325,0525567321,640        pp,4.47,59,"Aug 03, 2021","Aug 03, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 16, 2022",not set,"Aug 09, 2021",,Paperback,view,/book/show/56212581-the-contemporary-american-essay
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Golden Age of the American Essay: 1945-1970,"Lopate, Phillip",052556733X,9780525567332,052556733X,544        pp,4.11,35,unknown,"Apr 06, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In Phillip Lopate's long writing career he's been novelist, film critic, poet, and essayist. But his greatest strength may be as anthologist of essaysIn Phillip Lopate's long writing career he's been novelist, film critic, poet, and essayist. But his greatest strength may be as anthologist of essays. He edited the 1994 collection The Art of the Personal Essay, which can probably today be considered iconic. That's a good word because it fits the essays he's assembled to represent the period he considers the ""golden age"" of the American essay, 1945 to 1970. The essayists themselves are iconic. They begin with James Agee and end with Joan Didion. In between, all are names you've heard of. Perhaps you've even read the representative essay Lopate selected for each of the writers. Another reason they're iconic is that if you're interested in a particular area--say civil rights or baseball or the artistic circles of 1960s Greenwich Village--chances are you've already read the essay addressing it. Another strength of the collection is the wide scope of its subjects. I was unfamiliar with some of the ideas covered in some of these essays but was engaged by all of them, even making note of some authors for further reading. Because the collection begins 76 years ago, we revisit some old ideas we've moved away from or revised. Though some attitudes are dated, or at least questionable, all have in common that they're very well written. That might be Lopate's most important consideration in choosing an essay and author, that it's constructed from consistently good sentences one after another, boom boom boom....more",Notes are private!,0,2,1,"Oct 16, 2021","Nov 19, 2021","Aug 05, 2021",,Paperback,view (with text),/book/show/54814668-the-golden-age-of-the-american-essay
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pessoa: A Biography,"Zenith, Richard",0871404710,9780871404718,0871404710,"1,088        pp",4.52,287,"Jul 20, 2021","Jul 20, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I've been reading Fernando Pessoa for many years. I've owned several collections of his poetry and at one time owned 2 different translations of the fI've been reading Fernando Pessoa for many years. I've owned several collections of his poetry and at one time owned 2 different translations of the fragmentary autobiography considered his masterpiece, The Book of Disquiet. So I was eager for Richard Zenith's huge biography of him. It disappointed me. Not the quality of the biography itself because it's clearly a thorough, balanced portrait of the man and his work. The book is probably much more than I need (or want) to know about Pessoa. As fine as Zenith's book is, he was unable to make him interesting to me. The portrait Zenith painted of the man away from his poetry showed Pessoa without the professional skills or will to become more than he was, a modestly-published but greatly-admired poet. Too private, too shy, too inept at publishing and other business ventures, Zenith has little character to work with and yet, so complete is his research, he makes an enormous book out of him. Even his eccentricities, like his dependence on horoscopes and his interest in the spiritual realm or his use of the many famous heteronyms, the many shards of personality attributed as authors of the writings (a useful description of 47 of them precede the biography itself), once fully-analyzed, become colorless and...well, unusual rather than thought-provoking. Another problem is the comprehensive descriptions of early 20th century Portuguese arts and politics. Most of us aren't steeped in things Portuguese, anyway, once we veer away from Jose Saramago or Antonio Lobo Antunes. So I had trouble relating to the in-depth news of the arts scene and artists around Pessoa. For all the above reasons and more, I didn't get much out of my reading. As biography it's an achievement. I found its subject less interesting than I could have known.Lately I've been rereading Virginia Woolf's Diaries and recently came to August 1922 when she was reading James Joyce's Ulysses and being disappointed by it for a variety of reasons. I think that one of her comments probably reflects my reception of Zenith's biography of Pessoa: ""...so no doubt I have scamped the virtue of it more than is fair.""...more",Notes are private!,0,13,1,"Jul 28, 2021","Sep 11, 2021","Jul 28, 2021",,Hardcover,view (with text),/book/show/55298317-pessoa
