,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Three's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
10,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Se morisse mio marito,"Christie, Agatha",,9788852066177,,219        pp,3.94,"51,175",Sep 1933,"Jul 02, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"zia Agatha magari non scriveva benissimo, però sapeva come ideare un giallo. l'unica cosa che non mi piace di lei è la meticolosa, matematica precisiozia Agatha magari non scriveva benissimo, però sapeva come ideare un giallo. l'unica cosa che non mi piace di lei è la meticolosa, matematica precisione con cui ogni minimo accadimento ha un senso preciso e risulta funzionale alla soluzione del mistero. Se un giocatore di bridge si mostra accaldato, o un invitato ad una festa posa la coppa di champagne vuota su un tavolino invece che su un vassoio, state sicuri che alla fine si scoprirà che il primo era appena tornato da una sauna dove era stato commesso un omicidio, e il secondo ha sottratto abilmente un documento che era posato sul tavolino. Ma che capiti una volta che qualcuno dica una parola o faccia un gesto così, tanto per sparare una cavolata...........more",Notes are private!,0,6,1,not set,"Aug 23, 2023","Aug 23, 2023",,ebook,view (with text),/book/show/57474427-se-morisse-mio-marito
11,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il figlio americano,"Franqui, Leah",8833210545,9788833210544,8833210545,336        pp,3.90,"6,553","Jul 24, 2018",Jun 2020,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"è un libro un po' strano, viziato da parecchie illogicità. Per esempio, non si capisce perchè una ricca signora indiana, finalmente rimasta vedova (l'è un libro un po' strano, viziato da parecchie illogicità. Per esempio, non si capisce perchè una ricca signora indiana, finalmente rimasta vedova (l'avverbio trionfalistico non è elegante, ma mi pare rappresenti adeguatamente la situazione), e non convinta che il suo unico figlio - da tempo emigrato in America - sia davvero morto (come le aveva fatto credere il marito, oltraggiato e furibondo perchè il giovane aveva osato dichiararsi gay), anziché precipitarsi nella città ove il figlio risiedeva per cercare sue notizie, faccia invece un lungo giro turistico negli USA, e solo alla fine del viaggio arrivi a destinazione, trovando poi molto facilmente le risposte che cercava. Non si capisce neanche perchè in tutto ciò ci vengano raccontate le vicende familiari di personaggi assolutamente marginali, quale il proprietario dell'agenzia cui lei si rivolge per organizzare il viaggio e - un po' meno marginali - i due ragazzi (americana lei e bangladese lui) che la accompagnano in giro per l'America. E calerei un velo di pietoso silenzio sul finale zuccheroso e per niente verosimile. Tuttavia è stata per me una lettura piacevole, sia per l'umanità dei personaggi, sia per il miscuglio di ingenuità e di saggezza della signora, che mai prima si era allontanata dalla sua città né, tantomeno, aveva potuto muoversi in totale libertà, e davanti alle tante novità che incontra negli USA si rende conto lucidamente di quanto la vita possa essere diversa per chi non è sottoposto a vincoli di tradizioni millenarie ed immutabili (e lei, comunque, è una persona fortunata, in quanto appartenente alla casta dei ricchi). In fin dei conti, è una storia di crescita personale, non solo per i due ragazzi che viaggiano con lei ma anche per lei, che era diventata adulta senza vivere pienamente....more",Notes are private!,0,3,1,not set,"Aug 11, 2023","Aug 16, 2023",,Paperback,view (with text),/book/show/54420501-il-figlio-americano
12,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fiamme di pietra,"Rufin, Jean-Christophe",8833575446,9788833575445,,288        pp,3.67,150,"Oct 07, 2021","Aug 24, 2022",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"non ricordo quale recensione, commento o trasmissione televisiva abbia potuto indurre una persona che mai è andata in montagna (né mai ci andrà) a metnon ricordo quale recensione, commento o trasmissione televisiva abbia potuto indurre una persona che mai è andata in montagna (né mai ci andrà) a mettere in wl questo libro. Poi il libro è rientrato in un'offerta del giorno e l'acquisto è scattato in automatico.dato quanto sopra è ovvio che non mi ricordi neanche che cosa mi aspettassi di leggere: ma di Rufin sapevo che è un signore di circa settant'anni, medico di professione, già ambasciatore e vincitore del Goncourt, quindi, pur nella genericità delle mie aspettative, avevo in mente qualcosa di solido. Cioè, non avevo in programma di leggere una storia d'amore che potrebbe essere stata scritta da una sedicenne tiktoker. E invece.Non manca nulla: né la donna misteriosa né l'uomo rude né la differenza di ambiente sociale né il terzo incomodo né l'incidente stradale potenzialmente mortale (ma fortunatamente no) né - poteva non esserci? - la valanga altrettanto potenzialmente mortale (ma fortunatamente neanche lei).Non escludo che agli appassionati certe descrizioni della montagna e delle arrampicate possano piacere, ma stento a credere che a tale categoria (composta, secondo lo stereotipo corrente, da persone silenziose e profonde) appartenga qualcuno che può leggere ""Dentro di lei desiderio e timore stavano combattendo una battaglia dalle sorti incerte. Capì pure che Laure non avrebbe mai pronunciato le parole decisive che l'avrebbero riavvicinata a Remy"" , o, magari ""In quel momento la loro unione veniva da lontanissimo, era un torrente che trasportava così tanti ricordi pesanti, speranze e fallimenti, così tante attese e sogni dolorosi che arrestarne lo scorrimento frantumava per la prima volta tutti gli ostacoli, polverizzava ogni ritegno e ogni paura"" senza avvertire un principio di nausea....more",Notes are private!,0,4,1,not set,"Aug 16, 2023","Aug 16, 2023",,Paperback,view (with text),/book/show/62088942-fiamme-di-pietra
13,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Attraversare la notte,"Le Corre, Hervé",,,B0BFJ3X9BT,300        pp,3.56,151,2021,"Oct 19, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"il poliziotto in crisi esistenziale è uno dei topoi letterari che trovo più indigesti, seguito a breve distanza dal medico legale tanto più sorridenteil poliziotto in crisi esistenziale è uno dei topoi letterari che trovo più indigesti, seguito a breve distanza dal medico legale tanto più sorridente quanto più rovinato è il cadavere su cui sta lavorando. Qui il primo è centrale nella storia, il secondo passa sullo sfondo ma non manca. Né mancano il serial killer, la donna vittima/madre forte, il violento con le donne e alcuni personaggi di contorno. Fino a metà ho combattuto con il desiderio di salvare il libro nel file degli abbandonati, poi la storia ha preso un minimo di abbrivio e sono arrivata in fondo, senza particolare piacere.P.S.: a Bordeaux ci sono stata (bella città, fra l’altro) e posso dire che non è vero che piove sempre, a torrenti, con le strade allagate e fangose e i parabrezza quasi oscurati dalla pioggia, come sembrerebbe leggendo questo libro....more",Notes are private!,0,5,1,not set,"Aug 02, 2023","Aug 01, 2023",,Kindle Edition,view (with text),/book/show/62843871-attraversare-la-notte
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il respiro della marea,"Failler, Jean",,,B07MTBMPFQ,121        pp,3.12,146,1992,"Jan 24, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"è uno strano librino (il diminutivo è per le dimensioni, veramente esigue): utilizza alcuni dei più classici motivi ricorrenti dei gialli (il poliziotè uno strano librino (il diminutivo è per le dimensioni, veramente esigue): utilizza alcuni dei più classici motivi ricorrenti dei gialli (il poliziotto giovane - qui una ragazza - canzonato dagli anziani, peraltro molto più furbo degli anziani stessi, e protetto da uno solo di loro, ormai prossimo alla pensione e svogliato, ma saggio e comprensivo), non concede assolutamente niente al tipico gioco dello spargimento di indizi ingannevoli, ma riesce lo stesso a creare un ambiente. Lo aiuta la collocazione in una terra affascinante come la Bretagna....more",Notes are private!,0,4,1,not set,"Jul 20, 2023","Jul 20, 2023",,Kindle Edition,view (with text),/book/show/43698893-il-respiro-della-marea
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Acqua rossa,"Pavičić, Jurica",,9791259520371,B098GQSRQM,367        pp,4.22,708,Oct 2017,"Jul 13, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"non è che non si legga bene, anzi, ma tutti questi apprezzamenti in quarta di copertina e questi premi letterari (minori, comunque) mi sembrano un po’non è che non si legga bene, anzi, ma tutti questi apprezzamenti in quarta di copertina e questi premi letterari (minori, comunque) mi sembrano un po’ sprecati. I personaggi sono piatti , l’intreccio con le vicende storiche della Yugoslavia degli anni novanta è pallido, la tesi (non entro nei dettagli per non spoilerare) che tutto quello che è successo dopo la sparizione della ragazza , quindi la guerra, la crisi economica, l’arrivo di investitori stranieri, lo sfruttamento delle bellezze della Dalmazia (aggiungo un inutile commento personale: Spalato è uno dei luoghi più suggestivi ed emozionanti che io abbia mai visto), lo snaturamento dei luoghi, siano tutti conseguenza della scomparsa è un delirio che non mi sentirei di avallare. Una parola sulla traduzione: è orripilante . Il traduttore, che dal nome credo sia slavo, avrà fatto del suo meglio, ma tradurre in una lingua che non è la propria è un bel rischio. Comunque, se in casa editrice qualcuno avesse dato un’occhiata al lavoro prima di dire “si stampi” ci saremmo evitati di trovare “soddisfò”, “si sarebbero seduti, bevuto del vino” (maledetti ausiliari), “si buttò sul cibo come se domani sarebbe scoppiata la carestia”, e altre amenità . In più, l’estate di san martino è in novembre e non in settembre, ma questa forse è colpa dell’autore....more",Notes are private!,0,6,1,"Jul 11, 2023","Jul 15, 2023","Jul 11, 2023",,Paperback,view (with text),/book/show/61745216-acqua-rossa
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I delitti della bella di notte,"Horowitz, Anthony*",8831806882,9788831806886,B09QQNB1MN,558        pp,4.05,"49,717","Aug 18, 2020","Feb 08, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"piacevole, divertente con il libro nel libro, solo un po' troppo arzigogolato nel finalepiacevole, divertente con il libro nel libro, solo un po' troppo arzigogolato nel finale...more",Notes are private!,0,3,1,"Jun 22, 2023","Jun 26, 2023","Jun 22, 2023",,Kindle Edition,view (with text),/book/show/60306899-i-delitti-della-bella-di-notte
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il mio nome è Rosso,"Pamuk, Orhan",8806181971,9788806181970,8806181971,450        pp,3.87,"56,444",1998,"Nov 22, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jun 06, 2023",,Paperback,view,/book/show/2299697.Il_mio_nome_Rosso
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La cartolina,"Berest, Anne",8833574776,9788833574776,8833574776,456        pp,4.38,"20,147","Aug 18, 2021","May 18, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Parlare di un libro che tratta dell'olocausto non è facile. Da un lato, l'enormità della tragedia e dell'ingiustizia ammutoliscono ogni giudizio letteParlare di un libro che tratta dell'olocausto non è facile. Da un lato, l'enormità della tragedia e dell'ingiustizia ammutoliscono ogni giudizio letterario; dall'altro lato abbiamo letto forse troppo per trovare qualcosa che non sia già, più o meno, noto, ed il libro non se ne avvantaggia.Qui, accanto a tutto quanto si sa già, c'è l'aspetto della piccola indagine per individuare chi e perché ha inviato alla famiglia dell'autrice la cartolina con i nomi degli antenati uccisi in campo di concentramento, quaranta o cinquant'anni dopo il fatto. Paradossalmente, proprio questo è il punto debole della storia. Insomma: ad una famiglia in cui ci sono state vittime dell'olocausto arriva una cartolina con i nomi dei quattro che sono stati deportati e non sono tornati, e finisce in un cassetto per una decina di anni, ignorata deliberatamente dalla madre, figlia di una sopravvissuta (questo si potrebbe anche capire, c'è un limite alla capacità di affrontare il dolore), e dalla figlia che, nata venticinque anni dopo la fine della guerra, preferisce pensare al proprio futuro che al passato della propria nonna (e si può capire anche questo).Senonchè, dieci anni più tardi la non più tanto giovane ritorna sulla questione, coinvolge la madre nella ricostruzione di quanto accaduto ai loro parenti e improvvisamente si scopre che la madre dispone di un dossier dettagliatissimo sulle loro vite, che ha passato una parte non piccola della propria infanzia nel paese dove la madre (unica sopravvissuta della famiglia) era stata nascosta durante la guerra, che fin dall'infanzia la figlia si è trovata più volte a disagio con i compagni di scuola e gli amici per il proprio essere ebrea, che però ha anche amici ebrei che la mettono in crisi rimproverandole di non essere osservante (mi chiedo: ma se si è ebrei per discendenza e non per scelta, è così sbalorditivo che un ebreo non sia osservante?), insomma che nelle vite della giovane e della madre la religione è sempre stata una presenza, o magari una assenza, molto palpabile. Il che mi pare incongruo con la reazione a scoppio ritardato che le due donne hanno rispetto all'arrivo della cartolina. Le storie della famiglia, ricostruite grazie alle ricerche della madre, sono quelle che abbiamo già letto in tante occasioni: famiglie benestanti, colte, integrate, che da un giorno all'altro perdono tutto, cose ed amici, e nonostante tutto non riescono a credere che si andrà oltre, e si attengono scrupolosamente a tutti i divieti, per quanto assurdi ed inquietanti, convinti che prima o poi le cose si aggiusteranno. È finita come sappiamo....more",Notes are private!,0,9,1,"May 27, 2023","Jun 10, 2023","May 24, 2023",,Paperback,view (with text),/book/show/61123561-la-cartolina
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Asimmetria,"Halliday, Lisa",,9788858833230,,285        pp,3.43,"28,430","Feb 06, 2018",Aug 2018,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"premessa: è un libro bellissimo, non c’è una pagina che non si legga con piacere, è sintetico ma racconta tutto.Detto questo: qualcuno mi spiega il nepremessa: è un libro bellissimo, non c’è una pagina che non si legga con piacere, è sintetico ma racconta tutto.Detto questo: qualcuno mi spiega il nesso fra le tre parti?Asimmetrico è il rapporto fra la ragazza ed il famoso scrittore molto più anziano di lei (si è detto che sotto il nome di fantasia si celerebbe Philip Roth, non so se è stato confermato dall’autrice o se è rimasta un’illazione, francamente non mi pare importante saperlo); ma si può parlare di asimmetria nella vicenda del professore americano di origine irachena in transito a Londra che viene bloccato, interrogato e trattenuto in aeroporto unicamente perchè è quello che è, cioè un iracheno? Non è solo pura e semplice ingiustizia?E la riapparizione dell’anziano professore, che partecipa ad una storica trasmissione radiofonica della BBC in cui l’ospite elenca quali sono i pezzi musicali che porterebbe con sé su un’isola deserta, e perché sceglie proprio quelli, come si lega al resto?...more",Notes are private!,0,9,1,"May 14, 2023","May 24, 2023","May 14, 2023",,ebook,view (with text),/book/show/131279917-asimmetria
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Punto di fuga,"Brundage, Elizabeth*",8833936864,9788833936864,8833936864,368        pp,3.74,751,"May 18, 2021","Mar 10, 2022",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"no.grazie, no.ma proprio no.",Notes are private!,0,4,1,not set,"May 12, 2023","May 12, 2023",,Paperback,view (with text),/book/show/60548594-punto-di-fuga
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La chiusa n. 1,"Simenon, Georges",8845971333,9788845971334,,140        pp,3.65,879,1933,2012,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"è successo ancora: quando una lettura mi annoia prendo una boccata d'aria leggendo un Maigret.qui la storia gioca sul rapporto di strana fascinazione è successo ancora: quando una lettura mi annoia prendo una boccata d'aria leggendo un Maigret.qui la storia gioca sul rapporto di strana fascinazione fra il commissario e la vittima di un'aggressione, due uomini che non potrebbero essere più diversi eppure in qualche modo si attraggono. è una buona lettura, come sempre...more",Notes are private!,0,3,1,not set,"May 07, 2023","May 12, 2023",,ebook,view (with text),/book/show/16283962-la-chiusa-n-1
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le cicale,"Righini Ricci, Giovanna",,,,173        pp,3.56,9,1967,1982,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"i libri dell’adolescenza lasciano un ricordo perenne…su questo libro e sul seguito “Il ballo delle cicale” (entrambi purtroppo epurati dalla mia librei libri dell’adolescenza lasciano un ricordo perenne…su questo libro e sul seguito “Il ballo delle cicale” (entrambi purtroppo epurati dalla mia libreria in uno di quei momenti di idiozia giovanile in cui si pensa che diventare adulti significhi tagliarsi i ponti alle spalle) ho passato ore e ore, rileggendoli fino allo stremo della rilegatura, e tenendo stretto in mano un fazzoletto, per non inzuppare di lacrime le pagine più emozionanti ...more",Notes are private!,0,4,1,not set,Jan 1972,"Apr 09, 2023",,Hardcover,view (with text),/book/show/10407169-le-cicale
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lezioni,"McEwan, Ian*",885844163X,9788858441633,,576        pp,4.01,"23,368","Sep 13, 2022","Feb 28, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mah.D'accordo, non siamo al livello di Amsterdam o di Cani neri, che ho trovato orrendi. Ma siamo anche a qualche anno luce da Lettera a Berlino, o daMah.D'accordo, non siamo al livello di Amsterdam o di Cani neri, che ho trovato orrendi. Ma siamo anche a qualche anno luce da Lettera a Berlino, o dai grandi romanzi della maturità, tipo Espiazione, Sabato e La ballata di Adam Henry.Ormai è chiaro che McEwan dà il suo meglio ponendo il suo personaggio in una situazione critica e facendogliela affrontare, cosa che in genere avviene in duecento pagine sature di pensieri, attività, etica, tenerezza, cinismo, ironia. Qui il protagonista, trascinato in una storia infinita, non ha abbastanza personalità per affrontare le mille situazioni critiche di una vita intera, o forse non c'è, in una vita intera, una sufficiente quantità di situazioni critiche da giustificare che tutta la vita venga raccontata.Così su questo libro fluviale, rispetto agli altri miracolosamente sintetici, non trovo niente da dire. Che cosa si può dire di quest’uomo del tutto senza qualità, poeta mancato, studente mancato, pianista di piano bar, marito mancato (non per colpa sua), padre discreto e nonno affettuoso? Che cosa ha di diverso dal 90% delle persone di questo mondo?Ci viene chiesto di credere che la sua inconcludenza sia causata da una settimana (una!) in cui, a otto anni, si trova libero di vagare senza controllo (non ricordo l'anomalia per cui questo accade) per la base militare in cui vive con il padre militare e la madre. E dovrebbe essere per il ricordo di questa libertà assoluta che da grande non trova, perché non lo cerca, un lavoro fisso (mmm…).Pochi anni dopo ha una relazione con un'insegnante di musica, di dieci anni più vecchia di lui. E, siamo d’accordo, nel rapporto fra un minorenne ed un adulto, il minorenne (che sia maschio o femmina) è quello che subisce un abuso. Ma rimango convinta che se il minorenne ha quattordici/sedici anni ed è maschio non rimanga esattamente traumatizzato dalla vicenda, ed è quasi ridicolo che il nostro, a distanza di qualche decennio, abbia una sorta di agnizione, rendendosi finalmente conto di essere stato abusato dalla maestra di pianoforte. Che poi sia a causa di questa vicenda che lui, fra i diciotto ed i trent’anni, svolazzi fra una relazione e l’altra senza trovare stabilità (cioè faccia quello che fa almeno la metà delle persone di quelle età) è ridicolo per davvero. Non sto sconsigliando di leggerlo. Alla fine un libro di McEwan varrà sempre la pena di leggerlo, è scritto bene, ha Londra sullo sfondo, è - come sempre - affabulante. Dietro, o intorno o accanto a Roland (che nome brutto) ci sono gli avvenimenti della seconda metà del ventesimo e dei primi vent'anni del ventunesimo secolo: ma posso dire (e vedo che in questo vado molto contro la corrente dei lettori) che mi sembrano appiccicati lì per fare una specie di riepilogo, qualche breve cenno sull'universo?Io adesso vado a rileggermi La ballata di Adam Henry. ...more",Notes are private!,0,9,1,"Apr 03, 2023","Apr 16, 2023","Apr 03, 2023",,ebook,view (with text),/book/show/123172564-lezioni
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Come girare il mondo gratis: Un giornalista con la valigia,"Franceschini, Enrico",8893889978,9791254944677,B0BR61XKDY,236        pp,4.18,11,unknown,"Jan 13, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Franceschini ha fatto davvero quello che noi abbiamo solo sognato di fare (vorrei sapere quanti, fra i frequentatori di questo sito, non hanno desiderFranceschini ha fatto davvero quello che noi abbiamo solo sognato di fare (vorrei sapere quanti, fra i frequentatori di questo sito, non hanno desiderato almeno per un giorno di fare i giornalisti, da grandi), partendo per New York a poco più di vent'anni e così conquistandosi una vita fatta di viaggi, incontri, lingue straniere, mogli straniere, case cambiate con la frequenza con cui normalmente si cambia stagione nell'armadio, città cambiate con frequenza solo leggermente inferiore. Il prezzo di tutto questo è ovvio, un po' di solitudine e molto senso di colpa (verso i genitori rimasti a casa, forse anche verso il figlio, spostato qua e là), ma non si può avere tutto. Questo libro è la conseguenza di tutto ciò, coinvolgente, spesso divertente, a volte vagamente malinconico. Ma a parte questo, che è già un titolo di merito, è bello l'atteggiamento dell'autore, che pur avendo fatto, in fin dei conti, la sua porca carriera (per dirne una, ha intervistato Gorbacev il giorno prima che venisse defenestrato), mai una volta cede all'autoesaltazione, anzi sceglie sempre un profilo bassissimo, parlando di sé come di uno che ha solo avuto una gran fortuna.Se Franceschini ha incontrato colleghi con cui non ha avuto un buon rapporto, il che in quarant'anni di carriera è più che probabile, ha l'eleganza di non lasciarlo mai trasparire, anzi: a tutti i colleghi che nomina attribuisce qualità superiori alle sue, e di ogni piccolo o grande scoop dà il merito, oltre che alla fortuna, ad un collega che lo ha incoraggiato, lo ha presentato a qualcuno, gli ha passato il numero di telefono giusto. In un mondo in cui basta avere pubblicato un video musicale su Instagram per sentirsi Mick Jagger, ho ammirazione sconfinata per chi si considera anche solo un po' meno di quello che è....more",Notes are private!,0,9,1,"Apr 03, 2023","Apr 08, 2023","Apr 03, 2023",,Kindle Edition,view (with text),/book/show/75606345-come-girare-il-mondo-gratis
