,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Trin's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
264,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Broken Places & Outer Spaces: Finding Creativity in the Unexpected,"Okorafor, Nnedi*",1501195476,9781501195471,1501195476,112        pp,4.10,"2,033","Jun 18, 2019","Jun 18, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 30, 2023","May 30, 2023","May 30, 2023",,Hardcover,view,/book/show/42202070-broken-places-outer-spaces
265,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Four Quartets,"Eliot, T.S.",,,,62        pp,4.37,"18,118",1943,1943,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mystery box book #12!I've definitely read this before -- I read ""Burnt Norton"" earlier this year, in fact -- but I can't remember the last time I readMystery box book #12!I've definitely read this before -- I read ""Burnt Norton"" earlier this year, in fact -- but I can't remember the last time I read the full cycle. It's good -- complex and strange and unknowable. I like that about it, and Eliot's work in general: the feeling that there are a thousand different stories in every single line, and no matter how many times I reread, I'll never comprehend them all.We shall not cease from explorationAnd the end of all our exploringWill be to arrive where we startedAnd know the place for the first time....more",Notes are private!,0,7,1,"May 29, 2023","May 29, 2023","May 29, 2023",,Paperback,view (with text),/book/show/10344447-four-quartets
266,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Who Fears Death,"Okorafor, Nnedi*",075640617X,9780756406172,075640617X,386        pp,3.94,"25,842","Jun 01, 2010","Jun 01, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 27, 2023","May 29, 2023","May 29, 2023",,Hardcover,view,/book/show/7767021-who-fears-death
267,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Queen Lucia        (Lucia #1),"Benson, E.F.",0552990752,9780552990752,B001TB1ELS,272        pp,3.93,"5,062",1920,"Feb 24, 1984",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mystery box book #11!A painfully accurate portrait of a bunch of wealthy English provincial fools. I didn't quite click with Benson's writing style asMystery box book #11!A painfully accurate portrait of a bunch of wealthy English provincial fools. I didn't quite click with Benson's writing style as much as I expected to -- I think I was expecting something a bit more Wodehousian; this is much more subtle and dry -- but I can't fault his precise viciousness. Several times I was tempted to shout ""GET A JOB!"" at the pages of this book....more",Notes are private!,0,5,1,"May 27, 2023","May 29, 2023","May 29, 2023",,Paperback,view (with text),/book/show/2288839.Queen_Lucia
268,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Akata Witch        (The Nsibidi Scripts, #1)","Okorafor, Nnedi*",0142420913,9780142420911,0142420913,370        pp,4.04,"34,895","Apr 14, 2011","Jul 11, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 26, 2023","May 27, 2023","May 27, 2023",,Paperback,view,/book/show/32968540-akata-witch
269,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Chef's Choice        (Chef's Kiss, #2)","Alexander, T.J.*",198218910X,9781982189105,198218910X,336        pp,4.06,"1,552","May 30, 2023","May 30, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 26, 2023","May 27, 2023","May 27, 2023",,Paperback,view,/book/show/62919850-chef-s-choice
270,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Always Coming Home,"Le Guin, Ursula K.",0358726921,9780358726920,0358726921,640        pp,4.05,"3,882","Sep 01, 1985","Jun 27, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 27, 2023",,Paperback,view,/book/show/60012535-always-coming-home
271,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Shadow Speaker        (The Desert Magician's Duology, #1)","Okorafor, Nnedi*",1423100336,9781423100331,1423100336,336        pp,3.98,"1,985","Oct 02, 2007","Oct 02, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 24, 2023","May 26, 2023","May 26, 2023",,Hardcover,view,/book/show/1212627.The_Shadow_Speaker
272,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Enchantment: Awakening Wonder in an Anxious Age,"May, Katherine",0593329996,9780593329993,0593329996,212        pp,3.64,"8,234","Feb 28, 2023","Feb 28, 2023",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The author's Wintering was a major bestseller, so I thought I should see what the fuss was about. Maybe I should have read Wintering itself, because tThe author's Wintering was a major bestseller, so I thought I should see what the fuss was about. Maybe I should have read Wintering itself, because this, her latest, was a disastrous mess which left me disliking her voice on the page so much, I certainly will not be returning for more.Me reading this book:[image][image]May scrambles madly, searching for what this book should be about; then, in the acknowledgements, she straight-up admits to throwing away several ideas and struggling to figure out what to write about. A kinder editor would have given her time and space to feel passionate about something, but instead she was clearly forced to rush this out to try to capitalize on Wintering. Mostly we hear about how cell phones are bad, the pandemic was harder on Katherine May than anyone else, and some bullshit spiritualism. My mistake for thinking this book would be about nature, or anything. Rarely have I encountered a book that inspires so precisely the opposite of what it claims to. Which is almost wondrous in and of itself -- just in a bad way....more",Notes are private!,0,14,1,"May 18, 2023","May 25, 2023","May 25, 2023",,Hardcover,view (with text),/book/show/61355268-enchantment
273,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Night Masquerade        (Binti, #3)","Okorafor, Nnedi*",0765393131,9780765393135,0765393131,208        pp,4.01,"21,561","Jan 16, 2018","Jan 16, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 23, 2023","May 24, 2023","May 24, 2023",,Paperback,view,/book/show/34386617-the-night-masquerade
274,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Home        (Binti, #2)","Okorafor, Nnedi*",0765393115,9780765393111,0765393115,164        pp,4.04,"28,034","Jan 31, 2017","Jan 31, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 23, 2023","May 23, 2023","May 22, 2023",,Paperback,view,/book/show/30038988-home
275,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Binti        (Binti, #1)","Okorafor, Nnedi*",0765385252,9780765385253,0765385252,90        pp,3.87,"73,084","Sep 22, 2015","Sep 22, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Bursting with fascinating ideas, but doesn't really give itself time to develop them. Instead we rocket from wild plot point to wild plot point withouBursting with fascinating ideas, but doesn't really give itself time to develop them. Instead we rocket from wild plot point to wild plot point without getting to settle in with any of them, or any of the characters. (Imagine if we'd actually gotten to know Heru before...well.) I wish someone had encouraged Okorafor to expand this into a full novel....more",Notes are private!,0,5,1,"May 21, 2023","May 21, 2023","May 21, 2023",,Paperback,view (with text),/book/show/25819514-binti
276,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dial A for Aunties        (Aunties, #1)","Sutanto, Jesse Q*",0593336739,9780593336731,0593336739,299        pp,3.72,"92,665","Apr 27, 2021","Apr 27, 2021",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mystery box book #10!*Great concept, and Sutanto clearly had a blast writing it -- yet it didn't work for me at all. The atmosphere of a screwball comMystery box book #10!*Great concept, and Sutanto clearly had a blast writing it -- yet it didn't work for me at all. The atmosphere of a screwball comedy is very hard to translate onto the page, and here I did not find the humor funny, the characters distinct, the romance convincing, nor the plot entertaining. Meddy makes so many stupid choices that I found it hard to root for her, Nathan doesn't have a personality beyond apparently being EXTREMELY buff, and I never laughed so much as cringed. Very happy for anyone who enjoyed this -- you possibly enjoy life more than I do -- but for me this was a wrong number.*I don't think this was originally part of the mystery box, but at some point I put it down there, so it was Absorbed. For those of you who are -- naturally -- highly invested in the Mystery Box Lore....more",Notes are private!,0,5,1,"May 18, 2023","May 18, 2023","May 21, 2023",,Hardcover,view (with text),/book/show/53310061-dial-a-for-aunties
277,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Antwerp,"Bolaño, Roberto",0811217175,9780811217170,0811217175,78        pp,3.59,"3,522","Sep 01, 2002","Apr 28, 2010",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mystery box book #9!My first Bolaño. I don't get it! More like an extended prose poem than a novel, the kind of book that you feel like you have to deMystery box book #9!My first Bolaño. I don't get it! More like an extended prose poem than a novel, the kind of book that you feel like you have to decode. With rare exceptions, that's not a reading experience I tend to enjoy. And while this had some lovely language use in places and some odd, exquisite moments (I liked the cognac shared with the ""bum"" at the train station), there's also a lot of sexual violence toward women and use of the R-word (though that may have been a choice of the translator, I don't know).Anyway, as I sort of suspected, just not really my thing....more",Notes are private!,0,0,1,"May 16, 2023","May 17, 2023","May 17, 2023",,Hardcover,view (with text),/book/show/7093654-antwerp
278,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tortilla Flat,"Steinbeck, John",,,,151        pp,3.83,"55,845",1935,1965,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mystery box book #8!Definitely not my favorite Steinbeck. The style is both mannered and earthy, or perhaps earthy in a mannered way. He's trying to dMystery box book #8!Definitely not my favorite Steinbeck. The style is both mannered and earthy, or perhaps earthy in a mannered way. He's trying to do a sort of King Arthur and his knights of the Round Table, but among the paisanos of Monterey, California, and with a sensibility that's more Don Quixote. Parts of this read somewhat uncomfortably today -- all the characters are people of color, and they're universally depicted as lazy drunks, but they are also this story's heroes (and to be fair...ish, Steinbeck wrote plenty of his white characters exactly the same way). Still, the background radiation of that, plus the constant use of ""Jew"" as an insult (always in dialogue, and usually by people being unreasonable, but...) had me gritting my teeth. Yet parts of this are really lovely -- I adore the Pirate and his dogs -- and ultimately it is a novel about the power of friendship, and community.But I'd recommend about half a dozen other Steinbecks before this one....more",Notes are private!,0,2,1,"May 15, 2023","May 17, 2023","May 17, 2023",,Paperback,view (with text),/book/show/2350344.Tortilla_Flat
279,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Doctor Who: Remembrance of the Daleks,"Aaronovitch, Ben*",0426203372,9780426203377,0426203372,144        pp,3.90,"1,012","Jun 21, 1990","Sep 01, 1990",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mystery box book #7!Obviously I acquired this at some point because it is by Ben Aaronovitch, whose original series, Rivers of London, I love. This...Mystery box book #7!Obviously I acquired this at some point because it is by Ben Aaronovitch, whose original series, Rivers of London, I love. This... oh no, Ben. It's based on a story he wrote for the show, but as a book it is wooden, near-incoherent, and very boring. I've seen quite a bit of Doctor Who (though admittedly not much of Seven) and read plenty of DW tie-ins, and I could barely follow what was going on. The novel is choppy, clearly cutting whenever there was a scene break on the show -- but a book is not a TV script! A good Doctor Who adventure should be able to drop you into any time and place, with a new set of people, and tell a fun yarn whether the setting is historical or sci-fi fantastical. This is a lot of military men and aliens shooting at each other, like an extended War of the Worlds battle with less emotional impact. Only, at the end, for the Doctor to (view spoiler)[genocide the Daleks again. How many times, sir? I know this is a bad habit of his, but sheesh. (hide spoiler)]I would say ""Ben, you're better than this"" but fortunately his excuse is he wrote this when he was a baby, and has since proved that he is....more",Notes are private!,0,0,1,"May 14, 2023","May 15, 2023","May 15, 2023",,Mass Market Paperback,view (with text),/book/show/899148.Doctor_Who
280,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"She Who Became the Sun        (The Radiant Emperor, #1)","Parker-Chan, Shelley*",1250621801,9781250621801,1250621801,414        pp,3.87,"69,401","Jul 20, 2021","Jul 20, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 15, 2023",,Hardcover,view,/book/show/55077538-she-who-became-the-sun
281,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Bell in the Fog        (Evander Mills, #2)","Rosen, Lev A.C.*",1250834252,9781250834256,1250834252,261        pp,4.16,"1,577","Oct 10, 2023","Oct 10, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 15, 2023",,Hardcover,view,/book/show/65213896-the-bell-in-the-fog
282,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Other Merlin        (Emry Merlin, #1)","Schneider, Robyn*",0593351037,9780593351031,0593351037,432        pp,4.21,"2,612","Sep 21, 2021","Feb 21, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Is there a worse feeling than liking a book quite a bit at the start, then slowly feeling it betray you? I quite enjoyed the first quarter of this, inIs there a worse feeling than liking a book quite a bit at the start, then slowly feeling it betray you? I quite enjoyed the first quarter of this, in which Emry Merlin has to disguise herself as her wastrel brother Emmett and take his place at court as trainee wizard. Emry-as-Emmett develops a cute relationship with Prince Arthur, who in this is quite bookish (fun!) and only recently possessed of the sword he has pulled from the stone. The dialogue is nice and bantery without being overdone, and through the trip to Avalon I was thoroughly on board, despite some niggling warning signs.Such as: the world building makes little sense. When is this set? If one is pretending at a historical Arthur who has to unite Britain, then why is London a flourishing metropolis full of fancy homes and in fact the king's seat? Why do social attitudes toward homosexuality seem to shift as plot-convenient? Emry is bi (excellent), Lancelot and Percival are gay, and the latter two seem fairly comfortable referencing this openly. On the other hand, Lance's tragic backstory at the novel's start is that he was stripped of his position of squire because he was caught in flagrante with Arthur's cousin; the cousin lied and said Lance attacked him because he feared his parents' homophobia. Emry also says in narration that she's felt horribly othered and alone because she likes girls as well as boys, but then again, other characters are casually and openly queer whenever, I guess, it is cute and flirty for them to be so? I'm not saying there's no way to reconcile this, just that the novel never attempts to. Instead, the queer content feels like set dressing. Similarly: Schneider makes reference to many of the characters in Uther's court being non-white, but in that colorblind casting way where it almost deliberately must not affect the plot -- or their characterization, their experiences. (And of course, all of the mains are still white.)I started to sour on this book a bit when I realized it was never going to be as Gender as I wished. Emry masquerades as a boy but definitely isn't one; and that's fine! Congrats to her on her Cis+ card! But we are also reassured constantly that she's -- you guessed it -- Not Like Other Girls. She's a Cool Girl, not a stupid ""pink princess"" (actual quote). So we see the classic double bind in action: one must be definitely a girl, and able to look flawless in a borrowed French gown at a ball -- but not too girly, like you actually tried or anything. SCREAMING CRYING GNASHING MY TEETH.Also: from about a quarter through to very near the end, this book forgets to have a plot. The narrative meanders from scene to scene, with occasional moments of interest, such as a sword-fighting tournament, but the threat is not clearly established until the very end, and barely even then. And it feels so long...so much time spent in characters' heads as they angst, so little tension and action. When things do happen, they are often resolved off stage, so you get, for example, (view spoiler)[Emry -- who's been sentenced to death for her deception and escaped -- finding out off page and well after the fact that she's been pardoned; the reader only learns when Arthur shows up in her home town -- yeah, she's wanted by the crown but just went home -- and is like, hey did you receive word? (hide spoiler)] And like of course: this novel is the start of a series. Duology, trilogy, idk, but clearly if it's this drawn out, it should have been one book.Needless to say, I am not tempted to read any further, because clearly Schneider does not have anything to say about gender, sexuality, or the roles of women that interests me....more",Notes are private!,0,6,1,"May 07, 2023","May 14, 2023","May 14, 2023",,Paperback,view (with text),/book/show/58386742-the-other-merlin
283,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Washington Square,"James, Henry",,,,174        pp,3.70,"23,369","Dec 01, 1880",1963,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mystery box book #6!Mrs. Penniman should have endeavored to adopt Morris as her sugar baby: problem solved.But obviously no one in a Henry James novelMystery box book #6!Mrs. Penniman should have endeavored to adopt Morris as her sugar baby: problem solved.But obviously no one in a Henry James novel is ever allowed to have good sex, so...Sharp and mean and very well-drawn; I wanted to throttle Doctor Sloper who thinks his daughter is slow and stupid, even as he is smothering the life out of her. I know Catherine's ending is supposed to be a tragedy, but on the other hand: she owns an enormous piece of real estate on Washington Square! (James' depictions of it at dusk are lovely, too.) From the perspective of my broke Millennial ass, she's fine....more",Notes are private!,0,3,1,"May 13, 2023","May 14, 2023","May 14, 2023",,Paperback,view (with text),/book/show/15764153-washington-square
284,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Man Everybody Was Afraid of        (Dave Brandstetter, Book 4)","Hansen, Joseph",003059894X,9780030598944,003059894X,181        pp,3.95,573,1978,"Jan 01, 1981",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There are moments of atmosphere and certain turns of phrase that are stellar in every single one of these novels, but I'm starting to worry that the oThere are moments of atmosphere and certain turns of phrase that are stellar in every single one of these novels, but I'm starting to worry that the ones I really enjoyed were a fluke and not the other way around. Cecil -- one of Dave's boyfriends from later in the series, who I really like in those books -- is introduced here, but doesn't actually have a personality yet, which was disappointing. And this is yet another Hansen mystery that implausibly requires multiple people to have been at the murder site at the time of the crime, yet not be guilty -- as if engraved invitations were sent out.Appreciate the underlying ACAB theme, though....more",Notes are private!,0,2,1,"May 13, 2023","May 14, 2023","May 14, 2023",,Mass Market Paperback,view (with text),/book/show/3334406-the-man-everybody-was-afraid-of
285,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Thread of Violence: A Story of Truth, Invention, and Murder","O'Connell, Mark",,9780385547628,0385547625,304        pp,3.75,"1,450","Jun 27, 2023","Jun 27, 2023",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"One of that deeply self-conscious breed of true crime books where the author spends half the time inserting himself into the narrative (the murderer wOne of that deeply self-conscious breed of true crime books where the author spends half the time inserting himself into the narrative (the murderer was arrested at a luxury apartment complex that the author's grandparents also lived in) and questioning why he has chosen to cover this topic (like...then why have you, dude?). I almost DNF'd when in the first few chapters O'Connell admits to stalking random old men around Dublin, thinking one might be the released murderer. The middle picks up a bit as the crime is put in the context of 1980s Irish history, but I was annoyed again when O'Connell paints his work in opposition to the ""trend"" of telling victims' stories in true crime; he says he feels it inappropriate to speculate on their thoughts and emotions, and maybe he's right! But I see little point on wasting all these pages on Malcolm Macarthur, who was a terrible, inept, needless criminal, and who provides little insight into his own psychology other than to show he is self-deluded. Do we really need 300 pages attempting to understand Macarthur? I think everything about him is abundantly clear....more",Notes are private!,2,42,1,"May 12, 2023","May 13, 2023","May 13, 2023",,Hardcover,view (with text),/book/show/125522789-a-thread-of-violence
286,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Seducing an Angel        (Huxtable Quintet #4),"Balogh, Mary",0440244277,9780440244271,0440244277,388        pp,3.83,"6,950","May 19, 2009","Apr 27, 2010",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mystery box book #5!Oh, the irony. Like a week ago I told someone that they couldn't make a joke about axe murderers in something set during the RegenMystery box book #5!Oh, the irony. Like a week ago I told someone that they couldn't make a joke about axe murderers in something set during the Regency period because it's anachronistic, and then here comes Mary Balogh using the term like three or four times a page. I'm right; she's wrong!Cassandra's husband, Baron Paget, died under mysterious circumstances -- what much of society suspects was the aforementioned axe murder, although actually he was shot. Early in the novel, Cassandra tells her love interest that she super did it and does not regret it -- her late husband was an abusive piece of shit who caused her to miscarry multiple times. Pretty badass! But of course, (view spoiler)[she didn't actually do it, thereby removing the most interesting thing about her (hide spoiler)]. Cassandra's shitty stepson is denying her her portion of the estate, so out of desperation she seduces the angel of the title -- in fact, just Some Guy -- and forces him to pay her for sex. They rapidly fall in love for reasons I can't discern (an Adorable Moppet is tangentially involved), and despite Cassandra protesting that she never wants to marry and be controlled by a man again, she is eventually (and fairly manipulatively) convinced that it is better if she does so (and also (view spoiler)[start pumping out more babies immediately, despite her fears (hide spoiler)]). Yay?This book is full of HEAVY SHIT that I do not feel it addresses adequately, and beyond that, it is simply no fun, really and truly no fun at all. I'm all for people finding love and healing from trauma, but that's not even what I really see depicted here? Just a lot of unsexy manipulation on both sides, and then an inevitable succumbing to societal pressures. Wheeeee.I've liked other books by Mary Balogh, even though they tend to be Conventional, but I did not enjoy this one....more",Notes are private!,0,2,1,"May 10, 2023","May 12, 2023","May 12, 2023",,Mass Market Paperback,view (with text),/book/show/7114686-seducing-an-angel
287,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Passing for Human,"Scott, Jody*",0704339900,9780704339903,0704339900,191        pp,3.28,113,1977,Mar 1986,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mystery box book #4!WHAT EVEN.Dolphin-like aliens who can inhabit bodies based on Earth celebrities/famous fictional characters (some of whom are so oMystery box book #4!WHAT EVEN.Dolphin-like aliens who can inhabit bodies based on Earth celebrities/famous fictional characters (some of whom are so obscure in 2023 that I had to Google because I had no idea what Scott was referencing) are at war with another type of alien who wants to wipe out humanity, so they wage an incomprehensible battle on our planet. The main character is a dolphin-alien anthropologist who presents primarily as Brenda Starr (Me: WHOMST???), Emma Peel, or Virginia Woolf. Her affect is of a bubbly airhead, mostly, and she needs to be protected and saved by her male superiors a lot (except for when characters incomprehensibly die?) and this is feminist somehow??? Or at least, my edition of this book was published by a feminist press.Idk, y'all. I think everyone in the '70s was on a LOT of drugs....more",Notes are private!,0,8,1,"May 08, 2023","May 10, 2023","May 10, 2023",,Paperback,view (with text),/book/show/2134499.Passing_for_Human
288,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nothing More Than Murder,"Thompson, Jim",0679733094,9780679733096,0679733094,224        pp,3.73,"1,141",1949,"Mar 13, 1991",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mystery box book #3!Broke: conspiring with your lover to murder your spouse for the insurance money.Woke: conspiring with your lover and your spouse tMystery box book #3!Broke: conspiring with your lover to murder your spouse for the insurance money.Woke: conspiring with your lover and your spouse to murder a stranger for the insurance money!...except of course it all goes wrong and, because it's Jim Thompson, everyone and everything is very squalid and unpleasant the whole time.I enjoyed the details of Joe scheming to cheaply run his movie theater, but the grimy, nasty feel of this type of noir was just not what I was in the mood for. Sorry, mystery box....more",Notes are private!,0,2,1,"May 07, 2023","May 08, 2023","May 08, 2023",,Paperback,view (with text),/book/show/922616.Nothing_More_Than_Murder
289,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Southern Mail,"Saint-Exupéry, Antoine de",,9780156839013,0156839016,132        pp,3.61,"1,883",1929,"Mar 15, 1972",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Mystery box book #2!The proportion of ""airplane adventure"" to ""boring affair"" in this novel by the author of The Little Prince was not at all what I eMystery box book #2!The proportion of ""airplane adventure"" to ""boring affair"" in this novel by the author of The Little Prince was not at all what I expected; we're talking a good 85% mawkish romance between a Manly Flier of Planes and a married woman who has no other personality but Dead Son. The whole thing feels very juvenile, which, in fairness, it basically was.Extremely short but took me three days of teeth-gritting to finish....more",Notes are private!,0,3,1,"May 05, 2023","May 07, 2023","May 07, 2023",,Paperback,view (with text),/book/show/8851.Southern_Mail
290,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rose,"Smith, Martin Cruz",034542252X,9780345422521,034542252X,416        pp,3.92,"3,374","Jan 01, 1996","Feb 01, 2000",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I had a lovely little green hanging shelf in my bedroom, full of mostly mass market paperbacks. But since my building is a former single family home cI had a lovely little green hanging shelf in my bedroom, full of mostly mass market paperbacks. But since my building is a former single family home chopped into apartments and many of the walls are made of paste, out of nowhere this shelf erupted off the paste wall and shattered. This was over a year ago and since then I have, embarrassingly, been keeping the contents of the shelf in a box at the foot of my bed. I've decided I should take this tripping obstacle as a challenge and finally read them.First up: this stand-alone Martin Cruz Smith mystery. MCS has an incredible ability to transport you to places he himself has clearly never been -- from Soviet Russia to, in this book, 1870s Wigan, England. The descriptions of the coal mines are incredibly vivid -- the research evident but not showily evident. The focus is on the mystery, and the romance, both of which are ludicrous (Blair, a mining engineer by trade, is a terrible detective; the romance's big twist requires him to be even worse of one) but in a fun way. Is anyone doing big melodramatic historical mysteries these days? If not, can someone get on that, please?...more",Notes are private!,0,1,1,"Apr 28, 2023","Apr 30, 2023","Apr 30, 2023",,Mass Market Paperback,view (with text),/book/show/151347.Rose
291,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Steps Going Down,"Hansen, Joseph",0140088105,9780140088106,0140088105,307        pp,3.56,43,1985,"Oct 07, 1986",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Queer '80s noir. Honestly, not campy enough. I enjoyed how quickly the Evil Gays commit the first murder -- they just leap right to it! -- but then thQueer '80s noir. Honestly, not campy enough. I enjoyed how quickly the Evil Gays commit the first murder -- they just leap right to it! -- but then the book turns into something of a slog. Much of the drama involves plagiarizing the script to a TV movie -- can you imagine killing for that? Sad....more",Notes are private!,0,3,1,"Apr 26, 2023","Apr 28, 2023","Apr 28, 2023",,Mass Market Paperback,view (with text),/book/show/484869.Steps_Going_Down
292,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Narrative Medicine in Veterinary Practice: Improving Client Communication, Patient Care, and Veterinary Well-being","Fine, Karen*",0367647613,9780367647612,0367647613,198        pp,4.75,4,unknown,"Oct 26, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 21, 2023","Apr 25, 2023","Apr 25, 2023",,Paperback,view,/book/show/58008638-narrative-medicine-in-veterinary-practice
293,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All Creatures Great and Small        (All Creatures Great and Small #1-2),"Herriot, James",1250057833,9781250057839,1250057833,442        pp,4.35,"146,635",1972,"May 06, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Charming, wholesome, quietly amusing. I would have fucking strangled Siegfried though.",Notes are private!,0,7,1,"Apr 20, 2023","Apr 23, 2023","Apr 23, 2023",,Paperback,view (with text),/book/show/18929854-all-creatures-great-and-small
