,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,June's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,She and Her Cat,"Shinkai, Makoto",1945054409,9781945054402,1945054409,180        pp,3.70,"9,398","Jun 21, 2013","Aug 01, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 18, 2023",,Paperback,view,/book/show/33912183-she-and-her-cat
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Breasts and Eggs,"Kawakami, Mieko",1609455878,9781609455873,1609455878,430        pp,3.86,"54,428","Jul 11, 2019","Apr 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 18, 2023",,Hardcover,view,/book/show/50736031-breasts-and-eggs
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lonely Castle in the Mirror,"Tsujimura, Mizuki",0857527274,9780857527271,0857527274,355        pp,4.28,"24,704",May 2017,"Apr 22, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 18, 2023",,Hardcover,view,/book/show/54633167-lonely-castle-in-the-mirror
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Memory Police,"Ogawa, Yōko",1101870605,9781101870600,1101870605,274        pp,3.73,"88,699","Jan 26, 1994","Aug 13, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 18, 2023",,Hardcover,view,/book/show/37004370-the-memory-police
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Travelling Cat Chronicles,"Arikawa, Hiro",0735235244,9780735235243,B07BJLCTMK,281        pp,4.34,"73,168",Nov 2012,"Oct 23, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 18, 2023",,Kindle Edition,view,/book/show/40961230-the-travelling-cat-chronicles
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Artist of the Floating World,"Ishiguro, Kazuo*",0571225365,9780571225361,0571225365,206        pp,3.78,"37,983",1986,"Mar 03, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 18, 2023",,Paperback,view,/book/show/28922.An_Artist_of_the_Floating_World
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mr. Fox,"Oyeyemi, Helen*",0330536265,9780330536264,0330536265,278        pp,3.57,"10,994","Jun 03, 2011","Jun 03, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 18, 2023",,Paperback,view,/book/show/10335337-mr-fox
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Strange Weather in Tokyo,"Kawakami, Hiromi",1846275083,9781846275081,1846275083,176        pp,3.71,"40,148",2001,"Aug 01, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 18, 2023",,Paperback,view,/book/show/18283207-strange-weather-in-tokyo
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kitchen,"Yoshimoto, Banana",0802142443,9780802142443,0802142443,160        pp,3.90,"99,162","Jan 30, 1988","Apr 17, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 17, 2023",,Paperback,view,/book/show/50144.Kitchen
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Open Water,"Nelson, Caleb Azumah",0241448778,9780241448779,0241448778,145        pp,4.05,"61,208","Feb 04, 2021","Jan 27, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 03, 2023",,Hardcover,view,/book/show/53414230-open-water
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Overstory,"Powers, Richard",039335668X,9780393356687,039335668X,502        pp,4.12,"159,525","Apr 03, 2018","Apr 02, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.5. Emotional, rich, full of symbolism. Wasn’t a quick read or a page turner, but the writing was beautiful, critical, and thought provoking. It make4.5. Emotional, rich, full of symbolism. Wasn’t a quick read or a page turner, but the writing was beautiful, critical, and thought provoking. It makes me yearn for real forest. Sad to have finished this saga. ...more",Notes are private!,0,2,1,"Feb 19, 2023","May 09, 2023","Feb 19, 2023",,Paperback,view (with text),/book/show/40180098-the-overstory
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heaven,"Kawakami, Mieko",1609456211,9781609456214,1609456211,192        pp,3.81,"53,412","Sep 02, 2009","May 25, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,4.5 can’t stop thinking about it though it was very painful to read about the bullying,Notes are private!,0,0,1,"Mar 22, 2023","Mar 22, 2023","Jan 30, 2023",,Hardcover,view (with text),/book/show/53223710-heaven
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,If We Were Villains,"Rio, M.L.*",125009528X,9781250095282,125009528X,354        pp,4.17,"272,492","Apr 11, 2017","Apr 11, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 19, 2023","Feb 04, 2023","Jan 10, 2023",,Hardcover,view,/book/show/30319086-if-we-were-villains
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tokyo Ueno Station,Yū Miri,1911284169,9781911284161,1911284169,168        pp,3.48,"22,912","Mar 19, 2014","Mar 04, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read this before going to Tokyo to feel closer to the culture I was going to experience. A book I didn’t expect to be so political. Speaking on clasI read this before going to Tokyo to feel closer to the culture I was going to experience. A book I didn’t expect to be so political. Speaking on classism, homelessness, loneliness, and shame. Simple writing style and more of a novella. I wish it was longer. ...more",Notes are private!,0,1,1,"Jan 08, 2023","Feb 19, 2023","Jan 08, 2023",,Paperback,view (with text),/book/show/43398196-tokyo-ueno-station
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,None of the Above: Reflections on Life Beyond the Binary,"Alabanza, Travis",,,B0B71NNGGK,unknown,4.40,"1,448",2022,"Aug 04, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 08, 2023","Jan 08, 2023","Jan 08, 2023",,Audible Audio,view,/book/show/59788339-none-of-the-above
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nineties,"Klosterman, Chuck",0735217955,9780735217959,0735217955,370        pp,3.88,"25,255","Feb 08, 2022","Feb 08, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2023",,Hardcover,view,/book/show/58082714-the-nineties
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Anthropocene Reviewed,"Green, John*",0525555218,9780525555216,0525555218,293        pp,4.37,"124,138","May 18, 2021","May 18, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2023",,Hardcover,view,/book/show/55145261-the-anthropocene-reviewed
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Olga Dies Dreaming,"Gonzalez, Xochitl*",1250786177,9781250786173,1250786177,369        pp,3.99,"61,766","Jan 04, 2022","Jan 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 26, 2022",,Hardcover,view,/book/show/57693171-olga-dies-dreaming
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Friend,"Nunez, Sigrid",0735219451,9780735219458,0735219451,212        pp,3.77,"42,682","Feb 06, 2018","Feb 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 23, 2022",,Paperback,view,/book/show/40164365-the-friend
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Manual for Cleaning Women: Selected Stories,"Berlin, Lucia",0374202397,9780374202392,0374202397,406        pp,4.20,"30,704",Apr 2015,"Aug 18, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 21, 2022",,Hardcover,view,/book/show/22929586-a-manual-for-cleaning-women
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Luminaries,"Catton, Eleanor",0316074314,9780316074315,0316074314,848        pp,3.74,"80,396","Aug 24, 2013","Oct 15, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 17, 2022",,Hardcover,view,/book/show/17333230-the-luminaries
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Babel, or the Necessity of Violence: An Arcane History of the Oxford Translators' Revolution","Kuang, R.F.*",,,B09MD95S5V,560        pp,4.20,"218,552","Aug 23, 2022","Aug 23, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 17, 2022",,Kindle Edition,view,/book/show/59729042-babel-or-the-necessity-of-violence
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bunny,"Awad, Mona*",0525559736,9780525559733,0525559736,307        pp,3.52,"191,005","Jun 11, 2019","Jun 11, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 19, 2022","Oct 26, 2022","Oct 19, 2022",,Hardcover,view,/book/show/42815544-bunny
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Afterparties,"So, Anthony Veasna",0063049910,9780063049918,,272        pp,3.96,"12,942","Aug 03, 2021","Aug 03, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 07, 2022",,ebook,view,/book/show/51733706-afterparties
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Flowers for Algernon,"Keyes, Daniel",,,,311        pp,4.21,"671,501",Apr 1966,"May 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 07, 2022",,Paperback,view,/book/show/18373.Flowers_for_Algernon
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Waves,"Woolf, Virginia",1784870846,9781784870843,1784870846,240        pp,4.15,"43,818","Oct 08, 1931","Oct 06, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 30, 2022",,Paperback,view,/book/show/28501520-the-waves
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pure Colour,"Heti, Sheila*",0374603944,9780374603946,0374603944,224        pp,3.47,"15,460","Feb 15, 2022","Feb 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 30, 2022",,Hardcover,view,/book/show/57693639-pure-colour
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Conversations with Friends,"Rooney, Sally*",0451499077,,B01M6XMA62,304        pp,3.76,"474,090","May 25, 2017","Jul 11, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The class/Marxism angle was less obvious than Normal People, but the rawness and complexities of toxic relationships were provocative.",Notes are private!,0,0,1,"Jun 29, 2023","Jul 07, 2023","Sep 30, 2022",,Kindle Edition,view (with text),/book/show/32187419-conversations-with-friends
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mr Salary,"Rooney, Sally*",0571351956,9780571351954,0571351956,33        pp,3.79,"29,279","Apr 26, 2016","Feb 03, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 30, 2022",,Paperback,view,/book/show/34234631-mr-salary
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Beauty,"Smith, Zadie",0143037749,9780143037743,0143037749,445        pp,3.77,"82,324","Jun 04, 2005","Aug 29, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 28, 2022",,Paperback,view,/book/show/3679.On_Beauty
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Want to Die But I Want to Eat Tteokpokki,"Baek, Se-hee",,9786237351030,,232        pp,3.31,"51,852","Jun 20, 2018",Aug 2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 27, 2022",,Paperback,view,/book/show/49228706-i-want-to-die-but-i-want-to-eat-tteokpokki
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Almond,Sohn Won-Pyung,0062961373,9780062961372,0062961373,272        pp,4.17,"110,925","Mar 31, 2017","May 05, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,**spoiler alert** Enjoyed the juxtaposition of the two main characters and the epilogue from the author of what it means to write about an “unlovable”**spoiler alert** Enjoyed the juxtaposition of the two main characters and the epilogue from the author of what it means to write about an “unlovable” character that would break a parents unconditional love. ...more,Notes are private!,0,0,1,"Jul 24, 2023","Jul 27, 2023","Sep 19, 2022",,Hardcover,view (with text),/book/show/52219386-almond
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stationery Shop,"Kamali, Marjan*",,,B07MGS7VLX,337        pp,4.22,"78,316","Jun 18, 2019","Jun 18, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 12, 2022","Sep 17, 2022","Sep 12, 2022",,Kindle Edition,view,/book/show/59045705-the-stationery-shop
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gathering Moss: A Natural and Cultural History of Mosses,"Kimmerer, Robin Wall",0870714996,9780870714993,0870714996,168        pp,4.39,"13,401","Mar 01, 2003","Mar 01, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2022",,Paperback,view,/book/show/87040.Gathering_Moss
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Philosophy of Social Ecology: Essays on Dialectical Naturalism,"Bookchin, Murray",1849354405,9781849354400,1849354405,200        pp,3.81,162,"Dec 31, 1990","Mar 09, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2022",,Paperback,view,/book/show/59737032-the-philosophy-of-social-ecology
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Uncertain Harvest: The Future of Food on a Warming Planet        (Digestions, 2)","Mosby, Ian",0889777209,9780889777200,0889777209,280        pp,4.06,67,unknown,"May 09, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 15, 2022",,Paperback,view,/book/show/48638559-uncertain-harvest
