,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,William's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Moving On,"McMurtry, Larry",0684853884,9780684853888,0684853884,800        pp,3.82,"1,766",1970,"Jun 04, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Next to Lonesome Dove, this is McMurtry's best book in my estimation. I think it was his second book. I read it forty years ago and decided to reread Next to Lonesome Dove, this is McMurtry's best book in my estimation. I think it was his second book. I read it forty years ago and decided to reread it. I liked it then and I liked it now. It's about a failing marriage in the 1960's. It takes place mostly in Texas and revolves around rodeo characters and graduate students at Rice. I've read almost everything by McMurtry. His books generally fall into two categories - very very good or very very bad. (I recommend 'Walter Benjamin at the Dairy Queen' for an introspective look at his own work) 'Moving On' is in the very good column....more",Notes are private!,0,13,1,not set,"Nov 25, 2009","Dec 07, 2009",,Paperback,view (with text),/book/show/54823.Moving_On
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Omnivore's Dilemma: A Natural History of Four Meals,"Pollan, Michael*",1594200823,9781594200823,1594200823,450        pp,4.18,"204,121","Apr 11, 2006","Apr 11, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a good book at needed good editing. It is far too long by half. He starts by describing how corn is taking over (and destroying) our diets. HeThis is a good book at needed good editing. It is far too long by half. He starts by describing how corn is taking over (and destroying) our diets. He then describes a farm that does things right and produces wonderful, healthy food. (If our farm had been like the one hes describes, I'd still be a farmer) If he had quit after describing the farm I would have given the book five stars. But he goes off on a boring attempt to live off the land by hunting and gathering. Quit while you're ahead, Mike....more",Notes are private!,0,0,1,not set,"Nov 05, 2009","Dec 07, 2009",,Hardcover,view (with text),/book/show/3109.The_Omnivore_s_Dilemma
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Lost Symbol        (Robert Langdon, #3)","Brown, Dan*",0385504225,9780385504225,0385504225,509        pp,3.75,"608,807",2009,"Sep 15, 2009",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Let me begin by saying that I enjoyed The Da Vinci Code. It was fun and fast moving enough that I could overlook the the quirks in Brown's writing. ThLet me begin by saying that I enjoyed The Da Vinci Code. It was fun and fast moving enough that I could overlook the the quirks in Brown's writing. This time, ignoring them is a little more difficult because the story is so ridiculous. The Da Vinci Code was at least possible. The same cannot be said for this clunker. First, we are asked to believe that the 'ancients' had a wisdom they thought mankind was not ready for, so they buried it somewhere in Washington, DC. Once revealed, this wisdom would change everything. Those old boys knew the TRUTH (this emphasis should be in italics in the Brownian style, but I don't know how to do italics in this ) Most of the book, when it's not describing the villain's sinewy legs, deals with deciphering a Masonic map that supposedly tells where the Sacred Mysteries, as they are called, are buried. This is so important even the CIA is involved!!! There are secret passages and hidden rooms and all sorts of things that delight a pre-adolecent. But just as we draw near to the great ancient treasure house of wisdom it somehow morphs into a WORD of wisdom. By the time we narrow it down to a word I know what the word is - HOGWASH. Everything, of course, gets resolved in the end, but we a left none the wiser. I never believed the ancients were anything but ignorant, aristocratic, superstitious, muddlers anyway. People rushed out to buy this book because of The Da Vinci Code. I doubt if there will be a rush for the next one. Because the story is so lame, all of Brown's faults as a writer come through. HE USES ITALICS FOR EMPHASIS, because using good writing is more difficult. He uses 'facts' to prove his point - endlessly. You don't have to gradually comes to understand what he's saying - he keep telling you straight out. And his strange use of names. As far as I can remember, there are only one Katherine and one Robert in the book, but he insists on using their full names at all times (i.e. Katherine Soloman looked at Robert Langdon....)The Lost Symbol would have been much better off if it had remained lost....more",Notes are private!,0,0,1,not set,"Oct 14, 2009","Oct 08, 2009",,Hardcover,view (with text),/book/show/6411961-the-lost-symbol
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Civilization of the Middle Ages,"Cantor, Norman F.",0060925531,9780060925536,0060925531,624        pp,3.95,"2,658",1963,"Jun 03, 1994",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The book listed here is an update to the one I actually read, which is probably the book's first edition, purchased and first read in 1965. The reasonThe book listed here is an update to the one I actually read, which is probably the book's first edition, purchased and first read in 1965. The reason I reread it is twofold; one I have been reading mostly mind candy thrillers and, two, I have always considered this one of my favorite books. It still is. Cantor was one of the pioneers of bringing the middle ages out of the dark ages. It's amazing the number of cultural foundations we take for granted that were begun in the middle ages - the university system, law, most of religion - the list goes on. Life was hard and cruel, but it was a period of deep religious faith. Cantor makes it all very interesting.It was good to read something substantial. I needed that before tackling The Lost Symbol, which tries to convince us that the ancients knew secrets we are not capable of handling. I wonder what Cantor would have thought of such a ridiculous idea! ...more",Notes are private!,0,3,1,not set,"Oct 04, 2009","Oct 08, 2009",,Paperback,view (with text),/book/show/321173.The_Civilization_of_the_Middle_Ages
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Vanished        (Nick Heller, #1)","Finder, Joseph*",0312379080,9780312379087,,388        pp,3.84,"10,458","Aug 18, 2009","Aug 18, 2009",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Another thriller. I keep saying I don't generally read this sort of book and now I know why. I bought Vanished because I liked Finder's earlier book, Another thriller. I keep saying I don't generally read this sort of book and now I know why. I bought Vanished because I liked Finder's earlier book, Paranoid. Paranoid was original and fast moving with a hero I could relate to. Vanished is contrived and conceived, I think on a white board like so many TV shows. The main characters are super heroes or arch villains. This whole mess was a vast disappointment. This is why I generally avoid vest selling thrillers. I have to move on to something more serious....more",Notes are private!,0,3,1,not set,"Sep 15, 2009","Sep 15, 2009",,Hardcover,view (with text),/book/show/6346436-vanished
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Girl Who Played with Fire        (Millennium, #2)","Larsson, Stieg",0307269981,9780307269980,0307269981,503        pp,4.25,"923,167",2006,"Jul 28, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love Stieg Larsson's books. This is the second in the series and is actually a sequel to the first. (I can't wait for the next one) This is hardly gI love Stieg Larsson's books. This is the second in the series and is actually a sequel to the first. (I can't wait for the next one) This is hardly great literature and sometimes the story gets a little improbable - and this one starts VERY slowly - but his books are a great read. What makes it work is the girl of the title, Lisbeth Salander - she's four eleven, weighs about 90 pounds, is very very troubled, and is a genius to boot. You do not want to mess with little Lisbeth. I generally avoid thrillers, but this series is so good you can't help be get hooked. Anne thought the first was too violent and she would probably think the same of this one. But I could not put it down. Read The Girl with the Dragon Tattoo first or you'll only get half the story....more",Notes are private!,0,0,1,not set,"Sep 08, 2009","Sep 08, 2009",,Hardcover,view (with text),/book/show/5060378-the-girl-who-played-with-fire
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lost City of Z: A Tale of Deadly Obsession in the Amazon,"Grann, David*",0385513534,9780385513531,0385513534,339        pp,3.89,"95,045","Feb 24, 2009","Feb 24, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I enjoyed this book a great deal even though it is not the sort of book I usually read. It's about a British explorer, Percy Fawcett, who disappeared I enjoyed this book a great deal even though it is not the sort of book I usually read. It's about a British explorer, Percy Fawcett, who disappeared in the Amazon rain forest in 1925 and about a present day reporter, the author, who grew fascinated with the story and set out to find Fawcett's remains or the fabulous city he was looking for, which he called Z and others have called El Dorado. The book is mostly about Fawcett and his exploration of the Amazon, which has to be the most god-awful place on earth. I won't tell whether Fawcett was a nut or if the city actually existed. Rather, go read the book. You'll love it....more",Notes are private!,0,0,1,not set,"Aug 26, 2009","Aug 26, 2009",,Hardcover,view (with text),/book/show/3398625-the-lost-city-of-z
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Kindly Ones,"Littell, Jonathan",0061353450,9780061353451,0061353450,984        pp,4.00,"13,564","Aug 21, 2006","Mar 03, 2009",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is maybe the most boring book ever written, which is strange since it was a gigantic best seller in Europe and won all sorts of awards. It was wrThis is maybe the most boring book ever written, which is strange since it was a gigantic best seller in Europe and won all sorts of awards. It was written by Johnathan Littell, who was born in America but was raised in France. The book was written in French. It concerns a gay Phd who was a member of the SS during WWII. His group was in charge of eliminating the Jews in the territories captured during the assault on Russia. It's over 900 pages long, but contains about 50 pages of story. The rest is an endless description of his various military postings and tasks, along with mind-numbing discussions about how National Socialism was being subverted by the Jewish question. A terrible book. I got to page 236 and called it quits....more",Notes are private!,0,2,1,not set,"Aug 23, 2009","Aug 26, 2009",,Hardcover,view (with text),/book/show/3755250-the-kindly-ones
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Let the Great World Spin,"McCann, Colum*",1400063736,9781400063734,1400063736,351        pp,3.95,"104,956","Jun 16, 2009","Jun 23, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The s for this book were over the top. It's very well written, interesting, has real characters very well drawn, and describes New York as only The s for this book were over the top. It's very well written, interesting, has real characters very well drawn, and describes New York as only a native could do it. So why did I have so much trouble with it? It takes place in August of 1974 and sort of revolves around the actual tightrope walk a young Frenchman did between the twin towers of the World Trade Center. The events of the days during and after the great feat are told in a series of first person narratives that have nothing to do with the walker. Rather the action is carried on by people who are sometimes only loosely related to each other and may or may not have seen the walker. And it is here in the structure of the novel that I had so much trouble. The way the author unfolds the events (I won't call it a story) limits the ability of the reader to build anticipation for that is going to happen next. What happens is sometimes shocking or sad or funny but it all happens unexpectedly. As I think about it, anticipation is the heart of a great story. Will she find true love in the end - will the bastard get his just deserts? Take that way and you have a beautifully written novel that seems to have a hole in it. I wish someone else would read it to get their comments and thoughts on it....more",Notes are private!,0,2,1,not set,"Aug 10, 2009","Aug 18, 2009",,Hardcover,view (with text),/book/show/5941033-let-the-great-world-spin
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Adventures of Sherlock Holmes        (Sherlock Holmes, #3)","Doyle, Arthur Conan",,,,389        pp,4.30,"299,730",1891,"Oct 22, 1998",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sherlock Holmes is such a famous character you don't really have to read his book. In fact it may diminish him a bit to actually read the stories. I fSherlock Holmes is such a famous character you don't really have to read his book. In fact it may diminish him a bit to actually read the stories. I found that in a good number of the stories I figured out the result before Sherlock did! This was a free book for the Kindle and it IS a book a serious reader should try, but I was a bit disappointed....more",Notes are private!,0,0,1,not set,"Aug 04, 2009","Aug 14, 2009",,Paperback,view (with text),/book/show/3590.The_Adventures_of_Sherlock_Holmes
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Barbarians at the Gate: The Fall of RJR Nabisco,"Burrough, Bryan",0060536357,9780060536350,0060536357,592        pp,4.27,"38,644",1989,"Dec 13, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a great book. When it was written it was sent to 12 publishers and only one dared take a half-hearted chance on it. That was in 1990. It's beeThis is a great book. When it was written it was sent to 12 publishers and only one dared take a half-hearted chance on it. That was in 1990. It's been in print ever since and is used as a case study in most business schools. So much for the wisdom of publishers. It's the story of the leveraged buyout of RJR/Nebisco in 1988. It's not you typical dull business book. It's more like a thriller with a long list of characters and a story that clips along at a breakneck pace. If you think greed and bad management happened for the first time last year, read this! It's a great book and I highly recommend it....more",Notes are private!,0,0,1,not set,"Jul 28, 2009","Aug 14, 2009",,Paperback,view (with text),/book/show/781182.Barbarians_at_the_Gate
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Paranoia,"Finder, Joseph*",0312940912,9780312940911,0312940912,448        pp,3.77,"8,094","Jan 01, 2004","Feb 07, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read this because it was free. It's not often you get a free book. I read all my books on an Amazon Kindle and for some reason or other they've beguI read this because it was free. It's not often you get a free book. I read all my books on an Amazon Kindle and for some reason or other they've begun offering free books. I had never heard of the writer or the book, but I gave it a shot anyway. It turns out it was a terrific page turner. It concerns one Adam Cassidy whose a total slacker at a high tech electronics company. He screws up in such a way the company threatens him with jail. But he' such a good BS artist they blackmail him into become a industrial spy at the rival firm. This sets up a story filled with late night sneaking into offices with security guards doing their rounds just inches away. You get the idea. I don't want to give the story away, but poor Adam is pulled in a hundred directions as he tries to get himself out of the mess he's in. A very good thriller. And the Kindle price is certainly right....more",Notes are private!,0,4,1,not set,"Jul 15, 2009","Jul 15, 2009",,Mass Market Paperback,view (with text),/book/show/136989.Paranoia
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Summer of 1787: The Men Who Invented the Constitution,"Stewart, David O.*",0743286928,9780743286923,0743286928,368        pp,4.04,"2,484","Jan 01, 2007","Apr 10, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"One of the s I read of this book said that a well known story is made better by a good telling. The is partly true. We all have an image in our One of the s I read of this book said that a well known story is made better by a good telling. The is partly true. We all have an image in our minds - probably from as far back as grade school of how the Constitution was written by a bunch of old guys in funny wigs two hundred years ago. Well, the truth is most people really don't know what a mish-mash of ideas produced maybe the greatest governmental outline ever written - and how it's been used to direct America's affairs longer than any other in existence. The second part of the  was dead on because the telling of this story is wonderful. Stewart tells the story simply of how the new country was falling apart politically and how a handful of state leaders gathered in Philadelphia to come up with something better. The books covers all the compromises and struggles that went on for three months in the summer of 1787 with a portrait of each of the players and enough anecdote to make the story read like a novel. Very highly recommended....more",Notes are private!,0,0,1,not set,"Jun 28, 2009","Jul 15, 2009",,Hardcover,view (with text),/book/show/514565.The_Summer_of_1787
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The First Tycoon: The Epic Life of Cornelius Vanderbilt,"Stiles, T.J.",0375415424,9780375415425,0375415424,736        pp,3.89,"8,359","Apr 21, 2009","Apr 21, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm a great fan of biography and have a fascination with how we came to be the way we are. This books fills both needs. The picture Stiles paints of CI'm a great fan of biography and have a fascination with how we came to be the way we are. This books fills both needs. The picture Stiles paints of Cornelius Vanderbilt is completely different from any vague notion you may have had of the robber barons of the gilded age. He was the richest man in America at one time, but lived very simply - his progeny built the Breakers and the other palaces of wealth. He was a huge man who in in his youth never hesitated to enter a brawl or a barroom fight. He made his money in steam - first with steamboats and then with railroads. He was also a player in the huge battle in the early republic between the agrarians and the capitalists. Most people in the 1800's hated the thought of banks - let alone stock certificates and multi-state businesses. Cornelius was one of the first to really see the significance of modern finance and was really instrumental in developing the concept of the corporation. Interesting book about an interesting man and period in our history....more",Notes are private!,0,1,1,not set,"Jun 27, 2009","Jul 01, 2009",,Hardcover,view (with text),/book/show/4839382-the-first-tycoon
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The White Tiger,"Adiga, Aravind",1416562591,9781416562597,1416562591,276        pp,3.76,"191,619","Apr 22, 2008",2008,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In many ways this is a strange book. I begins as a letter to the President of China from an uneducated Indian businessman. Although the writing becomeIn many ways this is a strange book. I begins as a letter to the President of China from an uneducated Indian businessman. Although the writing becomes more traditional as it goes along, the fact that it's being written to the leader of Communist China remains throughout. The story involves the hero's rise from utter poverty to wealth. Through it all the narrator paints a terrible picture of the class system in India, along with the corruption that seems to be ingrained into it's democracy. In many respects is a cynical novel - but that is offset by the fact that he's trying to explain to the Chinese leader how he should run his country.It won the Mann Booker prize in England. I thought it was great....more",Notes are private!,0,0,1,not set,"May 23, 2009","Jul 01, 2009",,Hardcover,view (with text),/book/show/1768603.The_White_Tiger
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Shanghai Girls        (Shanghai Girls, #1)","See, Lisa*",1400067111,9781400067114,1400067111,309        pp,3.91,"154,781","May 26, 2009","May 26, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really liked this book. It's first and foremost a good story. It's the story of two 'modern' girls from Shanghai who's world comes apart when when fI really liked this book. It's first and foremost a good story. It's the story of two 'modern' girls from Shanghai who's world comes apart when when family difficulties and war hit China in 1938. The end up as illegal aliens in Los Angles. If you think you have problems - read this book. I liked Lisa See's Snow Flow and the Secret Fan, but this is a much more absorbing book. She has the details of the Chinese experience down pat and really gives you a sense of the culture and of the difficulties of illegal aliens in a strange land who only want to live normal lives. Not War and Peace, but highly recommended....more",Notes are private!,0,0,1,not set,Jul 2009,"Jul 01, 2009",,Hardcover,view (with text),/book/show/5960325-shanghai-girls
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cutting for Stone,"Verghese, Abraham*",0375414495,9780375414497,,560        pp,4.32,"387,002",2009,"Feb 03, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a difficult novel to categorize. It's about a nun who gives birth to twin boys in Ethiopia. But mostly it's about medicine and especially surgThis is a difficult novel to categorize. It's about a nun who gives birth to twin boys in Ethiopia. But mostly it's about medicine and especially surgery. There is a lot of detailed surgery in the book, but it also has a very compelling story that moves from Adis Abba to New York and Boston. I found it less interesting in the beginning, but as the story unfolded I had trouble putting to down. The story follows the lives of the two boys as they grow up in a charity hospital in Ethiopia. There are a lot of characters of every nationality and all a very well drawn.It you like doctor stories, you'll love Cutting for Stone....more",Notes are private!,0,0,1,not set,"May 08, 2009","May 08, 2009",,Hardcover,view (with text),/book/show/3591262-cutting-for-stone
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Help,"Stockett, Kathryn*",0399155341,9780399155345,B009CUIY52,464        pp,4.47,"2,764,229","Feb 10, 2009","Jan 01, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I loved this novel. I think it's the best new fiction I've read in the last five years. It is warm, sad, funny, tragic, and heroic. It will make you lI loved this novel. I think it's the best new fiction I've read in the last five years. It is warm, sad, funny, tragic, and heroic. It will make you laugh and cry, groan and cheer, sometimes on the same page. It's the story of two colored maids in Jackson, Mississippi, in 1963/64, and of the young white woman who decides to write their stories. This is the time when the Jim Crow laws were still on the books and Martin Luther King was just getting going. It's not about civil rights, but the injustices of the time are very much the story. It is a great book - a great read - and I cannot recommend it enough. Definitely five stars....more",Notes are private!,0,2,1,not set,"Apr 21, 2009","Apr 21, 2009",,Hardcover,view (with text),/book/show/4667024-the-help
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Day of Battle: The War in Sicily and Italy, 1943-1944        (World War II Liberation Trilogy, #2)","Atkinson, Rick",0805062890,9780805062892,0805062890,793        pp,4.35,"14,729","Oct 02, 2007","Oct 02, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is the best war history I have ever read. Well written, well documented, interesting on every page, and heartbreaking in the telling. If you haveThis is the best war history I have ever read. Well written, well documented, interesting on every page, and heartbreaking in the telling. If you have an interest in WWII, this is a must. A great book....more",Notes are private!,0,0,1,not set,"Apr 11, 2009","Apr 11, 2009",,Hardcover,view (with text),/book/show/716532.The_Day_of_Battle
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Women,"Boyle, T. Coraghessan*",0670020419,9780670020416,0670020419,451        pp,3.56,"11,241",2009,"Feb 10, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I like T.C.Boyle, but I wish he would write original fiction instead of fiction (?) based on fact. The Inner Circle (The Kinsey report story) and now I like T.C.Boyle, but I wish he would write original fiction instead of fiction (?) based on fact. The Inner Circle (The Kinsey report story) and now The Women about Frank Lloyd Wright's many loves were good but not as good as he earlier true fiction. The Women is told backwards, from his last wife to his first. I can see why he did this given the story, but that story builds to a climax that left me cold. Such a climax at the beginning of the book would have been odd, but we might have had a different take on old Frank. An interesting read, but not his best....more",Notes are private!,0,0,1,not set,"Mar 15, 2009","Apr 11, 2009",,Hardcover,view (with text),/book/show/3381581-the-women
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Almost a Miracle: The American Victory in the War of Independence,"Ferling, John",0195181212,9780195181210,0195181212,704        pp,4.18,"3,179","Apr 22, 2007","Jun 04, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have read a number of books on the American Revolution. This is absolutely the best. Ferling is a historian of the first rank and his scholarship isI have read a number of books on the American Revolution. This is absolutely the best. Ferling is a historian of the first rank and his scholarship is evident in the story he tells. But what makes the book so good IS the story he tells. The Revolution was a long, drawn-out affair and often seems confusing because so little happened for so much of the time. To maintain the tension of the times takes a very deft hand, and Ferling does it superbly. He captures the character of the men who fought and for the first time (at least in my reading) he reveals the importance of the southern campaigns. This is a very good book, history at it's best, and I highly recommend it....more",Notes are private!,0,0,1,not set,Mar 2009,"Mar 01, 2009",,Hardcover,view (with text),/book/show/745364.Almost_a_Miracle
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Guernsey Literary and Potato Peel Pie Society,"Shaffer, Mary Ann",0385340990,9780385340991,B002WTC8RA,277        pp,4.19,"752,861","Jul 29, 2008","Jul 29, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The book comes under the heading of a 'good read'. It is not a great novel or even very original, but it hold your interest and is well worth reading.The book comes under the heading of a 'good read'. It is not a great novel or even very original, but it hold your interest and is well worth reading. It's told entirely by a series of letters back and forth between the principal characters. This is both it's strength and it's biggest weakness. The letters often make the story seem too light a breezy and keep the authors from really getting under the skins of the characters, which is what great novels do. It's a rare letter that lets you see inside the writer's innermost soul. But, then again, this is, and probably hoped to be, a good read, and it is....more",Notes are private!,0,2,1,not set,"Feb 10, 2009","Mar 01, 2009",,Hardcover,view (with text),/book/show/2728527-the-guernsey-literary-and-potato-peel-pie-society
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Johnstown Flood,"McCullough, David",0844662925,9780844662923,0844662925,302        pp,4.13,"22,979","Jan 01, 1968","Jan 01, 1987",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a classic history and one of the books, if not the book, that made McCullough career. It's the story of the terrible disaster that struck JohnThis is a classic history and one of the books, if not the book, that made McCullough career. It's the story of the terrible disaster that struck Johnstown Pennsylvania when a dam burst and completely wiped out the city of Johnstown. A very well written account of an unbelievable story. A great read....more",Notes are private!,0,0,1,not set,"Feb 03, 2009","Feb 03, 2009",,Hardcover,view (with text),/book/show/2371.The_Johnstown_Flood
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sea of Poppies        (Ibis Trilogy, #1)","Ghosh, Amitav",071956896X,9780719568961,071956896X,513        pp,3.97,"27,415","May 01, 2008","May 01, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a great novel. It's what I would call an 'old fashioned' novel - lots of characters, lots of plots and subplots, great description, a darn gooThis is a great novel. It's what I would call an 'old fashioned' novel - lots of characters, lots of plots and subplots, great description, a darn good story, and great writing to hold it all together. The story concerns a ship carrying indentured servants and prisoners from Calcutta to Mauritius in 1838. A good half of the story takes place on land before the ship ever sails. The well drawn characters range from unlettered 'coolies' to an Oxford educated raja, a young French girl who's father has just died, a freed black American who passes for white, a religious Indian who wants to turn himself into the incarnation of a woman saint, and a simple Indian wife and mother who may be the wisest of them all.It's a great book and well worth the read. I very highly recommend it. I now have to go find Ghosh's other books and add them to my list! ...more",Notes are private!,0,1,1,not set,"Jan 14, 2009","Jan 14, 2009",,Paperback,view (with text),/book/show/1330324.Sea_of_Poppies
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wrecking Crew: How Conservatives Rule,"Frank, Thomas",0805079882,9780805079883,0805079882,384        pp,3.97,"2,254","Aug 05, 2008","Aug 05, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is the most disturbing book I read in 2008. It chronicles how the conservative Republicans set out to destroy the government. This sounds too craThis is the most disturbing book I read in 2008. It chronicles how the conservative Republicans set out to destroy the government. This sounds too crazy to believe, but this is a story I've read of elsewhere (ie. see The Right Nation by the man who writes Lexington for the Economist, for instance). Mr. Frank actually quotes from Grover Norquist's speeches and writings where he, along with many others, sets out the plan. The idea was to privatize where possible (Blackwater and FEMA) to cripple the bureaucracy by under funding it and shrinking the work force (EPA and FDA) and by running up such dept that the liberals would not be able to fund social programs (a trillion+ dollars now). All this would allow business to prosper and the rich to get richer (look at CEO pay). This is a well documented history, not a made up rant.The problem with the book is the author's absolute loathing of everything these people did. If his tone had been less intense - if he had just let the facts speak for his case, it would have been a better book. As it is, it's a book we should all read. I feel sad for my country. ...more",Notes are private!,0,6,1,not set,"Dec 30, 2008","Jan 01, 2009",,Hardcover,view (with text),/book/show/3351062-the-wrecking-crew
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shadow Country,"Matthiessen, Peter",,,,892        pp,4.07,"5,237",2008,"Apr 08, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Shadow Country won the National Book award this year, but I don't think it should have. The book is a rewrite of three novels Matthiessen published abShadow Country won the National Book award this year, but I don't think it should have. The book is a rewrite of three novels Matthiessen published about 30 years ago. He claims he dropped about 400 pages from the original, but in my mind 400 was not enough. The book could easily have been about half as long as it is (over 900 pages).The story revolves around one E.J.Watson who was a planter in the Florida keys with a storied, violent past. Out of fear of him, his neighbors one day assassinate him as he comes into town. I'm giving nothing away since this happens in the first few pages of the book. The rest of the novel is dedicated to trying to figure out whether he was the monster everyone took him to be. It's told in three sections; one a description of what his neighbors saw and believed, one where his son tries to establish his innocence, and a third where he tells his own story. At least I think that was the third story because by then I found the constant repetition of theme so boring I gave up on it.The writing is very good and the description of the everglades is outstanding. (What a horrible place to live). It's the story that's the problem. I have lost faith in the National Book award. The last few years it has picked books that are pretentious but boring. For instance, in 2007 Tree of Smoke won against And Then We Came To The End. I did not read Tree because of the terrible s it got on Amazon. The End was my favorite book last year. I guess the NBA has become like the Oscars far more interested in the politics of it all than in quality....more",Notes are private!,0,2,1,not set,"Dec 20, 2008","Dec 20, 2008",,Hardcover,view (with text),/book/show/2253484.Shadow_Country
