,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Patricia's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
2123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Thing to Burn,"Dean, Will",1982156465,9781982156466,1982156465,241        pp,4.08,"17,064","Jan 21, 2021","Apr 20, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 09, 2021",,Hardcover,view,/book/show/54303965-the-last-thing-to-burn
2124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Women's March: A Novel of the 1913 Woman Suffrage Procession,"Chiaverini, Jennifer*",0062976001,9780062976000,0062976001,352        pp,3.59,"3,506","Jul 27, 2021","Jul 27, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 09, 2021",,Hardcover,view,/book/show/55809796-the-women-s-march
2125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Color of Lightning,"Jiles, Paulette*",0061690457,9780061690457,0061690457,384        pp,4.11,"5,791",2009,"Jun 15, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 08, 2021",,Paperback,view,/book/show/7693829-the-color-of-lightning
2126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Great Circle,"Shipstead, Maggie*",,,,608        pp,4.11,"67,576","May 04, 2021","May 04, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 07, 2021",,Hardcover,view,/book/show/54976986-great-circle
2127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mage's Code,"Mayer, Daniel P.*",1098359798,9781098359799,1098359798,238        pp,4.22,9,unknown,"Apr 15, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2021",,Paperback,view,/book/show/57225007-the-mage-s-code
2128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Paradise, WV","Rufus, Rob*",1684426707,9781684426706,1684426707,320        pp,4.05,382,"Jul 20, 2021","Jul 20, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2021",,Paperback,view,/book/show/56637738-paradise-wv
2129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To Dust You Shall Return,"Venturini, Fred*",1684426340,9781684426348,1684426340,352        pp,3.82,122,"Jun 22, 2021","Jun 22, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2021",,Paperback,view,/book/show/56637712-to-dust-you-shall-return
2130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last House on Needless Street,"Ward, Catriona*",1250812623,9781250812629,1250812623,341        pp,3.86,"96,430","Mar 18, 2021","Sep 28, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 05, 2021",,Hardcover,view,/book/show/55511726-the-last-house-on-needless-street
2131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Lost Names,"Harmel, Kristin*",1797105582,9781797105581,,unknown,4.43,"198,174","Jul 21, 2020","Jul 21, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 04, 2021",,Audiobook,view,/book/show/52771450-the-book-of-lost-names
2132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sin Eater,"Campisi, Megan*",1982124113,9781982124113,1982124113,320        pp,3.61,"11,581","Mar 31, 2020","Apr 13, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 03, 2021",,Paperback,view,/book/show/54304206-sin-eater
2133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Second First Impressions,"Thorne, Sally*",0062912852,9780062912855,0062912852,352        pp,3.54,"77,369","Apr 13, 2021","Apr 13, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 02, 2021",,Paperback,view,/book/show/52219243-second-first-impressions
2134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anatomy of a Scandal,"Vaughan, Sarah*",1501172166,9781501172168,1501172166,392        pp,3.68,"40,965","Jan 11, 2018","Jan 23, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a very different story, the way it was told. Lots of characters introduced in the beginning but it took a while to put them together, althougThis was a very different story, the way it was told. Lots of characters introduced in the beginning but it took a while to put them together, although you did know they would be put together. This is a story of redemption of how a woman finally got revenge on a man who raped her while she was in college. So, it's a interesting story and very well told and although the writing style to me was a little different it was very well written. ...more",Notes are private!,0,8,1,Apr 2021,"Apr 10, 2021","Apr 01, 2021",,Hardcover,view (with text),/book/show/34466492-anatomy-of-a-scandal
2135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Home at the End of the World,"Cunningham, Michael*",0312202318,9780312202316,0312202318,343        pp,3.93,"20,225",1990,"Nov 15, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 31, 2021",,Paperback,view,/book/show/386242.A_Home_at_the_End_of_the_World
2136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In an Instant,"Redfearn, Suzanne*",,,B07Y8VDPX1,11        pp,4.35,"91,899","Mar 01, 2020","Mar 01, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 30, 2021",,Audible Audio,view,/book/show/50994612-in-an-instant
2137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ladies of the Secret Circus,"Sayers, Constance*",0316493678,9780316493673,0316493678,448        pp,3.83,"9,945","Mar 23, 2021","Mar 23, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 30, 2021",,Hardcover,view,/book/show/54404792-the-ladies-of-the-secret-circus
2138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Midnight at the Bright Ideas Bookstore        (181 POCHE),"MATTHEW, SULLIVAN",1786090155,9781786090157,1786090155,336        pp,3.80,"36,642","Jun 13, 2017","Jan 09, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 28, 2021",,Paperback,view,/book/show/35116940-midnight-at-the-bright-ideas-bookstore
2139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pretty Things,"Brown, Janelle*",0525479171,9780525479178,0525479171,496        pp,3.90,"79,048","Apr 21, 2020","Apr 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 28, 2021",,Paperback,view,/book/show/56702591-pretty-things
2140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Light of Days: The Untold Story of Women Resistance Fighters in Hitler's Ghettos,"Batalion, Judy*",0062874217,9780062874214,0062874217,560        pp,4.08,"8,102","Apr 06, 2021","Apr 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 26, 2021",,Hardcover,view,/book/show/52090762-the-light-of-days
2141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Under the Skin,"Faber, Michel",1841954802,9781841954806,1841954802,296        pp,3.75,"26,325",2000,"May 03, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 26, 2021",,Paperback,view,/book/show/123063.Under_the_Skin
2142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Roxy Letters,"Lowry, Mary Pauline*",1982121440,9781982121440,1982121440,320        pp,3.32,"2,659","Apr 07, 2020","Apr 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 26, 2021",,Paperback,view,/book/show/54304217-the-roxy-letters
2143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"You Love Me        (You, #3)","Kepnes, Caroline*",0593133781,9780593133781,0593133781,385        pp,3.68,"31,413","Apr 06, 2021","Apr 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Mar 24, 2021",,Hardcover,view,/book/show/54847920-you-love-me
2144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Drowning Kind,"McMahon, Jennifer*",1982156678,9781982156671,1982156678,320        pp,3.82,"25,894","Apr 06, 2021","Apr 06, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a very different kind of story. I got an ARC from the publisher and I really appreciated it and sorry I cannot give but 3 stars. It was a gooThis was a very different kind of story. I got an ARC from the publisher and I really appreciated it and sorry I cannot give but 3 stars. It was a good story and very well written but just not for me. The story was more of a fantasy and I expected reality to step in. I read s on Goodreads before I read the book and it seemed that most people liked it. This is a story about a town that has a spring that people believe have healing waters. I grew up close to Warm Springs, GA where there were warm springs that people believed were healing, even the president of the US and then in a town nearby there was a cold springs, Pine Mountain, and they had a swimming pool fed by this spring and it was wonderful. So I grew up with the healing waters around me and part of my life. But in the book the water were not only healing but they were evil in a way. I had hoped that with the ending it would have a basis for this based on reality but it was fantasy all the way. I wanted the story to make sense in a realistic way but it never did. Will not say more in case someone wants to read. Not giving anything away. ...more",Notes are private!,0,6,1,"Mar 24, 2021","Mar 29, 2021","Mar 24, 2021",,Paperback,view (with text),/book/show/56650151-drowning-kind
2145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In a Town Called Paradox,"Murcutt, Miriam*",0974694614,9780974694610,B08LG9XZL9,285        pp,3.94,127,"Oct 29, 2020","Feb 03, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 23, 2021",,Kindle Edition,view,/book/show/55825191-in-a-town-called-paradox
2146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Disappearing Act,"Steadman, Catherine*",0593158032,9780593158036,0593158032,320        pp,3.62,"24,922","Jun 08, 2021","Jun 08, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 22, 2021",,Hardcover,view,/book/show/55421402-the-disappearing-act
2147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Simon the Fiddler,"Jiles, Paulette*",0062966758,9780062966759,0062966758,368        pp,3.84,"10,684","Apr 14, 2020","Apr 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 22, 2021",,Paperback,view,/book/show/54427140-simon-the-fiddler
2148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Therapist,"Paris, B.A.*",,,,362        pp,3.78,"98,986","Jan 07, 2021",2021,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 21, 2021",,Paperback,view,/book/show/58087564-the-therapist
2149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Maidens,"Michaelides, Alex*",1250304458,9781250304452,1250304458,337        pp,3.63,"332,026","Jun 03, 2021","Jun 15, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really enjoyed this book. I liked the way it was written and most of the characters. I thought it was pretty much a psychological story and I enjoy I really enjoyed this book. I liked the way it was written and most of the characters. I thought it was pretty much a psychological story and I enjoy those. Short chapters are always good too. For me the book goes quicker. I also read other book by this author ""The Silent Patient"" (I'm pretty sure that's the name. Also very enjoyable. The only reason for 4 stars instead of 5 were two things> Did not like the ending that well, kind of IMO left things up in the air although we did know we did it. The letters written by the person doing the deed that were throughout the story, diary entries, I think. Were strange to me and I'm sure it was meant to be this way, could never tell for sure whether it was a male or a female writing it. That could be just me or the author could have planned that. So I definitely recommend. Not a big fan of Greek tragedies but there wasn't too much in this book to understand. ...more",Notes are private!,0,10,1,"Mar 13, 2024","Mar 18, 2024","Mar 19, 2021",,Hardcover,view (with text),/book/show/45300567-the-maidens
2150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl from Versailles,"Masterson, Meghan*",,9781800193871,,303        pp,3.77,936,"Aug 15, 2017","Mar 19, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 19, 2021",,Kindle Edition,view,/book/show/56754396-the-girl-from-versailles
2151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Her Daughter's Mother,"Petrova, Daniela*",0525539972,9780525539971,0525539972,320        pp,3.78,"3,965","Jun 18, 2019","Jun 18, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 16, 2021",,Hardcover,view,/book/show/43063328-her-daughter-s-mother
2152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Burning Girls,"Tudor, C.J.*",1984825038,9781984825032,B087PMPD5S,335        pp,4.02,"40,822","Feb 09, 2021","Feb 09, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 15, 2021",,Kindle Edition,view,/book/show/54269852-the-burning-girls
2153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Girl, Interrupted","Kaysen, Susanna",0804151113,9780804151115,,192        pp,3.93,"244,099",1993,"Jun 19, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I read this book a very long time ago when the movie came out. I enjoyed the story. Very good book.,Notes are private!,0,6,1,not set,not set,"Mar 10, 2021",,ebook,view (with text),/book/show/17978329-girl-interrupted
2154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dark Horses,"Mihalic, Susan*",1982133856,9781982133856,1982133856,368        pp,3.97,"4,513","Feb 16, 2021","Oct 12, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was an ARC I received from the publisher. There is a warning on the book that the subject matter of the story is very harsh and it is but the wayThis was an ARC I received from the publisher. There is a warning on the book that the subject matter of the story is very harsh and it is but the way the story is written is lovely. The main character, a teenage girl named Roan is wonderful and so brave. The story is about a horse farm and a young girl who wants to ride on the Olympics team, first because she loves horses and second because her father was an Olympic winner. The father is a very controlling man who controls all her life, including having had sex with her since she was a small child. The mother is absent all the time giving the father total custody of her when they divorced. The story is about this young girl being strong enough to stand up to this man who had always abused her and the courage she had. She is a teenager so she meets a boy in school and develops a relationship with him which makes her realize how wrong the relationship with her father is and all she wants to do is put him in his place and she does. LIke I said, a really good story and beautifully written. ...more",Notes are private!,0,7,1,"Mar 09, 2021","Mar 15, 2021","Mar 09, 2021",,Paperback,view (with text),/book/show/57234161-dark-horses
2155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bookstore on the Beach,"Novak, Brenda*",0778361055,9780778361053,0778361055,448        pp,3.89,"10,321","Apr 06, 2021","Apr 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 09, 2021",,Paperback,view,/book/show/53288455-the-bookstore-on-the-beach
2156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Funny Thing About Norman Foreman,"Henderson, Julietta",0778331954,9780778331957,0778331954,400        pp,4.19,"8,686","Jan 05, 2021","Apr 13, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 09, 2021",,Hardcover,view,/book/show/53288454-the-funny-thing-about-norman-foreman
2157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Win        (Windsor Horne Lockwood III, #1)","Coben, Harlan*",,,,400        pp,4.09,"67,276","Mar 16, 2021","Mar 18, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was an ARC I received from the author's website. I loved this book. Again, this is one of my favorite authors and this book was no exception. It'This was an ARC I received from the author's website. I loved this book. Again, this is one of my favorite authors and this book was no exception. It's about a sort of new character. He's been in other books but not as the main character. Now he's the main character and in the beginning of the book I did not think I would like Win. He was very into himself but of course he grew on me and by the end of the book I understood him and really enjoyed his story. I definitely recommend, as always, any book by Harlan Coben. I could not put this book down once I started reading it....more",Notes are private!,0,13,1,"Mar 06, 2021","Mar 10, 2021","Mar 06, 2021",,Paperback,view (with text),/book/show/53404204-win
2158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Facing the Dawn,"Ruchti, Cynthia*",0800737296,9780800737290,0800737296,320        pp,4.27,640,Mar 2021,"Mar 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 05, 2021",,Paperback,view,/book/show/53912070-facing-the-dawn
2159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No Hiding in Boise,"Hooper, Kim*",1684426235,9781684426232,1684426235,336        pp,4.02,"2,171","Jun 15, 2021","Jun 15, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 03, 2021",,Paperback,view,/book/show/56594377-no-hiding-in-boise
2160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Red Island House,"Lee, Andrea*",1982137800,9781982137809,1982137800,288        pp,3.60,"2,702","Mar 23, 2021","Mar 23, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 02, 2021",,Hardcover,view,/book/show/54304139-red-island-house
2161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bring Up the Bodies        (Thomas Cromwell, #2)","Mantel, Hilary",1250806720,9781250806727,1250806720,432        pp,4.29,"95,282",2012,"May 04, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 28, 2021",,Paperback,view,/book/show/54968297-bring-up-the-bodies
2162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Law of Innocence        (The Lincoln Lawyer, #6; Harry Bosch Universe #35)","Connelly, Michael*",0316485624,9780316485623,0316485624,432        pp,4.35,"63,774","Nov 10, 2020","Nov 10, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Always a good book when it's by Michael Connelly. He is one of my favorite authors and I love his characters. I love Bosch and I love The Lincoln LawyAlways a good book when it's by Michael Connelly. He is one of my favorite authors and I love his characters. I love Bosch and I love The Lincoln Lawyer, who IMO will always be Matthew McConaughey. He was the perfect person to play this role and to me he is The Lincoln Lawyer. This book was a legal story, of course, about Haller being accused of murder and having to get his ex wife to represent him in court. The FBI gets involved and of course he is released from the crime. The book is about how the court finds a person either guilty or not guilty but never innocent and Haller wants to be innocent not just NG as he calls it. I definitely recommend....more",Notes are private!,0,17,1,"Feb 28, 2021","Mar 06, 2021","Feb 28, 2021",,Hardcover,view (with text),/book/show/51633925-the-law-of-innocence
2163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Lincoln Lawyer        (The Lincoln Lawyer, #1; Harry Bosch Universe, #16)","Connelly, Michael*",,,B000FCKG1G,405        pp,4.21,"235,698","Oct 03, 2005",Jun 2018,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Feb 28, 2021","Feb 28, 2021","Feb 28, 2021",,Kindle Edition,view,/book/show/40612032-the-lincoln-lawyer
2164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dark Things I Adore,"Lattari, Katie*",1728229847,9781728229843,1728229847,416        pp,3.67,"4,844","Sep 14, 2021","Sep 14, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 27, 2021",,Hardcover,view,/book/show/56987333-dark-things-i-adore
2165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hostage,"Mackintosh, Clare*",1728245524,9781728245522,1728245524,357        pp,3.90,"43,032","Jun 22, 2021","Jun 22, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 27, 2021",,Hardcover,view,/book/show/56628286-hostage
2166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Newcomer,"Andrews, Mary Kay*",1250256968,9781250256966,1250256968,448        pp,3.94,"47,205","May 04, 2021","May 04, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 25, 2021",,Hardcover,view,/book/show/54860489-the-newcomer
2167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Survivors,"Harper, Jane*",,,,372        pp,3.76,"96,016","Sep 22, 2020","Jan 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 24, 2021",,Hardcover,view,/book/show/56607325-the-survivors
2168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hunting Wives,"Cobb, May*",,,B08GJVV4WS,362        pp,3.48,"46,950","May 18, 2021","May 18, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 24, 2021",,Kindle Edition,view,/book/show/56276432-the-hunting-wives
2169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Under the Southern Sky,"Harvey, Kristy Woodson*",1982117729,9781982117726,1982117729,400        pp,4.17,"10,955","Apr 20, 2021","Apr 20, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 21, 2021",,Paperback,view,/book/show/54304220-under-the-southern-sky
2170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Career of Evil        (Cormoran Strike, #3)","Galbraith, Robert",,,B0106E2CO6,609        pp,4.22,"208,753","Oct 20, 2015",Jun 2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 20, 2021",,Kindle Edition,view,/book/show/40611999-career-of-evil
2171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sophia, Princess Among Beasts","Patterson, James*",0316540226,9780316540223,0316540226,320        pp,3.14,"3,008","Jul 15, 2019","Apr 06, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 20, 2021",,Paperback,view,/book/show/54816557-sophia-princess-among-beasts
2172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Vixen,"Prose, Francine*",0063012146,9780063012141,0063012146,336        pp,3.35,"2,717","Jun 29, 2021","Jun 29, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 20, 2021",,Hardcover,view,/book/show/55507033-the-vixen
2173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Good, the Bad, and the Dumped","Colgan, Jenny",0062869604,9780062869609,0062869604,352        pp,3.37,"3,252","Jan 01, 2010","Feb 25, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 19, 2021",,Paperback,view,/book/show/54236073-the-good-the-bad-and-the-dumped
2174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dream Girl,"Lippman, Laura*",0062390074,9780062390073,0062390074,320        pp,3.28,"11,519","Jun 22, 2021","Jun 22, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 19, 2021",,Hardcover,view,/book/show/55425157-dream-girl
2175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Echo Wife,"Gailey, Sarah*",125017466X,9781250174666,125017466X,256        pp,3.61,"32,826","Feb 16, 2021","Feb 16, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 19, 2021",,Hardcover,view,/book/show/52379735-the-echo-wife
2176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The House of Kennedy,"Patterson, James*",0316702838,9780316702836,0316702838,448        pp,3.90,"11,945","Apr 13, 2020","Mar 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 14, 2021",,Paperback,view,/book/show/54492671-the-house-of-kennedy
