,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,J.M.'s rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Warleggan        (Poldark, #4)","Graham, Winston",033034496X,9780330344968,033034496X,388        pp,4.29,"10,489",1953,"Jan 01, 1996",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/1396760.Warleggan
110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Jeremy Poldark        (Poldark, #3)","Graham, Winston",0330344978,9780330344975,0330344978,312        pp,4.19,"13,320",1950,"Jan 01, 1996",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/194624.Jeremy_Poldark
111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Demelza        (Poldark, #2)","Graham, Winston",0330344943,9780330344944,0330344943,388        pp,4.22,"17,460",1946,"Jan 01, 1996",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/194616.Demelza
112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ross Poldark        (Poldark, #1)","Graham, Winston",0330344951,9780330344951,0330344951,455        pp,4.08,"32,845",1945,"Feb 01, 1996",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/194618.Ross_Poldark
113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Runaway Jury,"Grisham, John*",0385339690,9780385339698,0385339690,464        pp,4.02,"303,609",1996,"Apr 25, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/24192.The_Runaway_Jury
114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Looking for Mr. Goodbar,"Rossner, Judith",0671019015,9780671019013,0671019015,280        pp,3.67,"6,374",1975,"Oct 01, 1997",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/166982.Looking_for_Mr_Goodbar
115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Client,"Grisham, John*",0385339089,9780385339087,0385339089,483        pp,4.05,"445,142","Mar 01, 1993","Mar 16, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/5359.The_Client
116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Firm,"Grisham, John*",0582418275,9780582418271,0582418275,76        pp,4.06,"624,442",Feb 1991,"Feb 15, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/5358.The_Firm
117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Den of Thieves,"Stewart, James B.",067179227X,9780671792275,067179227X,587        pp,4.15,"13,859","Oct 15, 1991","Sep 01, 1992",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/1972.Den_of_Thieves
118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Marathon Man,"Goldman, William",0330247042,9780330247047,,236        pp,4.11,"21,013",Apr 1974,1976,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/21796.Marathon_Man
119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ultramarathon Man: Confessions of an All-Night Runner,"Karnazes, Dean",1585424803,9781585424801,1585424803,295        pp,4.01,"19,802",2005,"Mar 02, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/87632.Ultramarathon_Man
120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Quincunx,"Palliser, Charles",0345371135,9780345371133,0345371135,787        pp,4.02,"7,939",1989,"Jan 01, 1991",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/824986.The_Quincunx
121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Interview with the Vampire        (The Vampire Chronicles, #1)","Rice, Anne",0345476875,9780345476876,0345476875,346        pp,4.02,"589,072","Apr 12, 1976","Aug 31, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/43763.Interview_with_the_Vampire
122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Feast of All Saints,"Rice, Anne",0345376048,9780345376046,0345376048,570        pp,3.87,"18,330",1979,"Jan 28, 1992",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/43798.The_Feast_of_All_Saints
123,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Witching Hour        (Lives of the Mayfair Witches, #1)","Rice, Anne",0099471426,9780099471424,0099471426,"1,207        pp",4.10,"117,502","Oct 01, 1990","Nov 04, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/11901.The_Witching_Hour
124,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cujo,"King, Stephen*",0307348245,9780307348241,0307348245,432        pp,3.78,"285,430",1981,"Jun 06, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Mass Market Paperback,view,/book/show/10603.Cujo
125,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stand,"King, Stephen*",,,,"1,152        pp",4.35,"760,565",1990,"May 01, 1990",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Hardcover,view,/book/show/149267.The_Stand
126,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Youngblood Hawke,"Wouk, Herman",0316955175,9780316955171,0316955175,783        pp,4.19,"2,077",1962,"Jan 01, 1990",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/42990.Youngblood_Hawke
127,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tommyknockers,"King, Stephen*",,,,747        pp,3.59,"152,598","Nov 10, 1987","Apr 20, 1993",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Mass Market Paperback,view,/book/show/17660.The_Tommyknockers
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Up in the Air,"Kirn, Walter",0385722370,9780385722377,0385722370,320        pp,2.88,"5,035","Jul 01, 2001","Sep 24, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/30680.Up_in_the_Air
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Grapes of Wrath,"Steinbeck, John",,,,455        pp,4.01,"906,499","Apr 14, 1939","Jan 08, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/4395.The_Grapes_of_Wrath
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Player Piano,"Vonnegut, Kurt, Jr.",0385333781,9780385333788,0385333781,341        pp,3.90,"56,731","Aug 18, 1952",Sep 2006,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/9597.Player_Piano
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sirens of Titan,"Vonnegut, Kurt, Jr.",,,,224        pp,4.15,"141,462",1959,"Sep 09, 1999",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/4982.The_Sirens_of_Titan
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Independence Day        (Frank Bascombe, #2)","Ford, Richard",0099447126,9780099447122,0099447126,464        pp,3.86,"16,129",1995,2003,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/12374.Independence_Day
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Sportswriter        (Frank Bascombe, #1)","Ford, Richard",0394743253,9780394743257,0394743253,375        pp,3.69,"19,049",Mar 1986,"Feb 12, 1986",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/40722.The_Sportswriter
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mohawk,"Russo, Richard*",0375412867,9780375412868,0375412867,317        pp,3.87,"6,086",1986,"May 08, 2001",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Hardcover,view,/book/show/12368.Mohawk
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Risk Pool,"Russo, Richard*",0099276496,9780099276494,0099276496,479        pp,4.07,"7,272",1988,"Jan 01, 1998",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/12365.The_Risk_Pool
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Road,"McCarthy, Cormac",0307265439,9780307265432,0307265439,241        pp,3.99,"904,435","Sep 26, 2006","Oct 02, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Hardcover,view,/book/show/6288.The_Road
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,No Country for Old Men,"McCarthy, Cormac",,,,309        pp,4.16,"200,209","Jul 19, 2005","Jul 11, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 10, 2010",,Paperback,view,/book/show/12497.No_Country_for_Old_Men
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Lay of the Land        (Frank Bascombe, #3)","Ford, Richard",0679454683,9780679454687,0679454683,485        pp,3.91,"4,616","Jan 01, 2006","Oct 24, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"When you foolishly make a New Year’s resolution to read fifty-two books in fifty-two weeks, a pledge I foolishly made, Lay of the Land is so not the wWhen you foolishly make a New Year’s resolution to read fifty-two books in fifty-two weeks, a pledge I foolishly made, Lay of the Land is so not the way to begin the marathon. This is not a book to race through, nor is it a book that will grab you by the lapels and pull you headlong from start to finish. No. It’s a book to be savored and enjoyed for what it is -- a character study and compelling portrait of America through one man’s eyes.Lay of the Land is the third book in a trilogy about novelist turned sportswriter turned realtor Frank Bascomb. The first novel, The Sportswriter was an excellent read, and the second, Independence Day, won a Pulitzer Prize. This third novel, published in 2006 (which goes to show I’ve fallen behind in my reading -- hence the New Year’s resolution), is as good as the previous two. You can read it on its own and learn the back story as you go along. Still, Richard Ford writes so well, you really should start with The Sportswriter and move on from there. This novel covers a couple or three days in Frank Bascomb’s life, right around Thanksgiving Day, 2000. Don’t look for plot. Don’t stop and ask where the story is going. It will take you where it wants to go -- sometimes to the ordinary but more often to one surprise after another. You’ll learn all about Frank, his past and his relationships, almost all of which are at least borderline dysfunctional and sadly in need of repair. You’ll feel for Frank as a man whose life isn’t what he wanted it to be, even though he is now a wealthy and successful businessman. You’ll root for him throughout a tale full of humor, brilliant characterization and plenty of emotion.I hope you enjoy this novel as much as I did.Joe...more",Notes are private!,0,3,1,not set,"Jan 10, 2010","Jan 08, 2010",,Hardcover,view (with text),/book/show/12372.The_Lay_of_the_Land
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Devil Wears Prada        (The Devil Wears Prada, #1)","Weisberger, Lauren",0307275558,9780307275554,0307275558,384        pp,3.80,"889,120","Apr 15, 2003","May 30, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2010",,Paperback,view,/book/show/5139.The_Devil_Wears_Prada
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stranger in a Strange Land,"Heinlein, Robert A.",,,,525        pp,3.92,"312,666",Jul 1961,"Oct 01, 1991",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2010",,Paperback,view,/book/show/350.Stranger_in_a_Strange_Land
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dune        (Dune, #1)","Herbert, Frank",0340839937,9780340839935,0340839937,604        pp,4.27,"1,357,908","Jun 01, 1965","Jan 01, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2010",,Paperback,view,/book/show/234225.Dune
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ender’s Game        (Ender's Saga, #1)","Card, Orson Scott",0812550706,9780812550702,0812550706,324        pp,4.31,"1,374,038","Jan 15, 1985","Sep 30, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2010",,Mass Market Paperback,view,/book/show/375802.Ender_s_Game
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fahrenheit 451,"Bradbury, Ray",0307347974,9780307347978,0307347974,158        pp,3.97,"2,417,197","Oct 19, 1953",Oct 2004,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2010",,Mass Market Paperback,view,/book/show/4381.Fahrenheit_451
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,1984,"Orwell, George",,,,328        pp,4.19,"4,598,526","Jun 08, 1949","Jul 01, 1950",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2010",,Mass Market Paperback,view,/book/show/5470.1984
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Fellowship of the Ring        (The Lord of the Rings, #1)","Tolkien, J.R.R.",0618346252,9780618346257,0618346252,398        pp,4.39,"2,808,386","Jul 29, 1954","Jan 01, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2010",,Paperback,view,/book/show/34.The_Fellowship_of_the_Ring
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hobbit        (The Lord of the Rings, #0)","Tolkien, J.R.R.",,,,366        pp,4.29,"3,973,459","Sep 21, 1937","Aug 15, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2010",,Paperback,view,/book/show/5907.The_Hobbit
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Into Thin Air: A Personal Account of the Mount Everest Disaster,"Krakauer, Jon*",,,,368        pp,4.24,"505,818","May 01, 1997","Oct 19, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2010",,Paperback,view,/book/show/1898.Into_Thin_Air
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Into the Wild,"Krakauer, Jon*",0385486804,9780385486804,0385486804,203        pp,4.01,"1,090,244","Jan 13, 1996","Feb 01, 1997",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2010",,Paperback,view,/book/show/1845.Into_the_Wild
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Jurassic Park        (Jurassic Park, #1)","Crichton, Michael",030734813X,9780307348135,030734813X,480        pp,4.10,"958,418","Nov 07, 1990","Apr 04, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2010",,Mass Market Paperback,view,/book/show/7677.Jurassic_Park
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hunt for Red October        (Jack Ryan, #3)","Clancy, Tom",0425172902,9780425172902,0425172902,432        pp,4.11,"374,586","Oct 28, 1984","Oct 15, 1999",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2010",,Mass Market Paperback,view,/book/show/19691.The_Hunt_for_Red_October
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Silence of the Lambs        (Hannibal Lecter, #2)","Harris, Thomas",,,0099446782,421        pp,4.24,"548,299",Jul 1988,2002,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2010",,Paperback,view,/book/show/23807.The_Silence_of_the_Lambs
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Time to Kill        (Jake Brigance, #1)","Grisham, John*",,,,738        pp,4.11,"801,177",1989,"Mar 15, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2010",,Paperback,view,/book/show/32542.A_Time_to_Kill
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Shining        (The Shining, #1)","King, Stephen*",0450040186,9780450040184,0450040186,497        pp,4.27,"1,488,825","Jan 28, 1977","Jul 01, 1980",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2010",,Paperback,view,/book/show/11588.The_Shining
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Da Vinci Code        (Robert Langdon, #2)","Brown, Dan*",,,,489        pp,3.91,"2,351,667","Mar 18, 2003","Mar 28, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2010",,Paperback,view,/book/show/968.The_Da_Vinci_Code
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Adventures of Huckleberry Finn,"Twain, Mark",0142437174,9780142437179,0142437174,327        pp,3.83,"1,265,501","Feb 18, 1884","Dec 31, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2010",,Paperback,view,/book/show/2956.The_Adventures_of_Huckleberry_Finn
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lord of the Flies,"Golding, William",0140283331,9780140283334,0140283331,182        pp,3.69,"2,904,194","Sep 17, 1954","Oct 01, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2010",,Paperback,view,/book/show/7624.Lord_of_the_Flies
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Slaughterhouse-Five,"Vonnegut, Kurt, Jr.",0385333846,9780385333849,0385333846,275        pp,4.10,"1,369,599","Mar 31, 1969","Jan 12, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2010",,Paperback,view,/book/show/4981.Slaughterhouse_Five
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Of Mice and Men,"Steinbeck, John",0142000671,9780142000670,0142000671,107        pp,3.88,"2,546,782","Feb 25, 1937",2002,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2010",,Paperback,view,/book/show/890.Of_Mice_and_Men
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Animal Farm,"Orwell, George",,,,122        pp,3.99,"3,884,067","Aug 17, 1945","May 06, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2010",,Paperback,view,/book/show/7613.Animal_Farm
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Gatsby,"Fitzgerald, F. Scott",,,,180        pp,3.93,"5,238,700","Apr 10, 1925",1925,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2010",,Paperback,view,/book/show/4671.The_Great_Gatsby
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Catcher in the Rye,"Salinger, J.D.",0316769177,9780316769174,0316769177,277        pp,3.80,"3,523,771","Jul 16, 1951","Jan 30, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 07, 2010",,Paperback,view,/book/show/5107.The_Catcher_in_the_Rye
