,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Tundra's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dreamland: The True Tale of America's Opiate Epidemic,"Quinones, Sam*",1620402505,9781620402504,1620402505,384        pp,4.23,"29,636","Apr 15, 2015","Apr 21, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 05, 2024",,Hardcover,view,/book/show/22529381-dreamland
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hunting the Wild Pineapple,"Astley, Thea",,,,unknown,3.45,141,1979,2009,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 A collection of stories that brings together the oddballs and eccentricities of those that choose the tropical north Queensland coast and hinterla3.5 A collection of stories that brings together the oddballs and eccentricities of those that choose the tropical north Queensland coast and hinterland as their home. How people become locals and how locals view the tourist interlopers (that are only there for the season), Astley captures this beautifully with her dry humour and wit. She is a fabulous Australian author who writes about working class Australians in a vivid and realistic way. She is particularly good at capturing the nuances of their lives. ...more",Notes are private!,0,0,1,"Jan 04, 2024","Jan 07, 2024","Jan 04, 2024",,Audiobook,view (with text),/book/show/62678697-hunting-the-wild-pineapple
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mr Skeffington,"Arnim, Elizabeth von",1853816779,9781853816772,1853816779,233        pp,3.89,456,1940,1993,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 02, 2024",,Paperback,view,/book/show/1035708.Mr_Skeffington
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Silence in Her Eyes,"Correa, Armando Lucas*",,9781761424427,,272        pp,3.20,"1,392","Jan 16, 2024","Jan 31, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 stars. Started a little slow, suspenseful interesting middle but a little too much of everything in the final few pages.",Notes are private!,0,0,1,"Dec 26, 2023","Dec 30, 2023","Dec 26, 2023",,Paperback,view (with text),/book/show/202486018-the-silence-in-her-eyes
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tremor,"Cole, Teju",0571283357,9780571283354,0571283357,256        pp,3.72,"1,245","Oct 17, 2023","Oct 19, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"While this is a novel it often felt like nonfiction because it is so heavily blended with facts about art, history, music, literature and cinema. ColeWhile this is a novel it often felt like nonfiction because it is so heavily blended with facts about art, history, music, literature and cinema. Cole is making a point that many of the ‘things’ we revere in our museums, galleries and theatres represent the cost of colonialism, war and theft. Reminders are everywhere and while there is some acknowledgment and reparations much more needs to be done.There were some powerful quotes in this book and a long list of paintings, movies, literature and music to check out. I needed (Wanted) to keep a list. I have not been to any of the galleries referred to and was unfamiliar with much of what was mentioned. About two thirds of the way through there is a chapter of polyphonic voiced vignettes of people who live, or have lived, part of their lives in Lagos. At first I was confused about what was going to happen but began to feel I had arrived in a busy unknown city, wondering what everyone was doing and how they lived. There are also switches between first and second person that cleverly draw the reader into the story.This is definitely not a book for anyone that is looking for a straightforward plot driven story. It is extremely thought provoking and meditative, the writing is considered and beautiful.“He wants to take in what is useful from the world not in order to plunder it but in order to live.”“But when a man’s existential satisfaction depends on not knowing something he very much will find a way to not know it.”...more",Notes are private!,0,3,1,"Mar 12, 2024","Mar 16, 2024","Dec 21, 2023",,Hardcover,view (with text),/book/show/91937531-tremor
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Kindness Cup,"Astley, Thea",1925603547,9781925603545,1925603547,224        pp,3.75,127,"Jan 01, 1974","May 01, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 20, 2023",,Paperback,view,/book/show/37853073-a-kindness-cup
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Learned by Heart,"Donoghue, Emma*",1668629372,9781668629376,,unknown,3.51,"5,543","Aug 29, 2023","Aug 29, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,The writing was lovely but the story really didn’t throw anything surprising at me. It really would have worked as a novella as it really didn’t seem The writing was lovely but the story really didn’t throw anything surprising at me. It really would have worked as a novella as it really didn’t seem to have enough substance for a longer format....more,Notes are private!,0,0,1,"Dec 19, 2023","Dec 24, 2023","Dec 19, 2023",,Audiobook,view (with text),/book/show/64000240-learned-by-heart
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Motherthing,"Hogarth, Ainslie*",0593467027,9780593467022,0593467027,288        pp,3.69,"17,807","Sep 27, 2022","Sep 27, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A disturbing tale about turning in to what you most despise. There are elements of dark humour but a strong undercurrent of horror unfolding. Who is tA disturbing tale about turning in to what you most despise. There are elements of dark humour but a strong undercurrent of horror unfolding. Who is the most despicable character in this novel? I’m not quite sure. It certainly makes you think about generational trauma and what people are capable of. Abby is an excellently written character- unreliable, meticulous and ingenious. ...more",Notes are private!,0,5,1,"Jan 31, 2024","Feb 06, 2024","Dec 18, 2023",,Paperback,view (with text),/book/show/60097451-motherthing
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zathura,"Van Allsburg, Chris",0618253963,9780618253968,0618253963,32        pp,3.79,"3,112","Oct 28, 2002","Oct 28, 2002",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Not quite as unexpected as jumanji but still an enjoyable tale.,Notes are private!,0,0,1,"Dec 11, 2023","Dec 11, 2023","Dec 11, 2023",,Hardcover,view (with text),/book/show/55749.Zathura
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Jumanji        (Jumanji, #1)","Van Allsburg, Chris",0395304482,9780395304488,0395304482,31        pp,4.04,"29,306",Apr 1981,1981,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,My year 3/4 class were captivated by this story and the superb illustrations. Definitely enough magic and thrill to entertain most.,Notes are private!,0,0,1,not set,not set,"Dec 11, 2023",,Hardcover,view (with text),/book/show/525995.Jumanji
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Heaven & Earth Grocery Store,"McBride, James*",0593422945,9780593422946,0593422945,380        pp,4.08,"129,132","Aug 08, 2023","Aug 08, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 10, 2023",,Hardcover,view,/book/show/65678550-the-heaven-earth-grocery-store
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The New York Stories of Edith Wharton,"Wharton, Edith",1590172485,9781590172483,1590172485,488        pp,4.20,909,1934,"Oct 09, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 10, 2023",,Paperback,view,/book/show/453084.The_New_York_Stories_of_Edith_Wharton
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Prophet Song,"Lynch, Paul*",,9781038663429,,unknown,4.15,"26,489","Aug 24, 2023","Sep 20, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"While this is,literally, a book set at some time in the future in Dublin it could also be the past or the present and it could be set in any number ofWhile this is,literally, a book set at some time in the future in Dublin it could also be the past or the present and it could be set in any number of places and it could be non-fiction. This is what makes this book so impactful. As a parent, child, sibling or, just a member of society this felt visceral and important. In an era where we are constantly bombarded with news stories of people in traumatic circumstances it becomes numbing and to imagine how we would personally deal with having family go missing, our life and occupation threatened or deficient of basic resources is not easy subject matter. This book presents this scenario and it is harrowing. This is not an enjoyable read but it is powerful and I will be thinking about it for some time....more",Notes are private!,0,3,1,"Dec 26, 2023",Jan 2024,"Nov 26, 2023",,Audiobook,view (with text),/book/show/199221438-prophet-song
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Pastor's Wife,"Arnim, Elizabeth von",0140161775,9780140161779,0140161775,492        pp,3.83,426,1914,"Dec 06, 1987",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 26, 2023",,,view,/book/show/1003617.The_Pastor_s_Wife
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Vulnerables,"Nunez, Sigrid",0593715519,9780593715512,0593715519,256        pp,3.66,"6,025","Nov 07, 2023","Nov 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 21, 2023",,Hardcover,view,/book/show/125930473-the-vulnerables
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The In-Between,"Tsiolkas, Christos",1761188003,9781761188008,,unknown,3.75,"1,095","Oct 31, 2023","Oct 31, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I loved the journey and exploration of love. The final third of the book made it for me. I struggled with some of the explicit scenes and found them tI loved the journey and exploration of love. The final third of the book made it for me. I struggled with some of the explicit scenes and found them too sensory and long - out of my comfort zone there for sure. Christos is a brilliant writer and speaker and he doesn’t shy from challenging his readers. It is the depth of his humanity that shines....more,Notes are private!,0,12,1,"Dec 02, 2023","Dec 11, 2023","Nov 15, 2023",,ebook,view (with text),/book/show/195436024-the-in-between
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Absolution,"McDermott, Alice",0374610487,9780374610487,0374610487,324        pp,3.88,"12,793","Oct 31, 2023","Oct 31, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 15, 2023",,Hardcover,view,/book/show/101404407-absolution
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Women & Children,"Birch, Tony",0702268143,9780702268144,B0CH3MM2Q9,210        pp,4.22,557,unknown,"Oct 31, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Birch has really created a compelling and compassionate read in this latest novel. A story that captures a generation (or two) of people living a subuBirch has really created a compelling and compassionate read in this latest novel. A story that captures a generation (or two) of people living a suburban existence; falling through the gaps of support from government, the Church and law enforcement. Basically family and community are all they can count on. ...more",Notes are private!,0,2,1,"Dec 10, 2023","Dec 16, 2023","Nov 10, 2023",,Kindle Edition,view (with text),/book/show/198367720-women-children
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Red Memory: The Afterlives of China's Cultural Revolution,"Branigan, Tania",1324051957,9781324051954,1324051957,304        pp,3.95,907,"Feb 02, 2023","May 09, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 10, 2023",,Hardcover,view,/book/show/62586098-red-memory
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,North Woods,"Mason, Daniel*",0593597036,9780593597033,0593597036,372        pp,4.18,"27,176","Sep 19, 2023","Sep 19, 2023",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A sublime read. I loved how the history of time was woven through this novel using a series of unforgettable characters. A time travellers “witness” sA sublime read. I loved how the history of time was woven through this novel using a series of unforgettable characters. A time travellers “witness” story of the impact of humans on the environment and how small events can have vast repercussions. This is a beautiful book with just a hint of magic....more,Notes are private!,2,13,1,"Nov 19, 2023","Dec 02, 2023","Nov 05, 2023",,Hardcover,view (with text),/book/show/71872930-north-woods
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Question 7,"Flanagan, Richard",,,,unknown,4.29,"1,297","Oct 31, 2023",2023,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"We can’t know anyone apart from what they want to share and in this offering- autobiography, memoir, biography (real and imagined) Flanagan shares hisWe can’t know anyone apart from what they want to share and in this offering- autobiography, memoir, biography (real and imagined) Flanagan shares his story, and that of the lives that he believes have intersected it. Like rays of light he bounces off things in dark spaces, illuminating moments, events and people. Sometimes the light only creates shadows so he describes what is in that darkness, or imagines it through the use of historical text (relying on other narrators). Using the indigenous idea of a fourth time dimension (he acknowledges this in his text) he pulls and tugs on the past, present and future and creates a story that weaves in and out of his life. This must have taken a great deal of courage to write, it simultaneously acknowledges the smallness and greatness of each human life. How lucky we are and how we should find moments to be grateful. It is a beautiful tribute to his parents and his island home of Tasmania....more",Notes are private!,5,9,1,"Dec 10, 2023","Dec 17, 2023","Nov 02, 2023",,Audiobook,view (with text),/book/show/201619204-question-7
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Right Story, Wrong Story","Yunkaporta, Tyson",1922790435,9781922790439,1922790435,288        pp,4.15,88,unknown,"Oct 03, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 31, 2023",,Paperback,view,/book/show/199122606-right-story-wrong-story
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Conversion,"Lohrey, Amanda",1922790486,9781922790484,1922790486,240        pp,3.57,425,unknown,"Oct 31, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This story has a brilliant premise and setting but somehow went astray. For me the connection between characters, the way they spoke and acted toward This story has a brilliant premise and setting but somehow went astray. For me the connection between characters, the way they spoke and acted toward each other, did not feel realistic or just lacked subtlety. For example, Zoe’s initial reaction to Sophie felt overly dramatic ,particularly in the way she discussed her with Nick. Also, a number of characters (who were extremely interesting) - Melanie, Travis, Zoe’s children, McAlester’s daughter, the Reverend- seemed to be important but were then dropped from the story without resolution. I really wanted to like this more. The idea of how we live and change (or are changed) by the spaces we live in is conceptually fascinating. ...more",Notes are private!,0,6,1,"Nov 08, 2023","Nov 10, 2023","Oct 31, 2023",,Paperback,view (with text),/book/show/200937838-the-conversion
