,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Ewa (humanizmowo)'s rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Moje dni w antykwariacie Morisaki        (Antykwariat Morisaki, #1)","Yagisawa, Satoshi",,9788366658325,,143        pp,3.66,"57,312","Sep 07, 2010","Jan 18, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 01, 2023",,ebook,view,/book/show/80920841-moje-dni-w-antykwariacie-morisaki
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Rosja od kuchni. Jak zbudować imperium nożem, chochlą i widelcem","Szabłowski, Witold",8328092670,9788328092679,8328092670,384        pp,4.31,"1,640","Nov 10, 2021","Nov 10, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 29, 2023",,Paperback,view,/book/show/59341479-rosja-od-kuchni-jak-zbudowa-imperium-no-em-chochl-i-widelcem
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wcale nie jestem taka,"Aubert, Marie",,9788396699411,,208        pp,3.73,"2,684","Oct 03, 2022","Apr 04, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 24, 2023",,Paperback,view,/book/show/123236987-wcale-nie-jestem-taka
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Margo,"Fisher, Tarryn*",8379247841,9788379247844,8379247841,320        pp,3.96,"13,969","Apr 16, 2015","Jan 11, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5Pozytywnie się zaskoczyłam, myślałam, iż będzie to najzwyklejsza młodzieżówka. Mankamentem jest zbytnie przekombinowanie niektórych wątków.",Notes are private!,0,10,1,"Apr 07, 2023","Apr 11, 2023","Mar 21, 2023",,Paperback,view (with text),/book/show/33373438-margo
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fatum i furia,"Groff, Lauren*",8324041036,9788324041039,8324041036,424        pp,3.58,"138,689","Sep 15, 2015","Mar 07, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 20, 2023",,Hardcover,view,/book/show/28423830-fatum-i-furia
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sprawiedliwość owiec,"Swann, Leonie",8324125752,,8324125752,264        pp,3.65,"13,495",2005,"Jul 01, 2006",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ogromna szkoda, że nie skończyłam tych książek jak byłam młodsza, bo wtedy byłam zachwycona.",Notes are private!,0,3,1,"Mar 18, 2023","Mar 19, 2023","Mar 18, 2023",,Hardcover,view (with text),/book/show/2108379.Sprawiedliwo_owiec
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zamknięte drzwi,"McFadden, Freida*",8367461347,9788367461344,8367461347,344        pp,4.09,"243,919","Jun 01, 2021","Jan 25, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 18, 2023",,Paperback,view,/book/show/68051058-zamkni-te-drzwi
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Żelazna Wdowa        (Żelazna Wdowa, #1)","Zhao, Xiran Jay*",836755146X,9788367551465,836755146X,416        pp,4.07,"81,815","Sep 21, 2021","Mar 08, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 18, 2023",,Hardcover,view,/book/show/117883471-elazna-wdowa
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Babel, czyli o konieczności przemocy","Kuang, R.F.*",8379648625,9788379648627,8379648625,763        pp,4.20,"218,392","Aug 23, 2022","Mar 08, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 17, 2023",,Paperback,view,/book/show/62212475-babel-czyli-o-konieczno-ci-przemocy
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Drobiazgi takie jak te,"Keegan, Claire",8381915856,9788381915854,8381915856,96        pp,4.19,"153,342","Nov 05, 2021","Nov 16, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5,Notes are private!,0,10,1,"Mar 21, 2023","Mar 27, 2023","Mar 14, 2023",,Paperback,view (with text),/book/show/62627655-drobiazgi-takie-jak-te
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Kosiarze        (Żniwa śmierci, #1)","Shusterman, Neal*",,9788383183756,,512        pp,4.33,"314,364","Nov 22, 2016","Feb 08, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 11, 2023",,Hardcover,view,/book/show/75710582-kosiarze
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Perfect Day,"Hausmann, Romy*",8383183208,9788383183206,8383183208,368        pp,3.64,"3,258",2022,"Feb 08, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 08, 2023",,Paperback,view,/book/show/75738346-perfect-day
