,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Roy's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
12,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Black Cake,"Wilkerson, Charmaine",,,,385        pp,4.11,"176,151","Feb 01, 2022","Feb 01, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Black Cake by Charmaine Wilkerson is an enjoyable read that is easy to turn through the pages of. It features an ambitious narrative that jumps back aBlack Cake by Charmaine Wilkerson is an enjoyable read that is easy to turn through the pages of. It features an ambitious narrative that jumps back and forth in time and is told from multiple points of view. It's a decent sized book that is broken up into many short chapters, hopping from character to character, past to present. It's a story about secrets, and I don't want to give too many of them away because I am anti-spoiler, not that I found most of the them to be especially earth shattering. In the present time, estranged siblings are brought together upon the death of their mother. A few years earlier when their father passed away, it failed to result in a reunion because the sister did not show up. Or rather, she chose not to make her presence known. She is less professionally accomplished than her brother, who is a notable oceanographer with an appreciative fan base. He is the sensible one who seems to know what he wants out of life and typically does what's required to accomplish it. His sister on the other hand can't make up her mind about what to study in school, what to do for a living, whether she is straight or lesbian. She does not blow off her mother's funeral like her dad's, and once back in her childhood home she listens to a tape left behind for her and her brother. In the recording that a lawyer plays for them (mild secret revelation, he was also her boo), their mother reveals a lifetime of family secrets. We readers learn along with Byron and Benny that their mother was not quite who they thought she was. Same applies to their father. Also learned (one more secret I'm giving away in this , but trust me, there is no shortage of them) is that they have a half sibling. I enjoyed that the setting of Eleanor Bennett's youth was a Caribbean island since I happen to be from one myself (St. Thomas, USVI). As someone who grew up in a West Indian household, I've had my fair share (though it's been a little while since my last taste) of black cake - aka rum cake. I think that Charmaine Wilkerson did a solid job of managing so many different storylines and characters in a manner that was not confusing. I wanted to love this novel more than I ended up doing. It somehow felt overly drawn out and yet rushed at the same time. Plenty was revealed, and I'm not saying that I predicted much of it, but I simply didn't find many of the revelations to be especially startling. I just kept on reading until getting to the next one. In the end, regardless of all the mystery and secrecy, Black Cake is a story of family - and our obligation to forgive those who comprise it as much as we can since we only get one. Or so we think. Sometimes it's a bit more complicated than that. There is a TV series adaptation of Black Cake on Hulu. Perhaps I will check it out, if only to see how faithful it is to the source material and to watch a program that no doubt will be filled with a bunch of very attractive Black people. Overall I do recommend this novel, even if only for its strong start that sucks you in immediately but significantly loosened in grip on my attention as the story drew to a close. I suggest pairing Black Cake with a dish of jerk chicken or curry goat from the nearest Jamaican spot. They can't all be 5-star reads, but you may appreciate this book more than I did, and there is only one way to find out for sure....more",Notes are private!,0,9,1,"Jan 07, 2024",Feb 2024,"Dec 13, 2023",,Hardcover,view (with text),/book/show/57926137-black-cake
13,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,House of Leaves,"Danielewski, Mark Z.*",,,,710        pp,4.09,"170,104","May 07, 2000","Mar 07, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"House of Leaves by Mark Z. Danielewski is by far the strangest book I have ever read. It gets a 5 out of 5 stars rating on sheer audacity alone, whichHouse of Leaves by Mark Z. Danielewski is by far the strangest book I have ever read. It gets a 5 out of 5 stars rating on sheer audacity alone, which isn't to say that it doesn't also earn high marks because the readable parts are beautifully written. Describing a book as having ""readable parts"" infers that other parts are - something different. Experimental is a genre of fiction, and this may be the only experimental novel I've read, yet I still feel confident that it's probably the best one ever written. There are plenty of different ways to feel upon completion of a great literary work. You may want to go back to page 1 and read it all over again. You may go looking for any and everything else that author has written. You may start an online campaign demanding a sequel. Some will go looking for books on similar topics or that touch upon similar themes. Or perhaps you will choose a very different type of book for your next read to prevent it from suffering in comparison to the masterpiece you just devoured. The thought that occurred to me upon reading House of Leaves is that I would love to meet the author and hang out with him for a bit. Anyone who could think up and then execute such a Frankenstein's monster of a book must surely be a fascinating conversationalist - no matter the topic. Either that or else I wouldn't be able to keep up with his stream of consciousness. House of Leaves features a layering of narrative points of view built upon other narrative points of view, and the reader is repeatedly snatched from one to another with no apparent pattern, rhyme or reason. I'll describe it as best I can but I'm not holding myself accountable for making sense. Why should I do that as er when being comprehensible was of so little concern to the author of the book I'm ing? Most authors strive for readability. Their intent is entertain, doing so by making you feel and think and connect with their characters. Maybe even like at least one of them. Then there's this book. Danielewski's goal with House of Leaves almost seems to be daring us to continue. The reader is never comfortable. House of Leaves is I suppose the exact opposite of a cozy mystery. It sure is mysterious, but it's impossible to feel cozy when getting yanked all over the place. For example, numerous times I found myself having to decide whether to continue reading the page I was on or jumping ahead for continuity and then jumping back to follow a different thread. No matter what I did, there was no right or wrong answer. It's my first time ever using a bookmark to remember where to backtrack to. Are you a fan of fiction with footnotes? I thought that I was. The Brief Wondrous Life of Oscar Wao by Junot Diaz is a book that I felt used them beautifully to provide cultural backstory. In House of Leaves, footnotes comprise a whole other book within the one that you're reading. Except the book actually starts out with what later becomes footnotes, so maybe that's the main book and what lays above is the embedded story. Decide for yourself which one is the core story. The text layout is as fascinating as the stories being told in House of Leaves. Depending on where you're at, you may have to go to a corner of the page to find the text. Or turn the book sideways. Or upside down. Or break a code to learn what's being said by using just the first letter of each word. At one point, perhaps my favorite, I had to use my cell phone camera in selfie mode to flip the text around so I could read it. My least favorite section may have been the one with a bunch of letters X'd out, simulating content being lost to fire, so I had to fill out blanks in my mind to recognize what words were written. There are pages that are dense with text and pages that have just a word on two on them. There are numerous passages in French or Latin, some of it translated, some not. Look it up yourself if you want, which would mean leaving the book entirely and then returning. I was not that patient. Many pages I skipped altogether since at a glance I could tell they were not necessary in the building of plots. They were just content that Mark Z. Danielewski took the time to research and present, or else make up and present. I haven't even gotten into giving a storyline synopsis yet, since far more noteworthy than what House of Leaves is about is how it is presented. At one point fairly early on, I noted on Twitter that this book was either going to end up as a Did Not Finish or a 5 star . I saw no way to a middle ground. Wherever/whenever you stop reading (I made it to end of the Appendix which is followed by a lengthy Index), nobody's reaction is going to be ""Meh"". I understand someone absolutely hating this book as much as I understand someone feeling that it is the greatest thing ever written. In between has no place here. Okay, let me try to summarize now. In House of Leaves there is a man named Will Navidson who is married to a woman named Karen and they have two young kids - a son and a daughter. Navidson is a Pulitzer Prize winning photojournalist, expert at wielding a still camera as well as a video camera. They own a house in Virginia, and one day Navidson notices something odd about its dimensions. The interior is a smidgen wider than the exterior. Like Alice in Wonderland, it isn't long before he finds himself going down the rabbit hole. But it's a very different sort of rabbit hole than the one Lewis Carroll gifted us with. No quirky characters are found within, no childlike wonder. Navidson enters a dark space that wasn't there before but now there it is. He brings others along on his expedition. What does he find? Darkness. Absence of light but impossible continuation of space. Down hallways, through doorways, and then down a very long spiral staircase that eventually leads to...more of the same. Is it Infinity? Is it Hell? Is there a difference? Navidson makes a film about his multiple explorations within the impossible inner dimensions of the house. A man named Zampano studies the film and everything about what happened and apparently goes insane in the process. Another man reads what Zampano left behind and loses his mind and will to resume regular life as well. We, the readers of House of Leaves, read about what Johnny Truant experiences by reading what Zampano learned by studying up on Navidson. Does that make us go crazy? Yeah, probably a little bit. Perhaps not as crazy as Johnny's mother who went insane and tried to kill him as a child. The letters she wrote to him from a mental institution showing her deteriorating state of mine bring House of Leaves to a close. Why? Why not? Best as I can tell, Danielewski wanted to write a novel about the experience of going insane, and the only way for us authentically understand is by being driven insane ourselves. Was Danielewski successful in his quest? Abso-friggin-lutely. Do I recommend his book to others? Yep, but only those bold in literary taste need apply. There are all kinds of things that trigger warnings are given for to let someone know what they're about to venture into - if they dare. Maybe it's sexual content, maybe violence, maybe incest or pedophilia or some other horror. With House of Leaves, the trigger warning for anyone who finds my  is go in knowing that reading this book can drive you nuts. Now you know, so it's up to you whether you care to take that trip. Bravo, Mr. Danielewski. Bravo!...more",Notes are private!,0,3,1,"Mar 14, 2024","Mar 14, 2024","Nov 03, 2023",,Paperback,view (with text),/book/show/24800.House_of_Leaves
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Daddy Was a Number Runner,"Meriwether, Louise",1558614427,9781558614420,1558614427,240        pp,4.20,"1,134",1970,"Dec 01, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 14, 2023",,Paperback,view,/book/show/503257.Daddy_Was_a_Number_Runner
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Incognegro: Renaissance,"Johnson, Mat",1506705634,9781506705637,1506705634,128        pp,3.98,249,"Oct 16, 2018","Oct 23, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 02, 2023",,Hardcover,view,/book/show/38952504-incognegro
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Persepolis: The Story of a Childhood        (Persepolis, #1)","Satrapi, Marjane",037571457X,9780375714573,037571457X,153        pp,4.26,"208,426","Apr 29, 2003","Jun 01, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was not ready for this book. It was a summer reading school assignment for my daughter that I decided to read after she was done with it. She's not I was not ready for this book. It was a summer reading school assignment for my daughter that I decided to read after she was done with it. She's not a big reader, so she lucked out because Persepolis is a graphic novel, meaning that it's a quick read. Turns out that she also lucked out in being assigned a terrific book. I am not the target audience for graphic novels since as much as I love illustrations, words are my jam. This does not mean I'm a fast reader, for the opposite is true. I usually choose to take my time and savor a narrative. Certain page turning thrillers that I can't help but race through are the exception rather than the rule. Persepolis is the second graphic novel I have read to date, the first being Incognegro by Mat Johnson. I really enjoyed that one which also goes into rather intense territory, and I was flat out blown away by Marjane Satrapi's Persepolis: The Story of a Childhood. The title and subtitle tell you what it's about, but that doesn't mean I was prepared for the upbringing detailed in this memoir. As with graphic novels, I don't read a lot of memoirs either. Each of the ones I've read have been excellent and fascinating. I don't see the point in writing a memoir if you have not led a super interesting life. I've enjoyed my own autobiography to date, but I wouldn't bore readers by putting it down on paper. Instead I will steer them to books such as Running with Scissors by Augusten Burroughs, Me Talk Pretty One Day by David Sedaris, and now Persepolis is added to the list. Its author was born and raised in Iran, which is an exceptionally eventful and combustible place to grow up, and to do so as a girl has its own unique set of complications and barriers. Satrapi writes from first person perspective as a child rather than an adult recounting her younger days. That puts the reader in the here and now, which for this story I thought was more effective than us looking back with her on days gone by. It makes the typical reader older and presumably wiser in ways of the world than the protagonist. There is charming naivete to her outlook and interpretation of events, because she is only in her early teens. Yet what she goes through and survives in fourteen years or so is far more than someone who finds their way to this gem of a book in a place far less unstable and volatile than Iran. The narrator reveals impactful events to us in matter of fact fashion, such as one day being a student in a co-ed, non-religious bilingual school - the next day a student in an all girls schools with the wearing of veils now obligatory. No need to embellish drama when so much of it takes place. The contrast between the stylistically simple black and white illustrations and the brutal inhumanity of what is taking place is startling - like a pre-school children's book and a Rated R horror flick merged into one. The amount of devastating events that transpire throughout the course of about 150 pages is staggering. Loved ones are introduced on one page, killed a page or two afterwards. The tragedy just keeps coming. Yet we also can't help smiling in certain places as this stubborn, resilient girl puts together a punk rock look, or goes shopping for music by acts we old enough readers remember from the 1980's, scoring posters of Iron Maiden and Kim Wilde that her parents sneak into the country for her as contraband, or when she takes a forbidden puff of a cigarette in the basement and declares herself to have reached adulthood. Regime changes are detailed at a dizzying pace. No matter who is in charge of things during any given period, repression in one form or another is present, as is danger. Permanence is a foreign concept to this Middle Eastern world. Her immediate family is the only constancy, but how long can it last when the only reliable guarantees are sudden change and arbitrary violence? Since we are reading her book, we know that Marjane Satrapi made it out alive. Writing this book probably helped her to emerge emotionally intact. I read Persepolis over the course of a day but suspect that I'll be thinking about it for a long time....more",Notes are private!,0,1,1,"Sep 30, 2023","Sep 30, 2023","Sep 30, 2023",,Paperback,view (with text),/book/show/9516.Persepolis
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,"Grann, David*",0385534256,9780385534253,,359        pp,4.15,"340,195","Apr 18, 2017","Apr 18, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Killers of the Flower Moon: The Osage Murders and the Birth of the FBI is the true story of horrific one-by-one genocide of Native Americans in the USKillers of the Flower Moon: The Osage Murders and the Birth of the FBI is the true story of horrific one-by-one genocide of Native Americans in the USA. This book came to my attention due to the onslaught of attention being given to a movie adaptation coming out in 2023. It is directed by the legendary Martin Scorcese and features Hollywood heavyweights such as Leonard DiCaprio and Robert De Niro to name just a couple of them. So advance notification that the movie is a superb must-see event was unsurprising. Rather than waiting for the film to drop, since the subject matter piqued my interest in a big way, I decided to first read the book by David Grann that it's based on. Killers of the Flower Moon describes a period which came to be known as the 'Reign of Terror' during which countless members of a Native American tribe named Osage came to be murdered. The word ""countless"" is used literally here because so much covering up took place, so little follow up in pursuit of justice occurred, and so much sweeping lives under the rug that were deemed to be inconsequential happened, that it's impossible to know with full certainty how many people were murdered - who the killers in each instance were - and who else was involved to make certain that killings went unresolved. What led to the murder spree was that the Osage were involuntarily relocated to an area of Oklahoma by American Whites who were greedily gobbling up the country until they owned it in its entirety. Turns out that they pushed the Osage on to land with plenty of oil later discovered beneath its soil. So instead of gentrifying the Osage into a ghetto, the Osage were made wealthy. This turn of events being unacceptable to greedy American whites with insufficient moral compass to curb their willingness to kill for money, and because the American government refused to acknowledge the Osage as citizens who deserved the same rights as everyone else, or to at least view them as fellow human beings who deserved to be treated with humanity, a system was set up in which ownership of oil rich land could easily be transferred from Osage to White hands. Only deaths were required to make this happen, and willingness to kill Osage people was not in short supply. Much of the narrative centers on a particular villain responsible for multiple murders - a man named William Hale. He could only get what he wanted with agreement and participation from another White man, Ernest Burkhart, who had married an Osage woman named Mollie. The FBI was a brand new organization at the time looking to establish a foothold towards permanence as an American institution - headed by J. Edgar Hoover. The man with boots to the ground who investigated the string of murders in Osage country was Tom White. White did not fully fit the profile that Hoover was looking for in an FBI agent. However, this particular case did not require a suit and tie office type, but a frontier Cowboy. Securing criminal convictions, even with abundance of evidence on hand, was no easy feat when operating in a justice system built to protect certain privileged people and view others as disposable. But Ernest Burkhart eventually developed enough of a conscience to confess his crimes, and this enabled successful conviction of William Hale was well. I believe this is the portion of the story that the movie adaptation focuses on. That's understandable because it features clear cut lead characters, heroes as well as villains, to focus on. But David Grann's book does not stop there. He continues to investigate and comes to learn that the Reign of Terror took place over a longer span of time than had been thought, and involved considerably more people than William Hale and those in his orbit. There were many more victims, more killers, more enablers, more conspiracy to defraud, more covering up awful deeds so well that justice could never be served and descendants can never receive full closure. Here in 2023 we live in this strange time when censorship and book banning are having a revival due to the efforts of intolerant people on the political right. That's one name for them anyway. Bigots is another. They are against books which focus on marginalized people and point a finger of accusation at those who oppress, which of course is simply continuation of the oppression by method of suppression. If kids don't grow up learning about the horrors of slavery and Jim Crow and homophobia and various other institutionalized forms of intolerance, then the American past is white washed and everything is hunky dory. Or so they seem to believe. To quote one of my favorite memes taken from a TV commercial - ""That's not how this works. That's not how any of this works"". Yet people keep trying and they have made significant headway in the dumbing down of a nation. With this as backdrop, somehow a story like Killers of the Flower Moon manages to find the spotlight. If you are among those who feel that Columbus Day should be eliminated and replaced outright with Indigenous Peoples Day, wait until the exhaustive research of David Grann comes to your attention. If you thought that the worst White Americans did to Native Americans (after all that initial slaughtering) was confining them to tiny sections of this country to still call their own (and perhaps have a casino on), wait until you find out that the slaughter continued on a less grand scale for many more years. First the land is taken, then what lies beneath. Along with the riches generated by the black gold we call oil, what also lies beneath is stated in the book's final paragraph, words spoken by the descendant of a likely victim whose killer was never brought to justice. Mary Jo Webb says: ""This land is saturated with blood."" Then she repeated what God told Cain after he killed Abel. ""The blood cries out from the ground."" I look forward to watching the movie version, even though I suspect that it will tell only a part of the story. Perhaps it will make awful people seem more redeemable than they were. Maybe too much focus will be placed on bad people who perpetrated horrors at the expense at honoring the innocent who were steamrolled. But even if imperfectly told to conform to Hollywood's parameters, what's more important is that greater exposure of hidden atrocities will result. Some people, like myself, will dig deeper than just watching a star studded movie and read the book. Others will dig deeper still, find additional books and research, learn more and more about the evil that men did and continue to do in the process of building this extremely flawed, hypocrisy rich nation. You know what they say about those who do not learn / ignore / reject the truth of history. They doom us all. There's nothing exclusively American History about taking lives to claim land, of course. Just turn on the news to see what's going on in Ukraine or Israel and thereabouts. As a reading experience, I found myself a little less absorbed in the narrative of Killers of the Flower Moon despite its high body count and other fascinating elements than I have been with other true crime books. That is because Grann keeps a certain distance from the proceedings. He makes minimal effort to mimic the qualities of an engrossing novel, probably because of the broadness of scope. The fewer people and locations involved, the more intimately a story can be told. Dozens of principle players means less of a microscopic lens on anyone in particular. So I was somewhat less invested than was the case when I've read books such as Truman Capote's In Cold Blood, or Erik Larson's The Devil in the White City. But that doesn't prevent me from giving Killers of the Flower Moon an enthusiastic recommendation....more",Notes are private!,0,6,1,"Oct 20, 2023","Oct 20, 2023","Sep 29, 2023",,ebook,view (with text),/book/show/29496076-killers-of-the-flower-moon
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Changeling,"LaValle, Victor",0812985877,9780812985870,0812985877,448        pp,3.79,"23,354","Jun 13, 2017","Mar 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 21, 2023",,Paperback,view,/book/show/35863510-the-changeling
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Crook Manifesto        (Ray Carney, #2)","Whitehead, Colson*",0385545150,9780385545150,,336        pp,3.90,"13,332","Jul 18, 2023","Jul 18, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In my  for the last Colson Whitehead book that I read, Harlem Shuffle, I stated that I didn't know what he would cook up for us next but I plannIn my  for the last Colson Whitehead book that I read, Harlem Shuffle, I stated that I didn't know what he would cook up for us next but I planned to be there for it. At the time I did not realize that Harlem Shuffle was not intended to be a standalone title, but part 1 in a series of 3. It had a beginning - middle - end story arc that resulted in a satisfying reading experience given to us from a master at the top of his craft. I have read several Colson Whitehead books. The ones I've enjoyed least are compelling and wonderfully written, and the ones I enjoyed most are among my favorite novels. The man has a gift, and if you haven't read his work and choose not to take my word for it, then perhaps the two Pulitzer Prizes he's won will convince you. In general I am a reader of standalone novels rather than books in a series, with exceptions made to this rule as inspiration strikes. I read multiple Harry Potter titles, for example, although that was largely for my daughter's sake, as they were read aloud to her. I read each of the three books in the Girl with the Dragon Tattoo series, or Millennium series, or whatever you want to call those books by Stieg Larsson, because I was compelled to follow the story all the way through to its end.. Currently I am two thirds of the way through Whitehead's Harlem trilogy, not realizing that I had embarked on a series reading adventure until the second book came out. I enjoyed installment #2- Crook Manifesto. However, I would not say I am quite as fond of it as I was of the novel it is a sequel to. I won't be surprised if I end up loving the third book in the series, whenever it comes out and whatever title it gets, most of all. It will have the advantage of being able to provide a grand finale. Or perhaps Harlem Shuffle, which read to me like a story told in full, will retain its spot as my favorite. The middle title in a 3-book series bears the responsibility of being the bridge between the well drawn set up and the dramatic conclusion. A middle title is informed (and to a degree restrained) both by what came before it and what is planned to come after. If you are reader like me who appreciates when a story he has spent weeks reading feels completed as the final page is reached, then something will inevitably feel a little off about a story that wraps up with a ""to be continued"" vibe. That said, Crook Manifesto draws us deeper into the world of a man named Ray Carney who is half upstanding, business owning citizen of Harlem, USA in the not especially distant past - and half steeped in the criminal element. When we first meet him in Harlem Shuffle, he is working industriously at maintaining balance between the two opposing aspects of his existence. The straight life has a stronger pull on him because it is reputable and safer, the latter being crucial as he is a family man with a wife and children to consider. But crooked life pays a whole lot better and the more Ray makes from illegal activity like fencing stolen jewels, the more he can afford to invest in his furniture store business and other straight ventures. At the start of Crook Manifesto, Ray believes that he has left the criminal lifestyle inherited from his father behind. The crooked and straight are no longer an even split vying for his divided attention. He is a full blown pillar of the community. This phase comes to a rough end when he needs a favor, to acquire a pair of tickets to a Jackson 5 concert. There is no honest way that he knows of to come by tickets to the sold out event that his daughter is desperate to attend. Ray's intent is to merely dip a toe back into the crooked world, but that world tends to grab hold of whatever little bit is put in and absorbs a person fully. The only way back out is doing whatever illicit activity needs to be accomplished until the newest batch of acquired enemies have been either satisfied or vanquished. Along the way we see that some bad guys masquerade as cops, others as politicians and businessmen. Only the most honest among them pretend to be nothing other than themselves. Rather than staying with Ray for the entire narrative, Crook Manifesto timeshares between Ray and Pepper. The latter is fully invested in criminal life, thoroughly dedicated to resolving matters through violent means when often necessary, a guy who is useful to have on your side and deadly to be up against. Think of Easy Rawlins' sidekick Mouse in Walter Mosley books like Devil in a Blue Dress as a comp. I enjoyed the portions of Crook Manifesto that focused on Pepper's exploits while leaving Ray behind for a while, but it made the story feel a little disjointed. A book that's about Ray becomes one that's about Pepper until it decides to be about Ray again. Nevertheless, a somewhat disjointed bridge book in a series still makes for a better read than a great many other novels - if such a tale happens to be written by someone as talented as Colson Whitehead. I look forward to the third installment in this series, and to my next book which for sure will be a standalone title, and to whatever Colson Whitehead gifts us with once he's done telling his 3-volume Harlem tale....more",Notes are private!,1,7,1,"Aug 15, 2023","Aug 15, 2023","Jul 18, 2023",,Hardcover,view (with text),/book/show/61812836-crook-manifesto
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Kate Vaiden,"Price, Reynolds",0684846942,9780684846941,0684846942,306        pp,3.90,"1,525","Jun 23, 1986","May 29, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 05, 2023",,Paperback,view,/book/show/13042.Kate_Vaiden
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Timeline,"Crichton, Michael",0099244721,9780099244721,0099244721,489        pp,3.87,"206,538","Nov 16, 1999",Jun 2000,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Timeline is a novel about time travel, and for me it was a time travel reading experience. By that I mean that once upon a time, that time being the 1Timeline is a novel about time travel, and for me it was a time travel reading experience. By that I mean that once upon a time, that time being the 1980's and 90's, Michael Crichton was one of my go-to authors. As I reflect back on my earliest adult novel reading days, I recognize that I tended to be drawn to big shot Best Seller authors. Throughout high school and then college where I majored in English at NYU, the books I read for scholastic purposes were classics from the literary canon. Mostly dead white men. For my leisure reading, I gravitated to household name hotshots of the publishing industry. These authors presumably made out quite well for themselves since we're talking about an era prior to cable television, incredibly realistic video games, and the internet. A period when books were pretty high up on the entertainment hierarchy, and prolific authors of the most popular ones were selling a great many copies. E-books hadn't been invented yet, audiobooks to my knowledge were not super popular yet, so print was king and reading ink on paper was a leisure activity with far less competition than is currently the case. As with the classics from English classes though, I still tended to end up reading novels by white men. But they were still alive and cranking out new titles seemingly as quick as I could read them. In my regular rotation were the books of Sidney Sheldon (who was a favorite author of both my mother and myself), Robin Cook, Stephen King, Joseph Wambaugh, Harold Robbins and Michael Crichton - all writers of popular fiction. I took a pass on Danielle Steele and Jackie Collins, thinking that their books would not contain enough testosterone for my taste. As I grew older I started pulling away from blockbusters comprising the majority of my reads and gravitated more towards literary fiction. This isn't to say that I read only literary fiction these days, or only non-genre books. Life is too short to confine one's self to a single section of the bookstore or library, so I read a little bit of many types of literature. Some books will be literary fiction, some will fall neatly into a genre, some will end up atop Best Seller lists, some will be books that failed to make their authors rich and famous. Of course these days if your name isn't JK Rowling or James Patterson or a small handful of other extremely privileged authors, chances are that you aren't splitting time between multiple mansions, but merely living a comfortable existence when not putting yourself through the hell of the writing process. Reading has not quite become a lost art, but when the phone in your hand is capable of providing such a wide variety of amusements, the book has its work cut out for it to grab short attention spans. Of the authors I used to return to book after book back in the day, Stephen King is one I have read relatively recently. Another author from back then who stood the test of time is John Irving. But the others remained in my rear view mirror. The Michael Crichton books that I enjoyed when wearing a younger man's clothes were Jurassic Park, Congo, and Rising Son. And there were more Crichton stories that I skipped reading and went straight to the movie. Timeline is one of his books that unsurprisingly was made into a film. The man had the Midas touch when it came to addictive storytelling. Unfortunately, I cannot say that I particularly enjoyed Timeline. It's about a small group of historians who end up being able to study the past in an unexpected way when they are sent back into it. I won't bother trying to describe the pseudoscience that a fictional tech company has secretly developed, except to say that it involves the multiverse in a way much less weird than Everything, Everywhere, All at Once - plus the once miraculous seeming and now rather quaint activity of yesteryear called faxing. The characters in Timeline are too unmemorable to bother naming or describing. Suffice it to say that they go back to the 1300's to bring back a member of their team who preceded them and didn't return. Once they're zapped to the distant past, the rest of the narrative is basically a drawn out action sequence. For page after page the protagonists are either being chased or else involved in a sword fight before going back to running for their lives. Meanwhile in the present, the time travel technology is damaged in an accident. Technicians race to fix it in time to bring the historians, if they survive their adventure, back to the modern world. I was not on the edge of my seat. In large part this was because I didn't really care about any of the characters. As for the guy in charge of the technology company, of course he's a greedy jerk who is far less interested in who happens to live or die than in eventually monetizing the miracle machine. Bringing the past (specifically ferocious dinosaurs who roamed the earth) into the present intrigued me more as a premise in Jurassic Park than did bringing people from the present into the past as takes place in Timeline. In large part that is because dinosaurs are really cool so a book that provides them is way cooler than one which does not. But another part of the equation is that I am not the same reader that I used to be. Had I read Timeline around the same time as I read other Crichton books along with blockbuster page turners in the 80's and 90's by authors like Sheldon and Cook, would I have enjoyed it considerably more than the 2023 version of myself? Maybe. Or maybe I should stick with my current go-to author of blockbusters, Dan Brown. Some writing ages better than others. I picked Timeline up at a bookstore that I visited while on vacation on Long Beach Island. Upon seeing Crichton's name on the cover, a wave of nostalgia urged me to take a trip back in time. Timeline didn't do it for me, but your own reading experience may differ. If I ever watch the movie, I wouldn't be surprised if it's one of the infrequent occasions where I prefer the film to the novel since it is such a visual story. The book does feature a scattering of drawings throughout to help readers visualize the setting, for what it's worth. If time travel is one of your favorite tropes, Timeline may be a book for you. But if you want my time travel story recommendation, I would suggest reading Octavia Butler's Kindred or rewatching Back to the Future instead. The former finally made it to the screen recently and the latter is now on Broadway. What a time!...more",Notes are private!,0,2,1,Sep 2023,Sep 2023,"Jun 21, 2023",,Mass Market Paperback,view (with text),/book/show/7669.Timeline
