,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Jeanette's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
957,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,If I Had Your Face,"Cha, Frances*",0593129466,9780593129463,0593129466,288        pp,3.75,"51,360","Apr 21, 2020","Apr 21, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Whew! And not in a good way. Not for me.The first half was 3.5 stars. Venal, viscous, manipulative salon room women and ""friends"" of contemporary SoutWhew! And not in a good way. Not for me.The first half was 3.5 stars. Venal, viscous, manipulative salon room women and ""friends"" of contemporary South Korea. It absolutely does put you into another world. And it is a confusing world too as time frames and names are numerous. Both. It reminds me of entire world building criteria in sci fi or fantasy. But it sure is not.The second half is barely a 2 star so it was hard to rate in the overall. This kind of cultural and value barrier is difficult for me to either enjoy or to evaluate. Plastic surgery and much else of logistics for this time of place become on the whole more and more off-putting to be frank. Self identity is almost annihilated in these woman. All the narrators held huge flaws or lacks, IMHO. 4 woman. And their associates.I don't think I will be tempted to read any more of hers. Soulless men and women playing who is the most ""cool"" power games. But mostly all is strictly pitiable. Misery's face.I did read the acknowledgement. It was long and detailed- she (Cha)seems SO different than the people she writes?...more",Notes are private!,0,5,1,May 2021,"May 04, 2021","Apr 29, 2021",,Hardcover,view (with text),/book/show/52696537-if-i-had-your-face
958,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Icebound: Shipwrecked at the Edge of the World,"Pitzer, Andrea*",1982113340,9781982113346,1982113340,320        pp,3.73,"2,253","Jan 12, 2021","Jan 12, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This takes some time to read. It is filled with detailed maps upon each of the 3 journeys. They helped me understand the various logistics immensely aThis takes some time to read. It is filled with detailed maps upon each of the 3 journeys. They helped me understand the various logistics immensely and they were 5 stars.Overall I think this non-fiction study of the explorations by Berants from these last years of the 16 century was a full 4 stars. But that doesn't mean that reading it was a clear flow. There are 100's of minutia details about people, history of their emerging nations (especially the Dutch) and other navigating criteria per section. So to understand even portions of their goals and context mindset upon ships meetings and various time spans is difficult in the extreme. This book took me about 5 times longer to do for its length than an ""average"" non-fiction read for me.The challenge was worth the effort. I knew about other explorers far, far more than this era, far North location, or this crew. I can't imagine the intrepid factors or bravery in their records. With such lacks of knowledge in not only location and distances but in ""normal"" weather patterns. But I did get real sick of reading about polar bear attacks and killing various species with/while a shipmate was being eaten. And also the clothing! I can't imagine wearing such clothes in this environment. Be warned- the violence to survive and dominate is HERE. Sami descriptions to real quoted copy- it's harsh reading.There are some remarks at the end of this book that I have researched and which are slanted- not at all entirely correct. A recent ship reality, just within the last 2 to 3 years of icebound disasters have occurred. Not only in this region either. This book will not be for most 2021 readers, IMHO. The sensibilities are not close to the period we live within now. But you can very well comprehend why, how the Dutch created an economic and world dominate hegemony following this exact period. Not only trade and money domination either but huge technical advancements and not only within ship building help accomplish one of the few economic hegemonies world history has experienced....more",Notes are private!,0,19,1,"Apr 27, 2021","Apr 30, 2021","Apr 27, 2021",,Hardcover,view (with text),/book/show/54304238-icebound
959,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Divining Women,"Gibbons, Kaye",0060760281,9780060760281,0060760281,205        pp,3.56,"1,394","Mar 22, 2004","Jul 05, 2005",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Less said the better. Strange book filled with nasty, quirky mores. Stereotyped bad guy husband with a depressive answered ending. Mary didn't bridge Less said the better. Strange book filled with nasty, quirky mores. Stereotyped bad guy husband with a depressive answered ending. Mary didn't bridge the pieces in her own character to make the novel a whole. Some continuity became totally loss at least twice.Loved some of hers but this was definitely not one. ...more",Notes are private!,0,7,1,"May 06, 2021","May 08, 2021","Apr 25, 2021",,Paperback,view (with text),/book/show/179127.Divining_Women
960,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Virtuous Woman,"Gibbons, Kaye",0375703063,9780375703065,0375703063,165        pp,3.69,"25,161","Apr 30, 1989","Nov 05, 1997",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Harsh dialect and intense characterizations. I really truly wanted to give it 3 stars for the carved and at times intrepid voices but the entire life Harsh dialect and intense characterizations. I really truly wanted to give it 3 stars for the carved and at times intrepid voices but the entire life pictures drawn were too bleak and against any logical love or spousal core affections and common sense protections of each other. So I just cannot. I loved her ""Charms"" novel and a few others of her prose materials, even the shorty ones I have read previous to this one- but now I am finding the ignorance and abuse factors just dominant. And not in a learning way, IMHO.It's a slice of life. Thank God, despite some true meanies I have met along the way- not mine. All the joy you could get from this story would fit into a touch DNA sample with room left over.Life is short and far too precious. Others grab the irony and humor out of this set of relationships. I just find them incredibly sad. Wasteful. And the entire perceptive quality of the prose was cored to the negative....more",Notes are private!,0,8,1,"Apr 27, 2021",May 2021,"Apr 25, 2021",,Paperback,view (with text),/book/show/5158.A_Virtuous_Woman
961,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ellen Foster,"Gibbons, Kaye",0375703055,9780375703058,0375703055,126        pp,3.79,"30,991","Jan 21, 1987","May 03, 1990",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"After I was no more than a fourth of the way through this shorty I remembered that I had read it before. Many years ago. Also remembered that there waAfter I was no more than a fourth of the way through this shorty I remembered that I had read it before. Many years ago. Also remembered that there was a movie made out of the book too. It's filled with a ironic humor and intrepid spirit. It was and is prime Hallmark Movie patterned- it was perfect for the film.Southern brand of a Dickens catastrophe ""orphan"" but this one is far more interesting in surroundings and attitude. Both. It was a debut novella length and I think it is overrated, but it is very good. Truthfully I like most of her other novels much more. But this one is highly effusive and sets the emotions off far easier....more",Notes are private!,0,5,1,"Apr 28, 2021","Apr 29, 2021","Apr 25, 2021",,Paperback,view (with text),/book/show/277397.Ellen_Foster
962,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Unfit Heiress: The Tragic Life and Scandalous Sterilization of Ann Cooper Hewitt,"Farley, Audrey Clare*",1538753359,9781538753354,1538753359,304        pp,3.64,"1,472","Apr 20, 2021","Apr 20, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 stars and has included research. Sad tales all around upon sterilizations and in this particular case done on a woman without her own knowledge th3.5 stars and has included research. Sad tales all around upon sterilizations and in this particular case done on a woman without her own knowledge that it will occur. She thought she was having her appendix removed. I couldn't round it up because of what was NOT included in this book. And that is the wide spread of other eugenics theory and practice at the times of these centuries. It includes several, maybe all, that back one slanted (IMHO) theory (2020/21 era perceptions)to the role eugenics played without giving you the wider medical practice states and picture of the reality of those times. Also it rather conflates the issue to bad/bad in one sense and ""not so bad"" in the others as to birth control and abortion. Which mostly arising from eugenics enthusiasts and movements such as Sanger led. And how that plays out now with the racial balance of aborted babies in 2021 so skewed too. That reality of data is very relevant to this topic. Essentially so.What about how /why/ for most entire medical practices of all kinds- were doctors given authority to operate? I believe in this guise you need to relate that wider context. Doctors had far more leeway in all kinds of life altering treatments then, not just on the OB/GYN. All practice pressured or performed at these times is assumed by the author to be race or class based or for convenience of the family person in power (like that gold digger mother). It wasn't. And even in my own lifetime it was common practice not to tell a patient the most dire news they could hear. So many, many scenarios played out in treatments and in placements that were NOT of the patient choice or knowledge. Most cancer deaths I knew before I was 40 years old myself- those people were never told they had cancer.Mental illness operations and ""cures"" etc. etc. Yes, eugenics also focused on going ""toward"" a better supposed future, but it also was done with supposedly empathetic and supportive ""feeling"" proponents. This doesn't give enough sense and nuance to how the ""help"" so guised in glory, like Sanger and other ""liberators"" really were not so compassionate at all. ...more",Notes are private!,0,6,1,"Apr 23, 2021","Apr 27, 2021","Apr 22, 2021",,Hardcover,view (with text),/book/show/54817567-the-unfit-heiress
963,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"At Any Cost: A Father's Betrayal, a Wife's Murder, and a Ten-Year War for Justice","Rosenberg, Rebecca*",1250264553,9781250264558,1250264553,304        pp,4.14,"1,091","Apr 06, 2021","Apr 06, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This case (in every procedural context) become super long in the nearly 10 years that it took to bring this murderer to justice. And during that entirThis case (in every procedural context) become super long in the nearly 10 years that it took to bring this murderer to justice. And during that entire time he continued to play his tricks, foist disaster in lawsuits, incriminations, slanders against others. No more so than to the parents (his very own) and the in-laws who either had custody or wanted to visit or had prime life decisions for his two children. The man was utterly despicable in the torrent of misery he left in his wake. Not only the murder of his wife as onerous and horrendous as that betrayal was.I read maybe 6 to 10 true crime surveys per year. This one truly took the cake. Most detailed, tremendous level of Manhattan lifestyle and lodging criteria all the way to school tuitions for 5 or 9 year olds that are each more than the national family income in other realms of the USA. But it wasn't JUST the detail. It was also the histories of these people. Most especially Shele. It was done quite well with credible nuance too for all the Orthodox Jewish faith, tradition and practice in their lives.I will remember this read. Because the daughter's (Anna) reaction is so outlier. She still talks with and is influenced by this man. Unbelievable to me. The act he directed her to accomplish at 12 was literally stomach turning. It's so parent/child cross the line evil that I can't even describe it for context understanding here in . It makes the sex abuse charge against the grandfather look like a parking ticket. All made up in Rod Covlin's ""usual"" cascade of tricks and accusations. I would think that all contact would be much better to end entirely with this man. Biological father or not.4.5 stars. Psychological slants are good but not worth the extra .5 star to round it up. If there has ever been a case for evil void from the crib- it's this man's. Regardless, the entire collapse and bankruptcy to denigration he caused in his parents' lives! They should have never been as vindictive to Shele's parents. Terrible, terrible decisions and a sick and brutal man. He's psychotic and I sure hope he never gets out of prison. The 23 hour isolation regard is also extremely justified....more",Notes are private!,0,18,1,"Apr 21, 2021","Apr 23, 2021","Apr 21, 2021",,Hardcover,view (with text),/book/show/53137994-at-any-cost
964,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Cure for Dreams,"Gibbons, Kaye",,,B00DCER216,182        pp,3.80,"2,349","Jan 03, 1991","Jan 03, 1991",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Slices of life in rural Virginia which I thoroughly enjoyed. Women of home places during the first half of the 20th century and primarily in depressioSlices of life in rural Virginia which I thoroughly enjoyed. Women of home places during the first half of the 20th century and primarily in depression lacks. Honesty to crass words to valor. Work and card time within every day patterns and extremes. Loved the particular dialect and flavor. Every bit. No remnant was boring to me and no detail staid or flavorless. Betty lived nearly an antithesis for my own style, place and time period of community. Yet that didn't stop at all my thorough embedding to her women role modeled world. Gibbons made me remember happy, simpler times within other dynamic perceptions than those of our stereotyped present 2021 inclusions and exclusions. It will be a joy to read her others....more",Notes are private!,0,8,1,"Apr 20, 2021","Apr 24, 2021","Apr 20, 2021",,Kindle Edition,view (with text),/book/show/20621230-a-cure-for-dreams
965,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Charms for the Easy Life,"Gibbons, Kaye",0060760257,9780060760250,0060760257,272        pp,4.02,"12,689",1993,"Jul 01, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Easy read period piece in the Raleigh region of N.C. during the first 4 to 5 decades of the 20th century. Ironic that I seem to be having an entire slEasy read period piece in the Raleigh region of N.C. during the first 4 to 5 decades of the 20th century. Ironic that I seem to be having an entire slew of dozen books or more all in the 1930's right now. And I can't remember a time when so many read happened to fall right then. But possibly it is because WWII fiction has exploded into so many directions? Well, I like Art Deco much better. LOL!Regardless, this is a character driven read and the grandmother is legend. The doctor who never went to medical school until after she has practiced for 40 years. And her daughter and granddaughter are well carved. Excellent composite read for the periods of lack in the small towns there, as well.Ironic too that I just read some non-fiction upon eugenics and medical practice of those 1900-1950 periods in real law/ court case angles. Doctors did far, far more individual practice and methods of ""better"" then. They did even later when it was more regulated. This was written before the blame games got so central stage to all perceptions. But at any time or period I would have enjoyed the pragmatism and moral values of Charlie Kate and her offspring.I'm also fully on her page into the century since- of knowing a man in various situations of every ilk and not just for the parties- before. And even after congeniality- it is best to keep him waiting.I think she could have gotten the finger attached too, if the knife hadn't been serrated that did the damage. She never seemed to mind that she had controlled and dictated the offspring's lives either. Or second guessed her rights to do so, even once. That today would be probably given some personality disorder nomenclature. And it would have been dithered about in pondering for 45 pages.Excellent and entertaining read. Mr. Baines was worth the wait....more",Notes are private!,0,4,1,"Apr 27, 2021","Apr 28, 2021","Apr 20, 2021",,Paperback,view (with text),/book/show/15796.Charms_for_the_Easy_Life
966,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Good Sister,"Hepworth, Sally*",1250120950,9781250120953,1250120950,309        pp,4.16,"180,199","Oct 27, 2020","Apr 13, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a true 3.5 star read. Much better than some of the masses of stuff that is out in this genre for the last 4 or 5 years. Twins again too. But rThis is a true 3.5 star read. Much better than some of the masses of stuff that is out in this genre for the last 4 or 5 years. Twins again too. But regardless of the prose skill being above average and the wit in parts just excellent, I can't round it up. Why? Because the premise although plausible was for me just too quirky but also ""off"" from the beginning. Unreliable.As soon as it got heavily into Fern's sensory issues and core of introvert separations, I was dubious. The distractions along the way I didn't fall for at all. Especially when I read eventually about the Mom in the present sense. It also was not paced evenly- with the first 2/3rds being extremely slow and romance film super frivolous at times.I've not read her before and would read her again. But this one is good. Absolutely wonderful skill to do characterizations that make you stop and reread. As she did that library staff. That was all the way to 4 or 4.5 star.No spoilers. Most of the people reading this will probably give it very high marks for the duplicity factors. I didn't enjoy reading about the Mom behaviors as explained in the flip-flopping discourses.Her similes and metaphors and trivia detail are savvy excellent. That's not common in this genre whatsoever....more",Notes are private!,0,7,1,"Jun 18, 2021","Jun 25, 2021","Apr 20, 2021",,Hardcover,view (with text),/book/show/53137974-the-good-sister
967,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Killing the Mob: The Fight Against Organized Crime in America,"O'Reilly, Bill*",125027365X,9781250273659,125027365X,292        pp,4.25,"11,921","May 04, 2021","May 04, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is enthralling. Even if you knew much or lived through most of this period of the 20th century- the research! So much information I did not know This is enthralling. Even if you knew much or lived through most of this period of the 20th century- the research! So much information I did not know too. And I have one other book yet to read on Vito and Lucky's competition yet. Do you call it competition?Regardless, the history itself is a terrific read for history buffs. I never knew the extent of WWII and Mussolini on the entire formation and direction process. Nor yet how within our invasion of Sicily during the war the Mafia was used by our security forces. And ALL types of compromises, agreements and semi-pacts were made to aid the Allies victory. Nor not the only times our own government (USA) made crooked clandestine deals. They (non-elected all) FBI/CIA/NSA are as corrupt as the criminals. Still are. And probably lie more. Did then, do presently.Great read. This brutality and viscous extortion, murder etc. didn't end in 1980. But this is the relating of the ""old style"" origins, paths, and bigger movers during the times listed. The photos were all 5 stars. It also holds one of the best quotes on Sicily I ever read. Nothing could be truer.""Sicily is the largest island in the Mediterranean Sea, occupied over the centuries by Greeks, Romans, Arabs, Normans, and Vandals. Sicilian locals have survived this history of intrusion and subjugation by forming an extremely tight-knit society. Outsiders are not welcome. The warm climate and simple agricultural lifestyle of the island hides the fact that little about daily life in Sicily is known to anyone but those who actually live there.""O'Reilly writes in that present tense romping style. Hate or love it, it does put you there factually and emotively. Good information all around and lets you fully know how much of Mafia business and growth was, IMHO, allowed and sustained by our own get along to go along for their own purposes 20th candidates/ elected politicians. Not to speak of unions and their bosses too. JFK was probably set up as he was because he didn't want to play ball with some issues of blind eye and Robert was mixing where he shouldn't. O'Reilly doesn't believe this. I've read enough to doubt that O'Reilly is correct on that one. Oswald was aided in more ways than through Russian operatives, if only by the absence of the usual protective ""eyes"" to the prizes that would notice and ""be there"".But O'Reilly always gives excellent information of afterwards in his footnotes and asides too- which let you know the principle prime characters' ""answers"" or ""outcome replies to accusations in real time"". I like that here- its form is opinion where opinion belongs within a published history. And yet gives a voice to the core personality of the exact situation/ time to speak for themselves. The rest is event reality and process of real life dates etc. And not at all much ""interpretive"" as our present slanted bias news constantly is. And usually there are photos of each period/individual/ group happenstance. I did wish there were more of the Cuban Mafia prime period photos and the early days of the Flamingo /Las Vegas days too....more",Notes are private!,0,16,1,"Jun 30, 2021","Jul 10, 2021","Apr 19, 2021",,Hardcover,view (with text),/book/show/55857470-killing-the-mob
968,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Big Little Lies,"Moriarty, Liane*",0399587195,9780399587191,0399587195,460        pp,4.31,"1,005,943","Dec 25, 2014","Feb 07, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I never wrote a  after I read it because I was away and it didn't make any positive impression to be truthful. But I did see the 1st season of tI never wrote a  after I read it because I was away and it didn't make any positive impression to be truthful. But I did see the 1st season of the tv series and that came alive from the plot structure context. Absolutely the best work of hers I have read. Since this read- I tried at least 3 others and never finished 2 of them. She writes gossip mongers pretty well. Not a fan....more,Notes are private!,0,15,1,not set,not set,"Apr 16, 2021",,Paperback,view (with text),/book/show/33516773-big-little-lies
969,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Unseen World,"Moore, Liz*",0393241688,9780393241686,0393241688,451        pp,4.11,"17,010","Jul 26, 2016","Jul 26, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 stars. I cannot round it up despite the literary skills.. Although often wordy, nerdy rather than warm, some latter parts just never felt like a w3.5 stars. I cannot round it up despite the literary skills.. Although often wordy, nerdy rather than warm, some latter parts just never felt like a whole with the first half.My enjoyment after that half way point was barely a three. Dozens of reasons. Not the least being both time switches and voids during years not spoken for or in ways circumvented to numerous BIT lab or house place characters.She is an about average writer. But being truthful I feel she also almost always cores on consistently morose perceptions. She does here, in my opinion. These people were not favorite types in most ways to me regardless. Cold. It was nearly impossible for me to embed after the half way point. Not only because of length. Mostly large brains with much less loyalty or senses of spirit? Soulless in that bond of their aspects or most loyalties. Liston kept me reading.I liked Long Bright River better....more",Notes are private!,0,12,1,"Apr 19, 2021","Apr 24, 2021","Apr 12, 2021",,Hardcover,view (with text),/book/show/26530317-the-unseen-world
970,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hades, Argentina","Loedel, Daniel",0593188640,9780593188644,0593188640,294        pp,3.75,"1,375","Jan 12, 2021","Jan 12, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 stars but I can't round it up for any enjoyment or even resolution. Prose is revealing and soulful while at the same time it cores a touch of arti3.5 stars but I can't round it up for any enjoyment or even resolution. Prose is revealing and soulful while at the same time it cores a touch of artistic meandering excellence. But the flow seems to be my problem. I can't get entire sections except for the pain. Maybe that's my own problem? I'm sick of all the political venal viscous vindictive ""other"" posited as worthy under any form. True believers of every ilk! Not anywhere near my favorite type of read this category of guilt angst. Aftermaths of past sacrifices and duplicities....more",Notes are private!,0,8,2,not setnot set,not setnot set,"Apr 12, 2021",,Hardcover,view (with text),/book/show/52644994-hades-argentina
971,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Three Wishes,"Moriarty, Liane*",,,,388        pp,3.78,"141,811",2003,"Oct 13, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"No ratings because I only got to about 52%. It's not a bad book but just too much of the same thing. I got that far after about 6 or 7 returns to it. No ratings because I only got to about 52%. It's not a bad book but just too much of the same thing. I got that far after about 6 or 7 returns to it. The triplets are different and not uninteresting but I just don't care about any of them. It's just too modern rote, generic same circle of issues for me to stay interested. Even if I got to the end, I couldn't proceed to more than 2 stars. Big Little Lies was way better....more",Notes are private!,0,5,1,"Apr 07, 2021","Apr 16, 2021","Apr 07, 2021",,Kindle Edition,view (with text),/book/show/34594414-three-wishes
972,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Meeting of the Mustangs,"Kennedy, Cathy*",1310122768,,B00ZQ4PAAU,80        pp,4.06,47,"Jun 07, 2015","Jun 14, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Easy read YA level. Simple animal eyes take of a wild black mustang colt. Lovely dessert treat. Short and a little sassy with kindness rewarded.,Notes are private!,0,5,1,"Apr 05, 2021","Apr 12, 2021","Apr 05, 2021",,Kindle Edition,view (with text),/book/show/29209510-meeting-of-the-mustangs
973,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Done Gone        (A Hannah Ives Mystery, 18)","Talley, Marcia*",0727890220,9780727890221,0727890220,192        pp,4.02,42,unknown,"Apr 06, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Cozy of cozies. It's just what I expected. The plot was better than average. I have never read this series before. Hannah is such a ultimate paragon tCozy of cozies. It's just what I expected. The plot was better than average. I have never read this series before. Hannah is such a ultimate paragon that I find as much as I like the real suburbia- she is just a bit too much over the top efficient and wisely bountiful of friendship to/for my taste. Not that the spirit isn't there. Just not my brand. And I do much appreciate the prose flow of tasks instead of gross or vile epitaphs per page. Which I've come across frequently. 3 in a row nasty and rather sick abandoned DNF drops is nearly a record for some years. Not this. This one is the opposite. Almost too nice....more,Notes are private!,0,3,1,"Apr 05, 2021","Apr 06, 2021","Apr 05, 2021",,Hardcover,view (with text),/book/show/55421668-done-gone
974,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,W-3,"Howland, Bette",0670748633,9780670748631,0670748633,206        pp,3.67,386,"Aug 29, 1974","Aug 29, 1974",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was no easy time in Chicago. Early 1970's were difficult. And this memoir represents a narration for a 1st person experience by a woman sequesterThis was no easy time in Chicago. Early 1970's were difficult. And this memoir represents a narration for a 1st person experience by a woman sequestered to a mentally ill ward part of it. Right away I knew it was University of Chicago from the gargoyles/ Gothic she described. Yes, IMHO, it's worse ghetto around it now. Others disagree. Good Thai food does not equal ""good"" safe neighborhood normal to me. This is a dark, oppressive read. I don't really recommend it unless you want to know what W-3 life is about in detail. Mentally ill with other mentally ill in morning rounds to tray time hijacks. The constant fight for clothing. It was NOT that different at other hospitals I have worked in or nearby to this era either. Little Company had the same ""get some clothes over there"" problem. Still might. That's why you end up seeing patients wearing shorts and t-shirts in January. You mainly come in and don't get to know ahead of time to pack a bag.It's anxious sad and very real. The writing is a 5 for accuracy and tone/feeling/nuance context. I just now read the low rated s, a few of them. This is NOT about why they are hospitalized or what each mental illness contains or becoming ""fixed"" or given prognosis information at all. It's about her (Bette Howland's) personal experience of comprehension for the time she witnesses what she witnesses and experiences in 1973.It was reprinted with an excellent Introduction. Usually I do not read those but this time I did. It is not overlong, and gives you a better picture for emotive cognition and pure logical sense or physicality for/of Bette Howland....more",Notes are private!,0,7,1,"Apr 05, 2021","Apr 09, 2021","Apr 05, 2021",,Hardcover,view (with text),/book/show/2854498-w-3
975,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Killing Kind,"Phelps, M. William*",1617734454,9781617734458,1617734454,416        pp,3.90,886,"Jan 01, 2014","Jun 24, 2014",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"He (Phelps) is just too unorganized with all the material for this case, IMHO. Pics for the deceased and other family members and law officers photos He (Phelps) is just too unorganized with all the material for this case, IMHO. Pics for the deceased and other family members and law officers photos were the best part- over 3 stars. But the rest of this is too tangent and with massive amounts of sideline to the pivots and crux factual murders. A terrible event with each woman and a merciless perpetrator. Phelps can gather all the info in research quite well- but is not a honed enough writer to sequence or associate all of that criteria obtained. Repetition is over the top appalling in its redundancy....more",Notes are private!,0,6,1,"Apr 03, 2021","Apr 05, 2021","Apr 03, 2021",,Hardcover,view (with text),/book/show/18596460-the-killing-kind
976,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Quiet Boy,"Winters, Ben H.*",0316505447,9780316505444,0316505447,438        pp,3.51,"1,631","May 18, 2021","May 18, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This despite loving the Last Policeman series by Winters is a DNF for me.The plot twists are so confusing and the court scenes just too obtuse for me This despite loving the Last Policeman series by Winters is a DNF for me.The plot twists are so confusing and the court scenes just too obtuse for me to slog through any longer. I got past all that but still can't find the thread of where these characters continue.The premise is excellent, quizzical and it's me and this style that clash. Half the time I don't know what Shenk the pronoun refers to or about a fourth of the time who is even talking. They are all so glib and after returning to the book to try again too many times, I just give up. This is the second of his books I have DNF as a result. I don't think I can embed into his snark think language or something. Also his continuity is such that I can't follow it. Others seem to be able to do this. So on to another. I have thrown in the towel. Truthfully though, I don't believe any of these main characters would make it within any decent serve and protect police system or law courts. Bureaucracy doesn't have the patience either- nor does it wait for your context understanding. ...more",Notes are private!,0,7,1,"May 19, 2021","May 28, 2021","Apr 01, 2021",,Hardcover,view (with text),/book/show/53369480-the-quiet-boy
