,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Edward's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
629,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This is Not a Novel,"Markson, David",0956107338,9780956107336,0956107338,174        pp,4.03,"1,504","Mar 01, 2001","Jan 01, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"In which Markson engages in a Calvinoan attempt to avoid writing a proper novel. But the outcome is actually quite compelling reading, for those with In which Markson engages in a Calvinoan attempt to avoid writing a proper novel. But the outcome is actually quite compelling reading, for those with an interest in literary history. And in the cascade of random facts and musings, he does manage to string together something of point, if not a narrative. This Is Not A Novel is a contemplation of the nature of art, and the legacy of the artist. It is an attempt to understand and rationalise death and disease - its randomness and inevitability - by a writer who had spend a significant portion of his career living beneath its shadow....more",Notes are private!,0,19,1,"Feb 10, 2018","Feb 10, 2018","May 24, 2016",,Paperback,view (with text),/book/show/8853169-this-is-not-a-novel
630,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Centaur,"Updike, John",0449912167,9780449912164,0449912167,304        pp,3.70,"4,721",1963,"Aug 27, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,0,not set,not set,"May 16, 2016",,Paperback,view,/book/show/85384.The_Centaur
631,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,High-Rise,"Ballard, J.G.",0871404028,9780871404022,0871404028,208        pp,3.61,"33,097",Nov 1975,"Apr 16, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really enjoyed High-Rise. There's something elusive about it: at times it's a somewhat heavy-handed commentary on class division and the nature of mI really enjoyed High-Rise. There's something elusive about it: at times it's a somewhat heavy-handed commentary on class division and the nature of modern life; at other times it seems simply to unashamedly revel in filth and gore and human depravity. Ultimately I think it's an expression of base human nature, and the atavistic desire to revert to some primal state if given even the slightest excuse. Things begin to decline almost immediately for the inhabitants of the high-rise, very quickly going from bad to worse, and eventually deteriorating into the downright macabre. What is interesting is that the residents are complicit in all of this. They absolutely crave the destruction of the mundane social order; they hasten its downfall and they conspire to conceal it from the outside world. This silent complicity is the brilliant surrealistic key to the whole thing. It breaks with reality but it allows the high-rise to develop independently - a microcosm - without the need of a contrived plot point to isolate it from the rest of civilisation.High-Rise does have its flaws, especially if the reader insists on realism (I'm sure many will constantly be asking, ""why don't they just leave?"" - but this is missing the point). In my assessment, its flaws are more an artifact of the premise itself - they are environmental constraints - rather than any failure in the writing. Just accept the rules of the game and let the whole thing unravel - it's a beautiful piece of writing....more",Notes are private!,0,10,1,"May 29, 2016","Jun 02, 2016","May 16, 2016",,Paperback,view (with text),/book/show/12331767-high-rise
632,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Castle,"Kafka, Franz",0141197552,9780141197555,0141197552,280        pp,3.94,"62,695",1926,2000,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Have you ever seen a promising sketch comedy routine with a great premise, but then after a couple of minutes you realise that they couldn't come up wHave you ever seen a promising sketch comedy routine with a great premise, but then after a couple of minutes you realise that they couldn't come up with a punchline, and so instead they are just going to keep repeating the premise and hope that does the trick?I'm going to expose myself here: Kafka is vastly overrated. I believe that people see layers and meaning in his writing that simply aren't there. They give him way too much credit. The Castle is not some grand metaphor about some larger, elusive and ethereal concepts (let the academics debate what exactly these may be). His writing is clear, simple and unremarkable. In The Castle (and also The Trial and The Metamorphosis), Kafka begins with an interesting premise, and then challenges himself to continue the story. He writes according to whim; he records what momentarily entertains him; he writes without constraint, but he clearly writes for the amusement of himself -the writer - and not with any consideration for the reader or the finished product. He loves to write, but he loves only the immediate experience of writing - the act of discovery and creation itself. There is no destination, no larger point, no overarching parable. There is only frantic exploration on the micro level. People go to great lengths to explain away the flaws of this book, in order to proclaim it a work of genius, but I'm just not buying it. Kafka asked for this novel destroyed after his death, and with good reason: it's more of a creative writing exercise than a novel. There's a common misconception that Kafka's death prevented him from finishing The Castle, and if he had only held out a bit longer, he would have been able to finish it, and it would have been one of the greatest books of all time. Well, sorry to burst your bubble, but Kafka stopped writing this two years before he died. Even he saw it for what it was....more",Notes are private!,0,33,1,"May 09, 2016","May 17, 2016","May 09, 2016",,Paperback,view (with text),/book/show/10641673-the-castle
633,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Big Green Tent,"Ulitskaya, Lyudmila",0374709718,9780374709716,0374709718,576        pp,4.06,"4,046",2011,"Nov 10, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 06, 2016",,Kindle Edition,view,/book/show/22253665-the-big-green-tent
634,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Gardener's Son: A Screenplay,"McCarthy, Cormac",,9781447273134,1447273133,101        pp,3.45,"1,227","Sep 01, 1996","Dec 04, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a very short dramatic work; very different of course from McCarthy's novels, and different also from The Sunset Limited - being a screenplay iThis is a very short dramatic work; very different of course from McCarthy's novels, and different also from The Sunset Limited - being a screenplay it contains not only dialogue but extensive directions on framing and character acting. Even in this condensed and inflexible format, McCarthy manages to capture much of what makes his novel writing so great. I believe that his real skill is not only in the telling, but in knowing what to leave out: he never exposes his characters' inner lives (desires, motivations, fears), but instead lets you simply observe them and draw your own conclusions. The Gardener's Son is haunting and unsettling in that it never really explains itself. In fact, its protagonist at the critical moment is actively prevented from speaking, leaving the observers (both the reader and the other characters) to struggle for understanding. Beautifully subtle and skillful storytelling....more",Notes are private!,0,2,1,"May 06, 2016","May 06, 2016","May 05, 2016",,Paperback,view (with text),/book/show/25199049-the-gardener-s-son
635,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Metamorphosis and Other Stories,"Kafka, Franz",1593080298,9781593080297,1593080298,224        pp,4.04,"55,551",1915,"Jul 01, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Well, let's just say I much prefer Kafka's short fiction - I connected with this a lot more than with The Trial. Now that I've read a bit more of his Well, let's just say I much prefer Kafka's short fiction - I connected with this a lot more than with The Trial. Now that I've read a bit more of his writing, I really feel that people over-analyse Kafka: they read meaning and metaphor and parable in everything. To me, The Metamorphosis reads like a straightforward account of a fantastical situation. This is simply a writer who gets pleasure out of imagination and exploration. He asks the question, ""I wonder what would happen if one day I woke up as an insect?"", and he allows his pen to elaborate the answer. Of course the question itself (not to mention the nature of the characters' reactions) undeniably reveals something about Kafka's nature - his anxieties and fears, his feelings of alienation and inadequacy which were motivated by his relationship with his father - these all come through in the writing. But I just don't think Kafka intended for these stories to be deep parables or explorations of these themes: the guy just enjoyed writing about weird shit....more",Notes are private!,0,14,1,"May 05, 2016","May 09, 2016","May 05, 2016",,Paperback,view (with text),/book/show/7723.The_Metamorphosis_and_Other_Stories
636,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Passage to India,"Forster, E.M.",014144116X,9780141441160,014144116X,376        pp,3.68,"80,333",1924,"Aug 30, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 04, 2016",,Paperback,view,/book/show/45195.A_Passage_to_India
637,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Room with a View,"Forster, E.M.",1420925431,9781420925432,1420925431,119        pp,3.90,"183,918",1908,"Jan 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 04, 2016",,Paperback,view,/book/show/3087.A_Room_with_a_View
638,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On Beauty,"Smith, Zadie",073946602X,9780739466025,B000OPY4JE,450        pp,3.77,"82,318","Jun 04, 2005",2006,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 04, 2016",,Paperback,view,/book/show/1183840.On_Beauty
639,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"I Know Why the Caged Bird Sings        (Maya Angelou's Autobiography, #1)","Angelou, Maya",0553279378,9780553279375,B00P4JQBIC,289        pp,4.29,"530,932",1969,Nov 1993,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a very personal exploration of what it was like to grow up under some pretty challenging circumstances. It's dark at times, and darker still tThis is a very personal exploration of what it was like to grow up under some pretty challenging circumstances. It's dark at times, and darker still to consider that this story is told from the perspective of one of the lucky ones; one of the winners. It's strange (as I'm sure it wasn't the author's intention to make this point), but what struck me most deeply was the role of religion in causing black communities to internalise and promote their own oppression long after the end of slavery. Imagine how much suffering could have been prevented, if not for the acceptance of the false comfort of holy justice and reward in heaven. ...more",Notes are private!,0,1,1,"May 03, 2016","May 08, 2016","May 03, 2016",,Paperback,view (with text),/book/show/13214.I_Know_Why_the_Caged_Bird_Sings
640,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Trial,"Kafka, Franz",0141182903,9780141182902,0141182903,208        pp,3.96,"325,583","Apr 26, 1925","Jun 29, 2000",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was just so difficult to get through. I mean, the language is clear and it's easy enough to follow, yet I found it so infuriating and frustratingThis was just so difficult to get through. I mean, the language is clear and it's easy enough to follow, yet I found it so infuriating and frustrating and tedious that it actually left me with a headache. There is the feeling that one encounters in nightmares, of being trapped in a suffocating loop which one is forced to endure and from which there can be no escape: this feeling is captured perfectly in The Trial. My emotional experience while reading this felt so congruous to the experience of the protagonist that I'm almost tempted to agree with the common consensus and proclaim this to be a work of utmost genius. However I'm genuinely unsure whether this was intentional on the part of the writer, or a result of overwhelming dullness. So how do you rate a book that so perfectly captures and expresses the emotional state of its protagonist, but is absolutely painful to read?The story is imaginative - it's essentially an allegory, and it absolutely does reveal some interesting truths, both superficially about the absurdity of bureaucracy and of chaos in the world, and more profoundly about the struggle for meaning and order within our own lives. There is a certain humour to the writing - a delight in the fantastic and the absurd - but one gets the impression that at some point (in honesty, fairly early on) the metaphor is well and truly exhausted and the absurd is exploited simply as there is nothing really left to say. The fact is that absurd situations within the context of an allegory can generate the mirage of hidden depth which is not really there - the profundity and significance of this book has been deeply overstated in my opinion. I believe there is a fine short story here, but did we really need the metaphor to be run so thoroughly into the ground?The Trial: A kernel of brilliance, wrapped in layer upon layer of tedium....more",Notes are private!,0,32,1,"May 02, 2016","May 05, 2016","May 02, 2016",,Paperback,view (with text),/book/show/822733.The_Trial
641,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Collector,"Fowles, John",,,,283        pp,3.98,"80,003",May 1963,"Oct 21, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 02, 2016",,Paperback,view,/book/show/243705.The_Collector
642,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The French Lieutenant's Woman,"Fowles, John",,,,445        pp,3.88,"52,961","Nov 10, 1969",2004,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 02, 2016",,Paperback,view,/book/show/17282089-the-french-lieutenant-s-woman
643,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Platform,"Houellebecq, Michel",0099437880,9780099437888,0099437880,362        pp,3.81,"22,729","Aug 24, 2001","Aug 31, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 29, 2016",,Paperback,view,/book/show/354422.Platform
644,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Canada,"Ford, Richard",0061692042,9780061692048,0061692042,420        pp,3.52,"26,981",Jun 2012,"May 22, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 29, 2016",,Hardcover,view,/book/show/12872236-canada
645,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Sorrow Beyond Dreams,"Handke, Peter",1590170199,9781590170199,1590170199,76        pp,3.76,"5,683",1972,"Jan 01, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Apr 29, 2016",,Paperback,view,/book/show/24482.A_Sorrow_Beyond_Dreams
646,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ariel,"Plath, Sylvia",0571086268,9780571086269,0571086268,81        pp,4.20,"79,725",1965,"May 08, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sylvia Plath had a way of rendering things mysterious and disturbing, compelling you to read each poem again and again to unlock the meaning. ComparedSylvia Plath had a way of rendering things mysterious and disturbing, compelling you to read each poem again and again to unlock the meaning. Compared to The Colossus, Ariel feels a little more mature, a little less concerned with the world, and a lot more fixated on death, specifically, suicide. These beautiful poems are sometimes difficult to read....more",Notes are private!,0,21,1,"Mar 22, 2018","Mar 24, 2018","Apr 29, 2016",,Paperback,view (with text),/book/show/863932.Ariel
647,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Blam,"Tišma, Aleksandar",159017920X,9781590179208,159017920X,248        pp,4.18,352,1972,"Feb 09, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 29, 2016",,Paperback,view,/book/show/25430739-the-book-of-blam
648,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Supposedly Fun Thing I'll Never Do Again: Essays and Arguments,"Wallace, David Foster",0349110018,9780349110011,0349110018,353        pp,4.22,"40,160","Feb 12, 1997","Jan 01, 1998",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A collection of seven non-fiction essays on diverse, but traditionally Wallacian subjects: 1. Derivative Sport in Tornado Alley - Wallace reminisces aA collection of seven non-fiction essays on diverse, but traditionally Wallacian subjects: 1. Derivative Sport in Tornado Alley - Wallace reminisces about his childhood playing tennis in tornado alley. A short, fairly unremarkable essay, except in its structure, which culminates short-story style in fulfillment of its earlier themes, in something resembling a literary epiphany. Wallace considered himself a fiction rather than non-fiction writer, and this piece is a good example of how his natural disposition influenced his non-fiction writing.2. E Unibus Pluram - A lengthy exploration of TV's influence on literature and modern culture. Wallace is clearly conflicted, as someone who both appreciates TV's positive aspects, but who sees the average 6-hour daily American intake as something inherently disastrous (these are of course ideas that Wallace explores more thoroughly in Infinite Jest). Times have certainly changed in the 28 years since this essay was written, and the influence of TV has waned considerably, but if anything mass addiction to entertainment has only increased, though the media of delivery have diversified substantially. Whether Wallace would have been pleased or concerned by the direction we have moved is an interesting question to consider.3. Getting Away from Already Being Pretty Much Away from It All - Wallace is commissioned by a magazine to report on a Midwestern agricultural fair: a pretty mundane assignment, but he makes the most of it. Wallace's skill is in people-watching. He categorises them into types, describing ordinary people as if they were alien creatures or museum exhibits. Of course, some exaggeration is necessary to add colour, but I felt that Wallace often crossed a line into uncomfortably callous cynicism, coming off as unkind and elitist in these usually unflattering accounts of normal people living normal lives.4. Greatly Exaggerated - A very short discourse on literary criticism, and whether work is best interpreted textually, or in the context of authorial intent. It's interesting, though brief, an the references are largely esoteric (for me, anyway).5. David Lynch Keeps His Head - In which Wallace loiters extensively on the set of a David Lynch movie, without ever actually interacting with the director. Wallace describes the experience of being on set (his characteristic people-watching skills come to the fore), as well as deconstructing Lynch's oeuvre, and defining a place for his art in the context of his contemporaries. Lynch is a director who I've perhaps unfairly suspected of being overrated, yet I found this piece very entertaining and insightful.6. Tennis Player Michael Joyce's Professional Artistry as Paradigm of Certain Stuff about Choice, Freedom, Discipline, Joy, Grotesquerie, and Human Completeness - I love tennis. I play every week, and it's one of the few sports I can watch others play with any interest. So for me, Wallace's explanations of the game of tennis by analogy to baseball and basketball didn't hit the right notes. Also, the vicissitudes of the 1995 pro tour, despite inciting feelings of resounding nostalgia (this specific year for reasons of my age and upbringing I consider to be something of a golden age of tennis) seem in the current year wildly out-of-date and inconsequential. I did enjoy the strategic analysis of certain players, and the exploration of the mental aspects of the game and competition in general (those being the ones listed in the title of the essay). 7. A Supposedly Fun Thing I'll Never Do Again - At nearly a hundred pages, this is the longest essay here. It's essentially a sequel to the State Fair piece, carrying the same fish-out-of-water vibe, and is another vehicle for Wallace's witty and humorous observations. There are echoes here, too, of Infinite Jest, as Wallace contemplates the fleeting and relative nature of happiness. The piece is certainly entertaining - Wallace is a likable and erudite guy - but I think I prefer his analyses of more serious topics, to his people-watching. Wallace's writing as always offers a unique and compelling perspective, but the gulf between something like this and Infinite Jest is vast. This collection gets a solid ""I liked it"" on the Goodreads rating scale....more",Notes are private!,0,15,1,"Dec 24, 2017",Jan 2018,"Apr 28, 2016",,Paperback,view (with text),/book/show/45762.A_Supposedly_Fun_Thing_I_ll_Never_Do_Again
649,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fall,"Camus, Albert",0679720227,9780679720225,0679720227,147        pp,4.04,"106,468","May 16, 1956","May 07, 1991",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 27, 2016",,Paperback,view,/book/show/11991.The_Fall
650,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Capital of Pain,"Éluard, Paul",0976844966,9780976844969,0976844966,280        pp,4.12,"1,977",1926,"Nov 16, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 23, 2016",,Paperback,view,/book/show/117484.Capital_of_Pain
651,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Waiting for Godot,"Beckett, Samuel",0571229115,9780571229116,0571229115,87        pp,3.84,"201,597","Apr 01, 1952","Jan 05, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Completely against my expectations, I loved Waiting for Godot. It is intelligent, the dialogue is witty, the characters are charming, and their actionCompletely against my expectations, I loved Waiting for Godot. It is intelligent, the dialogue is witty, the characters are charming, and their actions are at times genuinely funny. It is profound: it confronts the question of the meaning of life itself, but offers no obvious solution. I think it's a mistake to get caught up in over-analysis; to dig for symbolism and metaphor and attach to these an authorial intent. I don't think Beckett's aim was to create some sort of cryptic allegory. I think the point is for the audience to be prompted to cogitate about what it all could mean. The best art makes an artist of the observer, and Beckett does that so well here....more",Notes are private!,0,14,1,"Jul 15, 2016","Jul 18, 2016","Apr 23, 2016",,Paperback,view (with text),/book/show/592951.Waiting_for_Godot
652,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Room of One’s Own,"Woolf, Virginia",,,0141183535,112        pp,4.21,"207,275",1903,"Jan 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 23, 2016",,Paperback,view,/book/show/18521.A_Room_of_One_s_Own
653,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Orlando,"Woolf, Virginia",1853262390,,,162        pp,3.87,"93,117","Oct 11, 1928","Feb 05, 1995",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This one is so different: lively and light, much less intense than Woolf's other novels. It's actually funny, filled with personal references and in-jThis one is so different: lively and light, much less intense than Woolf's other novels. It's actually funny, filled with personal references and in-jokes, and whimsical: a very early example of what today we would call Magical Realism. I was expecting ""lesser"" Woolf here, but I was pleasantly surprised. Despite the less serious approach, the novel manages to be deeply emotional, complex and incisive. It seems that Woolf couldn't help but create something wonderful, even when writing purely for amusement. I was surprised, and captivated....more",Notes are private!,0,31,1,"Jan 28, 2018","Feb 02, 2018","Apr 23, 2016",,Paperback,view (with text),/book/show/824212.Orlando
654,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Flow My Tears, the Policeman Said","Dick, Philip K.",1857983416,9781857983418,1857983416,204        pp,3.91,"41,215",Feb 1974,"Nov 08, 2001",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It really was refreshing to read such a simply and straightforwardly told story for a change. This novel contains the usual stuff you’d expect from PKIt really was refreshing to read such a simply and straightforwardly told story for a change. This novel contains the usual stuff you’d expect from PKD, with heavy themes of drugs, and strange metaphysics (the novel is more about these than any sort of futurism, which comes across as incidental). The story itself was compelling, and the conclusion was surprisingly coherent, given the loose ends and meanderings of the plot, though I didn’t find the ending entirely satisfying. There was a point at which the protagonist’s actions became incongruous with aspects of his personality that had been set up (such as taking random hits of Mescaline in situations that demanded his full mental attention). But what the hell, this novel is fun, compelling and thought-provoking, despite its flaws. It’s not my favourite PKD, but it's a solid and enjoyable read nonetheless. ...more",Notes are private!,0,18,2,"Apr 07, 2018not set","Apr 11, 2018not set","Apr 23, 2016",,Paperback,view (with text),/book/show/22584.Flow_My_Tears_the_Policeman_Said
655,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Moby-Dick,"Melville, Herman",0863076734,9780863076732,,492        pp,3.54,"560,669","Oct 18, 1851",1987,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There is no folly of the beasts of the earth which is not infinitely outdone by the madness of men.- Moby Dick, p333It is no accident thatThere is no folly of the beasts of the earth which is not infinitely outdone by the madness of men.- Moby Dick, p333It is no accident that Moby Dick’s two most famous lines appear respectively on the first and last pages of the novel. From “Call me Ishmael”, one is immediately taken by the character of the novel’s narrator (nebulous though that role may be, as the novel frequently breaks narrative structure). There is something in the voice – a naive enthusiasm or idealism; a deep sensitivity – that is apparent in the writing but difficult to define. The first one hundred or so pages (before we board The Pequod) are especially endearing. I say that it’s no accident that we remember only the beginning and the end of the novel, because the intervening pages that form the bulk of the work are so inscrutable. The plot develops ploddingly, interspersed with frequent digressions about all conceivable details related to whales and whaling (on the removal of the blubber: “Now as the blubber envelopes the whale precisely as the rind does an orange, so it is stripped of the body precisely as an orange is sometimes stripped by spiralizing it.”, p264; on whales’ milk: “the milk is very sweet and rich; it has been tasted by man; it might do well with strawberries.”, p337). Most of these digressions are entirely extraneous and dull, while the others are also extraneous, but unexpectedly fascinating. The digressions accumulate, so much so that they eventually appear more frequently than the plot itself, and so it is difficult to state definitively whether the novel is actually ""about"" its own plot. If Moby Dick is taken (as it is generally purported to be) as a metaphor for obsession, as told through the character of Ahab (here, the second famous line referred to above: “From Hell’s heart I stab at thee”), then only the final thirty or so pages are pertinent to its meaning. If we instead take the whole novel into account, then Moby Dick can be interpreted as a meditation on the world, with the minutiae of Nineteenth Century whaling as its framework. As strange and narrow as this may sound, the approach has its merits: have you ever thought about how a ship of this era, running as it was on sail power and without the benefit of mechanical devices, went about capturing and carrying such intimidating wild creatures? I certainly hadn’t. Moby Dick portrays the pursuit like a mighty struggle, a test of skill and courage requiring the full extent of the knowledge, resources and organisation that mankind has accumulated over millennia. Importantly, throughout the novel, the narrator never treats the whales themselves like a dumb animal – they are given the utmost respect and reverence, with perhaps even the acknowledgment that what is being hunted and killed is a creature greater than ourselves. The fact that these talents are brought to bear - the carnage and tragedy of thousands of these animals killed - merely to supply an ordinary commodity at a modest profit – perhaps there is no better exemplification of mundane human cruelty than this....more",Notes are private!,0,43,1,"Sep 15, 2018","Oct 10, 2018","Apr 23, 2016",,Hardcover,view (with text),/book/show/3167670-moby-dick
656,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Visit from the Goon Squad,"Egan, Jennifer*",1849010331,9781849010337,1849010331,349        pp,3.69,"226,753","Jun 08, 2010","Mar 01, 2011",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The outward appearance of the book itself should have served as a warning for me to stay away. Both the front and back covers, as well as the first foThe outward appearance of the book itself should have served as a warning for me to stay away. Both the front and back covers, as well as the first four printed pages, are full of endorsements from critics, employing such banal adjectives as ""moving"", ""life-enhancing"", ""wise"", ""a delight"", ""charming"", ""dazzling"", and ""wacky"". The illustration features a confident, self-assured young lady, who is casually deflecting with her umbrella rain (in the form of musical notes) that falls from dark clouds overhead. Her expression seems to announce, ""Oh I see you, dark clouds and rain, but you can't hurt me, for I am a confident and self-assured person who is ready to take on the world!"" I open to the first page - the story begins with a woman (presumably the one pictured on the cover), applying yellow eye-shadow while another woman is audibly urinating in the next stall. Flicking through the book, I can see that one chapter near the end consists of 80 consecutive pages of PowerPoint presentations...Look, these things may tick all the right boxes for you - and if they do, that's lovely - I'm not here to disparage your literary tastes. But for me, these are generally telltale signs that I am not in the book's target market. However, despite all these warning signs, I still decided to read A Visit From The Goon Squad, for the one and only reason that it had the words ""Winner of the Pulitzer Prize for Fiction"" printed on the cover. I mean, the Pulitzer? Maybe you shouldn't judge a book by its cover.Well, surprisingly, within a few pages, despite myself (and possibly aided by my low expectations), I found myself really enjoying the book. The characters seemed interesting, and the writing actually carried some substance. The writing style itself was a little strained and lacked something in the way of subtlety, but overall the quality was higher than expected, and I was genuinely looking forward to seeing how the story would develop. But after only a few chapters the book seemed to just lose itself, like it simply ran out of anything meaningful or substantive to say. The structure of barely interconnected relationships seemed contrived, and prevented any real development of characters. Some of the stories (like the one about the PR representative, the dictator and the starlet) just seemed over the top and unbelievable, and in fact destroyed any goodwill the book had built up early on. Every subsequent chapter just had to show off something new and different - it all felt so forced, and it threw all sense of reality out the window. By the time the time the book was nearing the end it was already running on vapour, and the penultimate PowerPoint chapter, rather than being creative and unique, just seemed like a gimmick on top of a contrivance - it was unnecessary, irrelevant to the story and not particularly interesting. The final chapter drew together many of the strands and tied a neat bow around the whole package, but by that point I just wasn't buying it.I am disappointed that the book didn't follow through on its early promise. It wasn't a terrible book by any means - there was something there, it just wasn't fully realised. I do give the author points for courage and creativity in trying something new, but I felt like she was trying to do too much - to be too original or too clever, where a simpler telling of the story with fewer diversions and tricks and more focus on character and storytelling would have yielded more satisfying results. But then, she won the Pulitzer and not me, so what the hell do I know?...more",Notes are private!,0,8,1,"Apr 15, 2016","Apr 19, 2016","Apr 15, 2016",,Paperback,view (with text),/book/show/10471574-a-visit-from-the-goon-squad
