,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Pamela's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
670,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Honolulu,"Brennert, Alan*",0312360401,9780312360405,0312360401,360        pp,4.08,"24,135",2009,"Mar 03, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 09, 2019",,Hardcover,view,/book/show/4618728-honolulu
671,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Chance,"Kingsbury, Karen*",1451647034,9781451647037,1451647034,320        pp,4.19,"13,992","Mar 05, 2013","Mar 05, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2019",,Hardcover,view,/book/show/15802385-the-chance
672,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Last Mrs. Parrish        (Mrs. Parrish, #1)","Constantine, Liv*",0062688162,9780062688163,0062688162,560        pp,3.97,"342,839","Oct 17, 2017","Oct 17, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I wasn’t sure about this one at first. The POV character for the first half of the novel is a horrible person, and the cruelty meted out by her and anI wasn’t sure about this one at first. The POV character for the first half of the novel is a horrible person, and the cruelty meted out by her and another character were made it hard to read at times, but I loved the second half of the book and especially the ending. Overall great read!...more",Notes are private!,0,0,1,"Apr 26, 2020","Apr 30, 2020","Nov 08, 2019",,Paperback,view (with text),/book/show/34043643-the-last-mrs-parrish
673,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Man I Love        (The Fish Tales, #1)","Laqueur, Suanne*",,,,483        pp,4.36,"2,706","Jun 16, 2014","Mar 09, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2019",,,view,/book/show/39092829-the-man-i-love
674,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You Can Trust God to Write Your Story: Embracing the Mysteries of Providence,"Wolgemuth, Nancy DeMoss",,,B07P5Q683D,222        pp,4.30,745,Sep 2019,"Sep 03, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2019",,Kindle Edition,view,/book/show/51279398-you-can-trust-god-to-write-your-story
675,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Stars in the Heavens,"Trigiani, Adriana*",0062319191,9780062319197,0062319191,447        pp,3.58,"13,106","Oct 13, 2015","Oct 13, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 02, 2019",,Hardcover,view,/book/show/24723249-all-the-stars-in-the-heavens
676,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Night Window        (Jane Hawk #5),"Koontz, Dean*",0525484701,9780525484707,0525484701,432        pp,4.42,"10,975","May 14, 2019","May 14, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 29, 2019","Nov 05, 2019","Oct 29, 2019",,Hardcover,view,/book/show/41444159-the-night-window
677,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Forbidden Door        (Jane Hawk, #4)","Koontz, Dean*",0525483926,,B07B2JR8RS,457        pp,4.21,"11,057","Sep 11, 2018","Sep 11, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 22, 2019","Oct 29, 2019","Oct 22, 2019",,Kindle Edition,view,/book/show/38919694-the-forbidden-door
678,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All Adults Here,"Straub, Emma*",1594634696,9781594634697,1594634696,356        pp,3.58,"81,874","May 04, 2020","May 04, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 12, 2019",,Hardcover,view,/book/show/51907346-all-adults-here
679,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Book Charmer        (Dove Pond, #1)","Hawkins, Karen*",1982105542,9781982105549,1982105542,368        pp,3.88,"17,201","Jul 30, 2019","Jul 30, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 12, 2019",,Paperback,view,/book/show/42202000-the-book-charmer
680,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"This Savage Song        (Monsters of Verity, #1)","Schwab, V.E.*",,,,469        pp,4.04,"101,477","Jun 05, 2016","Jul 05, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 09, 2019",,Kindle Edition,view,/book/show/40642172-this-savage-song
681,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Archived        (The Archived, #1)","Schwab, V.E.*",1423157311,9781423157311,1423157311,327        pp,3.97,"33,898","Jan 22, 2013","Jan 22, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 09, 2019",,Hardcover,view,/book/show/10929432-the-archived
682,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Original Alibi        (Matt Kile Mystery, #2)","Bishop, David*",,,,276        pp,3.76,"1,119","Jul 17, 2012","Jul 17, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 09, 2019","Oct 12, 2019","Oct 09, 2019",,Kindle Edition,view,/book/show/27810997-the-original-alibi
683,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Emotional Craft of Fiction: How to Write the Story Beneath the Surface,"Maass, Donald",1440348375,9781440348372,1440348375,224        pp,4.30,"2,303","Dec 30, 2016","Dec 30, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 07, 2019",,Paperback,view,/book/show/28915986-the-emotional-craft-of-fiction
684,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Real People,"Lurie, Alison",0805051813,9780805051810,0805051813,163        pp,3.60,324,1969,"Jan 01, 1998",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 29, 2019",Oct 2019,"Sep 29, 2019",,Paperback,view,/book/show/397788.Real_People
685,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Curious Beginning        (Veronica Speedwell, #1)","Raybourn, Deanna*",0451476026,9780451476029,0451476026,339        pp,3.97,"46,761","Sep 01, 2015","Jul 12, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 23, 2019","Sep 29, 2019","Sep 23, 2019",,Paperback,view,/book/show/28186322-a-curious-beginning
686,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Spirit Hunters,"Oh, Ellen*",,,B01M6B3N0G,281        pp,4.01,"3,587","Jul 25, 2017","Jul 25, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 22, 2019",,Kindle Edition,view,/book/show/25117605-spirit-hunters
687,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Before I Fall,"Oliver, Lauren*",0061726818,9780061726811,0061726818,470        pp,3.89,"337,397","Feb 14, 2010","Oct 25, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 21, 2019",,Paperback,view,/book/show/6482837-before-i-fall
688,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Christmas Spirits on Tradd Street        (Tradd Street, #6)","White, Karen*",0451475240,9780451475244,0451475240,374        pp,3.94,"7,628","Oct 22, 2019","Oct 22, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I stayed up late to finish this page turner, but I hated the ending. It stayed true to the series but seemed to concentrate more on the POV character'I stayed up late to finish this page turner, but I hated the ending. It stayed true to the series but seemed to concentrate more on the POV character's idiosyncrasies than the plot. It also seemed redundant in dialog, anyway. Maybe my tastes have changed. ...more",Notes are private!,0,0,1,"Jan 31, 2022","Feb 04, 2022","Sep 18, 2019",,Hardcover,view (with text),/book/show/43581956-the-christmas-spirits-on-tradd-street
689,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Eternal Wonder,"Buck, Pearl S.",1480439703,9781480439702,1480439703,304        pp,3.58,"2,601","Jan 01, 2013","Oct 22, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 18, 2019","Sep 22, 2019","Sep 18, 2019",,Paperback,view,/book/show/17980939-the-eternal-wonder
690,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Not by Sight        (Ozark Mountain Trilogy, #1)","Herman, Kathy",0781408040,9780781408042,0781408040,400        pp,4.14,997,"Mar 01, 2013","May 01, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I liked it, but I was a bit disappointed and I'm not sure why. I've not found any really good Christian Fiction in a long while. I liked it, but I was a bit disappointed and I'm not sure why. I've not found any really good Christian Fiction in a long while. ...more",Notes are private!,0,0,1,"Sep 14, 2019","Sep 17, 2019","Sep 14, 2019",,Paperback,view (with text),/book/show/13595512-not-by-sight
691,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Crooked Staircase        (Jane Hawk, #3)","Koontz, Dean*",052548342X,9780525483427,052548342X,491        pp,4.11,"13,123","May 08, 2018","May 08, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 17, 2019","Oct 22, 2019","Sep 14, 2019",,Hardcover,view,/book/show/36597362-the-crooked-staircase
692,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Station Eleven,"Mandel, Emily St. John*",0385353308,9780385353304,0385353308,333        pp,4.07,"517,934","Aug 26, 2014","Sep 09, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm not really sure what to say about this one. It may take some time to process. I will be thinking about it for awhile, though.I'm not really sure what to say about this one. It may take some time to process. I will be thinking about it for awhile, though....more",Notes are private!,0,1,1,"Oct 12, 2019","Oct 16, 2019","Sep 14, 2019",,Hardcover,view (with text),/book/show/20170404-station-eleven
693,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sometimes I Lie,"Feeney, Alice*",0008225354,9780008225353,0008225354,387        pp,3.78,"222,406","Mar 23, 2017","Mar 23, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Well crafted. Thought provoking with lots of twists and three dimensional characters.,Notes are private!,0,4,1,Oct 2019,"Oct 05, 2019","Sep 14, 2019",,Paperback,view (with text),/book/show/32326398-sometimes-i-lie
694,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wyatt        (Wyatt, #7)","Disher, Garry",1569479623,9781569479629,1569479623,313        pp,3.88,753,2010,"Aug 09, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The writing was good, and despite the fact that it's number seven in a series, it reads just as well as a stand alone. The writing was good, and despite the fact that it's number seven in a series, it reads just as well as a stand alone. ...more",Notes are private!,0,0,1,"Sep 05, 2019","Sep 09, 2019","Sep 05, 2019",,Hardcover,view (with text),/book/show/9925547-wyatt
695,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Villette,"Brontë, Charlotte",,,,573        pp,3.77,"73,120",Jan 1853,"Oct 09, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 01, 2019",,Paperback,view,/book/show/31173.Villette
696,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Chase        (Crime Scene: Houston, #1)","Mills, DiAnn*",0310333172,9780310333173,0310333172,368        pp,4.08,"1,520","Mar 20, 2012","Mar 31, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It was a decent story but the writing kept jarring me out of it. The dialog was pretty awful most of the time, and in trying to use varied words, I thIt was a decent story but the writing kept jarring me out of it. The dialog was pretty awful most of the time, and in trying to use varied words, I think she used some wrong ones. I kept having to go back to try to figure out what she meant....more",Notes are private!,0,0,1,"Aug 29, 2019","Sep 05, 2019","Aug 29, 2019",,Paperback,view (with text),/book/show/12226104-the-chase
697,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One Day in December,"Silver, Josie*",,,,393        pp,3.85,"309,197","Oct 18, 2018","Oct 16, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 28, 2019",,Paperback,view,/book/show/38255337-one-day-in-december
698,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Guests on South Battery        (Tradd Street, #5)","White, Karen*",,,B01E4WAFW2,345        pp,4.14,"10,908","Jan 10, 2017","Jan 10, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 25, 2019","Aug 29, 2019","Aug 25, 2019",,Kindle Edition,view,/book/show/30068929-the-guests-on-south-battery
699,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Th1rt3en        (Eddie Flynn #4),"Cavanagh, Steve*",1250297605,9781250297600,1250297605,325        pp,4.22,"63,064","Jan 25, 2018","Aug 13, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 24, 2019",,Hardcover,view,/book/show/39863495-th1rt3en
700,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dark Matter,"Crouch, Blake*",1101904224,9781101904220,1101904224,352        pp,4.13,"499,913","Jul 26, 2016","Jul 26, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,What a wild ride! Very inventive and fast paced.,Notes are private!,0,0,1,"Sep 09, 2019","Sep 14, 2019","Aug 23, 2019",,Hardcover,view (with text),/book/show/27833670-dark-matter
701,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Married to a Bedouin,"Geldermalsen, Marguerite van",1844082199,9781844082193,1844082199,279        pp,3.64,"3,397",2006,"May 28, 2008",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It was interesting, especially at the beginning, but later it got confusing and hard to follow. Also, I didn't feel connected to any of the charactersIt was interesting, especially at the beginning, but later it got confusing and hard to follow. Also, I didn't feel connected to any of the characters. She did a good job of describing the people and events, but I wanted to know more about her and her husband, what their relationship was like and how she felt. I feel there was more of that in the epilogue than in the book....more",Notes are private!,0,1,1,"Aug 19, 2019","Aug 24, 2019","Aug 19, 2019",,Paperback,view (with text),/book/show/925598.Married_to_a_Bedouin
702,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Caribbean Mystery        (Miss Marple, #10)","Christie, Agatha",0451199928,9780451199928,0451199928,224        pp,3.84,"43,477","Nov 16, 1964","Mar 01, 2000",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 15, 2019","Aug 18, 2019","Aug 15, 2019",,Paperback,view,/book/show/31300.A_Caribbean_Mystery
703,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wife Between Us,"Hendricks, Greer*",1250130921,9781250130921,1250130921,432        pp,3.84,"391,700","Jan 02, 2018","Jan 09, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 07, 2019",,Hardcover,view,/book/show/34189556-the-wife-between-us
704,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Husband's Wife,"Corry, Jane*",0735220956,9780735220959,0735220956,373        pp,3.54,"46,561","May 26, 2016","Jan 31, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A case study of unreliable narration. Actually, most of the characters lie throughout the book. So much, so, that it’s hard to tell what the true storA case study of unreliable narration. Actually, most of the characters lie throughout the book. So much, so, that it’s hard to tell what the true story is. But that may be the point of the book. We all lie, even to ourselves....more",Notes are private!,0,2,1,"Feb 06, 2021","Feb 11, 2021","Jul 28, 2019",,Hardcover,view (with text),/book/show/31227076-my-husband-s-wife
705,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Masterpiece,"Davis, Fiona*",1524742953,9781524742959,1524742953,368        pp,3.84,"28,303","Aug 07, 2018","Aug 07, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 08, 2019","Dec 13, 2019","Jul 26, 2019",,Hardcover,view,/book/show/37504654-the-masterpiece
706,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Whispering Room        (Jane Hawk, #2)","Koontz, Dean*",0345546806,9780345546807,0345546806,517        pp,4.19,"18,780","Nov 21, 2017","Nov 21, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 24, 2019","Aug 02, 2019","Jul 24, 2019",,Hardcover,view,/book/show/34962255-the-whispering-room
707,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Whose Body?        (Lord Peter Wimsey, #1)","Sayers, Dorothy L.",0061043575,9780061043574,0061043575,212        pp,3.84,"56,099",1923,"Jul 11, 1995",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 28, 2021","Nov 03, 2021","Jul 21, 2019",,Mass Market Paperback,view,/book/show/192893.Whose_Body_
708,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All We Ever Wanted,"Giffin, Emily*",0399178937,,B07639D2G9,353        pp,3.86,"127,069","Jun 26, 2018","Jun 26, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 20, 2019",,Kindle Edition,view,/book/show/36344555-all-we-ever-wanted
709,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Distance Between Us,"O'Farrell, Maggie*",0755302664,9780755302666,0755302664,384        pp,3.73,"8,070",2004,"Jan 31, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 19, 2019",,Paperback,view,/book/show/157669.The_Distance_Between_Us
710,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Guest Book,"Blake, Sarah*",,,B07HF382WK,484        pp,3.62,"28,729","May 07, 2019","May 07, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 15, 2019",,Kindle Edition,view,/book/show/41138424-the-guest-book
711,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Winter Garden,"Hannah, Kristin*",0312364121,9780312364120,0312364121,394        pp,4.26,"278,772","Feb 02, 2010","Feb 02, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 12, 2019",,Hardcover,view,/book/show/6668467-winter-garden
712,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Art of Racing in the Rain,"Stein, Garth*",0062370944,9780062370945,0062370944,352        pp,4.23,"520,329","May 13, 2008","Jul 30, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 12, 2019",,Mass Market Paperback,view,/book/show/24331476-the-art-of-racing-in-the-rain
713,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Good Daughter,"Burt, Alexandra*",0451488113,9780451488114,0451488113,389        pp,3.29,"1,459","Feb 01, 2017","Feb 07, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 10, 2019","Aug 10, 2019","Jul 10, 2019",,Paperback,view,/book/show/31247109-the-good-daughter
714,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Recursion,"Crouch, Blake*",1524759783,9781524759780,1524759783,326        pp,4.16,"234,578","Jun 11, 2019","Jun 11, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 09, 2019",,Hardcover,view,/book/show/42046112-recursion
715,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Deep End of the Ocean,"Mitchard, Jacquelyn*",0670865796,9780670865796,0670865796,434        pp,3.87,"120,329",1996,"Jun 01, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 07, 2019",,Hardcover,view,/book/show/644537.The_Deep_End_of_the_Ocean
716,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Vanishing Act of Esme Lennox,"O'Farrell, Maggie*",,,,277        pp,3.92,"42,989",2006,"Feb 26, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 06, 2019",,Paperback,view,/book/show/250729.The_Vanishing_Act_of_Esme_Lennox
717,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Good Neighbor: The Life and Work of Fred Rogers,"King, Maxwell",1419735160,9781419735165,1419735160,406        pp,3.98,"26,053","Sep 04, 2018","Sep 17, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 06, 2019",,Paperback,view,/book/show/43908950-the-good-neighbor
718,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Where'd You Go, Bernadette","Semple, Maria",0316204277,9780316204279,0316204277,330        pp,3.88,"572,355","Aug 14, 2012","Aug 14, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 05, 2019",,Hardcover,view,/book/show/13526165-where-d-you-go-bernadette
719,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Be Frank With Me,"Johnson, Julia Claiborne*",0062413716,9780062413710,0062413716,287        pp,3.89,"22,737","Feb 02, 2016","Feb 02, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 22, 2019","Jun 28, 2019","Jun 22, 2019",,Hardcover,view,/book/show/25817528-be-frank-with-me
720,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Daughter of the Pirate King        (Daughter of the Pirate King, #1)","Levenseller, Tricia*",1250095964,9781250095961,1250095964,308        pp,3.96,"193,420","Feb 28, 2017","Feb 28, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 20, 2019",,Hardcover,view,/book/show/33643994-daughter-of-the-pirate-king
721,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hangman's Companion        (Jim McGill, #2)","Flynn, Joseph*",,,,525        pp,4.33,"1,600","Sep 11, 2010","Sep 11, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 09, 2019","Jun 16, 2019","Jun 09, 2019",,Kindle Edition,view,/book/show/9452364-the-hangman-s-companion
722,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,11/22/63,"King, Stephen*",1451627289,9781451627282,1451627289,849        pp,4.33,"540,619","Nov 08, 2011","Nov 08, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Once this book got moving, I didn't want to put it down. That was from about half way through. Though, in fairness, I had seen the mini-series and remOnce this book got moving, I didn't want to put it down. That was from about half way through. Though, in fairness, I had seen the mini-series and remembered a lot of the beginning. Really interesting, and thought provoking read....more",Notes are private!,0,3,1,"Apr 28, 2022","May 11, 2022","Jun 08, 2019",,Hardcover,view (with text),/book/show/10644930-11-22-63
723,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everything I Never Told You,"Ng, Celeste*",159420571X,9781594205712,159420571X,297        pp,3.85,"549,942","Jun 26, 2014","Jun 26, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 08, 2019",,Hardcover,view,/book/show/18693763-everything-i-never-told-you
724,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Perfect Block        (Jessie Hunt, #2)","Pierce, Blake*",,,B07JR8VJ9L,202        pp,4.15,"11,187","Dec 25, 2018","Dec 25, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 03, 2019",,Kindle Edition,view,/book/show/42616441-the-perfect-block
