,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Ali's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dearly Beloved,"Wall, Cara*",198210452X,9781982104528,198210452X,342        pp,4.07,"28,433","Aug 13, 2019","Aug 13, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really, really enjoyed this book. The writing was beautiful and the ways the characters wrestled with their faith felt very real. Totally agree withI really, really enjoyed this book. The writing was beautiful and the ways the characters wrestled with their faith felt very real. Totally agree with other s that this could have been a longer book with more details about the later years of their friendship/relationship. ...more",Notes are private!,0,3,1,"Oct 12, 2019","Oct 20, 2019","Oct 21, 2019",,Hardcover,view (with text),/book/show/43822731-the-dearly-beloved
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eleanor Oliphant Is Completely Fine,"Honeyman, Gail",0735220689,9780735220683,0735220689,336        pp,4.24,"1,226,908","May 09, 2017","May 09, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,11,1,Oct 2019,"Oct 13, 2019","Oct 13, 2019",,Hardcover,view,/book/show/31434883-eleanor-oliphant-is-completely-fine
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Line Between        (The Line Between #1),"Lee, Tosca*",1476798621,9781476798622,1476798621,384        pp,4.05,"5,227","Jan 29, 2019","Jan 29, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I saw Stephanie Howell recommend this one recently so I ordered it, cleared my day, and ended up reading the entire thing in an afternoon/evening. TotI saw Stephanie Howell recommend this one recently so I ordered it, cleared my day, and ended up reading the entire thing in an afternoon/evening. Totally captivated by the dystopian story - great distraction read for sure and I will definitely grab the next one in the series. ...more",Notes are private!,0,4,1,"Sep 08, 2019","Sep 08, 2019","Sep 09, 2019",,Hardcover,view (with text),/book/show/38355304-the-line-between
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Digital Minimalism: Choosing a Focused Life in a Noisy World,"Newport, Cal",052553654X,,B07DBRBP7G,302        pp,4.06,"78,819",2019,"Feb 05, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I followed up The Shallows: What The Internet Is Doing To Our Brain with this book and it was a really good companion with practical tips for living wI followed up The Shallows: What The Internet Is Doing To Our Brain with this book and it was a really good companion with practical tips for living within the age of technology (not just leaving it all together). I underlined a lot and am planning on adopting some of his ideas in areas where I can in my own digital life. This is one I will definitely keep and refer back to regularly as I continue to figure out how to live intentionally and with meaning in the digital age. ...more,Notes are private!,0,3,1,Sep 2019,"Sep 08, 2019","Sep 08, 2019",,Kindle Edition,view (with text),/book/show/40672036-digital-minimalism
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Shallows: What the Internet Is Doing to Our Brains,"Carr, Nicholas*",0393339750,9780393339758,0393339750,280        pp,3.89,"29,973","Jun 07, 2010","Jun 06, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This is an older book but still super valuable about how the internet is actually changing the ways our brain works. Fascinated by so much of it - espThis is an older book but still super valuable about how the internet is actually changing the ways our brain works. Fascinated by so much of it - especially the chapter about memory. Felt super important and still mostly relevant. Following it up with Digital Minimalism (released this year o think - 2019). ...more,Notes are private!,0,7,1,"Aug 10, 2019","Aug 31, 2019","Aug 31, 2019",,Paperback,view (with text),/book/show/9778945-the-shallows
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sunday Lunch Club,"Ashton, Juliet",1471168395,9781471168390,,400        pp,3.91,"6,368","Apr 19, 2018","Apr 19, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There is something about this book that I found really, really delightful. It might be because it was different than what I've been reading (my last bThere is something about this book that I found really, really delightful. It might be because it was different than what I've been reading (my last book was ""The Nickel Boys"" so there's that), or maybe it was just the right book for me at the right time. Whatever it was, I totally enjoyed it and I loved how she used the lens of the Sunday lunches to tell the story. ...more",Notes are private!,0,3,1,"Aug 12, 2019","Aug 16, 2019","Aug 16, 2019",,ebook,view (with text),/book/show/35888778-the-sunday-lunch-club
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Thirst: 2600 Miles to Home,"Anderson, Heather Anish*",1680512366,9781680512366,1680512366,208        pp,4.05,"4,655","Mar 01, 2019","Mar 01, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Since I can’t hike right now (ankle sprain) I decided to order some books about hiking/hiking memoirs and this was the first I read. I read it in a feSince I can’t hike right now (ankle sprain) I decided to order some books about hiking/hiking memoirs and this was the first I read. I read it in a few hours and enjoyed it - I can’t imagine hiking 40+ miles daily for two months - definitely inspiring in the “get out there and make it happen” realm. ...more,Notes are private!,0,7,1,"Aug 11, 2019","Aug 11, 2019","Aug 12, 2019",,Paperback,view (with text),/book/show/42969704-thirst
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Nickel Boys,"Whitehead, Colson*",,,,213        pp,4.26,"245,100","Jul 16, 2019","Jul 16, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Aug 07, 2019","Aug 11, 2019","Aug 11, 2019",,Kindle Edition,view,/book/show/42270835-the-nickel-boys
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Reckless Oath We Made,"Greenwood, Bryn*",0525541845,9780525541844,0525541845,436        pp,3.99,"12,822","Aug 20, 2019","Aug 20, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have all kinds of feelings about this book and it’s hard for me to get all those thoughts/feelings in order. At its core, this is a love story. One I have all kinds of feelings about this book and it’s hard for me to get all those thoughts/feelings in order. At its core, this is a love story. One of the main characters is autistic (Gentry). It’s raw and real and touching and hard and hopeful and human and deals with all kinds of family/relationship issues, especially loyalty and honor and love. It’s told from different characters perspectives (loved that) and Gentry’s version of the story is written using Middle English because that’s his passion. It takes a bit of getting used to the language in his chapters but I thought it was a completely awesome way to fully embody the character. As the Mom of a 17 year old who was diagnosed with autism at age 3, I had a definite soft spot for Gentry. I so appreciated that he was simply who he was and that he had people in his life who accepted and encouraged him for who he was and supported him in his passions (which complicates pieces of the story as it develops). Life is complicated and beautiful and I definitely felt those feelings as I read this one. ...more",Notes are private!,0,10,1,Aug 2019,"Aug 06, 2019","Aug 06, 2019",,Hardcover,view (with text),/book/show/42976592-the-reckless-oath-we-made
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Turn of the Key,"Ware, Ruth*",1501188771,9781501188770,1501188771,337        pp,3.92,"279,502","Aug 06, 2019","Aug 06, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Super satisfying thriller that I got through Book Of The Month - totally wanted to know how it was all going to resolve. Read it in less than 24 hoursSuper satisfying thriller that I got through Book Of The Month - totally wanted to know how it was all going to resolve. Read it in less than 24 hours which means I was into it. Ha. ...more,Notes are private!,0,4,1,"Jul 30, 2019","Jul 31, 2019","Jul 31, 2019",,Hardcover,view (with text),/book/show/42080142-the-turn-of-the-key
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Recursion,"Crouch, Blake*",1524759783,9781524759780,1524759783,326        pp,4.16,"234,542","Jun 11, 2019","Jun 11, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,8,1,not set,not set,"Jul 24, 2019",,Hardcover,view,/book/show/42046112-recursion
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Recursion,"Crouch, Blake*",1524759805,,B07HDSHP7N,336        pp,4.16,"234,542","Jun 11, 2019","Jun 11, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,LOVE LOVE LOVE. A crazy mind bending twisting awesome sci-fi/almost reality story. Couldn't put it down. LOVE LOVE LOVE. A crazy mind bending twisting awesome sci-fi/almost reality story. Couldn't put it down. ...more,Notes are private!,0,14,1,"Jul 21, 2019","Jul 24, 2019","Jul 21, 2019",,Kindle Edition,view (with text),/book/show/41941223-recursion
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Gifted School,"Holsinger, Bruce*",0525534962,9780525534969,0525534962,452        pp,3.71,"38,697","Jul 02, 2019","Jul 02, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I definitely wanted to know what was going to happen and how the story was going to be resolved and I stayed up too late to finish it up, but it I didI definitely wanted to know what was going to happen and how the story was going to be resolved and I stayed up too late to finish it up, but it I didn't love it. The way the characters behaved was a little like nails on a chalkboard for me (probably the point) and the issues raised are definitely timely for my friend group. I could see my book club enjoying this one for the discussion. ...more",Notes are private!,0,2,1,"Jul 18, 2019","Jul 21, 2019","Jul 21, 2019",,Hardcover,view (with text),/book/show/42207168-the-gifted-school
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Three Women,"Taddeo, Lisa*",1451642296,9781451642292,1451642296,306        pp,3.72,"147,597","Jul 09, 2019","Jul 09, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Super fascinating, very graphic look at the sexual/desire lives of three women + the stories they tell themselves + the stories that are told about thSuper fascinating, very graphic look at the sexual/desire lives of three women + the stories they tell themselves + the stories that are told about them. Non-fiction that reads like fiction (pretty amazing storytelling using this voice/lens) - amazing achievement in terms of the research and then storytelling that went into writing this book. ...more",Notes are private!,0,3,1,"Jul 10, 2019","Jul 13, 2019","Jul 13, 2019",,Hardcover,view (with text),/book/show/42201100-three-women
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lock Every Door,"Sager, Riley*",1524745154,9781524745158,,381        pp,3.90,"210,660","Jul 02, 2019","Jul 02, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,As a fan of thrillers I found this one to be just okay. I felt like it lacked depth overall and was just kind of boring - could totally be me. Ha.,Notes are private!,0,2,2,"Jul 04, 2019not set","Jul 06, 2019not set","Jul 06, 2019",,ebook,view (with text),/book/show/41837243-lock-every-door
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Evicted: Poverty and Profit in the American City,"Desmond, Matthew*",0553447432,9780553447439,0553447432,418        pp,4.47,"97,473","Mar 01, 2016","Mar 01, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Must read.,Notes are private!,0,9,1,"Jun 30, 2019","Jul 02, 2019","Jul 02, 2019",,Hardcover,view (with text),/book/show/25852784-evicted
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"In a Dark, Dark Wood","Ware, Ruth*",1501112333,9781501112331,1501112333,308        pp,3.72,"351,650","Jul 30, 2015","Apr 19, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,"Jun 28, 2019","Jun 29, 2019","Jul 02, 2019",,Paperback,view,/book/show/27834600-in-a-dark-dark-wood
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Things You Save in a Fire,"Center, Katherine*",1250047323,9781250047328,1250047323,320        pp,4.02,"132,230","Aug 13, 2019","Aug 13, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,"Jun 24, 2019","Jun 26, 2019","Jun 27, 2019",,Hardcover,view,/book/show/41150382-things-you-save-in-a-fire
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer,"McNamara, Michelle",0062319809,9780062319807,,352        pp,4.12,"237,831","Feb 27, 2018","Feb 27, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Started this book and got freaked out by the stories and set it aside for awhile (could only read it during the day). Finished it yesterday and was soStarted this book and got freaked out by the stories and set it aside for awhile (could only read it during the day). Finished it yesterday and was so glad I picked it back up. ...more,Notes are private!,0,8,1,"Apr 05, 2019","May 04, 2019","May 05, 2019",,ebook,view (with text),/book/show/35068432-i-ll-be-gone-in-the-dark
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lost and Wanted,"Freudenberger, Nell*",0385352689,9780385352680,0385352689,336        pp,3.42,"6,186","Apr 02, 2019","Apr 02, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Apr 20, 2019","Apr 26, 2019","Apr 29, 2019",,Hardcover,view,/book/show/40177418-lost-and-wanted
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"WOLFPACK: How to Come Together, Unleash Our Power, and Change the Game","Wambach, Abby",1250217709,9781250217707,1250217709,112        pp,4.15,"23,761","Apr 09, 2019","Apr 09, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Loved this short inspirational read + plan to share it with my daughters.,Notes are private!,0,0,1,"Apr 26, 2019","Apr 29, 2019","Apr 29, 2019",,Hardcover,view (with text),/book/show/41812857-wolfpack
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All That You Leave Behind: A Memoir,"Carr, Erin Lee",0399179712,9780399179716,0399179712,256        pp,3.76,"4,176","Apr 30, 2019","Apr 09, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 16, 2019","Apr 20, 2019","Apr 16, 2019",,Hardcover,view,/book/show/41880080-all-that-you-leave-behind
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Miracle Creek,"Kim, Angie*",0374156026,9780374156022,0374156026,355        pp,3.87,"67,861","Apr 16, 2019","Apr 16, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I really struggled with this book and I think it's probably just a personal problem with some of the subject matter surrounding autism. It's hard for I really struggled with this book and I think it's probably just a personal problem with some of the subject matter surrounding autism. It's hard for me to articulate but I generally don't select books talking about Mom's + kids on the spectrum because it's already part of my daily life (and has been ever since my son was 2.5 years old). With this book I just kept having mixed feelings - about the characters, about the plot, about people trying to ""fix"" autistic people, etc. I'd be interested in hearing what other parents with kids on the spectrum felt about this one. ...more",Notes are private!,0,4,1,"Apr 05, 2019","Apr 16, 2019","Apr 16, 2019",,Hardcover,view (with text),/book/show/40121959-miracle-creek
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Silkworm        (Cormoran Strike, #2)","Galbraith, Robert",0316206873,9780316206877,0316206873,464        pp,4.05,"269,593","Jun 19, 2014","Jun 19, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Enjoy this series and will continue reading the others. I didn't like this one as much as the first one, but it won't stop me from reading the next onEnjoy this series and will continue reading the others. I didn't like this one as much as the first one, but it won't stop me from reading the next one. I especially like reading these on vacation on my Kindle. ...more",Notes are private!,0,0,1,"Mar 30, 2019",Apr 2019,"Apr 02, 2019",,Hardcover,view (with text),/book/show/18214414-the-silkworm
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Next Year in Havana        (The Perez Family #1),"Cleeton, Chanel*",0399586687,9780399586682,0399586687,356        pp,3.93,"134,006","Feb 06, 2018","Feb 06, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Read this on vacation and loved the imagery.,Notes are private!,0,7,1,"Mar 27, 2019","Mar 30, 2019","Apr 02, 2019",,Paperback,view (with text),/book/show/34374628-next-year-in-havana
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Daisy Jones & The Six,"Reid, Taylor Jenkins*",1524798622,9781524798628,1524798622,355        pp,4.21,"1,486,592","Mar 05, 2019","Mar 05, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I initially resisted this title as I was thinking I wasn’t interested in a story about rock & roll but people kept talking about it and then my book cI initially resisted this title as I was thinking I wasn’t interested in a story about rock & roll but people kept talking about it and then my book club picked it and down the path I went. I am so glad I went down that path! I definitely had a hard time remembering that it was fiction. I kept wanting to look up the band online to listen to their music and see their faces and read what had been written about them. That’s basically how well written and clever this book is. Beyond that, I loved the entire format for how she told the story and I loved the themes of love and loss and addiction and honesty and passion. So good. Highly recommended....more",Notes are private!,0,14,1,"Mar 23, 2019","Mar 26, 2019","Apr 02, 2019",,Hardcover,view (with text),/book/show/40597810-daisy-jones-the-six
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Where the Crawdads Sing,"Owens, Delia*",0735219117,9780735219113,,384        pp,4.39,"2,988,910","Aug 14, 2018","Aug 14, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,9,1,"Mar 15, 2019","Mar 23, 2019","Mar 15, 2019",,ebook,view,/book/show/36809135-where-the-crawdads-sing
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Before She Knew Him,"Swanson, Peter*",,,,309        pp,3.86,"58,981","Mar 05, 2019","Mar 05, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I found this to be a satisfying thriller. It's totally possible that I wasn't paying close enough attention while I was reading it (meaning I wasn't tI found this to be a satisfying thriller. It's totally possible that I wasn't paying close enough attention while I was reading it (meaning I wasn't trying to figure out what was going to happen) but I definitely enjoyed it. ...more,Notes are private!,0,3,1,"Mar 06, 2019","Mar 15, 2019","Mar 15, 2019",,Hardcover,view (with text),/book/show/40390756-before-she-knew-him
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Maid: Hard Work, Low Pay, and a Mother's Will to Survive","Land, Stephanie*",,,B07CWPRXFG,271        pp,3.85,"96,842","Jan 22, 2019","Jan 22, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 stars. As an advocate for telling your story, I generally appreciate memoirs like this that detail how lives are lived because I believe there are3.5 stars. As an advocate for telling your story, I generally appreciate memoirs like this that detail how lives are lived because I believe there are always things to be learned from people's experiences. While reading her story I had a wide variety of thoughts running through my head regarding poverty, single-parenthood (a piece I have lived + was thankful every single day that I had a job to support myself and my children), the way the ""system"" works, as well as thoughts about people I have interacted with throughout my life. From that standpoint, I'm glad I read it (and it was a super quick read). ...more",Notes are private!,0,6,1,"Feb 17, 2019","Feb 18, 2019","Feb 17, 2019",,Kindle Edition,view (with text),/book/show/40139531-maid
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Perfect Nanny,"Slimani, Leïla",,,,228        pp,3.39,"107,750","Aug 18, 2016","Jan 09, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5 stars // Picked it up because it was included in the New York Time's 10 best books of 2018 (others I've read from that list included ""There, There3.5 stars // Picked it up because it was included in the New York Time's 10 best books of 2018 (others I've read from that list included ""There, There"" and ""The Great Believers"" which were both really good). This book was a super quick read - read it over the course of one day - and it was interesting but not awesome. Some pieces felt disjointed - I kept waiting for the author to go deeper into the story. ...more",Notes are private!,0,0,1,"Feb 16, 2019","Feb 16, 2019","Feb 17, 2019",,Paperback,view (with text),/book/show/38330854-the-perfect-nanny
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Woman Is No Man,"Rum, Etaf*",0062699768,9780062699763,0062699768,339        pp,4.26,"149,517","Mar 05, 2019","Mar 05, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Loved it. Go read it. Three generations of Palestinian-American women's stories of daily life, courage, family, expectations, faith, etc. Really enjoyLoved it. Go read it. Three generations of Palestinian-American women's stories of daily life, courage, family, expectations, faith, etc. Really enjoyed the storytelling and how it all unfolded. So many times as I turned the page I kept thinking to myself how the stories of these women continue today here in the US and around the world. So, so different than my life experience. This is why I read. ...more",Notes are private!,0,18,1,"Feb 14, 2019","Feb 16, 2019","Feb 16, 2019",,Hardcover,view (with text),/book/show/34313931-a-woman-is-no-man
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Winter Sister,"Collins, Megan*",1982100141,9781982100148,1982100141,326        pp,3.67,"15,149","Feb 05, 2019","Feb 05, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A fast ready but one that was really just okay for me (three out of five stars). The characters, the story, the whole thing - it was just not quite thA fast ready but one that was really just okay for me (three out of five stars). The characters, the story, the whole thing - it was just not quite there. I've read so many better thrillers over the last few years. ...more",Notes are private!,0,1,1,"Feb 11, 2019","Feb 13, 2019","Feb 13, 2019",,Hardcover,view (with text),/book/show/40381942-the-winter-sister
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Believers,"Makkai, Rebecca*",,,,421        pp,4.28,"135,418","Jun 19, 2018","Jun 19, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I loved this book. I loved the weaving of the two different time periods (1980's Chicago during the AIDS crisis + 2015 Paris) and I loved how the authI loved this book. I loved the weaving of the two different time periods (1980's Chicago during the AIDS crisis + 2015 Paris) and I loved how the author posed questions about love, friendship, memories, stories (and who gets to tell them), imperfect people (everyone), and the passage of time. It was heartbreaking and rich and beautifully written....more",Notes are private!,0,12,1,"Feb 03, 2019","Feb 10, 2019","Feb 11, 2019",,Hardcover,view (with text),/book/show/36739329-the-great-believers
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I'm Still Here: Black Dignity in a World Made for Whiteness,"Brown, Austin Channing",,,,185        pp,4.38,"70,031","May 15, 2018","May 15, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There is nothing else to say besides this: this is an important book that should be read by everyone. Stories matter, especially those who have been mThere is nothing else to say besides this: this is an important book that should be read by everyone. Stories matter, especially those who have been marginalized over history. ...more",Notes are private!,0,33,1,"Jan 30, 2019","Feb 02, 2019","Jan 30, 2019",,Hardcover,view (with text),/book/show/35883430-i-m-still-here
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Valedictorian of Being Dead: The True Story of Dying Ten Times to Live,"Armstrong, Heather B.*",1501197045,9781501197048,1501197045,272        pp,4.03,"4,568","Apr 23, 2019","Apr 23, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I'm going with 5 stars on this one because I think it's such an important read about depression + hope + life. It's Heather's own experience - not a pI'm going with 5 stars on this one because I think it's such an important read about depression + hope + life. It's Heather's own experience - not a prescription - showing a path she took to get out of a significant depressive episode. It's also a lot about understanding and kindness and asking for help and showing up for people. Really important read. ...more,Notes are private!,0,13,1,May 2019,"May 03, 2019","Jan 28, 2019",,Hardcover,view (with text),/book/show/40539150-the-valedictorian-of-being-dead
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Cuckoo's Calling        (Cormoran Strike, #1)","Galbraith, Robert",,,B00AA20E5Y,561        pp,3.89,"581,559","Apr 18, 2013","Apr 30, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Finally had a chance to start this series (written by JK Rowling under a pen name) and I totally enjoyed it. Detective mystery that kept me interestedFinally had a chance to start this series (written by JK Rowling under a pen name) and I totally enjoyed it. Detective mystery that kept me interested. ...more,Notes are private!,0,3,1,"Jan 20, 2019","Jan 29, 2019","Jan 20, 2019",,Kindle Edition,view (with text),/book/show/40193858-the-cuckoo-s-calling
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Verity,"Hoover, Colleen*",,,B07HJYTRMD,324        pp,4.32,"2,673,966","Dec 07, 2018","Dec 07, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Super satisfying thriller. Started it one evening and finished the next morning. Just read it.,Notes are private!,0,20,1,"Jan 19, 2019","Jan 20, 2019","Jan 20, 2019",,Kindle Edition,view (with text),/book/show/41957126-verity
