,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,ΠανωςΚ's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
372,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Τα Θέλουμε Όλα,"Balestrini, Nanni",9603031542,9789603031543,9603031542,225        pp,3.89,778,1971,2019,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Πολύτιμο πολιτικά, ιστορικά, ιδεολογικά. Λογοτεχνικά βαρετό. Ισως αν το διάβαζα νωρίτερα, σε μια πιο κατάλληλη ηλικία, ας πούμε στα 18-20 μου, να το έΠολύτιμο πολιτικά, ιστορικά, ιδεολογικά. Λογοτεχνικά βαρετό. Ισως αν το διάβαζα νωρίτερα, σε μια πιο κατάλληλη ηλικία, ας πούμε στα 18-20 μου, να το έβρισκα συναρπαστικό. ...more",Notes are private!,0,0,1,not set,not set,"Apr 07, 2016",,Paperback,view (with text),/book/show/17568938
373,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Γκας ο γκάνγκστερ,"Σουρούνης, Αντώνης",,9789600328141,9600328145,396        pp,4.03,109,2000,2000,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Δύο άλλα βιβλία του (Χορός των Ρόδων και Πάσχα στο Χωριό), που διάβασα παλιότερα, μού είχαν αρέσει πολύ περισσότερο. Κι αυτό, αρχικά, μ' ενθουσίασε. ΤΔύο άλλα βιβλία του (Χορός των Ρόδων και Πάσχα στο Χωριό), που διάβασα παλιότερα, μού είχαν αρέσει πολύ περισσότερο. Κι αυτό, αρχικά, μ' ενθουσίασε. Το στεριανό κομμάτι της ιστορίας μού άρεσε πάρα πολύ. Το θαλασσινό λιγότερο (βέβαια ο ήρωας/συγγραφέας ξεκαθαρίζει ότι τίποτε δεν έχει αγαπήσει όσο τη θάλασσα, άρα επόμενο είναι να δώσει τόσο βάρος στο θαλασσινό κομμάτι του βιβλίου). Μού φάνηκε ότι τράβηξε πολύ σε μάκρος η περιπέτεια στη θάλασσα, δίνοντας ελάχιστο χώρο και χρόνο για το φινάλε, που φιλοδοξούσε να (με) συγκλονίσει αλλά (δυστυχώς) δεν τα πολυκατάφερε, ίσως γιατί προηγουμένως -και για αρκετές σελίδες- είχα ψιλοβαρεθεί. ...more",Notes are private!,0,2,1,not set,not set,"Mar 29, 2016",,Paperback,view (with text),/book/show/11490556
374,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Οι φυγάδες,"Karnezis, Panos*",9601663495,9789601663494,9601663495,272        pp,3.62,55,"Apr 16, 2015",Nov 2015,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Mar 23, 2016",,Paperback,view,/book/show/28116206
375,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Σημειώσεις για μια ιδιωτική θεωρία της λογοτεχνίας,"Κυριακίδης, Αχιλλέας",,9786185004309,,48        pp,4.34,38,"Apr 01, 2015",Apr 2015,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 20, 2016",,Paperback,view,/book/show/25322138
376,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Erasure,"Everett, Percival",1555975992,9781555975999,1555975992,265        pp,4.20,"11,345",2001,"Oct 05, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Mar 11, 2016",,Paperback,view,/book/show/10889783-erasure
377,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Λαθρεμπόριο,"Serpa, Enrique",,9789608397606,,264        pp,3.44,36,1938,Dec 2013,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Αυτό που λέμε ρωμαλέο, σκληροτράχηλο μυθιστόρημα. Γνήσια προλεταριακό αλλά όχι εκνευριστικά διδαχτικό ή ιδεοληπτικό, ούτε όμως και ιδεολογικά τυφλό. ΜΑυτό που λέμε ρωμαλέο, σκληροτράχηλο μυθιστόρημα. Γνήσια προλεταριακό αλλά όχι εκνευριστικά διδαχτικό ή ιδεοληπτικό, ούτε όμως και ιδεολογικά τυφλό. Μια απλή(;) ιστορία ανθρώπινων παθών, γραμμένη εξαιρετικά. ...more",Notes are private!,0,1,1,not set,not set,"Mar 09, 2016",,Paperback,view (with text),/book/show/23473957
378,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Στη λίμνη,"Sallis, James",,9789604354672,,316        pp,3.49,937,2003,"May 22, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Feb 28, 2016",,Paperback,view,/book/show/25605678
379,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Devil All the Time,"Pollock, Donald Ray",038553504X,9780385535045,038553504X,261        pp,4.13,"35,275","Jul 12, 2011","Jul 12, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Feb 22, 2016",,Hardcover,view,/book/show/10108463-the-devil-all-the-time
380,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Life as a Fake,"Carey, Peter",0375414983,9780375414985,,265        pp,3.39,"3,513","Jan 01, 2003","Oct 28, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Οι ωραιότερες σάλτσες για μακαρονάδα δεν είναι απαραίτητα αυτές που έχουν τα περισσότερα εξεζητημένα υλικά. Ομοίως, στη λογοτεχνία, είναι καλοδεχούμενΟι ωραιότερες σάλτσες για μακαρονάδα δεν είναι απαραίτητα αυτές που έχουν τα περισσότερα εξεζητημένα υλικά. Ομοίως, στη λογοτεχνία, είναι καλοδεχούμενα τα ευρήματα, οι εξυπνες ιδέες και τα αφηγηματικά κόλπα, ωστόσο αν έχεις πολλά από δαύτα και αποφασίσεις να τα χρησιμοποιήσεις όλα μαζί, καμιά φορά κουράζεις. Αξιοδιάβαστο, σίγουρα. Αν είχε περισσότερη οικονομία και αυτοσυγκράτηση ο συγγραφέας, θα μου άρεζε περισσότερο. ...more",Notes are private!,0,1,1,not set,not set,"Feb 14, 2016",,Hardcover,view (with text),/book/show/111102.My_Life_as_a_Fake
381,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"It's Always Sunny in Philadelphia: The 7 Secrets of Awakening the Highly Effective Four-Hour Giant, Today","Gang, The",006222512X,9780062225122,006222512X,256        pp,3.76,"1,743","Jan 06, 2015","Jan 06, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Απ' όσο ξέρω, δεν είμαστε και πολλοί στην Ελλάδα οι φαν της αμερικανικής τηλεοπτικής σειράς It's Always Sunny in Philadelphia - και τούτη 'δω η παρωδίΑπ' όσο ξέρω, δεν είμαστε και πολλοί στην Ελλάδα οι φαν της αμερικανικής τηλεοπτικής σειράς It's Always Sunny in Philadelphia - και τούτη 'δω η παρωδία βιβλίου αυτοβοήθειας απευθύνεται αποκλειστικά και μόνο σε όσους έχουν ήδη επαφή με την τηλεοπτική σειρά και με το βέβηλο, ανίερο, πολιτικά μη ορθό χιούμορ της. Οπότε αν δεν είστε φίλος/η της σειράς ή αν νιώθετε προσβεβλημένοι από το κάφρικο χιούμορ, μείνετε μακρια. ...more",Notes are private!,0,1,1,not set,not set,"Feb 12, 2016",,Unknown Binding,view (with text),/book/show/18945660-it-s-always-sunny-in-philadelphia
382,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Το βάρος της πεταλούδας,"De Luca, Erri",,9786188059054,,116        pp,3.59,"3,468",2009,May 2015,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,not set,not set,"Feb 01, 2016",,Paperback,view,/book/show/25859963
383,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Μπορείς να φας λεμόνι και να μην ξινίσεις τα μούτρα σου;,"Pàmies, Sergi",,9789606715853,960671585X,158        pp,3.55,713,2006,Jun 2009,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Το (καλό, αυτό που σε αρέσει τέλος πάντων) ογκώδες μυθιστόρημα είναι γενναιόδωρο, αλλά του βρίσκω (τουλάχιστον) ένα μεγάλο μειονέκτημα: είναι πολύ απαΤο (καλό, αυτό που σε αρέσει τέλος πάντων) ογκώδες μυθιστόρημα είναι γενναιόδωρο, αλλά του βρίσκω (τουλάχιστον) ένα μεγάλο μειονέκτημα: είναι πολύ απαιτητικό από τον αναγνώστη, απαιτεί την αποκλειστική προσοχή του για μεγάλο χρονικό διάστημα. Για να μην πω ότι καμιά φορά τα ογκώδη μυθιστορήματα αποπνέουν μια απωθητική φιλοδοξία, φιλαρέσκεια και ξερολίαση. Αντιθέτως τα μικρά σε μέγεθος βιβλία, που -ακόμη καλύτερα- απαρτίζονται από μικρά διηγήματα, είναι πιο διακριτικά, σχεδόν ταπεινά, και, όταν είναι καλά (όταν τέλος πάντων σε αρέσουν), μέσα στις λίγες τους σελίδες μπορούν να πουν τόσα όσα δεν έχουν πει όλοι οι βαρυσήμαντοι πολυμίληδες συγγαφείς (διάλεξε εσύ έναν για παράδειγμα). Με όρους μουσικούς, για να το πω αλλιώς, το διήγημα είναι πανκ, το ογκώδες μυθιστόρημα προγκρέσιβ ροκ. Καλά και τα δύο, αλλα προτιμώ το πανκ. Ο Σέρζι Πάμιες είναι άσος στην τέχνη της αφαίρεσης και του υπαινιγμού και τα καταπληκτικά διηγήματά του μιλάνε για τα πιο απλά αλλά και τα πιο σημαντικά πράγματα του κόσμου. ...more",Notes are private!,0,3,1,not set,"Sep 29, 2016","Feb 01, 2016",,Paperback,view (with text),/book/show/23124335
384,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Φονιάδες μπάτσων,"Fajardie, Frédéric H.",9609797296,9789609797290,9609797296,176        pp,3.79,120,1979,Jun 2014,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Feb 01, 2016",,Paperback,view,/book/show/23289612
385,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Γραφείον ο φόβος,"Σκαλίδη, Σταυρούλα",,9789604354658,,168        pp,3.73,11,2015,"Oct 29, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 31, 2016",,Paperback,view,/book/show/27394956
386,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lost Paradise,"Nooteboom, Cees",0802118550,9780802118554,0802118550,151        pp,3.39,828,2004,"Oct 10, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Οταν πριν από καμιά 20ετία είχα τυχαία διαβάσει τις Ιεροτελεστίες του ιδίου συγγραφέα, είχα τόσο πολύ εντυπωσιαστεί που ακόμη το θυμάμαι ως ένα από ταΟταν πριν από καμιά 20ετία είχα τυχαία διαβάσει τις Ιεροτελεστίες του ιδίου συγγραφέα, είχα τόσο πολύ εντυπωσιαστεί που ακόμη το θυμάμαι ως ένα από τα απολαυστικότερα πράγματα που έχω διαβάσει ποτέ (συμπεριλαμβανομένων και των μενού εστιατορίων). Το συγκεκριμένο όμως, Lost Paradise, που μάλλον δεν έχει μεταφραστεί στα ελληνικά, ενώ ξεκινά μ' έναν εντυπωσιακό, σχεδόν μαγικό πρόλογο και καταληγεί με έναν εξίσου δυνατό επίλογο, είναι άνισο στο δύο κύρια μέρη του. Ιδίως κατά το πρώτο μέρος (ένας κατ' εμέ πολιτισμικός αχταρμάς που θα ήθελε να είναι κοσμοπολιτισμός -Αβορίγινες, αναγεννησιακοί αγγελοι, δυο βραζιλιανες γερμανικής καταγωγής με όνειρο ζωής το ταξίδι στην Αυστραλία- με ασαφείς αναζητήσεις και υπαρξιακές ανησυχίες) κόντεψα να το παρατήσω. Το δεύτερο μέρος, κάπως καλύτερο. Ή συνήθισα, ξέρω 'γω; Δύο αστεράκια και μισό, ας πούμε τρία, μόνο και μόνο γιατί ο ίδιος έχει γράψει τις αγαπημένες μου Ιεροτελεστίες (στα ελληνικά, εκδ. Μέδουσα). ...more",Notes are private!,0,0,1,not set,not set,"Jan 24, 2016",,Hardcover,view (with text),/book/show/1113312.Lost_Paradise
387,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dinner,"Koch, Herman",,,,310        pp,3.22,"162,293",2009,"Nov 05, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Jan 18, 2016",,Paperback,view,/book/show/17878613-the-dinner
388,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Τρία λευκά φέρετρα,"Ungar, Antonio",,9789602216644,,296        pp,3.73,244,"Nov 08, 2010",Dec 2015,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Ανάμεσα στα τρία και τα τέσσερα αστεράκια. Οι πρώτες σελίδες εξαιρετικές, απ' τις ωραιότερες πρώτες σελίδες που έχω διαβάσει, η συνέχεια δεν δικαίωσε Ανάμεσα στα τρία και τα τέσσερα αστεράκια. Οι πρώτες σελίδες εξαιρετικές, απ' τις ωραιότερες πρώτες σελίδες που έχω διαβάσει, η συνέχεια δεν δικαίωσε πλήρως τις υψηλές προσδοκίες, όχι γιατί δεν ήταν καλή, καλή ήταν, μια χαρά, αλλά γιατί η αφήγηση είχε έναν ελαφρώς μονοδιάστατο τόνο, σαν να τρως ένα πάρα πολύ ωραίο παγωτό, με μια γεύση μόνο όμως. Ωστόσο η σάτιρα κι η παρωδία είναι εύστοχη και αιχμηρή, το ανάλαφρο και εξωφρενικό ύφος της αφήγησης συνήθως προκαλεί αβίαστο (γάργαρο, που λέγανε παλιά) γέλιο και στο φινάλε κρύβεται μια απροσδόκητη αλλαγή στον τόνο, που κερδίζει τις εντυπώσεις. ...more",Notes are private!,0,6,1,not set,not set,"Jan 12, 2016",,Paperback,view (with text),/book/show/28462543
389,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Δικός σου ώς το θάνατο,"Staalesen, Gunnar",9604351044,9789604351046,9604351044,438        pp,3.60,657,1979,Jun 2012,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Μια ίσως λανθασμένη εντύπωση: στα νεότερα νουάρ μυθιστορήματα, τα κλισέ του είδους χρησιμοποιούνται ειρωνικά, ως ένα μετα-οτιδήποτε σχόλιο. Απ' την άλΜια ίσως λανθασμένη εντύπωση: στα νεότερα νουάρ μυθιστορήματα, τα κλισέ του είδους χρησιμοποιούνται ειρωνικά, ως ένα μετα-οτιδήποτε σχόλιο. Απ' την άλλη, στο όχι και τόσο νέο (1979) νουάρ μυθιστόρημα «Δικός σου ως το θάνατο» ο συγγραφέας κυριολεκτεί όταν χρησιμοποιεί τα κλισέ του είδους, η τσαντλερική μίμηση γίνεται με σεβασμό και το τελικό αποτέλεσμα είναι γοητευτικότατο παρά τις βαρύγδουπες φράσεις, που εντέλει απολαμβάνεις, του στιλ: «Αλλο τίποτα δεν είχα να τη δώσω, ούτε και της έδωσα. Ημουν ο άνεμος: έκανα τις ερωτήσεις μου, έπαιρνα τις απαντήσεις μου, και πήγαινα παραπέρα. Ημουν το σμάρι οι ακρίδες: έτρωγα ό,τι έβρισκα μπροστά μου και άφηνα πίσω μου μια γυμνή κατασπαραγμένη ζωή, μια νύχτα χωρίς μυστικά. Ημουν ο ήλιος: άφηνα πίσω μου καμένα λιβάδια, δάση, σβησμένες ζωές».Ο αποτυχημένος μοναχικός πότης -πιο κλισέ αλλά και πιο συμπαθητικός, πεθαίνεις- ντετέκτιβ Βαργκ Βέουμ αρέσκεται στις παρομοιώσεις: «η αστυνομικίνα έμοιαζε με κεφάλαιο μυθιστορήματος της πλάκας, που τελικά το απέρριψαν» - ή άλλου: «η φωνή του ήταν απ' αυτές που ξεχνιούνται εύκολα, όπως η τελευταία φράση ενός βιβλίου του κώλου». Ωραίος. ...more",Notes are private!,0,8,1,not set,not set,"Jan 07, 2016",,Paperback,view (with text),/book/show/7704463
390,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Πού ήσασταν όλοι,"Di Paolo, Paolo",,9789609527804,9609527809,264        pp,3.18,148,2011,Jun 2013,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Άνισο. Φιλόδοξο. Έξυπνο ως σύλληψη. Ελκυστικό στις προθέσεις του. Πετυχημένο ως αφηγηματικό κολάζ. Δεν ανταποκρίνεται στις προσδοκίες που δημιουργεί. Άνισο. Φιλόδοξο. Έξυπνο ως σύλληψη. Ελκυστικό στις προθέσεις του. Πετυχημένο ως αφηγηματικό κολάζ. Δεν ανταποκρίνεται στις προσδοκίες που δημιουργεί. Ορισμένες φορές απόρησα με την ηλικία του συγγραφέα (30 ετών) καθώς υπήρξαν σημεία αντίστοιχου βάθους με τον τοίχο στο φέησμπουκ ενός επιπόλαιου εφήβου. Ειδικά στο προσωπικό κομμάτι της ιστορίας, συχνά-πυκνά τα κάνει θάλασσα, προκαλώντας χασμουρητά. Αντίθετα, πιο ενδιαφέρον βρήκα το πολιτικοκοινωνικό κομμάτι που αφορά τον Μπερλουσκόνι, που κι αυτό όμως δυστυχώς είναι κάπως επιφανειακό. Νομίζω πως αποτυγχάνει να δέσει πειστικά το προσωπικό με το συλλογικό. ...more",Notes are private!,0,5,1,not set,not set,"Jan 03, 2016",,Paperback,view (with text),/book/show/18045437
391,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Από τη μια τσέπη στην άλλη: Αντιαστυνομικές ιστορίες,"Čapek, Karel",9607027140,9789607027146,9607027140,243        pp,4.10,"1,822",1929,1991,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jan 02, 2016",,Paperback,view,/book/show/10624367
392,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Soldiers of Salamis,"Cercas, Javier",1582344728,9781582344720,1582344728,213        pp,3.84,"11,360","Jun 07, 2001","Jan 10, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Τρίτη φορά που μ' ενθουσιάζει ο Θέρκας (προηγούμενες δύο: ο ένοικος, νόμοι των συνόρων). Τ' αστεράκια θα μπορούσε να είναι και πέντε, τόσο πολύ μ' ενθΤρίτη φορά που μ' ενθουσιάζει ο Θέρκας (προηγούμενες δύο: ο ένοικος, νόμοι των συνόρων). Τ' αστεράκια θα μπορούσε να είναι και πέντε, τόσο πολύ μ' ενθουσίασε ειδικά το τρίτο και τελευταίο μέρος. Εντέλει τέσσερα (όχι ότι έχει σημασία) απλώς και μόνο γιατί κάπου στο δεύτερο μέρος, στη μέση, το βιβλίο σαν να έκανε μια κοιλιά. ...more",Notes are private!,0,1,1,not set,not set,"Dec 28, 2015",,Paperback,view (with text),/book/show/23859.Soldiers_of_Salamis
393,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ο Λεβιάθαν,"Roth, Joseph",9602833483,9789602833483,,115        pp,3.77,848,1924,Sep 2012,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Dec 28, 2015",,Paperback,view,/book/show/21521726
394,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Οι Αρραβώνες του κυρίου Ιρ,"Simenon, Georges",9603257613,9789603257615,9603257613,208        pp,3.67,"1,460",1933,2008,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Σκέτη απόλαυση η ανάγνωση, που δεν μπόρεσε να τη χαλάσει ούτε η στα όρια της βλακείας σποϊλεριά, σε ό,τι αφορά την υπόθεση, που υπάρχει εν είδει blurbΣκέτη απόλαυση η ανάγνωση, που δεν μπόρεσε να τη χαλάσει ούτε η στα όρια της βλακείας σποϊλεριά, σε ό,τι αφορά την υπόθεση, που υπάρχει εν είδει blurb στο οπισθόφυλλο του βιβλίου. ...more",Notes are private!,0,4,1,not set,not set,"Dec 21, 2015",,Paperback,view (with text),/book/show/10512226
395,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Γιάκομπ Φον Γκούντεν,"Walser, Robert",9602833343,9789602833346,9602833343,253        pp,3.90,"5,269",1909,Jun 2012,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Μου το είχαν προτείνει ως αριστούργημα, απ' τα σημαντικότερα της λογοτεχνίας, είχα διαβάσει και σχετικά άρθρα. Διαβάζοντάς το, καταλάβαινα τη μοναδικόΜου το είχαν προτείνει ως αριστούργημα, απ' τα σημαντικότερα της λογοτεχνίας, είχα διαβάσει και σχετικά άρθρα. Διαβάζοντάς το, καταλάβαινα τη μοναδικότητά του, τη σπουδαιότητά του, έβρισκα καίριες επισημάνσεις, που θα τις υπογράμμιζα αν είχα αυτή τη συνήθεια. Ωστόσο δεν με συνεπήρε, δεν μαγεύτηκα καθόλου, η ανάγνωση δεν ήταν απολαυστική αλλά σχεδόν εγκυκλοπαιδική και όσο προχωρούσε γινόταν σχεδόν διεκπεραιωτική. Οι τελευταίες σελίδες μου φάνηκαν ατέλειωτες. Για να είμαι ειλικρινής, πιο ενδιαφέρων μου φαίνεται ο βίος του ίδιου του συγγραφέα παρά το βιβλίο του. Δύο αστεράκια και μισό....more",Notes are private!,0,2,1,not set,not set,"Dec 09, 2015",,Paperback,view (with text),/book/show/21991388
396,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Η πύλη της κόλασης,"Gaudé, Laurent",,9789604556427,9604556428,199        pp,3.86,"1,094","Aug 20, 2008","Oct 01, 2009",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Dec 05, 2015",,Paperback,view,/book/show/17230878
397,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Asphalt Jungle,"Burnett, W.R.",1853753467,9781853753466,1853753467,230        pp,3.93,"2,260",1949,"Sep 05, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Είναι, λόγω της ταινίας, το πιο γνωστό του Μπερνέτ, αλλά έχει γράψει και καλύτερα νουάρ ο μπαγάσας. Πολύ καλό, ούτως ή άλλως. Στα ελληνικά είναι σχετιΕίναι, λόγω της ταινίας, το πιο γνωστό του Μπερνέτ, αλλά έχει γράψει και καλύτερα νουάρ ο μπαγάσας. Πολύ καλό, ούτως ή άλλως. Στα ελληνικά είναι σχετικά εύκολο να βρεθεί η έκδοση από τον Παρατηρητή, και σε πολύ χαμηλή τιμή, ωστόσο η μετάφραση είναι κακή -για να το θέσω κομψά. http://www.biblionet.gr/book/40335/Bu......more",Notes are private!,0,0,1,not set,not set,"Dec 03, 2015",,Paperback,view (with text),/book/show/439283.The_Asphalt_Jungle
398,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Τα τυφλά ηλιοτρόπια,"Méndez, Alberto",,9789606715761,9606715760,200        pp,4.00,"7,714",2004,2008,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Πριν από λίγα χρόνια το βιβλίο αυτό βρέθηκε σε μια λίστα, δημοσιευμένη στην εφημερίδα το Βήμα (http://www.tovima.gr/books-ideas/arti...), με τα 100 βιΠριν από λίγα χρόνια το βιβλίο αυτό βρέθηκε σε μια λίστα, δημοσιευμένη στην εφημερίδα το Βήμα (http://www.tovima.gr/books-ideas/arti...), με τα 100 βιβλία που δεν έτυχαν της προσοχής που τους αξίζει από το αναγνωστικό κοινό στη χώρα μας. Αν είναι όντως έτσι, ποτέ δεν είν' αργά. Πρόκειται για ένα χαμηλόφωνο, κατάμαυρο αριστούργημα για τον ισπανικό εμφύλιο και τα χρόνια μετά, με κεντρικό άξονα τη φράση «Ξεπερνώ σημαίνει αποδέχομαι, όχι αλλάζω σελίδα και ξεχνώ. Στην περίπτωση μιας τραγωδίας είναι αναμφισβήτητα απαραίτητη η κάθαρση μέσω του πένθους το οποίο ουδόλως σχετίζεται με το αν θα υπάρξει συμφιλίωση και συγχώρεση». ...more",Notes are private!,0,18,1,not set,not set,"Nov 26, 2015",,Paperback,view (with text),/book/show/26857789
399,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mortal Causes        (Inspector Rebus, #6)","Rankin, Ian*",0312960948,9780312960940,0312960948,278        pp,3.97,"12,863",1994,"Jan 15, 1997",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Nov 25, 2015",,Mass Market Paperback,view,/book/show/511993.Mortal_Causes
400,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ένα τραμ στη Λισαβόνα,"Le Tellier, Hervé",,9789608397682,,248        pp,3.63,236,"Aug 24, 2011",Dec 2014,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Μπορεί τη λέξη «πλούσιος» να μην την πολυσυμπαθώ όταν έχει να κάνει με ανθρώπους και τα υλικά τους αγαθά, αλλά δεν με πολυχαλά όταν χρησιμοποιείται γιΜπορεί τη λέξη «πλούσιος» να μην την πολυσυμπαθώ όταν έχει να κάνει με ανθρώπους και τα υλικά τους αγαθά, αλλά δεν με πολυχαλά όταν χρησιμοποιείται για να εκφράσει ποιοτικά χαρακτηριστικά σε αφθονία, και για να γίνω επιτέλους λίγο ξεκάθαρος, «πλούσιο» είναι ένα επίθετο που ταιριάζει γάντι στο μυθιστόρημα «Ενα τραμ στη Λισαβόνα» του Ερβέ Λε Τελιέ. Πλούσιο σε: συναισθήματα, ιδέες, παράλληλες ιστορίες, αναφορές, επινοήσεις, είναι το λογοτεχνικό αντίστοιχο ενός υπέροχου γεύματος, σου αφήνει δηλαδή την ίδια αίσθηση στο τέλος: μακάρια πληρότητα μεν, μικρή μελαγχολία για το άδειο ταψί γεμιστά δε....more",Notes are private!,0,4,1,not set,not set,"Nov 25, 2015",,Paperback,view (with text),/book/show/23865383
