,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Mark's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Gentleman in Moscow,"Towles, Amor*",,,,462        pp,4.33,"543,394","Sep 06, 2016","Sep 06, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"When you pick up this book and begin turning its pages, you will find you simply have to lick the charm from your fingers. The plot is charming, the wWhen you pick up this book and begin turning its pages, you will find you simply have to lick the charm from your fingers. The plot is charming, the writing is charming and above all, the main character is utterly charming. The novel starts in 1922 in Moscow and follows the life of a man confined to house arrest in a vast hotel - the Metoprol. The premise, I have to say, sounded claustrophobic when I thought about it. I picked up the book and then put it down. But receiving it as a gift, it made it into my pile of things to read. And I'm so glad I did. It was anything but confining to be in the Metropol with Count Rostov - there were rooms and rooms in which to roam and people to meet and stories to hear. And beyond the aforementioned attributes, the introduction to such a fine character as Count Rostov also provides lessons in how to live. And while learning those lessons, you are endlessly entertained. ...more",Notes are private!,0,1,1,"Mar 07, 2017","Mar 11, 2017","Feb 17, 2017",,Hardcover,view (with text),/book/show/29430012-a-gentleman-in-moscow
242,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,She Poured Out Her Heart,"Thompson, Jean",039957381X,9780399573811,039957381X,432        pp,3.08,592,"May 31, 2016","May 31, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 17, 2017",,Hardcover,view,/book/show/26236962-she-poured-out-her-heart
243,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lincoln in the Bardo,"Saunders, George",0812995341,9780812995343,0812995341,368        pp,3.75,"155,268",2017,"Feb 14, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is quite a book. Like James Joyce's Ulysses, the book is as much about the writing of the book as the subject about which is being written, if yoThis is quite a book. Like James Joyce's Ulysses, the book is as much about the writing of the book as the subject about which is being written, if you take my meaning. There is not a continuous narrative, but rather a series of observations made by a multitude of observers - some of them living (at the time in which the novel is set) and some of them dead (also at the time at which the novel is set). Some of the observations are memories - looking back from those still alive providing points of view - sometimes conflicting - of what occurred. One thing the living and the dead have in common is that they do not seem to know why there are where they are. In any case, the book follows the days after the passing of Willie Lincoln and the grief of President and Mrs. Lincoln. But I would not say that the book is actually about the Lincolns, rather this brief point in time is the vehicle for conveying a lot of thoughts about living (and of course, dying). I actually avoided reading s of this book prior to reading it for the reason that I sensed that it was a book best tasted oneself so that one could decide how one felt. But I confess after reading it, I am not sure how I feel. It was interesting and it was extremely creative but I am left wondering if my intellect was up to this. However, I can say I would recommend that others take the journey and see how they feel. ...more",Notes are private!,0,0,1,"Mar 11, 2017","Mar 18, 2017","Feb 17, 2017",,Hardcover,view (with text),/book/show/29906980-lincoln-in-the-bardo
244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Light We Cannot See,"Doerr, Anthony*",1476746583,9781476746586,1476746583,531        pp,4.32,"1,661,529","May 06, 2014","Jan 01, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It is difficult to describe the exceptionalism of this novel. It is a beautifully told story of horrible events. It is humanity and inhumanity. It is It is difficult to describe the exceptionalism of this novel. It is a beautifully told story of horrible events. It is humanity and inhumanity. It is hope and anguish. There is no question, this is one of the top five books I have read in my lifetime. Apparently written over many years, the craftsmanship of this novel is exquisite. It demonstrates the importance of language, of sentences. Passages are poetic. It is a joy to open the pages sit with this book. The funny thing is that I picked this book up many times and did not buy it. The jacket description did not compel me - just as anything I write here would be unworthy of this book. But picking it up and reading some of the passages - that does the trick. And while the setting is the second world war, it speaks to the struggle of any time. Bringing together the worlds of a German soldier swept into the events much bigger than himself and the French girl who is simply living life - we are all on this stage in every time. These two embody any time, every time. Read it. Enjoy it. It will stay with you for a long time. It makes you fall in love with reading all over again. ...more",Notes are private!,0,0,1,"Jan 15, 2017","Feb 16, 2017","Feb 17, 2017",,Hardcover,view (with text),/book/show/18143977-all-the-light-we-cannot-see
245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,House of Names,"Tóibín, Colm",0241264936,9780241264935,0241264936,272        pp,3.58,"9,023","May 09, 2017","May 18, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 17, 2017",,Paperback,view,/book/show/29344653-house-of-names
246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Just Kids,"Smith, Patti*",,,,304        pp,4.21,"280,530","Jan 19, 2010","Jan 19, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"When I first moved to NY in the 70s as a young 21 year old, it was a different place than it is today. My first residence was the Chelsea Hotel. The cWhen I first moved to NY in the 70s as a young 21 year old, it was a different place than it is today. My first residence was the Chelsea Hotel. The city was big and dirty and a little scary and there was no AIDS epidemic. It was a different time. It was also the kind of time and one was at an age where you cultivate the friendships that are extremely important - that have the kinds of bonds that allow you to easily and comfortably run into a friend from those days and begin having a conversation right where you left off all those years ago. It was a place and time in life where you forge the experiences that define you later as a person.Just Kids captures all that and more. It is worth a slow read because her prose should not be rushed. She evoked tears in the beginning of the book and again at the end. You don't have to be a fan of her poetry or her music to relate to her experience and journey as someone young who is growing into her own or to understand fully how special it is to find someone you love so fiercely and to accept them for their wonder and their faults. She lived in the Chelsea Hotel and so this book spoke to me. And moreover, it is a story of NY in an age that is as far gone as the days of the flapper and the speakeasy. I read this book after reading M Train, which I actually thought was even better writing. She has a distinct way of relaying events and memories that while somewhat minimalist in nature delivers fully on the experience. There is observation, poignance and no preaching or crushing point of view to burden the reader. Read it if you are fan of her music. Read it if you love New York. Read it if you love her poetry or art. Read it if you like magnificent journeys. If you don't like any of those things, read it. You will still enjoy it....more",Notes are private!,0,0,1,Jan 2017,"Jan 28, 2017","Jan 29, 2017",,Hardcover,view (with text),/book/show/341879.Just_Kids
247,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Here I Am,"Foer, Jonathan Safran *",0241146186,9780241146187,B01N9Z90JH,571        pp,3.64,"26,606",2016,Aug 2016,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 29, 2016",,Paperback,view,/book/show/31434269-here-i-am
248,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,That Old Cape Magic,"Russo, Richard*",0739318926,9780739318928,0739318926,9        pp,3.35,"17,989",2009,"Aug 04, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Actually I would put this above 3, but below 4 stars. I read Bridge of Sighs and really loved that book a lot and perhaps it is the comparison of the Actually I would put this above 3, but below 4 stars. I read Bridge of Sighs and really loved that book a lot and perhaps it is the comparison of the two that is sticking for me. That said, Russo's ability to create characters who are very honest and real is a true gift - the characters of Bridge still echo with me and I read it over two years ago. I read this one in 2 days and it was a very enjoyable read, unlike most fiction I'm picking up these days where I feel I have to slog through characters who are wholly unlikeable. There were many sections of the book that made me laugh out loud and not just because they were so funny, but it was the combination of humor with the gift of character creation - where what was said was not only funny, but so true to the character who said it who we had gotten to know so well in these pages. One other true gift of the author is that he especially catches the mind of the adolescent in a very accurate and poignant way - apparent in Bridge of Sighs and here in the childhood recollections of a vacation long past. ...more",Notes are private!,0,1,1,"Dec 29, 2016","Dec 29, 2016","Dec 29, 2016",,Audio CD,view (with text),/book/show/6303733-that-old-cape-magic
249,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"V is for Vengeance        (Kinsey Millhone, #22)","Grafton, Sue",0399157867,9780399157868,0399157867,437        pp,3.99,"32,048","Nov 01, 2011","Nov 14, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 21, 2016",,Hardcover,view,/book/show/10852027-v-is-for-vengeance
250,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Days of Night,"Moore, Graham*",0812988906,9780812988901,0812988906,371        pp,4.15,"40,371","Aug 16, 2016","Aug 16, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a very enjoyable read that seems ready made for a film and it is therefore no coincidence that it was written by the person who wrote The ImiThis was a very enjoyable read that seems ready made for a film and it is therefore no coincidence that it was written by the person who wrote The Imitation Game. A fictionalized account of the rivalry between Thomas Edison and George Westinghouse and involving a colorful cast of characters who the author succeeded in making individually interesting and distinct. Though not a mystery, it does have the compelling nature of one and there were some surprise plot twists. It seems that lately I have been plagued reading books where I do not like or find the characters interesting, that is not the case here. And it is always fun to read a book set in Manhattan in the late 1800s. ...more",Notes are private!,0,1,1,"Oct 16, 2016","Nov 04, 2016","Oct 16, 2016",,Hardcover,view (with text),/book/show/28363972-the-last-days-of-night
251,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Christodora,"Murphy, Tim*",080212528X,9780802125286,080212528X,496        pp,4.30,"6,485","Aug 02, 2016","Aug 02, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Oct 2016,"Oct 15, 2016","Oct 01, 2016",,Hardcover,view,/book/show/27070074-christodora
252,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Master,"Tóibín, Colm",0743250419,9780743250412,B0013L4CSG,339        pp,3.84,"10,693","May 25, 2004","Apr 19, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 26, 2016",,Paperback,view,/book/show/43691.The_Master
253,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brooklyn,"Tóibín, Colm",1439138311,9781439138311,1439138311,262        pp,3.70,"113,341","Apr 29, 2009","May 05, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 26, 2016",,Hardcover,view,/book/show/4954833-brooklyn
254,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Brilliant Friend        (My Brilliant Friend #1),"Ferrante, Elena",,,,331        pp,4.04,"332,960","Oct 19, 2011","Sep 25, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Upon the enthusiastic recommendation of several people - all women - I picked up this - the first of four novels in the series - really interested andUpon the enthusiastic recommendation of several people - all women - I picked up this - the first of four novels in the series - really interested and hopeful to have a good read - the kind I haven't had in a novel for a while. But I read and read and kept waiting for the ""aha"" moment where I got why this was so recommended. There is a strong relationship between the two main characters that was interesting, but at times I did not understand their motivations or the reasons why they suddenly did certain things or made particular decisions - some of which were perplexing. It sometimes felt like their actions were being bent to serve a plot, rather than a plot that reflected the characters. At any rate, the book is capably written and I was very interested in the last few scenes, but overall, it didn't deliver for me. That said, I will likely tackle the other 3 novels in the series just to see what happens. ...more",Notes are private!,0,0,1,"Sep 16, 2016","Sep 26, 2016","Sep 16, 2016",,Paperback,view (with text),/book/show/13586707-my-brilliant-friend
255,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,M Train,"Smith, Patti*",1101875100,9781101875100,1101875100,256        pp,4.02,"43,521","Oct 06, 2015","Oct 06, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book was such an unexpected pleasure. Like buying a bottle of inexpensive wine that you didn't think you would particularly like and uncorking itThis book was such an unexpected pleasure. Like buying a bottle of inexpensive wine that you didn't think you would particularly like and uncorking it and taking a sip and going ""Wow"". And like the bottle of good wine, this is not a book to gobble up. It is meant to be sipped and put down and appreciated. It is a lovely collection of essays, conveying snapshots of a life. The beauty of it, beyond its artistic prose, is that the depictions are rendered without the weight of accompanying judgements or opinions. They just are. They are all in the moment, like good meditation. The other thing about this book, is that it conveys so well the importance of writing - of noticing what is happening in our lives, however small it might be. To look at it - to describe it - to own it. Thanks Patti. ...more",Notes are private!,0,0,1,May 2016,"Jun 05, 2016","May 21, 2016",,Hardcover,view (with text),/book/show/24728470-m-train
256,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zealot: The Life and Times of Jesus of Nazareth,"Aslan, Reza",140006922X,9781400069224,140006922X,296        pp,3.86,"69,744","Jul 16, 2013","Jul 16, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 13, 2016",,Hardcover,view,/book/show/17568801-zealot
257,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Doubter's Almanac,"Canin, Ethan",1400068266,9781400068265,1400068266,558        pp,3.69,"4,603","Feb 16, 2016","Feb 16, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 30, 2016",May 2016,"Apr 30, 2016",,Hardcover,view,/book/show/22318513-a-doubter-s-almanac
258,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"List Series: Donna Leon: Series Reading Order: The Waters of Eternal Youth, Guido Brunetti Books, Guido Brunetti Non-fiction Books, Standalone Novels, Non-fiction Books by Donna Leon","List, Series",,,B01CD561XY,12        pp,4.15,82,unknown,"Feb 28, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 16, 2016",,Kindle Edition,view,/book/show/29367647-list-series
259,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Waters of Eternal Youth        (Commissario Brunetti, #25)","Leon, Donna",0802124801,9780802124807,0802124801,256        pp,4.14,"9,536","Mar 08, 2016","Mar 08, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"So I have read all of Donna Leon's books in this series and they are almost without exception great mystery reads. The characters of Guido Brunetti anSo I have read all of Donna Leon's books in this series and they are almost without exception great mystery reads. The characters of Guido Brunetti and his wife Paola are two people so likable that you want to go to their house for dinner, no less so because of the wonderful meals described in the book. The series involves all of my favorite things - good people, Venice, good food and wine. That is for the series. As for this book, it stood out a bit. More than once it made me laugh out loud and the closing was extremely touching. It certainly is one of my faves in all of the many in the series and I can't wait for the next........more",Notes are private!,0,0,1,Apr 2016,"Apr 15, 2016","Apr 16, 2016",,Hardcover,view (with text),/book/show/25786897-the-waters-of-eternal-youth
260,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Death at La Fenice        (Commissario Brunetti, #1)","Leon, Donna",006074068X,9780060740689,006074068X,270        pp,3.88,"37,209","Jun 19, 1992","Jul 27, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Apr 16, 2016",,Paperback,view,/book/show/68099.Death_at_La_Fenice
261,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bridge of Sighs,"Russo, Richard*",0375414959,9780375414954,0375414959,528        pp,3.80,"24,382","Sep 25, 2007","Oct 01, 2007",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 09, 2016",,Hardcover,view,/book/show/107821.Bridge_of_Sighs
262,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mr. Timothy,"Bayard, Louis",0060534222,9780060534226,0060534222,416        pp,3.61,"2,688",2002,"Oct 26, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 05, 2016",,Paperback,view,/book/show/644154.Mr_Timothy
263,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Be a Victorian,"Goodman, Ruth",0670921351,9780670921355,0670921351,458        pp,4.24,"6,844","Mar 01, 2013","Jul 30, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read this book father reading Ruth Goodman's similar work on living in Tudor times. She provides a very thorough overview of many details of like inI read this book father reading Ruth Goodman's similar work on living in Tudor times. She provides a very thorough overview of many details of like in another era and she is a clear expert and a very engaging and capable writer. I will say this, you cannot read either without having a huge and profound renewed appreciation for the modern bathroom....more",Notes are private!,0,0,1,not set,"May 03, 2016","Mar 05, 2016",,Hardcover,view (with text),/book/show/17321139-how-to-be-a-victorian
264,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How To Be a Tudor: A Dawn-to-Dusk Guide to Tudor Life,"Goodman, Ruth",1631491393,9781631491399,1631491393,336        pp,4.06,"4,232","Nov 05, 2015","Feb 15, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I liked this book a lot because the author did a lot of first hand research that was truly an effort, without spoiling it for you. I found the culturaI liked this book a lot because the author did a lot of first hand research that was truly an effort, without spoiling it for you. I found the cultural historical parts very interesting and she is a very engaging writer. The drawbacks were two - I could have used more illustrations to better understand what was being described some of the time, with particular regard to clothing items. And some of the descriptions,such as how to make ale, were a little too involved for me....more",Notes are private!,0,0,1,"Mar 05, 2016","Apr 04, 2016","Mar 05, 2016",,Hardcover,view (with text),/book/show/25622831-how-to-be-a-tudor
265,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Witches: Salem, 1692","Schiff, Stacy*",0316200603,9780316200608,0316200603,498        pp,3.25,"21,994","Oct 27, 2015","Oct 27, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 05, 2016",,Hardcover,view,/book/show/24819449-the-witches
266,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"And the Band Played On: Politics, People, and the AIDS Epidemic","Shilts, Randy",0312241356,9780312241353,0312241356,660        pp,4.38,"27,679","Nov 01, 1987","Apr 09, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 28, 2016",,Paperback,view,/book/show/28212.And_the_Band_Played_On
267,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Borrowed Time: An AIDS Memoir,"Monette, Paul",0156005816,9780156005814,0156005816,340        pp,4.36,"2,723","Jan 01, 1988","Jun 01, 1998",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 28, 2016",,Paperback,view,/book/show/52614.Borrowed_Time
268,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Wild Swan: And Other Tales,"Cunningham, Michael*",0374290253,9780374290252,0374290253,134        pp,3.65,"5,116","Nov 10, 2015","Nov 10, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It is likely I will love any book by Michael Cunningham. His writing is so skillful and his characters strike such a deep chord, often verbalizing a fIt is likely I will love any book by Michael Cunningham. His writing is so skillful and his characters strike such a deep chord, often verbalizing a feeling of which I have been aware, but unable to articulate so clearly. This happens again and again in A Wild Swan. This is the second book I've read recently that picks up fairy tales and re-invents them a bit. My favorite in this collection was called Little Man - and was a re-fashioned Rumplestiltskin. They are all artfully done and honestly you could read this entire book in one sitting and if you do, I would choose a rainy afternoon where you can curl up in a daybed by a window and have a puppy nearby - that is what I did and I thoroughly enjoyed this wonderful confection from a favorite author. ...more",Notes are private!,0,0,1,"Jan 02, 2016","Feb 13, 2016","Jan 02, 2016",,Hardcover,view (with text),/book/show/23848124-a-wild-swan
269,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Golem and the Jinni        (The Golem and the Jinni, #1)","Wecker, Helene*",0062110837,9780062110831,0062110837,486        pp,4.13,"123,843","Apr 13, 2013","Apr 23, 2013",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It is certainly not your run of the mill novel and the story itself is interesting. That said, I found getting through the book a real challenge and aIt is certainly not your run of the mill novel and the story itself is interesting. That said, I found getting through the book a real challenge and almost put it down several times, something I never do. I have it a lot of thought as to why and finally netted out that I was not finding the characters very compelling. They do things, but you don't know why they do things. Motivation or introspection is not there. They merely react to one another, but it isn't clear why, with the exception of one character, a Rabbi. The setting is New York near the turn of the last century, but there is really very little offered in the way of description that conveys a sense of it. Between these two things, I simply was not feeling compelled by this one. ...more",Notes are private!,0,0,1,"Jan 02, 2016","Mar 06, 2016","Jan 02, 2016",,Hardcover,view (with text),/book/show/15819028-the-golem-and-the-jinni
270,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,SPQR: A History of Ancient Rome,"Beard, Mary",0871404230,9780871404237,0871404230,606        pp,4.05,"63,783","Oct 19, 2015","Nov 09, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I simply could not find the narrative thread of this book. It exhausted me.,Notes are private!,0,0,1,"Jan 02, 2016","Aug 15, 2021","Jan 02, 2016",,Hardcover,view (with text),/book/show/25013067-spqr
271,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Novel Interiors: Living in Enchanted Rooms Inspired by Literature,"Giramonti, Lisa Borgnes",0385345992,9780385345996,0385345992,288        pp,3.75,275,"Dec 02, 2014","Dec 02, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The only disappointing thing about this book was that it eventually had to end. If you are someone who enjoys the way a room can express a person thatThe only disappointing thing about this book was that it eventually had to end. If you are someone who enjoys the way a room can express a person that can express the artistry of their own lives - then this book is for you. The author's choice here to divide the book into sections that reflect various styles and to accompany their discussion with quotes from novels was a stroke of genius. The photography is wonderful and the portrayals were quite simply stunning. Reading this book was an exercise in relaxation and stimulation at the same time - like eating a delicious peach that demands all of your attention because of its taste and beauty and because it captivates you in the moment. In short, I loved this book. ...more",Notes are private!,0,1,1,"Dec 26, 2015","Dec 31, 2015","Dec 31, 2015",,Hardcover,view (with text),/book/show/21494601-novel-interiors
272,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Career of Evil        (Cormoran Strike, #3)","Galbraith, Robert",0316349933,9780316349932,0316349933,512        pp,4.22,"208,785","Oct 20, 2015","Oct 20, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"When I picked up the first of this series I did not think I was going to like it. The idea of the author of the Harry Potter books writing mysteries -When I picked up the first of this series I did not think I was going to like it. The idea of the author of the Harry Potter books writing mysteries - the description of the protagonist - it just didn't sound like it was going to work for me. And yet when I read the first one I found I really enjoyed it and that JK is indeed able to write a setting of intrigue and suspense and create characters who stay with you and you feel as if you know. The second was also highly entertaining. This one was also, but - and this is a but of taste - the subject matter was too grisly for me and it overpowered the book and the characters and everything else. So I gave it one less star than I did the others not because it is less of a book, but because the subject was just too much for me. ...more",Notes are private!,0,0,1,not set,"Dec 31, 2015","Dec 31, 2015",,Hardcover,view (with text),/book/show/25735012-career-of-evil
273,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wright Brothers,"McCullough, David",,,,320        pp,4.16,"92,307","Mar 20, 2015","May 05, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a wonderful read. Many times biographical works are cluttered with material that is not entirely necessary - diary entries, newspaper articleThis was a wonderful read. Many times biographical works are cluttered with material that is not entirely necessary - diary entries, newspaper articles, etc. Not the case here - in fact, I longed for more photographs. The subject matter clearly is compelling. It was not just the object of flight, but the perseverance of the two individuals who brought us flight is quite breathtaking. The book was written so artfully that when the brothers first find success at getting their machine to fly - and then with several milestones thereafter - one finds oneself gripped with suspense even though (spoiler alert) we know that they succeed. There are also a number of aspects to the story of which I was not aware. Not far away from my house is a marker commemorating the Wright Brothers which I have passed before but never read. It turns out their first demonstration flight in the U.S. was right outside of Washington, D.C in Arlington. In the end, one is left with a profounds sense of admiration, not only for the two brothers, but in the masterful story being told. ...more",Notes are private!,0,0,1,not set,"Aug 25, 2015","Aug 25, 2015",,Hardcover,view (with text),/book/show/22609391-the-wright-brothers
274,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Tree Grows in Brooklyn,"Smith, Betty",0061120073,9780061120077,0061120073,496        pp,4.29,"465,631","Aug 18, 1943","May 30, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a lovely read. I read that originally she had written it as a memoir, but the publisher thought it would be better presented as a novel and sThis was a lovely read. I read that originally she had written it as a memoir, but the publisher thought it would be better presented as a novel and so it was re-written. One can certainly see the contours of the memoir in it and it frequently reminded me of a book I read a few years back called Below Stairs which was a memoir written by a women who was in service in England around the same time as A Tree Grows in Brooklyn - the beginning of the 20th century, and which served as historical info for Upstairs, Downstairs. There was a similar voice of a person who is poor and acknowledging of that fact, forced to deal with the moment each day and in that way, finding their dignity. This was one of those books I meant to read long ago, but I am glad I got to save it up. ...more",Notes are private!,0,0,1,not set,"Aug 11, 2015","Aug 11, 2015",,Paperback,view (with text),/book/show/14891.A_Tree_Grows_in_Brooklyn
275,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On the Move: A Life,"Sacks, Oliver",0385352549,9780385352543,0385352549,397        pp,4.02,"20,577",Apr 2015,"Apr 28, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have read a whole bunch of Oliver Sacks' books and have always been a fan - of some more than others. Most are case histories and he has always pickI have read a whole bunch of Oliver Sacks' books and have always been a fan - of some more than others. Most are case histories and he has always picked intriguing and compelling subject matter that consistently demonstrate the vulnerability our lives - and even our identities have - to our brains. Other books of his have tended more to the autobiographical side - revealing bits about himself - such as Uncle Tungsten. This book is a blend of the two sides of Dr. Sacks - someone I truly wish I had known. The most striking thing perhaps is in the beginning of the book when he reveals that he told his father that he was gay when he was very young in a time and a place not receptive to such news. After reading most of his books, I never knew this about him. And it is not a central theme to the book by any means, but because it is such a deeply personal book, it cannot be ignored. What emerges is a profile of a man who is such a dichotomy. So successful in his professional pursuits, despite the fact that in many ways, he did not fit in professionally. And so unsuccessful in his personal life until late in life. I took my time with this book. I picked it up when it came out, and started it but put it down. I think I was a bit stunned by the beginning. But I'm glad I took my time with it because there is much to digest here - both on the medical side and the personal side. By all means, it is one to read. ...more",Notes are private!,0,1,1,"Jan 02, 2016","Feb 20, 2016","May 16, 2015",,Hardcover,view (with text),/book/show/24972194-on-the-move
