,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Ed's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Beginner's Goodbye,"Tyler, Anne*",0307957276,9780307957276,0307957276,198        pp,3.62,"19,681","Apr 03, 2012","Apr 03, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I enjoyed reading The Beginner's Goodbye, probably the best one of the novels I've read by Anne Tyler. The narrator is a thirty-something man whose wiI enjoyed reading The Beginner's Goodbye, probably the best one of the novels I've read by Anne Tyler. The narrator is a thirty-something man whose wife is killed in an accident. He terribly misses her to the point of seeing and talking with her ghost. There's lots of good, clean humor and quirky support characters. Ms. Tyler has an eye for catching the wonderful details of daily life. Her Baltimore setting is spot-on. It's a captivating summertime read. Loved it. ...more",Notes are private!,0,10,1,"Aug 22, 2020","Aug 27, 2020","Aug 22, 2020",,Hardcover,view (with text),/book/show/12482658-the-beginner-s-goodbye
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl Who Smiled Beads: A Story of War and What Comes After,"Wamariya, Clemantine*",0385687001,9780385687003,0385687001,275        pp,4.19,"23,022","Apr 24, 2018","Apr 24, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I enjoyed reading this gritty, often suspenseful memoir. Clemantine Wamariya is a refugee from war-torn Rwanda. Her amazing story of survival is painfI enjoyed reading this gritty, often suspenseful memoir. Clemantine Wamariya is a refugee from war-torn Rwanda. Her amazing story of survival is painful to read about, but her tenacious spirit carries her through it all. She gives a lot of insights about her homeland, and I liked learning about their rich culture. I hope that she finds peace and happiness in her life. ...more",Notes are private!,0,10,1,"Aug 20, 2020","Aug 22, 2020","Aug 20, 2020",,Hardcover,view (with text),/book/show/36076501-the-girl-who-smiled-beads
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tears We Cannot Stop: A Sermon to White America,"Dyson, Michael Eric",1250135990,9781250135995,1250135990,228        pp,4.31,"10,376","Jan 17, 2017","Jan 17, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have to say this book was somewhat difficult for me to read. The hard truths it presents are good food for thought. It's constructed like a sermon, I have to say this book was somewhat difficult for me to read. The hard truths it presents are good food for thought. It's constructed like a sermon, but the main narrative works on its own power. I learned some things I didn't know. The prose style is energetic and earnest, not overly preachy. It's topical and relevant with the BLM movement in the news. I'll continue reading more of the ""Black Voices"" titles recommended by my library. ...more",Notes are private!,0,13,1,"Aug 13, 2020","Aug 14, 2020","Aug 13, 2020",,Hardcover,view (with text),/book/show/31421117-tears-we-cannot-stop
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Station Eleven,"Mandel, Emily St. John*",0385353308,9780385353304,0385353308,333        pp,4.07,"517,884","Aug 26, 2014","Sep 09, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This stark, at times downright eerie dystopian novel kept me riveted until the final page. As a rule, I don't like such novels, but this one hit the mThis stark, at times downright eerie dystopian novel kept me riveted until the final page. As a rule, I don't like such novels, but this one hit the mark. The author portrays complex, tough-minded characters, and I liked her smooth prose style. Her futuristic setting is soberly credible and hopefully (fingers crossed) not prophetic. Look for how she weaves comic books into her narrative. Recommended. ...more",Notes are private!,0,19,1,"Aug 14, 2020","Aug 19, 2020","Aug 08, 2020",,Hardcover,view (with text),/book/show/20170404-station-eleven
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rise and Fall of the Dinosaurs: A New History of a Lost World,"Brusatte, Steve",0062490451,9780062490452,0062490451,416        pp,4.20,"31,304","Apr 24, 2018","Apr 24, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Aug 06, 2020",,Kindle Edition,view,/book/show/35068612-the-rise-and-fall-of-the-dinosaurs
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Clock Dance,"Tyler, Anne*",1784742449,9781784742447,1784742449,292        pp,3.58,"40,455","Jul 10, 2018","Jul 12, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Every so often, I like to read an Anne Tyler novel. I'm drawn to her smooth prose style, quirky characters, and well-balanced narrative arcs. Clock DaEvery so often, I like to read an Anne Tyler novel. I'm drawn to her smooth prose style, quirky characters, and well-balanced narrative arcs. Clock Dance, then, met and exceeded my expectations. The agreeable protagonist is a middle-aged woman who is reinventing herself and exploring her different life options. I find a character who develops and changes throughout the novel holds my interest. Ms. Tyler also makes use of her beloved Baltimore setting once again. The interactions between the kids and adults aren't forced and feel natural to me. I'll add more of her novels to my reading wish list and return again, I hope. ...more",Notes are private!,0,19,1,"Aug 02, 2020","Aug 06, 2020","Aug 02, 2020",,Paperback,view (with text),/book/show/36645972-clock-dance
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Sympathizer        (The Sympathizer, #1)","Nguyen, Viet Thanh*",0802123457,9780802123459,0802123457,371        pp,4.01,"113,591","Apr 02, 2015","Apr 07, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This ambitious, well-written novel gives a different perspective about the Vietnam War and its aftermath. The scenes set in the U.S. were the most intThis ambitious, well-written novel gives a different perspective about the Vietnam War and its aftermath. The scenes set in the U.S. were the most interesting for me. The narrator is complex and contradictory, which I can't say more about without playing spoiler. I'd a quibble about the length, but I tend to like reading shorter novels. It won a bunch of awards, but I somehow missed its publication. Well, I'm glad I had an opportunity to read it! ...more",Notes are private!,0,14,1,"Jul 26, 2020",Aug 2020,"Jul 26, 2020",,Hardcover,view (with text),/book/show/23168277-the-sympathizer
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Can't Breathe: A Killing on Bay Street,"Taibbi, Matt",0812988841,9780812988840,0812988841,304        pp,4.38,"2,324","Oct 24, 2017","Oct 24, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This nonfiction book gives a full account of the Eric Garner who died while being arrested by the NYPD. Lots of details and background are given aboutThis nonfiction book gives a full account of the Eric Garner who died while being arrested by the NYPD. Lots of details and background are given about Mr. Garner such as his previous non-violent run-ins with the law. He was well liked on the street and by his family. His death captured by a cellphone video is also discussed. I learned a lot more about what happened that day, which is what I wanted from the book. ...more",Notes are private!,0,11,1,"Jul 22, 2020","Jul 26, 2020","Jul 22, 2020",,Hardcover,view (with text),/book/show/32740061-i-can-t-breathe
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Small Town Love Story: Colonial Beach, Virginia","Woods, Sherryl*",0778360989,9780778360988,0778360989,200        pp,3.37,108,"Nov 01, 2017","Nov 14, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Breezy account of life in a small town on the Potomac River. I've been there several times over the years and remember a few things. Probably more of Breezy account of life in a small town on the Potomac River. I've been there several times over the years and remember a few things. Probably more of interest to locals. Lots of people and businesses are discussed....more,Notes are private!,0,12,2,"Jul 18, 2020not set","Jul 25, 2020not set","Jul 18, 2020",,Paperback,view (with text),/book/show/34347634-a-small-town-love-story
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Glass Hotel,"Mandel, Emily St. John*",0525521143,9780525521143,0525521143,307        pp,3.69,"172,147","Mar 24, 2020","Mar 24, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Despite the slow and somewhat confusing start (at least for me), the story drew me in after the plot got some traction. Bernie Madoff's massive Ponzi Despite the slow and somewhat confusing start (at least for me), the story drew me in after the plot got some traction. Bernie Madoff's massive Ponzi scheme is an obvious influence. I liked how the female lead character Vincent (the Bernie Madoff character's love interest) was developed. A lot of the scenes are smoothly written and flow really well. I'm not a big fan of finances and business in my fiction, but this title is the exception. ...more",Notes are private!,0,17,1,"Jul 12, 2020","Jul 19, 2020","Jul 12, 2020",,Hardcover,view (with text),/book/show/45754981-the-glass-hotel
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Miss Hazel and the Rosa Parks League,"Odell, Jonathan*",194021002X,9781940210025,194021002X,439        pp,4.03,"1,814","Apr 26, 2012","Feb 04, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I liked the author's voice in this ambitious, entertaining novel of the Modern South. The black and white characters are well drawn and credible. The I liked the author's voice in this ambitious, entertaining novel of the Modern South. The black and white characters are well drawn and credible. The two female protagonists dealing with their adversity won my sympathy and admiration. The Mississippi Delta setting is vividly portrayed although I've never been to the region. The racial issues then are just as relevant and important as they are today. All in all, I'm glad I read it. ...more",Notes are private!,0,13,1,"Jul 10, 2020","Jul 14, 2020","Jul 10, 2020",,Hardcover,view (with text),/book/show/22548670-miss-hazel-and-the-rosa-parks-league
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Begin Again: James Baldwin's America and Its Urgent Lessons for Our Own,"Glaude Jr., Eddie S.*",0525575324,9780525575320,0525575324,272        pp,4.40,"5,829","Jun 30, 2020","Jun 30, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I've seen Eddie Glaude speak on TV and like his insights concerning racial matters in the U.S. His discussion in this readable, often intriguing titleI've seen Eddie Glaude speak on TV and like his insights concerning racial matters in the U.S. His discussion in this readable, often intriguing title revolves around the writings of the black author and civil rights activist James Baldwin. I haven't read Baldwin since my college days, and I'll try to read his essays this time. At any rate, I learned some new things about race relations and Baldwin, so it was a enjoyable read for me. ...more",Notes are private!,0,14,1,"Dec 06, 2020","Dec 10, 2020","Jul 05, 2020",,Hardcover,view (with text),/book/show/45754985-begin-again
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bullet,"Kelly, Mary Louise*",1476769818,9781476769813,1476769818,353        pp,3.72,"5,576",Mar 2015,"Mar 17, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This nifty, sure-footed crime fiction is easily one of the best books I've read this year. It uses a sympathetic female protagonist and a cleverly exeThis nifty, sure-footed crime fiction is easily one of the best books I've read this year. It uses a sympathetic female protagonist and a cleverly executed plot which I won't go into. I don't want to play the spoiler. The brisk pace and smooth prose help to build the suspense. I was left guessing about how it would end, and I read a lot of these types of books, too. The violence and sex are kept to a minimum. PG13, I'd say. Recommended for crime fiction fans. ...more",Notes are private!,0,19,1,"Jul 04, 2020","Jul 09, 2020","Jul 04, 2020",,Hardcover,view (with text),/book/show/22609335-the-bullet
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stolen Justice: The Struggle for African American Voting Rights,"Goldstone, Lawrence*",1338323504,9781338323504,B07PZWHD4M,288        pp,4.03,184,"Jan 07, 2020","Jan 07, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This U.S. history book discusses the erosion of black voters' rights in the years following the Reconstruction era in the South. It's also the same tiThis U.S. history book discusses the erosion of black voters' rights in the years following the Reconstruction era in the South. It's also the same time period when a lot of the Confederate statues and memorials were erected. The author uses lots of primary material, including quotes from the U.S. Supreme Court. I found it a worthwhile, timely read since I didn't know that much about the time period. Again, this material was never covered in school and at the university (History major here). ...more",Notes are private!,0,15,1,"Jun 30, 2020","Jul 05, 2020","Jun 30, 2020",,Kindle Edition,view (with text),/book/show/51977538-stolen-justice
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Blood at the Root: A Racial Cleansing in America,"Phillips, Patrick",0393293017,9780393293012,0393293017,320        pp,4.31,"3,351","Sep 20, 2016","Sep 20, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This stark, sobering, and sometimes gruesome account describes what happened in a ""whites-only"" county north of Atlanta. The protest marches there tooThis stark, sobering, and sometimes gruesome account describes what happened in a ""whites-only"" county north of Atlanta. The protest marches there took place in the 1980s, but I don't remember them. I do know they don't teach you this part of history at school or college. ...more",Notes are private!,0,11,1,not set,not set,"Jun 29, 2020",,Hardcover,view (with text),/book/show/28789644-blood-at-the-root
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Grace of Silence: A Memoir,"Norris, Michele",0307379469,9780307379467,0307379469,304        pp,3.86,"2,794","Jan 01, 2010","Sep 21, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I enjoyed reading this rich, insightful, and top-notch memoir. The author's father came from segregated Birmingham, Alabama, and she spends much of thI enjoyed reading this rich, insightful, and top-notch memoir. The author's father came from segregated Birmingham, Alabama, and she spends much of the book researching the circumstances of the city cops shooting her father after he returned home from his military service in World War Two. Sound familiar? She provided me with another look into what it's like to live as an African American in the USA which is what I was seeking. ...more",Notes are private!,0,12,1,"Jun 22, 2020","Jun 26, 2020","Jun 22, 2020",,Kindle Edition,view (with text),/book/show/9192508-the-grace-of-silence
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Six Bits a Day,"Kelton, Elmer",0765348462,9780765348463,0765348462,252        pp,4.14,397,"Nov 01, 2005","Oct 03, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Every once in a while, I like to change up my reading list and dip into an old favorite genre which for me is Westerns. I read lots of them in high scEvery once in a while, I like to change up my reading list and dip into an old favorite genre which for me is Westerns. I read lots of them in high school along with mysteries. Elmer Kelton is an author of Westerns I have previously enjoyed reading. He employs a smooth, fluent prose style and knows how to tell an intriguing story. His characters--in this title it's a pair of twentysomething brothers who couldn't be much more different--are well drawn, sturdy, and likeable. The male humor is an extra feature to entertain me. It's usually banter and no real curse words used as well as I can recall. I hope I can return to Mr. Kelton's Westerns again. ...more",Notes are private!,0,13,1,"Jun 21, 2020","Jun 24, 2020","Jun 21, 2020",,Paperback,view (with text),/book/show/810501.Six_Bits_a_Day
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Twelve Days in May: Freedom Ride 1961,"Brimner, Larry Dane",1629795860,9781629795867,1629795860,112        pp,4.32,677,"Nov 07, 2017","Oct 24, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Short informative account of the Freedom Riders, and the violence they encountered. Lots of interesting photos included.",Notes are private!,0,7,1,"Jun 20, 2020","Jun 20, 2020","Jun 20, 2020",,Hardcover,view (with text),/book/show/34593612-twelve-days-in-may
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nothing to See Here,"Wilson, Kevin*",0062913484,9780062913487,,288        pp,3.96,"183,965","Oct 29, 2019","Oct 29, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I got a kick out of reading this funny, quirky novel set in Tennessee. I can't discuss the plot without giving away the twists, so I won't. The narratI got a kick out of reading this funny, quirky novel set in Tennessee. I can't discuss the plot without giving away the twists, so I won't. The narrator is a young lady with a troubled past who goes to bat for her richer friend. The children also play a large role in their lives. The story moves right along, something I appreciate in modern novels. Recommended. ...more",Notes are private!,0,16,1,"Jun 18, 2020","Jun 20, 2020","Jun 18, 2020",,ebook,view (with text),/book/show/42519313-nothing-to-see-here
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,They Called Themselves the K.K.K.: The Birth of an American Terrorist Group,"Bartoletti, Susan Campbell",061844033X,9780618440337,061844033X,172        pp,3.84,"2,857","Aug 01, 2010","Aug 23, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I didn't realize until I started reading this book that it's a YA history, not a bad thing. It gets straight to the gist of who and what the KKK is. FI didn't realize until I started reading this book that it's a YA history, not a bad thing. It gets straight to the gist of who and what the KKK is. Filled with extreme hatred and violence, they're not good folks. This book gives lots of gut-wrenching examples of why. It's not light reading, but it told me all what I wanted to know, and plenty more. ...more",Notes are private!,0,11,1,"Jun 16, 2020","Jun 17, 2020","Jun 16, 2020",,Hardcover,view (with text),/book/show/7029188-they-called-themselves-the-k-k-k
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Why We Can't Wait,"King Jr., Martin Luther",0451527534,9780451527530,0451527534,223        pp,4.54,"8,411","Jul 01, 1964","Feb 11, 2024",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book includes Dr. King's stirring ""Letter from a Birmingham Jail."" I can't really write a , so I'll just say I learned a lot of things hereThis book includes Dr. King's stirring ""Letter from a Birmingham Jail."" I can't really write a , so I'll just say I learned a lot of things here on Juneteeth. I was born and raised in segregationist Virginia, so Dr. King's writings have a particular relevance to me and help me to understand better about hate and racism. ...more",Notes are private!,0,18,1,"Jun 15, 2020","Jun 19, 2020","Jun 15, 2020",,Paperback,view (with text),/book/show/160939.Why_We_Can_t_Wait
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Solitary: Unbroken by Four Decades in Solitary Confinement,"Woodfox, Albert",0802129080,9780802129086,0802129080,433        pp,4.42,"3,725","Mar 05, 2019","Mar 05, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This stark prison memoir is painful to read. Basically, the author was framed for a murder while doing hard time in the super-max Angola prison in LouThis stark prison memoir is painful to read. Basically, the author was framed for a murder while doing hard time in the super-max Angola prison in Louisiana for a lesser crime. His new sentence was to serve life and thus begins his long travail to finding peace and justice. The memoir demonstrates how the practice of solitary confinement is ""cruel and unusual punishment."" If you want to learn more about the black man's struggles in the U.S. prison system, Solitary is a good place to start. ...more",Notes are private!,0,12,1,"Jun 08, 2020","Jun 14, 2020","Jun 08, 2020",,Hardcover,view (with text),/book/show/40642337-solitary
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Narrative of the Life of Frederick Douglass,"Douglass, Frederick",1580495761,9781580495769,1580495761,158        pp,4.11,"123,672",1845,"Aug 30, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I thought I'd read this important memoir in college since I was a History major. At any rate, I'm glad I finally did. I thought I'd read this important memoir in college since I was a History major. At any rate, I'm glad I finally did. ...more",Notes are private!,0,14,1,"Jun 08, 2020","Jun 10, 2020","Jun 08, 2020",,Paperback,view (with text),/book/show/36529.Narrative_of_the_Life_of_Frederick_Douglass
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Buzz Saw: The Improbable Story of How the Washington Nationals Won the World Series,"Dougherty, Jesse*",1982152265,9781982152260,1982152265,320        pp,4.40,663,"Mar 24, 2020","Mar 24, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What do you do when major league baseball is on hold due to the Covid virus? This lively account of the Washington National's improbable winning the 2What do you do when major league baseball is on hold due to the Covid virus? This lively account of the Washington National's improbable winning the 2019 World Series helps a lot. We learn personal things about the different players. I personally feel like the players shouldn't take the field again until they can be safe. Anyway, I liked reading this sports book. ...more",Notes are private!,0,6,1,"May 09, 2020","May 16, 2020","May 09, 2020",,Hardcover,view (with text),/book/show/49127736-buzz-saw
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ferguson Affair,"Macdonald, Ross",0553635182,9780553635188,0553635182,unknown,3.89,397,1967,1967,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I always find Ross Macdonald's crime novels engaging. This title does the same. His protagonist is a criminal lawyer with a very understanding and verI always find Ross Macdonald's crime novels engaging. This title does the same. His protagonist is a criminal lawyer with a very understanding and very pregnant wife. He has the same instincts of persistence and honesty found in the hardboiled private eyes. The truth, as it is here, isn't pretty. I like RM's writing style, especially the tone he takes. Some of the stuff about illicit drugs strikes me as a little dated but doesn't distract from the story. I'm happy I had the opportunity to read another Ross Macdonald book, and it was a good one. ...more",Notes are private!,0,14,2,"May 05, 2020not set","May 09, 2020not set","May 05, 2020",,Mass Market Paperback,view (with text),/book/show/727608.The_Ferguson_Affair
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Rough Weather        (Spenser, #36)","Parker, Robert B.",0399155198,9780399155192,0399155198,294        pp,4.02,"9,082",2008,"Oct 21, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The old gang--Spenser, Hawk, and Susan--are back on the case again. I love RBP's breezy pace, snappy dialogue, and Boston setting. He doesn't shy awayThe old gang--Spenser, Hawk, and Susan--are back on the case again. I love RBP's breezy pace, snappy dialogue, and Boston setting. He doesn't shy away from violence, but it's quickly handled. This time it's a kidnapping when the bride is abducted from her wedding held on an island. Good hardboiled PI stuff. ...more",Notes are private!,0,10,1,May 2020,"May 04, 2020","May 01, 2020",,Hardcover,view (with text),/book/show/3062753-rough-weather
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Targeter: My Life in the CIA, Hunting Terrorists and Challenging the White House","Bakos, Nada*",0316260479,9780316260473,0316260479,368        pp,3.71,646,"Jun 04, 2019","Jun 04, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Lots of action and insights are offered in this eventful and candid account of a lady working for the CIA in the difficult years subsequent to 9/11. SLots of action and insights are offered in this eventful and candid account of a lady working for the CIA in the difficult years subsequent to 9/11. She and her team spend a lot of time and effort tracking down and capturing the terrorists active in Iraq. Their dedication and persistence really stand out. It exacts a heavy price, however, as she later deals with PTSD. Her sense of humor is a big help. Enjoyable nonfiction. ...more",Notes are private!,0,9,1,"Apr 28, 2020",May 2020,"Apr 28, 2020",,Hardcover,view (with text),/book/show/30361994-the-targeter
231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Clemmie,"MacDonald, John D.",0449133478,9780449133477,0449133478,240        pp,3.86,207,1958,"Feb 12, 1988",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I thought I'd read most of JDM's stand-alone novels, but Clemmie was one I hadn't found. Like his other titles, this one is a gem. Despite the slow stI thought I'd read most of JDM's stand-alone novels, but Clemmie was one I hadn't found. Like his other titles, this one is a gem. Despite the slow start, once it caught fire, the plot and characters had me hooked. It might be ""dated"" for some readers, but I grew up in the 1960s, so I liked the setting and society. I wanted to know what happens at the end, so I stayed up last night to finish it. I can't really discuss it much without playing ""spoiler."" On one level, I think it's a cautionary tale. At any rate, it was a fun read. ...more",Notes are private!,0,12,2,"Apr 13, 2020not set","Apr 17, 2020not set","Apr 13, 2020",,Mass Market Paperback,view (with text),/book/show/3170437-clemmie
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Born a Crime: Stories From a South African Childhood,"Noah, Trevor",,,0385689225,289        pp,4.49,"693,463","Nov 15, 2016","Nov 15, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I liked reading this memoir of a kid growing up in South Africa. I learned a lot about apartheid and its horrible impact on daily life. Thankfully, itI liked reading this memoir of a kid growing up in South Africa. I learned a lot about apartheid and its horrible impact on daily life. Thankfully, it no longer legally exists. Domestic abuse is another big theme. Some humor (the author is a comedian) lightens the heavy reading. The story moves right along. Good stuff. ...more",Notes are private!,0,14,1,"Apr 10, 2020","Apr 13, 2020","Apr 10, 2020",,Hardcover,view (with text),/book/show/29780253-born-a-crime
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everybody Behaves Badly: The True Story Behind Hemingway’s Masterpiece The Sun Also Rises,"Blume, Lesley M.M.",0544276000,9780544276000,0544276000,352        pp,3.98,"2,548","Jun 07, 2016","Jun 07, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Fairly interesting account of how Hemingway used his friends and associates as the characters in his debut novel, The Sun Also Rises, without their knFairly interesting account of how Hemingway used his friends and associates as the characters in his debut novel, The Sun Also Rises, without their knowledge. It also details his reprehensible behavior while living abroad in Paris. His alcohol consumption didn't help matters. I liked the discussions of his writing techniques and his approach to the craft. At any rate, I'm glad I finally read the story behind the creation of The Sun Also Rises after reading it so many times in graduate school years ago. ...more",Notes are private!,0,16,1,"Apr 05, 2020","Apr 09, 2020","Apr 05, 2020",,Hardcover,view (with text),/book/show/25897804-everybody-behaves-badly
234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Senator's Wife,"Miller, Sue",0307264203,9780307264206,0307264203,306        pp,3.31,"12,227",2008,"Jan 08, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I once attended a talk given by author Sue Miller. She was gracious, funny, and engaging. I expected the same from her book The Senator's Wife, and I I once attended a talk given by author Sue Miller. She was gracious, funny, and engaging. I expected the same from her book The Senator's Wife, and I wasn't disappointed. She masterfully handles characterization, especially between family members. In that regard, she reminds me a little of Anne Tyler and Gail Godwin. Some of her troubled characters aren't sympathetic but destructive and even cruel. I like the balanced way she plotted this novel. At any rate, I'll have to read another of her books at a later time. She's really that good. ...more",Notes are private!,0,10,1,"Mar 29, 2020","Apr 05, 2020","Mar 29, 2020",,Hardcover,view (with text),/book/show/1306127.The_Senator_s_Wife
235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hedy's Folly: The Life and Breakthrough Inventions of Hedy Lamarr, the Most Beautiful Woman in the World","Rhodes, Richard",,,B004QZ9ZP6,244        pp,3.15,"3,079","Jan 01, 2011",unknown,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I enjoyed reading this well-researched book. It's probably half about Hedy and the other half is about her inventor partner George Antheil, a talentedI enjoyed reading this well-researched book. It's probably half about Hedy and the other half is about her inventor partner George Antheil, a talented composer and writer. They developed and patented a radio frequency hopping technology during the Second World War. The sections describing it are technical, and I could follow the gist of it. However, both of their lives were colorful and turbulent, especially Hedy's. She was so much more than just another ""pretty face"" in the Hollywood movies, as this book convincingly and amply demonstrates. Her patented invention had important long-term benefits. There are probably better books about Hedy, but this one covers one large aspect of her life. ...more",Notes are private!,0,15,1,"Mar 27, 2020","Mar 29, 2020","Mar 27, 2020",,Kindle Edition,view (with text),/book/show/11564538-hedy-s-folly
