,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Emily's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Regretting Motherhood,"Donath, Orna",1623171377,9781623171377,1623171377,243        pp,4.12,"3,428","Feb 04, 2016","Jul 11, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 31, 2024",,Paperback,view,/book/show/32302223-regretting-motherhood
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Time Shelter,"Gospodinov, Georgi",1324090952,9781324090953,1324090952,304        pp,3.79,"15,071","Apr 29, 2020","May 10, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 28, 2024",,Hardcover,view,/book/show/58999261-time-shelter
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I'm OK - You're OK,"Harris, Thomas A.",0060724277,9780060724276,0060724277,320        pp,3.76,"18,891",1967,"Jul 06, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 25, 2024",,Paperback,view,/book/show/134353.I_m_OK_You_re_OK
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Big Kids,"DeForge, Michael",1770462244,9781770462243,1770462244,96        pp,4.17,"1,553","Feb 23, 2016","Feb 23, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 24, 2024",,Hardcover,view,/book/show/25666072-big-kids
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Four Agreements,"Ruiz, Miguel",1878424505,9781878424501,1878424505,152        pp,4.19,"399,076",1997,"Jan 15, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2024",,Hardcover,view,/book/show/6596.The_Four_Agreements
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crying in H Mart,"Zauner, Michelle",0525657746,9780525657743,0525657746,256        pp,4.27,"417,306","Apr 20, 2021","Apr 20, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jan 20, 2024",,Hardcover,view,/book/show/54814676-crying-in-h-mart
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Third Policeman,"O'Brien, Flann",1504059646,9781504059640,,212        pp,3.98,"20,408",1967,"Nov 12, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Apr 2024,"Apr 08, 2024","Jan 18, 2024",,ebook,view,/book/show/52044024-the-third-policeman
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Several People Are Typing,"Kasulke, Calvin*",,,,256        pp,3.67,"14,061","Aug 31, 2021","Aug 31, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,10,1,"Feb 02, 2024","Feb 03, 2024","Jan 17, 2024",,Kindle Edition,view,/book/show/54468020-several-people-are-typing
66,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,God I Feel Modern Tonight: Poems from a Gal About Town,"Cohen, Catherine",0593318331,9780593318331,0593318331,80        pp,3.67,"2,069","Feb 02, 2021","Feb 02, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,8,1,"Jan 17, 2024","Jan 17, 2024","Jan 17, 2024",,Hardcover,view,/book/show/53398748-god-i-feel-modern-tonight
67,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Happiness, a Mystery: And 66 Attempts to Solve It","Hannah, Sophie*",1788162943,9781788162944,1788162943,208        pp,3.07,168,"May 07, 2020","May 07, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,8,1,"Jan 15, 2024","Jan 15, 2024","Jan 15, 2024",,Hardcover,view,/book/show/52949549-happiness-a-mystery
68,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Do Nothing: Resisting the Attention Economy,"Odell, Jenny*",1612197493,9781612197494,1612197493,232        pp,3.69,"48,589","Apr 09, 2019","Apr 09, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2024",,Hardcover,view,/book/show/42771901-how-to-do-nothing
69,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Reckless        (Reckless, #1)","Brubaker, Ed",1534318518,9781534318519,1534318518,144        pp,4.22,"3,792","Dec 16, 2020","Dec 16, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2024",,Hardcover,view,/book/show/55054792-reckless
70,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Capture the Castle,"Smith, Dodie",1860491022,9781860491023,1860491022,342        pp,4.00,"104,356",1948,"Jan 01, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2024",,Paperback,view,/book/show/965875.I_Capture_the_Castle
71,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dubliners,"Joyce, James",,,,288        pp,3.84,"156,210","Jun 15, 1914",1993,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2024",,Paperback,view,/book/show/44418068-dubliners
72,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tremor,"Cole, Teju",0812997123,9780812997125,B0BSWC8VTG,229        pp,3.72,"1,249","Oct 17, 2023","Oct 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 14, 2024",,Hardcover,view,/book/show/75670841-tremor
73,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Power, Sex, Suicide: Mitochondria and the Meaning of Life","Lane, Nick",0199205647,9780199205646,0199205647,354        pp,4.25,"3,357","Oct 13, 2005","Dec 11, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 12, 2024",,Paperback,view,/book/show/39001.Power_Sex_Suicide
74,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Elsewhere,"Reeves, Keanu",1529150531,9781529150537,1529150531,400        pp,3.67,15,"Jul 23, 2024","Aug 23, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Apr 12, 2024",not set,"Jan 12, 2024",,Hardcover,view,/book/show/210493471-the-book-of-elsewhere
75,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Thom Pain (based on nothing) [Revised TCG Edition]: With Other Monologues for Theatre,"Eno, Will",1559369590,9781559369596,1559369590,128        pp,4.05,417,"Apr 01, 2005","Mar 12, 2019",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,"Feb 06, 2024","Feb 07, 2024","Jan 07, 2024",,Paperback,view,/book/show/42372466-thom-pain-based-on-nothing-revised-tcg-edition
76,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ghost Lives: Cursed Edition,"Mazey, Alex",1913268578,9781913268572,B0CPKQMQ9D,0        pp,5.00,2,unknown,"Mar 28, 2024",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A unique and exciting collection. I particularly enjoyed 'On Exit Signs', 'Ghost Lives' and The Rain of This City'A unique and exciting collection. I particularly enjoyed 'On Exit Signs', 'Ghost Lives' and The Rain of This City'...more",Notes are private!,1,9,1,"Mar 28, 2024","Mar 29, 2024","Jan 06, 2024",,Kindle Edition,view (with text),/book/show/203287614-ghost-lives
77,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Send Nudes,"Sams, Saba",1526648989,9781526648983,1526648989,224        pp,3.54,"6,136","Jan 20, 2022","Jan 20, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Jan 21, 2024","Jan 23, 2024","Jan 02, 2024",,Paperback,view,/book/show/58612901-send-nudes
78,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Manifest: 7 Steps to Living Your Best Life,"Nafousi, Roxie",1797221302,9781797221304,1797221302,192        pp,4.27,"7,417",unknown,"Oct 18, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,2.5 rounded down,Notes are private!,0,4,1,"Jan 15, 2024","Jan 30, 2024","Dec 31, 2023",,Hardcover,view (with text),/book/show/60666582-manifest
79,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Name Is Why,"Sissay, Lemn",,,,200        pp,4.29,"11,409","Aug 29, 2019","Apr 04, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 31, 2023",,Hardcover,view,/book/show/42123247-my-name-is-why
80,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,11/22/63,"King, Stephen*",1451627289,9781451627282,1451627289,849        pp,4.33,"540,700","Nov 08, 2011","Nov 08, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 31, 2023",,Hardcover,view,/book/show/10644930-11-22-63
81,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hound of the Baskervilles        (Sherlock Holmes, #5)","Doyle, Arthur Conan",0141199172,9780141199177,B006SWCPE8,189        pp,4.13,"345,857","Mar 25, 1902","Dec 06, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 04, 2024","Feb 06, 2024","Dec 30, 2023",,Paperback,view,/book/show/15994554-the-hound-of-the-baskervilles
82,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Complicated Kindness,"Toews, Miriam",1582433224,9781582433226,1582433224,253        pp,3.68,"26,218","Sep 30, 2004","Aug 17, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 28, 2023",,Paperback,view,/book/show/13374.A_Complicated_Kindness
83,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Not Forever, But For Now","Palahniuk, Chuck*",1668021412,9781668021415,1668021412,256        pp,2.82,"2,349","Sep 05, 2023","Sep 05, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 28, 2023","Dec 30, 2023","Dec 25, 2023",,Hardcover,view,/book/show/101145468-not-forever-but-for-now
84,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All My Puny Sorrows,"Toews, Miriam",0571340997,9780571340996,0571340997,321        pp,4.00,"28,793","Apr 15, 2014","Jan 01, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Dec 22, 2023","Dec 28, 2023","Dec 22, 2023",,Paperback,view,/book/show/36680917-all-my-puny-sorrows
85,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Age of Magical Overthinking: Notes on Modern Irrationality,"Montell, Amanda*",1668007975,9781668007976,1668007975,272        pp,4.06,527,"Apr 09, 2024","Apr 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 19, 2023",,Hardcover,view,/book/show/176443264-the-age-of-magical-overthinking
86,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Heartstopper: Volume Six        (Heartstopper, #6)","Oseman, Alice*",,,,unknown,4.57,736,unknown,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 16, 2023",,,view,/book/show/125120424-heartstopper
87,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Slow Horses        (Slough House, #1)","Herron, Mick",1569479011,9781569479018,,320        pp,3.99,"44,601","Jun 01, 2010","Jun 01, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 15, 2023",,ebook,view,/book/show/7929891-slow-horses
88,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Jonathan Abernathy You Are Kind,"McGhee, Molly",,,,304        pp,3.60,"1,387","Oct 10, 2023","Oct 17, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"'Critique of late-stage capitalism' is what really got me interested in this read. The premise had a lot of potential and at first I found the writing'Critique of late-stage capitalism' is what really got me interested in this read. The premise had a lot of potential and at first I found the writing style really refreshing. However, I didn't end up falling in love with the book itself. I found the main character Abernathy likeable at the start but on finishing the novel I ended up not liking him very much. I also feel like I'd missed something as It didn't exactly feel coherent to me. I'm sort of left wondering what actually happened? Thanks to netgalley and the publisher for this ARC!...more",Notes are private!,0,41,1,"Jan 11, 2024","Jan 14, 2024","Dec 13, 2023",,,view (with text),/book/show/60754889-jonathan-abernathy-you-are-kind
89,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Mystery Guest        (Molly the Maid, #2)","Prose, Nita*",0593356187,9780593356180,0593356187,293        pp,3.87,"64,117","Nov 28, 2023","Nov 28, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 10, 2023",,Hardcover,view,/book/show/157062582-the-mystery-guest
90,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Frankenstein,"Shelley, Mary",0141198966,9780141198965,0141198966,269        pp,3.87,"1,597,735",1818,"Apr 26, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,18,1,"Dec 09, 2023","Dec 17, 2023","Dec 09, 2023",,Paperback,view,/book/show/12974171-frankenstein
91,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"House of Earth and Blood        (Crescent City, #1)","Maas, Sarah J.*",,,,823        pp,4.49,"668,576","Mar 03, 2020","Mar 03, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Dec 08, 2023","Dec 16, 2023","Dec 08, 2023",,Kindle Edition,view,/book/show/44777687-house-of-earth-and-blood
92,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Are Made Of Diamond Stuff,"Waidner, Isabel",1999924533,9781999924539,1999924533,113        pp,3.66,555,"Jan 20, 2019",Feb 2019,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 04, 2023",,Paperback,view,/book/show/43703179-we-are-made-of-diamond-stuff
93,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Maid,"Prose, Nita*",0593356179,9780593356173,0593356179,336        pp,3.78,"539,106","Jan 04, 2022","Jan 03, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,11,1,"Dec 04, 2023","Dec 06, 2023","Dec 04, 2023",,Paperback,view,/book/show/63024280-the-maid
94,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Myth of Normal: Trauma, Illness, and Healing in a Toxic Culture","Maté, Gabor",0593083881,9780593083888,0593083881,576        pp,4.33,"19,018","Sep 13, 2022","Sep 13, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 30, 2023",,Hardcover,view,/book/show/58537332-the-myth-of-normal
95,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Mountain Is You: Transforming Self-Sabotage Into Self-Mastery,"Wiest, Brianna*",,,B089DQRDSV,421        pp,4.10,"53,770","May 28, 2020","May 28, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 29, 2023",,Paperback,view,/book/show/53642699-the-mountain-is-you
96,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Strangers to Ourselves,"Aviv, Rachel",1787301699,9781787301696,1787301699,288        pp,4.13,"10,115","Sep 13, 2022","Oct 20, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,8,1,"Nov 28, 2023","Dec 04, 2023","Nov 26, 2023",,Paperback,view,/book/show/60171468-strangers-to-ourselves
