,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Pavlina's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
270,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Невидимите кризи,"Gospodinov, Georgi",,9789544919054,9544919058,200        pp,4.21,"1,092",2013,2013,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 22, 2013",,Paperback,view,/book/show/17317707
271,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Любовта е сборна касетка,"Sheffield, Rob",,9789548338141,,248        pp,3.87,"40,113","Jan 01, 2007",2011,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“Любовта е сборна касетка” е дълбоко лична и емоционална. Тя е и силно мъжка гледна точка, която обаче е разпознаваема за всички, защото музиката в не“Любовта е сборна касетка” е дълбоко лична и емоционална. Тя е и силно мъжка гледна точка, която обаче е разпознаваема за всички, защото музиката в нея ни завладява, очарова и остава в нас, независимо дали сме мъже или жени, независимо дали докато четем се сещаме за своя лична история или просто проектираме себе си в ролята на сърбящия или неговата любима.Книгата е това, което вярвам, че всички велики музиканти искат да се случи с тяхната музика, след като вече никой не я пуска по радиото или отдавна няма от къде да я купиш – да останеш в личните спомени на хората, да се превърнеш в химн на щастливи любови или на трудни раздели, на лични мигове и частици от истории, които ще останат в съзнанието ни отвъд всички съвременни възможности за записване на музика. Защото “В човешката ни природа е заложена фундаменталната нужда да споделяме и разпространяваме музиката наоколо, и колкото и да се развиват технологиите, мелодиите винаги ще продължат да се двиджат.”“Любовта е сборна касетка” на Роб Шефийлд е и своеобразна Библия на музиката от 80-те и 90-те с един особено дълъг списък от групи и изпълнители, много от които или никога не си чувал, или си познавал твърде бегло, за да им обърнеш внимание.И още от ревюто в Аз чета...more",Notes are private!,0,1,1,not set,Jun 2012,"Jan 12, 2013",,Paperback,view (with text),/book/show/17235674
272,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Фреди Мeркюри: Биография,"Jackson, Laura",,9789542809999,B00FG4S52K,268        pp,3.77,843,1997,2011,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Книгата на Лора Джаксън наистина дава широк поглед не само върху живота на Меркюри, но и върху развитието на Queen от невзрачна банда свиреща по колежКнигата на Лора Джаксън наистина дава широк поглед не само върху живота на Меркюри, но и върху развитието на Queen от невзрачна банда свиреща по колежански партита до статута на истински рок “аристократи” по цял свят.За съжаление обаче Лора някак не успя докрай да ме накара да харесам биографията на Меркюри като книга. Движението по повърхността на фактите и хронологичното изреждането на купища записи, хора и концерти от живота на Меркюри не дава възможност да усетиш напълно силата на музиканта, звездата и човека Фреди. Сякаш в цялото повествование липсва емоцията и силата, присъща за герой като фронтмена на Queen.И въпреки това, само простите факти говорят много - за пълната отдаденост на Фреди Меркюри на музиката, за амбицията и страхотният труд буквално до последните му дни, който стои зад успеха и славата, за неравната битка с пресата, и в личен и в професионален план, и не на последно място - за безусловната любов към феновете и живота.И още от ревюто в Аз чета...more",Notes are private!,0,13,1,not set,Jul 2012,"Jan 12, 2013",,Paperback,view (with text),/book/show/13480290-e
273,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Симетрия,"Karabashliev, Zachary*",9542810210,9789542810216,9542810210,160        pp,3.54,302,"Dec 01, 2011",Dec 2011,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 12, 2013",,Paperback,view,/book/show/13330852
274,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Кратка история на самолета,"Карабашлиев, Захари",9542805012,9789542805014,9542805012,124        pp,3.77,584,2009,2009,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Откровен и искрен, сякаш в разговор с близък приятел, Карабашлиев пише за тук и там и за летенето помежду. Онова летене, към което всички се стремим иОткровен и искрен, сякаш в разговор с близък приятел, Карабашлиев пише за тук и там и за летенето помежду. Онова летене, към което всички се стремим и онези мигове, които всички искаме да пазим вечно. Това летене не е задължително да е със самолет, но и той не би бил излишен, може да бъде и пътуване в автобус с жена с “непозната топлина”, тропическо цвете в надежда за живот в България или танц на стари влюбени под ритъма на нежен джаз и залез в Синсинати. Карабашлиев е нежен в детайлите, повличащ в сюжета и разтърсващ в думите. Превръща те в част от историята и после те оставя потопен в мисли за силата на малките моменти и мощта на искрените жестове.Страхотни разкази!И още от ревюто в Аз чета...more",Notes are private!,0,1,1,not set,Sep 2011,"Jan 12, 2013",,Paperback,view (with text),/book/show/6557783
275,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Кралят на света,"Remnick, David",,9789543213863,,352        pp,4.27,"4,558",1998,2008,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"на откриването на Олимпиадата в Лондон, си мислех точно това - че аз не знам почти нищо за Мохамед Али освен, че е бил голям боксьор и е отказал да слна откриването на Олимпиадата в Лондон, си мислех точно това - че аз не знам почти нищо за Мохамед Али освен, че е бил голям боксьор и е отказал да служи в армията. Тези ми мисли обаче ме отведоха до “Кралят на света” на Дейвид Ремник, една спортна биография, която говори много не за “легендата Али”, а за “създаването на легендата Али” и “нуждата от легенда” и тогава и днес.Защото “Кралят на света” не е просто биография на едно от големите имена на световния спорт, това е биография на американското общество, на бунта на човешкия дух във времето на 60-те и не на последно място на бокса.А боксът сякаш е най-силната метафора на живота за чернокожите в САЩ през 60-те. Неговата символика започва още от организираните битки между робите в плантациите на южните щати и стига до големите зали на Ню Йорк и Лас Вегас и използването на боксьорите като лица на борбите за граждански права.И още в Аз чета...more",Notes are private!,0,1,1,not set,Aug 2012,"Jan 12, 2013",,Paperback,view (with text),/book/show/17235601
276,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Писмата на Джон Ленън,"Lennon, John",,9789542812197,B00FEHDCD6,446        pp,4.15,"1,459",Jan 2012,unknown,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“Джон Ленън. Писма” е странна книга, книга която дава различна гледна точка към биографията на един човек, който преди 50 години променя не само музик“Джон Ленън. Писма” е странна книга, книга която дава различна гледна точка към биографията на един човек, който преди 50 години променя не само музиката, но и модерната култура, променя дори поколенията, които са родени след 1980 и продължват да намират вдъхновение в думите и музиката.Събрани на едно място, писмата на Ленън са един много личен и емоционален поглед върху живота му, който иначе е разнищван многократно в книги, филми, интервюта и др. В този ред на мисли, тази книга е прекалено лична и трудно би могла да се разбере без редакторските коментари за всяко едно писмо от страна на автора Хънтър Дейсвис, както и без брилянтния превод на българнски от Невена Дишлиева-Кръстева и Надежда Розова. Защото Ленън не е подреден, не е логичен, не пише четливо, подредено и ясно, а използва “стил с елементи на поток на съзнанието, каламбури, истории, шеги, диалози и пародиране на Шекспиров език”, на диалекти и местни говори.И още в Аз чета...more",Notes are private!,0,1,1,not set,Dec 2012,"Jan 11, 2013",,Paperback,view (with text),/book/show/17181741
277,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vita Brevis,"Gaarder, Jostein",9545274948,9789545274947,,88        pp,3.69,"4,533",1996,2011,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Най-трудно се пише за книгите, които са ти харесали най-много. Всъщност не... най-трудно се пише за книгите, които са те докоснали най-дълбоко. Точно Най-трудно се пише за книгите, които са ти харесали най-много. Всъщност не... най-трудно се пише за книгите, които са те докоснали най-дълбоко. Точно там, където боли най-много и където кротко с годините скътаваш най-нежните, най-тъжните и най-силните чувства, защото нещо ги е спряло да се разгърнат и разцъфтят на воля. Тези книги умело, като изкусни шпиони, преминават през всички роли, всички маски, всички пози и заблуди и достигат до ТЕБ истински. Разтърсват те силно, събуждат те и после остават като сянка на нещо, преживяно от теб, написано от друг.""Vita brevis"" е точно такава книга. Много лична, болезнено лична за Флория и Аврелий, много далечна във времето и нравите, но същевременно много моя, близка в мислите и чувствата, в емоцията.Животът е кратък... колкото една изповед от 80 страници, и дори по-малко - 20 години, миг с една любов като най-сладката наслада за две души, един незаконен син „дар от Бога” и после край. Край не само за една любов, но и за много мисли, надежди и две души.Защото понякога съдбата наистина е жестока, а „животът толкова кратък, че нямаме право да произнасяме присъда над любовта”.И още в Аз чета...more",Notes are private!,0,1,1,not set,Apr 2011,"Jan 11, 2013",,Paperback,view (with text),/book/show/11364123-vita-brevis
278,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Пътеводител на дивите места,"Стоянова, Оля",9544917519,9789544917517,9544917519,172        pp,3.95,21,Nov 2011,Nov 2011,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"“Пътеводител на дивите места” на Оля Стоянова и Живко Джаков е книга, която аналогично на “пътуващото семейство” има силата да промени възприятията ти“Пътеводител на дивите места” на Оля Стоянова и Живко Джаков е книга, която аналогично на “пътуващото семейство” има силата да промени възприятията ти за България, за пътуването и за мястото, на което живеем. Написана е с голяма любов към всички открити от авторите диви места и пътя като начин за предаване на скрити, забравени или неразказвани истории. Нежна като скъп спомен, любопитна като загадка, увличаща с прекрасен език и стил, тази книга те предизвиква да мечтаеш, да пътуваш и да обичаш много земята, хората и див(н)ите места тук, в България.И още в Аз чета...more",Notes are private!,0,2,1,not set,Dec 2011,"Jan 11, 2013",,Paperback,view (with text),/book/show/13189685
279,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Изобретението на Хюго,"Selznick, Brian",,9789545151750,,544        pp,4.22,"183,122",Mar 2007,Apr 2012,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Винаги съм вярвала, че прекрасните истории заслужават да бъдат разказани прекрасно.Още в началото на годината, когато Ники Руева ми спомена, че ще издВинаги съм вярвала, че прекрасните истории заслужават да бъдат разказани прекрасно.Още в началото на годината, когато Ники Руева ми спомена, че ще издават “Изобретението на Хюго”, и в последствие след разговорите ни за работата по книгата знаех, че това ще бъде нещо магическо, красива история, разказана по един много личен и мил начин, история, която заслужава да бъде не прочетена, усетена и изживяна, от много хора, незивисимо на каква възраст са те.Е, “Хюго” наистина е магия – книга която те увлича нежно, докато си залепил нелепа усмивка на лицето, с малко меланхолично-носталгичен поглед в текста, тя те пренася в едно толкова далечно време, което обаче е също толкова истинско, сякаш самият ти живееш в него.Защото “Изобретението на Хюго” е вдъхновение за красотата на малките неща, за добротата у хората и игрите на съдбата, за нещата, които сякаш всеки ден минават покрай нас, но изпускаме в бързината на своите големи всекидневни задачи.Книгата на Брайън Селзник е именно онази възможност да спреш всичко: времето, мислите, работата, новините… и да бъдеш за час или два малкия сръчен Хюго, насред голямата и шумна жп гара в Париж, някъде през 30-те години на ХХ век.В този смисъл “Изобретението на Хюго” е детска книга за не-деца и недетска книга за деца, едновременно мъдра и приключенска, пъстра, въпреки своите черно-бели илюстрации и се чете страшно лесно и бързо, въпреки всичките си 544 страници.“Изобретението на Хюго” обаче е и още нещо – една много красиво посвещение на киното, обяснение в любов на пионерите, на магията, която успява да сбъдва сънища и мечти. Защото изкуството е вдъхновение за живота, което истински променя човек. “Изобретението на Хюго” улавя точно тази идея в живота на Жорж Мелиес по много очарователен начин, подкрепен и от прекрасните илюстрации на Селзник.И още в ""Аз чета""...more",Notes are private!,0,2,1,not set,Apr 2012,"Jan 11, 2013",,Paperback,view (with text),/book/show/13508045
280,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Избраните творби на Т. В. Спивет,"Larsen, Reif",,9789545151118,,402        pp,3.87,"8,550",2009,"Dec 01, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 11, 2013",,Paperback,view,/book/show/10028221
281,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Да убиеш присмехулник,"Lee, Harper",9549117642,9789549117646,,384        pp,4.26,"6,123,089","Jul 11, 1960",2002,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Когато навършваш 20 някак носталгично си спомняш за безгрижните детски игри, измислените истории за съседите и наивните, но красиво простички идеи за Когато навършваш 20 някак носталгично си спомняш за безгрижните детски игри, измислените истории за съседите и наивните, но красиво простички идеи за устройството на света. Когато навършваш 20 и четеш „Да убиеш присмехулник”, цялото усещане, че порастваш някак ти се струва не толкова мечтано, както когато си на 10.Но нека не се отплесвам.„Да убиеш присмехулник” е книга за детството, някои дори казват, че е детска кника. За мен тя е книга за пораснали деца, книга за уроците на децата към възрастните. Книга за справедливостта, за искреността и наивността на децата. Книга за силните личности, за живота без грим, но и без маски. Невероятно простият и лек език и същевременно дълбоките послания за живота в цялата му несправедливост, неразбираемост и болка по детски, правят книгата изключително силна. Тя увлича неусетно, кара те да четеш с нетърпение всяка страница. Историите за измислените игри, представата за нещата по детски, мисленето по детски правят книгата близка до читателя, дават онова важно идентифициране с героя.Сюжетът е построен върху реален случай, третиращ незавидното положение на американските чернокожи в началото на ХХ век. Време, когато формално те са свободни хора, а на практика остават жертви на белите, на непреодолените робски навици, на безнадежността… И все пак книгата е оптимистична, весела и чаровна, защото гледа през отчите на децата. Посланията от своя страна са дълбоки и важни, актуални и днес почти 50 години след излизането на романа. Послания за човека и неговата сила, за човека и неговата слабост. Послания за живота във всичките му цветове и багри... [Продължава]И още в ""Аз чета"" ...more",Notes are private!,0,2,1,not set,Apr 2009,"Jan 11, 2013",,Paperback,view (with text),/book/show/7636830
282,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Жестокото присъствие на времето,"Egan, Jennifer*",,9789545151965,,360        pp,3.69,"226,775","Jun 08, 2010","Oct 31, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Jan 11, 2013",,Paperback,view,/book/show/15841731
283,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Man,"Fallaci, Oriana",0671252410,9780671252410,0671252410,463        pp,4.39,"5,652",1979,"Nov 12, 1980",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 05, 2013","Jun 05, 2013","Jan 05, 2013",,Hardcover,view,/book/show/82895.A_Man
284,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Letter to a Child Never Born,"Fallaci, Oriana",0671451626,9780671451622,0671451626,128        pp,3.98,"20,182",1975,"Sep 01, 1982",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Това не е книга за майки.Това не е книга за бременността.Това не е книга за аборта.Това е книга за личността, за живота и избора да се родиш. Това е кТова не е книга за майки.Това не е книга за бременността.Това не е книга за аборта.Това е книга за личността, за живота и избора да се родиш. Това е книга за любовта, свободата и въпросителните знаци, които ни заобикалят още от времето преди да се родим.„Писмо до едно неродено дете” е откровената изповед на една жена до нейното дете, нейният урок за света, за неговите правила и закономерности, такива, каквито ги вижда тя, бъдещата майка.Книгата е онзи майчин разказ, събрал трагизма на житейския опит и надеждата за това, което предстои, най вече в трите лични призказки на майката към детето в нейната утроба – за красотата на магнолията и правото на по-силния, за шоколада и несправедливостта на живота, за утрешния ден и разочарованието, което ни съпътства непрестанно.„Писмо до едно неродено дете” е откровената изповед на една жена, която иска да запази своята личност, свето право на избор, своето право да има живота, който обича, и това да не я направи престъпник.Ориана Фалачи вълшебно събира в думи цялата емоционалност на вътрешните дилеми в майката, която е болезнено близка и до съвременната жена днес. Защото „нашият свят е създаден от мъжете за мъжете”, а жената трябва непрестанно да се бори за правото си да бъде личност. „А думата личност е прекрасна, защото не поставя граници пред мъжа и жената, не прокарва граница между тоя, който има опашка и оня, който няма.”... [Продължава]Цялото ревю е в ""Аз чета""...more",Notes are private!,0,1,1,not set,Dec 2010,"Jan 05, 2013",,Hardcover,view (with text),/book/show/79429.Letter_to_a_Child_Never_Born
285,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To a God Unknown,"Steinbeck, John",0141185503,9780141185507,0141185503,240        pp,3.94,"12,837",1933,"Jan 01, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Цялото ревю е в  ""Аз чета""Една земя – величествена, плодородна, твоя.Една заблуда – че можеш да управляваш природата, че можеш да подчиниш събитията, Цялото ревю е в  ""Аз чета""Една земя – величествена, плодородна, твоя.Една заблуда – че можеш да управляваш природата, че можеш да подчиниш събитията, че си господар и бог…че си недосегаем.Трагедия, разтърсваща съзнанието. Красиво тъжна история за света, който мислим, че създаваме, а всъщност нямаме власт да управляваме. Един класически Стайнбек, докосващ сърцето и същевременно даващ съкрушаващо усещане за реалност.“Към един незнаен бог” е история за човека, осмелил се да превърне земята в център на своето съществуване. Но не, защото Джоузеф (главният герой) е алчен за земя, както пише в анотацията на задната корица на книгата. Той просто поставя в култ зависимостта си от земята. Вярва в нея, сякаш той самият е неин творец, боготвори я, нарушавайки връзките си с околните, притъпявайки сетивата си, изменяйки на вярата си. Превърща я в духовен център на целия свят… на своя живот.Непрестанният устрем към “незнайния бог” въплътен в земята, загърбването на предупрежденията, водят постепенно до загубата на всичко ценно, на всичко истинско. А това неизменно поражда и неговата трагедия. Книгата е изпъстрена със завладяващи картини на природни бедствия, на разрушени човешки съдби, картини на истинския живот… събужда усещания, провокира предчувствия…Краят на творбата е силен, разтърсващ – едновременно изненадващ и очакван, болезнено заключение за трагичната предопределеност на човека. “Понякога, Джоузеф, любовта за хората е силна и топла като мъката.” Тези думи на една от героините в романа описват и най-точно чувството, което изпитваш след прочитането му – едновременно болка и романтична безпомощност. И отново красота…иронията на живота. Богът, макар и незнаен, отново е по-силен, човекът е само прашинка – уязвим, малък, загубен в собствената си вяра, че може да контролира живота, света, природата... [продължава]...more",Notes are private!,0,2,1,not set,Jan 2011,"Jan 05, 2012",,Paperback,view (with text),/book/show/111300.To_a_God_Unknown
286,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sweet Thursday        (Cannery Row, #2)","Steinbeck, John",0143039474,9780143039471,0143039474,249        pp,4.11,"17,037",1954,"Jul 29, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 05, 2012",,Paperback,view,/book/show/56077.Sweet_Thursday
287,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Travels with Charley: In Search of America,"Steinbeck, John",0142000701,9780142000700,0142000701,214        pp,4.08,"94,550",1961,"Feb 05, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 05, 2012",,Paperback,view,/book/show/5306.Travels_with_Charley
288,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Cannery Row        (Cannery Row, #1)","Steinbeck, John",014200068X,9780142000687,014200068X,181        pp,4.06,"137,772",1945,"Feb 05, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 05, 2012",,Paperback,view,/book/show/4799.Cannery_Row
289,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,East of Eden,"Steinbeck, John",0142000655,9780142000656,0142000655,601        pp,4.41,"538,903",1952,2002,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Jan 05, 2012",,Paperback,view,/book/show/4406.East_of_Eden
290,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Of Mice and Men,"Steinbeck, John",0142000671,9780142000670,0142000671,107        pp,3.88,"2,546,746","Feb 25, 1937",2002,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Jan 05, 2012",,Paperback,view,/book/show/890.Of_Mice_and_Men
291,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Grapes of Wrath,"Steinbeck, John",,,,455        pp,4.01,"906,496","Apr 14, 1939","Jan 08, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 05, 2012","Mar 05, 2012","Jan 05, 2012",,Paperback,view,/book/show/4395.The_Grapes_of_Wrath
292,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"…малко той, малко аз, малко ние","Vasileva, Mariya",,9789548689120,,120        pp,4.39,110,"Jan 01, 2011",Sep 2011,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 27, 2011",,Paperback,view,/book/show/12892734
293,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Портокаловото момиче,"Gaarder, Jostein",,,,176        pp,3.91,"32,837",2003,2010,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Вярвате ли, че живеете в приказка?А всъщност тя приказка ли е, когато е толкова тъжна?Вярвате ли, че съдбата не може да е по-жестока, защото ви отнемаВярвате ли, че живеете в приказка?А всъщност тя приказка ли е, когато е толкова тъжна?Вярвате ли, че съдбата не може да е по-жестока, защото ви отнема всичко: отнема ви живота, семейството, любовта... света.А вярвате ли, че същата тази съдба ви е дала толкова много... портокалово щастие, защото зад всичката тази голяма мъка и несправедливост се крие само един едиствен миг, една малка частица на най-голямото щастие, крие се той или тя...Колко призказна е приказката, когато краят не е заживели щастливо до края на дните си... Когато миналото е останало минало, а настоящето няма как да го помни.И все пак е останало нещо... портокалово, нещо в старите вещи, в детската количка, в картините на тавана, дълбоко скрито, за да разтърси и припомни. Останало е нещо, което да събуди настоящето и да разкаже за единствения миг. Да разкаже за това как човешкият живот е именно точно този малкият миг, малката частица от голямата космическа вечност, да разкаже за портокалите и за нея... Портокаловото момиче.И още в Аз чета...more",Notes are private!,0,0,1,not set,Jul 2010,"Sep 28, 2011",,Paperback,view (with text),/book/show/8439762
294,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Повратната точка,"Gladwell, Malcolm",9544913424,9789544913427,,284        pp,4.00,"814,328","Jan 01, 2002",2009,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 03, 2010",,Paperback,view,/book/show/7710879
295,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On the Road,"Kerouac, Jack",0140042598,9780140042597,0140042598,307        pp,3.61,"411,214","Sep 05, 1957","Jan 01, 1976",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 03, 2010",,Paperback,view,/book/show/70401.On_the_Road
296,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,East Wind: West Wind,"Buck, Pearl S.",1559210869,9781559210867,1559210869,288        pp,4.05,"8,454",1930,"Apr 05, 1995",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 03, 2010",,Paperback,view,/book/show/14648.East_Wind
297,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Romeo and Juliet,"Shakespeare, William",,,0743477111,281        pp,3.74,"2,603,518",1597,2002,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 03, 2010",,Mass Market Paperback,view,/book/show/18135.Romeo_and_Juliet
298,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Post Office,"Bukowski, Charles",0876850867,9780876850862,0876850867,208        pp,3.94,"126,109",1971,"Jun 05, 2002",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 03, 2010",,Paperback,view,/book/show/51504.Post_Office
299,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bel-Ami,"Maupassant, Guy de",0140443150,9780140443158,0140443150,416        pp,3.85,"41,972",1885,"Nov 30, 1975",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 03, 2010",,Paperback,view,/book/show/780581.Bel_Ami
300,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Père Goriot,"Balzac, Honoré de",039397166X,9780393971668,039397166X,384        pp,3.85,"59,426",Mar 1835,"Dec 17, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 03, 2010",,Paperback,view,/book/show/59145.P_re_Goriot
301,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Little Prince,"Saint-Exupéry, Antoine de",,,,96        pp,4.32,"2,111,663","Apr 06, 1943","Jun 29, 2000",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Mar 03, 2010",,Paperback,view,/book/show/157993.The_Little_Prince
302,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Adventures of Tom Sawyer,"Twain, Mark",,9780143039563,0143039563,244        pp,3.92,"936,211",Jun 1876,"Feb 28, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 03, 2010",,Paperback,view,/book/show/24583.The_Adventures_of_Tom_Sawyer
303,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Adventures of Huckleberry Finn,"Twain, Mark",0142437174,9780142437179,0142437174,327        pp,3.83,"1,265,493","Feb 18, 1884","Dec 31, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 03, 2010",,Paperback,view,/book/show/2956.The_Adventures_of_Huckleberry_Finn
304,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Тютюн,"Dimov, Dimitar",9545280433,9789545280436,9545280433,616        pp,4.42,"7,561",1951,1992,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 03, 2010",,Paperback,view,/book/show/2124105._
