,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,"Debbie ""DJ""'s rating",my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
629,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Chancers: Addiction, Prison, Recovery, Love: One Couple's Memoir","Stellin, Susan*",1101882743,9781101882740,1101882743,448        pp,3.89,392,"Jun 07, 2016","Jun 07, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"While I appreciate a memoir on addiction that shows it can target anyone, regardless of class or social standing, this one didn't fully grab me. GrahaWhile I appreciate a memoir on addiction that shows it can target anyone, regardless of class or social standing, this one didn't fully grab me. Graham is a photographer, Susan a journalist. Susan has left their relationship due to Graham's using, but re-enters his life years later when she discovers he is in serious trouble. Her decision to help against all odds is the focus of this book.The events are told in alternating voices between Graham and Susan, but often felt as if one person was doing the telling for both. Maybe this is due to Susan's profession, but I just didn't feel the anguish in Graham's voice. While I was all for Susan coming to Graham's aid, there was just something I couldn't wrap my brain around. With all her ideas to fix Graham, did she never once research what addiction is? She believes Graham needs to look at his childhood traumas, or unresolved ""causes"" leading to addiction. Unfortunately addiction is a disease, not a moral issue, or something caused by childhood trauma. I know I've done a little ranting, but all in all, this is not a bad read. The idea to help an addict is one that many think is pointless, yet there are so many who want help and find it unavailable. How many could be saved if not only people, but our government gave a shit. This sure gave me a hard look at the U.S. Justice system, and for that alone this one is well worth the read. Thanks to NetGalley for an advanced copy....more",Notes are private!,0,22,1,"May 31, 2016","Jul 06, 2016","May 28, 2016",,Hardcover,view (with text),/book/show/26895152-chancers
630,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Medical Medium,"William, Anthony",1401948294,9781401948290,1401948294,365        pp,4.04,"6,318","Nov 10, 2015","Nov 10, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 28, 2016",,Hardcover,view,/book/show/24886265-medical-medium
631,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Waiting Room,"Kaminsky, Leah*",0857986236,9780857986238,B00W4LC74U,190        pp,3.39,675,"Sep 01, 2015","Sep 01, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"May 28, 2016",,Kindle Edition,view,/book/show/26259672-the-waiting-room
632,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Saying Uncle,"Gifune, Greg F.",1934546887,,B004TMAB2W,188        pp,3.92,134,"Mar 29, 2012",2011,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 28, 2016",,Kindle Edition,view,/book/show/10898043-saying-uncle
633,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Grunt: The Curious Science of Humans at War,"Roach, Mary",0393245446,9780393245448,0393245446,285        pp,3.93,"22,002","Jun 07, 2016","Jun 07, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 28, 2016",,Hardcover,view,/book/show/26530320-grunt
634,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Out Came the Sun: Overcoming the Legacy of Mental Illness, Addiction, and Suicide in My Family","Hemingway, Mariel",150460380X,9781504603805,,unknown,3.43,"1,549","Apr 07, 2015","Apr 07, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 27, 2016",,Audiobook,view,/book/show/25297399-out-came-the-sun
635,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Living Dolls: The Return of Sexism,"Walter, Natasha",1844084841,9781844084845,1844084841,273        pp,3.84,"2,580","Jun 01, 2008","Jan 01, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 27, 2016",,Paperback,view,/book/show/6378897-living-dolls
636,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Before the Fall,"Hawley, Noah*",1455561789,9781455561780,1455561789,391        pp,3.72,"127,410","May 31, 2016","May 31, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Funny how a book can start out so good, still have me interested half way through, then go downhill. I was fascinated by the plane crash, and how two Funny how a book can start out so good, still have me interested half way through, then go downhill. I was fascinated by the plane crash, and how two people managed to survive. The story took an interesting twist as one of the survivors is questioned, could he have had something to do with it? What ensues is a character study of the adult members of the plane. I didn't really mind this, but felt the thrill fading. A lot of interesting questions were asked in regard to hero worship and how society expects one to act in such situations. It became a big focus of this book, almost more than discovering what happened to bring down the plane. It seemed the story didn't know where to go after this, leading to an anticlamitic ending. Probably not the best read for thriller fans. ...more",Notes are private!,0,121,1,"Jun 27, 2016","Jul 10, 2016","May 27, 2016",,Hardcover,view (with text),/book/show/26245850-before-the-fall
637,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cost of Living,"Roy, Arundhati*",0375756140,9780375756146,0375756140,144        pp,4.06,"1,317","Oct 01, 1999","Oct 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 26, 2016",,Paperback,view,/book/show/9779.The_Cost_of_Living
638,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Alive, Alive Oh!: And Other Things That Matter","Athill, Diana",0393253716,9780393253719,0393253716,176        pp,3.84,996,"Jan 04, 2016","Jan 04, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 26, 2016",,Hardcover,view,/book/show/26202783-alive-alive-oh
639,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Forty Rooms,"Grushin, Olga*",1101982330,9781101982334,1101982330,335        pp,3.87,"1,577","Feb 16, 2016","Feb 16, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 26, 2016",,Hardcover,view,/book/show/25716695-forty-rooms
640,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Big Short: Inside the Doomsday Machine,"Lewis, Michael",039335315X,9780393353150,039335315X,291        pp,4.30,"160,258","Mar 15, 2010","Nov 16, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 26, 2016",,Paperback,view,/book/show/26889576-the-big-short
641,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Let You Go,"Mackintosh, Clare*",0751554154,9780751554151,0751554154,371        pp,4.05,"133,807","Nov 06, 2014","Nov 09, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"May 26, 2016",,Paperback,view,/book/show/23125266-i-let-you-go
642,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Ugly and Wonderful Things,"Greenwood, Bryn*",,,,432        pp,4.00,"164,647","Aug 09, 2016","Aug 09, 2016",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"So the description I read for this book was about a love story between two unlikely people. Okay, I can go for that, especially after seeing many 5 stSo the description I read for this book was about a love story between two unlikely people. Okay, I can go for that, especially after seeing many 5 star s. I began reading with no awareness of what was to come. The story centers around Wavy, an eight year old, suffering from severe emotional problems as her parents are abhorrent drug dealers. When she meets an older biker named Kellen, he takes her under his wing, providing all the things her parents are unable to.I was about to give up around 40% as I didn't like where this story was headed. I will say it started to pick up for awhile, which kept me reading quickly. But then, oh then, major sexual descriptions. I'm not a prude, but this was just too much for me. I did manage to finish, and do think the writing was good, and this was a deeply felt novel. The problem was, this is not a subject I want to feel. I can't get behind a love story, not only with such different ages, but also one where a young girl has been traumatized leading her to deeply attach to the only love shes ever known. I do feel only a woman could have written this and leave it at that. ...more",Notes are private!,0,105,1,"May 26, 2016","Jun 06, 2016","May 26, 2016",,Hardcover,view (with text),/book/show/26114135-all-the-ugly-and-wonderful-things
643,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Medusa and the Snail: More Notes of a Biology Watcher,"Thomas, Lewis",0140243194,9780140243192,0140243194,192        pp,4.08,"1,777",1974,"Jan 01, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 26, 2016",,Paperback,view,/book/show/317278.The_Medusa_and_the_Snail
644,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Scary Old Sex,"Heyman, Arlene",1632862336,9781632862334,1632862336,240        pp,3.49,752,"Mar 08, 2016","Mar 08, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 25, 2016",,Hardcover,view,/book/show/25663702-scary-old-sex
645,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The People of Forever Are Not Afraid,"Boianjiu, Shani",0307955974,9780307955975,0307955974,368        pp,3.20,"2,486",2012,"Jun 25, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 25, 2016",,Paperback,view,/book/show/17182114-the-people-of-forever-are-not-afraid
646,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Who Cooked the Last Supper: The Women's History of the World,"Miles, Rosalind",0609806955,9780609806951,0609806955,352        pp,3.81,"3,163","Apr 01, 1989","Apr 10, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 25, 2016",,Paperback,view,/book/show/56354.Who_Cooked_the_Last_Supper
647,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everyday Sexism,"Bates, Laura*",1471131572,9781471131578,1471131572,384        pp,4.26,"11,674","Apr 10, 2014","May 23, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 24, 2016",,Hardcover,view,/book/show/21251323-everyday-sexism
648,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Goodnight, Beautiful Women","Noyes, Anna",0802124844,9780802124845,0802124844,216        pp,3.53,616,"Jun 07, 2016","Jun 07, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I don't read many short stories, yet found myself completely immersed in these. Anna Noyes is one heck of a writer. These stories are deep, often darkI don't read many short stories, yet found myself completely immersed in these. Anna Noyes is one heck of a writer. These stories are deep, often dark, and disturbing. And yet they go to the very core of what some women suffer in their relations with men. Some of the stories connect, while others do not. I've actually started a second reading, as the powerful messages they impart were easy for me to miss when I wasn't sure if they were connecting to another story. The first story centers around a quarry, as do a few others. And as Noyes states they are ""deep, murky, a lot of junk down there."" This is central to the stories. What women have buried below their surfaces. These stories gave me pause, to think about how men have defined the world. How women have always known deep down how unjust this was but stay on the surface and hope for safety. These stories remind of the dangers of men, the uncertainty of women. ( I mean no disrespect to men here, as I know many who champion us.) How child abuse can warp a woman's understanding of love. I wondered, where does this need come from to be with a man who abuses, and how need can so consume a woman it is all she can see.I often think just how far women have come in one generation, yet our past is still with us. I wonder if our current ""rape culture"" is a backlash against just how far we have come, as we are slowly unearthing ""a lot of junk down there."" A big thanks to NetGalley....more",Notes are private!,0,20,1,"Jul 04, 2016","Jul 14, 2016","May 24, 2016",,Hardcover,view (with text),/book/show/26893709-goodnight-beautiful-women
649,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dark Rooms,"Anolik, Lili*",0062345869,9780062345868,0062345869,336        pp,3.11,"3,270","Mar 01, 2015","Mar 03, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 24, 2016",,Hardcover,view,/book/show/22535506-dark-rooms
650,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,If on a Winter's Night a Traveller,"Calvino, Italo",,,,260        pp,4.03,"97,922","Jun 02, 1979",1998,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 24, 2016",,Paperback,view,/book/show/143004.If_on_a_Winter_s_Night_a_Traveller
651,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Porcelain: A Memoir,Moby,1594206422,9781594206429,1594206422,416        pp,3.97,"4,124","May 24, 2016","May 17, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 24, 2016",,Hardcover,view,/book/show/26193026-porcelain
652,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pond,"Bennett, Claire-Louise",0399575898,9780399575891,0399575898,195        pp,3.54,"7,691","Apr 23, 2015","Jul 12, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 22, 2016",,Hardcover,view,/book/show/27774632-pond
653,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Morgue: A Life in Death,"Maio, Dr. Vincent Di",,,B01770BTUK,287        pp,3.85,"2,702","May 17, 2016","May 17, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 22, 2016",,Kindle Edition,view,/book/show/28369322-morgue
654,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Beautiful Possible,"Gottlieb, Amy*",0062383361,9780062383365,0062383361,336        pp,3.85,"1,025","Feb 16, 2016","Jan 26, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 22, 2016",,Paperback,view,/book/show/25817343-the-beautiful-possible
655,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,See How They Run,"Bale, Tom",,,B01D25LZD0,452        pp,3.93,"6,877","May 06, 2016","May 06, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have no idea how to rate this one. This is a Grisham type mystery/thriller. I don't really read these types of books, but must say, it kept me enterI have no idea how to rate this one. This is a Grisham type mystery/thriller. I don't really read these types of books, but must say, it kept me entertained!...more",Notes are private!,0,21,1,"May 16, 2016","May 22, 2016","May 16, 2016",,Kindle Edition,view (with text),/book/show/29542528-see-how-they-run
656,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Man from Primrose Lane,"Renner, James*",0374200955,9780374200954,0374200955,384        pp,3.63,"2,339",Feb 2012,"Feb 28, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 10, 2016",,Hardcover,view,/book/show/12476620-the-man-from-primrose-lane
657,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Street,"Petry, Ann",0395901499,9780395901496,0395901499,435        pp,4.26,"11,810",1946,"Mar 15, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 10, 2016",,Paperback,view,/book/show/186926.The_Street
658,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lab Girl,"Jahren, Hope*",1101874937,9781101874936,1101874937,290        pp,3.98,"67,703","Mar 01, 2016","Apr 05, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"So yesterday, I had to take down a smaller tree in my yard. I knew what was happening as I pulled on the root, seeing the main taproot, the one my treSo yesterday, I had to take down a smaller tree in my yard. I knew what was happening as I pulled on the root, seeing the main taproot, the one my tree had grown straight down and spent it's lifetime trying to maintain. Then came the side roots, the ones put out for stability, called runners. My tree had suckers, green shoots coming from the runners, still living, still choosing life, even though its main source had died. Taking down that tree of mine was an emotional experience. I'll never look at a tree the same way after reading this book. Hope Jahren is truly gifted. Her memoir was fantastic! I loved how she explained the science of paleobiology in easy to understand terminology, some of which, as a geologist myself, I had never fully understood. But, this book is so much more! It's her story. Of being a woman in a mans world, of her long term relationship with her assistant Bill. She is always in the pursuit of knowledge, and their travels take them all over the world. Always on a shoestring budget, these travels are adventurous, and downright daring. They had me laughing and at times crying. Our destruction of our planet is truly heartbreaking, but Jahren does not lecture or make this the main focus. One of the things she asks us readers is to plant a tree of our own. My dead tree will be replaced, and knowing what I do now, I'm pretty darn excited about the whole process!To quote another Goodreads er (yes you Cynthia) the women are on a roll this year! ...more",Notes are private!,0,221,1,not set,"May 11, 2016","May 06, 2016",,Hardcover,view (with text),/book/show/25733983-lab-girl
659,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Plain Truth,"Picoult, Jodi*",0743275012,9780743275019,0743275012,416        pp,3.99,"183,493","May 01, 2000","Nov 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 06, 2016",,Hardcover,view,/book/show/14864.Plain_Truth
660,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Social Work in a Sustainable World,"Mary, Nancy L.",1933478195,9781933478197,1933478195,240        pp,3.33,12,2008,"Feb 11, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 06, 2016",,Paperback,view,/book/show/7019381-social-work-in-a-sustainable-world
661,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Monday or Tuesday,"Woolf, Virginia",0486294536,9780486294537,0486294536,155        pp,3.63,"3,336",1921,"Nov 02, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 06, 2016",,Paperback,view,/book/show/97864.Monday_or_Tuesday
662,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What Was Mine,"Ross, Helen Klein*",1476732353,9781476732350,1476732353,328        pp,3.83,"14,926","Jan 05, 2016","Jan 05, 2016",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"2.5, the more I think of this one the less I like. Just couldn't buy into the ending. Full  to follow...2.5, the more I think of this one the less I like. Just couldn't buy into the ending. Full  to follow......more",Notes are private!,0,12,1,"Jun 02, 2016","Jun 06, 2016","May 04, 2016",,Paperback,view (with text),/book/show/25111142-what-was-mine
663,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Love May Fail,"Quick, Matthew*",0062285572,9780062285577,0062285572,416        pp,3.55,"6,450","Jun 04, 2015","Jun 21, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 04, 2016",,Paperback,view,/book/show/27064313-love-may-fail
664,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Madness So Discreet,"McGinnis, Mindy*",0062320866,9780062320865,0062320866,376        pp,3.79,"10,028","Oct 06, 2015","Oct 06, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 01, 2016",,Hardcover,view,/book/show/24376529-a-madness-so-discreet
665,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Haunting of Hill House,"Jackson, Shirley",0141191449,9780141191447,0141191449,246        pp,3.82,"303,246","Oct 16, 1959","Jan 01, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 01, 2016",,Paperback,view,/book/show/6393407-the-haunting-of-hill-house
666,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Brain: The Story of You,"Eagleman, David*",1782116605,9781782116608,1782116605,240        pp,4.26,"19,847","Oct 06, 2015","Nov 05, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 01, 2016",,Paperback,view,/book/show/28822063-the-brain
667,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dreamland: The True Tale of America's Opiate Epidemic,"Quinones, Sam*",1620402505,9781620402504,1620402505,384        pp,4.23,"29,634","Apr 15, 2015","Apr 21, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 01, 2016",,Hardcover,view,/book/show/22529381-dreamland
668,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ladivine,"NDiaye, Marie",0385351887,9780385351881,0385351887,288        pp,3.34,829,"Feb 14, 2013","Apr 26, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 29, 2016",,Hardcover,view,/book/show/26025503-ladivine
669,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,People Who Knew Me,"Hooper, Kim*",1250077982,9781250077981,1250077982,304        pp,3.94,"2,013","May 24, 2016","May 24, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What a great read! This one drew me in from the first page. The Twin Towers are falling, and a woman is making tough choices, BIG ones! While the noveWhat a great read! This one drew me in from the first page. The Twin Towers are falling, and a woman is making tough choices, BIG ones! While the novel goes back and forth between time periods, it is seamless. And, I found myself equally interested in both!Kim Hooper explores many topics through this story. Each had meaning and depth. The one that really got me, and I felt drove the novel, was the role of a caretaker. Through personal experience, I can say the focus is always on the person who is sick. Hooper takes this on with gusto. She explores the sacrifices and emotions of those who are expected to care for loved ones. How much does one give up of their own life? How do we define boundaries in such situations? I was completely enthralled with how the main character handled questions such as these. Finding myself asking, what would I do?Don't think for a minute this is all the novel explores. Holy moly, there is so much more. The choices we make, the consequences that follow. What's the ""right"" thing to do? It's really hard to believe this is the authors first book! I want more! (4.5 stars)Thanks to NetGalley in exchange for an honest ....more",Notes are private!,0,42,1,"May 11, 2016","May 15, 2016","Apr 29, 2016",,Hardcover,view (with text),/book/show/25663718-people-who-knew-me
670,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Burying the Honeysuckle Girls,"Carpenter, Emily*",1503935019,9781503935013,1503935019,312        pp,3.88,"18,838","Apr 26, 2016","Apr 26, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 27, 2016",,Paperback,view,/book/show/27852639-burying-the-honeysuckle-girls
671,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Imagine Me Gone,"Haslett, Adam*",0316261351,9780316261357,0316261351,356        pp,3.69,"18,814","May 03, 2016","May 03, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I've put off writing this  for far too long, because I just don't know what to say. It did draw me in at the beginning, but then kept me at a diI've put off writing this  for far too long, because I just don't know what to say. It did draw me in at the beginning, but then kept me at a distance from the characters. In the story, a fathers mental illness is passed to one of the sons, and is told through his eyes. While this gave me an inside look at the thoughts and actions of one with such an illness, it also distanced me from the deeper emotions of the family. I was left with a feeling of this is what happened. For me, I really missed not having a more personal connection to the story. I did absolutely love Haslett's writing though. Very sophisticated, yet not overly so. I got to look up many words that I was only somewhat familiar with. (Thank you Kindle.) While this book may have not hit the spot for me, I will be checking out his others....more",Notes are private!,0,47,1,"Aug 09, 2016","Aug 25, 2016","Apr 25, 2016",,Hardcover,view (with text),/book/show/26245029-imagine-me-gone
672,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bonobo and the Atheist: In Search of Humanism Among the Primates,"de Waal, Frans",0393073777,9780393073775,0393073777,289        pp,4.15,"5,155",Mar 2013,Mar 2013,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 25, 2016",,Hardcover,view,/book/show/4487598-the-bonobo-and-the-atheist
673,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Birdology: Adventures with Hip Hop Parrots, Cantankerous Cassowaries, Crabby Crows, Peripatetic Pigeons, Hens, Hawks, and Hummingbirds","Montgomery, Sy",1416569855,9781416569855,1416569855,272        pp,4.15,"1,525",2010,"Feb 22, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 25, 2016",,Paperback,view,/book/show/10294680-birdology
674,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,So Sad Today: Personal Essays,"Broder, Melissa*",1455562726,9781455562725,1455562726,203        pp,3.80,"15,584","Mar 15, 2016","Mar 15, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Apr 25, 2016",,Paperback,view,/book/show/25904473-so-sad-today
675,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sympathizer,"Nguyen, Viet Thanh*",0802124941,9780802124944,0802124941,403        pp,4.01,"113,591","Apr 02, 2015","Apr 12, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Apr 22, 2016",,Paperback,view,/book/show/26893714-the-sympathizer
676,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hunger: A Memoir of (My) Body,"Gay, Roxane*",0062362593,9780062362599,0062362593,306        pp,4.18,"111,872","Jun 13, 2017","Jun 13, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 02, 2017","Sep 30, 2017","Apr 22, 2016",,Hardcover,view,/book/show/26074156-hunger
677,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Annie's Day,"Weir, Andy*",,,,3        pp,3.70,"1,756","Aug 08, 2011",Aug 2011,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,8,1,not set,"Apr 18, 2016","Apr 18, 2016",,ebook,view,/book/show/23785283-annie-s-day
