,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Pablo's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
10,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,El estado emprendedor: La oposición público-privado y sus mitos,"Mazzucato, Mariana",8430625526,9788430625529,8430625526,360        pp,3.95,"2,923",2011,"Nov 03, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Si existen pruebas suficientes de que el estado puede desarrollar de manera efectiva políticas de catch-up con objetivos específicos, enfocando losSi existen pruebas suficientes de que el estado puede desarrollar de manera efectiva políticas de catch-up con objetivos específicos, enfocando los recursos al dominio de ciertos sectores industriales, ¿por qué no se acepta que el Estado pueda desempeñar un papel más importante en el desarrollo de nuevas tecnologías y aplicaciones, más allá de limitarse a financiar la ciencia básica y proporcionar una infraestructura para respaldar la actividad del sector privado?El Estado Emprendedor de Mariana Mazzucato es un ensayo de economía que cuestiona la percepción del papel del Estado en ese ámbito. Mazzucato desafía la idea de que el Estado solo debe intervenir en situaciones de mercado fallidas y defiende la idea de que puede desempeñar un papel proactivo y emprendedor. Su enfoque se centra en la innovación y la inversión estatal como catalizadores para el crecimiento económico.Mazzucato utiliza ejemplos convincentes para respaldar su argumento, en el que se destacan casos en los que la intervención gubernamental impulsó avances tecnológicos significativos (véase Apple, GPS, energías renovables). Sin embargo, estos ejemplos son demasiado específicos para garantizar el éxito de un programa económico global en el que el estado se viste de empresario a la hora de invertir, ya que la autora no presta demasiada atención a los desafíos prácticos y la burocracia que se instalaría con una mayor intervención estatal en sectores que requieren un ritmo veloz de evolución.Mazzucato también aborda la importancia de compartir los beneficios de la innovación de manera equitativa. Su enfoque en el retorno social de la inversión pública ofrece una perspectiva fresca y necesaria en la que los estados serán mucho más solventes gracias al retorno de los dividendos de sus propios desarrollos científicos, que garantizaría un mayor flujo de caja para la banca nacional.Aunque el libro es valiente en su enfoque, posee una escritura audaz y ofrece una crítica persuasiva al paradigma económico convencional, algunos críticos podrían argumentar que subestima la capacidad del sector privado para la innovación. A pesar de esto, El Estado Emprendedor es una lectura esencial para aquellos interesados en repensar el papel de la intervención estatal en la economía moderna....more",Notes are private!,0,0,1,"Oct 20, 2023","Nov 18, 2023","Oct 20, 2023",,Paperback,view (with text),/book/show/63232859-el-estado-emprendedor
11,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Claudio Paolillo: Periodista,"Mosteiro, Juan Pablo",,9789974899841,,392        pp,4.33,3,unknown,Aug 2019,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Claudio Paolillo (1960 - 2018) fue uno de los periodistas más influyentes de Uruguay y América Latina, que supo ejercer su profesión de manera indepenClaudio Paolillo (1960 - 2018) fue uno de los periodistas más influyentes de Uruguay y América Latina, que supo ejercer su profesión de manera independiente y extremadamente profesional. Este libro recoge sus columnas más destacadas en Búsqueda, semanario del que también fue director; también se podrán encontrar variados discursos realizados en universidades y organismos internacionales. Paolillo fue un gran defensor de la libertad de prensa y sobre todo, de la libertad de expresión:  Ningún político, ningún individuo, ningún grupo, ningún Estado deberían tener el poder de esconder discursos u opiniones de nosotros porque piensen que no podemos manejarlos correctamente y que no somos capaces de elegir por nosotros mismos cómo reaccionar. La libertad de expresión es, también, un asunto que tiene que ver con la dignidad humana. Deberíamos tratarnos unos a otros como adultos, como individuos independientes y autónomos, y no como niños o criaturas inmaduras o robots. Nos sacan nuestra dignidad cuando el Estado tiene el poder para decidir qué nos está permitido escuchar y qué nos está permitido decir. Esto lleva a la infantilización de nuestras sociedades y de nuestras vidas, y deteriora nuestras oportunidades para desarrollar la autonomía moral que debe acompañar a una vida libre y responsable.En fin, un tipo que la tenía clarísima.Un libro super recomendable para nutrirse de una buena dosis de buen periodismo y de paso, conocer a su protagonista....more",Notes are private!,0,0,1,"Sep 16, 2023",Oct 2023,"Sep 16, 2023",,Paperback,view (with text),/book/show/52619357-claudio-paolillo
12,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Babysitter,"Oates, Joyce Carol",8420463086,9788420463087,8420463086,504        pp,3.24,"3,864","Aug 23, 2022","Oct 06, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Babysitter es una novela a medio camino entre el thriller doméstico y las películas de suspenso de los años setenta, que cuenta la historia de como unBabysitter es una novela a medio camino entre el thriller doméstico y las películas de suspenso de los años setenta, que cuenta la historia de como una ama de casa de un (decadente) Detroit se envuelve en una serie de hechos relacionados al asesino en serie denominado Babysitter, que por aquellos años se dedicaba a secuestrar y asesinar niños. La historia de ese personaje es real, pero todo el trasfondo que involucra al personaje principal, Hannah Jarrett, y el misterioso Y.K. no lo es. La Sra. Jarrett comenzará un amorío con Y.K. que tendrá consecuencias funestas en su vida, a la vez que descubre la realidad de una ciudad que no pasa su mejor momento económico y social. Ella se debatirá durante toda la trama entre el ser ella misma o aquella persona que agrada a los hombres; le cuesta mucho tomar decisiones debido a la presión que le causa estar siempre como una mujer complaciente al sexo opuesto, aunque al final siempre decidirá lo que es mejor para ella misma (sin pensar en las consecuencias que esto le puede acarrear). El misterio entorno a Babysitter cobra protagonismo al entrelazarse las historias de los personajes, hacia la mitad de la novela; aunque luego ya no será tan importante pues la autora decidió centrarse en Jarrett e Y.K. Una serie de reveses en el último tramo de la historia llevará a los personajes a cambiar sus líneas de pensamiento, pero el lector no podrá saber lo que acontece con ellos, pues Oates decidió (otra vez) culminar todo con finales abiertos (de los malos). Todas las historias quedan en el aire, especialmente la de Hannah Jarrett, pues el personaje pasó por tantos arcos evolutivos en la historia que mínimo se merecía un final digno de tan elaborada trama. En este caso, la sensación que deja su personaje es que no aprendió nada y sigue buscando quimeras donde no las hay. Decepcionante. En lo que respecta a la ambientación, es correcta pero algo confunsa. El lector no llega a entender como es el Detroit de Joyce Carol Oates. ¿Es muy luminoso? ¿Sombrío? ¿Lúgubre? ¿Abandonado? ¿Una ciudad perdida en sus glorias pasadas? En este sentido quedarán más dudas que respuestas, algo que no es de gran ayuda y que puede asombrar a los lectores de Oates pues, si hay una cosa que la caracteriza, es la minuciosidad de sus ambientes narrativos que logran convertirse en un personaje más dentro de la historia. Hace mucho tiempo que Joyce Carol Oates viene de capa caída con cada libro que lanza al mercado, y esta no es la excepción. A pesar de que la historia está construida de forma correcta, se siente como si no encajara del todo, con unos descenlaces que decepcionarán a sus fantáticos y odiarán aquellos que no son habituales en su universo narrativo. Este servidor espera de verdad que para su próximo libro, pueda mejorar estas cosas. ...more",Notes are private!,0,0,1,"Aug 08, 2023","Sep 09, 2023","Aug 08, 2023",,Paperback,view (with text),/book/show/62358186-babysitter
13,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The House Without Windows,"Follett, Barbara Newhall",,,,132        pp,3.64,943,1927,1968,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 25, 2023",,,view,/book/show/6256913-the-house-without-windows
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Así habló Zaratrusta,"Nietzsche, Friedrich",8494821385,9788494821387,8494821385,unknown,4.07,"151,400",1883,"Jan 01, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Zaratustra es un tipo que predica la idea del superhombre, ese concepto del ser humano superior como como alguien que no es mediocre, altamente crédulZaratustra es un tipo que predica la idea del superhombre, ese concepto del ser humano superior como como alguien que no es mediocre, altamente crédulo y dueño de su propia moral. Ese superhombre tiene la finalidad de crear una nueva sociedad avanzada. El superhombre reemplaza a Dios (Zaratustra dice que Dios está muerto) en ese ideal que se desea alcanzar por el humano, y llega incluso a definir que el cielo se encuentra en la tierra.Zaratustra, al decir que Dios está muerto le quitó al ser humano el peso de creer que existe algo superior que le otorga sentido a la vida, para decir que, según su doctrina, el sentido deberá ser creado mediante el ser humano por sí mismo. Zaratustra, cual profeta, baja de su montaña para enseñar su evangelio a la humanidad. Y, ¿Qué es lo que enseña este pequeño hombrecito? Entre muchas cosas, que el ser humano puede hacer lo que se proponga por medio de su voluntad de poder: aquellos que crean y son innovadores tienen la capacidad de desplazar las ideas viejas y crear una nueva era. Este libro es un gran reflejo de la filosofía de Nietzsche, esa en la que la idea de superhombre solo podrá ser concebido en un entorno solitario, alejado de lo mainsteam y los valores preconcebidos que considera como suyos pero que en realidad son arraigados por la sociedad que le rodea (se desprenden de ahí). El superhombre, para considerarse tal, deberá ser capaz de crear sus propios valores. Por consiguiente, es el impulso creativo que se mencionó en el párrafo anterior, lo que para el filósofo salvará a la humanidad. Si bien es un libro que posee en su estructura narrativa una similitud muy grande con la Biblia, no debería considerarse jamás una extensión de aquella obra. Aquí Nietzsche reniega de Dios en base a su filosofía, y a cambio lo que muestra es la grandeza del hombre. En algunos pasajes incluso se podría entrever que en realidad el reino al que apoya Zaratustra es al del demonio (si se toma la idea bíblica). En síntesis, ese reino es algo terrenal, que existe en la voluntad de los seres humanos y es alcanzable. Existen algunas ideas filosóficas de Nietzsche que fueron utilizadas de una forma desgraciada por el régimen nazi en la segunda guerra mundial. Sinceramente, no es de esperarse: muchos conceptos sobre la sociedad son fuertes (desclasar a los inferiores por no poder llegar a ser superiores y tratarles de sirvientes, su opinión sumamente retrógrada sobre las mujeres, su punto de vista político). Lo que ayudó en este caso a una doble interpretación fue el discurso mismo de Zaratustra que dio pie sin lugar a dudas a lo que la cúpula nazi quería para su régimen, además del hecho de que fue la propia hermana de Nietzsche, Elisabeth Förster-Nietzsche, la que se encargó de modificar grandes partes de su obra para así acomodarse a las ideas de la Alemania del momento y evitar la censura. Esto llevó a que con el tiempo, este libro fuese muy polémico y se buscase la manera de restaurar las versiones originales de Nietzsche, que por suerte se pudo lograr. Gracias a lo ocurrido durante ese período, es que el filósofo fue objeto de grandes cuestionamientos durante el siglo XX. También, un gran culpable de este cambio radical en la percepción de Nietzsche fue el libro La voluntad de poder, presentado como una obra póstuma en 1901 que en realidad fue escrita por su hermana mientras ordenaba ideas manuscritas del autor y las acomodaba a su antojo. Este libro fue presentado por ella como la obra cúlmine del filósofo alemán. Aquí se centraban las ideas claras sobre antisemitismo y espíritu nacionalistas pertenecientes a la interpretación de Elisabeth. En síntesis y volviendo al Zaratustra, es una obra que debe ser leída al menos una vez en la vida y que si, está muy desactualizada en muchas de las concepciones pero que en otras da para pensar muchísimo (no debe leerse a la ligera). ---Aparte de la crítica, considero volver al autor en algún momento, otro que me llama la atención es El anticristo. Veremos cuando lo compre que tal. Callar es peor; todas las verdades silenciadas se vuelven venenosas.- Zaratustra...more",Notes are private!,0,0,1,"Jul 25, 2023","Aug 08, 2023","Jul 25, 2023",,Paperback,view (with text),/book/show/49969190-as-habl-zaratrusta
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,El túnel,"Sabato, Ernesto",9871144261,9789871144266,9871144261,158        pp,4.02,"74,880",1948,"Jan 28, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 05, 2023",,Paperback,view,/book/show/53447.El_t_nel
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Terminal Park,"Shipley, Gary J.",173356943X,9781733569439,173356943X,208        pp,3.66,292,"Sep 28, 2020","Sep 28, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 27, 2023",,Paperback,view,/book/show/55615861-terminal-park
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Espacio negativo,"Yeager, B. R.*",9874862394,9789874862396,9874862394,400        pp,3.73,"5,084","Mar 01, 2020","Feb 01, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 16, 2023",,Paperback,view,/book/show/122764851-espacio-negativo
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Curso de escritura creativa,"Sanderson, Brandon*",,,,336        pp,4.30,951,unknown,"Mar 24, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 16, 2023",,Paperback,view,/book/show/60066351-curso-de-escritura-creativa
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"If I Understood You, Would I Have This Look on My Face?: My Adventures in the Art and Science of Relating and Communicating","Alda, Alan",,,B0727PBQRX,unknown,3.86,"5,985","Jun 06, 2017","Jun 06, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"En If I Understood You, Would I Have This Look on My Face? el actor nominado al Premio de la Academia Alan Alda describe, a través de sus experienciasEn If I Understood You, Would I Have This Look on My Face? el actor nominado al Premio de la Academia Alan Alda describe, a través de sus experiencias en el mundo de la actuación y como comunicador en distintos programas de radio y TV, las diversas facetas del mundo de las técnicas comunicativas que le han ayudado a comprender distintos ámbitos de su vida. Este libro (leído en formato audio por quien escribe) está narrado de una manera excelente y amigable por el mismo autor, lo que le otorga un valor de aprendizaje enorme para cualquiera que le quiera dar una oportunidad, no solo para aquellos que estén interesados en el rubro de la comunicación. Alda examina en este libro, la comunicación en todos los aspectos de nuestra vida. El eje del libro es la palabra afinidad. Es la comprensión del otro lo que nos permite reconocer realmente a esa persona para poder conectar con ella. Alda ilustra los distintos pasajes del libro con historias y referencias personales que ayudan a aportar un atractivo universal a su intención de explicar la comunicación como un todo.Un aspecto fundamental de este libro tiene que ver con la empatía y la escucha activa. Alda se pregunta ¿Qué es lo que crea una conexión empática? El autor determina que la manera en la que contamos una historia es un eje fundamental para poder transmitir mensajes y conectar con el otro.Con respecto a la escucha activa, Alda explica en el libro acerca de cómo él mismo ha tenido que lidiar a lo largo de su carrera con este tema, por lo que tuvo que dedicar mucho tiempo a observar las expresiones de la gente que, a su vez, le llevaron a determinar las emociones que se esconden tras los gestos. Con respecto a esto, dice lo siguente: reconocer las emociones de los demás parecía ayudarme a centrarme más en ellos y hacía que hablar con [esas personas] fuera más agradable. Se puede decir que con una escucha activa eficaz se puede aprender muchísimo sobre el otro. Requiere entrenamiento y paciencia poder adquirir las herramientas y la actitud adecuadas lograrlo. Se pueden destacar muchas frases de este libro para enmarcar, como por ejemplo:Conectando contigo mismo podrás conectar con tu público.Para Alda, la comunicación es:una danza que aprendemos confiando en nosotros mismos para poder dar el salto, sin seguir de forma mecánica una serie de reglas.En síntesis, Alan Alda escribió este libro como una herramienta comunicativa para todo aquel que desee tener unos recursos sencillos de aplicar a la hora de poder interactuar con los demás (¡ y con varios ejercicios incluidos!). Para Alda, la comunicación eficaz requiere escuchar con los oídos, los ojos y los sentidos bien atentos.Un libro recomendable al 1000%....more",Notes are private!,0,0,1,"May 16, 2023","May 20, 2023","May 16, 2023",,Audible Audio,view (with text),/book/show/36579026-if-i-understood-you-would-i-have-this-look-on-my-face
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Deseo,"Jelinek, Elfriede",8423336948,9788423336944,8423336948,234        pp,3.32,"1,783",1989,"Nov 23, 2004",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** La ganadora del Premio Nobel de Literatura (2004), Elfriede Jelinek, compuso con Deseo un libro que es un insulto a los escritores y**spoiler alert** La ganadora del Premio Nobel de Literatura (2004), Elfriede Jelinek, compuso con Deseo un libro que es un insulto a los escritores y escritoras que han aspirado toda su vida a ganar tan prestigioso premio. Jelinek no es la única que ha acusado a este mal: sin ir más lejos, escritores de la talla de por ejemplo Vargas Llosa han sucumbido a las exigencias editoriales de publicar títulos donde más que aportarle contenido a la literatura, colaboran en la destrucción de árboles para su diagramación. Aunque quien escribe desearía adentrarse en la discusión de quién habría sido de los dos un mejor merecedor de tan ansiado premio en el mundo de las letras, este no es el espacio para seguir explayándose en ese sentido. Y por eso a continuación se escribirá sobre este libro en concreto. Deseo presenta una historia con una cantidad de relleno tal que casi parece un disparate; podría haberse resumido en un cuento corto de diez páginas. Esta es la historia de un matrimonio con un hijo (dato importante) donde la mujer es violentada de todas las maneras posibles y de forma sistemática por su marido, una mujer que se siente más cosa que persona y, en un intento desesperado por volver a ser quien era, busca consuelo en un joven. Esta aventura no terminará nada bien, pues el marido le descubre y seguirá haciendo de las suyas hasta que ella al final cede ante la presión de una manera surrealista: matando a su hijo. ¿Por qué, se preguntará el lector? Pues habría que consultarle a la autora del libro, porque en ningún momento se explica y es ese asesinato a sangre fría que acaba con una historia soporífera, plagada de relleno, vulgar (porque se puede escribir erotismo con un estilo literario ejemplar aunque sea una basura el resto del relato; no es el caso) donde las frases inonexas están a la orden del día, y las escenas sin patas ni cabeza, también. Jelinek quizá tuvo en su mente realizar una novela femenina, pero lo que consiguió fue defenestrar, humillar y minimizar a la figura de la mujer en su máxima expresión. La única estrella que este libro se merece es por algunas frases (muy pocas) que el lector puede darle un sentido SI LAS SEPARA del contenido del libro. Las mismas son:  Somos nuestros más encarnizados enemigos cuando se trata de cuestiones de gusto, porque a cada uno le gusta algo distinto, no es cierto. Pero ¿qué ocurre cuando, viceversa, queremos gustar a alguien? ¿Qué hacemos ahora, llamar al sexo en nuestra pereza sin límites, para que se haga cargo del trabajo?Nos merecemos todo lo que podemos soportar.Pero qué más queremos: Recibimos nuestro salario en la bolsa de nuestro fracaso, es decir, seguro que queremos llegar a algo y seguro que queremos poder ser también un poquito más, por lo menos sobre el papel. Y no puede faltar la sensación de que es culpa nuestra que estemos sentados en nuestra casa y sólo el teléfono sea nuestro invitado. En fin, que quien está escribiendo estas líneas se va a tomar la libertad de cambiar el modo gramatical y quebrantar la distancia crítica para decirle al lector algo muy importante: Terminar esta novela ha sido una total decepción para mí y ha arruinado mi fin de semana. Al menos me queda el consuelo de reseñar otro libro que me ha parecido excelente y que seguramente esté disponible luego de esta reseña. Ahora sí, volveré a escribir en tercera persona. Recomendación para el lector: Huye de este libro, y gasta tu dinero en algo mejor, como por ejemplo un libro de Saramago. Estarás más que agradecido. ...more",Notes are private!,0,0,1,"Apr 29, 2023","May 20, 2023","Apr 25, 2023",,Paperback,view (with text),/book/show/1694626.Deseo
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Febrero amargo,"Vasconcellos, Amílcar",,,,269        pp,5.00,3,Mar 1973,"May 15, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Amílcar Vasconcellos (1915-1999) senador uruguayo por el Partido Colorado y periodista del Diario Acción, puso en manifiesto en este libro todas las eAmílcar Vasconcellos (1915-1999) senador uruguayo por el Partido Colorado y periodista del Diario Acción, puso en manifiesto en este libro todas las evidencias que llevaron al período de facto de 1973 a 1985 que se desarrolló en Uruguay. A través de denuncias públicas y cartas entre políticos es que Vasconcellos acercó su visión del panorama que se gestaba dentro de la órbita de las fuerzas armadas y el debilitado sistema político uruguayo de aquel entonces. Muchos no le creyeron durante aquel período y otros intentaron silenciarlo, hechos que le costaron su libertad una vez que llegaron los militares al poder. ""Febrero amargo"" representa un documento histórico de la historia uruguaya, un libro censurado durante el período dictactorial que aun así pudo ver una edición publicada en la clandestinidad; un testimonio de la claridad con la que veía Vasconcellos el futuro que se presagiaba para Uruguay en aquel entonces. Es un libro que debe ser leído por todos aquellos que deseen saber cómo se gestó realmente el plan que desencadenó en el horrible hecho que despertaba aquella fría mañana del 27 de junio de 1973. ...more",Notes are private!,0,0,1,"May 20, 2023","Jul 02, 2023","Apr 25, 2023",,Paperback,view (with text),/book/show/48611454-febrero-amargo
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Extraordinary Life of an Ordinary Man: A Memoir,"Newman, Paul",0593534506,9780593534502,0593534506,297        pp,3.89,"8,290","Oct 18, 2022","Oct 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 22, 2023",,Hardcover,view,/book/show/60190681-the-extraordinary-life-of-an-ordinary-man
23,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Why I Write,"Orwell, George",014101900X,9780141019000,014101900X,120        pp,4.01,"12,398",1946,"Feb 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 22, 2023",,Mass Market Paperback,view,/book/show/136057.Why_I_Write
24,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Down and Out in Paris and London,"Orwell, George",0141042702,9780141042701,0141042702,216        pp,4.09,"87,899",1933,"Sep 05, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 22, 2023",,Paperback,view,/book/show/18755313-down-and-out-in-paris-and-london
25,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cómo hacer un coche,"Newey, Adrian",8448025377,9788448025373,8448025377,400        pp,4.49,"8,700",2017,"Mar 19, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 22, 2023",,Hardcover,view,/book/show/50661973-c-mo-hacer-un-coche
26,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wuthering Heights,"Brontë, Emily",0141040351,9780141040356,0141040351,353        pp,3.89,"1,805,509",Dec 1847,"Nov 06, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 22, 2023",,Hardcover,view,/book/show/6147457-wuthering-heights
27,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The War of the Worlds,"Wells, H.G.",024138270X,9780241382707,024138270X,199        pp,3.83,"314,092",1898,"Sep 17, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 22, 2023",,Hardcover,view,/book/show/42643855-the-war-of-the-worlds
28,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Plague,"Camus, Albert",,,,308        pp,4.02,"263,727","Jun 10, 1947",Mar 1991,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 22, 2023",,Paperback,view,/book/show/11989.The_Plague
