,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Jason's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"GANGSTA. 1        (Gangsta., #1)",Kohske,4107716252,9784107716255,4107716252,193        pp,4.30,"4,133","Jul 08, 2011","Jul 08, 2011",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I absolutely loved this book. With the publication of a single volume, Kohske is now easily one of my favorite comic artists. If you happen to see theI absolutely loved this book. With the publication of a single volume, Kohske is now easily one of my favorite comic artists. If you happen to see the book on the shelves, pick it up and examine the art on the front and back covers. The two images represent a single scene, depicting the two primary characters, viewed from a north perspective (the front) and a south perspective (the back). Nicolas looks at the reader on the front cover, Worick on the back. They're a sincerely compelling set of images viewed solely from a visual standpoint, but the sub-text of the arrangement is also of interest. Nico and Worick are often looking at the same thing, but, for differing reasons, from two widely divergent points of view. Regardless of these differences, they manage to remain on the same page, so to speak. This type of intelligent, visually arresting sophistication saturates the entirety of the text. Kohske is a master of the form in so many ways. The distinctive manner in which she can effectively illustrate both the masculine and the feminine is amazing. Just look at the cover again to see how unique and forceful she is at visualizing the male principle as it is contextualized in the ""Gansta"" universe. Without even reading a word you can clearly see the masculine nature of Nicolas' character: confident, modern, stylish, dangerous. Study any image of Alex to see the same level of intensity with the female essence: vulnerable, determined, resilient, capable. I'm always amazed, as an amateur comic artist, of the ability to consistently depict a set of unique visual characteristics throughout the course of a graphic narrative sequence. Kohske is wonderful at this. Kohske's page layouts are also unforgettable. Pick any page at random and you'd be able to use it as a visual aide in a comics course on innovation in panel design. I don't know how Kohske has emerged as a full blown master with the appearance of her first work, but I'm certainly glad she did. I cannot wait for the second volume to emerge in the US....more",Notes are private!,0,0,1,not set,"Apr 19, 2014","Apr 19, 2014",,Paperback,view (with text),/book/show/17706570-gangsta-1
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Divergent        (Divergent, #1)","Roth, Veronica*",0062024035,9780062024039,0062024035,487        pp,4.14,"3,974,336","Apr 25, 2011","Jan 01, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 17, 2014",,Paperback,view,/book/show/13335037-divergent
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Courage to Kill,"Argo, Ronald*",,ASIN:B00A0S4U,,244        pp,4.14,22,"Aug 01, 2013","Aug 15, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 30, 2013",,Hardcover,view,/book/show/17701221-the-courage-to-kill
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sum Of His Worth,"Argo, Ronald*",0989403556,,B00A3K3A3G,350        pp,4.50,20,"Nov 07, 2012","Nov 07, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,An amazing book by a wonderful writer.,Notes are private!,0,0,0,not set,not set,"Dec 30, 2013",,Kindle Edition,view (with text),/book/show/17336456-the-sum-of-his-worth
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Year of the Monkey,"Argo, Ronald*",,,,397        pp,5.00,6,"Oct 16, 2012","Oct 21, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 30, 2013",,Kindle Edition,view,/book/show/17701229-year-of-the-monkey
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Clockwork Universe: Isaac Newton, the Royal Society, and the Birth of the Modern World","Dolnick, Edward",006171951X,9780061719516,006171951X,378        pp,3.94,"5,714","Feb 08, 2011","Feb 08, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 29, 2013","May 31, 2014","Dec 29, 2013",,Hardcover,view,/book/show/9449985-the-clockwork-universe
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stuff: Compulsive Hoarding and the Meaning of Things,"Frost, Randy O.*",015101423X,9780151014231,015101423X,290        pp,3.91,"6,649","Jan 01, 2010","Jan 01, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 28, 2013",,Hardcover,view,/book/show/7550814-stuff
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Going Clear: Scientology, Hollywood, and the Prison of Belief","Wright, Lawrence*",0307700666,9780307700667,0307700666,430        pp,4.04,"43,267","Jan 17, 2013","Jan 17, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 23, 2013","Dec 29, 2013","Dec 23, 2013",,Hardcover,view,/book/show/16142053-going-clear
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Folly of the World,"Bullington, Jesse*",0316190357,9780316190350,0316190357,502        pp,3.68,635,"Oct 01, 2012","Dec 18, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 05, 2013",,Paperback,view,/book/show/13528370-the-folly-of-the-world
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Goldfinch,"Tartt, Donna",0316055433,9780316055437,0316055433,771        pp,3.94,"925,190","Sep 23, 2013","Oct 22, 2013",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 05, 2016","May 10, 2016","Dec 05, 2013",,Hardcover,view,/book/show/17333223-the-goldfinch
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Me Before You        (Me Before You, #1)","Moyes, Jojo*",0670026603,9780670026609,0670026603,369        pp,4.26,"1,628,945","Dec 31, 2012","Dec 31, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 05, 2013",,Hardcover,view,/book/show/15507958-me-before-you
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,And the Mountains Echoed,"Hosseini, Khaled*",159463176X,9781594632112,159463176X,404        pp,4.07,"371,148","Feb 29, 2012","May 21, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 05, 2013",,Hardcover,view,/book/show/16115612-and-the-mountains-echoed
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stardust,"Gaiman, Neil*",0061142026,9780061142024,0061142026,248        pp,4.10,"453,941",Feb 1999,"Aug 29, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 01, 2013",,Paperback,view,/book/show/16793.Stardust
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fault in Our Stars,"Green, John*",,,,313        pp,4.14,"5,138,601","Jan 10, 2012","Jan 10, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 01, 2013",,Hardcover,view,/book/show/11870085-the-fault-in-our-stars
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bleeding Edge,"Pynchon, Thomas",1594204233,9781594204234,1594204233,477        pp,3.60,"12,879","Sep 17, 2013","Sep 17, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 01, 2013",,Hardcover,view,/book/show/17208457-bleeding-edge
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lowland,"Lahiri, Jhumpa",0307265749,9780307265746,0307265749,340        pp,3.87,"93,353","Sep 24, 2013","Sep 24, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 01, 2013",,Hardcover,view,/book/show/17262100-the-lowland
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Is How You Lose Her,"Díaz, Junot",1594487367,9781594487361,1594487367,217        pp,3.75,"97,832","Mar 22, 2010","Sep 11, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 01, 2013",,Hardcover,view,/book/show/13503109-this-is-how-you-lose-her
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Night Film,"Pessl, Marisha*",140006788X,9781400067886,140006788X,598        pp,3.78,"90,932","Jul 16, 2013","Jul 16, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 01, 2013",,Hardcover,view,/book/show/10112885-night-film
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Angels & Demons        (Robert Langdon, #1)","Brown, Dan*",1416524797,9781416524793,1416524797,736        pp,3.94,"3,158,608",May 2000,"Apr 01, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 01, 2013",,Paperback,view,/book/show/960.Angels_Demons
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Bone, Vol. 1: Out from Boneville        (Bone, #1)","Smith, Jeff",0439706408,9780439706407,0439706408,138        pp,4.19,"88,491","Jul 03, 1991","Feb 01, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 01, 2013",,Paperback,view,/book/show/106134.Bone_Vol_1
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"From Hell, Vol. 1","Moore, Alan*",,,,unknown,3.80,"9,354",1991,unknown,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 01, 2013",,,view,/book/show/133013.From_Hell_Vol_1
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sandman: Overture,"Gaiman, Neil*",1401248969,9781401248963,1401248969,224        pp,4.04,"65,581",Sep 2015,"Nov 10, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 01, 2013",,Hardcover,view,/book/show/18310944-the-sandman
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Saga #1,"Vaughan, Brian K.*",,,B00CHT7IYI,66        pp,4.19,"49,167","Mar 14, 2012","Mar 14, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 01, 2013",,Kindle Edition,view,/book/show/18867493-saga-1
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Importance of Being Earnest,"Wilde, Oscar",158049580X,9781580495806,158049580X,89        pp,4.17,"370,471","Feb 14, 1895",2005,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 01, 2013",,Paperback,view,/book/show/92303.The_Importance_of_Being_Earnest
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gulliver’s Travels,"Swift, Jonathan",0141439491,9780141439495,B06XVF5QFY,306        pp,3.58,"273,980",1726,"Jan 01, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 01, 2013",,Paperback,view,/book/show/7733.Gulliver_s_Travels
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Iliad,Homer,0140275363,9780140275360,B00A2KEJ5A,704        pp,3.91,"454,864",-660,"Apr 29, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 01, 2013",,Library Binding,view,/book/show/1371.The_Iliad
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Les Misérables,"Hugo, Victor",,,,"1,463        pp",4.20,"797,622",1862,"Mar 03, 1987",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 01, 2013",,Mass Market Paperback,view,/book/show/24280.Les_Mis_rables
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Great Expectations,"Dickens, Charles",0192833596,9780192805218,0192833596,544        pp,3.79,"802,599","Dec 01, 1860",1998,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 01, 2013",,Paperback,view,/book/show/2623.Great_Expectations
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Plato: Euthyphro,Plato,1853991325,9781853991325,1853991325,120        pp,3.94,"8,889",-399,"Jan 01, 1998",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 01, 2013",,Paperback,view,/book/show/811970.Plato
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Michelangelo and the Pope's Ceiling,"King, Ross",0142003697,9780142003695,0142003697,373        pp,3.83,"36,991","Dec 02, 2002",2003,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 01, 2013",,Paperback,view,/book/show/737957.Michelangelo_and_the_Pope_s_Ceiling
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,S.,"Abrams, J.J.",0316201642,9780316201643,0316201642,469        pp,3.87,"25,103","Oct 29, 2013","Oct 29, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"First Impression:The whole notion that people write in the margins of books in order to communicate with other readers really makes me happy. I love tFirst Impression:The whole notion that people write in the margins of books in order to communicate with other readers really makes me happy. I love to write and draw in the margins of books, and (not so secretly) I hope others will come along someday and read them. Books are meant to be read, obsessed over, re-read, and obsessed over again. This seems so rare today. Abrams and Dorst (who?!) have created something very special here in giving us a glimpse into the reading lives of others. Lives which are too often insular and obscure. It seems to me these inner lives were meant to be shared, talked about, revisited, and even documented. Books live and breathe; Abrams and Dorst (who!?) show us how communal a book's life can (and should) be.Second Impressions:So, I'm still generally enjoying the experience of traveling through this text with S., Jen, and Eric, but I have to say I'm getting a little weary of the paucity of revelation. At page 149 I still have no idea at all what is going on. And the artifacts are making less and less sense, and are often not even mentioned in the text, whereas documents that are mentioned are not included. And I still (despite intense efforts) have NO IDEA AT ALL how to utilize the ""Eötvös Wheel"" or have any clue as to what text to apply its arcane decoding capabilities. I hate to admit it, but I'm getting that nagging sensation at the back of my brain to move on to other books I have waiting to be perused: I've got Eugenides' 'The Marriage Plot', Kean's 'The Violinist's Thumb', Stephenson's 'Reamde', and my once every three years or so re-reading of 'The Silmarillion' and 'The Lord of the Rings' is calling mightily to me. I've committed to finishing the book, but it always bums me out when I lose the passion for a story midway through.I just need a few answers. Hopefully they begin coming soon. Final Thoughts:What a amazing book. I lost it for a little while, but that was not the book's fault. This book is strong on so many levels: theoretically, culturally, literarily. I don't think I've ever read a book that functioned so totally, so effectively, on a symbolic level. A few observations:1. The symbolism of human exploitation and oppression as represented by the highly flammable Black Wine.This conception deserves some analysis. The idea that every brutality, oppressive act, or injustice directed at the powerless, and willfully committed by the powerful, results in a black intoxicant that the powerful gorge themselves on at parties is so bitingly clever. The fact that it blackens the tongue is awesome. You have to read Dorst's passages which concern the substance to really appreciate what he's done. 2. Ships of Theseus/ Ships of TheoiThe ship of theseus paradox exemplifies the human need for the illusion of continuity. Is a structure that is replaced/rebuilt piece by piece the same structure? Obviously no, but the human need to apply continuity says yes. What Dorst (and to a deeper extent, Abrams) has done here is to give us an extension of that concept that I'm calling 'Ship of Theoi'. A ship of theoi (""theoi""is GK for ""gods"") is brought into being when there's no original structure, but continuity is applied as if there always has been. We do this all the time. With respect to religion, we create gods out of nothing to explain the existence of the universe and our place in it. This fundamental process bleeds into other areas of our lives, especially as we become less religious as a society. The process is especially rampant in the realm of popular culture, wherein we create structures out of nothing, give forms to formlessness, which then go on to garner a nearly divine level devotion from the public. Take your pick of examples. They're everywhere. These concepts, 'ship of theseus' and 'ship of theoi', work themselves out in a variety of compelling ways in the text. As you read through, you can begin to see them applying and reapplying. Certain conclusions begin to form as you draw toward the end:Even if we work directly against the tendency for continuity and try to replace the original structure, the silhouette of the original remains influential.If history is a ship of theseus, which is constantly being torn down, rebuilt, rewritten, but is still considered stable and coherent, then why be concerned when it is destroyed?When a structure does not actually exist, it is comforting for us to believe it might or even does.If there is nothing durable in a structure, there is no reason for us to value anything. What happens when the old structure cannot be replaced or repaired, as with S. and his total amnesia (and by proxy with Straka himself)? Straka's solution was, as opposed to creating a ship of theoi, to wink out of existence. S. opts for the ship of theoi. He becomes a member of S. The book strives to tell us about authenticity. We are all ships of theseus, or worse, ships of theoi. We all are desperate to see structure where there is none. I'll be thinking about these ideas for quite some time, but in the end I don't think the theoretical aspects of the novel are the most important. The concluding scene wherein S. gives a certain individual a dose of Truth serum takes that honor. I won't go into detail, I'll just encourage you to read through the text until you get to that point, and I'll close with a quote that reveals how great a writer Dorst is:""There is no greater sin than acquiescence to the limits that power imposes on the individual.""Textually, the ""power"" referred to in the book is the financial/military/industrial complex.Sub-textually, that power can just as well be the ""limits"" we place over ourselves. What illusions have power over our lives that we ultimately choose? Consumerism? Nationalism? Materialism? ...more",Notes are private!,0,0,1,Dec 2013,"Feb 23, 2014","Dec 01, 2013",,Hardcover,view (with text),/book/show/17860739-s
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Frankenstein,"Shelley, Mary",0141439475,9780141439471,0141439475,273        pp,3.87,"1,597,650",1818,2003,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 14, 2013",,Paperback,view,/book/show/18490.Frankenstein
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fast Food Nation: The Dark Side of the All-American Meal,"Schlosser, Eric",0060838582,9780060838584,0060838582,383        pp,3.75,"205,638","Jan 17, 2001","Jul 15, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 14, 2013",,Paperback,view,/book/show/1097.Fast_Food_Nation
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Great Book of Amber        (The Chronicles of Amber, #1-10)","Zelazny, Roger",0380809060,9780380809066,0380809060,"1,258        pp",4.31,"26,062","Dec 01, 1999",Dec 1999,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 14, 2013","Jun 17, 2013","May 14, 2013",,Paperback,view,/book/show/5367.The_Great_Book_of_Amber
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dante in Love: The World's Greatest Poem and How It Made History,"Rubin, Harriet",0743262980,9780743262989,0743262980,288        pp,3.60,87,1000,"Apr 05, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 28, 2012",,Paperback,view,/book/show/19153.Dante_in_Love
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Voice of the Fire,"Moore, Alan*",1891830449,9781891830440,1891830449,336        pp,3.95,"2,171",1996,"Jan 06, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 23, 2012",,Hardcover,view,/book/show/250295.Voice_of_the_Fire
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tough Without a Gun: The Life and Extraordinary Afterlife of Humphrey Bogart,"Kanfer, Stefan",0307455815,9780307455819,0307455815,320        pp,3.59,747,"Jan 01, 2011","Feb 21, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 14, 2012",,Paperback,view,/book/show/11926231-tough-without-a-gun
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Caveman's Valentine,"Green, George Dawes*",0446671517,9780446671514,0446671517,325        pp,3.76,873,"Jan 01, 1994","Feb 01, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 30, 2012",,Paperback,view,/book/show/523562.The_Caveman_s_Valentine
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When Giants Walked the Earth: A Biography of Led Zeppelin,"Wall, Mick",1409103196,9781409103196,1409103196,534        pp,3.93,"4,205","Oct 30, 2008",2009,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Sep 30, 2012Feb 09, 2024","Oct 14, 2012not set","Sep 30, 2012",,Paperback,view,/book/show/6445709-when-giants-walked-the-earth
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Infinite Wait and Other Stories,"Wertz, Julia*",,,,228        pp,4.20,"1,692","Jan 01, 2012",2012,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Sep 29, 2012","Sep 29, 2012",,,view,/book/show/16006353-the-infinite-wait-and-other-stories
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Casual Vacancy,"Rowling, J.K.",0316228532,9780316228534,0316228532,503        pp,3.30,"328,878","Sep 27, 2012","Sep 27, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 29, 2012",,Hardcover,view,/book/show/13497818-the-casual-vacancy
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Yellow Back Radio Broke-Down,"Reed, Ishmael",1564782387,9781564782380,1564782387,177        pp,3.80,699,"Jan 01, 1969","May 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 16, 2012",,Paperback,view,/book/show/43017.Yellow_Back_Radio_Broke_Down
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Reed Reader,"Reed, Ishmael",0465068936,9780465068937,0465068936,524        pp,4.26,31,Apr 2000,"Apr 05, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 16, 2012",,Hardcover,view,/book/show/882500.The_Reed_Reader
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Juice!,"Reed, Ishmael",1564786374,9781564786371,1564786374,344        pp,3.61,108,"Apr 05, 2011","Apr 05, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 16, 2012",,Paperback,view,/book/show/9887820-juice
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"New and Collected Poems, 1964-2006","Reed, Ishmael",0786717882,9780786717880,0786717882,384        pp,4.05,84,Dec 1988,"Mar 22, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 16, 2012",,Hardcover,view,/book/show/17023.New_and_Collected_Poems_1964_2006
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Meditations,Marcus Aurelius,0140449337,9780140449334,0140449337,254        pp,4.28,"247,837",180,"Apr 27, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 16, 2012",,Paperback,view,/book/show/30659.Meditations
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Clouds,Aristophanes,0198143958,9780198143956,0198143958,416        pp,3.62,"10,600",-423,"Sep 28, 1989",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 15, 2012",,Paperback,view,/book/show/763602.Clouds
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gorgias,Plato,0140449043,9780140449044,0140449043,208        pp,3.94,"12,871",-380,"Jun 29, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Sep 15, 2012",,Paperback,view,/book/show/1354.Gorgias
