,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Paltia's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
1032,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Heart's Invisible Furies,"Boyne, John*",,,,582        pp,4.51,"162,340","Feb 09, 2017","Aug 22, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 22, 2019",,Hardcover,view,/book/show/33253215-the-heart-s-invisible-furies
1033,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Our Burden's Light,"Casey, Patrick Thomas",031253390X,9780312533908,031253390X,336        pp,3.93,27,"Apr 13, 2010","Apr 13, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 22, 2019",,Hardcover,view,/book/show/7896995-our-burden-s-light
1034,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Spring        (Seasons Quartet, #3)","Knausgård, Karl Ove",0399563369,9780399563362,0399563369,192        pp,4.32,"4,078",2016,"May 08, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 22, 2019",,Hardcover,view,/book/show/36723048-spring
1035,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dark Emu,"Pascoe, Bruce",1922142433,9781922142436,1922142433,176        pp,4.30,"14,101","Jan 01, 2014",2014,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 22, 2019",,Paperback,view,/book/show/21401526-dark-emu
1036,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Care and Feeding of Ravenously Hungry Girls,"Gray, Anissa*",1984802437,9781984802439,1984802437,294        pp,3.63,"20,412","Feb 19, 2019","Feb 19, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Each character expresses their insistent demands for human connection and finding a way through trauma. Those aren’t monkeys on their backs. They’re gEach character expresses their insistent demands for human connection and finding a way through trauma. Those aren’t monkeys on their backs. They’re gorillas. I added a star on account of Lillian’s story. Couldn’t read her parts without taking some deep deep breaths. Simpatico....more,Notes are private!,0,5,1,"Mar 17, 2019","Mar 19, 2019","Feb 22, 2019",,Hardcover,view (with text),/book/show/39719167-the-care-and-feeding-of-ravenously-hungry-girls
1037,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everything I Found on the Beach,"Jones, Cynan*",1566894360,9781566894364,1566894360,248        pp,3.57,460,2011,"Apr 05, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If I explain my emotional response to this book it will likely give up the ending, so I’ll refrain. This is a story about people who are neither here If I explain my emotional response to this book it will likely give up the ending, so I’ll refrain. This is a story about people who are neither here nor there. The in between place of leaving something terrible behind, not finding much traction to change this, and living on hope for one big chance. Grzegorz is a Polish immigrant desperate with longing to provide for his family. Desperate enough to do most anything, to cross boundaries no longer useful in his internal demand for a chance. Hold is a fisherman @ease in the rhythmic movements of the sea. His belief - a thing should not be hurt without purpose. Two men each trying for a new direction. Both need big money. Clenched jaws and fists, occasional lost moments with forays to an imaginary tomorrow, promises made not yet kept. Jones writes without frills in a no nonsense manner that simultaneously manages to be shimmering with beauty. I had a visceral experience with this story. There was something so bitter, lost and despairing that it lodged in my interior. A lonely place. Cynan Jones in a magician in his use of language. I have to get rid of those involuntary shivers....more",Notes are private!,0,2,1,"Feb 26, 2019","Feb 27, 2019","Feb 21, 2019",,Paperback,view (with text),/book/show/27130504-everything-i-found-on-the-beach
1038,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Professor of Truth,"Robertson, James*",0241145333,9780241145333,0241145333,259        pp,3.67,534,"Jan 01, 2013","Jun 06, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 21, 2019",,Hardcover,view,/book/show/17610252-the-professor-of-truth
1039,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Black Country,"Hadley-Pryce, Kerry",1784630349,9781784630348,1784630349,165        pp,3.61,114,"Sep 15, 2015","Sep 15, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 21, 2019",,Paperback,view,/book/show/26527749-the-black-country
1040,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Say Say Say: A novel,"Savage, Lila",0525655921,9780525655923,0525655921,176        pp,3.15,"1,512","Jul 09, 2019","Jul 09, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 21, 2019",,Hardcover,view,/book/show/42505379-say-say-say
1041,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Whereabouts Of Eneas McNulty,"Barry, Sebastian",0571230148,9780571230143,0571230148,308        pp,3.98,"2,806","Jan 01, 1998","Jun 01, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 21, 2019",,Paperback,view,/book/show/997084.The_Whereabouts_Of_Eneas_McNulty
1042,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sick Bag Song,"Cave, Nick",1782117938,9781782117933,B01FB39DR6,128        pp,4.04,"2,407","Jan 01, 2015","Nov 01, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Read it. Read it again, more slowly this time. Played Let Love In and read it one last time. Now I can’t get it out of my head.",Notes are private!,0,1,1,"Feb 21, 2019","Feb 21, 2019","Feb 21, 2019",,Paperback,view (with text),/book/show/29501658-the-sick-bag-song
1043,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Art of White Roses,"Prado-Núñez, Viviana",1999776828,9781999776824,1999776828,192        pp,3.69,54,"May 06, 2016","May 31, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 19, 2019",,Paperback,view,/book/show/40111085-the-art-of-white-roses
1044,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Small Island,"Levy, Andrea",0312424671,9780312424671,B001WBAKJC,441        pp,4.01,"34,964",2004,"Jan 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 19, 2019",,Paperback,view,/book/show/44001.Small_Island
1045,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shadowboxing,"Birch, Tony",,,,unknown,4.11,750,2006,2009,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 19, 2019",,Paperback,view,/book/show/575739.Shadowboxing
1046,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sorry,"Jones, Gail",1933372559,9781933372556,1933372559,232        pp,3.55,539,"Jan 01, 2007","Jun 03, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 19, 2019",,Paperback,view,/book/show/3275195-sorry
1047,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The World Beneath,"Kennedy, Cate",1921372966,9781921372964,1921372966,342        pp,3.50,901,2009,2009,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A story set in Tasmania, of a father seeking to establsh a relationship with his 15 year old daughter, Sophie. Father and mother, environmental activiA story set in Tasmania, of a father seeking to establsh a relationship with his 15 year old daughter, Sophie. Father and mother, environmental activists, meet while involved to varying degrees in a protest movement to prevent a dam being built. They join together, based on their initial and somewhat brief attraction. Once the mother learns she’s pregnant the father is gone without a moment’s notice. Sophie and her mother are at odds. Sophie is struggling with an eating disorder which she has thus far has managed to keep secret from her mum. She has nothing but disdain for her hippy mum and all her friends. She’s simultaneously placed her absent father on a pedestal and having spent no time with him in her 15 years easily idealizes him. She is ecstatic when she locates him and they decide to join forces on a long wilderness hike in the wilds of Tasmania. Much happens on this trek which I will leave for you to discover on your own. This is a touching, honest and painful look at a child’s need to be known, a father’s reluctance to honestly examine who he is, and a mother’s fearless love for her daughter. Wherever else happens will there be a family connection again? Look out for it when and where you least expect it....more",Notes are private!,0,7,1,"Aug 27, 2019","Aug 28, 2019","Feb 19, 2019",,Paperback,view (with text),/book/show/6855229-the-world-beneath
1048,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Glass Eye: A Memoir,"Vanasco, Jeannie*",1941040772,9781941040775,1941040772,270        pp,3.94,"1,351","Oct 03, 2017","Oct 03, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Ms. Vanasco - I am so happy that you didn’t buy/eat those honey mustard crickets. They are so gross. This memoir has a strong impact. I read it cover Ms. Vanasco - I am so happy that you didn’t buy/eat those honey mustard crickets. They are so gross. This memoir has a strong impact. I read it cover to cover today. Even when the content becomes excruciatingly painful one remains absorbed. Highly serious throughout there is one sentence towards the end that signifies a blooming sense of humor. This has to do with her partners washboard abs. I have great respect for her courage to open herself so genuinely to her readers. ...more,Notes are private!,0,0,1,"Feb 19, 2019","Feb 19, 2019","Feb 19, 2019",,Paperback,view (with text),/book/show/34445212-the-glass-eye
1049,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Summer Book,"Jansson, Tove",0954221710,9780954221713,0954221710,192        pp,4.03,"39,198",1972,"May 29, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 18, 2019",,Paperback,view,/book/show/79550.The_Summer_Book
1050,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,By Night Under the Stone Bridge,"Perutz, Leo",1559700556,9781559700559,1559700556,198        pp,4.05,"1,181",1953,"Jan 01, 1990",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 18, 2019",,Hardcover,view,/book/show/642221.By_Night_Under_the_Stone_Bridge
1051,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"One, No One and One Hundred Thousand","Pirandello, Luigi",0941419746,9780941419741,0941419746,160        pp,4.04,"23,605",1926,"Sep 01, 1992",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 18, 2019",,Paperback,view,/book/show/12117.One_No_One_and_One_Hundred_Thousand
1052,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Red Clocks,"Zumas, Leni*",0316434817,9780316434812,0316434817,356        pp,3.67,"23,823","Jan 16, 2018","Jan 16, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’m not buying it. This story could just as easily been set anywhere pre 1973 in the u.s. Too many little bits of something in the air in this story. I’m not buying it. This story could just as easily been set anywhere pre 1973 in the u.s. Too many little bits of something in the air in this story. All over the place. Essentially, it was boring. ...more",Notes are private!,0,0,1,"Feb 17, 2019","Feb 19, 2019","Feb 17, 2019",,Hardcover,view (with text),/book/show/35099035-red-clocks
1053,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Our Mad and Furious City,"Gunaratne, Guy*",1472250192,9781472250193,1472250192,292        pp,3.88,"3,258","Apr 19, 2018",2018,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 17, 2019",,Hardcover,view,/book/show/35212538-in-our-mad-and-furious-city
1054,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hotel Silence,"Ólafsdóttir, Auður Ava",0802127509,9780802127501,0802127509,214        pp,3.82,"10,486",2016,"Feb 13, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Repair, restoration, rejuvenation, and redemption. Jonas is a man in pain. Feeling useless he decides to end his life. In order to spare his daughter Repair, restoration, rejuvenation, and redemption. Jonas is a man in pain. Feeling useless he decides to end his life. In order to spare his daughter the pain of finding his body he selects a war torn place to carry out his plan. What he finds and those he meets at the Hotel Silence just might rearrange his life. Told in spare but beautiful words this short novel is achingly profound. Ms. Olafsdottir reminds us that all suffering is unique and therefore can’t be compared. She provides a voice for each of her characters “none of them without meaning.”...more",Notes are private!,0,30,1,"Feb 17, 2019","Feb 17, 2019","Feb 17, 2019",,Paperback,view (with text),/book/show/35412376-hotel-silence
1055,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Letters of Sylvia Plath Vol 2: 1956-1963,"Plath, Sylvia",0062740601,9780062740601,,"1,088        pp",4.49,247,"Oct 30, 2018","Nov 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 17, 2019",,ebook,view,/book/show/36300669-the-letters-of-sylvia-plath-vol-2
1056,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Halfway up the Mountain,"Khalap, Kiran",0714531138,9780714531137,0714531138,224        pp,3.57,28,"Jun 01, 2005","Jun 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 17, 2019",,Paperback,view,/book/show/724426.Halfway_up_the_Mountain
1057,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Death of Murat Idrissi,"Wieringa, Tommy",1911344889,9781911344889,1911344889,112        pp,3.35,"2,292",2017,"Jan 10, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 17, 2019",,Hardcover,view,/book/show/40946127-death-of-murat-idrissi
1058,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Some Hell,"Nathan, Patrick",1555977987,9781555977986,1555977987,288        pp,3.40,393,"Feb 20, 2018","Feb 20, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Poignant with dazzling sections. Might have benefited from some tighter editing in the mid section. Mixed feelings about the ending yet in the long ruPoignant with dazzling sections. Might have benefited from some tighter editing in the mid section. Mixed feelings about the ending yet in the long run it kind of made sense. If this is his first novel he clearly shows much promise for things to come....more,Notes are private!,0,2,1,"Feb 16, 2019","Feb 17, 2019","Feb 16, 2019",,Paperback,view (with text),/book/show/35898509-some-hell
1059,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Vanishing Act,"Jakobsen, Mette*",0393062929,9780393062922,0393062929,218        pp,3.32,"1,907","Sep 10, 2010","Sep 17, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Give yourself the time to read this charming story in one sitting. This is a finely wrought tale of a child making use of all the influences in her yoGive yourself the time to read this charming story in one sitting. This is a finely wrought tale of a child making use of all the influences in her young life to make sense of her mother’s vanishing. Suspend your need to be rational and instead, immerse yourself in the magic that surrounds her. Colored in shades of blue, the color of protection and healing, on an island peopled by an endearing group of folks you just might find your own way of being a child once again. Loved this....more",Notes are private!,0,6,1,"Feb 16, 2019","Feb 16, 2019","Feb 16, 2019",,Hardcover,view (with text),/book/show/13562763-the-vanishing-act
1060,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Desperation Road,"Smith, Michael Farris*",0316353035,9780316353038,0316353035,289        pp,4.05,"3,289","Feb 07, 2017","Feb 07, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There is a sentence on the first page of this story - “He watched them as he passed and then he watched them in his rearview mirror and he watched theThere is a sentence on the first page of this story - “He watched them as he passed and then he watched them in his rearview mirror and he watched the cars pass them as if they were road signs.” - that encapsulates where things will head. Will the people who are so down on their luck that they’ve come to expect no change in sight ever find a welcome in this world? Will they ever be treated with care and/or respect? Michael Farris Smith is a phenomenal story teller. As if he suggests you please gather round and listen to the man. He has something important to teach us. Russell, one of the main characters in this book, is a man who knows how to make a choice and live with the consequences. The pacing is ideal. I simply loved this story. ...more",Notes are private!,0,12,1,"Mar 08, 2019","Mar 09, 2019","Feb 16, 2019",,Hardcover,view (with text),/book/show/29965042-desperation-road
1061,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Costalegre,"Maum, Courtney*",1947793365,9781947793361,1947793365,240        pp,3.33,"1,512","Jul 16, 2019","Jul 16, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Costalegre translates to coast of joy. For Lara, the 15 year old diarist, it is more like the jungle of interpersonal relationships. Her father and brCostalegre translates to coast of joy. For Lara, the 15 year old diarist, it is more like the jungle of interpersonal relationships. Her father and brother have remained in Switzerland as WWII rages on. Her mostly indifferent mother has brought her to live in Mexico along with a group of artists. Lara refers to them as loons. She feels invisible. She writes of how nice it would be to have someone to hold and tell your secrets to - instead of a diary which has no arms. The jungle is a place that hints at the possibility of danger. “ it is an ultimate foolishness to brave the jungle alone.” One of the artists living at the casita has created a painting which includes Lara. It hints at the possible dangers and terrifying possibilities of her sexuality. Her nightshirt stops above her buttocks and then nothing until her slippers. “The pink cleft and blue shoes. Things she is supposed to forget.” All around is the heat. The rain that threatens to arrive. Lara realizes there’s something dangerous out there but with little to keep her at home she hops astride a horse and off she goes. The story of a lonely adolescent female desperate for someone to care. I was left with this thought. When safety is chosen over pleasure the joy renounced will always remain in one’s memory....more",Notes are private!,0,13,1,"Sep 27, 2019","Sep 28, 2019","Feb 15, 2019",,Hardcover,view (with text),/book/show/41827075-costalegre
1062,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ali and Nino,"Said, Kurban",0385720408,9780385720403,0385720408,282        pp,3.92,"8,316",1937,"Oct 03, 2000",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Odd, peculiar, strange little book from a vastly different time and place. The story begins prior to WWI in a cultural and geographical area that exisOdd, peculiar, strange little book from a vastly different time and place. The story begins prior to WWI in a cultural and geographical area that exists at the crossroads of east and west. This is Baku around the time when oil is first drilled much to the dismay of those who would rather build a new mosque there. Characters, depending on their religion and social standing, are either fleeing to Iran - called Persia -, Dagestan (to escape a blood feud), or Sweden to escape the “barbarians.” The love story between a Muslim young man and Greek Orthodox girl, is fraught with difficulties. The misogyny, racism, and lust for beheadings was almost enough to get me to close it up several times. The barely there whispers of not us, we are different, the manner in which the love story is told, and the time period of the story kept me going. Historically of interest with some fine descriptive writing from time to time....more",Notes are private!,0,5,1,"Feb 25, 2019","Feb 26, 2019","Feb 15, 2019",,Paperback,view (with text),/book/show/474078.Ali_and_Nino
1063,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Speak No Evil,"Iweala, Uzodinma",0061284920,9780061284922,0061284920,215        pp,3.86,"9,088","Mar 06, 2018","Mar 06, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Frustrating, provocative, and too close to home for me to say more.",Notes are private!,0,0,1,"Feb 15, 2019","Feb 16, 2019","Feb 15, 2019",,Hardcover,view (with text),/book/show/35396904-speak-no-evil
1064,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,History of the Rain,"Williams, Niall*",1408852020,9781408852026,1408852020,358        pp,3.98,"6,577","Apr 10, 2014","Apr 10, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,0,not set,not set,"Feb 15, 2019",,Hardcover,view,/book/show/19314428-history-of-the-rain
1065,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Thief of Time,"Boyne, John*",,,,523        pp,3.59,"3,546",2000,"Apr 14, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 15, 2019",,Paperback,view,/book/show/7933692-the-thief-of-time
1066,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Arsonist: A Mind on Fire,"Hooper, Chloe",0670078182,9780670078189,0670078182,258        pp,4.05,"5,575","Oct 15, 2018","Oct 15, 2018",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,not set,not set,"Feb 15, 2019",,Paperback,view,/book/show/40852949-the-arsonist
1067,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Baghdad Eucharist: A Novel,"Antoon, Sinan*",9774168208,9789774168208,9774168208,136        pp,3.72,"5,323",2012,"Apr 01, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Time, memories, and growing old. The central conflict here is between the aging Uncle and his beloved niece. She accuses him, to his dismay, of livingTime, memories, and growing old. The central conflict here is between the aging Uncle and his beloved niece. She accuses him, to his dismay, of living in the past. In his mind he questions himself with, where else would an old man live? He grew up in a much different time and, as a result, sees the world they live in as eventually getting better - like it used to be. He’d like to think that there were times of living in harmony, Chaldeans, Zoroastrians, Jews, and Muslims. His niece, coming up in times of war, is disdainful of this and engages in arguments against his idealized version of the past. All she wants is to live in a place without being pointed out and discriminated against as different. She doubts strongly that will ever happen in Iraq. He counters that leaving your home country will be equally, if not more hard. Let us please try and imagine a place where you don’t feel afraid, without car bombs, terror, and sectarianism. This story contains pain so strong you might recognize some, or all of it , as your own....more",Notes are private!,0,10,1,"Feb 15, 2019","Feb 16, 2019","Feb 15, 2019",,Paperback,view (with text),/book/show/31547666-the-baghdad-eucharist
1068,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Badawi: A Novel,"Altrad, Mohed",0802125794,9780802125798,0802125794,240        pp,3.61,192,"Sep 28, 1994","Sep 06, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Devastatingly beautiful story. Told in simple and direct language a story of a man lost to himself. It begins with his childhood as a poor Badawi longDevastatingly beautiful story. Told in simple and direct language a story of a man lost to himself. It begins with his childhood as a poor Badawi longing for a sense of being loved, accepted and educated. He is determined to learn, and against all odds he succeeds, but at what cost? As time moves on he develops a relationship with Fadia. They make commitments to each other. Later, she represents a painful memory of his past, his bare feet, torn clothing, and paternal rejection. A piece of his father’s cold indifference cuts into his being. Money, power, and an artificial environment take hold. To recall the gentle empathy and kindness of his first teacher and to allow himself to feel Fadia’s love creates a vulnerability that he stubbornly rejects. The contrast of the oil rich anonymous rooms in prefabricated buildings with the wild perfume and freedom of the desert is at the center of his crisis. A sad tale of loss, alienation, and what happens when we lose ourselves before we are found. ‘The pure end up among the stars.” Quiet and frightening....more",Notes are private!,0,6,1,"Feb 14, 2019","Feb 14, 2019","Feb 14, 2019",,Paperback,view (with text),/book/show/28818905-badawi
1069,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,O FALLEN ANGEL,"Zambreno, Kate",0062572687,9780062572684,0062572687,224        pp,3.88,470,"Nov 01, 2009","Dec 29, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2019",,Paperback,view,/book/show/29875432-o-fallen-angel
1070,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sleep Has His House,"Kavan, Anna",0720611296,9780720611298,0720611296,200        pp,3.93,548,"Jan 01, 1973","Oct 01, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A very old friend that I have never let go.,Notes are private!,0,3,1,not set,not set,"Feb 13, 2019",,Paperback,view (with text),/book/show/204148.Sleep_Has_His_House
1071,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wandering Jews,"Roth, Joseph",039332270X,9780393322705,039332270X,168        pp,3.92,636,1927,"Nov 17, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2019",,Paperback,view,/book/show/57788.The_Wandering_Jews
1072,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Journey into the Past,"Zweig, Stefan",1590173678,9781590173671,1590173678,136        pp,3.82,"6,842",1976,"Nov 23, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 13, 2019",,Paperback,view,/book/show/7938057-journey-into-the-past
1073,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Corpse Washer,"Antoon, Sinan*",0300190603,9780300190601,0300190603,200        pp,4.00,"7,422","Oct 08, 2010","Jul 30, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Oh the endless potential of youth. Jawad wants to be an artist. His teacher recognizes his talent and encourages him to go forth. His father, and geneOh the endless potential of youth. Jawad wants to be an artist. His teacher recognizes his talent and encourages him to go forth. His father, and generations before, have been corpse washers. He wants Jawad to take over this honorable, and get closer to god, profession. Jawad wants to be an artist. Their minor conflict is eclipsed by a larger one. America invades and the soldiers want to ‘humiliate” the citizens. All the promise, love shared, and hope shrivel. The book turns stark and lonely. The pomegranate lives on....more",Notes are private!,0,4,1,"Feb 13, 2019","Feb 14, 2019","Feb 13, 2019",,Hardcover,view (with text),/book/show/16073290-the-corpse-washer
1074,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Honor,"Shafak, Elif*",0670784834,9780670784837,0670784834,352        pp,4.13,"21,720","Feb 01, 2011","Mar 07, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Even the prison can’t take hope from the son. Ultimately a story about families sorting out their cultural and personal conflicts in the great wide woEven the prison can’t take hope from the son. Ultimately a story about families sorting out their cultural and personal conflicts in the great wide world. The family is shown to support, love, betray, and yep, honor. Wonderfully intricate without becoming confusing....more",Notes are private!,0,3,1,"Feb 13, 2019","Feb 14, 2019","Feb 13, 2019",,Hardcover,view (with text),/book/show/15811554-honor
