,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Kerilynne's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sweet Virginia,"Kepnes, Caroline*",1542020638,9781542020633,B08DRCHV47,45        pp,3.02,"3,167","Sep 01, 2020","Sep 01, 2020",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This story in the series was very odd. It wasn’t for me.,Notes are private!,0,0,1,"Dec 31, 2022","Dec 31, 2022","Dec 31, 2022",,Kindle Edition,view (with text),/book/show/55054553-sweet-virginia
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Twilight Garden,"Adams, Sara Nisha*",0008391394,9780008391393,B0BCHMXBD5,416        pp,3.94,"1,232","Jun 08, 2023","Jun 08, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 31, 2022",,ebook,view,/book/show/74544108-the-twilight-garden
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Graceful Burdens,"Gay, Roxane*",154202062X,,B08DR8X36Y,24        pp,4.06,"4,971","Sep 01, 2020","Sep 01, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This the second book/story in the Out of Line series on women and their bodies. This one is like The Handmaid’s Tale. It was really good and I can seeThis the second book/story in the Out of Line series on women and their bodies. This one is like The Handmaid’s Tale. It was really good and I can see it as a whole novel or a movie. ...more,Notes are private!,0,0,1,"Dec 31, 2022","Dec 31, 2022","Dec 31, 2022",,Kindle Edition,view (with text),/book/show/55034954-graceful-burdens
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Telling,"Strayed, Cheryl*",154202059X,9781542020596,B08DXX3G13,37        pp,3.94,"6,188","Sep 01, 2020","Sep 01, 2020",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,One of seven stories from female authors about women and their bodies. It was good.,Notes are private!,0,0,1,"Dec 31, 2022","Dec 31, 2022","Dec 31, 2022",,Kindle Edition,view (with text),/book/show/54870431-this-telling
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Notes on an Execution,"Kukafka, Danya*",0063052733,9780063052734,0063052733,306        pp,4.08,"88,965","Jan 25, 2022","Jan 25, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 27, 2022",,Hardcover,view,/book/show/57773248-notes-on-an-execution
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Foundling,"Leary, Ann*",198212038X,9781982120382,198212038X,336        pp,3.89,"11,862","May 31, 2022","May 31, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 27, 2022",,Hardcover,view,/book/show/59366094-the-foundling
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Carry Their Bones: The Search for Justice at the Dozier School for Boys,"Kimmerle, Erin",0063030241,9780063030244,0063030241,256        pp,3.88,"3,273","Jun 14, 2022","Jun 14, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2022",,Hardcover,view,/book/show/59028580-we-carry-their-bones
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Family Tree,"Hussain, Sairish*",0008297452,9780008297459,0008297452,528        pp,4.20,"2,106","Feb 20, 2020","Feb 20, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 26, 2022",,Hardcover,view,/book/show/49942824-the-family-tree
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Measure,"Erlick, Nikki",0063204207,9780063204201,0063204207,353        pp,4.00,"196,148","Jun 28, 2022","Jun 28, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 25, 2022",,Hardcover,view,/book/show/58884736-the-measure
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Survival Lessons,"Hoffman, Alice*",1616203145,9781616203146,1616203145,96        pp,3.95,"3,684","Oct 01, 2013","Oct 01, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Sweet book on life after trauma. Good advice from Alice Hoffman after her own survival experience with breast cancer. Very relatable topic and a reminSweet book on life after trauma. Good advice from Alice Hoffman after her own survival experience with breast cancer. Very relatable topic and a reminder of all the positive things to do to keep moving forward and enjoying life. ...more,Notes are private!,0,2,1,"Dec 19, 2022","Dec 19, 2022","Dec 19, 2022",,Hardcover,view (with text),/book/show/17850559-survival-lessons
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lost and Found in Paris,"Dolan, Lian*",0062909029,9780062909022,0062909029,310        pp,3.72,"5,089","Apr 05, 2022","Apr 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 19, 2022",,Hardcover,view,/book/show/58536000-lost-and-found-in-paris
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Waxing On: The Karate Kid and Me,"Macchio, Ralph",0593185838,9780593185834,0593185838,241        pp,4.02,"4,470","Oct 18, 2022","Oct 18, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 18, 2022",,Hardcover,view,/book/show/60279785-waxing-on
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Younger Wife,"Hepworth, Sally*",1250229618,9781250229618,1250229618,346        pp,3.80,"90,857","Oct 26, 2021","Apr 05, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3.5-4.0 stars The Younger Wife is a drama with a little mystery about Stephen’s new wife, Heather, who is a little younger than his two daughters, Tul3.5-4.0 stars The Younger Wife is a drama with a little mystery about Stephen’s new wife, Heather, who is a little younger than his two daughters, Tully and Rachel. Stephen and Heather are getting married but Stephen’s wife Pam, who has advanced dementia, is still alive. The quick chapters from Heather, Tully, and Rachel kept this book moving. The book is filled with family secrets, self doubt, mental illness, and love. It focus on the three younger women and how a lifetime of trauma and secrets is affecting each of them. This is only my second book by Sally Hepworth and so far I’m enjoying the fast paced, family dramas.#GalleyMatch ...more",Notes are private!,0,0,1,"Mar 20, 2023","Mar 31, 2023","Dec 16, 2022",,Hardcover,view (with text),/book/show/57693338-the-younger-wife
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Invisible Life of Addie LaRue,"Schwab, V.E.*",0765387565,9780765387561,,448        pp,4.19,"1,066,733","Oct 06, 2020","Oct 06, 2020",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Finally have to DNF this book. I’m bored. 150 pages in and she finally meets Henry. I know the story probably picks up from here, but I’m just not intFinally have to DNF this book. I’m bored. 150 pages in and she finally meets Henry. I know the story probably picks up from here, but I’m just not interested. The actual writing isn’t bad, but the movement is too slow for me. ...more",Notes are private!,0,0,1,"Apr 08, 2023","Apr 30, 2023","Dec 16, 2022",,Kindle Edition,view (with text),/book/show/50623864-the-invisible-life-of-addie-larue
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When We Believed in Mermaids,"O'Neal, Barbara*",1542004519,9781542004510,B07MV8SWZF,348        pp,4.18,"224,278",2019,"Jul 16, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 16, 2022",,Kindle Edition,view,/book/show/43717362-when-we-believed-in-mermaids
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,You: The Story: A Writer's Guide to Craft Through Memory,"Sepetys, Ruta*",0593524381,9780593524381,0593524381,224        pp,4.24,752,"May 23, 2023","May 23, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 09, 2022",,Hardcover,view,/book/show/62296519-you
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hello Stranger,"Center, Katherine*",1250283787,9781250283788,1250283787,323        pp,3.96,"80,324","Jul 11, 2023","Jul 11, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 09, 2022",,Hardcover,view,/book/show/61884987-hello-stranger
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lady Tan’s Circle of Women,"See, Lisa*",1982117087,9781982117085,1982117087,368        pp,4.37,"83,939","Jun 06, 2023","Jun 06, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.5 ⭐️⭐️⭐️⭐️Lisa See writes brilliant stories of Chinese women. Lady Tan tells the tale of one woman’s life as an elite wife and daughter-in-law, but 4.5 ⭐️⭐️⭐️⭐️Lisa See writes brilliant stories of Chinese women. Lady Tan tells the tale of one woman’s life as an elite wife and daughter-in-law, but also as a doctor who seeks to help all the women of Wuxi. It is filled with friendship, love and sorrow. I really enjoyed reading this story. Told in the 1400 and 1500s, it imagines the inner workings of a household within the rooms and courtyards of a distinguished household. All the details from the grounds, to the dresses and hairpins, to the medicines helped me to picture a time, place and culture so foreign to me. ...more",Notes are private!,0,2,1,"Jul 08, 2023","Jul 15, 2023","Dec 08, 2022",,Hardcover,view (with text),/book/show/62919732-lady-tan-s-circle-of-women
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,El Deafo,"Bell, Cece*",1419710206,9781419710209,1419710206,233        pp,4.20,"84,396",2014,"Sep 02, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 02, 2022",,Hardcover,view,/book/show/20701984-el-deafo
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Free Lunch,"Ogle, Rex*",132400360X,9781324003601,132400360X,208        pp,4.37,"8,527","Sep 10, 2019","Sep 10, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 02, 2022",,Hardcover,view,/book/show/43726584-free-lunch
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Form and Emptiness,"Ozeki, Ruth*",0399563644,9780399563645,0399563644,548        pp,4.03,"30,797","Sep 21, 2021","Sep 21, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 30, 2022",,Hardcover,view,/book/show/57004637-the-book-of-form-and-emptiness
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Four Treasures of the Sky,"Zhang, Jenny Tinghui*",1250811783,9781250811783,1250811783,326        pp,4.09,"15,937","Apr 05, 2022","Apr 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 30, 2022",,Hardcover,view,/book/show/55987334-four-treasures-of-the-sky
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Murder Rule,"McTiernan, Dervla*",0063042207,9780063042209,0063042207,295        pp,3.67,"21,618","May 10, 2022","May 10, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 30, 2022",,Hardcover,view,/book/show/57409438-the-murder-rule
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Remarkably Bright Creatures,"Van Pelt, Shelby",0063204150,9780063204157,0063204150,360        pp,4.40,"540,952","May 03, 2022","May 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 30, 2022",,Hardcover,view,/book/show/58733693-remarkably-bright-creatures
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Take My Hand,"Perkins-Valdez, Dolen*",0593337697,9780593337691,0593337697,359        pp,4.37,"77,458","Apr 12, 2022","Apr 12, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 30, 2022",,Hardcover,view,/book/show/55650158-take-my-hand
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Roses, in the Mouth of a Lion","Rehman, Bushra*",1250834783,9781250834782,1250834783,288        pp,3.98,"3,266","Dec 06, 2022","Dec 06, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 30, 2022",,Hardcover,view,/book/show/59808046-roses-in-the-mouth-of-a-lion
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Removed,"Hobson, Brandon",0062997548,9780062997548,0062997548,288        pp,3.39,"12,328","Feb 02, 2021","Feb 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 30, 2022",,Hardcover,view,/book/show/53441181-the-removed
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Trust,"Diaz, Hernan*",0593420314,9780593420317,0593420314,402        pp,3.84,"97,383","May 03, 2022","May 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 30, 2022",,Hardcover,view,/book/show/58210933-trust
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Signal Fires,"Shapiro, Dani*",0593534727,9780593534724,0593534727,229        pp,3.92,"32,976","Oct 18, 2022","Oct 11, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 30, 2022",,Hardcover,view,/book/show/59573299-signal-fires
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Woman in the Library,"Gentill, Sulari*",1464215871,9781464215872,1464215871,267        pp,3.51,"66,740","Jun 07, 2022","Jun 07, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 27, 2022",,Paperback,view,/book/show/57882343-the-woman-in-the-library
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Haunting of Maddy Clare,"St. James, Simone*",0593441354,9780593441350,0593441354,318        pp,3.86,"25,499","Mar 06, 2012","Oct 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 27, 2022",,Paperback,view,/book/show/60097442-the-haunting-of-maddy-clare
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Are the Light,"Quick, Matthew*",1668005425,9781668005422,1668005425,256        pp,3.79,"18,308","Nov 01, 2022","Nov 01, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 22, 2022",,Hardcover,view,/book/show/60321061-we-are-the-light
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Latecomer,"Korelitz, Jean Hanff*",1250790794,9781250790798,1250790794,439        pp,4.02,"30,495","May 31, 2022","May 31, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 22, 2022",,Hardcover,view,/book/show/57693566-the-latecomer
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last White Man,"Hamid, Mohsin",0593538811,9780593538814,0593538811,192        pp,3.45,"16,387","Aug 02, 2022","Aug 02, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 22, 2022",,Hardcover,view,/book/show/58885796-the-last-white-man
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Scenes from My Life: A Memoir,"Williams, Michael K.",0593240375,9780593240373,0593240375,259        pp,4.49,"2,904","Aug 23, 2022","Aug 23, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 22, 2022",,Hardcover,view,/book/show/60254856-scenes-from-my-life
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cartographers,"Shepherd, Peng*",0062910698,9780062910691,0062910698,392        pp,3.64,"65,174","Mar 15, 2022","Mar 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 20, 2022",,Hardcover,view,/book/show/55004093-the-cartographers
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Thread Collectors,"Edwards, Shaunna J.",1525804820,9781525804823,1525804820,384        pp,4.12,"5,749","Aug 30, 2022","Aug 30, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,3.5 stars This is the story of a black couple and a white couple during the height of the Civil War. It’s told from each characters’ perspectives. I l3.5 stars This is the story of a black couple and a white couple during the height of the Civil War. It’s told from each characters’ perspectives. I liked the changing points of view as it helped to move the story along. Overall I enjoyed the book. I think I’m in need of a break from abject cruelty. And that is definitely to be expected for a book set in the 1800s. ...more,Notes are private!,0,1,1,"Jun 12, 2023","Jun 27, 2023","Nov 20, 2022",,Hardcover,view (with text),/book/show/59219971-the-thread-collectors
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wrong Place Wrong Time,"McAllister, Gillian*",0063252341,9780063252349,0063252341,416        pp,4.01,"305,239","May 12, 2022","Aug 02, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Solid 4 stars. I had to put this book down right in the middle of it (because of life), but when I picked it back up this morning, I did not want to sSolid 4 stars. I had to put this book down right in the middle of it (because of life), but when I picked it back up this morning, I did not want to stop. The story is a unique one. It’s about a mother, Jen, who sees her son, Todd, commit an unspeakable crime. In trying to figure out why Todd does this, Jen begins to wake up in the past. She lives her life uncontrollably in the past to piece together the future. The book is a fast read and gripping. I really enjoyed the puzzle. ...more",Notes are private!,0,0,1,May 2023,"Jun 10, 2023","Nov 20, 2022",,Hardcover,view (with text),/book/show/59947696-wrong-place-wrong-time
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Seed Keeper,"Wilson, Diane",1571311378,9781571311375,1571311378,372        pp,4.31,"15,023","Mar 09, 2021","Mar 09, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 20, 2022",,Paperback,view,/book/show/52639051-the-seed-keeper
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Am Not Your Perfect Mexican Daughter,"Sánchez, Erika L.",1524700487,9781524700485,1524700487,344        pp,4.02,"68,870","Oct 17, 2017","Oct 17, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 19, 2022",,Hardcover,view,/book/show/29010395-i-am-not-your-perfect-mexican-daughter
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The People We Keep,"Larkin, Allison*",1982171294,9781982171292,1982171294,368        pp,4.12,"86,152","Aug 03, 2021","Aug 03, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It was ok. Nothing bad, yet nothing special.",Notes are private!,0,0,1,"Jan 08, 2023","Jan 20, 2023","Nov 19, 2022",,Hardcover,view (with text),/book/show/55711726-the-people-we-keep
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fortunes of Jaded Women,"Huynh, Carolyn*",1982188731,9781982188733,1982188731,272        pp,3.64,"15,422","Sep 06, 2022","Sep 06, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 19, 2022",,Hardcover,view,/book/show/59894742-the-fortunes-of-jaded-women
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Invisible Hour,"Hoffman, Alice*",179715480X,9781797154800,,8        pp,3.63,"28,018","Aug 15, 2023","Aug 15, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Audiobook 3.5 stars Review to come,Notes are private!,0,0,1,"Jan 04, 2024","Jan 10, 2024","Nov 16, 2022",,Audiobook,view (with text),/book/show/62917571-the-invisible-hour
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Love: A Memoir of Love and Loss,"Bloom, Amy",0593243943,9780593243947,0593243943,240        pp,4.27,"21,199","Mar 08, 2022","Mar 08, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,This book is about the love for and loss of Amy’s husband who had Alzheimer’s at a young age. It was beautifully written and touching. It chronicles tThis book is about the love for and loss of Amy’s husband who had Alzheimer’s at a young age. It was beautifully written and touching. It chronicles their journey and the process of David ending his life with dignity. ...more,Notes are private!,0,0,1,"Jan 04, 2023","Jan 05, 2023","Nov 15, 2022",,Hardcover,view (with text),/book/show/58065372-in-love
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Flower Net        (Red Princess, #1)","See, Lisa*",0812978684,9780812978681,0812978684,333        pp,3.55,"6,868",1997,"Dec 31, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 11, 2022",,Paperback,view,/book/show/2005206.Flower_Net
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Scattered Showers,"Rowell, Rainbow*",1250855411,9781250855411,1250855411,282        pp,3.96,"9,914","Nov 08, 2022","Nov 08, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 08, 2022",,Hardcover,view,/book/show/60560037-scattered-showers
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sign for Home,"Fell, Blair*",1982175958,9781982175955,1982175958,404        pp,4.25,"5,966","Apr 05, 2022","Apr 05, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book brought up so many ethical questions. How do you respect family choice, culture and religion while still questioning and advocating for moreThis book brought up so many ethical questions. How do you respect family choice, culture and religion while still questioning and advocating for more for an individual? Arlo is a DeafBlind man in his twenties who has been sheltered and lied to by the people that are supposed to love him, protect him and teach him. When he finally meets Cyril, an interpreter, who plants the seeds for Arlo to ask questions, his world opens up.This book tells so much about the experience of a DeafBlind individual but does it through storytelling. The reader learns so much through the dialogue of characters with each other. The narrative never pulls the reader out to teach them. Blair Fell, weaves all the nuances of accessibility and advocacy into Arlo’s story. As someone who is familiar with the Deaf community, I loved this coming of age story that centers around a character that who doesn’t have their told often. It wasn’t a story trying to preach to its audience. Instead, it was a fun journey of love, friendship, and freedom. I think this one will stay with me for a long time. (Kiss fist) #DeafBlind #Deaf #TheSignForHome #BlairFell #EmilyBestlerBooks...more",Notes are private!,0,2,1,"Feb 20, 2023","Feb 26, 2023","Nov 05, 2022",,Hardcover,view (with text),/book/show/58438605-the-sign-for-home
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sentence,"Erdrich, Louise",006267112X,9780062671127,006267112X,387        pp,3.96,"68,603","Nov 09, 2021","Nov 09, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 04, 2022",,Hardcover,view,/book/show/56816904-the-sentence
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Calling for a Blanket Dance,"Hokeah, Oscar*",1643751476,9781643751474,1643751476,272        pp,4.27,"3,905","Jul 26, 2022","Jul 26, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 04, 2022",,Hardcover,view,/book/show/58328439-calling-for-a-blanket-dance
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Celebrants,"Rowley, Steven*",0593540441,,B0B9WRWFH6,336        pp,3.65,"37,496","May 30, 2023","May 30, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 02, 2022",,Kindle Edition,view,/book/show/59708993-the-celebrants
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Have I Told You This Already?: Stories I Don’t Want to Forget to Remember,"Graham, Lauren",0593355423,9780593355428,0593355423,183        pp,3.66,"25,848","Nov 15, 2022","Nov 15, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Funny, just as I expected. I really like Lauren Graham.",Notes are private!,0,1,1,"Oct 27, 2023","Oct 27, 2023","Nov 02, 2022",,Hardcover,view (with text),/book/show/60113442-have-i-told-you-this-already
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bookstore Sisters,"Hoffman, Alice*",1662510500,,B0BB52CCND,36        pp,4.03,"74,276","Nov 01, 2022","Nov 01, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 29, 2022","Dec 31, 2022","Nov 01, 2022",,Kindle Edition,view,/book/show/62337113-the-bookstore-sisters
