,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Sandi's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sleeping Giants        (Themis Files, #1)","Neuvel, Sylvain*",1101886706,9781101886700,,288        pp,3.82,"90,605","Apr 26, 2016","Apr 26, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 28, 2017","Sep 22, 2017","May 28, 2017",,ebook,view,/book/show/25738928-sleeping-giants
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dark Matter,"Crouch, Blake*",1101904232,9781101904237,,354        pp,4.13,"499,761","Jul 26, 2016","Jul 26, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"May 23, 2017","May 26, 2017","May 23, 2017",,ebook,view,/book/show/27833523-dark-matter
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Hanging Tree        (Rivers of London, #6)","Aaronovitch, Ben*",,,B011SUPE56,10        pp,4.22,"35,781","Nov 03, 2016","Jan 03, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"May 21, 2017","May 31, 2017","May 21, 2017",,Audible Audio,view,/book/show/27857289-the-hanging-tree
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,And the Rest is History        (Chronicles of St. Mary's #8),"Taylor, Jodi*",1682995968,9781682995969,,320        pp,4.44,"8,887","Apr 13, 2017","Apr 13, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 18, 2017","May 22, 2017","May 18, 2017",,ebook,view,/book/show/34223683-and-the-rest-is-history
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Deaths of Tao        (Tao, #2)","Chu, Wesley*",,,B00D5AKJQM,464        pp,3.90,"3,719","Oct 29, 2013","Oct 29, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 16, 2017",not set,"May 16, 2017",,Kindle Edition,view,/book/show/18817427-the-deaths-of-tao
231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"City of Miracles        (The Divine Cities, #3)","Bennett, Robert Jackson*",,,B06Y4DHZJD,20        pp,4.41,"12,862","May 02, 2017","May 02, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 11, 2017","May 20, 2017","May 11, 2017",,Audible Audio,view,/book/show/35103614-city-of-miracles
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Practical Magic        (Practical Magic, #1)","Hoffman, Alice*",,,,304        pp,3.73,"133,173","Jul 01, 1995","Aug 05, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 07, 2017","May 13, 2017","May 07, 2017",,Kindle Edition,view,/book/show/6582537-practical-magic
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Second Foundation        (Foundation, #2)","Asimov, Isaac",0307749746,9780307749741,,9        pp,4.27,"184,627",1953,"Apr 20, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 06, 2017","May 10, 2017","May 06, 2017",,Audiobook,view,/book/show/9810668-second-foundation
234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Annihilation Score        (Laundry Files, #6)","Stross, Charles*",,9780698195257,,unknown,3.92,"7,283",Jul 2015,"Jul 07, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 02, 2017","May 15, 2017","May 02, 2017",,ebook,view,/book/show/25717380-the-annihilation-score
235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Foundation and Empire        (Foundation, #2)","Asimov, Isaac",,,B003IF3858,10        pp,4.22,"204,699",1952,"Apr 20, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 02, 2017","May 06, 2017","May 02, 2017",,Audible Audio,view,/book/show/28810562-foundation-and-empire
236,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Foundation        (Foundation, #1)","Asimov, Isaac",,,B003IF37TK,9        pp,4.17,"539,027","Aug 30, 1951","Apr 20, 2010",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"May 02, 2017","May 02, 2017",,Audible Audio,view,/book/show/13514670-foundation
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,New Boy,"Chevalier, Tracy*",0553447637,9780553447637,0553447637,208        pp,3.49,"8,829",May 2017,"May 16, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 28, 2017",,Hardcover,view,/book/show/32148695-new-boy
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mine,"Battles, Brett*",,,,unknown,3.84,590,unknown,"Oct 11, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Apr 22, 2017","Apr 28, 2017","Apr 22, 2017",,Audible Audio,view,/book/show/34942656-mine
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ghost Talkers,"Kowal, Mary Robinette*",,,B01GSJHSS8,8        pp,3.86,"4,521","Aug 16, 2016","Aug 16, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Apr 18, 2017","Apr 21, 2017","Apr 18, 2017",,Audible Audio,view,/book/show/31521780-ghost-talkers
240,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heir of Novron        (The Riyria Revelations #5-6),"Sullivan, Michael J.*",,,,unknown,4.51,"49,370","Jan 26, 2012","Aug 08, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Mar 31, 2017","Apr 18, 2017","Mar 31, 2017",,Audible Audio,view,/book/show/30251329-heir-of-novron
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Bands of Mourning        (Mistborn, #6)","Sanderson, Brandon*",,,B00R697BC8,448        pp,4.42,"136,626","Jan 26, 2016","Jan 26, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Mar 30, 2017","May 02, 2017","Mar 30, 2017",,Kindle Edition,view,/book/show/18739426-the-bands-of-mourning
242,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Secondhand Souls        (Grim Reaper, #2)","Moore, Christopher*",,,,348        pp,3.95,"19,458","Aug 25, 2015","Aug 25, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Mar 30, 2017","Apr 07, 2017","Mar 30, 2017",,Kindle Edition,view,/book/show/24385710-secondhand-souls
243,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Purloined Poodle        (The Iron Druid Chronicles, #8.3)","Hearne, Kevin*",,,B01J2G1GUU,unknown,4.30,"5,630","Sep 30, 2016","Sep 30, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Mar 30, 2017","Mar 31, 2017","Mar 30, 2017",,Audible Audio,view,/book/show/32320413-the-purloined-poodle
244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Silence Fallen        (Mercy Thompson, #10)","Briggs, Patricia",,,B01MYVARKX,11        pp,4.40,"45,301","Mar 07, 2017","Mar 07, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Mar 23, 2017","Mar 29, 2017","Mar 23, 2017",,Audible Audio,view,/book/show/33415234-silence-fallen
245,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brave New World,"Huxley, Aldous",0060850523,9780060850524,0060850523,288        pp,3.99,"1,855,158",1932,"Oct 17, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If I didn't know that ""Brave New World"" was written in 1932, I would have thought it was written in the late Fifties or early Sixties. It was that farIf I didn't know that ""Brave New World"" was written in 1932, I would have thought it was written in the late Fifties or early Sixties. It was that far ahead of its time in both theme and style. It's easy to see how this book became such a highly regarded literary work. It questions everything and doesn't hand the reader the answers. Unfortunately, I cannot give the book 5 stars. As good as it is, it has some serious flaws. There really isn't a main character. The characters that appear to be the main characters become secondary about half way through the book when a new main character shows up. There is a lengthy and somewhat contradictory philosophical expository section about 40 pages from the end that tries to explain everything but ends up being stilted and not fitting the rest of the book. One character just vanishes. Actually, all of the characters seemed more like symbols than like people. Despite the narrative flaws, Huxley did an excellent job of creating a ""Brave New World"". He is descriptive enough without being too wordy. He shows the reader many aspects of the society depicted, the good and the bad. And, he doesn't tell the reader what to think. I think anyone who has an interest in the future, in science fiction, or in politics should read ""A Brave New World."" I'm really not sure how I missed it in the course of my education, but I'm glad I've now made up for it....more",Notes are private!,0,7,1,not set,"Aug 25, 2008","Mar 22, 2017",,Paperback,view (with text),/book/show/5485.Brave_New_World
246,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"UnDivided        (Unwind, #4)","Shusterman, Neal*",,,,unknown,4.46,"27,550","Oct 14, 2014","Apr 11, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 17, 2017","Mar 23, 2017","Mar 17, 2017",,Audible Audio,view,/book/show/25333293-undivided
247,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl with All the Gifts,"Carey, M.R.*",0316278149,9780316278140,,408        pp,3.95,"227,739","Jan 14, 2014","Jun 10, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,Mar 2017,"Mar 23, 2017","Mar 12, 2017",,ebook,view,/book/show/17899945-the-girl-with-all-the-gifts
248,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When I'm Gone,"Bleeker, Emily*",,,B01BLRS5ZW,10        pp,4.00,"74,975","Mar 15, 2016","Mar 15, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Feb 23, 2017","Feb 28, 2017","Feb 23, 2017",,Audible Audio,view,/book/show/31832082-when-i-m-gone
249,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Lives of Tao        (Tao, #1)","Chu, Wesley*",,,B00A1M5EG2,464        pp,3.75,"9,011","Apr 30, 2013","Apr 28, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Feb 18, 2017","Mar 11, 2017","Feb 20, 2017",,Kindle Edition,view,/book/show/17840142-the-lives-of-tao
250,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Spirit Rebellion        (The Legend of Eli Monpress, #2)","Aaron, Rachel*",,,B00498YMS0,12        pp,4.05,"5,816","Oct 26, 2010","Oct 26, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Feb 15, 2017","Feb 22, 2017","Feb 15, 2017",,Audible Audio,view,/book/show/20746730-the-spirit-rebellion
251,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Star Surgeon        (Sector General, #2)","White, James",0345291697,9780345291691,0345291697,160        pp,3.96,797,1963,"Dec 12, 1980",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,2,"Feb 12, 2017Feb 12, 2017",not setnot set,"Feb 12, 2017",,Mass Market Paperback,view,/book/show/1695599.Star_Surgeon
252,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Drowned World,"Ballard, J.G.",,,B00DJDAU3M,6        pp,3.48,"18,402","Jun 30, 1962","Jun 25, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Feb 09, 2017","Feb 14, 2017","Feb 10, 2017",,Audible Audio,view,/book/show/18715112-the-drowned-world
253,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hospital Station        (Sector General, #1)","White, James",0345320689,9780345320681,0345320689,192        pp,4.00,"2,176",1962,"Dec 12, 1984",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 31, 2017","Feb 07, 2017","Jan 31, 2017",,Mass Market Paperback,view,/book/show/1695570.Hospital_Station
254,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Divided We Fall        (Divided We Fall, #1)","Reedy, Trent*",,,,11        pp,3.95,"2,364","Jan 28, 2014",Feb 2014,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 30, 2017","Feb 09, 2017","Jan 30, 2017",,Audiobook,view,/book/show/30050130-divided-we-fall
255,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Unknown Americans,"Henríquez, Cristina*",080419145X,9780804191456,,10        pp,3.89,"43,099","Jun 03, 2014","Jun 03, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 21, 2017","Jan 27, 2017","Jan 21, 2017",,Audiobook,view,/book/show/27259136-the-book-of-unknown-americans
256,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,On the Jellicoe Road,"Marchetta, Melina*",1742600379,9781742600376,,8        pp,4.12,"50,467","Aug 28, 2006","May 14, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 21, 2017",not set,"Jan 21, 2017",,Audiobook,view,/book/show/18880856-on-the-jellicoe-road
257,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ex-Isle        (Ex-Heroes, #5)","Clines, Peter*",,,B01ACB8DU0,unknown,3.99,"3,786",Feb 2016,"Feb 23, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 16, 2017","Jan 20, 2017","Jan 16, 2017",,Audible Audio,view,/book/show/29274958-ex-isle
258,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dust        (Silo, #3)","Howey, Hugh*",144818407X,9781448184071,144818407X,416        pp,4.24,"97,128","Aug 17, 2013","Aug 17, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jan 16, 2017","Feb 18, 2017","Jan 16, 2017",,Kindle Edition,view,/book/show/17614698-dust
259,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Descendants,"Hemmings, Kaui Hart*",,,B0043BHMD0,0        pp,3.83,"22,414","May 15, 2007","Oct 01, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 22, 2016","Jan 15, 2017","Jan 15, 2017",,Audible Audio,view,/book/show/20823926-the-descendants
260,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Named of the Dragon,"Kearsley, Susanna*",1491589701,9781491589700,1491589701,0        pp,3.83,"9,289","Jul 13, 1998","Oct 06, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 07, 2017","Jan 13, 2017","Jan 07, 2017",,Audio CD,view,/book/show/24833756-named-of-the-dragon
261,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Things We Wish Were True,"Whalen, Marybeth Mayhew*",1522635459,9781522635451,1522635459,0        pp,3.82,"41,063","Sep 01, 2016","Sep 01, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 03, 2017","Jan 06, 2017","Jan 06, 2017",,MP3 CD,view,/book/show/29003309-the-things-we-wish-were-true
262,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Every Heart a Doorway        (Wayward Children, #1)","McGuire, Seanan*",,,B00XHHV3YK,176        pp,3.82,"110,695","Apr 05, 2016","Apr 05, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 31, 2016","Dec 31, 2016",,Kindle Edition,view,/book/show/25533896-every-heart-a-doorway
263,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"After the Fall, Before the Fall, During the Fall","Kress, Nancy*",1616960671,,B0087GZ8ME,193        pp,3.48,"2,802","Apr 01, 2012","Apr 01, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Dec 28, 2016","Dec 28, 2016",,Kindle Edition,view,/book/show/17795674-after-the-fall-before-the-fall-during-the-fall
264,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Years of Rice and Salt,"Robinson, Kim Stanley",,,B00XBU1DJ8,26        pp,3.76,"14,232","Jun 03, 2002","May 07, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 23, 2016",not set,"Dec 26, 2016",,Audible Audio,view,/book/show/25635051-the-years-of-rice-and-salt
265,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Poseidon's Wake        (Poseidon's Children, #3)","Reynolds, Alastair",,,B00UVXFI3U,27        pp,3.82,"3,745","Apr 30, 2015","May 28, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 06, 2016","Dec 23, 2016","Dec 06, 2016",,Audible Audio,view,/book/show/25693142-poseidon-s-wake
266,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Calamity        (Reckoners, #3)","Sanderson, Brandon*",,,B019P7DVPE,12        pp,4.18,"81,583","Feb 16, 2016","Feb 16, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Nov 29, 2016","Dec 06, 2016","Nov 29, 2016",,Audible Audio,view,/book/show/28963393-calamity
267,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ubik,"Dick, Philip K.",,,,unknown,4.11,"108,096",May 1969,"Apr 28, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Nov 27, 2016","Nov 29, 2016","Nov 28, 2016",,Audible Audio,view,/book/show/30523260-ubik
268,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Jane Carver of Waar        (Jane Carver, #1)","Long, Nathan*",,,,12        pp,3.61,612,"Mar 01, 2012","Aug 14, 2012",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 20, 2016","Nov 27, 2016","Nov 20, 2016",,Audiobook,view,/book/show/17971324-jane-carver-of-waar
269,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Old Haunts        (A Haunted Guesthouse Mystery, #3)","Copperman, E.J.*",,,B00G3IM7EU,unknown,4.02,"2,523","Feb 07, 2012","Oct 22, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Nov 15, 2016","Nov 19, 2016","Nov 15, 2016",,Audible Audio,view,/book/show/24473012-old-haunts
270,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fellside,"Carey, M.R.*",0316300306,9780316300308,,496        pp,3.57,"14,286","Apr 04, 2016","Apr 07, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 10, 2016",not set,"Nov 10, 2016",,ebook,view,/book/show/29439598-fellside
271,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Spirit Thief        (The Legend of Eli Monpress, #1)","Aaron, Rachel*",,,B0044X4T4M,8        pp,3.88,"9,826","Oct 01, 2010","Sep 28, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 10, 2016","Nov 15, 2016","Nov 10, 2016",,Audible Audio,view,/book/show/20648767-the-spirit-thief
272,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Trespasser        (Dublin Murder Squad, #6)","French, Tana*",,,B01IQ1MEH6,21        pp,3.98,"86,963","Oct 04, 2016","Oct 04, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,Nov 2016,"Nov 09, 2016","Nov 01, 2016",,Audible Audio,view,/book/show/32469048-the-trespasser
273,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Dirty Job        (Grim Reaper, #1)","Moore, Christopher*",0060590289,,B000GCFBTW,400        pp,4.04,"118,855","Mar 21, 2006","Oct 13, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 30, 2016","Jan 09, 2017","Oct 30, 2016",,Kindle Edition,view,/book/show/6425698-a-dirty-job
274,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"An Uninvited Ghost        (A Haunted Guesthouse Mystery, #2)","Copperman, E.J.*",,,B00G024YXQ,unknown,3.93,"3,437","Apr 05, 2011","Oct 22, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 28, 2016",Nov 2016,"Oct 28, 2016",,Audible Audio,view,/book/show/24419014-an-uninvited-ghost
275,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Help for the Haunted,"Searles, John*",0060779632,9780060779634,0060779632,362        pp,3.59,"13,970","Sep 17, 2013","Sep 17, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 27, 2016","Nov 25, 2016","Oct 27, 2016",,Hardcover,view,/book/show/17348985-help-for-the-haunted
276,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dig,"Siemsen, Michael*",,2940011835377,,851        pp,3.69,"5,464","Oct 04, 2010","Jan 07, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 24, 2016","Jan 19, 2021","Oct 24, 2016",,Nook,view,/book/show/9871653-dig
277,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Thrice the Brinded Cat Hath Mew'd        (Flavia de Luce, #8)","Bradley, Alan*",0449807657,9780449807651,0449807657,0        pp,3.99,"22,374","Sep 20, 2016","Sep 20, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 24, 2016","Oct 28, 2016","Oct 24, 2016",,Audio CD,view,/book/show/28814761-thrice-the-brinded-cat-hath-mew-d
278,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crosstalk,"Willis, Connie",,,B01LYA1L7E,19        pp,3.56,"12,478","Sep 20, 2016","Oct 04, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 18, 2016","Oct 24, 2016","Oct 21, 2016",,Audible Audio,view,/book/show/32720027-crosstalk
279,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wisp of a Thing        (Tufa, #2)","Bledsoe, Alex*",,,B00BQMJYCQ,352        pp,4.02,"2,148","Jun 18, 2013","Jun 18, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Oct 19, 2016","Oct 19, 2016",,Kindle Edition,view,/book/show/18394705-wisp-of-a-thing
