,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Lynda's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Later,"King, Stephen*",,,B08F4GYM8W,248        pp,3.98,"125,874","Mar 02, 2021","Mar 02, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I generally start my SK books with a disclaimer: I don't like horror books (they scare me - duh). Later, however, written for a more delicate reader, I generally start my SK books with a disclaimer: I don't like horror books (they scare me - duh). Later, however, written for a more delicate reader, me, was a lot of fun. The protagonist is a young boy, Jamie, who lives with his single, struggling to make ends meet mom. Jamie, it turns out, not only sees dead people but can speak with them. Come to find out, at least in Later, the dead cannot tell a lie. Later takes us through a few deaths, a couple are gruesome, but not in an I'm going to be scarred for life kind of way. SK tells the story superbly, through the eyes of young Jamie, his thoughts, his feelings, his childish ways - I could literally see and hear my own children when they were this age. There is a zinger at the end that I think I may literally have said, ""No way!"" when I read it, but it in no way is what the book is about - don't read it waiting for this zinger, you will be disappointed. Reading this lighter Stephen King novel allowed me to experience Mr. King's incredible style of writing in a way that doesn't leave me sleeping with the lights on; a win for me....more",Notes are private!,0,2,1,"Sep 29, 2021","Oct 03, 2021","Sep 29, 2021",,Kindle Edition,view (with text),/book/show/54798175-later
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Were Never Here,"Bartz, Andrea*",,,,304        pp,3.51,"124,688","Aug 03, 2021","Aug 03, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have quite mixed feelings about this book. Let’s start with - there is nothing at all wrong with it. The writing is strong, too strong at times, if I have quite mixed feelings about this book. Let’s start with - there is nothing at all wrong with it. The writing is strong, too strong at times, if you will, and that may be some of my reticence about moving beyond liking to loving the book. Ms. Bartz is obviously very well-written and understands and uses unusual and unique words fluently, however, the plot did not require that type of verbiage. To me, the use of these unique and unusual words almost felt like the overuse of a thesaurus, forced, trying to “sound smart.” The storyline was good, the concept was also good, the gaslighting from one BFF of the other for the ten-year length of their friendship, which includes, who actually killed both backpackers in two different countries on two different girls’ trips. Again, a good story, but, surprisingly, too predicable, and too forced.The ending is a lot of story dumping to wrap up the lose ends; a telling of events. And then the last line or two was an attempted red herring. We Were Never Here is a decent book, but do have a dictionary standing by for the zinger words....more",Notes are private!,0,1,1,"Sep 29, 2021","Oct 09, 2021","Sep 29, 2021",,Hardcover,view (with text),/book/show/56084054-we-were-never-here
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Saving Cee Cee Honeycutt,"Hoffman, Beth*",0143119273,9780143119272,B004P5ONOK,306        pp,3.95,"84,177","Jan 12, 2010","Jan 01, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A sweet, coming of age story that leaves a good taste. In this easy-to-read book, young Cee Cee Honeycutt has become her mother’s keeper and in doing A sweet, coming of age story that leaves a good taste. In this easy-to-read book, young Cee Cee Honeycutt has become her mother’s keeper and in doing so, Cee Cee has become socially awkward and outcast. Cee Cee turns to reading as her escape and dives headlong into her books. When an unfortunate accident leaves Cee Cee alone, her great-aunt, Tootie, comes from Savannah, Georgia to take Cee Cee in. A reluctant Cee Cee comes to love Tootie and rely on Odette, Miss Tootie’s cook. Set in a time where color divided people, Saving Cee Cee Honeycutt shows how love and empathy can heal wounds and save people. I enjoyed this book, even though it felt a bit like a version of The Secret Life of Bees, it, like the Bees, is worth the read. ...more",Notes are private!,0,0,1,"Aug 20, 2021","Aug 27, 2021","Aug 20, 2021",,Paperback,view (with text),/book/show/12408603-saving-cee-cee-honeycutt
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,That Summer,"Weiner, Jennifer*",1501133543,9781501133541,1501133543,432        pp,3.75,"82,026","May 11, 2021","May 11, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A well-written, almost wrapped in a tidy bow book about the hard-hitting ripple effects of a #MeToo event.SPOILER ALERTThat Summer read close to home;A well-written, almost wrapped in a tidy bow book about the hard-hitting ripple effects of a #MeToo event.SPOILER ALERTThat Summer read close to home; I could see how it happened, the era of the good-old-boys, the ""she wanted it"" times we lived in (the 80's), and the shame and guilt felt by the victim thinking the assault was somehow her fault. Jennifer Weiner did an exceptional job of intertwining the events of the past with the current fallout, how the victim finds her perpetrators, showing how damaged, or in one case, ""un"" damaged they became over their deeds. A book about privilege, about loss (due to events that happened in youth), about holding people accountable, about finding the strength to move on even if it takes decades to make the first step toward that, about one man's possible inability to move beyond and another's seemingly unwillingness to accept responsibility, the, it was so long ago and I'm not that person anymore mentality.That Summer is a sad, easy written (not an in-your-face slap) where the reader is sucked in by the lazy settings, the commonality of the lives until it culminates into one big sad mess of reality.While That Summer is obviously written more for the female audience, a similar book written for the male perspective could serve future generations well. ...more",Notes are private!,0,1,1,"Aug 20, 2021","Sep 07, 2021","Aug 20, 2021",,Hardcover,view (with text),/book/show/55467800-that-summer
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Artist's Way: A Spiritual Path to Higher Creativity,"Cameron, Julia",1585421464,9781585421466,1585421464,237        pp,3.95,"111,325","Mar 04, 2002","Mar 04, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This 1992 book feels like it may have been a stepping off point for the 2006 runaway hit The Secret; I enjoyed both. The Artist’s Way is an easy read This 1992 book feels like it may have been a stepping off point for the 2006 runaway hit The Secret; I enjoyed both. The Artist’s Way is an easy read on a complex topic - artist’s block. Ms. Cameron attaches a type of 12-step recovery program, if you will, to overcoming a block and terms the movement past recovery as the recovering artist. Cheeky, but effective. Following each of the quick twelve steps are not as easy as the reading itself, exercises. These are designed to help the artist jump start back into their art. Of note, and I agree with the author, she defines art as dancing, writing poetry, singing, sculpting, writing a book, a play, a sonnet, painting, etc. You get the idea.Don’t be turned off by the “spiritual path to higher creativity” in the book’s title. Yes, Ms. Cameron uses the word god, but also explains that god can be any form of higher power beyond self that we, the reader would like it to be. I like this. I like it because the book didn’t try to pound religion; it doesn’t refer or speak to religion at all. It simply states that by looking and trusting in something beyond self you can open yourself up to creativity.I would recommend the book to those who have and have yet to experience an artist block. The book will not fix the block, will not wave a magic wand for you, and may do nothing if you are unwilling to get out of your own way. After all, a block is, as we all know, us being in our own way....more",Notes are private!,0,1,1,"Aug 10, 2021","Aug 16, 2021","Aug 10, 2021",,Paperback,view (with text),/book/show/615570.The_Artist_s_Way
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Perks of Being a Wallflower,"Chbosky, Stephen",,,,213        pp,4.23,"1,793,505","Feb 01, 1999",Feb 1999,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jul 15, 2021","Jul 17, 2021","Jul 15, 2021",,Paperback,view,/book/show/22628.The_Perks_of_Being_a_Wallflower
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,People We Meet on Vacation,"Henry, Emily*",1984806750,9781984806758,1984806750,364        pp,3.88,"1,131,512","May 11, 2021","May 11, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is the second book I have read by Emily Henry; she is a very good writer. People We Meet on Vacation is a good read about the comings and goings This is the second book I have read by Emily Henry; she is a very good writer. People We Meet on Vacation is a good read about the comings and goings of two late-twenty year olds who do their best to remain platonic. She, a writer for a Hoity-toity magazine, he a high school teacher, meet up to do a yearly summer trip. The plot is decent, easy to follow, but predictable, which I believe is likely exactly what this type of book is meant to be. Given that, I believe the book hit the mark. I have nothing negative to say about the book, the writing or the plot, but I also have nothing exemplary to remark about; it is a fine book, it just feels to me like another in a long line of sameness. Why then, you might wonder, did I give it a five star rating? Because, again, I can find nothing wrong with the book or its writing; it deserves it. ...more",Notes are private!,0,1,1,"Jul 02, 2021","Jul 15, 2021","Jul 02, 2021",,Paperback,view (with text),/book/show/54985743-people-we-meet-on-vacation
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When We Believed in Mermaids,"O'Neal, Barbara*",1542004519,9781542004510,B07MV8SWZF,348        pp,4.18,"224,278",2019,"Jul 16, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A very well-written, easy-paced read that keeps the reader engaged. I would recommend this book, Barbara O'Neal has done a good job and has a good reaA very well-written, easy-paced read that keeps the reader engaged. I would recommend this book, Barbara O'Neal has done a good job and has a good read here. SPOILER ALERT - or maybe this is more of a personal reveal - I think Ms. O'Neal was a fly on the wall regarding my lost sibling. A subject few, if any in my circle know about even decades after the fact, but one that shaped my life as a young adult - the effects of a missing sibling presumed to be dead. Unlike the protagonist, Kit, and while I appreciate this book was not intended to be a true account or hard-hitting for that matter, learning the sibling you thought for years dead is not only alive and thriving, but had conveniently just decided to hide from their grieving family for years, is far more a punch in the gut and unfathomable than in this softball pitch. That harsh statement aside, Ms. O'Neal broached the subject superbly and gave this reader much to think about in her real life. If you read this book and have experienced this type of personal ""loss,"" be prepared to have far more questions than answers and to be left with a pit in your stomach. In that regard also, Ms. O'Neal nailed it. Nicely done....more",Notes are private!,0,0,1,"Jun 15, 2021","Jun 26, 2021","Jun 15, 2021",,Kindle Edition,view (with text),/book/show/43717362-when-we-believed-in-mermaids
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cleo McDougal Regrets Nothing,"Scotch, Allison Winn*",1542021219,9781542021210,B07YCNRCJ5,328        pp,3.67,"14,842","Aug 01, 2020","Aug 01, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I feel like I am drawn to the middle-aged women’s fictional books that touch on complex yet easy-to-poke fun at topics; Cleo McDougal did not disappoiI feel like I am drawn to the middle-aged women’s fictional books that touch on complex yet easy-to-poke fun at topics; Cleo McDougal did not disappoint. Set in Washington D.C. and Seattle, Senator McDougal is a single mom raising an appropriately moody teenage boy. The senator, through no real desire of her own, finds herself traveling down a path to correct her list of regrets; one of which was her ex-best friend, another the man who is unknowingly her son’s father. Through the usual twists and turns that make a novel good, Cleo McDougal was a smooth read and quite enjoyable. Nothing was of real surprise, but the writing style made up for any potential shortcomings. ...more",Notes are private!,0,0,1,"Jun 10, 2021","Jun 13, 2021","Jun 10, 2021",,Kindle Edition,view (with text),/book/show/50532094-cleo-mcdougal-regrets-nothing
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Five Years,"Serle, Rebecca*",1982137444,9781982137441,1982137444,272        pp,3.79,"490,447","Mar 10, 2020","Mar 10, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Just finished this book and I have decided to write a two-part , the first will be about the book itself and the second will be about me and thiJust finished this book and I have decided to write a two-part , the first will be about the book itself and the second will be about me and this book.PART ONE:In Five Years was a read I purchased on a whim, knowing nothing about it, having heard not a thing. I bought it because it wasn’t too big, seemed like an easy read from its cover (yes, I just purchased based on the cover), and I wanted something easy-breezy. In full disclosure, I don’t normally pick up mid-20 year old protagonist books; I’m 53. I don’t normally relate. In this case, however, I related. It was a good book, solid, entertaining and recommendable. PART TWO:And here’s where it gets weird - not the book, the fact that the author, in a weird way, wrote my life, sort of. Okay, here’s the deal, I am an aspiring author, I have a manuscript that is in its final edit phase, it is a bastardized version of my real life - it is eerily similar to what Ms. Serle penned in this book. How is that possible? Fans of Ms. Serle and In Five Years, don’t worry, it is different enough to be my own (hell, it’s my life, how can it not be my own), yet similar enough to literally cause me pause and reach out to my husband and cry, “Someone just wrote my book!”They say imitation is the greatest form of flattery, to that I say, I hope Ms. Serle feels flattered when my novel comes out the way I do about hers....more",Notes are private!,0,1,1,"Jun 04, 2021","Jun 09, 2021","Jun 04, 2021",,Hardcover,view (with text),/book/show/50093704-in-five-years
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Seven Husbands of Evelyn Hugo,"Reid, Taylor Jenkins*",1501139231,9781501139239,1501139231,389        pp,4.42,"3,002,212","Jun 13, 2017","Jun 13, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I generally  a book prior to buying it; I at least want to know what I'm getting myself into. This was not the case with The Seven Husbands of EI generally  a book prior to buying it; I at least want to know what I'm getting myself into. This was not the case with The Seven Husbands of Evelyn Hugo. I actually purchased it on a whim and dove right in; and wow, am I glad I did. Not knowing anything about what was coming was thrilling, shocking, and fun. Way to go, Taylor Jenkins Reid. I love the way Ms. Reid spun a bisexual experience into a time-sensitive era through an industry where impression and perception are everything. The characters were deep, believable, and intense. My only wish would have been a bit longer ending - it felt a little abrupt, but perhaps that was because I simply didn't want the story to end. In our current, pensive climate of set-in-stone ""right and wrong,"" this book could be an easy way to open eyes to how it is possible to simply be a lover of people, not necessarily just a lover of a gender. I highly recommend, The Seven Husbands of Evelyn Hugo - do not let the bisexuality under theme distract you; the story is about the love of people.OF NOTE: There are zero graphic sex scenes in this highly romantic story....more",Notes are private!,0,0,1,"May 25, 2021","Jun 02, 2021","May 25, 2021",,Hardcover,view (with text),/book/show/32620332-the-seven-husbands-of-evelyn-hugo
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Guest List,"Foley, Lucy",,,,330        pp,3.82,"995,820","Feb 20, 2020","Jun 02, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Well, this was certainly fun! I’m not really a mystery genre reader, but on the recommendation of a fellow reader, I accepted the lend of this well-wrWell, this was certainly fun! I’m not really a mystery genre reader, but on the recommendation of a fellow reader, I accepted the lend of this well-written, twisty book. I am generally pretty adept at figuring out where the plot is going and what is around the bend, but in this case, not once but twice, a huge twist knocked me off my feet. Quite enjoyable, The Guest List, a quick read, and one I would recommend. ...more",Notes are private!,0,0,1,"May 18, 2021","May 24, 2021","May 18, 2021",,Hardcover,view (with text),/book/show/51933429-the-guest-list
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bette Davis Club,"Lotter, Jane",1503951073,9781503951075,1503951073,337        pp,3.84,"15,812","Apr 22, 2013","Dec 08, 2015",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I LOVED this book; light, fun, easy, playful. Written from the perspective of fifty-something single Margo, I was swept away with the fun from page onI LOVED this book; light, fun, easy, playful. Written from the perspective of fifty-something single Margo, I was swept away with the fun from page one. Margo and her unlikely companion, Tully, take us on a ride in her deceased father’s 1957 sports car. The two drive across country, Margo of course being afraid to fly, in search of his runaway bride, her niece.There is nothing heavy about this read, nothing will jump out and gob smack the reader, no overt sexual dialogue, appropriately placed, minimal swearing, and decent, real-to-life characters. In my opinion, the worst part of the book is that its author passed away before she saw how well-received it was; if only Ms. Lotter could have penned more. This, reading friends, is a fun, worthy read - especially if you are over forty ;)...more",Notes are private!,0,0,1,"May 10, 2021","May 18, 2021","May 10, 2021",,Paperback,view (with text),/book/show/25874027-the-bette-davis-club
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Paris is Always a Good Idea,"McKinlay, Jenn",0593101359,9780593101353,0593101359,334        pp,3.74,"13,637","Jul 21, 2020","Jul 21, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book was not my cup of tea, there was nothing bad about it, it simply was not for me and I should have stopped reading it. But I didn’t and here This book was not my cup of tea, there was nothing bad about it, it simply was not for me and I should have stopped reading it. But I didn’t and here goes. I really think my disappointment in the book was because it felt way too much like a lesser version of Eat, Pray, Love. Written in the context of a 29 year old on a quest to three countries to rekindle old flames and to find herself, Paris is Always a Good Idea fell short in comparison. It is not the author’s fault that I am decades older than her protagonist and found myself rolling my eyes at her inexperience and naiveté, or that I happened to have read EPL in the past two months, or that I finished the book when I probably should have just stopped reading.This all being said, none of the above is why the 4, not 5 stars. The book was very well written but was far too predictable, at every turn. I found myself making a game out of the predictability, which took me out of the moment. Ms. McKinlay wrote a very good book, and I am sure the younger crowd resonated with it - I think I saw where a movie is coming out about the book; far be it for me to say it was anything other than five stars. ...more",Notes are private!,0,0,1,"Apr 30, 2021","May 09, 2021","Apr 30, 2021",,Paperback,view (with text),/book/show/48710236-paris-is-always-a-good-idea
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Voices of LGBTQ+: A Conversation Starter for Understanding, Supporting and Protecting Gay, Bi, Trans, and Queer People","Wolters, Lynda*",1645431487,9781645431480,1645431487,178        pp,2.11,35,unknown,"Aug 04, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It is very odd re-reading the book I wrote a couple years ago. I am sure people understand it takes time for a book to get from completion to publicatIt is very odd re-reading the book I wrote a couple years ago. I am sure people understand it takes time for a book to get from completion to publication to circulation and then to a place where others want to talk about it - Voices of LGBTQ+ is to that point and I am humbled and awed. THANK YOU, those of you who have supported this book and the people in the LGBTQ+ community.***I was asked, through a recent book club question about the book, if, after three years (from the time I wrote it until now), I would write it differently. My first blush response was “Heck yah, I am much more in-tune with the LGBTQ+ community now.” But, after finishing the book today, I can honestly say no, I wouldn’t change anything. When I wrote the book I wasn’t totally in-tune with the community, being more on the fringe and only just meeting most of the people I wrote about. Given this, the book comes from a novice place, not an expert, which is exactly where we all start when we encounter something new, something different, something unknown - at the beginning. Voices of LGBTQ+ is anecdotal and factual, and three years later, I am still very proud of the people who talked with me and shared their stories in order to help start a positive conversation regarding the hopes, dreams, and difficulties of those in the LGBTQ+ community....more",Notes are private!,0,0,1,"Apr 29, 2021","May 08, 2021","Apr 29, 2021",,Hardcover,view (with text),/book/show/54816185-voices-of-lgbtq
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beneath a Scarlet Sky,"Sullivan, Mark T.*",1503943372,9781503943377,1503943372,509        pp,4.43,"339,467","May 01, 2017","May 01, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Fabulous book! Set in Milan Italy, a historical fiction recount of a virtually unknown, completely unsung hero, Peno Lella, and his time as a youth inFabulous book! Set in Milan Italy, a historical fiction recount of a virtually unknown, completely unsung hero, Peno Lella, and his time as a youth in the resistance during WW2. It is filled with vivid imagery, thought provoking dialogue and young love; the book filled my cup in all aspects. I can say, as a voracious reader of the time period, this one was refreshing and educational....more",Notes are private!,0,2,1,"Apr 18, 2021","Apr 29, 2021","Apr 18, 2021",,Paperback,view (with text),/book/show/32487617-beneath-a-scarlet-sky
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beach Read,"Henry, Emily*",1984806734,9781984806734,1984806734,400        pp,4.01,"1,105,308","May 19, 2020","May 19, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A fun, light, fast-paced read that had some meat to it; a true Beach Read. The prose was fun, the way the two authors, January and Gus banter, playfulA fun, light, fast-paced read that had some meat to it; a true Beach Read. The prose was fun, the way the two authors, January and Gus banter, playfully yet meaningfully - eking out just enough information to make the reader turn the page - Fun!I’m not normally a reader of this fun, rom-commy genre, but Emily Henry made me rethink that; I may just be picking up more like Beach Read in the future. ...more",Notes are private!,0,0,1,"Apr 12, 2021","Apr 17, 2021","Apr 12, 2021",,Paperback,view (with text),/book/show/52867387-beach-read
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Vanishing Half,"Bennett, Brit*",,,,343        pp,4.15,"753,503","Jun 02, 2020","Jun 02, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"5+ stars - this is a GREAT read. For me, this was an eye-opening look into the life of a Black person wanting to be white; (the books terms, black and5+ stars - this is a GREAT read. For me, this was an eye-opening look into the life of a Black person wanting to be white; (the books terms, black and white). I didn’t know the term “pass” or “pass over” was a term for when that happens - nor did I know that really is a desire of some very light-skinned people of color, or that they do it.Ms. Bennett writes with amazing clarity, giving life to her characters; I lived them, I understood their plights, both the “white” and the “black” people in the story. She enlightened me with this quick-paced, beautiful story. I didn’t want it to end.I would highly recommend this book. High praise for Brit Bennett and The Vanishing Half....more",Notes are private!,0,0,1,"Apr 02, 2021","Apr 09, 2021","Apr 02, 2021",,Hardcover,view (with text),/book/show/51791252-the-vanishing-half
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Verity,"Hoover, Colleen*",,,B07HJYTRMD,324        pp,4.32,"2,674,620","Dec 07, 2018","Dec 07, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My first time reading this author, and it was worth it. I enjoyed the back and forth style and it was a very quick read. It was a bit of a raunchy reaMy first time reading this author, and it was worth it. I enjoyed the back and forth style and it was a very quick read. It was a bit of a raunchy read compared to my normal, more sedate historical fiction prose, but I managed unscathed. I wanted less in the end, less explanation, less of a tidy, neatly wrapped completion, but it did leave me wanting; which is good. I will definitely read another one of Ms. Hoover’s books and would recommend this, as long as the spicy language did not offend....more",Notes are private!,0,0,1,"Mar 30, 2021","Apr 02, 2021","Mar 30, 2021",,Kindle Edition,view (with text),/book/show/41957126-verity
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Zookeeper's Wife,"Ackerman, Diane*",0393354253,9780393354256,0393354253,368        pp,3.49,"87,890","Sep 07, 2007","Feb 17, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have nothing untoward to say about this book, it was certainly well-written and incredibly well-researched, but it missed the mark for me. I believeI have nothing untoward to say about this book, it was certainly well-written and incredibly well-researched, but it missed the mark for me. I believe it was a difficult subject, to write a book about an unpublished journal that isn’t yours, but I expected more. I wanted less detail - which is an odd thing to want in a book. If there is such a thing, I was inundated with too much minutia about everything. Praises for Ms. Ackerman, just not my style of book; the real and only reason for a lesser star ....more",Notes are private!,0,0,1,"Mar 24, 2021","Mar 28, 2021","Mar 24, 2021",,Paperback,view (with text),/book/show/32722510-the-zookeeper-s-wife
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"From Scratch: A Memoir of Love, Sicily, and Finding Home","Locke, Tembi*",1501187651,9781501187650,1501187651,339        pp,3.95,"43,774","Apr 30, 2019","Apr 30, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"SPOILER ALERT: It took me two failed starts before I finished this lovely book, sweet with memories, filled with sorrow, and gentle with family and loSPOILER ALERT: It took me two failed starts before I finished this lovely book, sweet with memories, filled with sorrow, and gentle with family and love. For reasons I am unsure, the book was not at all what I expected, but it didn’t fail me. It is likely my personal health issues that cause any falter I have with the book, not the book itself. I would recommend this title, you won’t cry, it’s not sad in that way, but you will be filled with numerous emotions as you travel through this woman’s and her child’s life after loss, the fact that it centers around food and Sicily is an added a bonus. I appreciate most the raw emotion Ms. Locke expresses about being a wife, a mother, a daughter, an unaccepted daughter-in-law. She is honest and forthright - no one gets a pass, but she is not degrading. The fact that the story comes together and is not fiction, is the perfect ending. ...more",Notes are private!,0,0,1,"Mar 14, 2021","Mar 20, 2021","Mar 18, 2021",,Hardcover,view (with text),/book/show/42202117-from-scratch
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What I Know for Sure,"Winfrey, Oprah",1250054052,9781250054050,1250054052,228        pp,4.14,"43,750","Sep 02, 2014","Sep 02, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It came as no surprise that Oprah’s book was filled with wise and profound lessons; none of them new or earth-shattering, no offense Oprah, but we’ve It came as no surprise that Oprah’s book was filled with wise and profound lessons; none of them new or earth-shattering, no offense Oprah, but we’ve heard them all before. But the way she tells these lessons - that’s were the money is; our girl O, she has a way of making us all sit up, listen, and take note. What I Know for Sure, was no exception. A really good reminder on how to treat people, how to treat ourselves, and how to live our best life. We, and I speak from the collective perspective as woman and human, appreciate you, your work and your words. I would definitely recommend this easy read to anyone - anyone. (Yes, I meant to repeat that to make sure it was heard.) Read the book, people....more",Notes are private!,0,0,1,"Feb 24, 2021","Feb 26, 2021","Feb 24, 2021",,Hardcover,view (with text),/book/show/21531503-what-i-know-for-sure
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Storyteller,"Picoult, Jodi*",1439102767,9781439102763,1439102767,461        pp,4.30,"227,585","Feb 26, 2013","Feb 26, 2013",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My first Jodi Picoult book - what an amazing, visual storyteller; no pun intended. I read the book on a friend’s suggestion; I am glad I did. The StorMy first Jodi Picoult book - what an amazing, visual storyteller; no pun intended. I read the book on a friend’s suggestion; I am glad I did. The Storyteller is an in-depth account of surviving, overcoming hate, and learning when forgiveness is yours to give. The story was intriguing and held my attention, but, and I know I’m in the minority here, there was sometimes so much detail I found my mind wandering - how is that a thing?! I wonder if my inattention was because the writing dredged up too much emotion in me...This is not a negative to Ms. Picoult or her writing, I wish I could write this intensely, but a comment to my own ADD. Reader beware, this book will suck you in but if you need a super fast-pace, or if connecting to your feelings is uncomfortable, you may find yourself wishing for less detail. I would highly recommend this book and will read another Jodi Picoult in the future - I will just be more prepared to have my feelers touched. ...more",Notes are private!,0,0,1,"Feb 13, 2021","Feb 24, 2021","Feb 13, 2021",,Hardcover,view (with text),/book/show/15753740-the-storyteller
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Moveable Feast,"Hemingway, Ernest",,,,192        pp,4.02,"151,129",1964,"Sep 06, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Hemingway is always a good read; a visual storyteller for sure.,Notes are private!,0,0,2,not setnot set,Jan 2021not set,"Jan 28, 2021",,Paperback,view (with text),/book/show/4631.A_Moveable_Feast
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Untamed,"Doyle, Glennon*",1984801252,9781984801258,1984801252,333        pp,3.99,"439,829","Mar 10, 2020","Mar 10, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 28, 2021","Feb 13, 2021","Jan 28, 2021",,Hardcover,view,/book/show/52129515-untamed
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beloved,"Morrison, Toni",,9781400033416,1400033411,324        pp,3.95,"435,353","Sep 16, 1987","Jun 08, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 28, 2021",,Paperback,view,/book/show/6149.Beloved
