,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Simona's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,quando la mia stella,SHUNKBETA,8817179280,9788817179287,8817179280,0        pp,4.33,3,unknown,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 25, 2023",,Paperback,view,/book/show/109357654-quando-la-mia-stella
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Innamorato,"Drago, Marco",8833938115,9788833938110,,192        pp,3.46,46,unknown,"Jan 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 25, 2023",,Paperback,view,/book/show/102239380-innamorato
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Astenersi principianti,"Milone, Paolo",8806255835,9788806255831,,134        pp,3.37,205,"Jan 31, 2023","Jan 31, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 25, 2023",,Hardcover,view,/book/show/93513605-astenersi-principianti
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cieli in fiamme,"Insolia, Mattia",8804756241,9788804756248,,276        pp,3.53,418,"Feb 07, 2023","Feb 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 25, 2023",,Hardcover,view,/book/show/99904653-cieli-in-fiamme
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mi limitavo ad amare te,"Postorino, Rosella*",880703526X,9788807035265,880703526X,352        pp,3.87,"1,467","Jan 31, 2023",Jan 2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 25, 2023",,Paperback,view,/book/show/80318953-mi-limitavo-ad-amare-te
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fame d'aria,"Mencarelli, Daniele",8804761288,9788804761280,8804761288,180        pp,4.02,"1,572","Jan 17, 2023","Jan 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 25, 2023",,Hardcover,view,/book/show/80345048-fame-d-aria
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La vita intima,"Ammaniti, Niccolò",8806255150,9788806255152,8806255150,312        pp,3.47,"5,727","Jan 17, 2023","Jan 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 25, 2023",,Paperback,view,/book/show/80144398-la-vita-intima
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mezzamela: La bellezza di amarsi alla pari,"Bussola, Matteo",883101255X,9788831012553,,144        pp,3.90,384,unknown,"Jan 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 25, 2023",,Hardcover,view,/book/show/77280313-mezzamela
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il figlio del direttore,"Pallavicini, Piersandro",8804755393,9788835722823,8804755393,264        pp,3.60,35,"Jan 24, 2023","Jan 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 25, 2023",,Hardcover,view,/book/show/77778752-il-figlio-del-direttore
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Liberi come la neve,"nardi, rita",8811008077,9788811008071,8811008077,450        pp,4.09,"2,579",unknown,"Jan 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 25, 2023",,Paperback,view,/book/show/76238819-liberi-come-la-neve
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Voltare pagina: Dieci libri per sopravvivere all'amore,"Viola, Ester",8806248308,9788806248307,,144        pp,3.43,592,"Jan 10, 2023","Jan 10, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,4,1,not set,not set,"Feb 25, 2023",,Paperback,view,/book/show/76604997-voltare-pagina
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Come petali nel vento,"Harada, Hika",881100764X,9788811007647,881100764X,240        pp,3.08,577,"Apr 18, 2018","Jan 10, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 25, 2023",,Paperback,view,/book/show/75728694-come-petali-nel-vento
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nessun luogo è più casa,"Boyne, John*",881716450X,9788817164504,881716450X,400        pp,4.50,"48,438","Nov 29, 2022","Oct 04, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 25, 2023",,Paperback,view,/book/show/75630108-nessun-luogo-pi-casa
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il secondo piano,"Armeni, Ritanna",8833319539,9788833319537,8833319539,288        pp,4.13,231,"Jan 10, 2023","Jan 10, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 25, 2023",,Paperback,view,/book/show/75673550-il-secondo-piano
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La cacciatrice di storie perdute,"Badani, Sejal*",8822752317,9788822752314,8822752317,448        pp,4.37,"93,915","Sep 01, 2018","Apr 08, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 25, 2023",,Paperback,view,/book/show/75424805-la-cacciatrice-di-storie-perdute
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il trattamento del silenzio,"Cerone, Gian Andrea",8823529700,9788823529700,8823529700,592        pp,4.05,135,2023,"Jan 31, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 25, 2023",,Paperback,view,/book/show/75476107-il-trattamento-del-silenzio
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dacci oggi il nostro pane quotidiano. Ricordi, sogni e ricette di una famiglia come tante. La mia","Fiorello, Catena",8817071579,9788817071574,8817071579,0        pp,3.33,27,Mar 2013,"Feb 26, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 25, 2023",,Paperback,view,/book/show/67314152-dacci-oggi-il-nostro-pane-quotidiano-ricordi-sogni-e-ricette-di-una-fa
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'amore a due passi,"Fiorello, Catena",8809893158,9788809893153,8809893158,0        pp,3.03,68,unknown,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 25, 2023",,Paperback,view,/book/show/68563643-l-amore-a-due-passi
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Al di qua del fiume,"Selmi, Alessandra",8842932272,9788842932277,8842932272,496        pp,4.21,839,unknown,"Aug 23, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 25, 2023",,Paperback,view,/book/show/62238972-al-di-qua-del-fiume
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ogni cambiamento è un grande cambiamento,"Govoni, Nicolò*",881717341X,9788817173414,881717341X,192        pp,3.71,79,"Oct 25, 2022","Oct 25, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 25, 2023",,Paperback,view,/book/show/64647842-ogni-cambiamento-un-grande-cambiamento
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La leggenda della Peregrina,"Posadas, Carmen",8817157708,9788817157704,8817157708,464        pp,3.62,638,unknown,"Jun 14, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 25, 2023",,Paperback,view,/book/show/61361749-la-leggenda-della-peregrina
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chi dà luce rischia il buio,"Ciarapica, Giulia",8817163864,9788817163866,8817163864,384        pp,3.93,42,"Sep 13, 2022","Sep 13, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 25, 2023",,Paperback,view,/book/show/62120793-chi-d-luce-rischia-il-buio
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Portami a vedere il mare: Romanzo,"Vascan, Daniel",1704976065,9781704976068,1704976065,228        pp,2.99,94,unknown,"Nov 09, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 25, 2023",,Paperback,view,/book/show/55067382-portami-a-vedere-il-mare
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Amiche nemiche,Various,8809901142,9788809901148,8809901142,360        pp,3.00,13,unknown,"May 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 25, 2023",,Paperback,view,/book/show/57955997-amiche-nemiche
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Un padre è un padre,"Fiorello, Catena",8817081388,9788817081382,8817081388,unknown,3.19,26,"Jun 18, 2014","May 01, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 25, 2023",,Paperback,view,/book/show/51024474-un-padre-un-padre
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La memoria rende liberi: La vita interrotta di una bambina nella Shoah,"Mentana, Enrico",881708400X,9788817084000,881708400X,225        pp,4.55,"1,795","Jan 09, 2015","Oct 29, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 25, 2023",,Paperback,view,/book/show/38208952-la-memoria-rende-liberi
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le gemelle che non parlavano,"Wallace, Marjorie",8845937488,9788845937484,B0BM871RQZ,346        pp,3.63,"2,544",1986,Oct 2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 25, 2023",,Paperback,view,/book/show/64409562-le-gemelle-che-non-parlavano
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,L'inferno di Treblinka,"Grossman, Vasily",884592484X,9788845924842,884592484X,79        pp,4.46,"1,078",1944,"May 05, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 20, 2023",,Paperback,view,/book/show/9710946-l-inferno-di-treblinka
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La portalettere,"Giannone, Francesca",8842934844,9788842934844,8842934844,416        pp,4.14,"3,737","Jan 06, 2023","Jan 06, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Nov 20, 2023","Nov 25, 2023","Feb 20, 2023",,Paperback,view,/book/show/69687670-la-portalettere
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le balene mangiano da sole,"Pellecchia, Rosario",8807034301,9788807034305,8807034301,262        pp,3.95,566,"Mar 04, 2021","Mar 04, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"La storia di un'amicizia tra due esseri diversi, ma entrambi con un dolore dentro che li avvicina senza allontanarli più raccontato con un tocco di leLa storia di un'amicizia tra due esseri diversi, ma entrambi con un dolore dentro che li avvicina senza allontanarli più raccontato con un tocco di leggerezza e humor....more",Notes are private!,0,4,1,"Feb 14, 2023","Feb 18, 2023","Feb 14, 2023",,Paperback,view (with text),/book/show/57190365-le-balene-mangiano-da-sole
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il rosmarino non capisce l'inverno,"Bussola, Matteo",8806254480,9788806254483,8806254480,160        pp,3.81,"5,872","Jun 28, 2022","Jun 28, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Le storie di Emma, Perla, Miri, Daisy, solo per citare alcune, si intrecciano e legano parlando di dolore, rinascita, ma anche amore, omosessualità e Le storie di Emma, Perla, Miri, Daisy, solo per citare alcune, si intrecciano e legano parlando di dolore, rinascita, ma anche amore, omosessualità e non si arrendono proprio come il rosmarino che non capisce l'inverno, ma che, nonostante le cicatrici, rinasce a nuova vita....more",Notes are private!,0,2,1,"Feb 11, 2023","Feb 13, 2023","Feb 11, 2023",,Paperback,view (with text),/book/show/61263702-il-rosmarino-non-capisce-l-inverno
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nuoto libero,"Otsuka, Julie",8833939820,9788833939827,8833939820,144        pp,3.68,"30,703","Feb 22, 2022","Oct 18, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Jul 07, 2023","Jul 10, 2023","Feb 11, 2023",,Paperback,view,/book/show/62929012-nuoto-libero
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Voltare pagina,"Viola, Ester",,,B0BNK6CZP3,144        pp,3.43,592,"Jan 10, 2023","Jan 10, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Libri nei libri: amore rifiutato, non corrisposto, narcicista. Per ogni tipologia di amore e di soggetto che ha il cuore spezzato, ecco le storie di ALibri nei libri: amore rifiutato, non corrisposto, narcicista. Per ogni tipologia di amore e di soggetto che ha il cuore spezzato, ecco le storie di Anna Karenina, Elena Ferrante, Nick Hornby e Sally Rooney come modo per ""voltare pagina"" e panacea per le proprie ferite....more",Notes are private!,0,2,1,"Feb 19, 2023","Feb 22, 2023","Feb 08, 2023",,Kindle Edition,view (with text),/book/show/69639122-voltare-pagina
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gli Effinger,"Tergit, Gabriele",8806251082,9788806251086,8806251082,910        pp,3.98,"1,006",1951,"Mar 29, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 07, 2023",,Paperback,view,/book/show/60541654-gli-effinger
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il gatto che voleva salvare i libri,"Natsukawa, Sōsuke",8804731362,9788804731368,8804731362,180        pp,3.73,"53,578","Feb 05, 2017","Oct 06, 2020",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Tra sogno e realtà, tra labirinti, il viaggio interiore di un adolescente che prova a capire il potere dei libri. Piatto e prevedibile.",Notes are private!,0,7,1,"Feb 08, 2023","Feb 11, 2023","Feb 07, 2023",,Paperback,view (with text),/book/show/55525986-il-gatto-che-voleva-salvare-i-libri
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La pantera delle nevi,"Tesson, Sylvain",8838940800,9788838940804,8838940800,184        pp,3.66,"3,875","Oct 10, 2019","Jul 09, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Un viaggio di attesa, di introspezione alla ricerca della pantera delle nevi. Un avvistamento che insegna il rispetto dell'ambiente, delle creature chUn viaggio di attesa, di introspezione alla ricerca della pantera delle nevi. Un avvistamento che insegna il rispetto dell'ambiente, delle creature che lo abitano e anche di sé stessi. ...more",Notes are private!,0,2,1,"Feb 04, 2023","Feb 07, 2023","Feb 04, 2023",,Paperback,view (with text),/book/show/54275300-la-pantera-delle-nevi
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pioggia sottile,"Landero, Luis",,,B0BS3WLZG9,240        pp,3.69,"3,792",Mar 2019,"Feb 07, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 04, 2023",,Kindle Edition,view,/book/show/83002775-pioggia-sottile
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,La morte della farfalla: Zelda e Francis Scott Fitzgerald,"Citati, Pietro",8845931250,9788845931253,8845931250,88        pp,3.80,464,Sep 2006,"Oct 20, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 01, 2023",,Paperback,view,/book/show/32762945-la-morte-della-farfalla
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Chiacchiere di bottega: Uno scrittore, i suoi colleghi e il loro lavoro","Roth, Philip",8806168290,9788806168292,8806168290,162        pp,3.72,406,2001,"Jan 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 01, 2023",,Paperback,view,/book/show/9893728-chiacchiere-di-bottega
