,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Tony's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
360,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Mythago Wood        (Mythago Wood, #1)","Holdstock, Robert",0765307294,9780765307293,0765307294,332        pp,3.78,"10,199",1984,"Sep 01, 2003",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Oh man. I've been saving this one for years. I'd read such good stuff about it. Up there with Tolkien. Part of a LOR - Earthsea triumvirate. A family Oh man. I've been saving this one for years. I'd read such good stuff about it. Up there with Tolkien. Part of a LOR - Earthsea triumvirate. A family figures out how to get into an old forest in England that contains the mythic patina of the entire island in the form that's sort of extracted from their minds -- but that can kill them and love them, etc. Kind of halfway intriguing for a while, and then it turns into what may as well be a march through a reference book on English folklore. No tension. Characters are boring. We don't know the mythagos -- the archetypes -- long enough to give a damn what happens to them or their woods. Up there with Tolkien? Give me a break. Not even up there with Piers Anthony. What a let down....more",Notes are private!,0,4,1,"May 04, 2010","May 05, 2010","May 04, 2010",,Paperback,view (with text),/book/show/126192.Mythago_Wood
361,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Assassin's Quest        (Farseer Trilogy, #3)","Hobb, Robin*",0553565699,9780553565690,0553565699,757        pp,4.20,"158,349",Mar 1997,"Jan 05, 1998",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A very mediocre fantasy novel that got a fair number of good s. It's a sign of the genre's general mushiness that this should be so. Fairly inteA very mediocre fantasy novel that got a fair number of good s. It's a sign of the genre's general mushiness that this should be so. Fairly interesting resurrection sequences starts it, but then we descend into magic duels. Describing magical fights is a lot like describing a rock and roll Battle of the Bands...it either becomes endlessly allegorical or impossible to picture or sense. In either case, BORING. Final 300 pages seemed like 3,000 ENDLESS pages....more",Notes are private!,0,0,1,"Apr 27, 2010","May 02, 2010","Apr 27, 2010",,Mass Market Paperback,view (with text),/book/show/45112.Assassin_s_Quest
362,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Postmortem        (Kay Scarpetta, #1)","Cornwell, Patricia*",0743477154,9780743477154,0743477154,342        pp,4.03,"243,564","Jan 09, 1990","Dec 30, 2003",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A coating of congealed acrylic techno-details circa 1990 surrounds a nasty dead spider of man-hatred and derision. What a vitriolic, mean-spirited herA coating of congealed acrylic techno-details circa 1990 surrounds a nasty dead spider of man-hatred and derision. What a vitriolic, mean-spirited heroine; what a repugnant book....more",Notes are private!,0,0,1,"Apr 27, 2010","May 22, 2010","Apr 27, 2010",,Mass Market Paperback,view (with text),/book/show/6534.Postmortem
363,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Next,"Hynes, James",0316051926,9780316051927,0316051926,308        pp,3.24,"1,371","Feb 17, 2010","Mar 09, 2010",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Upscale liberal academic professional type from Michigan walks around Austin, Texas waiting for a job interview. Bad stuff strikes in the final pages.Upscale liberal academic professional type from Michigan walks around Austin, Texas waiting for a job interview. Bad stuff strikes in the final pages. The book seems to be mainly an exercise in sustaining a stream of consciousness narrative with an utterly mediocre character as the viewpoint. It's pointless nonsense from start to finish. Well, there's one good section of conversation between the main character and a doctor who has helped him tend a scraped leg. They share personal doubts and fears, since each assumes he or she will never see the other again. Not a very original notion, but Hynes should've made this scene into a short story and otherwise been done with this successful attempt to give new meaning to the phrase ""so what?"" Bleck....more",Notes are private!,0,3,1,not set,"May 12, 2010","Apr 21, 2010",,Hardcover,view (with text),/book/show/6634691-next
364,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anthill,"Wilson, Edward O.",0393071197,9780393071191,0393071197,384        pp,3.67,"2,731","Jan 01, 2010","Apr 05, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Okay, the book's kind of a mess, but I liked it a lot. Part memoir, part nature essay on ants, part thriller, part naturalist wish-fulfillment fantasyOkay, the book's kind of a mess, but I liked it a lot. Part memoir, part nature essay on ants, part thriller, part naturalist wish-fulfillment fantasy. A young boy comes of age and saves a tract of old growth habitat in South Alabama by deliberately becoming a lawyer and going to work for developers; meanwhile a local old growth habitat goes through several colonizations of ant species. It all ends with a swamp thriller chase scene and people fed to gators! Our hero is a bit too good to be true and you get the sense Wilson knows his ants better than he knows his people, but you have to judge this for what it is: an okay novel written by a world-class thinker and scientist. The thinkingr and science parts are the good stuff. E.O. Wilson has long been a hero of mine, he's put up with a lot of nonsense from loathsome politicized scientists and religion-spewing idiots and kept a sense of humor and wonder, and it's fun to see where his mind travels....more",Notes are private!,0,0,1,"Apr 19, 2010","Apr 21, 2010","Apr 19, 2010",,Roughcut,view (with text),/book/show/6944565-anthill
365,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Emperor's Children,"Messud, Claire",030726419X,9780307264190,030726419X,431        pp,2.97,"20,922","Aug 29, 2006","Sep 04, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A comedy of manners in which three late-twenties smart-but-frivolous arts crowd New Yorkers go through amusing and somewhat appalling life changes in A comedy of manners in which three late-twenties smart-but-frivolous arts crowd New Yorkers go through amusing and somewhat appalling life changes in the year before 9-11. Messud's tongue-in-cheek, occasionally snide narrative voice is Austen-like and, for me, hilarious. She's able to present her characters sympathetically, but also able to take their pretensions and intellectual snobbery with a grain of salt. She either suckered me in to sharing her view of the world-- or else I already did, and I was feeling sympathetic vibrations from a kindred spirit. In any case, I loved the book almost to the end. And then, Messud tried to give the book an ending with 9-11 happening around the characters, and all she'd accomplished turned to a turgid mass of undifferentiated dread and gloom about an event that no one in the book is willing to see clearly including, unfortunately, the writer. It wasn't a disaster that struck New York. It was an attack by Muslim fundamentalist jihadists whose hatred was aimed precisely at people like the book's main characters. And without acknowledging or even recognizing as possibility this simple, incontrovertible fact, Messud's wonderful book transmutes into the very fluff and self-deception it satirizes and loses all chance to say anything meaningful about the event's real meaning for the portion of the American elite that styles itself as intellectual. Too bad. But what a pitch-perfect first 250 pages!...more",Notes are private!,0,0,1,"Apr 18, 2010","Apr 24, 2010","Apr 18, 2010",,Hardcover,view (with text),/book/show/3648.The_Emperor_s_Children
366,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Follow Me,"Scott, Joanna",0316051659,9780316051651,0316051659,420        pp,3.19,486,"Apr 04, 2009","Apr 22, 2009",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Quirky-voiced stab at a coming-of-age, biographical life story of a woman who ran away from home as a teen, leaving a newborn behind, and then lived iQuirky-voiced stab at a coming-of-age, biographical life story of a woman who ran away from home as a teen, leaving a newborn behind, and then lived in several small towns in the state until men stopped beating women, which apparently happened sometime in the mid-1970s. Scott never got me to care about any of the twists and turns of fate in the novel as her character reacted to one non-catastrophe after another as if it were the end of her world. Finally toward the end there's a bit of Sally the elder (a frame narrator is the grand daughter)trying to DO something interesting and figure out what became of her son, but by this time I didn't care enough to be able to enjoy unraveling the details, and found the last pages tedious instead....more",Notes are private!,0,0,1,"Apr 10, 2010","Apr 17, 2010","Apr 10, 2010",,Hardcover,view (with text),/book/show/6149131-follow-me
367,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Game of Thrones        (A Song of Ice and Fire, #1)","Martin, George R.R.",,,,835        pp,4.44,"2,489,902","Aug 06, 1996",Sep 1997,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Medieval fantasy without magic, but lots of lordly melodrama. Good character portraits, especially near the start; some touching stuff. Not so good onMedieval fantasy without magic, but lots of lordly melodrama. Good character portraits, especially near the start; some touching stuff. Not so good on the hacking and chopping sections. Stakes unclear, and I felt a lot of ""so what?"" at the end as to what it was all about. Maybe if the Starks were a bit MORE crazily loyal to one another as a family, I'd have bought in. Doubt I'll go on to the others....more",Notes are private!,0,0,1,"Apr 10, 2010","Apr 14, 2010","Apr 10, 2010",,Mass Market Paperback,view (with text),/book/show/409207.A_Game_of_Thrones
368,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dead Sleep,"Iles, Greg*",0451206525,9780451206527,0451206525,452        pp,4.08,"12,301",2001,"Jul 01, 2002",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Serial killer creates paintings of his dead victims, tough photojournalist female heroine. Iles is deeply in need of an editor. 2/3 of the book is useSerial killer creates paintings of his dead victims, tough photojournalist female heroine. Iles is deeply in need of an editor. 2/3 of the book is useless nattering on and should have been cut. The 1/3 that was good, was very imaginative and abounding with some cool, if utterly implausible, ideas and character motivations. A satisfying ending that made wading through the book worth the trouble....more",Notes are private!,0,0,1,"Apr 05, 2010","Apr 08, 2010","Apr 05, 2010",,Mass Market Paperback,view (with text),/book/show/43996.Dead_Sleep
369,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tokyo Year Zero        (Tokyo Trilogy, #1)","Peace, David",0307263746,9780307263742,0307263746,355        pp,3.31,"2,276","Jan 01, 2007","Sep 11, 2007",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Set in immediate post WW II Japan. A detective links a vicious killer of women to his crimes while he, the detective, experiences a personal dissolutiSet in immediate post WW II Japan. A detective links a vicious killer of women to his crimes while he, the detective, experiences a personal dissolution. This critically-highly-touted book has an aphoristic Japanese modernist prose format laid over a crime story. The format would be annoying, but all right and perhaps generative of a more elevated perception of human affairs were the story better. The tale is apparently historical. Who cares? You write a novel, you need to write a story. The book's not really a mystery or thriller, because the killer is caught early on. This becomes a huge structural weakness as the narrator then has very little to do but wander around Tokyo feeling bad about his cowardice, scratching his lice (I kept wanting to douse the dude with DDT), and attempting to tie up loose ends on a case that's already solved. He's a whiny, corrupt, broken man without an ounce of personal dignity. He's mean to his underlings and family. But, the sin of sins in my eyes, he's UNINTERESTING. Frankly, I blame the editor for not making Peace, whose fair amount of talent is being overindulged, have another go at the book -- perhaps even throwing most of this first draft attempt out and starting from scratch. I was reading this book in preparation for having a look at Peace's latest, Occupied City, to which this was a sort of prequel. One trip down this slog of a formal road is enough. I'll be skipping Occupied City....more",Notes are private!,0,1,1,not set,"Apr 09, 2010","Apr 02, 2010",,Hardcover,view (with text),/book/show/755204.Tokyo_Year_Zero
370,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Far Bright Star,"Olmstead, Robert",1565125924,9781565125926,1565125924,207        pp,3.81,796,"Jan 01, 2009","May 26, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Tough dude in the horse cavalry chasing Pancho Villa in Mexico. Brutal, doomed, poetic Cormac McCarthy pastiche, but well-done copying. Won a 2009 awaTough dude in the horse cavalry chasing Pancho Villa in Mexico. Brutal, doomed, poetic Cormac McCarthy pastiche, but well-done copying. Won a 2009 award for best Western, and could be for all I know. Enjoyed it....more",Notes are private!,0,0,1,"Mar 31, 2010","Apr 02, 2010","Mar 31, 2010",,Hardcover,view (with text),/book/show/5981122-far-bright-star
371,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,20th Century Ghosts,"Hill, Joe*",0061147974,9780061147975,0061147974,316        pp,3.90,"45,236",Jan 2005,"Oct 16, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Strong horror and magic realism short story collection. Highly recommend it for horror readers who like their stuff subtle, creepy and atmospheric. EsStrong horror and magic realism short story collection. Highly recommend it for horror readers who like their stuff subtle, creepy and atmospheric. Especially good is Hill's magic realism story ""Pop Art,"" about a boy whose best friend is a macabre but nice talking blow-up balloon boy. ...more",Notes are private!,0,0,1,"Mar 29, 2010","Mar 30, 2010","Mar 29, 2010",,Hardcover,view (with text),/book/show/373915.20th_Century_Ghosts
372,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Runaway: Stories,"Munro, Alice",1400077915,9781400077915,1400077915,335        pp,3.98,"24,850",2004,Nov 2005,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My cynical bemusement over the deification of Munro continues. Portraits of broken, uninteresting characters in the process of dying inside or alreadyMy cynical bemusement over the deification of Munro continues. Portraits of broken, uninteresting characters in the process of dying inside or already being dead. Feel like I've been in the mind of a sadist for 300 pages. ...more",Notes are private!,0,0,1,"Mar 29, 2010","Apr 02, 2010","Mar 29, 2010",,Paperback,view (with text),/book/show/14280.Runaway
373,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Decline and Fall of the Roman Empire,"Gibbon, Edward",,,,unknown,4.02,"14,638",Feb 1776,unknown,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Workmanlike. Mostly emperor hopscotch. Very little context.,Notes are private!,0,0,1,"Mar 26, 2010","Mar 30, 2010","Mar 26, 2010",,,view (with text),/book/show/4909270-decline-and-fall-of-the-roman-empire
374,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Anglo-Saxon World,"Drout, Michael D.C.",,9781440706714,,unknown,4.34,331,unknown,2009,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 26, 2010",,Audiobook,view,/book/show/7770150-the-anglo-saxon-world
375,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Our Country: The Shaping of America from Roosevelt to Reagan,"Barone, Michael",0029018617,9780029018613,0029018617,805        pp,4.00,43,Mar 1990,"Jan 01, 1990",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Very president-centric, but great in that area. Crammed with facts and finely recreated presidential election landscapes. All kinds of stuff that was Very president-centric, but great in that area. Crammed with facts and finely recreated presidential election landscapes. All kinds of stuff that was important at the time and determined outcomes, but has since been mostly forgotten. Very informative and leaves you smarter about how things really went down. Theme is that economic status is only a secondary factor in American elections. Mostly events and culture are the shaping factors....more",Notes are private!,0,0,1,"Mar 24, 2010","Apr 27, 2010","Mar 24, 2010",,Hardcover,view (with text),/book/show/1178083.Our_Country
376,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Switch,"Brown, Sandra*",0446609943,9780446609944,0446609943,576        pp,3.95,"15,764","Aug 29, 2000","Aug 01, 2001",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A woman pretends she's her murdered twin in order to solve the mystery of her death. We're firmly in Danielle Steele land with an intrepid astronaut aA woman pretends she's her murdered twin in order to solve the mystery of her death. We're firmly in Danielle Steele land with an intrepid astronaut as the love interest and our plucky heroine (or was she the murdered sister? Or is the sister really dead?)incredibly beautiful, smart and rich due to her fantastically successful business escorting celebrities to speaking engagements! This is a good switching identity idea and it really might've made an excellent novella, maybe even a classic confection of its genre. But instead we get a 550 (!) page sticky, indigestible wedding cake of a book with reams of dialog so long and knotty it could be used as a bludgeon with which to kill hobos. ...more",Notes are private!,0,2,1,not set,"Mar 29, 2010","Mar 23, 2010",,Mass Market Paperback,view (with text),/book/show/760309.The_Switch
377,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"They Shoot Horses, Don't They?","McCoy, Horace",,,,319        pp,3.86,"10,034","Jan 01, 1935",1970,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A couple compete in a marathon dance. He's happy but deluded; she's clinically depressed with a wicked tongue. What McCoy did with this unlikely combiA couple compete in a marathon dance. He's happy but deluded; she's clinically depressed with a wicked tongue. What McCoy did with this unlikely combination totally rocks. Perfect little philosophical suspense confabulation. Perfect length for the story. ...more,Notes are private!,0,0,1,not set,"Mar 23, 2010","Mar 20, 2010",,Mass Market Paperback,view (with text),/book/show/1868245.They_Shoot_Horses_Don_t_They_
378,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cloud Atlas,"Mitchell, David",0340822783,9780340822784,0340822783,529        pp,4.01,"248,801",Mar 2004,"Feb 21, 2005",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A dazzle of good s on this. It's six novellas. Five are split in half with the others laid inside them, as it were, so you read half of all but A dazzle of good s on this. It's six novellas. Five are split in half with the others laid inside them, as it were, so you read half of all but the sixth and then go back and finish the other halves. They also progress chronologically and change format, so one's a journal in the 18th century, one's epistolary, one's a mystery, one's dystopian SF, one's apocalyptic, etc. Good idea. Ought to be fun. Unfortunately, what you get is a weak short story collection in diguise with plots that exist mostly to hang pretty paragraphs on. The theme is ludicrously simplistic (Western culture is dehumanizing and crushes all individuality under its invisible Adam Smithian feet, or something like that). But it's not the theme that's the problem. Writers such as the brilliant Jack Womack handle similar themes adroitly. It's the simpering self-regard all the Cloud Atlas characters are steeped in that drives you to tooth grinding. Cloud Atlas celebrates its own cleverness over and over again. The characters, the authorial voice in the collection, seems to want to be its own audience, to laugh at its own jokes, and to smile at its own cleverness--and, with me, it pretty much succeeded! Glad to leave this one to its own devices....more",Notes are private!,0,3,1,"Mar 20, 2010","Mar 27, 2010","Mar 20, 2010",,Paperback,view (with text),/book/show/6794.Cloud_Atlas
379,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Poet        (Jack McEvoy, #1; Harry Bosch Universe, #5)","Connelly, Michael*",0446602612,9780446602617,,501        pp,4.22,"100,816","Jan 28, 1996","Jan 01, 1997",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Serial killer thriller with a reporter detective (and first-person narrator) teaming with the FBI. Some good hamburger-ish character-creation during tSerial killer thriller with a reporter detective (and first-person narrator) teaming with the FBI. Some good hamburger-ish character-creation during the first half. Nothing special, but very workmanlike. Yikes at all the reverential treatment of the 1990s tech. Kind of funny with dial up modems and extremely complex digital cameras and such. And then everything descends into madness until by the end I was laughing at the absurd twists instead of biting my nails. Disappointing after a strong beginning....more",Notes are private!,0,0,1,"Mar 17, 2010","Mar 20, 2010","Mar 17, 2010",,Paperback,view (with text),/book/show/76868.The_Poet
380,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gone for Good,"Coben, Harlan*",0440236738,9780440236733,0440236738,432        pp,4.11,"63,924",2002,"Mar 04, 2003",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,About five twists too many at the end. Took me out of the book. Okay before.,Notes are private!,0,0,1,"Mar 12, 2010","Mar 13, 2010","Mar 12, 2010",,Mass Market Paperback,view (with text),/book/show/43930.Gone_for_Good
381,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wolf Hall        (Thomas Cromwell, #1)","Mantel, Hilary",0007230184,,B00IFARVYA,653        pp,3.90,"210,312","Apr 30, 2009",2010,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a historical--it's Henry VIII's court through royal ""dude behind the throne"" Thomas Cromwell's eyes. Cromwell is modern man in the making, theThis is a historical--it's Henry VIII's court through royal ""dude behind the throne"" Thomas Cromwell's eyes. Cromwell is modern man in the making, the character most like us in the melange of 16th century characters. Some really fine writing up front, with a fascinating atemporal storyline, moving in and out of Cromwell's early history as crucial, life-changing moments. We're never lost, and it truly does feel like the emotional rather than chronological biography of a fascinating man. Some wonderful quips and great scenes full of constrained but deep feelings, particularly the feelings of enmity and malice. Mantel does hatred so nicely that it almost makes the reader want to go make some bitter enemies so he or she can have this much fun despising them and working their downfall! Much of the book is quietly hilarious, and really it's a comedy at heart. But alas, all eventually falls apart. The present tense works for a while, then becomes a liability later in the book. The ubiquitous use of the pronoun ""he"" without the antecedent ""Cromwell"" seems meaningless and perverse on Mantel's part from the get-go. It's a forgivable quirk while the book is moving along, but becomes a maddening device when the novel begins to slog. It's around page 300 where book falls into disarray. Mantel loses the relentless storyline she has been following to that point and Wolf Hall begins to feel like a collection of partially executed vignettes and static tableau for the next 232 pages. Nevertheless, the book is loads of fun at its best, and certainly more deserving of all the prizes it garnered than most ""award-winning"" fare....more",Notes are private!,0,0,1,"Mar 12, 2010","Mar 17, 2010","Mar 12, 2010",,Paperback,view (with text),/book/show/6101138-wolf-hall
382,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Gift of Stones,"Crace, Jim",014101234X,9780141012346,014101234X,176        pp,3.83,"1,001",1988,"Sep 04, 2003",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Starts out as a pretty good fantasy story set in the stone age then becomes an extended and not very original reflection on the meaning and uses of stStarts out as a pretty good fantasy story set in the stone age then becomes an extended and not very original reflection on the meaning and uses of storytelling....more,Notes are private!,0,0,1,"Mar 10, 2010","Mar 11, 2010","Mar 10, 2010",,Paperback,view (with text),/book/show/92558.The_Gift_of_Stones
383,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Merle's Door: Lessons from a Freethinking Dog,"Kerasote, Ted",0151012709,9780151012701,0151012709,398        pp,4.21,"19,441",2007,"Jul 02, 2007",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Treacly as expected, but some good information on dog behavior and physiology that made it not a bad read.",Notes are private!,0,0,1,"Mar 09, 2010","Mar 11, 2010","Mar 09, 2010",,Hardcover,view (with text),/book/show/430968.Merle_s_Door
384,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cradle Will Fall,"Clark, Mary Higgins",0743484274,9780743484275,B006U1N5UU,314        pp,3.92,"20,206",1980,2003,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Suspenseless, but kind of unrelentingly on point and competent. I can see why she sells.",Notes are private!,0,0,1,"Mar 08, 2010","Mar 09, 2010","Mar 08, 2010",,,view (with text),/book/show/512475.The_Cradle_Will_Fall
385,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stallion Gate,"Smith, Martin Cruz",0345310799,9780345310798,0345310799,384        pp,3.68,"1,826",1986,"Jun 12, 1987",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Smith is trying to do too much with his character. Joe is a prize fighter, professional grade jazz pianist, full blooded Indian, Army sergeant on-siteSmith is trying to do too much with his character. Joe is a prize fighter, professional grade jazz pianist, full blooded Indian, Army sergeant on-site and friend -- and eventual opponent -- of Oppehheimer during the Trinity test in New Mexico. We're almost in Noble Savage land here, I'm afraid. Joe is also an outstanding lover, seducing 'em in droves, by the way. Long sections on the morality of dropping the bomb (always a nonstarter with me). Some very nicely done inter-tribal politics among the Indians of Northern New Mexico, however. I usually love Smith's work, so kind of a disappointment....more",Notes are private!,0,0,1,not set,"Mar 07, 2010","Mar 07, 2010",,Mass Market Paperback,view (with text),/book/show/890249.Stallion_Gate
386,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Polish Officer        (Night Soldiers, #3)","Furst, Alan",0375758275,9780375758270,0375758275,294        pp,4.07,"6,116","Feb 07, 1995","Oct 09, 2001",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The career of Polish intelligence officer during World War II; kind of a thriller, but fighting against it every step of the way. Furst is best known The career of Polish intelligence officer during World War II; kind of a thriller, but fighting against it every step of the way. Furst is best known for his pontilist detail in setting, with each sentence sometimes seemingly like an entire research project into what sort of nails were used in this railcar construction, what substance was used to clear tank parts in German repair facilities (gasoline), etc. His characters are all Hemingway pastiche, but well done enough so as not to become unintentional parodies, as they do in many H-addicted writers, such as, say, Len Deighton. Furst has a maddening way of choosing the most emotionally obscuring scenes to do his character work, with revelations handed out like bread in a concentration camp. He also obscures information that all the characters know perfectly well for no apparent dramatic purpose. It begins to feel almost perverse after a while. But Furst does give you excellent action scenes for relief. The plot is meandering and builds to no climax by design, but you quickly understand that that's the idea, and either go along with it or stop reading. After you choose to become involved, it's a bit like exploring a dark and dangerous city after midnight. You never know when you're gonna get jumped, but you also never know when you're gonna stumble on some moment of weird revelation or grotesque beauty. Despite my cavils, I enjoyed the book and think it will stay with me....more",Notes are private!,0,1,1,"Mar 03, 2010","Mar 06, 2010","Mar 03, 2010",,Paperback,view (with text),/book/show/918284.The_Polish_Officer
387,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Scarpetta        (Kay Scarpetta, #16)","Cornwell, Patricia*",0399155163,9780399155161,0399155163,500        pp,3.80,"33,193","Nov 25, 2008","Dec 02, 2008",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was hoping this was an early book when I picked it up. No such luck. Endless soap opera nonsense among the characters. The mystery itself is a joke.I was hoping this was an early book when I picked it up. No such luck. Endless soap opera nonsense among the characters. The mystery itself is a joke. I did enjoy Cornwell's portrait of a non-series character, the weird agoraphobic web designer Shrew. Probably will pick up Postmortem, the first, then never touch the series again....more",Notes are private!,0,0,1,"Mar 02, 2010","Mar 03, 2010","Mar 02, 2010",,Hardcover,view (with text),/book/show/2833172-scarpetta
388,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stuff of Thought: Language as a Window into Human Nature,"Pinker, Steven*",0670063274,9780670063277,0670063274,499        pp,3.91,"10,958",2007,2007,it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,May 2009,"Feb 24, 2010",,Hardcover,view,/book/show/373969.The_Stuff_of_Thought
389,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Caesar's Legion: The Epic Saga of Julius Caesar's Elite Tenth Legion and the Armies of Rome,"Dando-Collins, Stephen*",0471686131,9780471686132,0471686131,336        pp,4.04,"1,262","Jan 22, 2002","Sep 01, 2004",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Portrait of a Centuries-long Roman Institution. There's not anything new here, but Dando-Collins brings together all the classic authors (Suetonius, TPortrait of a Centuries-long Roman Institution. There's not anything new here, but Dando-Collins brings together all the classic authors (Suetonius, Tacitus, Julius Caesar himself, etc.) and re-images the characters and setting based on this amalgamation of sources. We get an excellent storyteller's survey of the rise of Julius Caesar and the creation of the 10th Legion (""Caesar's Legion"" of the title) in Spain. The book loses steam a bit after the 10th drops from Caesar's favor after Pharsala (the battle that won the Roman Civil War for Caesar), yet remains interesting enough through the death of Pompey in Egypt. Then there's a dry stretch for a couple hundred years until we get to the Romans in 2nd century Israel, and a rousing finale with the fall of Jerusalem, the destruction of the temple by the Legions, and the scattering of the Jews. It's all great stuff, and will provide a excellent backgrounder for those who want to go on and read or listen to the classic era historians....more",Notes are private!,0,1,1,not set,Jul 2009,"Feb 24, 2010",,Paperback,view (with text),/book/show/68546.Caesar_s_Legion
