,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Connie's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
364,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Perla,"De Robertis, Carolina*",0307599590,9780307599599,0307599590,236        pp,3.96,"1,782",2012,"Mar 27, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 05, 2022",,Hardcover,view,/book/show/12303508-perla
365,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Weeds,"Kelley, Edith Summers",1558611541,9781558611542,1558611541,375        pp,3.94,175,1923,"Nov 01, 1996",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Weeds"" is a forgotten novel of the 1920s that was reissued several times in the 70s, 80s, and 90s during the feminist movement. It's a character stud""Weeds"" is a forgotten novel of the 1920s that was reissued several times in the 70s, 80s, and 90s during the feminist movement. It's a character study of Judith, an effervescent child of nature who followed her father around the farm helping with chores. She was full of energy, had an artistic talent, and took great joy in observing the outdoor world. Her life changed as the wife of a Kentucky tenant farmer and the mother of three children. She found that the endless cycle of household chores, difficult pregnancies, and constant childcare was a soul-crushing existence. Even though she had a hardworking husband, the weather could wipe out any hope of escaping poverty. Judith went through times of anger and depression dealing with her unrelenting duties.Uncle Jabez, an old man and the neighborhood fiddler, seemed to be the only one who understood the young woman. Joy in the beauty of the world, laughter, and contemplation were qualities they shared. He took the time to watch the beauty of a sunset, and compared life to the vivid changing colors which gradually muted to gray:""It's a heap like a man's life, hain't it. . . . It begins happy an' simple, like them innocent pinks an' blues; then turns flame colored when he grows to be a man an' learns to know the love o' wimmin. But it don't stay that color long. First thing you know it's gray, like his hair, what he has left of it. Yaas, Judy, the young time's the on'y time.""This naturalist novel about the hard life of a farming family is notable because it's told from the point of view of a woman. Both a farmer and his wife did backbreaking work, but often had little more than corncakes to feed their families by mid-winter. Pregnancies and nursing took their toil on the malnourished women, and they aged quickly. Author Edith Summers Kelley and her artist husband raised tobacco as tenant farmers in Kentucky for several years so the experiences of a restless young farmer's wife and her neighbors feels brutally authentic....more",Notes are private!,0,26,1,"Sep 25, 2022","Oct 02, 2022","Jul 02, 2022",,Paperback,view (with text),/book/show/425704.Weeds
366,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Time of Man,"Roberts, Elizabeth Madox",0813109817,9780813109817,0813109817,420        pp,3.85,157,1926,"Feb 24, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""The Time of Man"" follows Ellen, the daughter of a tenant farmer, as the young girl matures to be a wife and mother. It's written partly in a stream o""The Time of Man"" follows Ellen, the daughter of a tenant farmer, as the young girl matures to be a wife and mother. It's written partly in a stream of consciousness in lyrical prose. Ellen is the only surviving child of parents who had lost five children. The young girl has to figure out life, adjusting to new circumstances as her father moves from farm to farm in the Kentucky hills.The story tells of the beauty of the natural world, the bounty of the crops in a good year, the desperation in a bad year, and the back-breaking relentless labor. Ellen is resilient and helps her parents, but also takes time to experience the wonder of love. Although Ellen is dirt poor, she has a special radiance and a strong sense of loyalty to her family. Her powers of observation are useful when dealing with people, and bring joy when she is outdoors in nature. My book was illustrated with beautiful wood engravings by Clare Leighton, an artist known for her art depicting workers. The engravings reinforced the feeling that a tenant farmer had to be strong and extremely hard working to survive in the early 20th Century.This book is not for everyone since Ellen's interior thoughts comprise a large part of the book. It has both folk and lyrical qualities, and captures the reader with its beauty....more",Notes are private!,0,36,1,"Aug 05, 2022","Aug 09, 2022","Jul 02, 2022",,Paperback,view (with text),/book/show/257453.The_Time_of_Man
367,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Island of Missing Trees,"Shafak, Elif*",1635578604,,B096Y592CB,350        pp,4.16,"101,994","Nov 02, 2021","Nov 02, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 01, 2022",,Kindle Edition,view,/book/show/58684163-the-island-of-missing-trees
368,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Songbirds,"Lefteri, Christy",0593238060,9780593238066,0593238060,336        pp,4.04,"20,606","Jul 08, 2021","Aug 30, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Songbirds"" is a beautifully written novel about the disappearance of a beautiful Sri Lankan migrant worker, Nisha, who was employed as a nanny and ho""Songbirds"" is a beautifully written novel about the disappearance of a beautiful Sri Lankan migrant worker, Nisha, who was employed as a nanny and housekeeper in Cyprus. When she disappeared, leaving her passport in her room, the police would not make the effort to search for her since they considered migrant workers to be expendable. Her employer, Petra, realizes that Nisha was the heart of their household raising Petra's daughter while being separated for years from her own child back in Sri Lanka. The migrant workers were in desperate circumstances back home, but the agency fees in Cyprus kept them so much in debt that it was almost impossible to return home.Nisha's lover, Yiannis, had also been in economic trouble when an acquaintance involved him in illegally poaching songbirds as they fly between Europe and Africa. But Yiannis finds that the organization does not allow anyone to leave.Christy Lefteri tells about Nisha's life from the points of view of Petra and Yiannis as they talk to the neighbors and Nisha's maid friends during their search. The book shows the reality of a migrant worker's life, and the slaughter of the migrating songbirds. It's heartbreaking that the songbirds are more protected than the migrating maids and nannies.The story also touched on mothering in person and at a distance, and the emotional sacrifices some people must make to send money back home. I enjoyed Lefteri's thoughtful, lovely writing, and would love to read more by this author....more",Notes are private!,8,36,1,"Oct 15, 2023","Oct 19, 2023","Jul 01, 2022",,Paperback,view (with text),/book/show/61065974-songbirds
369,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cora's Kitchen,"Brown, Kimberly Garrett*",1771338512,9781771338516,1771338512,176        pp,4.34,68,unknown,"Feb 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 27, 2022",,Paperback,view,/book/show/57271856-cora-s-kitchen
370,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Email from the Future: Notes from 2084,"Rogers, Michael*",057835537X,9780578355375,057835537X,276        pp,3.70,105,unknown,"Apr 21, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 25, 2022",,Paperback,view,/book/show/61058903-email-from-the-future
371,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Whereabouts of Eneas McNulty,"Barry, Sebastian",0140280189,9780140280180,0140280189,336        pp,3.98,"2,806","Jan 01, 1998","Aug 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 25, 2022",,Paperback,view,/book/show/137446.The_Whereabouts_of_Eneas_McNulty
372,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mystery in the Channel,"Crofts, Freeman Wills",0712356517,9780712356510,0712356517,284        pp,3.72,898,1931,"Sep 01, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""The little yacht, with its fine lines and finish, its white deck and gleaming brasswork, its fresh paint and brightly coloured club flag, looked what""The little yacht, with its fine lines and finish, its white deck and gleaming brasswork, its fresh paint and brightly coloured club flag, looked what it so obviously was, a rich man's toy, a craft given over to pleasure. On such the tragic and the sordid were out of place. Yet now they reigned supreme. The space which should fittingly have resounded with the laughs of pretty women and the voices of immaculately clad men, was empty, empty save for that hunched figure and that sinister stain with its hideous suggestion.""Two dead men were found on a yacht adrift in the English Channel, and Scotland Yard's Inspector French was assigned to the case. The murdered men were partners in Moxon's General Securities. Rumors were circulating that the financial firm was unstable and about to crash.Inspector French is a hardworking detective with an eye for details. He works methodically using railroad timetables, shipping patterns, speeds of various types of boats, and other maritime details. There are lots of red herrings as the Inspector investigates in both England and France.This is a plot-driven 1931 Golden Age Mystery featuring meticulous investigation of a puzzle. There is not much character development of Inspector French or any of the other characters. French is not colorful or a genius, but he is a detective to respect. While ""Mystery in the Channel"" was a well-written book, I tend to prefer books with more character development. 3.5 stars...more",Notes are private!,0,10,1,"Jul 08, 2022","Jul 09, 2022","Jun 23, 2022",,Paperback,view (with text),/book/show/29967411-mystery-in-the-channel
373,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Cards on the Table        (Hercule Poirot, #15)","Christie, Agatha",0007422199,,B0046H95O0,273        pp,3.96,"59,568","Nov 02, 1936",unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 22, 2022",,Kindle Edition,view,/book/show/11070265-cards-on-the-table
374,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wife's Story,"Le Guin, Ursula K.",,,,unknown,3.88,241,1982,1982,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Quick short story with a great surprise at the end.,Notes are private!,0,16,1,"Jun 13, 2022","Jun 13, 2022","Jun 13, 2022",,,view (with text),/book/show/46031268-the-wife-s-story
375,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shrines of Gaiety,"Atkinson, Kate",0385547978,9780385547970,0385547978,416        pp,3.86,"33,672","Sep 27, 2022","Sep 27, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jun 13, 2022",,Hardcover,view,/book/show/60371805-shrines-of-gaiety
376,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Between Earth and Sky,"Skenandore, Amanda*",1496713664,9781496713667,1496713664,324        pp,4.34,"7,102","Apr 24, 2018","Apr 24, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 13, 2022",,Paperback,view,/book/show/35988658-between-earth-and-sky
377,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Diamond Eye,"Quinn, Kate*",0062943510,9780062943514,0062943510,435        pp,4.29,"135,176","Mar 29, 2022","Mar 29, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 13, 2022",,Hardcover,view,/book/show/58490567-the-diamond-eye
378,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Forest of Vanishing Stars,"Harmel, Kristin*",1982158948,9781982158941,1982158948,416        pp,4.26,"70,635","Jul 06, 2021","May 03, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 13, 2022",,Paperback,view,/book/show/58581837-the-forest-of-vanishing-stars
379,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wish You Were Here,"Picoult, Jodi*",1984818430,9781984818430,1984818430,400        pp,3.93,"235,959","Nov 30, 2021","Jun 14, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 11, 2022",,Paperback,view,/book/show/60564008-wish-you-were-here
380,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dance of Death,"Flaubert, Gustave",,,B01HBPLKJQ,12        pp,3.53,38,"May 18, 1838","Jun 20, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""The Dance of Death"" is a prose poem written in the romantic tradition. It features a conversation between Death and Satan with Nero joining in at the""The Dance of Death"" is a prose poem written in the romantic tradition. It features a conversation between Death and Satan with Nero joining in at the conclusion. It's written in very ornate, over the top language. Flaubert was only 17 years old when this was written in 1938.Unrated...more",Notes are private!,0,6,1,"Jun 11, 2022","Jun 11, 2022","Jun 11, 2022",,Kindle Edition,view (with text),/book/show/30835390-the-dance-of-death
381,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Three Tales,"Flaubert, Gustave",0140448004,9780140448009,0140448004,144        pp,3.64,"6,944",Apr 1877,"Aug 30, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Three Tales"" is a collection of stories about characters exhibiting the saintly behavior of a strong faith and good works. 3.5 stars, rounded up to 4""Three Tales"" is a collection of stories about characters exhibiting the saintly behavior of a strong faith and good works. 3.5 stars, rounded up to 4 stars.""A Simple Heart"" is a novella about Félicité, a 19th Century uneducated servant who lived a life of piety, service, and loss. Félicité took joy in simple pleasures and was known for her kindness. She was also devoted to her parrot, Loulou. As she aged her hearing and sight diminished, and she believed she had a vision of the Holy Spirit. Félicité had a loving heart and a strong religious faith. 3.5 stars.""The Legend of Saint Julian the Hospitaller"" was inspired by the stained-glass windows in the cathedral in Flaubert's hometown of Rouen. Flaubert changed the fable of Saint Julian to create his own story which also has roots in the Oedipus myth. Set in the Middle Ages, Julian is a young man with bloodlust who loves to hunt. The violent man is cursed with a prophecy that he will murder his parents, but he moves far away from them to prevent it from happening. However, his parents search for him and the the prophecy becomes reality. Julian devotes himself to a life of penance at a ferry crossing. He is redeemed by his selfless kindness to a leper. 4 stars.The third story is ""Herodias"" about the decapitation of John the Baptist on the evening of the birthday celebration of Herod Antipas. His wife, Herodias, uses her daughter Salome in her quest to kill John the Baptist. Flaubert writes excellent psychological descriptions of Herod Antipas and Herodias. The tale contains much pageantry, and seductive dancing by Salome leading up to the tragedy. While it was an interesting tale, there are too many historical and Biblical characters mentioned for a story of this length. 3 stars...more",Notes are private!,0,13,1,"Jun 11, 2022","Jun 12, 2022","Jun 11, 2022",,Paperback,view (with text),/book/show/2182.Three_Tales
382,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Notes on Grief,"Adichie, Chimamanda Ngozi",0593320808,9780593320808,0593320808,86        pp,4.22,"31,841","May 11, 2021","May 11, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 09, 2022",,Hardcover,view,/book/show/57032570-notes-on-grief
383,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Notes on Grief,"Adichie, Chimamanda Ngozi",0008470308,9780008470302,0008470308,96        pp,4.22,"31,841","May 11, 2021","May 13, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,0,not set,not set,"Jun 09, 2022",,Hardcover,view,/book/show/57037263-notes-on-grief
384,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lost Apothecary,"Penner, Sarah *",0778311015,9780778311010,0778311015,301        pp,3.75,"369,397","Mar 02, 2021","Mar 02, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""The Lost Apothecary"" takes us back in time to dark secrets and magic in 1790s London. Nella, with her great knowledge of herbs and poisons, helps wom""The Lost Apothecary"" takes us back in time to dark secrets and magic in 1790s London. Nella, with her great knowledge of herbs and poisons, helps women who have been wronged by men. She feels for these other women because of her own experiences. Woman had little power or choices in that time so murder by undetectable poison was an option they might consider. Things were going smoothly in Nella's secret apothecary shop until twelve-year-old Eliza Tanning appeared on a mission from her employer. Not only were Nella and Eliza in peril, but also scores of women who had used Nella's services.In a present day timeline, Caroline is visiting London in what was supposed to be a tenth anniversary celebration. She's come alone since she had just discovered her husband's infidelity. Caroline goes mudlarking along the banks of the Thames and finds an apothecary vial etched with a symbol. Using the resources of the British Library, she makes the historical connection to Nella's apothecary shop. Caroline had once wanted her life to go in a different direction, and this might be the time to follow her interest in historical research.Both of the timelines were interesting, although the historical look into the 1790s was the more fascinating. While poisoning is obviously illegal and gruesome, there is an understanding why the damaged women feel like they are using their last option and take justice into their own hands. There are some mentions of magic, which could also be luck or fate smiling down on them. ""The Lost Apothecary"" is a page-turner that combines mystery with historical fiction....more",Notes are private!,0,17,1,"Jul 27, 2022","Jul 28, 2022","Jun 07, 2022",,Hardcover,view (with text),/book/show/53288434-the-lost-apothecary
385,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Boy, the Mole, the Fox and the Horse","Mackesy, Charlie",1529105102,9781529105100,1529105102,128        pp,4.56,"189,268","Oct 10, 2019","Oct 10, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 07, 2022",,Hardcover,view,/book/show/43708884-the-boy-the-mole-the-fox-and-the-horse
386,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Meet Me in Another Life: A Novel,"Silvey, Catriona*",,,B08KYHDVB7,unknown,3.73,"10,001","Apr 27, 2021","Apr 27, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 04, 2022",,Audible Audio,view,/book/show/56609437-meet-me-in-another-life
387,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lucy by the Sea        (Amgash, #4)","Strout, Elizabeth*",0593446062,9780593446065,0593446062,291        pp,3.92,"64,803","Sep 20, 2022","Sep 20, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Like many others, I did not see it coming. But William is a scientist, and he saw it coming; he saw it sooner than I did, is what I mean.""It was Marc""Like many others, I did not see it coming. But William is a scientist, and he saw it coming; he saw it sooner than I did, is what I mean.""It was March in the early days of the pandemic, and Lucy's ex-husband takes her up to Maine to escape the threat of infection in New York City. William has rented a home on Maine's rocky coast. It was lockdown for them, punctuated with walks along the shore. Lucy and William had a complicated history, both together and apart. Now they were together 24/7, and their past connection helped them get through the stress of the pandemic and their worries about their daughters' health and marriages.""Almost always, there was that sense of being underwater; of things not being real.""Much of the book takes place in Lucy's thoughts, and her insecurities from her damaged childhood are still with her. Lucy's voice is conversational, and the reader feels like they are with an empathetic old friend. Lucy is especially kind to people who are experiencing poverty or living alone, such as a woman she meets while volunteering at the food pantry.This is a thoughtful novel about relationships, resilience, and understanding other people in challenging times. Author Elizabeth Strout has voiced the fears and insecurities we all felt during the pandemic's first year. I just reread the book for a book discussion group, and it made me realize how much better we all feel now--relaxing a bit after living through the worst years of the pandemic....more",Notes are private!,0,36,2,"Apr 15, 2023Sep 24, 2022","Apr 17, 2023Sep 25, 2022","Jun 03, 2022",,Hardcover,view (with text),/book/show/60657583-lucy-by-the-sea
388,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Man Who Liked Dickens,"Waugh, Evelyn",,,,25        pp,3.68,92,1933,unknown,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 01, 2022",,,view,/book/show/18431471-the-man-who-liked-dickens
389,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shifty's Boys,"Offutt, Chris*",0802159982,9780802159984,0802159982,262        pp,4.10,"1,681","Jun 07, 2022","Jun 07, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 30, 2022",,Hardcover,view,/book/show/59577183-shifty-s-boys
390,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Our Last Days in Barcelona        (The Perez Family, #5)","Cleeton, Chanel*",0593098897,9780593098899,0593098897,306        pp,4.13,"11,963","May 24, 2022","May 24, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Our Last Days in Barcelona"" is the fifth book in the series about the Perez family who escaped to Florida after Fidel Castro took power in Cuba. This""Our Last Days in Barcelona"" is the fifth book in the series about the Perez family who escaped to Florida after Fidel Castro took power in Cuba. This book has two timelines set mostly in Spain in 1936 and 1964.In 1936, Alicia Perez takes her young daughter, Isabel, to Barcelona to visit with her parents after she discovers that her husband had been unfaithful. Spain is in a state of unrest as fascism is rising, and the Spanish Civil War erupts. Alicia witnesses the bombing of Guernica by the Germans before making her way back to Cuba. Meanwhile, her cousin Rosa is dealing with family problems in Cuba.In the 1964 timeline, Isabel is worried about her sister Beatriz after she disappears in Barcelona. Beatriz is involved in anti-Castro espionage, although she has a cover job at the American Embassy. Isabel travels to Barcelona to locate Beatriz. Isabel has been feeling weighed down by an unhappy marriage, but finds satisfaction when she uses her artistic talents.In addition to the interesting historical elements, themes of love, duty to their family, and personal fulfillment are important. While it is not necessary to read the entire series before this book, the first book, ""When We Left Cuba,"" is a good introduction to the characters and the political situation as the Perez family flees from Cuba. Chanel Cleeton's writing is warm, emotional, and entertaining....more",Notes are private!,0,10,1,"Sep 11, 2022","Sep 12, 2022","May 25, 2022",,Hardcover,view (with text),/book/show/58867855-our-last-days-in-barcelona
391,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wouldn't Take Nothing for My Journey Now,"Angelou, Maya",0553380176,9780553380170,0553380176,144        pp,4.29,"10,248","Sep 21, 1993","May 12, 1997",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Maya Angelou's collection of short essays is inspirational and full of wisdom. She writes from the view of an African American and a woman, but anyoneMaya Angelou's collection of short essays is inspirational and full of wisdom. She writes from the view of an African American and a woman, but anyone could appreciate her thoughts. She's willing to share experiences from her journey through life to illustrate her ideas. Her writing has a timeless quality although the book was published in 1993.The title is taken from the lyrics of an African American spiritual about life's journey. The chorus of the song is:""Oh, I wouldn't take nothin' for my journey nowGotta make it to Heaven somehowThough the devil tempts me and he tried to turn me aroundHe's offered everything that's got a nameAll the wealth I want and worldly fameIf I could, still I wouldn't take nothin' for my journey now""...more",Notes are private!,0,12,1,Jul 2022,Jul 2022,"May 25, 2022",,Paperback,view (with text),/book/show/13210.Wouldn_t_Take_Nothing_for_My_Journey_Now
392,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Out of the Season and Out of Town,"Dickens, Charles",1495467066,9781495467066,1495467066,34        pp,3.00,6,"Feb 06, 2014","Feb 06, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Charles Dickens loved spending time along the seacoast. Although he uses fictional names for the two towns in these essays, he probably was inspired bCharles Dickens loved spending time along the seacoast. Although he uses fictional names for the two towns in these essays, he probably was inspired by Folkestone and Deal along the coast of Kent. Dickens has a talent as a travel writer because he's so observant, and provides descriptions that involve the senses. You can use your imagination to feel the wind blow, hear the waves and the birds, and notice the shadows of the sails and the people on the boats. He flits from image to image without going in depth about what he is observing to give an impression of the coastal town.In the second essay, Dickens is attempting to write but he gets distracted by everything he sees outside his window. He ends up exploring the area, and writing his thoughts about the seacoast in autumn when the crowds have left. Although he did not make any headway on whatever he was originally going to write, the town inspired this work. I think Dickens would have had to stay somewhere without such a beautiful view if he had a pressing deadline to meet. I read these works with the Dickensians group....more",Notes are private!,0,18,1,"Aug 16, 2023","Aug 26, 2023","May 24, 2022",,Paperback,view (with text),/book/show/20834212-out-of-the-season-and-out-of-town
393,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tuggses at Ramsgate,"Dickens, Charles",1502512408,9781502512406,1502512408,46        pp,3.67,15,1989,"Sep 25, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Tuggses receive a sizable inheritance and go through a period of rebirth, changing their names and buying new clothes to appear more posh. The famThe Tuggses receive a sizable inheritance and go through a period of rebirth, changing their names and buying new clothes to appear more posh. The family of grocers no longer has to watch every penny, so they decide to celebrate by spending six weeks at Ramsgate on the seacoast. They meet Captain Waters and his seductive wife, Belinda Waters, who dupe the gullible noveau riche family, especially the infatuated son.This is a delightful satire with the reader being very aware of the devious dealings of the Waters couple. There is so much dialogue in the story that it could be turned into a theatrical work except there is a crazy donkey ride. Dickens' humor in this story is lighthearted and fun! (The Tuggses at Ramsgate is a story in the collection Sketches by Boz.)...more",Notes are private!,0,18,1,"Aug 30, 2022","Aug 30, 2022","May 24, 2022",,Paperback,view (with text),/book/show/27576674-the-tuggses-at-ramsgate
394,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Drunkard's Death,"Dickens, Charles",,,B00I3RJPQC,28        pp,4.00,67,"Sep 19, 2011","Jan 28, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Dickens walked the streets of London for miles each day observing people and places. He saw some people ""sinking lower and lower, by almost imperceptiDickens walked the streets of London for miles each day observing people and places. He saw some people ""sinking lower and lower, by almost imperceptible degrees, and the shabbiness and utter destitution of whose appearance, at last, strike forcibly and painfully upon him, as he passes by."" Dickens wrote this heartbreaking short story about Master Warden who was caught in a downward spiral of alcoholism and poverty. Alcohol had such a grip on the man that he neglected his family, and set them on a life of ruin too.Dickens believed in moderation while drinking, although the temperance movement unsuccessfully called for prohibition. ""The Drunkard's Death,"" included in the collection ""Sketches by Boz,"" is a very realistic story based on Dickens' observations and familiarity with medical information. The illustrations (by Felix A. C. Darly and Fred Barnard for various editions) added to the emotional impact of Dickens' prose. ...more",Notes are private!,0,11,1,"Aug 22, 2022","Aug 28, 2022","May 24, 2022",,Kindle Edition,view (with text),/book/show/35615698-the-drunkard-s-death
395,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Story of the Goblins Who Stole a Sexton,"Dickens, Charles",,,B001W0YPBC,11        pp,3.39,658,"Mar 16, 2009",unknown,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An English Christmas Eve tradition in Dickens' time was to tell scary stories about ghosts, goblins, and supernatural events. ""The Story of the GoblinAn English Christmas Eve tradition in Dickens' time was to tell scary stories about ghosts, goblins, and supernatural events. ""The Story of the Goblins Who Stole a Sexton"" can be read as a stand-alone story, or as a chapter of ""The Pickwick Papers.""The Sexton - a mean, grumpy man - was digging a grave and drinking gin on Christmas Eve. A group of goblins convinced him that there was a better, kinder way of living his life. The idea behind this early short work was expanded later when Dickens wrote ""The Christmas Carol"" about ghosts showing Scrooge the error in his ways. ""The Story of the Goblins Who Stole the Sexton"" is an entertaining work that would be fun to read on Christmas Eve or Halloween....more",Notes are private!,0,7,1,"Aug 14, 2022","Aug 20, 2022","May 24, 2022",,Kindle Edition,view (with text),/book/show/6582734-the-story-of-the-goblins-who-stole-a-sexton
