,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Theresa's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
381,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Little Life,"Yanagihara, Hanya*",,,0385539258,720        pp,4.34,"618,395","Mar 10, 2015","Mar 10, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 16, 2019","Feb 13, 2019","Nov 12, 2018",,Hardcover,view,/book/show/22822858-a-little-life
382,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bad Blood: Secrets and Lies in a Silicon Valley Startup,"Carreyrou, John",,,152473165X,339        pp,4.41,"259,834","May 21, 2018","May 21, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 12, 2018",,Hardcover,view,/book/show/37976541-bad-blood
383,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Factfulness: Ten Reasons We're Wrong About the World – and Why Things Are Better Than You Think,"Rosling, Hans",1473637465,9781473637467,1473637465,342        pp,4.36,"182,924","Apr 03, 2018","Apr 03, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 12, 2018",,Hardcover,view,/book/show/34890015-factfulness
384,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Washington Black,"Edugyan, Esi",0525521429,9780525521426,0525521429,334        pp,3.96,"67,321","Aug 02, 2018","Sep 18, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 15, 2018",,Hardcover,view,/book/show/38140077-washington-black
385,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Option B: Facing Adversity, Building Resilience, and Finding Joy","Sandberg, Sheryl",0753548283,9780753548288,,240        pp,3.85,"54,399","Apr 24, 2017","Jan 01, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 08, 2018",,Paperback,view,/book/show/32938155-option-b
386,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Power,"Alderman, Naomi*",0670919985,9780670919987,0670919985,341        pp,3.76,"230,126","Oct 27, 2016","Oct 27, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 02, 2018",,Hardcover,view,/book/show/29751398-the-power
387,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Fierce Radiance,"Belfer, Lauren*",0061252514,9780061252518,0061252514,530        pp,3.68,"3,473","Jun 01, 2010","Jun 15, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 02, 2018",,Hardcover,view,/book/show/7493133-a-fierce-radiance
388,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great American Road Trip,"Ltd., Publications Internationa",1412711835,9781412711838,1412711835,320        pp,3.98,49,Aug 2006,"Jun 01, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 26, 2018",,Hardcover,view,/book/show/843395.The_Great_American_Road_Trip
389,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Roadside Americana,"Peterson, Eric*",1412706130,9781412706131,1412706130,128        pp,3.82,97,2004,"Jul 30, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 26, 2018",,Hardcover,view,/book/show/285043.Roadside_Americana
390,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crusader For Justice: Federal Judge Damon J. Keith,"Hammer, Peter J.",0814338453,9780814338452,0814338453,368        pp,4.47,30,Nov 2013,"Nov 15, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 26, 2018",,Hardcover,view,/book/show/16249525-crusader-for-justice
391,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Little Book of Hygge: The Danish Way to Live Well,"Wiking, Meik",0241283914,9780241283912,0241283914,289        pp,3.77,"103,821","Sep 01, 2016","Nov 16, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 19, 2018",,Hardcover,view,/book/show/30045683-the-little-book-of-hygge
392,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Music Shop,"Joyce, Rachel",,,,306        pp,3.84,"31,091","Jul 13, 2017","Jan 02, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 19, 2018",,Hardcover,view,/book/show/26854212-the-music-shop
393,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Love and Ruin,"McLain, Paula*",,,,389        pp,3.86,"25,324","May 01, 2018","May 01, 2018",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Disappointed by the author’s description of Martha and her turbulent relationships. I couldn’t wrap my mind around the strong and independent correspoDisappointed by the author’s description of Martha and her turbulent relationships. I couldn’t wrap my mind around the strong and independent correspondent who kept falling into Hemingway’s trap. I most enjoyed the historical descriptions about WWII. The constant struggle between Marty and Ernest got old very quickly. ...more,Notes are private!,0,0,1,"Oct 22, 2018","Dec 29, 2019","Sep 19, 2018",,Kindle Edition,view (with text),/book/show/36529552-love-and-ruin
394,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Educated,"Westover, Tara*",,,,352        pp,4.47,"1,525,736","Feb 20, 2018","Feb 20, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 23, 2018",,Hardcover,view,/book/show/35133922-educated
395,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"How to Change Your Mind: What the New Science of Psychedelics Teaches Us About Consciousness, Dying, Addiction, Depression, and Transcendence","Pollan, Michael*",0241294223,9780241294222,0241294223,480        pp,4.27,"75,311","May 15, 2018","May 17, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 23, 2018",,Hardcover,view,/book/show/36613747-how-to-change-your-mind
396,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Word Exchange,"Graedon, Alena*",0385537654,9780385537650,0385537654,370        pp,3.35,"4,152","Apr 08, 2014","Apr 08, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 19, 2018",,Hardcover,view,/book/show/18209339-the-word-exchange
397,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Always Looking Up: The Adventures of an Incurable Optimist,"Fox, Michael J.",1401303382,9781401303389,1401303382,276        pp,3.81,"24,462","Sep 01, 2008","Sep 01, 2008",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 08, 2018",,Hardcover,view,/book/show/3240483-always-looking-up
398,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Turn Right at Machu Picchu: Rediscovering the Lost City One Step at a Time,"Adams, Mark",0525952241,9780525952244,0525952241,333        pp,3.85,"18,907","Jun 30, 2011","Jun 30, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 25, 2018",,Hardcover,view,/book/show/10111087-turn-right-at-machu-picchu
399,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Girl with Seven Names: A North Korean Defector’s Story,"Lee, Hyeonseo*",0007554834,9780007554836,0007554834,304        pp,4.42,"88,920","Oct 14, 2014","Jul 07, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 19, 2018",,Hardcover,view,/book/show/25362017-the-girl-with-seven-names
400,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Essentialism: The Disciplined Pursuit of Less,"McKeown, Greg*",0804137382,9780804137386,0804137382,260        pp,4.06,"110,238","Dec 31, 2011","Apr 15, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 10, 2018",,Hardcover,view,/book/show/18077875-essentialism
401,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Parking Lot Attendant,"Tamirat, Nafkote",,,,240        pp,3.16,"1,867","Mar 13, 2018","Mar 13, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 29, 2018",,Hardcover,view,/book/show/31685809-the-parking-lot-attendant
402,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This is Where I Leave You,"Tropper, Jonathan",052595127X,9780525951278,052595127X,339        pp,3.88,"144,545","Nov 10, 2003","Aug 06, 2009",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 30, 2018",,Hardcover,view,/book/show/6224935-this-is-where-i-leave-you
403,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Patriots,"Krasikov, Sana*",0385524412,9780385524414,0385524412,538        pp,3.84,"2,779","Jan 24, 2017","Jan 24, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 10, 2018","Nov 18, 2018","Apr 30, 2018",,Hardcover,view,/book/show/29587211-the-patriots
404,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Book of Speculation,"Swyler, Erika*",125005480X,9781250054807,125005480X,339        pp,3.61,"37,432","Jun 23, 2015","Jun 23, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 30, 2018",,Hardcover,view,/book/show/23014670-the-book-of-speculation
405,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sing, Unburied, Sing","Ward, Jesmyn*",,,,285        pp,4.01,"135,226","Sep 05, 2017","Sep 05, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 30, 2018",,Hardcover,view,/book/show/32920226-sing-unburied-sing
406,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Learn Better: Mastering the Skills for Success in Life, Business, and School, or, How to Become an Expert in Just About Anything","Boser, Ulrich*",1623365260,9781623365264,1623365260,304        pp,3.82,967,"Mar 07, 2017","Mar 07, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 18, 2018",,Hardcover,view,/book/show/30038905-learn-better
407,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What Alice Forgot,"Moriarty, Liane*",0141043768,9780141043760,0141043768,487        pp,4.08,"468,087","May 01, 2009",May 2010,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 11, 2018",,Paperback,view,/book/show/6469165-what-alice-forgot
408,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,"Grann, David*",0385534256,9780385534253,,359        pp,4.15,"340,166","Apr 18, 2017","Apr 18, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 06, 2018",,ebook,view,/book/show/29496076-killers-of-the-flower-moon
409,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rules of Civility,"Towles, Amor*",,,,335        pp,4.08,"232,158","Jul 26, 2011","Jul 26, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Mar 23, 2018","Mar 25, 2018","Mar 23, 2018",,Hardcover,view,/book/show/10054335-rules-of-civility
410,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Innovation Code: The Creative Power of Constructive Conflict,"Degraff, Jeff*",1523084766,9781523084760,1523084766,160        pp,3.25,132,unknown,"Aug 07, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 23, 2018",,Hardcover,view,/book/show/34057050-the-innovation-code
411,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eleanor Oliphant Is Completely Fine,"Honeyman, Gail",0735220689,9780735220683,0735220689,336        pp,4.24,"1,227,099","May 09, 2017","May 09, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 14, 2018",,Hardcover,view,/book/show/31434883-eleanor-oliphant-is-completely-fine
412,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Someone Knows My Name,"Hill, Lawrence",0393065782,9780393065787,0393065782,489        pp,4.46,"86,786","Jan 18, 2007","Nov 05, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 02, 2018",,Hardcover,view,/book/show/875441.Someone_Knows_My_Name
413,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,America's First Daughter,"Dray, Stephanie*",,,,606        pp,4.22,"61,957","Mar 01, 2016","Mar 01, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 13, 2018","Jun 10, 2018","Mar 02, 2018",,Paperback,view,/book/show/25817162-america-s-first-daughter
414,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Piece of the World,"Kline, Christina Baker*",0062356283,9780062356284,,352        pp,3.86,"65,652","Feb 21, 2017","Feb 21, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 12, 2018",,ebook,view,/book/show/30255942-a-piece-of-the-world
415,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Glass Castle,"Walls, Jeannette*",074324754X,9780743247542,074324754X,288        pp,4.31,"1,212,382",Jan 2005,"Jan 17, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 17, 2018",,Paperback,view,/book/show/7445.The_Glass_Castle
416,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Gargoyle,"Davidson, Andrew*",0385524943,9780385524940,B002F12P2I,468        pp,3.97,"49,092","Aug 05, 2008","Jan 01, 2008",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 27, 2018","Feb 19, 2018","Jan 17, 2018",,Hardcover,view,/book/show/2595138-the-gargoyle
417,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Homegoing,"Gyasi, Yaa*",,,,305        pp,4.47,"341,236","Jun 07, 2016","Jun 07, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 17, 2018",,Hardcover,view,/book/show/27071490-homegoing
418,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,McCarthy's Bar: A Journey of Discovery In Ireland,"McCarthy, Pete",0312311338,9780312311339,0312311338,338        pp,3.82,"10,610",1999,"Mar 03, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 07, 2018",,Paperback,view,/book/show/12502.McCarthy_s_Bar
419,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Shadow of the Wind        (The Cemetery of Forgotten Books, #1)","Ruiz Zafón, Carlos",,,,487        pp,4.30,"635,459",May 2001,2005,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 02, 2018","Jan 27, 2018","Dec 13, 2017",,Paperback,view,/book/show/1232.The_Shadow_of_the_Wind
420,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Johnny Appleseed: The Man, the Myth, the American Story","Means, Howard",1439178259,9781439178256,1439178259,320        pp,3.20,222,"Apr 12, 2011","Apr 12, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 26, 2017",,Hardcover,view,/book/show/9583943-johnny-appleseed
421,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,"Manson, Mark*",,,,212        pp,3.89,"1,117,535",2016,"Sep 13, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 25, 2017",,Paperback,view,/book/show/28257707-the-subtle-art-of-not-giving-a-f-ck
422,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Hero of the Empire: The Boer War, a Daring Escape, and the Making of Winston Churchill","Millard, Candice",0804194890,9780804194891,0804194890,640        pp,4.10,"15,734","Apr 12, 2016","Sep 20, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 25, 2017","Dec 17, 2017","Nov 10, 2017",,Paperback,view,/book/show/25241653-hero-of-the-empire
423,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Big Chicken: The Incredible Story of How Antibiotics Created Modern Agriculture and Changed the Way the World Eats,"McKenna, Maryn*",1426217668,9781426217661,1426217668,400        pp,4.20,815,"Sep 12, 2017","Sep 12, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Nov 02, 2017",,Hardcover,view,/book/show/33583833-big-chicken
424,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Principles: Life and Work,"Dalio, Ray*",1508243247,9781508243243,1508243247,16        pp,4.12,"57,764","Sep 19, 2017","Sep 19, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 10, 2017",,Audio CD,view,/book/show/34536488-principles
425,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Leopard at the Door,"McVeigh, Jennifer*",0399158251,9780399158254,0399158251,400        pp,4.03,"6,057","Jan 03, 2017","Jan 03, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 04, 2017",,Hardcover,view,/book/show/29940520-leopard-at-the-door
426,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Run,"Patchett, Ann",0061340634,9780061340635,0061340634,295        pp,3.65,"50,185",2007,"Sep 25, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 04, 2017",,Hardcover,view,/book/show/80566.Run
427,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Ginger Man,"Donleavy, J.P.",0802137954,9780802137951,0802137954,347        pp,3.62,"10,740",1955,"May 10, 2001",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Oct 04, 2017",,Paperback,view,/book/show/127020.The_Ginger_Man
428,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hiding Place: The Triumphant True Story of Corrie Ten Boom,"ten Boom, Corrie",0553256696,9780553256697,0553256696,242        pp,4.46,"324,528","Jan 01, 1971","Oct 01, 1974",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 04, 2017",,Mass Market Paperback,view,/book/show/561909.The_Hiding_Place
429,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Purloining of Prince Oleomargarine,"Twain, Mark",0553523228,9780553523225,0553523228,152        pp,4.06,"1,535","Sep 26, 2017","Sep 26, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 01, 2017",,Hardcover,view,/book/show/33960518-the-purloining-of-prince-oleomargarine
430,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Widow of the South,"Hicks, Robert",0446697435,9780446697439,0446697435,436        pp,3.78,"17,426","Aug 30, 2005","Sep 26, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 30, 2017",,Paperback,view,/book/show/71622.The_Widow_of_the_South
431,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,"Vance, J.D.",0062300547,9780062300546,0062300547,264        pp,3.87,"412,277","Jun 28, 2016","Jun 28, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 30, 2017",,Hardcover,view,/book/show/27161156-hillbilly-elegy
432,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lilac Girls        (Lilac Girls, #1)","Kelly, Martha Hall*",1101883073,9781101883075,1101883073,487        pp,4.29,"302,800","Apr 05, 2016","Apr 05, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Captivating, educational and at times gut-wrenching. This book introduced me to the horrors that took place at the Ravensbruck women's prison camp durCaptivating, educational and at times gut-wrenching. This book introduced me to the horrors that took place at the Ravensbruck women's prison camp during WWII and the absolutely unfathomable experiments done to the Polish women who were ultimately called ""rabbits"". It is obvious that Kelly spent years researching and even visited the camp as well as the family home in CT of the wonderfully generous Caroline Ferriday. While it is a fictional book, many of the people mentioned in the book were real. Overall a 4.5 rating for the writing and subject matter. Kelly was able to illustrate how Caroline's views and relationships changed over the years and how consistent others like Herta and Kasia were with their stances. Yet there were a few gaps in the story that I would have appreciated knowing about. Overall, a great read and a time in history I hope we never forget. ...more",Notes are private!,0,1,1,"Nov 27, 2023","Dec 18, 2023","Aug 30, 2017",,Hardcover,view (with text),/book/show/25893693-lilac-girls
433,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The High Mountains of Portugal,"Martel, Yann",0812997174,9780812997170,0812997174,332        pp,3.39,"19,594","Feb 02, 2016","Feb 02, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Aug 13, 2017",,Hardcover,view,/book/show/25489094-the-high-mountains-of-portugal
434,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bel Canto,"Patchett, Ann",,,0060838728,318        pp,3.93,"283,433","May 22, 2001","Feb 07, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jul 19, 2017",,Paperback,view,/book/show/5826.Bel_Canto
435,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Gentleman in Moscow,"Towles, Amor*",,,,462        pp,4.33,"543,356","Sep 06, 2016","Sep 06, 2016",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 25, 2017","Jan 02, 2018","Jul 19, 2017",,Hardcover,view,/book/show/29430012-a-gentleman-in-moscow
436,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Still Life        (Chief Inspector Armand Gamache, #1)","Penny, Louise*",0312948557,9780312948559,0312948557,293        pp,3.90,"249,036","Oct 03, 2005","May 01, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 09, 2017",,Mass Market Paperback,view,/book/show/338691.Still_Life
437,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Pigeon Pie Mystery,"Stuart, Julia",0385535562,9780385535564,0385535562,315        pp,3.45,"3,253",2012,"Aug 07, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 08, 2017",,Hardcover,view,/book/show/13330604-the-pigeon-pie-mystery
438,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Gulliver’s Travels,"Swift, Jonathan",0141439491,9780141439495,B06XVF5QFY,306        pp,3.58,"273,980",1726,"Jan 01, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 08, 2017",,Paperback,view,/book/show/7733.Gulliver_s_Travels
439,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Snow Falling on Cedars,"Guterson, David",067976402X,9780679764021,067976402X,460        pp,3.86,"186,986","Sep 12, 1994","Sep 26, 1995",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 08, 2017",,Paperback,view,/book/show/77142.Snow_Falling_on_Cedars
