,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Christine's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Tender Land,"Krueger, William Kent*",1476749299,9781476749297,1476749299,450        pp,4.39,"176,985","Sep 03, 2019","Sep 03, 2019",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"With exquisite prose and memorable characters, This Tender Land is deeply moving novel that carries four young orphans on a journey through both the DWith exquisite prose and memorable characters, This Tender Land is deeply moving novel that carries four young orphans on a journey through both the Depression-era heartland—and the heart land we all must navigate in our search for family. Don’t pass up this masterpiece of American literature....more",Notes are private!,0,11,1,"Oct 19, 2022","Oct 29, 2022","Nov 19, 2022",,Hardcover,view (with text),/book/show/25813942-this-tender-land
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Marriage Portrait,"O'Farrell, Maggie*",,,,355        pp,4.02,"139,073","Aug 30, 2022","Sep 06, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,6,1,"Oct 18, 2022","Oct 22, 2022","Oct 24, 2022",,Hardcover,view,/book/show/60353768-the-marriage-portrait
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hester,"Albanese, Laurie Lico*",1250278554,9781250278555,1250278554,322        pp,3.97,"35,855","Oct 04, 2022","Oct 04, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A haunting, seductive reimagining of the origin story behind The Scarlett Letter. Graced with a rich tapestry of strong-willed women and written in luA haunting, seductive reimagining of the origin story behind The Scarlett Letter. Graced with a rich tapestry of strong-willed women and written in luminous prose, Hester is must-read literature for readers of standout historical fiction....more",Notes are private!,0,7,1,"Oct 10, 2022","Oct 14, 2022","Oct 19, 2022",,Hardcover,view (with text),/book/show/59807978-hester
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Magnolia Palace,"Davis, Fiona*",0593184017,9780593184011,0593184017,340        pp,3.88,"68,925","Jan 25, 2022","Jan 25, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Fiona Davis has a gift for blending history with fictional characters so cleverly depicted and lovingly rendered, you will find yourself heavily invesFiona Davis has a gift for blending history with fictional characters so cleverly depicted and lovingly rendered, you will find yourself heavily invested before completing the first page. Prepare to be swept away to the worlds of art, great wealth, and fashion—as you follow Lillian Carter and Veronica Weber, the intriguing young women residing at the center of this dual timeline story....more",Notes are private!,0,5,1,"Sep 25, 2022",Oct 2022,"Oct 10, 2022",,Hardcover,view (with text),/book/show/57099323-the-magnolia-palace
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Other Birds,"Allen, Sarah Addison*",1250019869,9781250019868,1250019869,290        pp,4.03,"61,373","Aug 30, 2022","Aug 30, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Brimming with Allen’s signature magic, Other Birds features an unlikely cast of characters in a story that reveals its tender secrets slowly and with Brimming with Allen’s signature magic, Other Birds features an unlikely cast of characters in a story that reveals its tender secrets slowly and with poetic, whimsical beauty. A delight to read....more",Notes are private!,0,10,1,"Sep 14, 2022","Sep 14, 2022","Sep 14, 2022",,Hardcover,view (with text),/book/show/59807954-other-birds
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Many Daughters of Afong Moy,"Ford, Jamie*",1982158212,9781982158217,1982158212,362        pp,3.88,"23,915","Aug 02, 2022","Aug 02, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An ambitious concept in epigenetic inheritance. Still, I had trouble connecting with the many daughters of Afong Moy, and the centuries-long timeline.",Notes are private!,0,7,1,"Aug 21, 2022","Sep 02, 2022","Sep 03, 2022",,Hardcover,view (with text),/book/show/59348307-the-many-daughters-of-afong-moy
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Krakatoa: The Day the World Exploded: August 27, 1883","Winchester, Simon",0060838590,9780060838591,0060838590,416        pp,3.88,"20,753","Apr 01, 2003","Jul 05, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Aug 17, 2022","Aug 19, 2022","Sep 03, 2022",,Paperback,view,/book/show/25017.Krakatoa
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Hundred Other Girls,"Hariri-Kia, Iman",1728247950,9781728247953,1728247950,304        pp,2.91,"5,425","Jul 26, 2022","Jul 26, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A similar plot to The Devil Wears Prada. The book may appeal to YA readers.,Notes are private!,0,4,1,"Sep 03, 2022","Sep 03, 2022","Sep 03, 2022",,Paperback,view (with text),/book/show/57822287-a-hundred-other-girls
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Spanish Sunrise,"Walker, Boo*",1542037913,9781542037914,B09MVRJJFF,364        pp,4.23,"14,304",unknown,"Aug 16, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Set against the lush backdrop of a centuries-old villa, A SPANISH SUNRISE explores a heartbreaking question: How do you rebuild your life after losingSet against the lush backdrop of a centuries-old villa, A SPANISH SUNRISE explores a heartbreaking question: How do you rebuild your life after losing a beloved spouse? For Baxter Shaw, the road to healing starts in earnest when his daughter Mia—an eight-year-old unable to process her own grief—begins acting out in troubling ways. With her wellbeing in mind, Baxter sets them on a journey into his late wife’s mysterious past, where an unexpected homecoming awaits. Readers will cheer on these memorable characters and savor every page to the story’s wonderful and uplifting conclusion....more",Notes are private!,0,10,1,"May 08, 2022","May 10, 2022","Aug 27, 2022",,Kindle Edition,view (with text),/book/show/60599267-a-spanish-sunrise
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,An Unwanted Inheritance,"Clark, Imogen*",1542032865,9781542032865,B09BCNWLCG,368        pp,3.83,"7,785","Dec 08, 2022","Dec 08, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Can a sudden windfall destroy a close-knit family? In An Unwanted Inheritance, Imogen Clark explores the secrets hidden in plain sight as the close-knCan a sudden windfall destroy a close-knit family? In An Unwanted Inheritance, Imogen Clark explores the secrets hidden in plain sight as the close-knit Frost siblings put their integrity to the test when forced to confront their father’s legacy. Lovingly crafted, with flawed and nuanced characters, this riveting story will stay with readers long after the last page is turned....more",Notes are private!,0,13,1,"Jul 09, 2022","Jul 10, 2022","Aug 27, 2022",,Kindle Edition,view (with text),/book/show/59437529-an-unwanted-inheritance
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lessons in Chemistry,"Garmus, Bonnie*",,,,390        pp,4.30,"1,230,294","Mar 31, 2022","Apr 05, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A fun, witty look at the real value of women’s work. An original debut.",Notes are private!,0,11,1,"Aug 02, 2022","Aug 08, 2022","Aug 09, 2022",,Hardcover,view (with text),/book/show/58065033-lessons-in-chemistry
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crazy To Leave You,"Rothstein, Marilyn Simon*",1542034477,9781542034470,B09HXG2RRL,301        pp,3.97,"4,310",unknown,"May 24, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Witty, sage, and irresistible, I dare you to resist falling for Crazy To Leave You and the book’s underlying message that any woman—despite her worrieWitty, sage, and irresistible, I dare you to resist falling for Crazy To Leave You and the book’s underlying message that any woman—despite her worries and self-doubt—can navigate a world of disappointment and come out triumphant in the end....more",Notes are private!,0,4,1,"Jun 04, 2022","Jun 06, 2022","Jul 10, 2022",,Kindle Edition,view (with text),/book/show/60190309-crazy-to-leave-you
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Major Pettigrew's Last Stand,"Simonson, Helen*",1400068932,9781400068937,1400068932,359        pp,3.90,"141,217",2010,"Mar 02, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"If you’re looking for a book guaranteed to warm your heart, Major Pettigrew’s Last Stand is your next summer read. Beautifully written and sprinkled wIf you’re looking for a book guaranteed to warm your heart, Major Pettigrew’s Last Stand is your next summer read. Beautifully written and sprinkled with British wit, the story follows the widowed Major Pettigrew as his sudden friendship with the town’s Pakistani shopkeeper evolves into something more. This sweet, quiet novel will have you believing in love at any age and have you laughing at the townspeople’s antics–and at the lengths one must go to understand an adult child–as Major Pettigrew finally makes a stand for the woman he loves....more",Notes are private!,0,9,1,Jul 2022,"Jul 06, 2022","Jul 07, 2022",,Hardcover,view (with text),/book/show/6643090-major-pettigrew-s-last-stand
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Sweet, Soft, Plenty Rhythm","Warrell, Laura*",0593316444,9780593316443,0593316444,336        pp,3.56,"1,500","Sep 20, 2022","Sep 20, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 22, 2022",,Hardcover,view,/book/show/60048960-sweet-soft-plenty-rhythm
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Elektra,"Saint, Jennifer*",125077361X,9781250773616,125077361X,291        pp,3.69,"38,253","Apr 26, 2022","May 03, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A nice follow-up to Saint's debut novel Ariadne. Sure to please readers drawn to fiction based on Greek mythology.A nice follow-up to Saint's debut novel Ariadne. Sure to please readers drawn to fiction based on Greek mythology....more,Notes are private!,0,4,1,Jun 2022,"Jun 03, 2022","Jun 06, 2022",,Hardcover,view (with text),/book/show/58725016-elektra
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Year of Magical Thinking,"Didion, Joan",1400078431,9781400078431,1400078431,227        pp,3.93,"242,903","Sep 01, 2005","Feb 13, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Joan Didion was a singular voice in American Letters. Her depictions of grief will move anyone who has ever lost a loved one.,Notes are private!,0,9,1,"Dec 23, 2021","Dec 28, 2021","May 20, 2022",,Paperback,view (with text),/book/show/7815.The_Year_of_Magical_Thinking
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Phase Six,"Shepard, Jim",052565545X,9780525655459,052565545X,256        pp,3.47,"1,068","May 18, 2021","May 18, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"May 20, 2022","May 20, 2022","May 20, 2022",,Hardcover,view,/book/show/55198795-phase-six
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lost Apothecary,"Penner, Sarah *",0778311015,9780778311010,0778311015,301        pp,3.75,"369,389","Mar 02, 2021","Mar 02, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,3,1,"Jan 14, 2022","Jan 20, 2022","May 20, 2022",,Hardcover,view,/book/show/53288434-the-lost-apothecary
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Five Years,"Serle, Rebecca*",1982137444,9781982137441,1982137444,272        pp,3.79,"490,447","Mar 10, 2020","Mar 10, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Are you filling your beach tote with summer reads? Don’t forget to add In Five Years by Rebecca Serle. This clever gem of a book will warm your heart.,Notes are private!,0,7,1,"May 20, 2022","May 20, 2022","May 20, 2022",,Hardcover,view (with text),/book/show/50093704-in-five-years
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Breath: The New Science of a Lost Art,"Nestor, James",0735213615,9780735213616,0735213615,280        pp,4.15,"84,204","May 26, 2020","May 26, 2020",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Even if science books aren’t your thing, Breath by James Nestor might change your opinion. This fascinating, unputdownable history of the evolution beEven if science books aren’t your thing, Breath by James Nestor might change your opinion. This fascinating, unputdownable history of the evolution behind human breathing will capture your attention and may, in fact, improve your health. Highly recommended....more",Notes are private!,0,5,1,"Feb 20, 2021","Feb 27, 2021","May 20, 2022",,Hardcover,view (with text),/book/show/48890486-breath
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Rewired: Protecting Your Brain in the Digital Age,"Marci, Carl D",0674983661,9780674983663,0674983661,280        pp,4.16,115,unknown,"May 17, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An important book about the dangers of our constant electronic connectivity, with strategies for you (or your child) to limit the negative effects of An important book about the dangers of our constant electronic connectivity, with strategies for you (or your child) to limit the negative effects of technology and restore a tech-life balance. Highly recommended....more",Notes are private!,0,2,1,"May 11, 2022","May 13, 2022","May 13, 2022",,Hardcover,view (with text),/book/show/58885933-rewired
