,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Bruno's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Largesse of the Sea Maiden,"Johnson, Denis",0812988639,9780812988635,0812988639,207        pp,3.93,"8,436","Jan 16, 2018","Jan 16, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 28, 2018","Feb 05, 2018","Jan 28, 2018",,Hardcover,view,/book/show/35135343-the-largesse-of-the-sea-maiden
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Winter        (Seasons Quartet, #2)","Knausgård, Karl Ove",0399563334,9780399563331,0399563334,254        pp,3.86,"3,553","Nov 01, 2015","Jan 23, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I definitely enjoyed this more than Autumn, even though the words chosen for this installment are less original and inspiring than the ones in the firI definitely enjoyed this more than Autumn, even though the words chosen for this installment are less original and inspiring than the ones in the first volume. The ones in which we have a peak at Knausgård as a father are the most accomplished, such as Father Christmas, where he and a friend dress up as Santa Claus to surprise their respective children, Nikolai Astrup, where he and his family visit his mother in north-west Norway, Setting Limits, where he reflects on the necessity for parents to set limits for their children and Operation, in which his daughter goes through surgery. And obviously, this being Knausgård, a few of his musings have to involve childhood memories, like Toothbrushes, where he hilariously justifies his poor dental hygiene or like Winter Boots, about a pair of boots, inherited from his brother, that he would use to slide down the snow-covered slopes of his hometown along with his friends. Some of these are also clever and bizarre, like Brains, and quite funny, like Q-tips, where he describes his fascination with cotton buds. At times I get an expectant feeling, a sense that something good is about to happen without remembering exactly what, until it suddenly comes back to me on a wave of disappointment: the good thing I was looking forward to was just cleaning the earwax out of my ear. I can't wait to see what he will do with Spring....more",Notes are private!,0,5,1,"Jan 27, 2018","Feb 04, 2018","Jan 27, 2018",,Hardcover,view (with text),/book/show/35628595-winter
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Something I've Been Meaning to Tell You,"Munro, Alice",0143054988,9780143054986,0143054988,232        pp,4.07,"3,917",1974,"Mar 23, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 25, 2018",Feb 2018,"Jan 25, 2018",,Paperback,view,/book/show/862301.Something_I_ve_Been_Meaning_to_Tell_You
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Il sentiero dei nidi di ragno,"Calvino, Italo",8852027335,9788852027338,,174        pp,3.76,"20,915",1947,"May 08, 2014",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,5,1,"Jan 23, 2018","Jan 25, 2018","Jan 23, 2018",,ebook,view,/book/show/26871279-il-sentiero-dei-nidi-di-ragno
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bell,"Murdoch, Iris",0099283891,9780099283898,0099283891,316        pp,3.92,"9,007",1958,1999,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,So much drama for a convent!,Notes are private!,0,3,1,"Jan 19, 2018","Jan 27, 2018","Jan 19, 2018",,Paperback,view (with text),/book/show/1193744.The_Bell
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Were the Mulvaneys,"Oates, Joyce Carol",0452277205,9780452277205,0452277205,454        pp,3.75,"101,611",Sep 1996,"Sep 01, 1997",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jan 16, 2018","Jan 23, 2018","Jan 16, 2018",,Paperback,view,/book/show/820759.We_Were_the_Mulvaneys
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Maples Stories,"Updike, John",0307271765,9780307271761,0307271765,256        pp,4.01,"1,102","Jun 01, 1980","Aug 04, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The best kind of Updike. Perfect prose, perfect similes (the Colosseum shaped like a shattered wedding cake!) and luckily no ridiculous and cringewortThe best kind of Updike. Perfect prose, perfect similes (the Colosseum shaped like a shattered wedding cake!) and luckily no ridiculous and cringeworthy sex scenes. There's even a poetic description of a cabbage. It's like a sharper and more cynical Scenes from a Marriage, except they're not in Sweden. In the morning, to my relief, you are ugly. Monday’s wan breakfast light bleaches you blotchily, drains the goodness from your thickness, makes the bathrobe a limp stained tube flapping disconsolately, exposing sallow décolletage. The skin between your breasts a sad yellow. I feast with the coffee on your drabness, every wrinkle and sickly tint a relief and a revenge. The children yammer. The toaster sticks. Seven years have worn this woman....more",Notes are private!,0,4,1,"Jan 12, 2018","Jan 19, 2018","Jan 12, 2018",,Hardcover,view (with text),/book/show/5979048-the-maples-stories
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Eat Only When You're Hungry,"Hunter, Lindsay*",0374146152,9780374146153,0374146152,212        pp,3.23,"2,197","Aug 08, 2017","Aug 08, 2017",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 09, 2018","Jan 12, 2018","Jan 09, 2018",,Hardcover,view,/book/show/31450596-eat-only-when-you-re-hungry
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Working Woman,"Navarro, Elvira",1931883653,9781931883658,1931883653,256        pp,3.25,471,2014,"Oct 10, 2017",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There's a woman who wants to find someone who will lick her pussy while she's on her period (during a full moon). This woman has a gay dwarf boyfriendThere's a woman who wants to find someone who will lick her pussy while she's on her period (during a full moon). This woman has a gay dwarf boyfriend with psychic powers (?!). There's another woman who works for a publishing house but never gets paid. Everybody seems to be unstable, on meds and constantly showing severe signs of psychosis. There's a gang of Romanies who go around in a truck throwing pieces of cardboard at one of the women(?!). Lots of sketchy neighbourhoods and run-down buildings. Nothing makes sense in the end. ...more",Notes are private!,0,7,1,"Jan 06, 2018","Jan 09, 2018","Jan 06, 2018",,Paperback,view (with text),/book/show/34146619-a-working-woman
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Don't Cry,"Gaitskill, Mary",0307275876,9780307275875,0307275876,240        pp,3.63,"1,543","Mar 24, 2009","Mar 09, 2010",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jan 03, 2018","Jan 08, 2018","Jan 03, 2018",,Paperback,view,/book/show/7090353-don-t-cry
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stephen Florida,"Habash, Gabe",1566894646,9781566894647,1566894646,287        pp,3.82,"2,818","Jun 13, 2017","Jun 06, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,WEIRD AF!,Notes are private!,0,2,1,"Dec 30, 2017","Jan 03, 2018","Dec 30, 2017",,Hardcover,view (with text),/book/show/31945100-stephen-florida
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Best American Short Stories 2017,"Wolitzer, Meg",0544582764,9780544582767,0544582764,336        pp,3.84,"1,241","Oct 03, 2017","Oct 03, 2017",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Maidencane - Chad B. Anderson ★★Are We Not Men - T. C. Boyle ★★★God's Work - Kevin Canty ★★★A Small Sacrifice for an Enormous Happiness - Jai ChakrabaMaidencane - Chad B. Anderson ★★Are We Not Men - T. C. Boyle ★★★God's Work - Kevin Canty ★★★A Small Sacrifice for an Enormous Happiness - Jai Chakrabarti ★★Arcadia - Emma Cline ★★★★Hog for Sorrow - Leopoldine Core ★★Campoamor - Patricia Engel ★★★★Richard of York Gave Battle in Vain - Danielle Evans ★★Ugly - Mary Gordon ★★★★The Midnight Zone - Lauren Groff ★The Chicane - Amy Hempel ★Tally - Noy Holland ★Gabe Dove - Sonya Larson ★Let's Go to the Videotape - Fiona Maazel ★Ancient Rome - Kyle McCarthy ★Last Day on Earth - Eric Puchner ★Novostroïka - Maria Reva ★★★Telemachus - Jim Shepard ★Gender Studies - Curtis Sittenfeld ★★★Famous Actor - Jess Walter ★★...more,Notes are private!,0,2,1,"Dec 20, 2017","Dec 26, 2017","Dec 20, 2017",,Hardcover,view (with text),/book/show/33413888-the-best-american-short-stories-2017
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Conversations with Friends,"Rooney, Sally*",0451499050,9780451499059,0451499050,310        pp,3.76,"474,137","May 25, 2017","Jul 11, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,WHO EVEN WRITES SO MANY EMAILS IRL?? DON'T THEY HAVE WHATSAPP IN IRELAND?WHO EVEN WRITES SO MANY EMAILS IRL?? DON'T THEY HAVE WHATSAPP IN IRELAND?...more,Notes are private!,1,1611,1,"Dec 16, 2017","Dec 19, 2017","Dec 16, 2017",,Hardcover,view (with text),/book/show/32766661-conversations-with-friends
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Zombie,"Oates, Joyce Carol",0452275008,9780452275003,0452275008,181        pp,3.33,"11,352",1995,"Sep 01, 1996",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 12, 2017","Dec 15, 2017","Dec 12, 2017",,Paperback,view,/book/show/11785.Zombie
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Out of the Woods,"Offutt, Chris*",0684853760,9780684853765,0684853760,176        pp,3.99,824,"Jan 26, 1999","Feb 22, 2000",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,It's about a bunch of people obsessed with Kentucky. It's about a bunch of people obsessed with Kentucky. ...more,Notes are private!,0,0,1,"Nov 27, 2017","Dec 03, 2017","Nov 27, 2017",,Paperback,view (with text),/book/show/18335.Out_of_the_Woods
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Manson: The Life and Times of Charles Manson,"Guinn, Jeff",1451645163,9781451645163,1451645163,495        pp,3.94,"10,633","Aug 06, 2013","Aug 06, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Nov 21, 2017","Nov 30, 2017","Nov 21, 2017",,Hardcover,view,/book/show/16130503-manson
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Housekeeping,"Robinson, Marilynne",0312424094,9780312424091,0312424094,219        pp,3.81,"53,444","Mar 01, 1980","Nov 01, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"THEY BASICALLY SIT IN THE DARK AND STARE OUTSIDE, STARE AT THE LAKE, STARE AT TRAINS, STARE AT THE SKY. MOST OF THE TIME YOU'RE NOT REALLY SURE WHAT TTHEY BASICALLY SIT IN THE DARK AND STARE OUTSIDE, STARE AT THE LAKE, STARE AT TRAINS, STARE AT THE SKY. MOST OF THE TIME YOU'RE NOT REALLY SURE WHAT THEY'RE SAYING. I thought the first part was great, (view spoiler)[ to be precise until Lucille left her sister (hide spoiler)]. The book is filled with some really powerful images (view spoiler)[(Lucille turning the lights on in the kitchen, the train incident, the bonfire at the end) (hide spoiler)] and the run-down house reminded me a lot of Grey Gardens, but the prose is sometimes so convoluted and overwrought it just left me cold. I had to read and re-read some passages trying to make sense of all the philosophical and theological meditations, while I wanted to scream ""Just say what you mean already!"" ...more",Notes are private!,0,1,1,"Nov 19, 2017","Nov 22, 2017","Nov 19, 2017",,Paperback,view (with text),/book/show/11741.Housekeeping
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pachinko,"Lee, Min Jin",1455563935,9781455563937,1455563935,490        pp,4.33,"471,281","Feb 07, 2017","Feb 07, 2017",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I'm a sucker for a good chunky family saga to chew on, but here the characters were absolutely flat, the writing style was bland and simplistic and thI'm a sucker for a good chunky family saga to chew on, but here the characters were absolutely flat, the writing style was bland and simplistic and the frequent time jumps tiresome. The deaths excite no emotion whatsoever; a character will suddenly disappear and the only mention will be ""after X died"". The first 150 pages were entertaining, though considerably predictable, but sadly it goes downhill from there. It reads like a cheap soap opera filled with illegitimate sons, deaths, suicides and hunger. People get married in a matter of three lines and it's so detached that you never feel inside the story.Pastor Shin got on bended knees and placed his right hand on her shoulder. He prayed at length for her and Isak. When he finished, he got up and made the couple rise and married them. The ceremony was over in minutes.Some passages were so farcical and sappy I kept shaking my head the whole time. This would be fine for a Middle Grade book, but it's not acceptable for a historical novel, let alone a National Book Award Nominee. ""If you want, I'll let you sit with me during recess,"" Mozasu said. [...] ""Truly?"" Haruki said, smiling.Mozasu nodded, and even when they were men, neither one ever forgot how they became friends. If you want to read a proper historical novel/multigenerational saga set in Asia and the US, read A True Novel by Minae Mizumura....more",Notes are private!,0,58,1,"Nov 14, 2017","Nov 19, 2017","Nov 14, 2017",,Hardcover,view (with text),/book/show/29983711-pachinko
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Heather, the Totality","Weiner, Matthew",0316435317,9780316435314,0316435317,138        pp,2.92,"6,891",Nov 2017,"Nov 07, 2017",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,NOT EVEN KEN COSGROVE WOULD HAVE WRITTEN SUCH A RIDICULOUS BOOK.[image],Notes are private!,0,90,1,"Nov 13, 2017","Nov 14, 2017","Nov 13, 2017",,Hardcover,view (with text),/book/show/34219859-heather-the-totality
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Le otto montagne,"Cognetti, Paolo*",880622672X,9788806226725,880622672X,208        pp,4.10,"43,472",Nov 2016,"Nov 08, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Una scrittura limpida che a Cognetti pare venga fuori con invidiabile naturalezza. Una storia che non travolge ma scorre in silenzio. Uno Stoner delleUna scrittura limpida che a Cognetti pare venga fuori con invidiabile naturalezza. Una storia che non travolge ma scorre in silenzio. Uno Stoner delle montagne, intimo e potente nella sua semplicità. ...more",Notes are private!,0,4,1,"Nov 10, 2017","Nov 12, 2017","Nov 10, 2017",,Hardcover,view (with text),/book/show/32916360-le-otto-montagne
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Manual for Cleaning Women: Selected Stories,"Berlin, Lucia",1250094739,9781250094735,1250094739,403        pp,4.20,"30,706",Apr 2015,"Aug 02, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A superb collection of short stories, whose most striking features are their simplicity and precision. Lucia Berlin's stories are infused with personaA superb collection of short stories, whose most striking features are their simplicity and precision. Lucia Berlin's stories are infused with personal and emotional recollections making the book more similar to auto-fiction. There is probably not a single job she didn't try at least once in her life. Incessantly moving since childhood and marrying three times, she was a nurse, a teacher, a cleaning woman and a receptionist, but what surfaces from most of the stories is her life-long struggle with alcoholism. A Manual for Cleaning Women is raw, unclouded and true-to-life. She's been compared to Carver and Čechov, but what I've seen more than once are strong thematic affinities with Jack Kerouac. We follow Berlin's women from San Francisco, to Arizona, Mexico, Chile, Texas, to New Mexico and Colorado, places in which Berlin herself has lived for years. One of the recurring characters is her sister Sally (not sure if that's her real name) and one of her sons, Ben - we meet them several times through the book in a cross-temporal narration. The only weakness is that sometimes the same characters will reappear but with different names, creating a certain confusion and a feeling of déjà-vu (are Carlotta and Dolores the same person?!). Besides, halfway through the book, the stories become quite repetitive, though an unbroken vigour always spills from the prose. Mijito must be one of the most haunting of them all. ...more",Notes are private!,0,11,1,"Nov 04, 2017","Nov 10, 2017","Nov 04, 2017",,Paperback,view (with text),/book/show/26114212-a-manual-for-cleaning-women
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lincoln in the Bardo,"Saunders, George",0812995341,9780812995343,0812995341,368        pp,3.75,"155,273",2017,"Feb 14, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I usually steer clear of experimental writing, so I'd never read Saunders before, but this was a great surprise. Funny, moving and extremely readable.I usually steer clear of experimental writing, so I'd never read Saunders before, but this was a great surprise. Funny, moving and extremely readable. A postmodern Spoon River that never felt pretentious. I threw myself down on the good and blessed earth, soon to be mine no more. [...] And there was nothing left for me to do, but go.Though the things of the world were strong with me still. [...]Someone’s kind wishes for you; someone remembering to write; someone noticing that you are not at all at ease. [...]The way a moistness in the eye will blur a field of stars; the sore place on the shoulder a resting toboggan makes; writing one’s beloved’s name upon a frosted window with a gloved finger.Tying a shoe; tying a knot on a package; a mouth on yours; a hand on yours; the ending of the day; the beginning of the day; the feeling that there will always be a day ahead. [...]These and all things started as nothing, latent within a vast energy-broth, but then we named them, and loved them, and, in this way, brought them forth....more",Notes are private!,0,8,1,"Oct 31, 2017","Nov 03, 2017","Oct 31, 2017",,Hardcover,view (with text),/book/show/29906980-lincoln-in-the-bardo
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American Salvage,"Campbell, Bonnie Jo",039333919X,9780393339192,039333919X,192        pp,3.99,"2,733","Mar 10, 2009","Dec 14, 2009",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,(3.5),Notes are private!,0,0,1,"Oct 26, 2017","Oct 30, 2017","Oct 26, 2017",,Paperback,view (with text),/book/show/7186242-american-salvage
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Book of American Martyrs,"Oates, Joyce Carol",0008221685,9780008221683,0008221685,756        pp,3.89,"4,713","Feb 07, 2017","Feb 01, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"(4.5) ""This white girl can hit, man!""(4.5) ""This white girl can hit, man!""...more",Notes are private!,0,5,1,"Oct 20, 2017",Nov 2017,"Oct 20, 2017",,Paperback,view (with text),/book/show/34139423-a-book-of-american-martyrs
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Revolutionary Road,"Yates, Richard",,,,355        pp,3.92,"88,308","Dec 31, 1961","Feb 01, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,The epitome of provincial hysteria. Loved it! Makes you want to get into a car and crash it into a ditch.,Notes are private!,0,7,1,"Oct 15, 2017","Oct 25, 2017","Oct 15, 2017",,Paperback,view (with text),/book/show/48328.Revolutionary_Road
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sparsholt Affair,"Hollinghurst, Alan",1447208218,9781447208211,1447208218,454        pp,3.54,"6,069","Oct 05, 2017","Sep 26, 2017",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A highly ambitious novel depicting the evolution of British society from World War II to the present day, the reshaping of perceptions about being gayA highly ambitious novel depicting the evolution of British society from World War II to the present day, the reshaping of perceptions about being gay, the transformation of family and relationships and the unceasing power of art and desire. The story begins in Oxford during the blackout days, where a group of friends is seduced by the appearance of David Sparsholt, a new student coming from another college who also happens to be a brawny rower and a flirt. From the second part onwards the novel mainly follows Johnny, David's son, showing how his life has been affected by his father's choices. The first two parts are incredible, especially the first one from whose prose echoes of Evelyn Waugh can be heard.As I knew, it could be easier, once your eyes had adjusted, to walk without the startlements of the torch. Oddly, you moved with more confidence. All the same, we spoke nearly in whispers, as though we might be overheard. Often on those nights you did brush suddenly against other people passing or waiting entirely unseen.Now the lane was a little black canyon, its gabled and chimneyed rim just visible to us against the deep charcoal of the sky. Clouds, in peacetime, carried and dispersed the colours of the lights below, but in the blackout an unmediated darkness reigned. I thought I knew this street I’d walked along a hundred times, but memory seemed not quite to match the dim evidence of doorways, windows, railings that we passed. I asked Jill about her work, and she at once grew less self-conscious. She was reading History, but her interests were in archaeology, and in the remarkable things revealed by the London Blitz. She explained how bombs that knocked down City churches sometimes cut through the layers below, Tudor, medieval, Roman, exposing them in ways no organized human effort could have done. The human aspects of the devastation, the loss of life and home, clearly struck her rather less. She spoke excitedly about coins, coffins, bricks, fragments of pottery. I said it must be frustrating for her that Oxford itself had barely been damaged.I didn't entirely enjoy the third part set in 1974 London, which I found too slow-paced and disorienting with all its art talk, but the last two sections redeemed themselves (the part where Johnny discovers porn on Tumblr was priceless). (view spoiler)[One of the last chapters, in which Johnny sees his father's dead body and sits down to draw him on his pocketbook, was very touching and reminded me of Knausgård's A Death in the Family (hide spoiler)]. Besides Hollinghurt's enviable wordsmanship, a further positive detail to be noted is that this is the first book with gay characters where nobody mentions AIDS and nobody dies from it.[image]...more",Notes are private!,0,7,1,"Oct 09, 2017","Oct 15, 2017","Oct 09, 2017",,Hardcover,view (with text),/book/show/35427341-the-sparsholt-affair
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dance of the Happy Shades: And Other Stories,"Munro, Alice",,,,224        pp,4.09,"4,092",1968,1998,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Oct 03, 2017","Oct 09, 2017","Oct 03, 2017",,Paperback,view,/book/show/18884547-dance-of-the-happy-shades
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Desperate Characters,"Fox, Paula",0393351106,9780393351101,0393351106,192        pp,3.54,"8,472",1970,"Mar 30, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A woman is bitten by a stray cat. She seems worried but I'm pretty sure she actually hopes she'll get rabies. A woman is bitten by a stray cat. She seems worried but I'm pretty sure she actually hopes she'll get rabies. ...more,Notes are private!,0,0,1,not set,not set,"Oct 02, 2017",,Paperback,view (with text),/book/show/23316532-desperate-characters
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"All Change        (Cazalet Chronicles, #5)","Howard, Elizabeth Jane",0230743072,9780230743076,0230743072,572        pp,4.12,"5,922","Oct 29, 2013","Nov 07, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Sep 25, 2017","Oct 05, 2017","Sep 25, 2017",,Hardcover,view,/book/show/17788274-all-change
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Elmet,"Mozley, Fiona",1473660548,9781473660540,1473660548,311        pp,3.79,"14,349","Aug 10, 2017","Aug 10, 2017",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It's like one of those BBC dramas set in the countryside but with more violence and abuse. The first part of the book introduces us to the secluded woIt's like one of those BBC dramas set in the countryside but with more violence and abuse. The first part of the book introduces us to the secluded world where Cathy, Daniel and Daddy live through a build-up of atmospheric sketches that didn't absorb me completely, due to the disjointed narrative. My main problem, though, was the language. I'm not a big fan of lyrical prose but I can appreciate it when it fits with the context. The issue here is that there was no consistency between the characters' background, their speech and the writing style. The protagonists live in a remote copse in Yorkshire withdrawn from society. Cathy and Daniel, respectively 15 and 14, no longer go to school, don't own a television and express themselves using the Yorkshire dialect, so how am I supposed to believe that Danny, the narrator, could come up with sentences like these:As soon as he had shaken off his boots, his Goliath arms pulled me into an embrace and I wondered what it would be like to touch a real whale, and knew that despite what Vivien had said, Daddy was both more vicious and more kind than any leviathan of the ocean.It was as if Daddy and I had sprouted from a clot of mud and splintered roots and they had oozed from pure minerals in crystalline sequence.Daddy placed both his hands flat on the table, his bowed fingers and knuckles almost camouflaged against the likewise knotted, ecru oak.Seriously, ECRU? I learned that word two years ago. It was nearly 10 o’clock and it was bright. Sharp rays had nudged the hems of the thin poly-mix curtains to the sides and filled the room with a precise light. POLY-MIX CURTAINS.It all just struck a jarring note in my ears and I couldn't get past it, especially when after these flowery sentences Danny would say:‘Yeah,’ I said, simply. ‘But it wandt on your land he shot it.’ or‘I don’t know,’ I said. ‘He might have one but we’ve never seen it, and he doendt hunt with it.’Another weak point for me were the characters themselves, who all seem nebulous and undefined. Who is Daddy? Who is Vivien, this woman who tries to help the kids even though it's clear she'd be happy to see them go? Mr. Price is just the cartoonish villain of the story, Cathy is yet another stereotype of the strong teenage girl who won't be bossed around by anybody (see The Power, The Mare or The Bear and the Nightingale). Daniel is the only interesting character with his ambiguous sexuality. Notwithstanding, by the end of the book they all remain out of focus and unresolved....more",Notes are private!,0,1,1,"Sep 19, 2017","Sep 21, 2017","Sep 19, 2017",,Paperback,view (with text),/book/show/35711376-elmet
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Town and the City,"Kerouac, Jack",0141182237,9780141182230,B0092JDHZU,512        pp,3.91,"3,702",1950,"Feb 03, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 14, 2017",Oct 2017,"Sep 14, 2017",,Paperback,view,/book/show/154392.The_Town_and_the_City
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mayhem: A Memoir,"Rausing, Sigrid",,,B01MRWDYVL,204        pp,3.59,991,Sep 2017,"Sep 05, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 10, 2017","Sep 14, 2017","Sep 10, 2017",,Kindle Edition,view,/book/show/35890665-mayhem
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Salt Line,"Jones, Holly Goddard*",073521431X,9780735214316,073521431X,400        pp,3.59,"3,490","Sep 05, 2017","Sep 05, 2017",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A dystopian novel about an epidemic of burrowing ticks, government conspiracies, social media, drugs and infertility. But it's actually all about mothA dystopian novel about an epidemic of burrowing ticks, government conspiracies, social media, drugs and infertility. But it's actually all about motherhood. Holly Goddard Jones is really good at building characters. I loved her collection of Southern suburbia stories Girl Trouble and thoroughly enjoyed her novel The Next Time You See Me, but this, unfortunately, wasn't so good. The story was agonizingly slow and the scary ticks only made a few cameos. Halfway through it became way too political and the ending was absolutely implausible. (view spoiler)[Why would anyone want to stay back in Ruby City, especially after it was (allegedly?) bombed! (hide spoiler)]...more",Notes are private!,0,4,1,"Sep 08, 2017","Sep 17, 2017","Sep 08, 2017",,Hardcover,view (with text),/book/show/34020019-the-salt-line
