,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Elizabeth of Silver's Reviews's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
35,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The First Ladies,"Benedict, Marie*",0593440285,9780593440285,0593440285,389        pp,4.04,"25,156","Jun 27, 2023","Jun 27, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2024",,Hardcover,view,/book/show/63024287-the-first-ladies
36,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Women,"Hannah, Kristin*",1250178630,9781250178633,,480        pp,4.69,"225,957","Feb 06, 2024","Feb 06, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 27, 2024",,Hardcover,view,/book/show/127305853-the-women
37,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Amish Wife,"Olsen, Gregg*",1542016495,9781542016490,B0C7HHVCVP,387        pp,3.51,"12,501","Dec 12, 2023","Jan 01, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 25, 2024",,Kindle Edition,view,/book/show/175532363-the-amish-wife
38,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Good Half Gone,"Fisher, Tarryn*",152580488X,9781525804885,,304        pp,3.51,"3,481","Mar 19, 2024","Mar 19, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 25, 2024",,Paperback,view,/book/show/136340537-good-half-gone
39,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sisters of Belfast,"Maure, Melanie*",0063341557,9780063341555,0063341557,320        pp,3.74,401,"Feb 27, 2024","Feb 27, 2024",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Going to be a January and a 2024 favorite!!A FABULOUS, WONDERFUL READ!! A bombing that killed their parents in 1941 in Dublin put twins Isabel and AelGoing to be a January and a 2024 favorite!!A FABULOUS, WONDERFUL READ!! A bombing that killed their parents in 1941 in Dublin put twins Isabel and Aelish in an orphanage run by nuns.Isabel was rebellious and Aelish was compliant.Isabel escapes, but Aelish remains and becomes a nun.In 1955, Isabel contacts her sister, and Aelish makes the trip to Newfoundland where her sister is suffering from tuberulosis and just had twins. Isabel asks for Aelish's help in caring or her and her twins.Of course Aelish makes her way across the ocean to see her sister after all these years.We follow Isabel and Aelish during the war and after the war learning of their lives in alternating chapters.SISTERS OF BELFAST will pull you in from the very first page.The writing is detailed and personable, the characters are ones that will have you feeling their every emotion, and the story line will capture your interest and your heartSISTERS OF BELFAST is a heartbreaking, heartfelt, beautiful book. You will LOVE the characters and miss them when you turn the last page.Historical fiction fans, and those who enjoy a moving read won’t want to miss this book. 5/5Thank you to the publisher for a copy of this book. All opinions are my own....more",Notes are private!,0,25,2,"Jan 22, 2024not set","Jan 25, 2024not set","Jan 23, 2024",,Paperback,view (with text),/book/show/150351858-sisters-of-belfast
40,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Where They Lie,"Coughlan, Claire",,,,272        pp,3.58,306,"Feb 01, 2024","Feb 20, 2024",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Where did Julia Bridges go?How did she just disappear?Did Gloria Fitzpatrick a midwife who was accused of murdering a woman during an abortion have anWhere did Julia Bridges go?How did she just disappear?Did Gloria Fitzpatrick a midwife who was accused of murdering a woman during an abortion have anything to do with her disappearance twenty-five years ago?Then Julia’s body is found and identified by her wedding ring.Nicoletta Sarto a young journalist that has a secret of her own hears about the body and makes it her mission to find the answers.She investigates with a vengeance because she wants to get the head journalist job.She undercovers many overlooked clues and information and information about her past she wasn’t aware of.I enjoyed Nicoletta and was hoping for the best for her in her investigation and personal life.The book just got better and better as you turned the pages.WHERE THEY LIE will keep your interest because of the great storyline, the descriptive writing, trying to figure out the mystery, and trying to figure out what the title means. Does the title mean the lies people tell or where bodies lie?A truly enjoyable book and a wonderful debut that will be for those who like to solve cold-case mysteries and a likeable main character. 4/5Thank you to the publisher for a copy of this book. All opinions are my own....more",Notes are private!,0,8,1,"Jan 17, 2024","Jan 20, 2024","Jan 18, 2024",,Paperback,view (with text),/book/show/156007326-where-they-lie
41,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Days of Wonder,"Leavitt, Caroline*",164375128X,9781643751283,164375128X,320        pp,4.27,56,unknown,"Apr 23, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 15, 2024",,Hardcover,view,/book/show/192778259-days-of-wonder
42,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wedding Party,"Jones, L.R.",1662508905,9781662508905,B0C1114G51,327        pp,3.73,"2,077","Feb 13, 2024","Feb 13, 2024",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A bachelor/bachelorette celebration at a haunted hotel gone wrong.The combined celebration turns into the murder of the groom-to-be.But where is the bA bachelor/bachelorette celebration at a haunted hotel gone wrong.The combined celebration turns into the murder of the groom-to-be.But where is the bride-to-be? She was found in the attic covered in blood. Did she witness it all and become so scared she ran away - she's too sweet and probably couldn't handle it when she saw him.Luckily an FBI agent was on the scene to start the investigation.We follow the investigation as clues pop up, but the biggest mystery may be the box that was delivered to the groom-to-be before the party. What was in that box?Was that a hint of things to happen?Was it the reason the groom-to-be was murdered?THE WEDDING PARTY will have you blaming every guest and every person at the hotel except the bride-to-be, even though she was the main suspect….the spouse is always the first to be looked at.Was the sweet bride-to-be the one who murdered her beloved fiancee or was she set up?Find out who the killer is in this thriller that will keep you turning the pages. It's a good one. 4/5Thank you to the publisher for a copy of this book. All opinions are my own....more",Notes are private!,2,8,1,"Jan 13, 2024","Jan 15, 2024","Jan 13, 2024",,Kindle Edition,view (with text),/book/show/128055483-the-wedding-party
43,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nowhere Like Home,"Shepard, Sara*",0593186966,9780593186961,0593186966,384        pp,3.40,826,"Feb 20, 2024","Feb 20, 2024",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Friends, enemies, betrayals, and secrets is how we meet Lenna, Rhiannon, Gillian, and women in a woman’s compound that lives off the grid.I didn’t likFriends, enemies, betrayals, and secrets is how we meet Lenna, Rhiannon, Gillian, and women in a woman’s compound that lives off the grid.I didn’t like the thoughts of this compound from the start and wondered why Rhiannon came back into Lenna’s life and talked her into giving the remote commune a try.Lenna left her husband early in the morning and took their baby without telingl him where she was going. Once Lenna contacted her husband Daniel, he was furious and didn’t understand why Lenna did this.If he knew what Lenna had done before they met and never told him, he would be more furious.We follow all the characters and try to figure out what is going on. It is a bit confusing and mysterious until the book gets going and things become clearer.You won't be able to put the book down as things get intense and secrets are found out. Don't give up too soon….it is a wild ending. 4/5Thank you to the publisher for a copy of this book. All opinions are my own....more",Notes are private!,0,14,1,"Jan 08, 2024","Jan 11, 2024","Jan 10, 2024",,Paperback,view (with text),/book/show/157979416-nowhere-like-home
44,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Happier Life,"Harvey, Kristy Woodson*",1668012197,9781668012192,,384        pp,4.54,195,unknown,"Jun 25, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 10, 2024",,Hardcover,view,/book/show/176443295-a-happier-life
45,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Last Mrs. Parrish        (Mrs. Parrish, #1)","Constantine, Liv*",0062688162,9780062688163,0062688162,560        pp,3.97,"342,874","Oct 17, 2017","Oct 17, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2024",,Paperback,view,/book/show/34043643-the-last-mrs-parrish
46,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Loyalty,"Scottoline, Lisa*",0525539832,9780525539834,0525539832,464        pp,3.77,"12,325","Mar 28, 2023","Jan 30, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 09, 2024",,Paperback,view,/book/show/199927663-loyalty
47,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Adam Unrehearsed,"Futterman, Don*",,,B0C82XG6L7,356        pp,4.53,127,unknown,"Nov 14, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Growing up is never easy, but it seems worse for Adam Miller because he got himself on the wrong side of some gangs in his neighborhood.To make it eveGrowing up is never easy, but it seems worse for Adam Miller because he got himself on the wrong side of some gangs in his neighborhood.To make it even worse, he had to tell the police the identification of gang members who harassed him because they are then ordered to not get near him. Then his friends all abandoned him. We follow Adam as one gang after the other gets after him.Today, the Italian gang was waiting for him. It was actually hilarious at what he did along with a friendI felt sorry for him, but he took it in stride or so it seemed. He did find his niche. He was great in the theater.It is a bit slow at times, but those readers who enjoy a coming of age read and a lovable main character should enjoy this book....more",Notes are private!,0,2,1,"Jan 07, 2024","Jan 10, 2024","Jan 07, 2024",,Kindle Edition,view (with text),/book/show/178089467-adam-unrehearsed
48,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Trouble with You,"Feldman, Ellen",1250879469,9781250879462,1250879469,368        pp,3.96,418,"Feb 20, 2024","Feb 20, 2024",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It is post World War II, and we meet Fanny Fabricant, her husband, Max, and their daughter Chloe.Fanny was the lucky one because her husband came backIt is post World War II, and we meet Fanny Fabricant, her husband, Max, and their daughter Chloe.Fanny was the lucky one because her husband came back from the war.She wasn’t lucky for too long, though, because her life changed one night.We follow Fanny as she goes to work much to the gossiping of other women at this time because women didn't work, but she had no choice.THE TROUBLE WITH YOU dragged until mid point, caught my interest after that, but it still wasn’t a book I was anxious to get back to even though Ms. Feldman’s writing and research were well done. My favorite character was Chloe…she was so sweet and innocent. Fanny was a well-thought-out character and one ahead of her time.I enjoyed following Fanny and was hoping for the best for her in the social attitudes of this era. The ending was satisfying, and the book will be enjoyed by historical fiction fans and women’s fiction fans. 4/5Thank you to the publisher for a copy of this book. All opinions are my own....more",Notes are private!,0,26,1,"Jan 03, 2024","Jan 05, 2024","Jan 05, 2024",,Paperback,view (with text),/book/show/127281194-the-trouble-with-you
49,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lindbergh Nanny,"Fredericks, Mariah*",1250888204,9781250888204,1250888204,336        pp,3.78,"7,465","Nov 15, 2022","Jan 09, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 01, 2024",,Paperback,view,/book/show/127277871-the-lindbergh-nanny
50,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Wild and Heavenly Place,"Oliveira, Robin",0593543858,9780593543856,0593543858,416        pp,3.91,607,"Feb 13, 2024","Feb 13, 2024",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"One family goes from luxury to poverty while another goes from poverty to more poverty, but then both circle back.The MacIntyre family was living in lOne family goes from luxury to poverty while another goes from poverty to more poverty, but then both circle back.The MacIntyre family was living in luxury until the bank of Glasgow failed.Samuel was poverty stricken from birth.Harold Macintyre lost everything including his job.He decided to move his family from Scotland to Seattle, Washington, where he was hoping to get a job in the coal business.It was a rude awakening for his family, but now they know how the poor that Mrs. MacIntyre had no time for back in Scotland had to live.Hailey MacIntyre was more devastated than her mother because she had fallen in love with Samuel Fiddes a poor dock worker back in Scotland. Her mother forbid her to see Samuel.Meanwhile Samuel is on his way to Seattle to find Hailey, and she doesn’t know it.We follow Samuel, his little sister Allison, and the MacIntyre family as we share in their struggle to live and live with them in their sorrows in this time frame - 1878 to 1882.I loved sweet Allison.Samuel will warm your heart too with how he takes care of his sister.You will also feel the pain of most of the characters, but you will want James to have some pain.The descriptions were very vivid and easily took you to the setting. Ms. Oliveria’s Writing is beautiful and lush.There also is some heartbreaking romance, but more of the lives of the characters and how the homesteaders built a life for themselves and the country in the wild area they lived in. 5/5Historical fiction fans will enjoy this book even though most is about hardships and heartbreak.Thank you to the publisher for a copy of this book. All opinions are my own....more",Notes are private!,2,14,1,"Dec 27, 2023","Dec 29, 2023","Dec 28, 2023",,Hardcover,view (with text),/book/show/150246127-a-wild-and-heavenly-place
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Last Time She Saw Him,"White, Kate*",0063247399,9780063247390,0063247399,304        pp,3.38,163,"May 14, 2024","May 14, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 27, 2023",,Paperback,view,/book/show/196774350-the-last-time-she-saw-him
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Queens of London,"Webb, Heather*",1728245001,9781728245003,,368        pp,4.04,695,"Feb 06, 2024","Feb 06, 2024",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 24, 2023",,Paperback,view,/book/show/136276918-queens-of-london
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Queens of London,"Webb, Heather",172824501X,9781728245010,B0C4VQG1CX,362        pp,4.04,695,"Feb 06, 2024","Feb 06, 2024",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"We meet four wonderful characters, and characters you will love even though one is on the wrong side of the law part-time and one full-time. You will We meet four wonderful characters, and characters you will love even though one is on the wrong side of the law part-time and one full-time. You will love Hira, a 10-year-old who ran away from a life of luxury at her unloving, cruel uncle’s house, just because of her innocence about not knowing what was really out there outside of her lovely upbringing.You will love Alice just because she’s a feisty woman in the 1920s and head of a gang of women who steal to survive.You will love Lillian, a police woman from Scotland Yard, who is trying her best to show the men that she can do what they do, and even do it better.You will love Dorothy, an unassuming, but talented clerk in a department store who is kind and generous especially to Hira. Queens of London will capture your interest immediately because of the setting, the time period, the characters, and the interest about these women called The Forty Elephants and what they do.You won’t know who to root for because they are all likable characters, but I was sort of leaning toward Hira, because she didn’t know what she had gotten herself into after leaving her uncle's house even though she knew it would be worse where he was going to send her.Dorothy was also a favorite because she was a sweetheart, and I hoped she would be able to get her designs noticed. I knew Heather Webb would not disappoint. Her books are always amazing...terrific writing and interest-keeping storyline.Her research is impeccable. Based on characters, THE QUEENS OF LONDON will be enjoyed by historical fiction fans and fans of life in London at this time.ENJOY the antics, sorrows, and lives of the characters!! Be sure to read the author’s notes for more information. 5/5Thank you to the publisher for a copy of this book. All opinions are my own....more",Notes are private!,0,9,1,"Dec 24, 2023","Dec 26, 2023","Dec 24, 2023",,Kindle Edition,view (with text),/book/show/152172625-the-queens-of-london
