,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Charlie 's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,John Quincy Adams: Militant Spirit,"Traub, James",0465028276,9780465028276,0465028276,640        pp,4.39,"1,337","Mar 22, 2016","Mar 22, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 30, 2022",,Hardcover,view,/book/show/26240788-john-quincy-adams
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,James Monroe: A Life,"McGrath, Tim",045147726X,9780451477262,045147726X,738        pp,4.21,873,"May 05, 2020","May 05, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 30, 2022",,Hardcover,view,/book/show/52354569-james-monroe
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,James Madison: America's First Politician,"Cost, Jay",1541699556,9781541699557,1541699556,464        pp,4.10,298,"Nov 02, 2021","Nov 09, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 30, 2022",,Hardcover,view,/book/show/57356065-james-madison
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Thomas Jefferson: The Art of Power,"Meacham, Jon",,,B0089EHKE8,802        pp,4.04,"40,027","Nov 13, 2012","Nov 13, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 30, 2022",,Kindle Edition,view,/book/show/41021344-thomas-jefferson
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,John Adams,"McCullough, David",0743223136,9780743223133,0743223136,751        pp,4.07,"361,251","May 01, 2001","May 22, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 30, 2022",,Paperback,view,/book/show/2203.John_Adams
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American Wolf: A True Story of Survival and Obsession in the West,"Blakeslee, Nate",1101902787,9781101902783,1101902787,300        pp,4.40,"11,173","Oct 17, 2017","Oct 17, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 30, 2022",,Hardcover,view,/book/show/34427982-american-wolf
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Washington: The Indispensable Man,"Flexner, James Thomas",0316286168,9780316286169,B00A2M01AU,423        pp,4.11,"5,932",1974,"Jan 01, 1974",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2022",,Paperback,view,/book/show/254310.Washington
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lincoln on the Verge: Thirteen Days to Washington,"Widmer, Ted",1476739439,9781476739434,1476739439,624        pp,4.43,"1,751","Apr 07, 2020","Apr 07, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2022",,Hardcover,view,/book/show/50842619-lincoln-on-the-verge
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Miss Benson's Beetle,"Joyce, Rachel",0593230957,9780593230954,0593230957,352        pp,4.09,"48,799","Jul 23, 2020","Nov 24, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2022",,Hardcover,view,/book/show/52674676-miss-benson-s-beetle
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Righteous Mind: Why Good People Are Divided by Politics and Religion,"Haidt, Jonathan",,,,419        pp,4.21,"56,229","Mar 13, 2012","Mar 13, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2022",,Hardcover,view,/book/show/11324722-the-righteous-mind
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,First Man: The Life of Neil A. Armstrong,"Hansen, James R.",0743257510,9780743257510,0743257510,784        pp,3.91,"6,133","Jun 27, 2005","Oct 03, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 29, 2022",,Paperback,view,/book/show/205589.First_Man
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Venice Sketchbook,"Bowen, Rhys*",1542027128,9781542027120,1542027128,412        pp,4.24,"75,583","Apr 13, 2021","Apr 13, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"My first Rhys Bowen book. It was good, I really liked it. The dual stories (grounded in the history) and their related past to present switchbacks kepMy first Rhys Bowen book. It was good, I really liked it. The dual stories (grounded in the history) and their related past to present switchbacks kept it interesting and moving at a nice pace thus allowing the mystery to unfold. I've never been to Venice but was able to easily visualize its beauty based on Bowen's descriptive and attentive writing style. The romance wasn't overdone but rather kept at a simmer which was fine by me. One part history, one part mystery and one part romance, all around a nice read that I would recommend. Now I want to go to Venice......more",Notes are private!,0,1,1,"Jan 25, 2022","Jan 30, 2022","Jan 25, 2022",,Hardcover,view (with text),/book/show/54645984-the-venice-sketchbook
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Five Decembers,"Kestrel, James*",1789096111,9781789096118,1789096111,429        pp,4.44,"7,766","Oct 19, 2021","Oct 19, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A detective’s five-year journey switching back between two continents and a world war to investigate and ultimately avenge a three-time killer. Joe McA detective’s five-year journey switching back between two continents and a world war to investigate and ultimately avenge a three-time killer. Joe McGrady, an American veteran of Korea and Honolulu cop, is handed his first case, a grisly double-murder, to solve as an acting detective. Just weeks before the invasion of Pearl Harbor, McGrady begins to untangle the threads of the case and in doing so is propelled halfway around the world. Set-up, stranded and almost left for dead in a Hong Kong jail at the outbreak of the war, McGrady miraculously finds himself rescued but still sequestered behind enemy lines in Tokyo for the entire Second World War. Stuck in time and pining for the life and love he left behind, McGrady discovers key clues about one of the murder victims that begins to break the case open but also indelibly links him to its resolution. All the while, the captive American immerses himself in Japanese culture and finds new love with his pacifist, captor’s daughter. The war epic, wrapped within this murder mystery, climaxes during the night of the Tokyo firebombing after which McGrady returns like a ghost to a Hawaii that has changed forever and moved well past his assumed death. Restless to both resume and resolve the case as well as to keep his promise and repay the kindness of his captor, McGrady finally untangles the last knot of the mystery. In the end and after a lifetime to McGrady and a half-decade to everyone else, he surrenders to an ultimate peace after having been caught too many times in the middle of a world constantly at war with itself. Parts mystery, espionage, procedural, romance and war epic, Five Decembers is the best kind of pulp fiction noir with a protagonist the reader witnesses morph from common man to hardboiled and then morph again to at ease. The writing style echoes that of Chandler, Clavell and Hemingway while McGrady is an amalgamation of Travis McGee, Robert Jordan and everyone in between. At first blush, Five Decembers may seem anachronistic but once the last page is turned its timelessness is clear. ...more",Notes are private!,0,1,2,"Mar 25, 2022not set","Apr 02, 2022not set","Jan 25, 2022",,Hardcover,view (with text),/book/show/57522883-five-decembers
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Never Saw Me Coming,"Kurian, Vera*",0778311554,9780778311553,0778311554,400        pp,3.63,"32,431","Sep 07, 2021","Sep 07, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The story about a group of college students (unknown to each other) participating in a clinical study...for psychopaths that find themselves being kilThe story about a group of college students (unknown to each other) participating in a clinical study...for psychopaths that find themselves being killed off. This is NOT my usual type of book. I read it as part of a group focused on books nominated for this year's Edgar Awards (this one was part of the First Best Novel category). It was actually pretty good but at times disturbing and comical and farfetched and...well you get the point. All that said, I was in the mood for something that I could read for fun to get me back on track after a couple of weeks in which I felt like my reading momentum had stalled and this did the trick. Read it in two days and enjoyed it. Not for everyone. ...more",Notes are private!,0,1,1,"Feb 19, 2022","Feb 20, 2022","Jan 25, 2022",,Hardcover,view (with text),/book/show/56383038-never-saw-me-coming
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Twelve Lives of Alfred Hitchcock: An Anatomy of the Master of Suspense,"White, Edward",1324002395,9781324002390,1324002395,380        pp,3.91,795,"Apr 13, 2021","Apr 13, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Part biography, part film s, part analysis of the man, his work and legacy, this is an interesting book that breaks Hitchcock down into twelve pPart biography, part film s, part analysis of the man, his work and legacy, this is an interesting book that breaks Hitchcock down into twelve personality aspects linked to his films by chapter such as “The Murderer”, “The Voyeur”, “The Womanizer”, “The Auteur”, etc.Lots of tidbits and keen observations peppered throughout such as, 1.) the death of his father coinciding with the zenith of Germany’s attacks on England during WWI and the 1918 influenza pandemic sweeping across Europe soon thereafter all of which seemed to shape his childhood, 2.) that had he not gotten into movies, he claims he would have been a criminal lawyer, 3.) that he was a worrier, incredibly vain, hugely insecure and constantly needing and getting reassurance from his wife, 4.) that both Graham Greene and Ernest Hemingway refused to work with him, 5.) he was Universal’s third largest shareholder at one point, 6.) he didn’t like Paul Newman because he didn’t wear a tie and drank beer (not wine) at one of his famed post shoot dinners, 7.) that Cézanne was his favorite artist.Certainly, a true original and yet, like many brilliant, creative icons, very much a creepy weirdo. That aside (if you can separate the man from his work), his movies and his influence remain both indelibly etched in our modern culture and presciently relevant more than 50 years after his death.The book was a fun read and I like the various film interpretations the best....more",Notes are private!,0,2,1,Feb 2022,"Feb 05, 2022","Jan 25, 2022",,Hardcover,view (with text),/book/show/53404261-the-twelve-lives-of-alfred-hitchcock
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Band of Angels: The Untold Story of American Nurses Trapped on Bataan by the Japanese,"Norman, Elizabeth M.*",0671787187,9780671787189,0671787187,327        pp,4.27,"4,392","Apr 20, 1999","May 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 25, 2022",,Paperback,view,/book/show/50040.We_Band_of_Angels
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Children's Bible,"Millet, Lydia",0393867382,9780393867381,0393867382,240        pp,3.73,"36,050","May 12, 2020","Feb 16, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 25, 2022",,Paperback,view,/book/show/55298364-a-children-s-bible
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Woman of No Importance: The Untold Story of the American Spy Who Helped Win World War II,"Purnell, Sonia",073522529X,9780735225299,073522529X,352        pp,4.15,"48,275","Mar 28, 2019","Apr 09, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 25, 2022",,Hardcover,view,/book/show/40595446-a-woman-of-no-importance
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Transcendent Kingdom,"Gyasi, Yaa*",,,,264        pp,4.11,"146,881","Aug 31, 2020","Sep 01, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 25, 2022",,Hardcover,view,/book/show/48570454-transcendent-kingdom
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,When All Is Said,"Griffin, Anne*",125020058X,9781250200587,125020058X,326        pp,4.02,"41,235","Mar 05, 2019","Mar 05, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 25, 2022",,Hardcover,view,/book/show/39863464-when-all-is-said
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cartographer of No Man's Land,"Duffy, P.S.*",0871407779,9780871407771,0871407779,384        pp,3.71,"1,411","Oct 28, 2013","Jun 02, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2022",,Paperback,view,/book/show/18379037-the-cartographer-of-no-man-s-land
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Leonardo da Vinci,"Isaacson, Walter*",1501139150,9781501139154,1501139150,600        pp,4.20,"106,219","Oct 17, 2017","Oct 17, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2022",,Hardcover,view,/book/show/34684622-leonardo-da-vinci
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The House of the Spirits,"Allende, Isabel*",0553383809,9780553383805,0553383809,448        pp,4.28,"269,497",1982,"Aug 30, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2022",,Paperback,view,/book/show/9328.The_House_of_the_Spirits
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Half of a Yellow Sun,"Adichie, Chimamanda Ngozi",1400044162,9781400044160,1400044162,433        pp,4.34,"158,873","Sep 12, 2006","Sep 12, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 21, 2022",,Hardcover,view,/book/show/18749.Half_of_a_Yellow_Sun
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Tale for the Time Being,"Ozeki, Ruth*",0670026638,9780670026630,0670026638,432        pp,4.06,"120,634","Mar 11, 2013","Mar 12, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An interesting book all around. From the title of the book, to the main character's name and the overall message, this was certainly a ""thought-provokAn interesting book all around. From the title of the book, to the main character's name and the overall message, this was certainly a ""thought-provoking"" book :-). Early on, the main character, Nao, reminded me a lot of Holden Caulfield but over the course of the book she matured beyond her years. The author did a very nice job peeling the onion back on her cast of characters and in unfolding their respective truths creating a shared understanding amongst all. The technique of telling the story across a continuum of time that switched back and forth and then became intertwined kept the pace moving and the mystery of the story fresh till the end.In the end, I think this book is a parable (aka ""a tale"") for the living (aka ""the time being"") to live in the now and do your best knowing that life is a journey with many bends in the road and that wisdom and knowledge come as time passes and experience is gained and that patience and understanding are required along the way to acquire both. And I think telling the story from the perspective of a teenager reminds adults at just how imperfect and fragile we are as humans (even though we may have tricked ourselves as being the smartest people in the room). Ah, if I only knew then (when I was sixteen) what I know now (at 49)...which is another way of saying in another 33 years, if I only knew then (when I was 49) what I know now (at 82). As Bob Dylan sings in My Back Pages, ""Ah, but I was so much older then, I'm younger than that now.""...more",Notes are private!,0,0,1,"Jan 07, 2022","Jan 18, 2022","Jan 17, 2022",,Hardcover,view (with text),/book/show/15811545-a-tale-for-the-time-being
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,E.R. Nurses,"Patterson, James*",0759554269,9780759554269,0759554269,304        pp,4.19,"6,889","Oct 11, 2021","Oct 11, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 16, 2022",,Hardcover,view,/book/show/57007762-e-r-nurses
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anxious People,"Backman, Fredrik*",1982121602,9781982121600,1982121602,336        pp,4.18,"633,741","Apr 25, 2019","Sep 08, 2020",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 11, 2022",,Paperback,view,/book/show/53799686-anxious-people
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Personal Librarian,"Benedict, Marie*",,,,341        pp,4.06,"167,951","Jun 29, 2021","Jun 29, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 11, 2022",,Hardcover,view,/book/show/55333938-the-personal-librarian
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Crying in H Mart,"Zauner, Michelle",0525657746,9780525657743,0525657746,256        pp,4.27,"417,158","Apr 20, 2021","Apr 20, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 11, 2022",,Hardcover,view,/book/show/54814676-crying-in-h-mart
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Small World,"Evison, Jonathan*",0593184122,9780593184127,0593184122,480        pp,4.08,"3,674","Jan 11, 2022","Jan 11, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 11, 2022",,Hardcover,view,/book/show/56702688-small-world
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Command and Control: Nuclear Weapons, the Damascus Accident, and the Illusion of Safety","Schlosser, Eric",1594202273,9781594202278,1594202273,656        pp,4.26,"13,302","Sep 17, 2013","Sep 17, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 05, 2022",,Hardcover,view,/book/show/6452798-command-and-control
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Love Medicine        (Love Medicine, #1)","Erdrich, Louise",0060786469,9780060786465,0060786469,367        pp,4.01,"26,606",1984,"Aug 02, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 30, 2021",,Paperback,view,/book/show/91440.Love_Medicine
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hour of the Witch,"Bohjalian, Chris*",0385542437,9780385542432,0385542437,406        pp,3.85,"43,867","May 04, 2021","May 04, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 30, 2021",,Hardcover,view,/book/show/54063343-hour-of-the-witch
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American Tabloid        (Underworld USA #1),"Ellroy, James",037572737X,9780375727375,037572737X,592        pp,4.20,"18,487","Feb 14, 1995",Apr 2001,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 30, 2021",,Paperback,view,/book/show/36064.American_Tabloid
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Strategist: Brent Scowcroft and the Call of National Security,"Sparrow, Bartholomew H.",1586489631,9781586489632,1586489631,752        pp,4.01,81,"Sep 03, 2013","Jan 27, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 30, 2021",,Hardcover,view,/book/show/17290798-the-strategist
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Emperor of All Maladies: A Biography of Cancer,"Mukherjee, Siddhartha",,,,571        pp,4.33,"102,525","Nov 16, 2010","Nov 16, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 30, 2021",,Hardcover,view,/book/show/7170627-the-emperor-of-all-maladies
195,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dune        (Dune, #1)","Herbert, Frank",059309932X,9780593099322,059309932X,658        pp,4.27,"1,357,771","Jun 01, 1965","Oct 01, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 30, 2021",,Hardcover,view,/book/show/44767458-dune
196,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Steve Jobs,"Isaacson, Walter*",1451648537,9781451648539,1451648537,630        pp,4.16,"1,246,260","Oct 01, 2011","Oct 24, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 30, 2021",,Hardcover,view,/book/show/11084145-steve-jobs
197,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Undaunted Courage: The Pioneering First Mission to Explore America's Wild Frontier,"Ambrose, Stephen E.",074347788X,9780743477888,074347788X,592        pp,4.22,"62,419","Feb 15, 1996","Oct 06, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 30, 2021",,Paperback,view,/book/show/45546.Undaunted_Courage
198,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Grant,"Chernow, Ron",159420487X,9781594204876,159420487X,"1,074        pp",4.49,"37,152","Oct 10, 2017","Oct 10, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 30, 2021",,Hardcover,view,/book/show/34237826-grant
199,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The War for Gloria,"Lish, Atticus",152473232X,9781524732325,152473232X,464        pp,3.82,"1,028","Sep 07, 2021","Sep 07, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 30, 2021",,Hardcover,view,/book/show/56643403-the-war-for-gloria
200,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beloved,"Morrison, Toni",,9781400033416,1400033411,324        pp,3.95,"435,356","Sep 16, 1987","Jun 08, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 30, 2021",,Paperback,view,/book/show/6149.Beloved
201,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Our Woman in Moscow,"Williams, Beatriz*",0063020785,9780063020788,0063020785,448        pp,4.06,"21,527","Jun 01, 2021","Jun 01, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 30, 2021",,Hardcover,view,/book/show/55200703-our-woman-in-moscow
202,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Termination Shock,"Stephenson, Neal*",0063028050,9780063028050,0063028050,708        pp,3.84,"17,015","Oct 27, 2021","Nov 16, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 30, 2021",,Hardcover,view,/book/show/57094295-termination-shock
203,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Thousand Ships,"Haynes, Natalie*",0063065398,9780063065390,0063065398,368        pp,4.08,"68,790","May 02, 2019","Jan 26, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 30, 2021",,Hardcover,view,/book/show/53487148-a-thousand-ships
204,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Invisible Child: Poverty, Survival & Hope in an American City","Elliott, Andrea",0812986946,9780812986945,0812986946,602        pp,4.72,"15,192","Oct 05, 2021","Oct 05, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 30, 2021",,Hardcover,view,/book/show/57359691-invisible-child
205,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Flying Blind: The 737 MAX Tragedy and the Fall of Boeing,"Robison, Peter",0385546491,9780385546492,0385546491,336        pp,4.18,"2,852","Nov 30, 2021","Nov 30, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 30, 2021",,Hardcover,view,/book/show/55994102-flying-blind
206,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Empire of Pain: The Secret History of the Sackler Dynasty,"Keefe, Patrick Radden",0385545681,9780385545686,0385545681,535        pp,4.54,"102,993","Apr 13, 2021","Apr 13, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 30, 2021",,Hardcover,view,/book/show/43868109-empire-of-pain
207,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fulfillment: Winning and Losing in One-Click America,"Macgillis, Alec",0374159270,9780374159276,0374159270,400        pp,3.91,"2,173","Mar 16, 2021","Mar 16, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 30, 2021",,Hardcover,view,/book/show/53317467-fulfillment
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Who Is Maud Dixon?,"Andrews, Alexandra*",0316500313,9780316500319,0316500313,324        pp,3.83,"36,655","Mar 02, 2021","Mar 02, 2021",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This was a fun, quick read. Although it slowly wades into the deep end, it was still well paced. There's not too much to say about it other than it's This was a fun, quick read. Although it slowly wades into the deep end, it was still well paced. There's not too much to say about it other than it's a good modern-day noir mystery that revolves around books and writing, so if you're into that this is the book for you. ...more",Notes are private!,0,2,1,"Mar 04, 2022","Mar 05, 2022","Dec 30, 2021",,Hardcover,view (with text),/book/show/52320705-who-is-maud-dixon
