,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Lauren's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
543,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Animal Farm,"Orwell, George",,,,122        pp,3.99,"3,884,116","Aug 17, 1945","May 06, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"May 31, 2015",,Paperback,view,/book/show/7613.Animal_Farm
544,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Omnivore's Dilemma: A Natural History of Four Meals,"Pollan, Michael*",1594200823,9781594200823,1594200823,450        pp,4.18,"204,120","Apr 11, 2006","Apr 11, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 31, 2015",,Hardcover,view,/book/show/3109.The_Omnivore_s_Dilemma
545,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Into Thin Air: A Personal Account of the Mount Everest Disaster,"Krakauer, Jon*",,,,368        pp,4.24,"505,824","May 01, 1997","Oct 19, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 31, 2015",,Paperback,view,/book/show/1898.Into_Thin_Air
546,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Beloved World,"Sotomayor, Sonia",0307594882,9780307594884,0307594882,302        pp,4.08,"32,546","Jan 15, 2013","Jan 15, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I honestly never thought I would finish this book. It’s really hard to write a successful memoir. A lot of this book jumped around and was pretty boriI honestly never thought I would finish this book. It’s really hard to write a successful memoir. A lot of this book jumped around and was pretty boring. Some parts were interesting. It would’ve helped if there was some overarching theme or organized thoughts. Anyway, I’m glad to get it off of my shelves. ...more",Notes are private!,0,3,1,"Aug 13, 2015","Mar 17, 2018","May 29, 2015",,Hardcover,view (with text),/book/show/13642929-my-beloved-world
547,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,And the Mountains Echoed,"Hosseini, Khaled*",159463176X,9781594632112,159463176X,404        pp,4.07,"371,150","Feb 29, 2012","May 21, 2013",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Not nearly as good as Hosseini's others. There were way too many characters and they way they ended up being connected seemed forced. Not nearly as good as Hosseini's others. There were way too many characters and they way they ended up being connected seemed forced. ...more,Notes are private!,0,0,1,"Jun 21, 2016","Jun 30, 2016","May 29, 2015",,Hardcover,view (with text),/book/show/16115612-and-the-mountains-echoed
548,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Storyteller,"Picoult, Jodi*",1439102767,9781439102763,1439102767,461        pp,4.30,"227,602","Feb 26, 2013","Feb 26, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 28, 2015",,Hardcover,view,/book/show/15753740-the-storyteller
549,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Maybe Not        (Maybe, #1.5)","Hoover, Colleen*",,,,161        pp,3.64,"188,277","Nov 24, 2014","Nov 24, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Sooo sexy,Notes are private!,0,0,1,"Nov 25, 2016","Nov 25, 2016","May 28, 2015",,Kindle Edition,view (with text),/book/show/23587984-maybe-not
550,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,November 9,"Hoover, Colleen*",1501110349,9781501110344,1501110349,310        pp,4.14,"1,078,771","Nov 10, 2015","Nov 10, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Dec 20, 2015","Dec 21, 2015","May 28, 2015",,Paperback,view,/book/show/25111004-november-9
551,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Paris Wife,"McLain, Paula*",0345521307,9780345521309,0345521307,314        pp,3.82,"296,296","Feb 27, 2011","Feb 27, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 27, 2015",,Hardcover,view,/book/show/8683812-the-paris-wife
552,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lonely Hearts Club,"Janowitz, Brenda*",1940610354,9781940610351,1940610354,336        pp,3.67,119,"May 06, 2014","Mar 24, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 27, 2015",,Paperback,view,/book/show/22542598-the-lonely-hearts-club
553,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Dovekeepers,"Hoffman, Alice*",145161747X,9781451617474,B0068EO6HK,504        pp,4.06,"76,745","Oct 04, 2011","Oct 04, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 27, 2015",,Hardcover,view,/book/show/10950924-the-dovekeepers
554,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sarah's Key,"Rosnay, Tatiana de*",0312370830,9780312370831,0312370830,294        pp,4.18,"474,839","Sep 01, 2006",Jun 2007,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 27, 2015","May 28, 2015","May 27, 2015",,Hardcover,view,/book/show/556602.Sarah_s_Key
555,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,How to Kill a Rock Star,"DeBartolo, Tiffanie*",140220521X,9781402205217,140220521X,417        pp,4.06,"15,538","Sep 01, 2005","Sep 01, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 27, 2015",,Paperback,view,/book/show/113791.How_to_Kill_a_Rock_Star
556,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Into the Wild,"Krakauer, Jon*",0385486804,9780385486804,0385486804,203        pp,4.01,"1,090,256","Jan 13, 1996","Feb 01, 1997",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"May 24, 2015","Jun 03, 2015","May 24, 2015",,Paperback,view,/book/show/1845.Into_the_Wild
557,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Story of the Human Body: Evolution, Health, and Disease","Lieberman, Daniel E.",0307907414,9780307907417,,480        pp,4.26,"7,879","Oct 01, 2013","Oct 01, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 24, 2015",,ebook,view,/book/show/17736859-the-story-of-the-human-body
558,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Killing Woods,"Christopher, Lucy*",1906427720,9781906427726,1906427720,369        pp,3.43,"4,096","Oct 03, 2013","Oct 03, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 24, 2015",,Paperback,view,/book/show/16207813-the-killing-woods
559,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Psychopath Whisperer: The Science of Those Without Conscience,"Kiehl, Kent",077043584X,9780770435844,077043584X,304        pp,4.06,"3,506","Jan 01, 2014","Apr 22, 2014",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 24, 2015",,Hardcover,view,/book/show/18248486-the-psychopath-whisperer
560,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Never Never        (Never Never, #1)","Hoover, Colleen*",,,B00RZVNDSS,158        pp,3.85,"120,364","Jan 07, 2015","Jan 07, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book is very different from what the usual Colleen writes. I wasn't loving it at first, but towards the end it started to get really good. The enThis book is very different from what the usual Colleen writes. I wasn't loving it at first, but towards the end it started to get really good. The ending makes it impossible not to want to read the sequel. Still didn't love it and probably would give 3.5 stars if it were an option, but it was an intriguing plot line. ...more",Notes are private!,0,3,1,"Jul 23, 2015","Jul 24, 2015","May 23, 2015",,Kindle Edition,view (with text),/book/show/24378015-never-never
561,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Another Day        (Every Day, #2)","Levithan, David*",0385756208,9780385756204,0385756208,327        pp,3.58,"24,861","Jul 30, 2015","Aug 25, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 21, 2015",,Hardcover,view,/book/show/18459855-another-day
562,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Little Women,"Alcott, Louisa May",,,0451529308,449        pp,4.15,"2,233,545",1868,"Apr 06, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Little Women was really accessible and easy to read (especially for a classic). I liked how the chapters were kind of like little stories that could’vLittle Women was really accessible and easy to read (especially for a classic). I liked how the chapters were kind of like little stories that could’ve stood on their own. It made it easy to read a couple chapters and then come back to it after a bit. I watched the movie first and it was nice to have an idea what the major plot points were, though of course there was more to the book than the movie. Definitely happy I read it! ...more",Notes are private!,0,2,1,"Feb 17, 2020","May 16, 2020","May 21, 2015",,Paperback,view (with text),/book/show/1934.Little_Women
563,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Invisible Bridge,"Orringer, Julie*",0307713547,9780307713544,0307713547,28        pp,4.18,"52,788","May 04, 2010","May 04, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 21, 2015",,Audiobook,view,/book/show/7274337-the-invisible-bridge
564,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Me Before You        (Me Before You, #1)","Moyes, Jojo*",0670026603,9780670026609,0670026603,369        pp,4.26,"1,628,955","Dec 31, 2012","Dec 31, 2012",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,wow,Notes are private!,0,2,1,"May 27, 2016","May 30, 2016","May 21, 2015",,Hardcover,view (with text),/book/show/15507958-me-before-you
565,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Unthinkable Thoughts of Jacob Green,"Braff, Joshua*",0452286700,9780452286702,0452286700,259        pp,3.53,"2,244",2004,"Sep 27, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 17, 2015",,Paperback,view,/book/show/79699.The_Unthinkable_Thoughts_of_Jacob_Green
566,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"How to Be a Person: The Stranger's Guide to College, Sex, Intoxicants, Tacos, and Life Itself","West, Lindy",1570617783,9781570617782,1570617783,272        pp,3.36,514,"Jan 01, 2012","Aug 07, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 15, 2015",,Paperback,view,/book/show/13155510-how-to-be-a-person
567,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mysterious Skin,"Heim, Scott",0060841699,9780060841690,0060841699,292        pp,4.13,"10,656",1995,"May 10, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 15, 2015",,Paperback,view,/book/show/92365.Mysterious_Skin
568,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The House of the Spirits,"Allende, Isabel*",0553383809,9780553383805,0553383809,448        pp,4.28,"269,510",1982,"Aug 30, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 09, 2015",,Paperback,view,/book/show/9328.The_House_of_the_Spirits
569,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Long Way Gone: Memoirs of a Boy Soldier,"Beah, Ishmael",0374105235,9780374105235,,229        pp,4.16,"186,840","Feb 13, 2007","Feb 13, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Wow. Although this book was incredibly hard to read, I found that I couldn't put it down. All the things that Ishmael went through are so unbelievablyWow. Although this book was incredibly hard to read, I found that I couldn't put it down. All the things that Ishmael went through are so unbelievably hard to imagine. I would definitely recommend this book to anyone who is able to read very graphic descriptions of war/death. ...more",Notes are private!,0,2,1,"Jul 30, 2016","Jul 31, 2016","Apr 15, 2015",,Hardcover,view (with text),/book/show/43015.A_Long_Way_Gone
570,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We Should All Be Feminists,"Adichie, Chimamanda Ngozi",,,B00L0F01NK,65        pp,4.40,"292,658",2012,"Jul 29, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Jan 17, 2016","Jan 17, 2016","Apr 15, 2015",,Kindle Edition,view,/book/show/22738563-we-should-all-be-feminists
571,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Let the Great World Spin,"McCann, Colum*",1400063736,9781400063734,1400063736,351        pp,3.95,"104,956","Jun 16, 2009","Jun 23, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It took me a while to get into this book. Each chapter tells the story of a different character, so it is almost like starting a new book every chapteIt took me a while to get into this book. Each chapter tells the story of a different character, so it is almost like starting a new book every chapter. When things started to come together, however, the story was very captivating. The ending left me wanting more....more",Notes are private!,0,3,1,"Jun 09, 2015","Jul 09, 2015","Mar 21, 2015",,Hardcover,view (with text),/book/show/5941033-let-the-great-world-spin
572,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,It,"King, Stephen*",0450411435,9780450411434,0450411435,"1,168        pp",4.24,"1,110,752","Sep 15, 1986","Oct 01, 1987",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 08, 2015",,Paperback,view,/book/show/830502.It
573,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Immortal Life of Henrietta Lacks,"Skloot, Rebecca*",1400052173,9781400052172,1400052173,370        pp,4.12,"735,180","Feb 02, 2010","Feb 02, 2010",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"An amazing story of Henrietta Lacks, her family, and the legacy of her cells. This book addresses important issues like medical ethics, the capitalismAn amazing story of Henrietta Lacks, her family, and the legacy of her cells. This book addresses important issues like medical ethics, the capitalism of research, and consented tissue donation in an easily accessible way. It was awesome to hear about the history HeLa cells after reading some of the research that has been conducted using these cells. This book has a lot of different takeaways depending on who you are - especially important for human research scientists as a reminder that the cells they study are from humans who have stories. Really great!! ...more",Notes are private!,0,4,1,"Aug 16, 2018","Aug 25, 2018","Feb 07, 2015",,Hardcover,view (with text),/book/show/6493208-the-immortal-life-of-henrietta-lacks
574,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Never Let Me Go,"Ishiguro, Kazuo*",,,1400078776,288        pp,3.85,"694,153","Apr 05, 2005","Aug 31, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,Jul 2016,"Jul 14, 2016","Feb 07, 2015",,Paperback,view,/book/show/6334.Never_Let_Me_Go
575,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hoot,"Hiaasen, Carl*",0440421705,9780440421702,0440421705,304        pp,3.83,"106,428","Sep 10, 2002","Mar 14, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 20, 2015",,Paperback,view,/book/show/13083.Hoot
576,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fast Food Nation: The Dark Side of the All-American Meal,"Schlosser, Eric",0060838582,9780060838584,0060838582,383        pp,3.75,"205,638","Jan 17, 2001","Jul 15, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2015",,Paperback,view,/book/show/1097.Fast_Food_Nation
577,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Darkly Dreaming Dexter        (Dexter, #1)","Lindsay, Jeff*",,,,288        pp,3.90,"206,197","May 05, 2004","Sep 19, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2015",,Paperback,view,/book/show/17231.Darkly_Dreaming_Dexter
578,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Was Here,"Forman, Gayle*",0451471474,9780451471475,0451471474,270        pp,3.74,"65,973","Jan 27, 2015","Jan 27, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jan 20, 2015",,Hardcover,view,/book/show/18879761-i-was-here
579,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lock and Key,"Dessen, Sarah*",067001088X,9780670010882,067001088X,432        pp,4.00,"149,867","Apr 22, 2008","Apr 22, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 18, 2015",,Hardcover,view,/book/show/1295102.Lock_and_Key
580,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"My Side of the Mountain        (Mountain, #1)","George, Jean Craighead",0142401110,9780142401118,0142401110,177        pp,4.09,"77,480",1959,"Apr 12, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 18, 2015",,Paperback,view,/book/show/41667.My_Side_of_the_Mountain
581,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Regarding the Bathrooms: A Privy to the Past,"Klise, Kate",0152051643,9780152051648,0152051643,160        pp,4.23,686,2006,"Aug 01, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 18, 2015",,Hardcover,view,/book/show/23400.Regarding_the_Bathrooms
582,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Just Listen,"Dessen, Sarah*",0670061050,9780670061051,0670061050,371        pp,4.05,"246,880","Apr 06, 2006","Apr 06, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 18, 2015",,Hardcover,view,/book/show/51738.Just_Listen
583,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Adventures of Huckleberry Finn,"Twain, Mark",0142437174,9780142437179,0142437174,327        pp,3.83,"1,265,507","Feb 18, 1884","Dec 31, 2002",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 18, 2015",,Paperback,view,/book/show/2956.The_Adventures_of_Huckleberry_Finn
584,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"I Know Why the Caged Bird Sings        (Maya Angelou's Autobiography, #1)","Angelou, Maya",0553279378,9780553279375,B00P4JQBIC,289        pp,4.29,"530,988",1969,Nov 1993,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 18, 2015",,Paperback,view,/book/show/13214.I_Know_Why_the_Caged_Bird_Sings
585,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Most Excellent Year,"Kluger, Steve*",0803732279,9780803732278,0803732279,403        pp,4.05,"7,671","Mar 13, 2008","Mar 13, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 18, 2015",,Hardcover,view,/book/show/1189878.My_Most_Excellent_Year
586,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tale of Despereaux,"DiCamillo, Kate*",0763625299,9780763625290,0763625299,272        pp,4.07,"199,159","Aug 25, 2003","Sep 09, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 18, 2015",,Paperback,view,/book/show/37190.The_Tale_of_Despereaux
587,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Where the Red Fern Grows,"Rawls, Wilson",0375806814,9780375806810,0375806814,272        pp,4.11,"406,573",1961,"May 09, 2000",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 18, 2015",,Mass Market Paperback,view,/book/show/10365.Where_the_Red_Fern_Grows
588,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Diary of a Young Girl,"Frank, Anne",,,,283        pp,4.19,"3,731,328",1947,Jul 1993,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 18, 2015",,Mass Market Paperback,view,/book/show/48855.The_Diary_of_a_Young_Girl
589,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The People of Sparks        (Book of Ember, #2)","DuPrau, Jeanne",0375828257,9780375828256,0375828257,338        pp,3.69,"59,576","May 25, 2004",2004,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 18, 2015",,Paperback,view,/book/show/3467.The_People_of_Sparks
590,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Sea of Monsters        (Percy Jackson and the Olympians, #2)","Riordan, Rick*",0786856866,9780786856862,,279        pp,4.24,"1,172,619","Apr 01, 2006","Apr 01, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Jan 18, 2015",,Hardcover,view,/book/show/28186.The_Sea_of_Monsters
591,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Clean Break,"Wilson, Jacqueline",044086643X,9780440866435,044086643X,320        pp,3.69,"5,831",2005,"Apr 04, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 18, 2015",,Paperback,view,/book/show/511592.Clean_Break
592,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bobbsey Twins Series,"Hope, Laura Lee",,,,unknown,4.17,127,"Aug 08, 2009",unknown,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 18, 2015",,Kindle Edition,view,/book/show/8222993-the-bobbsey-twins-series
593,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Black Coffee        (Hercule Poirot, #7.5)","Osborne, Charles",0312970072,9780312970079,0312970072,304        pp,3.59,"25,151",Sep 1998,"Sep 15, 1999",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sped through this one. Not as good as others, but I suppose it wasn’t actually written by Agatha Christie after all. Did read like a play and I feel lSped through this one. Not as good as others, but I suppose it wasn’t actually written by Agatha Christie after all. Did read like a play and I feel like too much happened “on stage” and not enough behind the scenes. ...more",Notes are private!,0,1,1,"Dec 27, 2023","Dec 27, 2023","Jan 18, 2015",,Mass Market Paperback,view (with text),/book/show/16352.Black_Coffee
594,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret Garden,"Hodgson Burnett, Frances",0517189607,9780517189603,0517189607,331        pp,4.16,"1,170,541",Aug 1911,"Sep 01, 1998",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 18, 2015",,Hardcover,view,/book/show/2998.The_Secret_Garden
595,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heidi,"Spyri, Johanna",0753454947,9780753454947,0753454947,352        pp,4.03,"199,355",1880,"Nov 15, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 18, 2015",,Paperback,view,/book/show/93.Heidi
596,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Shakespeare's Secret,"Broach, Elise",0805073876,9780805073874,0805073876,256        pp,3.88,"8,615","May 01, 2005","May 01, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 18, 2015",,Hardcover,view,/book/show/42048.Shakespeare_s_Secret
597,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Inkspell        (Inkworld, #2)","Funke, Cornelia*",0439554004,9780439554008,0439554004,635        pp,3.94,"127,395","Oct 01, 2005","Oct 01, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 18, 2015",,Hardcover,view,/book/show/28195.Inkspell
598,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Inkheart        (Inkworld, #1)","Funke, Cornelia*",0439709105,9780439709101,0439709105,563        pp,3.92,"423,812","Sep 23, 2003","May 01, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 18, 2015",,Paperback,view,/book/show/28194.Inkheart
