,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Francine's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
208,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Swann's Way        (Remembrance of Things Past, #1)","Proust, Marcel",0141183233,9780141183237,0141183233,unknown,4.14,"60,148","Nov 14, 1913","Jan 01, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** The original Heartbreaking Work of Staggering Genius. This is a book that can change your life. It is worth the effort; the sentence**spoiler alert** The original Heartbreaking Work of Staggering Genius. This is a book that can change your life. It is worth the effort; the sentences acquire new depth and meaning and beauty in being reread. The humour is still relevant today; the vain and the pompous have not changed over the century, it seems, and Proust skewers them with satisfaction. The young narrator can’t sleep, he goes for walks. His neighbour, Swann, wealthy and sophisticated, falls in love with a common courtesan and is miserable and then he marries her and the narrator who can’t sleep falls in love with their daughter. This book about remembrance ends with this thought: remembrance can never truly be ours, is fugitive. And that is an infinitesimally small and unworthy description of this colossus, this confluence of perfectly wrought prose and wisdom, a work of art of the highest order....more",Notes are private!,0,1,1,"Aug 15, 2018","Sep 18, 2018","Aug 15, 2018",,Paperback,view (with text),/book/show/639060.Swann_s_Way
209,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Great Expectations,"Dickens, Charles",,,,423        pp,3.79,"802,577","Dec 01, 1860",2007,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 12, 2018",,Paperback,view,/book/show/896853.Great_Expectations
210,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Banker and the Blackfoot: A Memoir of My Grandfather in Chinook Country,"Chamberlin, J. Edward",0345810015,9780345810014,0345810015,416        pp,3.00,1,"May 03, 2016","Aug 30, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 02, 2018",,Hardcover,view,/book/show/26067472-the-banker-and-the-blackfoot
211,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fried Green Tomatoes at the Whistle Stop Cafe        (Whistle Stop #1),"Flagg, Fannie",0375508414,9780375508417,0375508414,416        pp,4.28,"306,604",1987,"May 07, 2002",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This would have been a five-star book in its time — 1987. Although written with great skill, it feels a bit tidy and sentimental in 2018.",Notes are private!,0,7,1,not set,Aug 2018,"Aug 01, 2018",,Hardcover,view (with text),/book/show/9375.Fried_Green_Tomatoes_at_the_Whistle_Stop_Cafe
212,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,One Day We'll All Be Dead and None of This Will Matter,"Koul, Scaachi",0385685351,9780385685351,0385685351,241        pp,3.74,"12,816","Mar 07, 2017","Mar 07, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Just as I was about to start writing a  of this book, I looked down at the first words in the first  in the queue. “This book is uneven.” Just as I was about to start writing a  of this book, I looked down at the first words in the first  in the queue. “This book is uneven.” I agree. Parts of it are brilliant — especially the last chapter — in which Koul describes moving in with her boyfriend and the impact that has on her relationship with her father and the ways in which her relationship with her boyfriend mirrors the immigrant experience of being caught between two worlds. Less interesting were the overly long passages about her body hair and the disappointing description of returning to a childhood home in India, which somehow failed to resonate, as if she expected that the act of returning to the home and describing it was in and of itself enough to engage readers. I wouldn’t characterize this as a must-read, but I am glad to have read it....more",Notes are private!,0,1,1,not set,"Jun 19, 2021","Jul 31, 2018",,Hardcover,view (with text),/book/show/30658435-one-day-we-ll-all-be-dead-and-none-of-this-will-matter
213,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bottle Rocket Hearts,"Whittall, Zoe*",1897151063,9781897151068,1897151063,189        pp,3.84,"1,075","Apr 14, 2007","Apr 14, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 30, 2018",,Paperback,view,/book/show/709604.Bottle_Rocket_Hearts
214,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Brooklyn,"Tóibín, Colm",1439138311,9781439138311,1439138311,262        pp,3.70,"113,328","Apr 29, 2009","May 05, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Brooklyn presents the reader with an atypical heroine. She is not passionate and headstrong, she is serious, composed, even calculating. She’s like thBrooklyn presents the reader with an atypical heroine. She is not passionate and headstrong, she is serious, composed, even calculating. She’s like the plain, quiet sister of the heroine. Can we like her? Perhaps, perhaps not. But she serves the story well as a protagonist who reflects the place she is emigrating from, where social relationships, built up over generations, need to be treated with great care. The fact that she’s not a literary cliche helped drive me through the book, curious as to how she was going to handle things. The author shows great skill when it comes to plotting. Making the heroine at times unlikeable added depth and interest to the story....more",Notes are private!,0,1,1,not set,"Jul 28, 2018","Jul 28, 2018",,Hardcover,view (with text),/book/show/4954833-brooklyn
215,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dazzle Patterns,"Watt, Alison",1988298180,9781988298184,1988298180,344        pp,4.04,115,unknown,"Oct 01, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 27, 2018",,Paperback,view,/book/show/35875242-dazzle-patterns
216,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Too Close to Home,"Barclay, Linwood*",,,B001FA0W4I,513        pp,4.00,"16,788","Sep 30, 2008","Sep 30, 2008",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,A gripping read that also manages to engage on a deeper level — what can and can’t be forgiven in a marriage? How far would you go to help a stranger?,Notes are private!,0,2,1,not set,"Jul 26, 2018","Jul 26, 2018",,Kindle Edition,view (with text),/book/show/40948385-too-close-to-home
217,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bury My Heart at Wounded Knee: An Indian History of the American West,"Brown, Dee",0805066691,9780805066692,0805066691,509        pp,4.25,"92,594",Apr 1970,"Jan 23, 2001",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 21, 2018",,Paperback,view,/book/show/76401.Bury_My_Heart_at_Wounded_Knee
218,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Kiss Before Dying,"Levin, Ira",0786711647,9780786711642,0786711647,304        pp,3.98,"12,384",Jun 1953,"Apr 01, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I understand why this book received rave s when it was published. It still comes off as clever. But it’s showing its age. Still good enough, thoI understand why this book received rave s when it was published. It still comes off as clever. But it’s showing its age. Still good enough, though. ...more",Notes are private!,0,1,1,not set,"Jul 21, 2018","Jul 21, 2018",,Paperback,view (with text),/book/show/12770.A_Kiss_Before_Dying
219,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"My Name is Lucy Barton        (Amgash, #1)","Strout, Elizabeth*",0812979524,9780812979527,0812979524,209        pp,3.58,"161,437","Jan 12, 2016","Oct 11, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Hypnotic. Strout is one of those writers of whom it is said: She is a natural writer. But great writing requires more work than most people imagine. IHypnotic. Strout is one of those writers of whom it is said: She is a natural writer. But great writing requires more work than most people imagine. I like that she is older. It gives me more confidence in what she has to say. I struggled with Olive Kitteridge, but I couldn’t put this book down....more",Notes are private!,0,1,1,not set,"Jul 23, 2018","Jul 21, 2018",,Paperback,view (with text),/book/show/30268564-my-name-is-lucy-barton
220,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pachinko,"Lee, Min Jin",,,,496        pp,4.33,"471,178","Feb 07, 2017","Feb 07, 2017",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Meh. I go through periods of disenchantment with fiction and books like this are the reason why. Pachinko is a New York Times best-seller; a national Meh. I go through periods of disenchantment with fiction and books like this are the reason why. Pachinko is a New York Times best-seller; a national book award finalist; declared one of 2017’s 10 best books by the NYT Book Review, and it really, truly, is nothing special. Characters are drawn and things happen to them, their children, grandchildren and great-grandchildren and on for nearly 500 long pages. Min Jin Lee has some insight — she’s an older writer with personal experience to draw on, but I can count the number of interesting insights on the fingers of one hand. The prose is serviceable at best. The characters include a prostitute with a heart of gold. People are born and marry, and then bam, they die, and the chapter ends and it’s many years later and you’re left feeling...nothing. Resentfully, at the halfway mark, when I realized it was definitely not going to get better, I soldiered stubbornly on. How can the NYT be wrong? How can so many book buyers be wrong? How does the whole system conspire to push something so mediocre to the top of the pile?I learned things I didn’t know — the relationship between Japan and Korea and the discrimination experienced by Koreans living in Japan were new and interesting to me. But the book was devoid, to me, of suspense. I kept turning the pages out of idle interest, not because I ever became invested in the characters.I read every word, including the interview with the author at the end, and oddly, I found that to be the most interesting part of the book. Maybe Lee should stick to non-fiction.In a world with so many amazing books to read, and recognizing that life is short, I wouldn’t recommend this book to anyone. Not that my opinion matters. It’s been picked up by Apple for a series....more",Notes are private!,0,12,1,not set,"Oct 31, 2020","Jul 16, 2018",,Kindle Edition,view (with text),/book/show/34051011-pachinko
221,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hiroshima,"Hersey, John",0679721037,9780679721031,,152        pp,4.03,"80,342",1946,"Mar 04, 1989",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 02, 2018",,Paperback,view,/book/show/27323.Hiroshima
222,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Mother's Reckoning: Living in the Aftermath of Tragedy,"Klebold, Sue",1101902760,9781101902769,,336        pp,4.13,"40,391","Feb 15, 2016","Feb 15, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Holding her newborn baby in her arms, Sue Klebold experiences a deep feeling of foreboding: “It was as if a bird of prey had passed overhead, casting Holding her newborn baby in her arms, Sue Klebold experiences a deep feeling of foreboding: “It was as if a bird of prey had passed overhead, casting us into shadow. I was overcome by a strong premonition: This child would bring me a terrible sorrow.”And he did. Dylan Klebold joined his friend and classmate Eric Harris on a murderous assault at Columbine High School, in Littleton, Colorado, that was at the time described as the worst school shooting in history. Which it wasn’t. A school shooting in Montréal a decade earlier had claimed 14 women, plus the shooter. Twelve students and one teacher were killed at Columbine. Including Klebold and Harris, the total was also 15.This book is a long apology from Klebold to her son’s victims — the dead, the wounded and their families. She says she never saw it coming; did not know her son was so angry, depressed, homicidal. He went to his prom and had a great time. He was planning to attend college in Arizona in the fall. He bussed his own dishes after supper every night. Klebold goes into detail about Dylan’s upbringing, which was filled with Little League games and movie nights and attentive parenting coupled with loving discipline. She reports only one terrible fight between her and Dylan, in which she pins him up against the fridge, jabbing her finger at him and yelling. He calmly asks her to stop, because he says, he is getting angry and he doesn’t know if he’ll be able to control himself. She stops. They hug. Overall, she describes a home filled with love and warmth and affection. Despite that, there seemed to have also been a lot of conflict between her and her husband and their eldest son, Byron. My impression is that as parents the Klebolds may have perhaps been too involved in the lives of their sons; too restrictive; too instructional, perhaps even overbearing. But that’s the kind of thing that should inspire annoyance, not homicidal rage. One small contradiction stood out for me: Klebold said money was an issue in the home, and they worried about how they would pay for Dylan’s college education, but pages later, explains that she and her husband bought rental properties. I suppose there’s a way to explain that, but it did stick out.Klebold blames herself for not recognizing Dylan’s psychological decline and for not doing anything about it. A lifelong educator, she seems to have written the book to exculpate herself but also to warn other parents what to look for. She does discuss the bullying Dylan was subjected to at school and it sounds extreme. In one instance, he was circled by a group of kids who squirted ketchup on him. Another time kids at the school drove past him and threw trash out the window at him. Columbine High School in 1999 sounds like a horrible place to be, if you weren’t a jock or the prettiest girl in the school. I feel like the well-established culture of bullying at the school was probably a bigger factor than Sue and Tom Klebold’s parenting. Reading between the lines, it doesn’t seem to me that Dylan was headed towards a bright future, even if he hadn’t fallen in with Harris, who has been described as a psychopath. Dylan seemed instead to be headed towards deepening mental illness which, if it were something like depression maybe, maybe, would have cleared by itself had he been successful at college under sunny Arizona skies. That seems unlikely, given how tall and awkward and shy and unattractive he was. He was immature and painfully self-conscious. He didn’t seem equipped to handle the social demands of college life, but it’s possible, had he been lucky enough to fall in with a good group of friends, that things may have turned out okay for him.Harris was a psychopath, his journals filled with rage and dreams of violence. Dylan’s journals were rambling and confused and full of hearts — he needed someone to find him and see him and choose him to love.There are many lessons to be learned from everything that happened at Columbine. This book is an important part of that. It took me a long time to decide to read it, because I didn’t want to immerse myself in the subject matter. Reading it was difficult and it left me feeling bad, to be honest. But also more informed. Everyone who thinks of reading it has to decide if what they may learn is worth the difficult journey of reading this book. I feel like I barely broke even....more",Notes are private!,0,0,1,"Jun 20, 2021","Jun 22, 2021","Jun 19, 2018",,ebook,view (with text),/book/show/25937671-a-mother-s-reckoning
223,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Coming Through Slaughter,"Ondaatje, Michael",0679767851,9780679767855,0679767851,156        pp,3.88,"6,565",1976,"Mar 19, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 18, 2018",,Paperback,view,/book/show/80064.Coming_Through_Slaughter
224,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Educated,"Westover, Tara*",1443452483,9781443452489,1443452483,334        pp,4.47,"1,525,642","Feb 20, 2018","Feb 20, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Tara Westover’s writing is unaffected and intelligent. Would read her again.,Notes are private!,0,2,1,not set,"Jun 11, 2018","Jun 11, 2018",,Paperback,view (with text),/book/show/35564920-educated
225,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Lincoln in the Bardo,"Saunders, George",0812995341,9780812995343,0812995341,368        pp,3.75,"155,261",2017,"Feb 14, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Poetic, original, moving, funny. Could not put this book down. It’s been described as difficult, but it’s not that difficult. I read a lot of s Poetic, original, moving, funny. Could not put this book down. It’s been described as difficult, but it’s not that difficult. I read a lot of s before deciding to read it, so I wasn’t going in without a clue, which helped me sort things out more quickly than I otherwise would have. ...more",Notes are private!,0,0,1,"Jun 03, 2018","Jun 03, 2018","Jun 03, 2018",,Hardcover,view (with text),/book/show/29906980-lincoln-in-the-bardo
226,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Property: Stories Between Two Novellas,"Shriver, Lionel*",0062697951,9780062697950,,336        pp,3.85,"2,692","Apr 24, 2018","Apr 24, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 03, 2018",,ebook,view,/book/show/35068817-property
227,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Purchase,"Spalding, Linda",0771079354,9780771079351,0771079354,368        pp,3.41,"2,174","Aug 28, 2012","Sep 25, 2012",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 02, 2018",,Hardcover,view,/book/show/13330476-the-purchase
228,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Regeneration Trilogy        (Regeneration, #1-3)","Barker, Pat",0670869295,9780670869299,0670869295,608        pp,4.38,"2,714",1996,"Jan 01, 1996",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jun 01, 2018",,Hardcover,view,/book/show/5877.The_Regeneration_Trilogy
229,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stream of Life,"Lispector, Clarice",0816617821,9780816617821,0816617821,80        pp,4.29,"11,048",Aug 1973,"Jun 28, 1989",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 27, 2018",,Paperback,view,/book/show/153462.The_Stream_of_Life
230,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Less,"Greer, Andrew Sean",0316465186,9780316465182,,272        pp,3.64,"203,356","Jul 18, 2017","Jul 18, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Humour — my favourite ingredient in fiction — in abundance. Even Proust had a sense of humour and it is so lacking in too much fiction. This book is dHumour — my favourite ingredient in fiction — in abundance. Even Proust had a sense of humour and it is so lacking in too much fiction. This book is delicious, delightful, deft. A great read....more",Notes are private!,0,3,1,not set,"May 26, 2018","May 26, 2018",,ebook,view (with text),/book/show/31933085-less
231,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vi,"Thúy, Kim",2764811039,9782764811030,2764811039,144        pp,3.73,"4,854",Apr 2016,"Apr 05, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 26, 2018",,Paperback,view,/book/show/29844235-vi
232,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Bondage and My Freedom,"Douglass, Frederick",0140439188,9780140439182,0140439188,432        pp,4.38,"11,812",1855,"Feb 04, 2003",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 23, 2018",,Paperback,view,/book/show/771085.My_Bondage_and_My_Freedom
233,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Factfulness: Ten Reasons We're Wrong About the World – and Why Things Are Better Than You Think,"Rosling, Hans",1473637465,9781473637467,1473637465,342        pp,4.36,"182,915","Apr 03, 2018","Apr 03, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 21, 2018",,Hardcover,view,/book/show/34890015-factfulness
234,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,As I Lay Dying,"Faulkner, William",,,,288        pp,3.72,"168,363","Jan 01, 1930","Jan 30, 1991",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book was a slog. Strong plot, though. Fascinating characters. I just had to know what happened to them. The subject matter made me queasy — transThis book was a slog. Strong plot, though. Fascinating characters. I just had to know what happened to them. The subject matter made me queasy — transporting an unembalmed corpse in a wooden coffin over nine days. Great minds have deemed this book a classic. I gave it three stars to reflect how frustrating it was to read. A favourite line from the book: Madness “ain’t so much what a fellow does” as how “the majority of folks is looking at him when he does it.”...more",Notes are private!,0,1,2,not setnot set,"May 21, 2018not set","May 21, 2018",,Paperback,view (with text),/book/show/77013.As_I_Lay_Dying
235,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Only Story: A Novel,"Barnes, Julian",0735274746,9780735274747,B0776JKC7P,273        pp,3.61,"23,639","Feb 01, 2018","Apr 17, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Nov 17, 2018","Nov 18, 2018","May 21, 2018",,Kindle Edition,view,/book/show/38328246-the-only-story
236,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Woman in the Window,"Finn, A.J.",0062678418,9780062678416,0062678418,429        pp,3.95,"779,682","Jan 02, 2018","Jan 02, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Plot-driven, a page-turner. Finn takes active language to a whole new level. The sun doesn’t shine, it cascades. Rain spits and wind hisses. Digital lPlot-driven, a page-turner. Finn takes active language to a whole new level. The sun doesn’t shine, it cascades. Rain spits and wind hisses. Digital light spangles in her eyes. Ivy swarms. She sees dawn boiling over the distant mountains. But I trifle. This book is an obvious success. Finn hooked me and kept me reading for two straight days. My interest began to flag just after the halfway mark, but I kept driving forward to find out what happened. I feel that a novel like this should be shorter — 100 pages shorter. 427 pages feels like being on a roller coaster for eight minutes when three would do nicely, thank you....more",Notes are private!,0,1,1,not set,"Apr 20, 2018","Apr 20, 2018",,Hardcover,view (with text),/book/show/34848682-the-woman-in-the-window
237,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mãn,"Thúy, Kim",2764804970,9782764804971,2764804970,152        pp,3.81,"3,984",2013,Apr 2013,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 16, 2018",,Paperback,view,/book/show/17697817-m-n
238,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ru,"Thúy, Kim",286746532X,9782867465321,286746532X,144        pp,3.81,"21,096",Oct 2009,"Jan 05, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Poetic and deeply moving. Mining her own experience and with an expert eye for exquisite detail, Thuy beautifully renders the physical and emotional jPoetic and deeply moving. Mining her own experience and with an expert eye for exquisite detail, Thuy beautifully renders the physical and emotional journey of a young Vietnamese refugee to Canada, highlighting the heart-rending realities that force people to emigrate.The translation by Sheila Fischman is excellent.My copy is littered with highlighted sentences and paragraphs. Here is one: Love, as my son Pascal knows it, is defined by the number of hearts drawn on a card...I have to wait a few more years till I can report to him that in other times, other places, parents showed their love by willingly abandoning their children, like the parents of Tom Thumb.The chapters include scenes of the narrator’s life in Saigon, Hanoi, Malaysia and Granby, Quebec, among other places. It jumps between the past and present, between lives. We experience the book the way we gather information about the lives of our parents: In flashes and snippets and in stories, told and gathered over time. I highly recommend it....more",Notes are private!,0,4,1,"Jul 23, 2018","Jul 23, 2018","Apr 16, 2018",,Paperback,view (with text),/book/show/7574245-ru
239,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Forest Dark,"Krauss, Nicole",0062431013,9780062431011,,304        pp,3.08,"7,320",Aug 2017,"Sep 12, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is an intellectual and thought-provoking book, but I wouldn’t have finished it had I not been reading it for book club. The characters are my leaThis is an intellectual and thought-provoking book, but I wouldn’t have finished it had I not been reading it for book club. The characters are my least favourite kind of protagonists: People who have it all and are unhappy; who spend too much time inside their own heads. But there is no denying that Krauss is a lovely writer. Many of the passages, about marriage, in particular, are moving and I reread them many times. In other parts the book drifts into a stiff, academic style of writing that leaves you wondering whether Krauss raided some of her college essays for material. But this book made me think: About choosing a life to live and living it; about the possibility of multiverses, about religion, Eden and the environment. An odd list and the reason why I am glad to have read it. If you’re looking for a good, meaty, challenging read, this is an option.Sent from my iPhone...more",Notes are private!,0,0,1,not set,"Apr 13, 2018","Apr 13, 2018",,ebook,view (with text),/book/show/33544874-forest-dark
240,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,"Brown, Daniel James*",067002581X,9780670025817,067002581X,404        pp,4.39,"312,295","Jun 04, 2013","Jan 01, 2013",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Apr 11, 2018",,Hardcover,view,/book/show/16158542-the-boys-in-the-boat
241,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Elvis and Me: The True Story of the Love Between Priscilla Presley and the King of Rock N' Roll,"Presley, Priscilla Beaulieu",0425091031,9780425091036,0425091031,320        pp,4.00,"22,274","Sep 19, 1985","Aug 01, 1986",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Priscilla Beaulieu was 14 when she met Elvis Presley and during their long courtship and short marriage he shaped her into his ideal of the perfect woPriscilla Beaulieu was 14 when she met Elvis Presley and during their long courtship and short marriage he shaped her into his ideal of the perfect woman. She was his real-life Lolita, but they were both childlike. Elvis comes off as hugely talented (naturally), warm-hearted and naive. This book is really for readers who love memoirs, biographies and autobiographies, and of course, fans of Elvis....more",Notes are private!,0,0,2,not setnot set,"Mar 27, 2018not set","Mar 27, 2018",,Mass Market Paperback,view (with text),/book/show/955725.Elvis_and_Me
242,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Asymmetry,"Halliday, Lisa",150116676X,9781501166761,150116676X,277        pp,3.43,"28,430","Feb 06, 2018","Feb 06, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Mar 22, 2018",,Hardcover,view,/book/show/35297339-asymmetry
243,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Nothing to Envy: Ordinary Lives in North Korea,"Demick, Barbara*",0385523904,9780385523905,0385523904,316        pp,4.45,"86,689","Dec 29, 2009","Dec 29, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Read this like it was a thriller -- I needed to find out who didn't escape and who did escape and if they did escape how they did it. The volume of woRead this like it was a thriller -- I needed to find out who didn't escape and who did escape and if they did escape how they did it. The volume of work that went into this book -- the interviews, the fact-matching and checking and background research -- incredible. The details of daily life in North Korea are profoundly shocking. ...more",Notes are private!,0,0,1,not set,"Mar 10, 2018","Mar 01, 2018",,Hardcover,view (with text),/book/show/6178648-nothing-to-envy
244,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Music for Torching,"Homes, A.M.*",068817762X,9780688177621,068817762X,368        pp,3.70,"4,029",1999,"Apr 05, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 26, 2018",,Paperback,view,/book/show/75480.Music_for_Torching
