,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Jolanta (knygupė)'s rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
51,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Husband,"Ventura, Maud",0063274825,9780063274822,0063274825,272        pp,3.69,"18,545","Aug 19, 2021","Jul 11, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3,5*Fainas pramoginis romanas. Satyrinis siaubiakas apie moterį, kuriai vyras yra Saulė, o ji planeta besisukanti apie jį. Herojė užknisanti kaip reik3,5*Fainas pramoginis romanas. Satyrinis siaubiakas apie moterį, kuriai vyras yra Saulė, o ji planeta besisukanti apie jį. Herojė užknisanti kaip reikiant, tad reikia iškentėti ronaną iki paskutinio skyriaus, nes ten - visas fintas....more",Notes are private!,0,12,1,"Feb 21, 2024","Feb 25, 2024","Feb 21, 2024",,Hardcover,view (with text),/book/show/63017297-my-husband
52,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,UFO: The Inside Story of the U.S. Government's Search for Alien Life Here―and Out There,"Graff, Garrett M.*",1982196777,9781982196776,1982196777,544        pp,3.73,471,"Nov 14, 2023","Nov 14, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 18, 2024",,Hardcover,view,/book/show/101162186-ufo
53,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beyond the Door of No Return,"Diop, David",,,B0BQGDZSG2,257        pp,3.69,"1,181","Aug 19, 2021","Sep 19, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 16, 2024",,Kindle Edition,view,/book/show/65215628-beyond-the-door-of-no-return
54,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Black Cathedral,"Gala, Marcial",0374118019,9780374118013,0374118019,224        pp,3.69,714,2012,"Jan 07, 2020",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,"Feb 17, 2024","Feb 17, 2024","Feb 16, 2024",,Hardcover,view,/book/show/45892273-the-black-cathedral
55,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Your Utopia,"Chung, Bora",1643756214,9781643756219,1643756214,256        pp,3.72,956,"Aug 25, 2021","Jan 30, 2024",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"2,5*",Notes are private!,0,10,1,"Feb 15, 2024","Feb 15, 2024","Feb 15, 2024",,Paperback,view (with text),/book/show/173403968-your-utopia
56,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Foreign Bodies: Pandemics, Vaccines, and the Health of Nations","Schama, Simon",1328974839,9781328974839,1328974839,480        pp,3.60,258,unknown,"Sep 19, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 11, 2024",,Hardcover,view,/book/show/75313071-foreign-bodies
57,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Passenger        (The Passenger #1),"McCarthy, Cormac",0593535227,,B09T9D8QY7,385        pp,3.59,"28,963","Oct 25, 2022","Oct 25, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"„It had snowed lightly in the night and her frozen hair was gold and crystalline and her eyes were frozen cold and hard as stones. One of her yellow b„It had snowed lightly in the night and her frozen hair was gold and crystalline and her eyes were frozen cold and hard as stones. One of her yellow boots had fallen off and stood in the snow beneath her. The shape of her coat lay dusted in the snow where she‘d dropped it and she wore only a white dress and she hung among the bare gray poles of the winter trees with her head bowed and her hands turned slightly outward like those of certain ecumenical statues whose attitude asks that their history be considered. That the deep foundation of the world be considered where it has its being in the sorrow of her creatures. The hunter knelt and stogged his rifle upright in the snow beside him and took off his gloves and let them fall and folded his hands one upon the other. He thought that he should pray but he‘d no prayer for such a thing. He bowed his head. Tower of Ivory, he said. House of Gold. He knelt there for a long time. When he opened his eyes he saw a small shape half buried in the snow and he leaned and dusted away the snow and picked up a gold chain that held a steel key, a whitegold ring. He slipped them into the pocket of his huntingcoat. He‘d heard the wind in the night. The wind‘s work. A trashcan clattering over the bricks behind his house. The snow blowing out there in the forest in the dark. He looked up into those cold enameled eyes glinting blue in the weak winter light. She had tied her dress with a red sash so that she‘s be found. Some bit of color in the scrupulous desolation. On this Christmas day. This cold and barely spoken Christmas day. „Merged :„It had snowed lightly in the night and her frozen hair was gold and crystalline and her eyes were frozen cold and hard as stones. One of her yellow boots had fallen off and stood in the snow beneath her. The shape of her coat lay dusted in the snow where she‘d dropped it and she wore only a white dress and she hung among the bare gray poles of the winter trees with her head bowed and her hands turned slightly outward like those of certain ecumenical statues whose attitude asks that their history be considered. That the deep foundation of the world be considered where it has its being in the sorrow of her creatures. The hunter knelt and stogged his rifle upright in the snow beside him and took off his gloves and let them fall and folded his hands one upon the other. He thought that he should pray but he‘d no prayer for such a thing. He bowed his head. Tower of Ivory, he said. House of Gold. He knelt there for a long time. When he opened his eyes he saw a small shape half buried in the snow and he leaned and dusted away the snow and picked up a gold chain that held a steel key, a whitegold ring. He slipped them into the pocket of his huntingcoat. He‘d heard the wind in the night. The wind‘s work. A trashcan clattering over the bricks behind his house. The snow blowing out there in the forest in the dark. He looked up into those cold enameled eyes glinting blue in the weak winter light. She had tied her dress with a red sash so that she‘s be found. Some bit of color in the scrupulous desolation. On this Christmas day. This cold and barely spoken Christmas day. „Merged :„It had snowed lightly in the night and her frozen hair was gold and crystalline and her eyes were frozen cold and hard as stones. One of her yellow boots had fallen off and stood in the snow beneath her. The shape of her coat lay dusted in the snow where she‘d dropped it and she wore only a white dress and she hung among the bare gray poles of the winter trees with her head bowed and her hands turned slightly outward like those of certain ecumenical statues whose attitude asks that their history be considered. That the deep foundation of the world be considered where it has its being in the sorrow of her creatures. The hunter knelt and stogged his rifle upright in the snow beside him and took off his gloves and let them fall and folded his hands one upon the other. He thought that he should pray but he‘d no prayer for such a thing. He bowed his head. Tower of Ivory, he said. House of Gold. He knelt there for a long time. When he opened his eyes he saw a small shape half buried in the snow and he leaned and dusted away the snow and picked up a gold chain that held a steel key, a whitegold ring. He slipped them into the pocket of his huntingcoat. He‘d heard the wind in the night. The wind‘s work. A trashcan clattering over the bricks behind his house. The snow blowing out there in the forest in the dark. He looked up into those cold enameled eyes glinting blue in the weak winter light. She had tied her dress with a red sash so that she‘s be found. Some bit of color in the scrupulous desolation. On this Christmas day. This cold and barely spoken Christmas day. „Merged :„It had snowed lightly in the night and her frozen hair was gold and crystalline and her eyes were frozen cold and hard as stones. One of her yellow boots had fallen off and stood in the snow beneath her. The shape of her coat lay dusted in the snow where she‘d dropped it and she wore only a white dress and she hung among the bare gray poles of the winter trees with her head bowed and her hands turned slightly outward like those of certain ecumenical statues whose attitude asks that their history be considered. That the deep foundation of the world be considered where it has its being in the sorrow of her creatures. The hunter knelt and stogged his rifle upright in the snow beside him and took off his gloves and let them fall and folded his hands one upon the other. He thought that he should pray but he‘d no prayer for such a thing. He bowed his head. Tower of Ivory, he said. House of Gold. He knelt there for a long time. When he opened his eyes he saw a small shape half buried in the snow and he leaned and dusted away the snow and picked up a gold chain that held a steel key, a whitegold ring. He slipped them into the pocket of his huntingcoat. He‘d heard the wind in the night. The wind‘s work. A trashcan clattering over the bricks behind his house. The snow blowing out there in the forest in the dark. He looked up into those cold enameled eyes glinting blue in the weak winter light. She had tied her dress with a red sash so that she‘s be found. Some bit of color in the scrupulous desolation. On this Christmas day. This cold and barely spoken Christmas day. „...more",Notes are private!,0,10,2,"Nov 09, 2022not set","Nov 17, 2022not set","Feb 09, 2024",,Kindle Edition,view (with text),/book/show/60581087-the-passenger
58,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Vengeance Is Mine,"NDiaye, Marie",0593534255,9780593534250,B0BSKQ7W4C,241        pp,2.88,"1,282",2021,"Oct 17, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.5*Annie Ernaux interviu laikraščiui The NYT BookReview paklausta įvardinti šiuolaikinius rašytojus, poetus, kritikus, žurnalistus, kuriais ji žavisi4.5*Annie Ernaux interviu laikraščiui The NYT BookReview paklausta įvardinti šiuolaikinius rašytojus, poetus, kritikus, žurnalistus, kuriais ji žavisi - pirmiausia paminėjo Marie NDiaye. Užkibau, suskubau užsisakyti bibliotekoj ir nesigailiu. Mintis sudėliosiu vėliau......more",Notes are private!,0,4,1,"Feb 18, 2024","Feb 22, 2024","Feb 09, 2024",,Kindle Edition,view (with text),/book/show/112974898-vengeance-is-mine
59,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Diaries of War: Two Visual Accounts from Ukraine and Russia,"Krug, Nora",1984862448,9781984862440,1984862448,128        pp,2.97,161,"Oct 24, 2023","Oct 24, 2023",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,2,1,not set,not set,"Feb 08, 2024",,Hardcover,view,/book/show/144407821-diaries-of-war
60,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Work,"Ravn, Olga",0811234711,9780811234719,0811234711,416        pp,4.03,"2,013","Sep 04, 2020","Oct 10, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4,5* “Anna thinks: What kind of book am I writing? A monstrous book for a monstrous feeling. A monstrous experience: giving birth.”Motinystė - sunkus 4,5* “Anna thinks: What kind of book am I writing? A monstrous book for a monstrous feeling. A monstrous experience: giving birth.”Motinystė - sunkus ir pavojingas darbas. Anot Olgos Ravn - ypač kuriančiai moteriai. Proza sumiksuota su poezija, esė, Žemės kalendoriaus citatom, knygų ir jų autorių nagrinėjimų (Charlotte Perkins Gilman “The Yellow Wallpaper”, Ito Hiromi “Killing Kanoko”, Mary Shelley “Frankenstein”) ir dar kažkuo sunkiai įvardijamu. Šis autobiografinis eksperimentiniu stiliumi parašytas romanas man labiausiai surezonavo savo puikiai pristatyta nėštumo ir pogimdyvinės depresijos tema. ""When a mother gives birth to her child, something radical happens to her. The child who was once part of her body isn't anymore, but remains part of her consciousness. When she is with the child, she is not herself, but something else. She feels a restless longing to return to herself, to remove herself from the child. But when she is without the child, it’s as though parts of her are missing. She is not herself. She is neither herself nor not herself. From this position, she will struggle.”[…]”To give birth to a child is also to give birth to a future corpse, you make a death, have you ever thought about that?” “Must she kill the writer inside to become a good mother?”“When the child left my body, the whole world transformed, not a single living thing could be understood in the same way again. Among the world’s objects was now my child, my own literal flesh, looking back at me. My connection to the world changed radically. Every single thing in the world revealed another, deeper side, because part of my body had left me and now existed among them. I was no longer the same. The divide between what is me and what is the world opened. Everything casts the same light as before, but now I see that it’s living.”“I know there are women whose experience of the child leaving their body is very different from mine. Women who may very well have experienced this fabled happiness during childbirth.  To these mothers I want to say: you belong here too. No two hearts are alike. Forgive me, I’m not trying to take your happiness away from you. I am trying to give happiness to myself. I found no happiness in the room where I was told to seek it. There was only a pile of ash in the middle of the room. And the ash dried out my mouth. And each child comes into the world as themselves, through their own channel. And I became, I was, sheer channel, nothing but a channel of flesh for the child. And all my walls screamed with pain when he was born. And what was I then, after his arrival, but a used channel? A husk, a slough, discarded by a baby. The eyes moved away from me, they turned to the child. They took him into their arms. I’m still lying on the delivery table. I can’t get out. Many years have gone by since then, but no one has noticed that the night they welcomed the child, I died, and what now walks around among them is not a human, but the discarded channel for the child’s arrival.”*“to become your mothernot by adapting to your rhythmbut surrendering to your breath”Rekomenduoju perskaityt vyrams....more",Notes are private!,0,11,1,"Feb 10, 2024","Feb 26, 2024","Feb 08, 2024",,Paperback,view (with text),/book/show/88564034-my-work
61,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Case for Israel,"Dershowitz, Alan M.",0471679526,9780471679523,0471679526,265        pp,3.79,"2,371","Aug 01, 2003","Aug 01, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Dnf @ 50%,Notes are private!,1,0,0,not set,not set,"Feb 08, 2024",,Paperback,view (with text),/book/show/116526.The_Case_for_Israel
62,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All's Well,"Awad, Mona*",,,,352        pp,3.73,"22,845","Aug 03, 2021","Aug 03, 2021",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"3,5*",Notes are private!,0,1,1,"Feb 06, 2024","Feb 08, 2024","Feb 06, 2024",,Hardcover,view (with text),/book/show/53256108-all-s-well
63,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Paskendęs turgus,"Pulkauninkas, Andrius",,9786090801543,,unknown,4.00,3,unknown,2023,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 06, 2024",,ebook,view,/book/show/188367513-paskend-s-turgus
64,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Miegantys ugnyje,"Pulkauninkas, Andrius",,9786090800249,,137        pp,4.17,6,unknown,2022,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 06, 2024",,ebook,view,/book/show/63346423-miegantys-ugnyje
65,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Pockets: An Intimate History of How We Keep Things Close,"Carlson, Hannah",1643751549,9781643751542,1643751549,320        pp,3.64,373,2023,"Sep 12, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"4.5*Gražiai išleista, labai fainai iliustruota monografija. Ne tik apie kišenių istoriją, bet ir apie jų įtaką kultūrai, etiketui, feminizmui. Ir, aps4.5*Gražiai išleista, labai fainai iliustruota monografija. Ne tik apie kišenių istoriją, bet ir apie jų įtaką kultūrai, etiketui, feminizmui. Ir, apskritai, apie lyčių nelygybę.Emily Dickinson vargo su siuvėjais dėl kišenių, kuriose norėjo laikyti pieštuką ir popierių, bet pasiekė savo. Hannah Carlson: [Dickinson] ‘had a room of her own – and a reliable pocket’.Pasirodo vyrams rankas laikyti kišenėse bendraujant (ypač su moterimis) nepadoru, nes jos per arti lytinių organų. Ir tikri džentelmenai, pavyzdžiui fotografuodamiesi, stengėsi nepamiršti ištraukti rankų iš kišenių.O štai Walt Whitman savo garsiojo poezijos rinkinio “Žolės lapai” prieštitulinio puslapio iliustracijai pozavo demonstratyviai laikydamas ranką kišenėje.Verta dėmesio ir laiko knyga. [image]...more",Notes are private!,0,8,1,"Feb 09, 2024","Feb 10, 2024","Feb 04, 2024",,Hardcover,view (with text),/book/show/75593882-pockets
