,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Sirpa's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
1079,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Grief Observed,"Lewis, C.S.",0060652381,9780060652388,0060652381,76        pp,4.22,"80,976",1961,"Apr 21, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"When C.S. Lewis became a Christian, his life changed in subtle ways and he wrote about popular theology. But when he met and finally married Joy DavidWhen C.S. Lewis became a Christian, his life changed in subtle ways and he wrote about popular theology. But when he met and finally married Joy Davidman, only to lose her shortly afterwards to cancer, his comment was that ""only torture will bring out the truth."" A book about rediscovering faith amidst profound loss....more",Notes are private!,0,0,1,not set,Apr 2005,"Mar 23, 2008",,Paperback,view (with text),/book/show/49221.A_Grief_Observed
1080,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Celestine Prophecy        (Celestine Prophecy, #1)","Redfield, James",,,,247        pp,3.71,"114,303",1993,1995,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This came highly recommended but I found it to be a rather simplistic rewriting of all the new world, new age theorizing.",Notes are private!,0,0,1,not set,May 2005,"Mar 23, 2008",,Paperback,view (with text),/book/show/13103.The_Celestine_Prophecy
1081,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Reiki for Life: A Complete Guide to Reiki Practice,"Quest, Penelope",0749922346,9780749922344,0749922346,320        pp,4.22,763,Jun 2002,"Jun 27, 2002",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,May 2005,"Mar 23, 2008",,Paperback,view,/book/show/882725.Reiki_for_Life
1082,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Haiku        (Spring, Summer-Autumn, Autumn, Autumn-Winter, Volumes 1-4)","Blyth, R.H.",0893461849,9780893461843,0893461849,0        pp,4.60,107,1949,"Jan 01, 1981",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Published in papaerback by Hokuseido Press in Tokyo in 1981 (first published in 1949). My favorite book is Volume 1: Eastern Culture, on the cultural Published in papaerback by Hokuseido Press in Tokyo in 1981 (first published in 1949). My favorite book is Volume 1: Eastern Culture, on the cultural history and form of poetry. Extensive and scholarly, including many refereneces and connections to Western poetry, this is rich and immensely readable. Blyth is a master of translation and interpretation. I had to search long and hard for this and the three accompanying volumes. Finally ordered it through Powell's Books in Portland. A must for anyone who wants to understand more about the beauty of Eastern thought.Simply trust:Do not the petals flutter down,Just like that?Paradox. I have learned some of the greatest lessons of my life while reading this volume. As Blyth writes, ""As we get older, we get the answers to questions that can never be asked."" 279 I trust....more",Notes are private!,0,6,1,not set,Jun 2005,"Mar 23, 2008",,Paperback,view (with text),/book/show/3086303-haiku
1083,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Art of Loving,"Fromm, Erich",0061129739,9780061129735,0061129739,192        pp,4.01,"80,334",1956,"Aug 06, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jun 2005,"Mar 23, 2008",,Paperback,view,/book/show/14142.The_Art_of_Loving
1084,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Making Meaning with Texts: Selected Essays,"Rosenblatt, Louise",0325007683,9780325007687,0325007683,192        pp,3.88,51,"Jan 27, 2005","Jan 27, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I was asked by English Journal to  this book just after Rosenblatt's death in 2005. She was the founder of transactional (reader response) theorI was asked by English Journal to  this book just after Rosenblatt's death in 2005. She was the founder of transactional (reader response) theory in 1938 and author of classics including Literature as Exploration (1938) and ""The Reader, the Text, the Poem: The Transactional Theory of the Literary Work (1994)."" This final volume came out just after her 100th birthday. I was thrilled as I had heard her speak at NCTE the year before. She was still so quick-witted and charming at that time.My  is in the English Journal:Grierson, S. (2006). “Applying Louise Rosenblatt’s Theories to Practice” [Review of Making Meaning With Texts: Selected Essays by Louise Rosenblatt]....more",Notes are private!,0,0,1,not set,Jun 2005,"Mar 23, 2008",,Paperback,view (with text),/book/show/471356.Making_Meaning_with_Texts
1085,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Memories, Dreams, Reflections","Jung, Carl",0679723951,9780679723950,0679723951,430        pp,4.16,"34,229",1962,Apr 1989,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Highly recommend this for anyone wanting to know more about Carl Jung and the origins of his work.,Notes are private!,0,1,1,not set,Jul 2005,"Mar 23, 2008",,Paperback,view (with text),/book/show/612188.Memories_Dreams_Reflections
1086,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Reiki and the Seven Chakras: Your Essential Guide,"Ellis, Richard",0091882907,9780091882907,0091882907,256        pp,3.88,138,"May 01, 2002","May 01, 2002",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jul 2005,"Mar 23, 2008",,Paperback,view,/book/show/1098481.Reiki_and_the_Seven_Chakras
1087,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Zen of Creativity: Cultivating Your Artistic Life,"Loori, John Daido",0345466330,9780345466334,0345466330,272        pp,4.11,544,"Jun 08, 2004","May 31, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Nice beach reading.,Notes are private!,0,0,1,not set,Aug 2005,"Mar 23, 2008",,Paperback,view (with text),/book/show/103622.The_Zen_of_Creativity
1088,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Japanese Art of Reiki,"Stiene, Bronwen Logan*",1905047029,9781905047024,1905047029,192        pp,4.38,182,unknown,2005,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Quite well written and researched. The Steines, Australian reiki practitioners, have done their homework. Nice background reading on Usui's lineage anQuite well written and researched. The Steines, Australian reiki practitioners, have done their homework. Nice background reading on Usui's lineage and work....more",Notes are private!,0,2,1,not set,Aug 2005,"Mar 23, 2008",,Paperback,view (with text),/book/show/986244.The_Japanese_Art_of_Reiki
1089,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Awakening the Buddha Within: Tibetan Wisdom for the Western World,"Das, Surya*",0767901576,9780767901574,0767901576,414        pp,4.19,"14,820",1997,"Jun 15, 1998",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A wonderful book for introducing the concepts of how we can take refuge in the Three Jewels - Buddha, Dharma, and Sangha. These terms can be used accoA wonderful book for introducing the concepts of how we can take refuge in the Three Jewels - Buddha, Dharma, and Sangha. These terms can be used according to the Buddhist teaching to stand for following the example in our daily living of our spiritual master/teacher, the teachings, and our spiritual community or companions on life's journey....more",Notes are private!,0,0,1,not set,Sep 2005,"Mar 23, 2008",,Paperback,view (with text),/book/show/7579.Awakening_the_Buddha_Within
1090,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tapestry of Healing: Where Reiki and Medicine Intertwine,"Mills, Jeri",0971335001,9780971335004,0971335001,208        pp,3.73,11,"Sep 26, 2001","Sep 26, 2001",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Interesting incidents, including how reiki works with animals.",Notes are private!,0,0,1,not set,Dec 2005,"Mar 23, 2008",,Paperback,view (with text),/book/show/3086291-tapestry-of-healing
1091,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Reading Lolita in Tehran: A Memoir in Books,"Nafisi, Azar*",081297106X,9780812971064,081297106X,356        pp,3.65,"134,257",2003,"Dec 30, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2006,"Mar 23, 2008",,Paperback,view,/book/show/7603.Reading_Lolita_in_Tehran
1092,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dark Nights of the Soul: A Guide to Finding Your Way Through Life's Ordeals,"Moore, Thomas",1592401333,9781592401338,1592401333,329        pp,4.01,"2,638","May 03, 2004","Jun 16, 2005",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Not my favorite--Moore probes this topic, but not nearly as satisfyingly as St. John of the Cross. The concept behind the dark night is transformativeNot my favorite--Moore probes this topic, but not nearly as satisfyingly as St. John of the Cross. The concept behind the dark night is transformative. Nietzsche says we can open ourselves to “the ideal of the most high spirited, energetic, world affirming man who has not only come to terms with and assimilated with what it is but wants to have it again as it was and is for all eternity - insatiably calling out, ‘Once more’.” We have to be willing to go through our dark nights in order to recognize and reconcile with ourselves. Only then are we able to evolve to a higher consciousness....more",Notes are private!,0,0,1,not set,Feb 2006,"Mar 23, 2008",,Paperback,view (with text),/book/show/93571.Dark_Nights_of_the_Soul
1093,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dark Night of the Soul,John of the Cross,0486426939,9780486426938,0486426939,111        pp,4.17,"10,303",1584,"May 09, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 23, 2008",,Paperback,view,/book/show/117531.Dark_Night_of_the_Soul
1094,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Dreams: A Way to Listen to God,"Kelsey, Morton T.",0809120461,9780809120468,0809120461,104        pp,3.88,73,"Jan 01, 1977","Jan 01, 1978",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Jung stated that our dreams are symbolic windows to our internal world. Morton Kelsey is a Catholic monk who has examined dreams from multiple perspecJung stated that our dreams are symbolic windows to our internal world. Morton Kelsey is a Catholic monk who has examined dreams from multiple perspectives including archetypal content, after concluding that ""the human being's best source of spiritual knowledge, in fact, is this spiritual world, not individual intelligence."" 69 There is such truth to the fact that deduction and reason can teach us much, but is limited as to things of a spiritual reality. The latter truths can only be accessed and discovered through our inner experience....more",Notes are private!,0,1,1,not set,Feb 2006,"Mar 23, 2008",,Paperback,view (with text),/book/show/1541770.Dreams
1095,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,We: Understanding the Psychology of Romantic Love,"Johnson, Robert A.",0062504363,9780062504364,0062504363,204        pp,4.19,"2,041",1945,"Jul 28, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Studies the essence and meaning of romantic love (which he terms, the Western world's illusion) versus the ""oatmeal stirring kind."" Johnson discusses Studies the essence and meaning of romantic love (which he terms, the Western world's illusion) versus the ""oatmeal stirring kind."" Johnson discusses unconscious beliefs shared by both sexes (animus, anima) and how it is possible to withdraw one's projections from other people....more",Notes are private!,0,1,1,not set,Feb 2006,"Mar 23, 2008",,Paperback,view (with text),/book/show/110050.We
1096,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Balancing Heaven and Earth: A Memoir of Visions, Dreams, and Realizations","Johnson, Robert A.",0062515063,9780062515063,0062515063,320        pp,4.38,543,"Jan 01, 1998","Jan 20, 1998",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The story of ""my beggar"" always will remain with me.Johnson, a Jungian analyst, travels to India after meeting Carl Jung and finding his own life workThe story of ""my beggar"" always will remain with me.Johnson, a Jungian analyst, travels to India after meeting Carl Jung and finding his own life work. Of Jung (whom I so admire), he wrote: ""Many brilliant people display their knowledge by talking in big words and might concepts that serve the dual purpose of inflating the speaker and confusing the listener. They sit like Olympian gods and expect other people to learn their language. But Jung could adjust his discourse in as was that would best serve the needs of the other person. He was a great intuitive thinker, but he did not speak to me in abstract intellectual language; he addressed me in the feeling language that I could relate to.""The academy could take note of this!This book was referred to me by peaceful Brother John at The Hermitage in Big Sur, California. Why do we struggle so to understand that ""Enlightenment is simply being, the act or fact of being a human with consciousness that you are following the will of God""My favorite lesson: ""But if you can stand to live in paradox long enough, then a transformation takes place and a new consciousness is born--a child called Samadhi. This occurs when one has stopped trying to maneuver external reality so that it will work out as the ego desires. One turns authority to something greater than oneself; the ego is sacrificed to the Self, the earthly world serves the heavenly world, and one learns, at last, to trust the slender threads....more",Notes are private!,0,3,1,not set,Feb 2006,"Mar 23, 2008",,Hardcover,view (with text),/book/show/424896.Balancing_Heaven_and_Earth
1097,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fisher King and the Handless Maiden: Understanding the Wounded Feeling Function in Masculine and Feminine Psychology,"Johnson, Robert A.",006250648X,9780062506481,006250648X,128        pp,4.16,657,1993,"Apr 15, 1995",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Feb 2006,"Mar 23, 2008",,Paperback,view,/book/show/445969.The_Fisher_King_and_the_Handless_Maiden
1098,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Beyond Death's Door,"Top, Brent L.",0884948951,9780884948957,0884948951,302        pp,4.11,110,1993,"Jan 01, 1993",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 23, 2008",,Hardcover,view,/book/show/91635.Beyond_Death_s_Door
1099,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Molecules Of Emotion: The Science Behind Mind-Body Medicine,"Pert, Candace B.",0684846349,9780684846347,0684846349,368        pp,4.16,"4,092",1997,"Feb 17, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 23, 2008",,Paperback,view,/book/show/70197.Molecules_Of_Emotion
1100,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Your Inner Physician and You: CranioSacral Therapy and SomatoEmotional Release,"Upledger, John E.",1556432461,9781556432460,1556432461,223        pp,4.11,343,"Jan 01, 1997","Sep 04, 1997",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 23, 2008",,Paperback,view,/book/show/5077.Your_Inner_Physician_and_You
1101,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Spontaneous Fulfillment of Desire: Harnessing the Infinite Power of Coincidence,"Chopra, Deepak*",0609600427,9780609600429,0609600427,304        pp,4.04,"5,826",unknown,"Oct 21, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jul 2006,"Mar 23, 2008",,Hardcover,view,/book/show/137038.The_Spontaneous_Fulfillment_of_Desire
1102,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Reiki: A Comprehensive Guide,"Miles, Pamela",1585424749,9781585424740,1585424749,288        pp,4.02,407,2006,"Apr 06, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Best American book that I have read about the idea of reiki. Balanced treatment and well written.,Notes are private!,0,0,1,not set,Jul 2006,"Mar 23, 2008",,Hardcover,view (with text),/book/show/584994.Reiki
1103,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Compassionate Life,Dalai Lama XIV,086171301X,9780861713011,086171301X,128        pp,4.16,248,2001,"Jun 15, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Listened to him speak in Vancouver this past summer and again wanted to read more about his ideas. He is a truly peaceful man and one whom I wish leadListened to him speak in Vancouver this past summer and again wanted to read more about his ideas. He is a truly peaceful man and one whom I wish leaders in the world would look to. Compassion and reason are the way....more,Notes are private!,0,0,1,not set,Aug 2006,"Mar 23, 2008",,Hardcover,view (with text),/book/show/533995.The_Compassionate_Life
1104,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Joseph Smith: Rough Stone Rolling,"Bushman, Richard L.",1400077532,9781400077533,1400077532,740        pp,4.09,"8,720",2005,"Mar 13, 2007",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Fabulous scholarship on a fascinating man--in a special U.S. News & World report called ""Mysteries of Faith: The Prophets"" Robert V. Remini, an emeritFabulous scholarship on a fascinating man--in a special U.S. News & World report called ""Mysteries of Faith: The Prophets"" Robert V. Remini, an emerittus professor of history and the humanities at the University of Chicago, concurs with Bushman, calling Joseph Smith an ""American Visionary"" and his, the ""quintessentially American story ""that ""changed the course of American history."" Highly recommended....more",Notes are private!,0,0,1,not set,Sep 2006,"Mar 23, 2008",,Paperback,view (with text),/book/show/236609.Joseph_Smith
1105,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A rhetoric of reading: C.S. Lewis's defense of western literacy        (Values in literature monographs),"Edwards, Bruce L.",0939555018,9780939555017,0939555018,128        pp,3.60,5,1986,"Jan 01, 1986",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Sep 2006,"Mar 23, 2008",,Paperback,view,/book/show/504583.A_rhetoric_of_reading
1106,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Remembering Wholeness: A Personal Handbook for Thriving in the 21st Century,"Tuttle, Carol*",1587830299,9781587830297,1587830299,339        pp,4.20,897,Jan 2000,"May 01, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Hmm. Some fascinating insights, but a little new age in tone for me. Recommended by so many friends as a book about self awareness and healing. I prefHmm. Some fascinating insights, but a little new age in tone for me. Recommended by so many friends as a book about self awareness and healing. I prefer books such as Molecules of Emotion by Candace Peart that have a more scholarly tone....more",Notes are private!,0,0,1,not set,Sep 2006,"Mar 23, 2008",,Paperback,view (with text),/book/show/1329026.Remembering_Wholeness
1107,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Why Read?,"Edmundson, Mark",1582346089,9781582346083,1582346089,160        pp,3.69,641,2004,"Sep 01, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Nov 2006,"Mar 23, 2008",,Paperback,view,/book/show/821834.Why_Read_
1108,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The History of Love,"Krauss, Nicole",0393328627,9780393328622,0393328627,255        pp,3.92,"135,685","May 17, 2005","May 17, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Feb 2007,"Mar 23, 2008",,Paperback,view,/book/show/3867.The_History_of_Love
1109,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Savior & the Serpent: Unlocking the Doctrine of the Fall,"Gaskill, Alonzo L.",1590385217,9781590385210,1590385217,239        pp,4.20,194,"Dec 31, 2005","Jan 01, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Aug 2007,"Mar 23, 2008",,Hardcover,view,/book/show/1384191.Savior_the_Serpent
1110,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,To Him That Believeth,"Babbel, Frederick W.",1555173365,9781555173364,1555173365,170        pp,4.32,68,"Jun 01, 1997","Jun 01, 1997",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Aug 2007,"Mar 23, 2008",,Paperback,view,/book/show/2563000.To_Him_That_Believeth
1111,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Healer's Art: Faith and the Healing Power of Jesus Christ,"Newell, Lloyd D.",1590386205,9781590386200,1590386205,96        pp,4.22,122,"Aug 15, 2006","Aug 15, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Aug 2007,"Mar 23, 2008",,Hardcover,view,/book/show/334889.The_Healer_s_Art
1112,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Light: The Physical and Spiritual Nature of Light,"Hales, Brian",1555178138,9781555178130,1555178138,150        pp,3.00,6,Aug 2004,"Aug 01, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,May 2007,"Mar 23, 2008",,Paperback,view,/book/show/3086231-light
1113,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Samurai's Garden,"Tsukiyama, Gail",0312144075,9780312144074,0312144075,211        pp,4.15,"25,979","May 04, 1994","May 04, 1995",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I read this almost a decade ago and again in 2014 for a reading group and surprisingly enjoyed it even more the second time. The quote ""Even if you waI read this almost a decade ago and again in 2014 for a reading group and surprisingly enjoyed it even more the second time. The quote ""Even if you walk the same road a hundred times, you'll find something different each time"" (210) is true for me in rereading this novel. Tsukiyama's novel is gentle and subtly crafted as we move through the seasons with Stephen, a 17-year-old Chinese adolescent who is sent from his home in Hong Kong to recover from tuberculosis at the family beach house in Japan. It is the eve of WWII and the Japanese have invaded China. As the two nations struggle, Stephen and the other major characters in the novel each go through their own struggles to find healing. For me, the book is like a Japanese brush painting, ""I can still see the colors of Keiko; the black of her hair against creamy pale skin, her dark blue kimono with white circles, the deep orange persimmons falling from the brown basket she carried."" (189) Beautiful. ...more",Notes are private!,0,3,1,not set,not set,"Mar 23, 2008",,Paperback,view (with text),/book/show/51113.The_Samurai_s_Garden
1114,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Secret Garden,"Hodgson Burnett, Frances",0517189607,9780517189603,0517189607,331        pp,4.16,"1,170,452",Aug 1911,"Sep 01, 1998",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 23, 2008",,Hardcover,view,/book/show/2998.The_Secret_Garden
1115,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Possession,"Byatt, A.S.",0679735909,9780679735908,0679735909,555        pp,3.89,"80,211",1990,"Oct 01, 1991",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Feb 2002,"Mar 22, 2008",,Paperback,view,/book/show/41219.Possession
1116,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The English Patient,"Ondaatje, Michael",0771068719,9780771068713,0771068719,320        pp,3.87,"132,006",Sep 1992,"Apr 18, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"One of the most beautiful books ever. The characters are complex, the situations, heartrending. And of course, I loved it because it is about reading-One of the most beautiful books ever. The characters are complex, the situations, heartrending. And of course, I loved it because it is about reading--books, others, the self. My favorite quote: ""She entered the story knowing she would emerge from it feeling she had been immersed in the lives of others, in plots that stretched back twenty years, her body full of sentences and moments, as if awakening from sleep with a heaviness caused by unremembered dreams."" 12...more",Notes are private!,0,0,1,not set,Dec 1997,"Mar 21, 2008",,Hardcover,view (with text),/book/show/11713.The_English_Patient
1117,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A History of Reading,"Manguel, Alberto*",0006546811,9780006546818,0006546811,372        pp,3.98,"5,162","Oct 01, 1996","Jan 01, 1997",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 20, 2008",,Paperback,view,/book/show/1344611.A_History_of_Reading
1118,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Cold Sassy Tree,"Burns, Olive Ann",038531258X,9780385312585,038531258X,391        pp,4.02,"103,254",1984,Jul 2005,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 1992,"Mar 20, 2008",,Paperback,view,/book/show/306654.Cold_Sassy_Tree
1119,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Shōgun        (Asian Saga, #1)","Clavell, James",,,,"1,152        pp",4.41,"180,097","Jun 01, 1975","Feb 19, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 20, 2008",,Paperback,view,/book/show/402093.Sh_gun
1120,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Noble House        (Asian Saga, #5)","Clavell, James",,,,"1,376        pp",4.27,"40,264",Apr 1981,"Sep 01, 1986",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Mar 20, 2008",,Mass Market Paperback,view,/book/show/390711.Noble_House
1121,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Wrinkle in Time        (Time Series, #1)","L'Engle, Madeleine",0440228395,9780440228394,0440228395,224        pp,3.98,"1,202,320",1962,"May 11, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Loved this book as a young adult. Was invited to dine with Ms. Engle a year or so before she passed away. Was fascinated by her intelligence and wit. Loved this book as a young adult. Was invited to dine with Ms. Engle a year or so before she passed away. Was fascinated by her intelligence and wit. She had her personal secretary with her and I thought, what a wonderful job that would be. She spoke about her life; fascinating tidbits including flying across Egypt and thinking about the sand carving away the pyramids. How the most stable form in the universe was the triangle--a thought incorporated into her books from gazing down at the earth during her world travels. . . amazing individual. ...more",Notes are private!,0,1,1,not set,Jan 1972,"Mar 20, 2008",,Paperback,view (with text),/book/show/605562.A_Wrinkle_in_Time
1122,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Alchemist,"Coelho, Paulo*",0061122416,9780061122415,B00A2KBUGQ,197        pp,3.91,"3,056,126",1988,"May 01, 1993",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A simple but profound tale about a boy's search for his personal legend. We may not have access to a Urim and Thummin, but instead have to trust the oA simple but profound tale about a boy's search for his personal legend. We may not have access to a Urim and Thummin, but instead have to trust the omens that are all around us and listen to our deepest feelings. ...more",Notes are private!,0,1,1,not set,Apr 2005,"Mar 20, 2008",,Paperback,view (with text),/book/show/865.The_Alchemist
