,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Libby's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
128,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Point and Other Stories,"D'Ambrosio, Charles",0316171255,9780316171250,0316171255,243        pp,4.18,531,1995,"Oct 01, 1996",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 16, 2007",,Paperback,view,/book/show/206772.The_Point_and_Other_Stories
129,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Great Gatsby,"Fitzgerald, F. Scott",,,,180        pp,3.93,"5,238,476","Apr 10, 1925",1925,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love this book so much. I reread it every few years. I think what I like most about it is the way that it captures that feeling of watching--that seI love this book so much. I reread it every few years. I think what I like most about it is the way that it captures that feeling of watching--that sense of being just outside the place you want to be, looking in. I also have a weakness for witnessed stories; I love how in the end, this is really Nick's story. ...more",Notes are private!,0,0,1,not set,not set,"Dec 16, 2007",,Paperback,view (with text),/book/show/4671.The_Great_Gatsby
130,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Doubt, a Parable","Shanley, John Patrick",1559362766,9781559362764,1559362766,58        pp,4.10,"20,367","Apr 26, 2005","Sep 01, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 16, 2007",,Paperback,view,/book/show/185012.Doubt_a_Parable
131,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,I Am My Own Wife,"Wright, Doug",0571211747,9780571211746,0571211747,112        pp,3.91,"2,613","Feb 09, 2004","Feb 09, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 16, 2007",,Paperback,view,/book/show/450669.I_Am_My_Own_Wife
132,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Pillowman,"McDonagh, Martin",0571220320,9780571220328,B009F7QIPK,104        pp,4.29,"16,284",2003,"Sep 01, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Again, I saw this play in 2005 in New York and then read it. It's very dark--I couldn't stop thinking about it for days, but only at night as I was trAgain, I saw this play in 2005 in New York and then read it. It's very dark--I couldn't stop thinking about it for days, but only at night as I was trying to sleep. The play is very much about storytelling, and the responsibilities of the storyteller and memory and childhood and... gah! It's terrifying and firing on multiple cylinders....more",Notes are private!,0,1,1,not set,not set,"Dec 16, 2007",,Paperback,view (with text),/book/show/133974.The_Pillowman
133,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Thom Pain        (based on nothing),"Eno, Will",1840024526,9781840024524,1840024526,unknown,4.05,417,"Apr 01, 2005","Apr 01, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I took Hallie to see this play on her birthday in 2005. It was freezing out. The theater was right off Union Square, and Frances McDormand and Joel CoI took Hallie to see this play on her birthday in 2005. It was freezing out. The theater was right off Union Square, and Frances McDormand and Joel Coen sat right in front of us. This is one of my favorite New York memories. The wrenching sadness of this play shocked me; it felt so untheatery. I actually bought the book in the theater lobby. I really want to see Will Eno's new playlets. Damn Minnesota....more",Notes are private!,0,0,1,not set,Jan 2005,"Dec 16, 2007",,Paperback,view (with text),/book/show/1474057.Thom_Pain
134,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Who's Afraid of Virginia Woolf?,"Albee, Edward",009928569X,9780099285694,B016MUDTMC,130        pp,4.06,"69,664","Jan 01, 1962","Jul 03, 2008",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 16, 2007",,Paperback,view,/book/show/819711.Who_s_Afraid_of_Virginia_Woolf_
135,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stop-Time,"Conroy, Frank",0140044469,9780140044461,0140044469,288        pp,3.93,"2,389",1967,"Feb 24, 1977",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Why haven't I read this book before? I keep meaning to, and meaning to, but like  Marilynne Robinson's  Housekeeping, it's one of those Iowa classics Why haven't I read this book before? I keep meaning to, and meaning to, but like  Marilynne Robinson's  Housekeeping, it's one of those Iowa classics I haven't made time for. But, I just mooched it (my third successful book mooch acquisition, huzzah!), so we shall see....more",Notes are private!,0,0,0,not set,not set,"Dec 16, 2007",,Paperback,view (with text),/book/show/103638.Stop_Time
136,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Magic for Beginners,"Link, Kelly",000724200X,9780007242009,000724200X,271        pp,3.81,"9,758","Jul 01, 2005",2007,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 16, 2007",,Paperback,view,/book/show/577302.Magic_for_Beginners
137,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Savage Detectives,"Bolaño, Roberto",0374191484,9780374191481,0374191484,577        pp,4.17,"44,059","Nov 02, 1998","Apr 03, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 16, 2007",,Hardcover,view,/book/show/63033.The_Savage_Detectives
138,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Then We Came to the End,"Ferris, Joshua*",0316016381,9780316016384,0316016381,387        pp,3.46,"35,201",2007,"Mar 01, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 16, 2007",,Hardcover,view,/book/show/97782.Then_We_Came_to_the_End
139,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fall of Rome: A Novel,"Southgate, Martha*",0743227212,9780743227216,0743227212,219        pp,3.83,626,"Jan 01, 2002","Jan 07, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 16, 2007",,Paperback,view,/book/show/1477266.The_Fall_of_Rome
140,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Unsettling,"Rock, Peter*",1596921714,9781596921719,1596921714,200        pp,3.70,70,2006,"Mar 15, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 16, 2007",,Hardcover,view,/book/show/373752.The_Unsettling
141,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Carnival Wolves,"Rock, Peter*",038549209X,9780385492096,038549209X,288        pp,3.77,48,1998,"Aug 17, 1998",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 16, 2007",,Paperback,view,/book/show/373802.Carnival_Wolves
142,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Is the Place,"Rock, Peter*",0385485980,9780385485982,0385485980,256        pp,3.41,69,1997,"Mar 17, 1997",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 16, 2007",,Paperback,view,/book/show/373769.This_Is_the_Place
143,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bewildered,"Rock, Peter*",159692179X,9781596921795,159692179X,300        pp,3.36,104,2005,"Mar 01, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 16, 2007",,Paperback,view,/book/show/373792.The_Bewildered
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Feast of Love,"Baxter, Charles",037570910X,9780375709104,037570910X,308        pp,3.69,"9,507","Apr 25, 2000","May 01, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 16, 2007",,Paperback,view,/book/show/119290.The_Feast_of_Love
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Frantic Transmissions to and from Los Angeles: An Accidental Memoir,"Braverman, Kate",1555974384,9781555974381,1555974384,180        pp,3.79,104,"Jan 24, 2006","Jan 24, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,"Feb 05, 2014","Dec 16, 2007",,Paperback,view,/book/show/187748.Frantic_Transmissions_to_and_from_Los_Angeles
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Third Girl From The Left,"Southgate, Martha*",061877338X,9780618773381,061877338X,272        pp,3.96,744,"Sep 07, 2005","Sep 05, 2006",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2005,"Dec 16, 2007",,Paperback,view,/book/show/237081.Third_Girl_From_The_Left
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Beggar Maid: Stories of Flo and Rose,"Munro, Alice",0679732713,9780679732716,0679732713,210        pp,3.91,"6,581",1978,"May 07, 1991",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is Alice Munro's only work that comes close to a novel, as it follows the same two women (through a series of stories) over the course of their lThis is Alice Munro's only work that comes close to a novel, as it follows the same two women (through a series of stories) over the course of their lives. I have been ordered to read this book under penalty of death. Okay, I'm supposed to read it for my thesis, 'cause you know, I write stories about ladies. But that's okay, because I love Alice Munro....more",Notes are private!,0,0,0,not set,not set,"Dec 14, 2007",,Paperback,view (with text),/book/show/14284.The_Beggar_Maid
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sea,"Banville, John",1400097029,9781400097029,1400097029,195        pp,3.54,"31,763","May 17, 2005","Aug 15, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I made Jason buy this book in the Memphis airport on our way back from Tulum. That was in August. He read the book and talked about its strange languaI made Jason buy this book in the Memphis airport on our way back from Tulum. That was in August. He read the book and talked about its strange language and its sneaky beauty. I keep meaning to read it, too, but every time I pick it up I can't make it past the first 20 pages. I am going to bring it to L.A. with me for my winter vacation reading. ...more",Notes are private!,0,0,0,not set,not set,"Dec 14, 2007",,Paperback,view (with text),/book/show/3656.The_Sea
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Enormous Changes at the Last Minute: Stories,"Paley, Grace",0374515247,9780374515249,0374515247,198        pp,4.03,"2,643",1974,"Sep 01, 1985",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I just got this in the mail via Bookmooch. Yay! I have heard tell that Grace Paley--who writes about urbane Jewish girls, ahem--doesn't care about ploI just got this in the mail via Bookmooch. Yay! I have heard tell that Grace Paley--who writes about urbane Jewish girls, ahem--doesn't care about plotting. She is more interested in what she calls ""movement."" Obviously, we're meant for each other....more",Notes are private!,0,2,0,not set,not set,"Dec 14, 2007",,Paperback,view (with text),/book/show/133621.Enormous_Changes_at_the_Last_Minute
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A House and Its Head,"Compton-Burnett, Ivy",0940322641,9780940322646,0940322641,291        pp,3.48,551,1935,"Mar 12, 2001",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This novel is technically interesting (the narrative unfolds almost entirely in dialogue, and the prose is quite terse and brittle), but otherwise so This novel is technically interesting (the narrative unfolds almost entirely in dialogue, and the prose is quite terse and brittle), but otherwise so brutal, so cynical, and so cold that I felt genuinely unhappy while reading it....more",Notes are private!,0,1,1,not set,Feb 2007,"Dec 14, 2007",,Paperback,view (with text),/book/show/188442.A_House_and_Its_Head
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Shell Collector,"Doerr, Anthony*",0142002968,9780142002964,0142002968,219        pp,3.99,"16,051",2001,"Feb 15, 2003",did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This collection of short stories is lifeless. It's everything I hate about writing: boring stories that take place in ""exotic"" locations, featuring ""iThis collection of short stories is lifeless. It's everything I hate about writing: boring stories that take place in ""exotic"" locations, featuring ""interesting"" charcters, written by a 29 year old white guy invested in authenticity. Uggh....more",Notes are private!,0,25,1,not set,Oct 2007,"Dec 14, 2007",,Paperback,view (with text),/book/show/883235.The_Shell_Collector
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Forever War,"Haldeman, Joe",0345289145,9780345289148,0345289145,218        pp,4.14,"166,257",Dec 1974,Jun 1976,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 14, 2007",,Mass Market Paperback,view,/book/show/940996.The_Forever_War
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"A Fire Upon The Deep        (Zones of Thought, #1)","Vinge, Vernor",1857981278,9781857981278,1857981278,579        pp,4.14,"61,203",1992,Jul 1993,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 14, 2007",,Mass Market Paperback,view,/book/show/91147.A_Fire_Upon_The_Deep
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Wait Until Spring, Bandini        (The Saga of Arturo Bandini, #1)","Fante, John",0876855540,9780876855546,0876855540,266        pp,4.10,"13,220",1938,"May 31, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 14, 2007",,Paperback,view,/book/show/540372.Wait_Until_Spring_Bandini
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ask the Dust        (The Saga of Arturo Bandini, #3)","Fante, John",0876854439,9780876854433,0876854439,165        pp,4.11,"35,253",1939,"Jan 01, 1984",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 14, 2007",,Paperback,view,/book/show/540359.Ask_the_Dust
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The White Album,"Didion, Joan",0374532079,9780374532079,0374532079,224        pp,4.06,"39,038",1979,"Nov 10, 2009",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 14, 2007",,Paperback,view,/book/show/421.The_White_Album
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Big Sleep        (Philip Marlowe, #1)","Chandler, Raymond",0394758285,9780394758282,0394758285,231        pp,3.95,"155,385","Feb 06, 1939","Jul 12, 1988",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 14, 2007",,Paperback,view,/book/show/2052.The_Big_Sleep
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,My Dark Places: A True Crime Autobiography,"Ellroy, James",0679762051,9780679762058,0679762051,431        pp,3.85,"7,131","Nov 12, 1996","Aug 19, 1997",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 14, 2007",,Paperback,view,/book/show/541014.My_Dark_Places
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Black Dahlia,"Ellroy, James",0446674362,9780446674362,0446674362,336        pp,3.77,"91,070","Sep 01, 1987","Apr 01, 1998",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 14, 2007",,Paperback,view,/book/show/415046.The_Black_Dahlia
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Long Goodbye        (Philip Marlowe, #6)","Chandler, Raymond",0394757688,9780394757681,0394757688,379        pp,4.19,"42,466",1953,"Aug 12, 1988",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 14, 2007",,Paperback,view,/book/show/2054.The_Long_Goodbye
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Loved One,"Waugh, Evelyn",0141184248,9780141184241,0141184248,127        pp,3.76,"12,476",Feb 1948,Nov 2001,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 14, 2007",,Paperback,view,/book/show/30935.The_Loved_One
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Less Than Zero,"Ellis, Bret Easton",,,0679781498,208        pp,3.60,"86,333",May 1985,"Jun 09, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 14, 2007",,Paperback,view,/book/show/9915.Less_Than_Zero
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Chrysanthemum Palace,"Wagner, Bruce",0743243404,9780743243407,0743243404,224        pp,3.34,161,"Jan 01, 2005","Mar 27, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Bruce Wagner is kind of a maniac. He writes insane prose that I find sort frenetic and lunar and sad and speedy, but I can never fully get with his chBruce Wagner is kind of a maniac. He writes insane prose that I find sort frenetic and lunar and sad and speedy, but I can never fully get with his characters. But, I can't stop reading his books.  I'm Losing You is also really great....more",Notes are private!,0,0,1,not set,not set,"Dec 14, 2007",,Paperback,view (with text),/book/show/131166.The_Chrysanthemum_Palace
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,What Makes Sammy Run?,"Schulberg, Budd",0679734228,9780679734222,0679734228,328        pp,4.10,"3,040",1941,"Dec 06, 1993",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 14, 2007",,Paperback,view,/book/show/996139.What_Makes_Sammy_Run_
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Miss Lonelyhearts / The Day of the Locust,"West, Nathanael",0811202151,9780811202152,0811202151,247        pp,3.90,"10,133","May 16, 1939","Jan 01, 1969",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I moved this book from ""read"" as I am currently rereading ""Miss Lonelyhearts"" for one of my grad classes (narrative efficiency); I did not ever reallyI moved this book from ""read"" as I am currently rereading ""Miss Lonelyhearts"" for one of my grad classes (narrative efficiency); I did not ever really ""get"" this little piece of fiction previously, but time has made me a better reader for it (the five stars were for ""Day of the Locust""). More on this...Continued: When I was younger I read almost entirely for story and for character, as I think most readers do (which is not a judgment, merely an observation). I did not find interesting, and thus did not think about, novels as art, novels as a product of craft; in other words, it did not even enter my consciousness as a reader to imagine/examine a novel's aim or aims, its project. Miss Lonelyhearts does not lend itself well to this kind of reader/reading. It is an intense, highly stylized, brutal little book that prefigures a lot of writing that I think we take for granted today, from  Flannery O'Connor to  George Saunders.The world of Miss Lonely hearts offers us a reality in which there is a choice between two unworkable options: killing irony (as represented by Shrike) and absurd faith (as represented by Christ). The middle has been excluded. Language has suffered a complete breakdown: there is silence, or there is habitualized speech, the depersonalized substitute for individualized communication. Human suffering is rampant and incurable, objects are in revolt, and entropy bares its teeth. Genius....more",Notes are private!,0,1,1,not set,not set,"Dec 14, 2007",,Paperback,view (with text),/book/show/294459.Miss_Lonelyhearts_The_Day_of_the_Locust
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Where Late the Sweet Birds Sang,"Wilhelm, Kate",0060146540,9780060146542,0060146540,251        pp,3.85,"10,359","Jan 01, 1976","Dec 01, 1977",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 14, 2007",,Hardcover,view,/book/show/968827.Where_Late_the_Sweet_Birds_Sang
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"To Say Nothing of the Dog        (Oxford Time Travel, #2)","Willis, Connie",0553575384,9780553575385,0553575384,493        pp,4.11,"40,914","Dec 01, 1997","Dec 01, 1998",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,not set,not set,"Dec 14, 2007",,Mass Market Paperback,view,/book/show/77773.To_Say_Nothing_of_the_Dog
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Doomsday Book        (Oxford Time Travel, #1)","Willis, Connie",0553562738,9780553562736,0553562738,578        pp,4.03,"59,950","Jun 05, 1992",Jul 1992,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 14, 2007",,Mass Market Paperback,view,/book/show/24983.Doomsday_Book
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Summer Queen        (The Snow Queen Cycle, #3)","Vinge, Joan D.",0765304465,9780765304469,0765304465,688        pp,4.07,"3,307",Nov 1991,"May 01, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 14, 2007",,Paperback,view,/book/show/139981.The_Summer_Queen
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Snow Queen        (The Snow Queen Cycle, #1)","Vinge, Joan D.",0446676640,9780446676649,0446676640,448        pp,3.95,"12,831",Apr 1980,"Feb 01, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 14, 2007",,Paperback,view,/book/show/139986.The_Snow_Queen
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Grass        (Arbai, #1)","Tepper, Sheri S.",055376246X,9780553762464,055376246X,480        pp,4.03,"12,538",1989,Mar 1993,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 14, 2007",,Paperback,view,/book/show/876302.Grass
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Aye, and Gomorrah","Delany, Samuel R.",0375706712,9780375706714,0375706712,383        pp,4.00,987,"Apr 08, 2003","Apr 08, 2003",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 14, 2007",,Paperback,view,/book/show/85873.Aye_and_Gomorrah
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Demolished Man,"Bester, Alfred",,,,250        pp,3.97,"31,979",Mar 1953,"Jul 08, 1999",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 14, 2007",,Paperback,view,/book/show/76740.The_Demolished_Man
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stories of Breece D'J Pancake,"Pancake, Breece D'J",0316715972,9780316715973,0316715972,192        pp,4.15,"6,068","Feb 01, 1983","Jul 01, 2002",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Poor Breece. Lucky us.,Notes are private!,0,0,1,not set,not set,"Dec 14, 2007",,Paperback,view (with text),/book/show/52762.The_Stories_of_Breece_D_J_Pancake
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sentimental Heartbroken Rednecks: Stories,"Bottoms, Greg",1893956156,9781893956155,1893956156,235        pp,4.08,72,2001,"Sep 09, 2001",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Please immediately find a copy of this book and read ""Secret History of Home Cinema.""Please immediately find a copy of this book and read ""Secret History of Home Cinema.""...more",Notes are private!,0,3,1,not set,not set,"Dec 14, 2007",,Hardcover,view (with text),/book/show/353661.Sentimental_Heartbroken_Rednecks
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Getting Mother's Body,"Parks, Suzan-Lori",096575488X,9780965754880,096575488X,280        pp,3.70,"1,536","Jan 01, 2003",2003,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 14, 2007",,Hardcover,view,/book/show/409837.Getting_Mother_s_Body
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Atonement,"McEwan, Ian*",038572179X,9780385721790,B00A2M6OLU,351        pp,3.94,"519,691","Sep 20, 2001",Mar 2003,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Dec 14, 2007",,Paperback,view,/book/show/6867.Atonement
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Canterbury Tales,"Chaucer, Geoffrey",014042234X,9780140422344,014042234X,"1,254        pp",3.52,"221,792",1400,"Aug 30, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The Canterbury Tales are desert island material for me. Read it out loud in middle english. After a few days the spelling and pronunciation will becomThe Canterbury Tales are desert island material for me. Read it out loud in middle english. After a few days the spelling and pronunciation will become so natural that trying to read a translated edition will feel wrong and dirty. Paltry. Chaucer is so funny, so sharp, so human. There is so much at work in the CT, every single reading is rewarding, no matter how many times you've read it.Favorite tale: The Miller's Tale. Or maybe The Pardoner's Tale....more",Notes are private!,0,0,1,not set,Jan 2002,"Dec 10, 2007",,Paperback,view (with text),/book/show/2701.The_Canterbury_Tales
