,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Kemper's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
10,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Heat 2,"Mann, Michael",0062653318,9780062653314,0062653318,470        pp,4.26,"9,564","Aug 09, 2022","Aug 09, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The 1995 film Heat is one of my favorite movies of all time so I was both excited and scared to check this book out. Sequels to things you loved decadThe 1995 film Heat is one of my favorite movies of all time so I was both excited and scared to check this book out. Sequels to things you loved decades ago can go either way. For every totally awesome Top Gun: Maverick there’s an abomination like Ghostbusters: Afterlife. So how did Heat 2 do? Much better than Afterlife, but not as well as Maverick.Writer/director Michael Mann teamed up with veteran crime novelist Meg Gardiner to give us a story that is equal parts prequel and sequel. The story bounces between the '80s when professional thief Neil McCauley and his crew were pulling jobs while cop Vincent Hanna is desperately trying to stop another group of criminals conducting brutal home invasions that include rape and murder. The sequel thread that starts in 1995 involves one of the survivors of the original film trying to escape the cops and what happens in the subsequent years. An old loose end that ties the whole Heat story together eventually draws characters back into the same orbit, but none of them realize this at first.As just a crime novel, this works pretty well. Mann knows how to do stories about heists, and there’s a couple of great ones in this. There’s interesting background information we learn about the characters that adds some depth to them. The dialogue hits as it did in the film so that when a character speaks, you can hear the actor who portrayed them in 1995 saying the lines. This is particularly true of Vincent Hanna where it's very easy to imagine a younger Al Pacino belting some of these out with his own brand of gusto.The thing I thought didn’t work as well is what happens in the sequel portion when we jump forward to 2000. At this point the crime aspect isn’t about heists, it’s more about high tech black market computer gear with international organized crime.. That feels like it's borrowing elements from more recent Mann movies such as Blackhat or Miami Vice. There's interesting stuff here, but it felt like the book turned into something else then.Also, there’s no getting around the fact that Mann is a filmmaker so a lot of his appeal is visual in nature. Yes, he can create great characters who speak snappy dialogue filled with a lot of cool lingo, and he and Gardiner set the scene well. But I felt myself longing to see the action play out on a big screen with amazing locations, a killer soundtrack, and Mann’s distinctive screen style rather than just reading it. It also leaves a lot left hanging so it’s not entirely satisfying to wait almost three decades for a follow up that still has more to come.Still, more of this works than doesn’t, and I enjoyed it. It was a real treat to revisit this fictional world again. It’s 3.5 stars rounded up to 4....more",Notes are private!,0,102,2,"Aug 31, 2022not set","Sep 26, 2022not set","Aug 31, 2022",,Hardcover,view (with text),/book/show/60162230-heat-2
11,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Night Shift,"Finlay, Alex*",1250268885,9781250268884,1250268885,312        pp,3.92,"62,514","Mar 01, 2022","Mar 01, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"On New Year’s Eve of 1999, several employees of a Blockbuster video in a New Jersey town were murdered at closing time. My prime suspect would have beOn New Year’s Eve of 1999, several employees of a Blockbuster video in a New Jersey town were murdered at closing time. My prime suspect would have been somebody angry about the late fees.Fifteen years later there are people who have never gotten over that night. Ella was the sole survivor of the attack, and although she became a therapist herself, she can’t break her own patterns of self-destructive behavior. Chris is the brother of the prime suspect, Vince, who vanished and hasn’t been seen since. When several employees of an ice cream shop are killed in a eerily similar fashion, the first assumption is that Chris’ brother has returned and has picked up where he left off. FBI agent Sarah Keller is trying to find Vince and determine if the two crimes are linked, but she’s also dealing with being extremely pregnant with twins. As all of them uncover old secrets and connections, things get more weird and dangerous.This is a very solid page-turner with enough stuff to keep me guessing for most of the book, and it does an above average job of dealing with a character who had been through life changing trauma and how she dealt with it. It all builds to a satisfying climax although there were a few parts that reminded me of Fargo with a pregnant cop hunting a killer, and then the ending gets so close to another famous movie thriller that the book actually brings it up. Still, it had a twisty plot with enough creepy aspects to give it an edge. ...more",Notes are private!,0,20,1,"Aug 14, 2022","Aug 28, 2022","Aug 14, 2022",,Hardcover,view (with text),/book/show/57693427-the-night-shift
12,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Real Bad Things,"Ford, Kelly J.*",1662500084,9781662500084,B09KLL1TKX,330        pp,3.55,"7,896","Sep 01, 2022","Sep 01, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"It’s a good rule of thumb that you shouldn’t talk to the cops if you’re suspected of a crime, and you really should NOT confess to murder if they haveIt’s a good rule of thumb that you shouldn’t talk to the cops if you’re suspected of a crime, and you really should NOT confess to murder if they haven’t found the body yet.As a teenager Jane Mooney admitted to murdering her abusive step-father before the cops were even sure that he was dead, and she was released when no body turned up. Jane then fled the small Arkansas town of Maud Bottoms, and she left behind her angry mother, her brother, her best friend, and her girlfriend in doing so. Twenty-five years later, the stepfather’s body has finally been discovered, and Jane has returned home believing that she’ll most likely be arrested immediately. She finds that her mother is still angry, her brother and best friend seem to want nothing to do with her, and her old girlfriend, Georgia Lee, is now a married woman as well as on the town council. And for some reason, the cops don’t seem to be in any hurry to arrest her.Kelly Ford makes their most of the setting which feels lived in and authentic. From the trailer parks to the backyard barbecue of the more well-to-do folks, this nails all the traits of small town life. Against this backdrop we learn what actually happened with Jane, Georgia Lee and the stepfather back then as well as see how those events shaped their lives in the aftermath. Jane left and lived in other places as an openly gay women but has had a shadow over her adult life. Georgia Lee stayed in place and threw herself so fully into the role of a wife, mother, and local politician that she’s never bothered to ask the question of who she really is and what would make her actually happy, and Jane’s return forces her to finally address all of this.It’s an excellent character based crime story with solid twists and turns....more",Notes are private!,0,26,1,"Jul 28, 2022","Aug 24, 2022","Jul 28, 2022",,Kindle Edition,view (with text),/book/show/58755566-real-bad-things
13,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Fixer,"Finder, Joseph*",0525954619,9780525954613,0525954619,376        pp,3.73,"7,611","Jun 09, 2015","Jun 09, 2015",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I don’t know how many times I gotta say this, people. If you find a bag of money then you should just leave it there. If you take it, bad things will I don’t know how many times I gotta say this, people. If you find a bag of money then you should just leave it there. If you take it, bad things will happen.But since we are a race of slow learners I guess it doesn’t hurt to go over it again.Rick Hoffman was once an investigative reporter with a promising career, but he left that behind to take a high profile job with a swanky magazine specializing in fluff pieces. Unfortunately, when the magazine downsizes Rick is left unemployed, in debt, and with zero career prospects. He’s so broke that he’s staying in his father’s house which has been falling apart after years of neglect since a stroke put his dad in a nursing home two decades ago.When Rick discovers over $3 million in cash hidden in one of the walls, he can’t help but give into temptation. He stashes the cash and goes on an ill-advised spending spree at first, but then he’s suddenly kidnapped by some people who threaten him if doesn’t hand it over to them. Rick scrambles for answers by digging into his father’s past as a shady lawyer who acted as a bagman/fixer for a huge construction project just before the stroke left him completely unable to communicate. The more Rick digs, the more dark secrets come out, and the danger gets worse all the time.I’m a sucker for both stories about finding illicit cash and sleazy fixers so this should have been right in my wheelhouse, but I ultimately found it disappointing. That’s mainly because I didn’t care for the main character at all.Yeah, I know that this is supposed to be an arc of Rick starting out as kind of jerk who once had potential to be something better and discovering his better nature again. This kind of story demands that the lead character either be so flawed or desperate that they are the kind of person who would take money that will surely bring trouble. Yet Rick was just too stupid for my taste. He starts off pretty well in his early moves of stashing the money, but when the danger starts he behaves like a moron. Sure, he does some moves like moving around to different hotels and renting different cars, but this is a guy who gets kidnapped and nearly murdered not once, but twice. But he never does anything like get a weapon, hire bodyguards, leave town, or any other thing that having $3 million in cash would allow you to do. Instead he just bumbles along while surviving mainly by luck. I also didn’t much care for the way he investigates all this. He’s supposed to be a former hot shit reporter who knows how to dig up dirt, and there is some stuff about him pulling records and finding clues. Yet his interactions with the people he tries to question are these incredibly lame efforts of him trying to trick them into believing he’s working on other stories, and yet when his flimsy lies collapse he just starts demanding answers which they have no real reason to give and usually don’t. Overall, it was OK as a crime story, but never came close to really getting me interested after the money was found....more",Notes are private!,0,15,1,"Jul 28, 2022","Aug 10, 2022","Jul 28, 2022",,Hardcover,view (with text),/book/show/23281921-the-fixer
14,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Calculating Stars        (Lady Astronaut Universe, #1)","Kowal, Mary Robinette*",,,,431        pp,3.96,"33,490","Jul 03, 2018","Jul 03, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Jul 07, 2022",,Paperback,view,/book/show/33080122-the-calculating-stars
15,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Things We Do in the Dark,"Hillier, Jennifer*",1250763169,9781250763167,1250763169,352        pp,3.96,"95,115","Jul 19, 2022","Jul 19, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I received a free advance copy from NetGalley for .A wealthy actor/comedian named Jimmy Peralta is found dead in his bathtub with his much youngI received a free advance copy from NetGalley for .A wealthy actor/comedian named Jimmy Peralta is found dead in his bathtub with his much younger wife standing next to him, and she’s covered in his blood with a straight razor in her hand.You wouldn’t think it would take Sherlock Holmes to solve this one.However, there’s a lot more to the story than it would seem at first glance, and Paris has more problems then just a murder charge to worry about. She’s a woman with secrets, and the publicity surrounding the celebrity death may expose them. Meanwhile, a true crime podcaster is digging into the story of a notorious murderer dubbed the Ice Queen who is about to be released from prison, and his investigation is very personal.This is the third Jennifer Hillier novel I’ve read, and like her others, I enjoyed it quite a bit. She has a real knack for coming up with plots that seem like they could be Lifetime movies, but she’s got the ability to ground them with enough realism and emotion to keep them from seeming silly. Hillier also doesn’t shy away from including some genuinely nasty edges in the work, and that gives it more weight than a similar story might have in lesser hands. She’s also good at distracting a reader by dangling an obvious twist but then revealing it early while keeping the bigger surprises hidden for later.It's another dark and tangled story from a woman who really knows how to write ‘em....more",Notes are private!,0,35,1,"Jun 30, 2022","Jul 28, 2022","Jun 30, 2022",,Hardcover,view (with text),/book/show/58724802-things-we-do-in-the-dark
16,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Upgrade,"Crouch, Blake*",0593157532,9780593157534,0593157532,352        pp,3.81,"91,958","Jul 07, 2022","Jul 12, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I received a free advance copy of this from NetGalley for .Here’s a book that has the basic idea that humans are hardwired to be pieces of shit,I received a free advance copy of this from NetGalley for .Here’s a book that has the basic idea that humans are hardwired to be pieces of shit, and that the solution might be to genetically upgrade us to be better. The first part is obviously true, but the second part has to be pure science fiction because even if you take a turd and sprinkle it with glitter and tie a pretty bow around it, it’s still a piece of shit.The official plot summary on this is fairly thin, and they’re are some twists and turns so I don’t want to give away much other than to say that it’s set in the near future where after a disaster caused by genetic engineering caused a massive famine that the world has cracked down on all aspects of DNA tinkering. A man named Logan Ramsey who has his own troubled past he’s trying to redeem is working for an agency trying to stop black market science when he gets dosed with something during a raid. While he initially seems to recover, Logan realizes that he is being improved. Hilarity ensues…I’m not the biggest Blake Crouch fan in the world, and like most of the other books of his I’ve read I found this to be fine. It’s got an interesting idea, and a well thought out world built up. His writing is OK enough, and there is some interesting discussion about the nature of humanity and why we refuse to acknowledge long term threats like climate change. However, while this is the kind of story that should be right in my wheelhouse it never feels like it elevates to that next level where I’m really excited about turning the pages, and once I’m done I feel a momentary sense of satisfaction and promptly start forgetting about what I just read. So hardcore Crouch fans will be probably enjoy as might any sci-fi/thriller fans who pick it up. I don’t regret reading it, but it didn’t have much of an impact either....more",Notes are private!,0,63,1,"Jun 09, 2022","Jun 26, 2022","Jun 09, 2022",,Hardcover,view (with text),/book/show/59838811-upgrade
17,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"City on Fire        (Danny Ryan, #1)","Winslow, Don*",0062851195,9780062851192,0062851195,384        pp,4.10,"21,798","Oct 21, 2021","Apr 26, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"What we’ve got here is a good ole fashioned mob war.It’s 1986 in Rhode Island, and Danny Ryan is essentially a middle manager for the Murphy crime famWhat we’ve got here is a good ole fashioned mob war.It’s 1986 in Rhode Island, and Danny Ryan is essentially a middle manager for the Murphy crime family despite being married to the boss’s daughter. Danny’s father also once ran his own outfit and was a key figure in establishing a peace that’s held for years between the Italian and Irish mob in the area. When the spoiled son of the Irish leader hits on the wrong woman, it’s seen as a grave insult that the kid manages to make worse and soon it’s all out war between the fwo factions. Danny becomes a key figure in the whole mess as he first tries to make peace and when that doesn’t work, takes an increasing role in the leadership of Murphys. Along the way we also find out the history of the mother who abandoned him who returns in an effort to try and make things right, and he continues to try and earn his rightful seat at the table.Like most Don Winslow books, this is a helluva page turner with a conversational style that makes you feel like some old Mafia guy is telling you the tale at a bar one night. Since it’s the first part of a new trilogy, you don’t get a lot of resolution although some things are settled. It’s sort of like watching the first season of a TV show that is setting up a lot of character and plots to circle back to later.Good stuff for any Winslow and/or crime fans, and I can’t wait to read the next part....more",Notes are private!,0,40,1,"Jun 08, 2022","Jun 15, 2022","Jun 08, 2022",,Hardcover,view (with text),/book/show/57558287-city-on-fire
18,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Sea of Tranquility,"Mandel, Emily St. John*",0593321448,9780593321447,0593321448,259        pp,4.08,"231,575","Apr 05, 2022","May 05, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"May 30, 2022",,Hardcover,view,/book/show/58446227-sea-of-tranquility
19,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Don't Know Tough,"Cranor, Eli*",1641293454,9781641293457,1641293454,336        pp,3.66,"3,018","Mar 22, 2022","Mar 22, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"When a whole bunch of the writers you’re a fan of are recommending a book, you should probably read it. I did, and they did not steer me wrong. This iWhen a whole bunch of the writers you’re a fan of are recommending a book, you should probably read it. I did, and they did not steer me wrong. This is a great one.Billy Lowe is the star player of his high school football team in Denton, Arkansas, but he’s a dirt-poor kid with an abusive step-father, little understanding of social norms, and severe anger issues. When Billy assaults a teammate just as his team is getting ready for the state play-offs it puts Coach Trent Powers in a tough spot. Trent is a born-again Christian who screwed up his last coaching job in California so he’s brought his family to small town Arkansas to hopefully win big quickly and get a better job elsewhere. If Billy is suspended or arrested Trent has no chance of winning a state championship so even as pressure mounts he continues to insist that Billy can be transformed through reason and patience. Things get even more complicated when Billy’s step-father is found dead in their trailer.That’s an excellent set-up for a crime novel, but what boosts this one up to the next level is the outstanding character work that’s done. We get shifting perspectives, mainly from Billy and his coach, and the differences are stark. In some ways, Billy is little more than an abused animal who has gone feral. His entire family is viewed as trash by the town, and nobody thinks he is worth anything unless he's on a football field. For Billy, the only thing he puts any value on is toughness, and he has nothing but contempt for those around him he sees as soft. He has his own reasons for lashing out, but to anyone not any Billy’s head he just seems violent and dangerous.Powers isn’t exactly the win-at-any-cost type of coach you’d expect either. While he’s in a bad situation he also has his own tough background as a foster kid, and he tries to turn Billy into a decent young man by using the same sort of methods that worked on him. Yes, he’s rationalizing a lot to justify keeping Billy on the team, but he also seems to be buying what he’s selling even as everyone around him thinks he’s crazy to try because you can’t appeal to a rabid dog with reason. Instead of seeming cynical and opportunistic, Powers comes across as extremely naive. There are several other complex and well-developed characters, and the whole atmosphere of a small town that was happy to use Billy to win football games even as they all treated him like shit on their shoes is incredibly authentic. Overall, it’s a riveting character-based story that always zigs when you think it’s going to zag....more",Notes are private!,0,63,1,"May 06, 2022","May 24, 2022","May 06, 2022",,Hardcover,view (with text),/book/show/57695442-don-t-know-tough
20,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Last Refuge        (Sam Acquillo Hamptons Mystery, #1)","Knopf, Chris*",1579621376,9781579621377,1579621376,279        pp,3.70,580,unknown,"Jun 30, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Sam Acquilla is a cynical man in his early fifties who wants as little to do with the rest of the world as possible so he’s built up a quiet life thatSam Acquilla is a cynical man in his early fifties who wants as little to do with the rest of the world as possible so he’s built up a quiet life that mainly consists of drinking alone.I think I’ve got a lawsuit against this author for using me as a character.Sam was once a fairly successful engineer and middle manager for a large corporation, but circumstances and his own nature led to divorce, estrangement from his daughter, and an early retirement. He’s retreated to a small house in the Hamptons he inherited from his parents where he spends a lot of time drinking vodka. When Sam finds his elderly neighbor dead, all signs point to an accident, but Sam finds himself managing her estate and trying to clear up questions he has. Reluctantly, Sam engages with other people and finds himself trying to solve a mystery.This is a fairly low-key crime novel that succeeds because of an interesting lead character and a great setting. As someone who has a knack for irritating the shit out of people even as he finds ways to get more out of them than they want to give, Sam is a mystery in his own right which is gradually solved as he recalls more and more of the path that led him to his current state. The setting is also intriguing as an area which once had plenty of blue-collar workers who built cheap houses on what has become some of the most valuable real estate in the world. Now the older generation has mostly been pushed out in favor of the new money except for a decreasing number of hold outs.This is the first in a series that I’ll be checking out more of....more",Notes are private!,0,15,1,"Apr 21, 2022","Jun 04, 2022","Apr 21, 2022",,Paperback,view (with text),/book/show/893992.The_Last_Refuge
21,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,They All Fall Down,"Hall, Rachel Howzell*",0765398141,9780765398147,0765398141,320        pp,2.90,"5,248","Apr 09, 2019","Apr 09, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Seven strangers, each with their own secrets, accept an invitation to spend a weekend at a luxurious mansion on a remote island.What could possibly goSeven strangers, each with their own secrets, accept an invitation to spend a weekend at a luxurious mansion on a remote island.What could possibly go wrong?This is a very solid and entertaining mystery/thriller that does an interesting modern take on an Agatha Christie style novel. What really makes it hum is that our first person narrator, Miriam, is obviously not reliable. It's obvious from the jump that she has some serious issues even as she struggles to put on a brave face and delude herself into believing that this is her chance to turn her life around.Good stuff. I'll check out some of the author's work in the near future. 3 1/2 stars....more",Notes are private!,0,16,1,"Apr 15, 2022","Apr 22, 2022","Apr 15, 2022",,Hardcover,view (with text),/book/show/39863307-they-all-fall-down
22,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Gutshot Straight        (Shake Bouchon, #1)","Berney, Lou*",0061766046,9780061766046,0061766046,304        pp,3.86,"2,530","Dec 16, 2009","Jan 05, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Charles ‘Shake’ Bouchon is a wheelman who just got out of jail. Now in his forties, Shake is feeling the weight of a lifetime of bad choices, and he dCharles ‘Shake’ Bouchon is a wheelman who just got out of jail. Now in his forties, Shake is feeling the weight of a lifetime of bad choices, and he dreams of going straight and opening a restaurant. However, he can’t bring himself to turn down the offer from his old boss and former lover Alexandra, who now runs the Armenian mob in Los Angeles. Shake is supposed to drive a car to Vegas, deliver it to a man who will give him a briefcase in return, and then Shake flies back to LA and gives the case to Alexandra.It seems like a simple job, but when he gets a flat tire, Shake discovers that there’s a woman named Gina in the trunk of the car. She tells Shake that she’s just a housewife whose husband had gambling debts who ran off, and now Shake has the bad feeling that he’s delivering her to be a hostage who probably won’t get out of the situation alive. Sympathy gets the better of Shake, and he doesn’t hand Gina over and instead they make off with the briefcase. Now he’s double-crossed the leader of the Armenian mob on the West Coast, and angered the most dangerous man in Las Vegas. The only thing they have for leverage is the case which is filled with something very weird and very valuable.If you read that plot set-up, and said to yourself, “Hey, that sounds an awful lot like the Jason Statham action movie The Transporter, you’d be right. In fact, that’s what I thought, and I had a brief moment of disappointment that Lou Berney, a writer I like quite a bit, would borrow a plot like that. However, I should have had more faith. What Berney did is to use that feeling of familiarity to set the reader up so that you’d feel like you’d know where it’s all going, but then he veers sharply in a new direction. It’s a switcheroo that works well because when the twists and turns start coming, I was blindsided in the best way.It’s an extremely brisk crime novel filled with vivid characters and a lot of humor. It reminded me of the late, great Elmore Leonard in all the right ways while still having it’s own unique vibe. It also moves along briskly without a wasted page and wraps up in less than 300 pages. With every Lou Berney novel I read, I wish I’d started reading him sooner....more",Notes are private!,0,34,1,"Mar 24, 2022","Apr 06, 2022","Mar 24, 2022",,Hardcover,view (with text),/book/show/7037737-gutshot-straight
