,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Amanda's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
561,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Red Tent,"Diamant, Anita*",0312195516,9780312195519,B007C4F8EU,321        pp,4.20,"598,704",1997,1997,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is a fictional twist on a ""historical"" Biblical character. I can't remember exactly what happened in this book, but I can remember that I was absThis is a fictional twist on a ""historical"" Biblical character. I can't remember exactly what happened in this book, but I can remember that I was absolutely enthralled by the epic misery of this story. It is a tale of womanhood and life. Absolutely beautiful....more",Notes are private!,0,2,1,not set,Jan 2001,"Feb 20, 2008",,Paperback,view (with text),/book/show/113348.The_Red_Tent
562,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Flowers in the Attic        (Dollanganger, #1)","Andrews, V.C.",0671729411,9780671729417,0671729411,411        pp,3.85,"213,366",1979,"Nov 01, 1990",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I think I liked it at the time I read it. But I was a teenager. It made me feel more like a grownup to read it. Actually, my grandmother gave it to meI think I liked it at the time I read it. But I was a teenager. It made me feel more like a grownup to read it. Actually, my grandmother gave it to me to read. Weird, huh?...more",Notes are private!,0,0,1,not set,Jan 1994,"Feb 20, 2008",,Mass Market Paperback,view (with text),/book/show/85430.Flowers_in_the_Attic
563,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Till We Have Faces,"Lewis, C.S.",,,,313        pp,4.19,"70,081",1956,"Aug 06, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I love CS Lewis. This isn't my favorite, though.I love CS Lewis. This isn't my favorite, though....more",Notes are private!,0,0,1,not set,"Nov 30, 2009","Feb 20, 2008",,Paperback,view (with text),/book/show/17343.Till_We_Have_Faces
564,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,In Her Shoes,"Weiner, Jennifer*",0743495667,9780743495660,0743495667,537        pp,3.82,"217,589","Sep 01, 2002","Oct 03, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 19, 2008",,Paperback,view,/book/show/14758.In_Her_Shoes
565,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Alchemist,"Coelho, Paulo*",0061122416,9780061122415,B00A2KBUGQ,197        pp,3.91,"3,055,826",1988,"May 01, 1993",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I think I was in exactly the right state of mind when I read this one...,Notes are private!,0,0,1,not set,Jan 2006,"Feb 18, 2008",,Paperback,view (with text),/book/show/865.The_Alchemist
566,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Guilty Pleasures        (Anita Blake, Vampire Hunter, #1)","Hamilton, Laurell K.*",051513449X,9780515134490,051513449X,265        pp,4.02,"148,094",Oct 1993,Oct 2002,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2008",,Mass Market Paperback,view,/book/show/631329.Guilty_Pleasures
567,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Laughing Corpse        (Anita Blake, Vampire Hunter, #2)","Hamilton, Laurell K.*",0425204669,9780425204665,0425204669,304        pp,4.12,"85,762",Sep 1994,"Aug 02, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2008",,Paperback,view,/book/show/15309.The_Laughing_Corpse
568,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Deathly Hallows        (Harry Potter, #7)","Rowling, J.K.",,,,759        pp,4.62,"3,707,502","Jul 21, 2007","Jul 21, 2007",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2008",,Hardcover,view,/book/show/136251.Harry_Potter_and_the_Deathly_Hallows
569,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Harry Potter and the Half-Blood Prince        (Harry Potter, #6)","Rowling, J.K.",,,,652        pp,4.58,"3,274,170","Jul 16, 2005","Sep 16, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2008",,Paperback,view,/book/show/1.Harry_Potter_and_the_Half_Blood_Prince
570,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Angels & Demons        (Robert Langdon, #1)","Brown, Dan*",1416524797,9781416524793,1416524797,736        pp,3.94,"3,158,410",May 2000,"Apr 01, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2008",,Paperback,view,/book/show/960.Angels_Demons
571,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Circus of the Damned        (Anita Blake, Vampire Hunter, #3)","Hamilton, Laurell K.*",0515134481,9780515134483,0515134481,329        pp,4.17,"94,608",1995,"Sep 24, 2002",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2008",,Mass Market Paperback,view,/book/show/509285.Circus_of_the_Damned
572,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Lunatic Cafe        (Anita Blake, Vampire Hunter, #4)","Hamilton, Laurell K.*",0425201376,9780425201374,0425201376,352        pp,4.13,"78,957","Jan 01, 1996","Mar 01, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2008",,Hardcover,view,/book/show/30273.The_Lunatic_Cafe
573,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Circle of Cats,"Lint, Charles de*",0670036471,9780670036479,0670036471,48        pp,4.24,665,"Jun 23, 2003","Jun 01, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2008",,Hardcover,view,/book/show/186448.A_Circle_of_Cats
574,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Harp of the Grey Rose,"Lint, Charles de*",0142400602,9780142400609,0142400602,277        pp,3.78,"1,239",Aug 1985,"Jan 19, 2004",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2008",,Mass Market Paperback,view,/book/show/1003866.The_Harp_of_the_Grey_Rose
575,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Svaha,"Lint, Charles de*",0312876505,9780312876500,0312876505,300        pp,3.89,"1,273",1989,"Nov 18, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2008",,Paperback,view,/book/show/186426.Svaha
576,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Dreaming Place        (Newford, #14)","Lint, Charles de*",014230218X,9780142302187,014230218X,134        pp,3.93,"1,993","Nov 30, 1990","Sep 16, 2002",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2008",,Mass Market Paperback,view,/book/show/258474.The_Dreaming_Place
577,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Spiritwalk,"Lint, Charles de*",0812516206,9780812516203,0812516206,416        pp,4.12,"2,221","Jan 01, 1992","Jun 15, 1993",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2008",,Paperback,view,/book/show/186443.Spiritwalk
578,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Into the Green,"Lint, Charles de*",0765300222,9780765300225,0765300222,254        pp,3.92,"1,991",Nov 1993,"Oct 05, 2001",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2008",,Paperback,view,/book/show/1062774.Into_the_Green
579,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Wild Wood,"Lint, Charles de*",0765302586,9780765302588,0765302586,205        pp,3.99,"2,891",1994,"Jun 01, 2004",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2008",,Paperback,view,/book/show/186442.The_Wild_Wood
580,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Waifs and Strays,"Lint, Charles de*",0142401587,9780142401583,0142401587,391        pp,4.11,"2,747","Sep 30, 2002","Jun 17, 2004",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2008",,Paperback,view,/book/show/186446.Waifs_and_Strays
581,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Yarrow,"Lint, Charles de*",0312863934,9780312863937,0312863934,256        pp,3.91,"2,622",1986,"Nov 15, 1997",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2008",,Paperback,view,/book/show/186437.Yarrow
582,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Greenmantle,"Lint, Charles de*",0312865104,9780312865108,0312865104,384        pp,4.01,"3,391","Feb 01, 1988","Jun 15, 1998",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2008",,Paperback,view,/book/show/186423.Greenmantle
583,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Tapping the Dream Tree        (Newford, #9)","Lint, Charles de*",0312868405,9780312868406,0312868405,541        pp,4.25,"2,461","Nov 01, 2002","Sep 01, 2003",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2008",,Paperback,view,/book/show/186440.Tapping_the_Dream_Tree
584,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Spirits in the Wires        (Newford, #10)","Lint, Charles de*",0312869711,9780312869717,0312869711,448        pp,4.02,"3,102","Aug 01, 2003","Sep 01, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2008",,Paperback,view,/book/show/186425.Spirits_in_the_Wires
585,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Ivory and the Horn        (Newford, #3)","Lint, Charles de*",0812534085,9780812534085,0812534085,338        pp,4.15,"2,999",Apr 1995,"Mar 15, 1996",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2008",,Paperback,view,/book/show/186438.The_Ivory_and_the_Horn
586,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Moonlight and Vines        (Newford, #6)","Lint, Charles de*",0765309173,9780765309174,0765309173,384        pp,4.21,"3,089",Jan 1999,"Dec 27, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2008",,Paperback,view,/book/show/186420.Moonlight_and_Vines
587,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Moonheart,"Lint, Charles de*",0312890044,9780312890049,0312890044,447        pp,4.05,"6,591",Oct 1984,"Feb 15, 1994",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2008",,Paperback,view,/book/show/618174.Moonheart
588,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Widdershins        (Newford, #11)","Lint, Charles de*",0765312859,9780765312853,0765312859,560        pp,4.21,"4,450","May 16, 2006","May 16, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2008",,Hardcover,view,/book/show/186417.Widdershins
589,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Forests of the Heart        (Newford, #7)","Lint, Charles de*",0312875681,9780312875688,0312875681,400        pp,4.21,"4,015",Jun 2000,"Aug 11, 2001",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2008",,Paperback,view,/book/show/186418.Forests_of_the_Heart
590,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Someplace to Be Flying        (Newford, #5)","Lint, Charles de*",076530757X,9780765307576,076530757X,384        pp,4.32,"5,786",Feb 1998,"Aug 01, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2008",,Paperback,view,/book/show/186427.Someplace_to_Be_Flying
591,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Dreams Underfoot        (Newford, #1)","Lint, Charles de*",0765306794,9780765306791,0765306794,412        pp,4.12,"8,840","Apr 01, 1993","Aug 02, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2008",,Paperback,view,/book/show/186444.Dreams_Underfoot
592,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Jack, the Giant Killer        (Jack of Kinrowan, #1)","Lint, Charles de*",0441379702,9780441379705,0441379702,186        pp,4.13,"1,725",Nov 1987,"May 01, 1999",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Jan 2002,"Feb 18, 2008",,Mass Market Paperback,view,/book/show/100475.Jack_the_Giant_Killer
593,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Body: A Novel of Reincarnation,"Doud, Laurel*",0316196614,9780316196611,0316196614,304        pp,3.77,415,1998,"Feb 08, 2000",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,liked it right up until the end. Then I got creeped out and wanted to throw up in my mouth a little bit...,Notes are private!,0,0,1,not set,Oct 2005,"Feb 18, 2008",,Paperback,view (with text),/book/show/531468.This_Body
594,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Briar Rose,"Yolen, Jane*",0812558626,9780812558623,0812558626,208        pp,3.79,"14,713","Sep 01, 1992","Jan 01, 1993",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I don't like holocost books. Too depressing. And this one was certainly depressing. But a good book, nonetheless!I don't like holocost books. Too depressing. And this one was certainly depressing. But a good book, nonetheless!...more",Notes are private!,0,0,1,not set,Jan 2002,"Feb 18, 2008",,Mass Market Paperback,view (with text),/book/show/831018.Briar_Rose
595,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Mere Christianity,"Lewis, C.S.",0684823780,9780684823782,0684823780,191        pp,4.35,"412,673",1942,"Jan 01, 1996",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2008",,Paperback,view,/book/show/11138.Mere_Christianity
596,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wilderness Tips,"Atwood, Margaret*",0385491115,9780385491112,0385491115,228        pp,3.82,"9,218",1991,"Mar 16, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Feb 18, 2008",,Paperback,view,/book/show/103162.Wilderness_Tips
597,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,She’s Come Undone,"Lamb, Wally*",0671021001,9780671021009,B000MZ077O,465        pp,3.91,"346,400","Aug 24, 1992","Jun 28, 1998",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2008",,Mass Market Paperback,view,/book/show/5203.She_s_Come_Undone
598,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Light in the Attic,"Silverstein, Shel",0066236177,9780066236179,0066236177,176        pp,4.36,"446,925","Oct 07, 1981","Oct 09, 2001",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2008",,Audio CD,view,/book/show/30129.A_Light_in_the_Attic
599,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Color of Magic        (Discworld, #1; Rincewind, #1)","Pratchett, Terry",0060855924,9780060855925,0060855924,228        pp,4.00,"387,553","Dec 01, 1983","Sep 13, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2008",,Paperback,view,/book/show/34497.The_Color_of_Magic
600,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"American Gods        (American Gods, #1)","Gaiman, Neil*",,,,592        pp,4.11,"925,119","Jun 19, 2001",May 2002,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Feb 18, 2008",,Mass Market Paperback,view,/book/show/349347.American_Gods
601,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation","Truss, Lynne",1592402038,9781592402038,1592402038,209        pp,3.87,"105,109","Jan 02, 2003",Apr 2006,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Yep, just nerdy enough for me. I heart grammar and punctuation. Too bad I still don't use them properly...Yep, just nerdy enough for me. I heart grammar and punctuation. Too bad I still don't use them properly......more",Notes are private!,0,1,1,not set,Nov 2004,"Feb 18, 2008",,Hardcover,view (with text),/book/show/8600.Eats_Shoots_Leaves
602,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Midnight in the Garden of Good and Evil,"Berendt, John",0679751521,9780679751526,0679751521,386        pp,3.92,"270,261","Jan 13, 1994","Jun 28, 1999",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Apr 2002,"Feb 18, 2008",,Paperback,view,/book/show/386187.Midnight_in_the_Garden_of_Good_and_Evil
603,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Ender’s Game        (Ender's Saga, #1)","Card, Orson Scott",0812550706,9780812550702,0812550706,324        pp,4.31,"1,373,914","Jan 15, 1985","Sep 30, 2004",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Loved it. I actually felt like this story was absolutely complete as is. Not sure why Uncle Orson wrote more Ender books. But regardless, Ender's GameLoved it. I actually felt like this story was absolutely complete as is. Not sure why Uncle Orson wrote more Ender books. But regardless, Ender's Game was just exhaustingly enjoyable....more",Notes are private!,0,2,1,not set,Dec 2004,"Feb 17, 2008",,Mass Market Paperback,view (with text),/book/show/375802.Ender_s_Game
604,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Five Quarters of the Orange,"Harris, Joanne*",0060958022,9780060958022,0060958022,307        pp,3.87,"36,813",2001,"Jun 04, 2002",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"**spoiler alert** Finished it this afternoon. I would have given it more stars, but I can't stand violence. Holocost violence is the worst. Ok, so it **spoiler alert** Finished it this afternoon. I would have given it more stars, but I can't stand violence. Holocost violence is the worst. Ok, so it only gets violent at the end, but now it's all I can think about.Also, I feel like ther was this huge buildup to a terrible event. I wish that the actual happenings of said terrible event were revealed at the beginning. There was so much ""omg, what is gonna happen"" that by the time the terrible event actually occurred, I wasn't exactly floored. I just think it would have been a better story if we could have concentrated FULLY on the character development and their relationships with each other....more",Notes are private!,0,5,1,not set,Mar 2008,"Feb 16, 2008",,Paperback,view (with text),/book/show/15096.Five_Quarters_of_the_Orange
605,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Trader        (Newford, #4)","Lint, Charles de*",0765302969,9780765302960,0765302969,352        pp,4.10,"2,960","Feb 01, 1997","Mar 01, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I finished my book, I finished my book, I finished my book, I finished my book!!! I love it when I finish a book. Good ol' Freaky Friday kind of storyI finished my book, I finished my book, I finished my book, I finished my book!!! I love it when I finish a book. Good ol' Freaky Friday kind of story. The good guys win....more",Notes are private!,0,2,1,not set,"Apr 13, 2008","Feb 05, 2008",,Paperback,view (with text),/book/show/186419.Trader
606,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Confederacy of Dunces,"Toole, John Kennedy",0802130208,9780802130204,0802130208,394        pp,3.89,"275,430","May 01, 1980",Jan 1994,did not like it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Hate, hate, hate this whole book. But I think I'm supposed to hate it--like the author actually wanted me to abhor the protagonist. Ignatius is gross.Hate, hate, hate this whole book. But I think I'm supposed to hate it--like the author actually wanted me to abhor the protagonist. Ignatius is gross. But I felt sorry for him in the end. Which makes ME feel gross. Ick. Blah. Hate it!...more",Notes are private!,0,18,1,not set,Sep 2005,"Jan 31, 2008",,Paperback,view (with text),/book/show/310612.A_Confederacy_of_Dunces
607,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Down and Dirty: 69 Super Sexy Short-Shorts,"Tyler, Alison*",1576121909,9781576121900,1576121909,224        pp,3.39,70,Jun 2003,"Jun 01, 2003",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Yes, this book was a dirty book. But in all honesty, I think I would have liked it better if at least a couple of the stories were a bit more realistiYes, this book was a dirty book. But in all honesty, I think I would have liked it better if at least a couple of the stories were a bit more realistic. Don't make fun of me!...more",Notes are private!,0,1,1,not set,Jan 2008,"Jan 30, 2008",,Paperback,view (with text),/book/show/292962.Down_and_Dirty
608,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Wet: More Aqua Erotica,"Mohanraj, Mary Anne*",0609808974,9780609808979,0609808974,192        pp,3.55,69,"Jul 23, 2002","Jul 23, 2002",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I have to admit, there are quite a number of stories in this collection that I go back to every now and then. The first book of erotic stories I ever I have to admit, there are quite a number of stories in this collection that I go back to every now and then. The first book of erotic stories I ever purchased! I've purchased others since then, but they're not as good as this one....more",Notes are private!,0,1,1,not set,Jun 2003,"Jan 30, 2008",,Paperback,view (with text),/book/show/179694.Wet
609,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Handmaid’s Tale        (The Handmaid's Tale, #1)","Atwood, Margaret*",,,,311        pp,4.14,"2,046,671",1985,Apr 1998,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This book scared the shit out of me. Other than that, I don't know what to say.I will never read it again. (See above)This book scared the shit out of me. Other than that, I don't know what to say.I will never read it again. (See above)...more",Notes are private!,0,4,1,not set,"Aug 18, 2008","Jan 30, 2008",,Paperback,view (with text),/book/show/38447.The_Handmaid_s_Tale
610,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Alias Grace,"Atwood, Margaret*",0385475713,9780385475716,0385475713,468        pp,4.04,"143,529","Sep 07, 1996",Dec 1996,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I couldn't finish it at first. It took three attempts over the course of a couple years, but I've done it now! With no regrets and a great feeling of I couldn't finish it at first. It took three attempts over the course of a couple years, but I've done it now! With no regrets and a great feeling of success. Or maybe not success, but joyous satisfaction. I don't know what the road block was, but I'm sure there's some stranger in GoodReads world who thinks I'm stupid for not being able to finish a book on the first try. Well, to you I say, ""Go away"" like Ally Sheedy said in The Breakfast Club. To the rest of you, I say:Margaret Atwood's writing is as highly-gratifying to me as an orange bourbon creme sauce. Or as rich and drizzly and heavy and lick-able as a savory clove and ginger chicken gravy. I want to pour spoonfuls of her books straight into my mouth and taste all the complexities and richness that keep me absolutely filled for months and years. She is delectable. And Alias Grace is a 6 course meal. Believe me--I'm a chubby girl. I know what I'm talking about....more",Notes are private!,0,3,1,not set,"Aug 12, 2010","Jan 30, 2008",,Hardcover,view (with text),/book/show/72579.Alias_Grace
611,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Life Before Man,"Atwood, Margaret*",0385491107,9780385491105,0385491107,361        pp,3.39,"7,800","Sep 29, 1979","Apr 13, 1998",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jan 22, 2008",,Paperback,view,/book/show/72584.Life_Before_Man
612,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Surfacing,"Atwood, Margaret*",0385491050,9780385491051,0385491050,199        pp,3.45,"26,523",1972,Jun 1998,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,Mar 2006,"Jan 22, 2008",,Paperback,view,/book/show/46755.Surfacing
