,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Tung's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Radical Candor: Be a Kickass Boss Without Losing Your Humanity,"Scott, Kim Malone*",1250103509,9781250103505,1250103509,336        pp,4.07,"44,237","Mar 14, 2017","Mar 14, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"About once a year I read a business-y book, and when I do, I need to issue my standard disclaimer for my  of such books: I don’t like business bAbout once a year I read a business-y book, and when I do, I need to issue my standard disclaimer for my  of such books: I don’t like business books; and in an ideal world, I would never have to read them. But I am often required to read them because of work or some other group obligation. I’ll (likely) never rate a business book five stars. My scale is generally 1 star (awful and an even bigger waste of my time than anticipated), 2 stars (average), and 3 stars (a good business book). So my s should be taken in this context. In Radical Candor, Scott shares her experiences as a senior leader in the business world (including her time at Google and Apple) and what she learned about the best ways to manage employees. She frames ongoing dialogue with direct reports along two spectrums: caring personally for them and challenging them directly. In a nutshell, managers should genuinely value their employees, take an interest in their lives and careers, and invest in their success; while also speaking bluntly and candidly about where they need to grow and why. Scott even emphasizes that only by doing the former (caring personally) is the latter (challenging directly) possible. In addition to this radical candor framework for engaging with employees, Scott shares other useful practices for managers (e.g. what good listening is and how to do it, how and why to give employees freedom to debate your decisions, empowering them to execute on decisions, etc.). Throughout, Scott’s prose is easy-to-read and engaging. She includes lots of anecdotes and practical tips. I’m sure people who don’t dislike business books will be giving this four and five stars....more",Notes are private!,0,2,1,Jan 2018,Jan 2018,"Jan 26, 2018",,Hardcover,view (with text),/book/show/29939161-radical-candor
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sellout,"Beatty, Paul",0374260508,9780374260507,0374260508,289        pp,3.75,"68,714","Mar 03, 2015",2015,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’m not sure I can write a coherent  of this book because this book is like almost nothing I’ve ever read, in a good way. For sure, I can list sI’m not sure I can write a coherent  of this book because this book is like almost nothing I’ve ever read, in a good way. For sure, I can list some adjectives that come to mind: genius, biting, hysterical, savage, creative, damning. The closest comparison I can think of is Catch-22. Where Heller wrote a tragicomic satire to illuminate the absurd aspects of war, Beatty has written a tragicomic satire to illuminate the absurd aspects of being black in America. The protagonist is BonBon Me, a black man who grew up in an urban/rural neighborhood inside LA. He was raised by a single father (a sociologist) whose idea of parenting was putting his son through social experiments to raise his consciousness to issues of race and racism. After his father is killed, BonBon joins with a man named Hominy Jenkins (the last remaining Little Rascal) in an attempt to reinstate both slavery and segregation. His actions lead him before the US Supreme Court – I’m telling you this plot is bonkers. Beatty is obviously not making the point that slavery and segregation were good things; rather he/BonBon is making the point that the ending of both slavery and segregation has not improved the lives of black people either. The Sellout is part satire and social commentary, tragedy and comedy, condemnation and education, with prose that is some mix of essay, poetry, rap, standup routine, and searing tirade. If you combined the prose DNA of Jonathan Safran Foer, Dave Chapelle and Dennis Miller, you’d get Paul Beatty. I mean, in one section Beatty combines gangsta rap with Tennyson’s Charge of the Light Brigade, for crying out loud. His prose is altogether screamingly brilliant. If I have a criticism – and it’s a small one given the caliber of this satire – is there was a diminishing enjoyment in the prose as the book wore on. For the first fifty pages, I was reading section after section out loud to my wife so she could appreciate the brilliance of the writing. I stopped reading passages out loud after 100 pages, but still smiling to myself in amazement. By page 200, I still appreciated what I was reading, but also looked forward to Beatty wrapping it all up; I needed a bit less punch and more plot resolution. Still, a tremendous read....more",Notes are private!,0,6,1,Jan 2018,Jan 2018,"Jan 20, 2018",,Hardcover,view (with text),/book/show/22237161-the-sellout
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Star Wars: Thrawn,"Zahn, Timothy*",0345542843,,B01ILZO30S,488        pp,4.30,"49,296","Apr 11, 2017","Apr 11, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Disclaimer: For Christmas I received Star Wars cufflinks; for my birthday, I received a Stormtrooper coffee cup; and I’ve seen The Last Jedi five timeDisclaimer: For Christmas I received Star Wars cufflinks; for my birthday, I received a Stormtrooper coffee cup; and I’ve seen The Last Jedi five times in the theatre and counting – all that to say, I’m not objective when it comes to all things Star Wars. I loved the original Thrawn trilogy, and like many fans, I was disappointed when Disney/Lucasfilms removed the storyline out of the EU canon. But hoo boy was I excited when they returned him to canon in 2016. In Thrawn, Zahn details the rise of the greatest military strategist to ever live. The book begins with some Imperial forces finding Thrawn on a distant planet. Right away, he demonstrates his superior tactical skills and manages to outwit the Imperial contingent and board the Imperial ship. After Thrawn reveals himself to them, he is taken to meet Emperor Palpatine who takes a liking to Thrawn and places him into military training. The book then describes Thrawn’s quick ascendancy from lieutenant to commander to grand admiral as time after time he demonstrates a Sherlock-ian ability to understand situations, outthink everyone else, and intuit the best routes to victory. Many of these situations are part of a book-long cat-and-mouse/Sherlock-Moriarty game with a smuggler/rebel codenamed Nightswan. Zahn does a great job of describing each unfolding situation and explaining how and why Thrawn was able to come to the decisions he did. At Thrawn’s side is Eli Vanto, a young man who grew up in areas of the universe known as the wild space (the Star Wars version of rural hickville). Eli speaks Thrawn’s native language, so the Imperial army ties his career to Thrawn’s. And yes, I’ll make a third Sherlock allusion, but Vanto is very much Watson to Thrawn’s Sherlock. The book doesn’t just focus on Thrawn’s military rise, however. Zahn spends half the book detailing the career ascendancy of a woman named Arihnda Pryce. Pryce is a hyper-ambitious woman who grew up on an Outer Rim planet called Lothal. When a galactic senator takes over her parents’ mine on behalf of the Empire, Arihnda begins her push to power so that she can be the one controlling things. Zahn perfectly parallels Thrawn’s military strategy skills with Pryce’s political strategy skills, and every one of Pryce’s successful political gambits are as exciting as Thrawn’s military victories. The prose is very readable, especially for fans who will be delighted by the appearance of familiar locales, alien races, and allusions to the Star Wars canon. A terrific read for fans and non-fans alike....more",Notes are private!,0,1,1,Jan 2018,Jan 2018,"Jan 17, 2018",,Kindle Edition,view (with text),/book/show/36698976-star-wars
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Moriarty        (Sherlock Holmes, #2)","Horowitz, Anthony*",,,B00KPVCG1A,317        pp,3.79,"28,256","Oct 23, 2014","Dec 09, 2014",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I’ve long been a Sherlock Holmes fan. I read most of Doyle’s stories when I was younger; I’m a huge fan of the BBC Cumberbatch/Freeman show; I enjoyedI’ve long been a Sherlock Holmes fan. I read most of Doyle’s stories when I was younger; I’m a huge fan of the BBC Cumberbatch/Freeman show; I enjoyed the Downey Jr renditions; I even watch the Elementary TV show. Not surprising, then, that I love the character of Moriarty. In Horowitz’s book, we are introduced to Frederick Chase, a Pinkerton agent from NYC who has come to Europe in the days after the events of the Reichenbach Falls where both Sherlock and Moriarty are presumed dead. Chase meets up with Scotland Yard agent Athelney Jones who is investigating Moriarty’s death. Chase tells Jones that an American criminal mastermind named Clarence Devereaux had come to Europe with his henchmen to meet up with Moriarty in order to partner to build a global criminal network. The remainder of the story is Jones and Chase following clues to ferret out the mysterious and dangerous Devereaux. Jones (who appeared in Sign of the Four) plays the role of Holmes with his deductive investigation methods, while Chase takes on the role of Watson sidekick. Horowitz does a terrific job in both the characterizations of Jones and Chase and in building their relationship. Because this is a Sherlock Holmes story, the reader immediately looks for red herrings and questions everything. Is Moriarty really dead? Is that mysterious character in the shadows Sherlock? Horowitz understands this and builds a plot that twists and turns organically to foil the reader’s assumptions. From a prose perspective, Horowitz mimics the Doyle style remarkably well: the dialogue is sufficiently British “stuffy”; he utilizes words like “tincture” and “brougham”; the descriptions of London feel historically accurate. This very much felt like a Sherlock Holmes story, and a good one at that. A solid read for non-Sherlock fans and a definite read for fans. ...more",Notes are private!,0,0,1,Jan 2018,Jan 2018,"Jan 14, 2018",,Kindle Edition,view (with text),/book/show/36342965-moriarty
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Simpsons and Their Mathematical Secrets,"Singh, Simon",1620402793,9781620402795,B00CIR97UW,285        pp,3.89,"6,065",2013,"Oct 29, 2013",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I don’t know how many seasons there are of The Simpsons, but for the first ten seasons, I was a rabid fan. In fact, at one point, I had seen each episI don’t know how many seasons there are of The Simpsons, but for the first ten seasons, I was a rabid fan. In fact, at one point, I had seen each episode so many times, I had essentially memorized the first seven seasons. One time in college, a friend challenged me and randomly recited a line from an episode he had just watched and without hesitation I recited back to him the next few lines. So I have a deep love and respect for the show. In addition, I’m a huge math nerd. So any book that combines the two – AND is written by the author of Fermat’s Last Theorem which I really liked – well, you know you are hitting my sweet spot. Singh is a Simpsons fan who began noticing all the math jokes embedded in the show. When he found out the writing staff over the years was essentially composed of brilliant mathematicians, the book was born. Singh interviews many of the show writers and discusses their math backgrounds. He even tries to make a connection as to why there are logical reasons why mathematicians make good comedy writers. Each chapter uses a Simpsons gag as a springboard to discuss unique math topics [e.g. topology, special prime numbers (Marsenne and Germain primes), Erdos numbers (and Erdos-Bacon numbers), and pi to name a few]. After each chapter, we get an understanding of not only why the joke is funny, but also what makes that math topic so special. As he did in Fermat’s Last Theorem, Singh does a great job of explaining complex math in easy (easier) to understand prose. A recommended read – and a mandatory read for math and/or Simpsons fans....more",Notes are private!,0,1,1,Jan 2018,Jan 2018,"Jan 11, 2018",,Kindle Edition,view (with text),/book/show/18858109-the-simpsons-and-their-mathematical-secrets
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Avatar: The Last Airbender: North and South, Part 3        (North and South, #3)","Yang, Gene Luen*",1506701302,9781506701301,1506701302,80        pp,4.33,"3,992","May 09, 2017","May 09, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I am a huge fan of this series that aired on Nickelodeon for three seasons. The series takes place in a universe inhabited by four primary cultures t I am a huge fan of this series that aired on Nickelodeon for three seasons. The series takes place in a universe inhabited by four primary cultures tied to the four basic elements (fire, water, air, and earth). In this universe, certain people are gifted with the ability to “bend” their culture’s element; that is, they can manipulate the element in order to attack, defend, move, heal, etc. (e.g. earthbending might be used to cause the dirt at your feet to form a giant shield in front of you). Every few generations through reincarnation, one special individual (the avatar) is uniquely gifted with the ability to master all four elements in order to maintain peace and balance. The cartoon followed the life of one avatar named Aang as he grew into his role as avatar, and as he sought to bring the world back into balance after the fire nation attempted to conquer the other elemental tribes. This three-part graphic novel picks up several months/years after the series finale. Two of the series’ protagonists (Katara and her brother Sokka) return home to the southern water tribe village (the “South” of the title). They find that during their time away, their little village has been built up and is going through the process of modernization. The modernization efforts are being led by their sister tribe in the north, as well as the earth kingdom – all under the leadership of Katara’s and Sokka’s father. This graphic novel raises real questions about culture, politics, and the process of moving into the future while retaining and cherishing the past. Overall, I could easily imagine the animators making this a great episode. The main characters’ personalities showed through the illustrations, and the dialogue kept the show’s trademark earnestness and humor. Fans of the show will absolutely love the story being told here. ...more",Notes are private!,0,1,1,not set,not set,"Dec 26, 2017",,Paperback,view (with text),/book/show/31617927-avatar
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Avatar: The Last Airbender: North and South, Part 2        (North and South, #2)","Yang, Gene Luen*",1506701299,9781506701295,1506701299,76        pp,4.31,"4,515","Jan 25, 2017","Feb 07, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I am a huge fan of this series that aired on Nickelodeon for three seasons. The series takes place in a universe inhabited by four primary cultures t I am a huge fan of this series that aired on Nickelodeon for three seasons. The series takes place in a universe inhabited by four primary cultures tied to the four basic elements (fire, water, air, and earth). In this universe, certain people are gifted with the ability to “bend” their culture’s element; that is, they can manipulate the element in order to attack, defend, move, heal, etc. (e.g. earthbending might be used to cause the dirt at your feet to form a giant shield in front of you). Every few generations through reincarnation, one special individual (the avatar) is uniquely gifted with the ability to master all four elements in order to maintain peace and balance. The cartoon followed the life of one avatar named Aang as he grew into his role as avatar, and as he sought to bring the world back into balance after the fire nation attempted to conquer the other elemental tribes. This three-part graphic novel picks up several months/years after the series finale. Two of the series’ protagonists (Katara and her brother Sokka) return home to the southern water tribe village (the “South” of the title). They find that during their time away, their little village has been built up and is going through the process of modernization. The modernization efforts are being led by their sister tribe in the north, as well as the earth kingdom – all under the leadership of Katara’s and Sokka’s father. This graphic novel raises real questions about culture, politics, and the process of moving into the future while retaining and cherishing the past. Overall, I could easily imagine the animators making this a great episode. The main characters’ personalities showed through the illustrations, and the dialogue kept the show’s trademark earnestness and humor. Fans of the show will absolutely love the story being told here. ...more",Notes are private!,0,0,1,not set,not set,"Dec 26, 2017",,Paperback,view (with text),/book/show/30206742-avatar
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Avatar: The Last Airbender: North and South, Part 1        (North and South, #1)","Yang, Gene Luen*",,,,80        pp,4.27,"6,228","Sep 28, 2016","Sep 28, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I am a huge fan of this series that aired on Nickelodeon for three seasons. The series takes place in a universe inhabited by four primary cultures t I am a huge fan of this series that aired on Nickelodeon for three seasons. The series takes place in a universe inhabited by four primary cultures tied to the four basic elements (fire, water, air, and earth). In this universe, certain people are gifted with the ability to “bend” their culture’s element; that is, they can manipulate the element in order to attack, defend, move, heal, etc. (e.g. earthbending might be used to cause the dirt at your feet to form a giant shield in front of you). Every few generations through reincarnation, one special individual (the avatar) is uniquely gifted with the ability to master all four elements in order to maintain peace and balance. The cartoon followed the life of one avatar named Aang as he grew into his role as avatar, and as he sought to bring the world back into balance after the fire nation attempted to conquer the other elemental tribes. This three-part graphic novel picks up several months/years after the series finale. Two of the series’ protagonists (Katara and her brother Sokka) return home to the southern water tribe village (the “South” of the title). They find that during their time away, their little village has been built up and is going through the process of modernization. The modernization efforts are being led by their sister tribe in the north, as well as the earth kingdom – all under the leadership of Katara’s and Sokka’s father. This graphic novel raises real questions about culture, politics, and the process of moving into the future while retaining and cherishing the past. Overall, I could easily imagine the animators making this a great episode. The main characters’ personalities showed through the illustrations, and the dialogue kept the show’s trademark earnestness and humor. Fans of the show will absolutely love the story being told here. ...more",Notes are private!,0,0,1,not set,not set,"Dec 26, 2017",,,view (with text),/book/show/29075587-avatar
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Avatar: The Last Airbender: North and South, Part 3        (North and South, #3)","Yang, Gene Luen*",1630083240,,B06XKK479P,80        pp,4.33,"3,992","May 09, 2017","May 09, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I am a huge fan of this series that aired on Nickelodeon for three seasons. The series takes place in a universe inhabited by four primary cultures tiI am a huge fan of this series that aired on Nickelodeon for three seasons. The series takes place in a universe inhabited by four primary cultures tied to the four basic elements (fire, water, air, and earth). In this universe, certain people are gifted with the ability to “bend” their culture’s element; that is, they can manipulate the element in order to attack, defend, move, heal, etc. (e.g. earthbending might be used to cause the dirt at your feet to form a giant shield in front of you). Every few generations through reincarnation, one special individual (the avatar) is uniquely gifted with the ability to master all four elements in order to maintain peace and balance. The cartoon followed the life of one avatar named Aang as he grew into his role as avatar, and as he sought to bring the world back into balance after the fire nation attempted to conquer the other elemental tribes. This three-part graphic novel picks up several months/years after the series finale. Two of the series’ protagonists (Katara and her brother Sokka) return home to the southern water tribe village (the “South” of the title). They find that during their time away, their little village has been built up and is going through the process of modernization. The modernization efforts are being led by their sister tribe in the north, as well as the earth kingdom – all under the leadership of Katara’s and Sokka’s father. This graphic novel raises real questions about culture, politics, and the process of moving into the future while retaining and cherishing the past. Overall, I could easily imagine the animators making this a great episode. The main characters’ personalities showed through the illustrations, and the dialogue kept the show’s trademark earnestness and humor. Fans of the show will absolutely love the story being told here. ...more",Notes are private!,0,0,1,Dec 2017,Dec 2017,"Dec 24, 2017",,Kindle Edition,view (with text),/book/show/34803061-avatar
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Avatar: The Last Airbender: North and South, Part 2        (North and South, #2)","Yang, Gene Luen*",1630083232,,B01MZBYMUV,80        pp,4.31,"4,515","Jan 25, 2017","Feb 28, 2017",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I am a huge fan of this series that aired on Nickelodeon for three seasons. The series takes place in a universe inhabited by four primary cultures tiI am a huge fan of this series that aired on Nickelodeon for three seasons. The series takes place in a universe inhabited by four primary cultures tied to the four basic elements (fire, water, air, and earth). In this universe, certain people are gifted with the ability to “bend” their culture’s element; that is, they can manipulate the element in order to attack, defend, move, heal, etc. (e.g. earthbending might be used to cause the dirt at your feet to form a giant shield in front of you). Every few generations through reincarnation, one special individual (the avatar) is uniquely gifted with the ability to master all four elements in order to maintain peace and balance. The cartoon followed the life of one avatar named Aang as he grew into his role as avatar, and as he sought to bring the world back into balance after the fire nation attempted to conquer the other elemental tribes. This three-part graphic novel picks up several months/years after the series finale. Two of the series’ protagonists (Katara and her brother Sokka) return home to the southern water tribe village (the “South” of the title). They find that during their time away, their little village has been built up and is going through the process of modernization. The modernization efforts are being led by their sister tribe in the north, as well as the earth kingdom – all under the leadership of Katara’s and Sokka’s father. This graphic novel raises real questions about culture, politics, and the process of moving into the future while retaining and cherishing the past. Overall, I could easily imagine the animators making this a great episode. The main characters’ personalities showed through the illustrations, and the dialogue kept the show’s trademark earnestness and humor. Fans of the show will absolutely love the story being told here. ...more",Notes are private!,0,0,1,Dec 2017,Dec 2017,"Dec 24, 2017",,Kindle Edition,view (with text),/book/show/33963562-avatar
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Avatar: The Last Airbender: North and South, Part 1        (North and South, #1)","Yang, Gene Luen*",1630083224,,B01IA68KH0,80        pp,4.27,"6,228","Sep 28, 2016","Sep 27, 2016",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I am a huge fan of this series that aired on Nickelodeon for three seasons. The series takes place in a universe inhabited by four primary cultures tiI am a huge fan of this series that aired on Nickelodeon for three seasons. The series takes place in a universe inhabited by four primary cultures tied to the four basic elements (fire, water, air, and earth). In this universe, certain people are gifted with the ability to “bend” their culture’s element; that is, they can manipulate the element in order to attack, defend, move, heal, etc. (e.g. earthbending might be used to cause the dirt at your feet to form a giant shield in front of you). Every few generations through reincarnation, one special individual (the avatar) is uniquely gifted with the ability to master all four elements in order to maintain peace and balance. The cartoon followed the life of one avatar named Aang as he grew into his role as avatar, and as he sought to bring the world back into balance after the fire nation attempted to conquer the other elemental tribes. This three-part graphic novel picks up several months/years after the series finale. Two of the series’ protagonists (Katara and her brother Sokka) return home to the southern water tribe village (the “South” of the title). They find that during their time away, their little village has been built up and is going through the process of modernization. The modernization efforts are being led by their sister tribe in the north, as well as the earth kingdom – all under the leadership of Katara’s and Sokka’s father. This graphic novel raises real questions about culture, politics, and the process of moving into the future while retaining and cherishing the past. Overall, I could easily imagine the animators making this a great episode. The main characters’ personalities showed through the illustrations, and the dialogue kept the show’s trademark earnestness and humor. Fans of the show will absolutely love the story being told here. ...more",Notes are private!,0,0,1,Dec 2017,Dec 2017,"Dec 24, 2017",,Kindle Edition,view (with text),/book/show/32263688-avatar
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Anxious for Nothing: Finding Calm in a Chaotic World,"Lucado, Max*",0718096126,9780718096120,0718096126,240        pp,4.17,"24,817",2017,"Sep 05, 2017",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"This is either a disclaimer or simply contextual information, but I deal with anxiety issues as part of my OCD. My brain is hardwired to think about wThis is either a disclaimer or simply contextual information, but I deal with anxiety issues as part of my OCD. My brain is hardwired to think about worst-case scenarios and “what if”s all the live long day. In this book, uber-popular pastor Max Lucado takes on the human struggle with anxiety. The book is based on Paul’s words from Philippians 4:6-8, which Lucado cleverly boils down to the acronym CALM (Celebrate Ask Leave and Meditate). Our struggle with anxiety can simply be solved by doing such things as focusing on the blessings in our lives instead of our trials, seeking God in prayer, trusting in God to care for us and handle all situations, and shifting our perspective. If you are reading the underlying tone in this last sentence, then you understand that I find his counsel to be reductive and overly simplistic. I generally have a like/dislike relationship with Lucado’s stuff. On one hand, I like that nearly 50% of every book he writes are Bible verses. But on the other hand, I dislike that he uses every translation under the sun when communicating verses (sorry Christian author, but if you are utilizing the Living Bible or the Message, I’m not going to respect your book). I like that he boils things down to the essentials; I dislike that he tends to be simplistic. I like that his folksy, down-to-earth prose is very readable; I dislike that his prose is very Hallmark-y, as if he were writing each sentence intending them to be shared as a social media meme. Overall, this book is standard Lucado – and depending on whether you are a Lucado fan or not is either good or bad. ...more",Notes are private!,0,4,1,Dec 2017,Dec 2017,"Dec 22, 2017",,Hardcover,view (with text),/book/show/32951877-anxious-for-nothing
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,News of the World,"Jiles, Paulette*",,,,212        pp,4.08,"105,402","Oct 04, 2016","Oct 04, 2016",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"There are two types of books: those that are trying to write sweeping epics (e.g. War and Peace), and those that are telling very specific, smaller-scThere are two types of books: those that are trying to write sweeping epics (e.g. War and Peace), and those that are telling very specific, smaller-scale stories. I enjoy both types of books, so long as they are told well. News of the World is the latter type, and it accomplishes what it sets out to do, and remarkably so. The protagonist is Captain Jefferson Kidd, a 72-yr-old man who travels from small town to small town reading excerpts from various national and international newspapers to interested citizens (hence the title). At one such stop, an acquaintance asks him to finish a mission: deliver a 10-yr-old girl to her aunt and uncle. The girl’s parents had been killed when she was 6 by members of the Kiowa tribe, and she had spent the past four years living among the Kiowa. Her aunt and uncle placed a bounty for her return. Captain Kidd accepts the mission, and the entirety of the story is simply the description of his journey with this young girl (named Johanna) and the relationship that builds between the two. For a book with such a linear plot to succeed, it must: (a) have sparkling prose; (b) build the characters well; and (c) make us care about the relationship – Jiles goes 3 for 3. Her prose feels so naturally a part of this Civil War era, it reminded me of classics like Uncle Tom’s Cabin. And she develops both Captain Kidd and Johanna so well, you immediately pull for their safety and for them to stay together. No wonder this was a National Book Award finalist. A great read....more",Notes are private!,0,1,1,Dec 2017,Dec 2017,"Dec 20, 2017",,Kindle Edition,view (with text),/book/show/36342968-news-of-the-world
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Nabokov's Favorite Word Is Mauve: What the Numbers Reveal About the Classics, Bestsellers, and Our Own Writing","Blatt, Ben",1501105388,9781501105388,1501105388,271        pp,3.85,"1,952","Mar 14, 2017","Mar 14, 2017",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Dec 20, 2017",,Hardcover,view,/book/show/30753786-nabokov-s-favorite-word-is-mauve
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Miracle of Dunkirk,"Lord, Walter",,,B0078X73NO,232        pp,3.99,"4,857",1982,"Mar 06, 2012",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The release of Nolan’s Dunkirk made me curious enough to pick up this nonfiction account of the actual events surrounding the evacuation of Dunkirk inThe release of Nolan’s Dunkirk made me curious enough to pick up this nonfiction account of the actual events surrounding the evacuation of Dunkirk in World War II. For non-history buffs, the Battle of Dunkirk occurred over a 7-day period (May 26-June 4 1940). Germany essentially marched through Belgium and the Netherlands, trapping some 400,000 British and French troops in and around Dunkirk. Standing their ground and fighting would have resulted in massive casualties, possibly crippling the British ability to continue fighting and changing the course of the war. But evacuation seemed impossible given they were boxed in by German ground troops and the port situation in Dunkirk was essentially non-existent. The book details how a combination of luck (foggy weather helped ground the Luftwaffe for three days), poor German strategy (Hitler’s halt order on the German ground troops that delayed their attack by several days), and British resourcefulness (Britain commandeered every fishing boat, barge, naval boat, and seaworthy craft possible) resulted in the evacuation of nearly 340,000 troops across the English Channel. The display of courage and pluck became a rallying point for Britain’s war efforts. There are two types of non-fiction history books. One type focuses on a handful of key characters and traces the historical events through these characters, relating the events through fiction-esque prose. The other type takes a very documentary approach and throws in every detail, every historical reporting, every interview and quote available to cover the event. I very much enjoy the former type (Seabiscuit, Unbroken, and Boys in the Boat – my three favorite non-fiction books ever – are told in this vein). The latter type tends to be too dry or disjointed for my tastes. Unfortunately, this book falls under this latter category. Lord includes far too many characters and without any key central figures, the book lacks cohesion. Secondly, Lord’s told different facets of the evacuation across different chapters. But their timelines overlapped. The way Lord laid out these overlapping timelines often confused me. Lastly, the book included a handful of maps but really could have used a whole lot more. As Lord detailed the movement of different troops, I had to keep a map open on my phone in order to follow what was happening. Having more maps in every chapter would have helped the flow. Overall, I was disappointed – an event like Dunkirk should have been far more compelling and exciting than I found this book to be. Maybe Laura Hillenbrand or Mark Frost will write a book about Dunkirk one day so I get the book I was hoping for....more",Notes are private!,0,1,1,Dec 2017,Dec 2017,"Dec 09, 2017",,Kindle Edition,view (with text),/book/show/36315081-the-miracle-of-dunkirk
