,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Sheri's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
144,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fever 1793,"Anderson, Laurie Halse*",0689848919,9780689848919,0689848919,252        pp,3.93,"125,156","Sep 01, 2000","Sep 01, 2000",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 19, 2023",,Paperback,view,/book/show/781110.Fever_1793
145,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Room Made of Windows,"Cameron, Eleanor",0316125237,9780316125239,0316125237,271        pp,4.03,198,"Mar 30, 1971","Mar 30, 1971",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 19, 2023",,Hardcover,view,/book/show/856384.A_Room_Made_of_Windows
146,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Smack,"Burgess, Melvin",0380732238,9780380732234,0380732238,293        pp,3.91,"21,057","Nov 14, 1996","May 01, 1999",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 19, 2023",,Paperback,view,/book/show/824508.Smack
147,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Feed,"Anderson, M.T.",0763622591,9780763622596,0763622591,308        pp,3.55,"64,087","Sep 23, 2002","Feb 23, 2004",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 19, 2023",,Paperback,view,/book/show/169756.Feed
148,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Witch Child        (Witch Child, #1)","Rees, Celia*",0763618292,9780763618292,0763618292,240        pp,3.81,"18,895","Jun 04, 2000","Apr 01, 2002",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 19, 2023",,Paperback,view,/book/show/803120.Witch_Child
149,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Collected Stories Of Eudora Welty: A National Book Award Winner,"Welty, Eudora",1328625648,9781328625649,1328625648,592        pp,4.21,"8,128",1980,"Mar 12, 2019",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 19, 2023",,Paperback,view,/book/show/40796022-the-collected-stories-of-eudora-welty
150,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Something Rich and Strange: Selected Stories,"Rash, Ron*",006234935X,9780062349354,006234935X,448        pp,4.24,"2,151","Nov 04, 2014","Jul 14, 2015",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 19, 2023",,Paperback,view,/book/show/23460780-something-rich-and-strange
151,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Reivers,"Faulkner, William",,9780067974192,,302        pp,3.78,"7,606",1962,Aug 2011,,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 19, 2023",,Paperback,view,/book/show/22096884-the-reivers
152,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,William Faulkner: Overlook Illustrated Lives,"Inge, M. Thomas",1585675423,9781585675425,1585675423,140        pp,3.35,17,"Nov 02, 2006","Nov 02, 2006",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 19, 2023",,Hardcover,view,/book/show/58543.William_Faulkner
153,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cheerleaders,"Thomas, Kara",,9780525595632,,unknown,3.76,"43,347","Jul 31, 2018","Jul 31, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Everyone goes through shit, and there’s always someone somewhere who has it worse. It doesn’t make what you’re feeling any less real or any less shit""Everyone goes through shit, and there’s always someone somewhere who has it worse. It doesn’t make what you’re feeling any less real or any less shitty."" ~ Despite some characters that didn’t seem necessary, this was compulsively readable. Nice to find another YA author doing it well....more",Notes are private!,0,0,1,"Oct 17, 2023","Oct 18, 2023","Oct 18, 2023",,Audiobook,view (with text),/book/show/43573678-the-cheerleaders
154,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Hang the Moon,"Walls, Jeannette*",1508279217,9781508279211,,13        pp,3.84,"60,681","Mar 28, 2023","Mar 28, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 12, 2023","Oct 17, 2023","Oct 17, 2023",,Audiobook,view,/book/show/61271747-hang-the-moon
155,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Everyone Here Is Lying,"Lapena, Shari*",,,,unknown,3.83,"101,606","Jul 25, 2023","Jul 25, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Dec 23, 2023","Dec 25, 2023","Oct 15, 2023",,Audiobook,view,/book/show/182038405-everyone-here-is-lying
156,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,This Is How We End Things,"Jacobs, R.J.*",,,,unknown,3.50,"2,626","Sep 12, 2023","Sep 12, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 06, 2023","Oct 07, 2023","Oct 07, 2023",,Audiobook,view,/book/show/199086537-this-is-how-we-end-things
157,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rachel Incident,"O'Donoghue, Caroline*",,,B0BJ4LT8GM,unknown,4.12,"49,632","Jun 22, 2023","Jun 27, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Oct 03, 2023","Oct 06, 2023","Oct 07, 2023",,Audible Audio,view,/book/show/181540741-the-rachel-incident
158,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Doppelganger: A Trip into the Mirror World,"Klein, Naomi",0374610320,9780374610326,0374610320,416        pp,4.26,"10,462","Sep 12, 2023","Sep 12, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Oct 02, 2023",,Hardcover,view,/book/show/138505710-doppelganger
159,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Caught,"Coben, Harlan*",030770484X,9780307704849,,unknown,4.01,"71,012","Feb 25, 2010","Mar 23, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Despite being an eight on my one-to-ten far-fetched scale, I couldn’t stop listening. It’s Harlan Coben’s super power.",Notes are private!,0,0,1,Oct 2023,"Oct 03, 2023","Oct 02, 2023",,Audiobook,view (with text),/book/show/16636624-caught
160,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Broken King        (Bull Mountain #0.5),"Panowich, Brian*",,,B07P96YF23,unknown,3.86,382,"Mar 05, 2019","Mar 05, 2019",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I enjoyed Bull Mountian, but wasn’t certain I’d move on to the next in the series. After listening to this prequel (#0.5), I have questions that may mI enjoyed Bull Mountian, but wasn’t certain I’d move on to the next in the series. After listening to this prequel (#0.5), I have questions that may motivate me to find, listen to and/or read Like Lions....more",Notes are private!,0,0,1,"Sep 29, 2023","Sep 30, 2023","Oct 02, 2023",,Audible Audio,view (with text),/book/show/50188534-the-broken-king
161,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sound and the Fury,"Faulkner, William",0739325361,9780739325360,,9        pp,3.85,"182,049","Oct 07, 1929","Jul 12, 2005",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Without some help from online literature sites, we wouldn’t have made it through the first section. We had no idea what was going on. But we really waWithout some help from online literature sites, we wouldn’t have made it through the first section. We had no idea what was going on. But we really wanted to finish it as we were listening on a road trip to and from Oxford, MS for a short “Books & Blues” vacation (and where we also visited Rowan Oak—Faulkner’s home). So we persevered…referencing the internet as needed. In the end, we’re not sure what to think. Fascinating characters for sure, but for me, not enough story. I wish I’d taken an American Lit class in college…especially as I loved my Brit Lit and Women’s Lit classes. ...more",Notes are private!,1,1,1,"Oct 12, 2023","Oct 18, 2023","Sep 26, 2023",,Audiobook,view (with text),/book/show/9836951-the-sound-and-the-fury
162,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The People We Keep,"Larkin, Allison*",1797124366,9781797124360,,unknown,4.12,"86,152","Aug 03, 2021","Aug 03, 2021",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""You're the gift that came from two broken people. They were weak, and hurt, and cowardly, and somehow managed to make this miracle girl who is so ful""You're the gift that came from two broken people. They were weak, and hurt, and cowardly, and somehow managed to make this miracle girl who is so full of piss and vinegar that she survived it all."" ~ Sweet, sad, and ever so lovely!...more",Notes are private!,0,0,1,"Sep 19, 2023","Sep 22, 2023","Sep 20, 2023",,Audiobook,view (with text),/book/show/55713062-the-people-we-keep
163,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,After You Vanished,"Neeves, E.A.*",,,,unknown,3.81,324,"Aug 29, 2023","Aug 29, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Funny how I had no trouble with words when I wanted to put pen to paper, but when it came to speaking them, they often clogged in my throat.""The sad ""Funny how I had no trouble with words when I wanted to put pen to paper, but when it came to speaking them, they often clogged in my throat.""The sad bits didn’t feel quite as poignant as I was expecting or as much as I believe the story needed—which would have bumped it up to five for me. A darn good listen nonetheless....more",Notes are private!,0,0,1,"Sep 17, 2023","Sep 19, 2023","Sep 19, 2023",,Audiobook,view (with text),/book/show/198121114-after-you-vanished
164,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Night Before,"Walker, Wendy*",,,B07JMGZH55,unknown,3.67,"17,884","May 14, 2019","May 14, 2019",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 12, 2023","Sep 14, 2023","Sep 17, 2023",,Audible Audio,view,/book/show/45716671-the-night-before
165,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Friend Request,"Marshall, Laura*",0751568341,9780751568349,B01LWTZ751,385        pp,3.76,"46,514","Sep 05, 2017","Jul 27, 2017",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"May 19, 2020","May 21, 2020","Sep 11, 2023",,Kindle Edition,view,/book/show/34660765-friend-request
166,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Stranger Behind You,"Goodman, Carol*",,9780063020689,,12        pp,3.75,"3,417","Jul 06, 2021","Jul 06, 2021",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 09, 2023","Sep 10, 2023","Sep 10, 2023",,Audiobook,view,/book/show/58550893-the-stranger-behind-you
167,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Bull Mountain,"Panowich, Brian*",,,B0117VPN5C,9        pp,3.99,"11,923","Jul 07, 2015","Jul 07, 2015",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"A meth mafia residing in my part of the world—my ‘neck of the woods’? Brutal! Vicious! Merciless! But I’m more curious about what comes before—what stA meth mafia residing in my part of the world—my ‘neck of the woods’? Brutal! Vicious! Merciless! But I’m more curious about what comes before—what started this redneck craziness—than what comes after, so rather than going on to Like Lions (#2), I’ll be checking out The Broken King (# 0.5)...more",Notes are private!,0,0,1,"Sep 06, 2023","Sep 09, 2023","Sep 10, 2023",,Audible Audio,view (with text),/book/show/28110487-bull-mountain
168,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,American Girl,"Walker, Wendy*",,9798212385329,B0BRRQZLZ3,246        pp,3.72,"5,654","Oct 17, 2023","Oct 17, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Sep 10, 2023",,Hardcover,view,/book/show/75649947-american-girl
169,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Two Kinds of Truth        (Harry Bosch, #20; Harry Bosch Universe, #31)","Connelly, Michael*",,,B071FJF4S4,10        pp,4.28,"63,742","Oct 31, 2017","Oct 31, 2017",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,My favorite Connelly so far and extra points for the narration. Titus Welliver is the best! He doesn't read too slow—perfect pace—and abstains from riMy favorite Connelly so far and extra points for the narration. Titus Welliver is the best! He doesn't read too slow—perfect pace—and abstains from ridiculous dramatic pauses and exaggerated accents....more,Notes are private!,0,0,1,"May 12, 2020","May 13, 2020","Sep 08, 2023",,Audible Audio,view (with text),/book/show/35233401-two-kinds-of-truth
170,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Third Victim        (Robin Lockwood #1),"Margolin, Phillip*",125011750X,9781250117502,125011750X,320        pp,3.81,"8,927","Mar 06, 2018","Mar 06, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,The dementia aspect made this one quite interesting to me.Merged :The dementia aspect made this one quite interesting to me.,Notes are private!,0,0,1,"Feb 16, 2023","Feb 19, 2023","Sep 07, 2023",,Hardcover,view (with text),/book/show/34953103-the-third-victim
171,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stay Where You Are and Then Leave,"Boyne, John*",0857532936,9780857532930,0857532936,247        pp,3.95,"10,581","Sep 26, 2013","Jan 01, 2013",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"I didn’t love this the way that I loved the previous two Boyne novels I’ve read. Also, having some familiarity with PTSD, I found Boyne’s portrayal ofI didn’t love this the way that I loved the previous two Boyne novels I’ve read. Also, having some familiarity with PTSD, I found Boyne’s portrayal of shell shock to be exaggerated.Merged :I didn’t love this the way that I loved the previous two Boyne novels I’ve read. Also, having some familiarity with PTSD, I found Boyne’s portrayal of shell shock to be exaggerated....more",Notes are private!,0,0,1,"Mar 27, 2021","Mar 28, 2021","Sep 05, 2023",,Hardcover,view (with text),/book/show/18104749-stay-where-you-are-and-then-leave
172,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Christina's Ghost,"Wright, Betty Ren",159519780X,9781595197801,,2        pp,3.80,"2,705",1985,"Feb 15, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Sep 03, 2023","Sep 03, 2023","Sep 03, 2023",,Digital Audio,view,/book/show/7988740-christina-s-ghost
173,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Unmissing,"Kent, Minka*",1542032024,9781542032025,B08X48H9JQ,252        pp,4.02,"53,308","Feb 15, 2022","Feb 15, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 31, 2023",,Kindle Edition,view,/book/show/57360704-unmissing
174,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All The Pretty People,"Freethy, Barbara*",1944417974,9781944417970,1944417974,316        pp,4.06,"4,469","Feb 08, 2022","Feb 08, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Too much telling. Not enough showing.,Notes are private!,0,0,1,"Aug 25, 2023","Aug 30, 2023","Aug 30, 2023",,Paperback,view (with text),/book/show/60177544-all-the-pretty-people
175,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Lost Flowers of Alice Hart,"Ringland, Holly",,,,unknown,4.10,"31,956",Mar 2018,"Apr 25, 2018",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Each flower is a secret language. When I wear a combination of flowers together, it's like I'm writing my own secret code that no one else can unders""Each flower is a secret language. When I wear a combination of flowers together, it's like I'm writing my own secret code that no one else can understand unless they know my language.""Quite lovely and a bit heart-breaking....more",Notes are private!,0,0,1,"Aug 21, 2023","Aug 25, 2023","Aug 26, 2023",,Audiobook,view (with text),/book/show/61258333-the-lost-flowers-of-alice-hart
176,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Myth of Normal: Trauma, Illness, and Healing in a Toxic Culture","Maté, Gabor",0593083881,9780593083888,0593083881,576        pp,4.33,"18,998","Sep 13, 2022","Sep 13, 2022",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 25, 2023",,Hardcover,view,/book/show/58537332-the-myth-of-normal
177,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sleepover,"Beevis, Keri*",180415119X,9781804151198,180415119X,0        pp,4.12,"15,635","Oct 24, 2022","Oct 24, 2022",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 19, 2023","Aug 21, 2023","Aug 21, 2023",,Paperback,view,/book/show/147761345-the-sleepover
178,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,None of This Is True,"Jewell, Lisa*",1797156594,9781797156590,,unknown,4.15,"425,911","Jul 20, 2023","Aug 08, 2023",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"The title nailed it! Yet, the audio production was excellent.",Notes are private!,0,0,1,"Mar 28, 2024","Mar 30, 2024","Aug 16, 2023",,Audiobook,view (with text),/book/show/62334527-none-of-this-is-true
179,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The War on the West,"Murray, Douglas",,9798200879939,B09KN9YF9J,unknown,4.29,"6,439","Apr 26, 2022","Apr 26, 2022",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""People began to talk of “equality,” but they did not seem to care about equal rights. They talked of “anti-racism,” but they sounded deeply racist. T""People began to talk of “equality,” but they did not seem to care about equal rights. They talked of “anti-racism,” but they sounded deeply racist. They spoke of “justice,” but they seemed to mean “revenge."" ~ Murray’s book is intelligently written and brilliantly argued and I needed it right about now! I’ve struggled too much with—and mostly conquered—self-esteem issues throughout my life to now suddenly accept the theory that I’m a horrible person (and there is nothing I can do about it) simply because of the color of my skin—something completely incidental to who I am and certainly the most UN-interesting thing about who I am. ""…while the West is assaulted for everything it has done wrong, it now gets no credit for having got anything right."" I also needed this reminder of the plethora of things I have to be proud of as a Westerner. Definitely worth a read or listen!...more",Notes are private!,0,0,1,"Aug 20, 2023","Sep 03, 2023","Aug 16, 2023",,Audio CD,view (with text),/book/show/61402653-the-war-on-the-west
180,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Final Gambit        (The Inheritance Games, #3)","Barnes, Jennifer Lynn*",1668613999,9781668613993,,unknown,4.13,"290,292","Aug 30, 2022","Aug 30, 2022",it was ok,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,I should have stopped after the first one.,Notes are private!,0,0,1,"Aug 15, 2023","Aug 19, 2023","Aug 16, 2023",,Audiobook,view (with text),/book/show/59344871-the-final-gambit
181,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Hurricane Blonde,"Sutton, Halley*",0593421906,9780593421901,B0B7KYVBLT,320        pp,3.57,"1,190","Aug 08, 2023","Aug 08, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 15, 2023",,Kindle Edition,view,/book/show/57944715-the-hurricane-blonde
182,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Don't Look for Me,"Walker, Wendy*",,9781250752338,,10        pp,3.98,"34,592","Sep 15, 2020","Sep 09, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,Suspenseful!,Notes are private!,0,1,1,"Aug 13, 2023","Aug 14, 2023","Aug 14, 2023",,Audiobook,view (with text),/book/show/52286254-don-t-look-for-me
183,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Property: Stories Between Two Novellas,"Shriver, Lionel*",0062697935,9780062697936,0062697935,336        pp,3.85,"2,692","Apr 24, 2018","Apr 24, 2018",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 13, 2023",,Hardcover,view,/book/show/35820403-property
184,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Perfectly Good Family,"Shriver, Lionel*",0061239496,9780061239496,0061239496,277        pp,3.36,"2,214","Jul 03, 2007","Jun 14, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 13, 2023",,Paperback,view,/book/show/708268.A_Perfectly_Good_Family
185,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Mandibles: A Family, 2029–2047","Shriver, Lionel*",0062328247,9780062328243,0062328247,416        pp,3.70,"10,895","May 05, 2016","Jun 21, 2016",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 13, 2023",,Hardcover,view,/book/show/27064345-the-mandibles
186,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Post-Birthday World,"Shriver, Lionel*",0061187844,9780061187841,0061187844,517        pp,3.57,"14,582",2007,"Mar 13, 2007",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 13, 2023",,Hardcover,view,/book/show/393060.The_Post_Birthday_World
187,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,So Much for That,"Shriver, Lionel*",0061458589,9780061458583,0061458589,436        pp,3.75,"8,831",2010,"Mar 01, 2010",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 13, 2023",,Hardcover,view,/book/show/6839917-so-much-for-that
188,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ode to Happiness,"Reeves, Keanu",3869302097,9783869302096,3869302097,40        pp,4.21,170,"Apr 21, 2011","Mar 01, 2011",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 12, 2023",,Hardcover,view,/book/show/11707229-ode-to-happiness
189,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Forever, Interrupted","Reid, Taylor Jenkins*",1797153544,9781797153544,,unknown,3.66,"131,680","Jul 09, 2013","Nov 15, 2022",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Drunk words are sober thoughts…"" Yep!Forever, Interrupted does not fit the happily-ever-after definition of the romance genre, but a beautiful love s""Drunk words are sober thoughts…"" Yep!Forever, Interrupted does not fit the happily-ever-after definition of the romance genre, but a beautiful love story nonetheless! ...more",Notes are private!,0,1,1,"Aug 09, 2023","Aug 12, 2023","Aug 12, 2023",,Audiobook,view (with text),/book/show/63005964-forever-interrupted
190,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Stolen Focus: Why You Can't Pay Attention--and How to Think Deeply Again,"Hari, Johann",0593138538,9780593138533,0593138538,368        pp,4.24,"50,054","Jan 06, 2022","Jan 24, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 10, 2023",,Paperback,view,/book/show/63376546-stolen-focus
191,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Familiar Dark,"Engel, Amy*",,,,unknown,3.74,"7,961","Mar 31, 2020","Mar 31, 2020",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"""Little girls were never safe. I should know; I used to be one of them."" ~ Dark and disturbing, yet impossible to look away.""Little girls were never safe. I should know; I used to be one of them."" ~ Dark and disturbing, yet impossible to look away....more",Notes are private!,0,0,1,"Aug 07, 2023","Aug 09, 2023","Aug 09, 2023",,Audiobook,view (with text),/book/show/51399553-the-familiar-dark
192,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Tear Me Apart,"Ellison, J.T.*",,,,unknown,4.15,"14,978","Aug 28, 2018","Aug 27, 2018",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Aug 05, 2023","Aug 07, 2023","Aug 06, 2023",,Audiobook,view,/book/show/41584443-tear-me-apart
193,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Women We Buried, Women We Burned: A Memoir","Snyder, Rachel Louise*",1635579120,9781635579123,1635579120,272        pp,3.95,"3,255","May 23, 2023","May 23, 2023",,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,0,not set,not set,"Aug 06, 2023",,Hardcover,view,/book/show/60784732-women-we-buried-women-we-burned
194,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,It's One of Us,"Ellison, J.T.*",,9781867276111,,12        pp,3.83,"29,045","Feb 28, 2023","Mar 01, 2023",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,"Despite my inability to empathize with Olivia Bender’s anguish, this was still a darn good listen. For readers who can and/or do relate to the MC’s siDespite my inability to empathize with Olivia Bender’s anguish, this was still a darn good listen. For readers who can and/or do relate to the MC’s situation, I’m guessing this one might be a five-star listen for them—probably heart-breaking as well....more",Notes are private!,0,0,1,"Aug 03, 2023","Aug 05, 2023","Aug 05, 2023",,Audiobook,view (with text),/book/show/137998872-it-s-one-of-us
