,checkbox,position,cover,title,author,isbn,isbn13,asin,num pages,avg rating,num ratings,date pub,date pub edition,Malcolm's rating,my rating,review,notes,comments,votes,# times read,date started,date read,date added,owned,format,actions,link
384,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Bartender's Tale,"Doig, Ivan",1594487359,9781594487354,1594487359,387        pp,4.06,"9,396","Aug 08, 2012","Aug 21, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jun 19, 2015","Jun 30, 2015","Jul 07, 2014",,Hardcover,view,/book/show/13593541-the-bartender-s-tale
385,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Job: A Comedy of Justice,"Heinlein, Robert A.",0345316509,9780345316509,0345316509,440        pp,3.78,"18,172",Sep 1984,"Nov 12, 1985",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 30, 2014",,Mass Market Paperback,view,/book/show/355.Job
386,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Acts of God,"Gilchrist, Ellen",161620110X,9781616201104,161620110X,246        pp,3.52,501,"Mar 06, 2014","Apr 08, 2014",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,"Jun 26, 2014","Jul 10, 2014","Jun 12, 2014",,Hardcover,view,/book/show/18293425-acts-of-god
387,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Player Piano,"Vonnegut, Kurt, Jr.",0385333781,9780385333788,0385333781,341        pp,3.90,"56,725","Aug 18, 1952",Sep 2006,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 12, 2014",,Paperback,view,/book/show/9597.Player_Piano
388,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Cat's Table,"Ondaatje, Michael",0224093614,9780224093613,0224093614,269        pp,3.61,"26,486","Oct 04, 2011",2011,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 12, 2014",,Hardcover,view,/book/show/11076177-the-cat-s-table
389,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,All the Light We Cannot See,"Doerr, Anthony*",1476746583,9781476746586,1476746583,531        pp,4.32,"1,661,213","May 06, 2014","Jan 01, 2014",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,1,1,"Jun 15, 2014","Jun 26, 2014","Jun 12, 2014",,Hardcover,view,/book/show/18143977-all-the-light-we-cannot-see
390,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Noble House        (Asian Saga, #5)","Clavell, James",,,,"1,376        pp",4.27,"40,264",Apr 1981,"Sep 01, 1986",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 12, 2014",,Mass Market Paperback,view,/book/show/390711.Noble_House
391,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Prophet,"Gibran, Kahlil",000100039X,9780001000391,000100039X,127        pp,4.23,"298,630",1923,"Apr 13, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 11, 2014",,Paperback,view,/book/show/2547.The_Prophet
392,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Gold Bug Variations,"Powers, Richard",0688098916,9780688098919,0688098916,639        pp,4.04,"2,036","Aug 25, 1991","Aug 25, 1991",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 11, 2014",,Hardcover,view,/book/show/1987570.The_Gold_Bug_Variations
393,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Galatea 2.2,"Powers, Richard",0312423136,9780312423131,0312423136,329        pp,3.73,"3,127",1995,"Jan 01, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 11, 2014",,Paperback,view,/book/show/23001.Galatea_2_2
394,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Little Drummer Girl,"le Carré, John",0671042785,9780671042783,0671042785,659        pp,3.99,"14,931",1983,"Apr 01, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 11, 2014",,Mass Market Paperback,view,/book/show/19003.The_Little_Drummer_Girl
395,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Russia House,"le Carré, John",0743464664,9780743464666,0743464664,368        pp,3.91,"24,866","May 22, 1989","Jan 20, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 11, 2014",,Paperback,view,/book/show/270521.The_Russia_House
396,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Selected Works of T.S. Spivet,"Larsen, Reif",1594202176,9781594202179,1594202176,375        pp,3.87,"8,550",2009,"May 08, 2009",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 11, 2014",,Hardcover,view,/book/show/6065179-the-selected-works-of-t-s-spivet
397,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Time Flies,"Cosby, Bill",0553277243,9780553277241,0553277243,192        pp,3.53,840,1987,"Nov 01, 1988",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 11, 2014",,Mass Market Paperback,view,/book/show/186618.Time_Flies
398,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Fatherhood,"Cosby, Bill",0553174657,9780553174656,0553174657,178        pp,3.86,"5,523",1986,1987,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 11, 2014",,Paperback,view,/book/show/423170.Fatherhood
399,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Other Side of Midnight        (Midnight #1),"Sheldon, Sidney",0440060672,9780440060673,B00138VPDY,462        pp,3.95,"48,211",1973,1975,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 11, 2014",,Mass Market Paperback,view,/book/show/136167.The_Other_Side_of_Midnight
400,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Night Manager,"le Carré, John",0340937688,9780340937686,0340937688,597        pp,3.84,"20,468","Jun 28, 1993","Sep 21, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 11, 2014",,Paperback,view,/book/show/1735330.The_Night_Manager
401,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Art of Fielding,"Harbach, Chad*",0316126691,9780316126694,0316126691,512        pp,3.99,"112,996","Sep 07, 2011","Sep 07, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 10, 2014",,Hardcover,view,/book/show/10996342-the-art-of-fielding
402,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Calico Joe,"Grisham, John*",0385536070,9780385536073,0385536070,198        pp,3.87,"46,616",2012,"Apr 10, 2012",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 10, 2014",,Hardcover,view,/book/show/13154952-calico-joe
403,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Damascus Gate,"Stone, Robert",0684859114,9780684859118,0684859114,528        pp,3.39,"1,074","May 14, 1998","May 04, 1999",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 10, 2014",,Paperback,view,/book/show/196337.Damascus_Gate
404,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Congress of Wonders,"McClanahan, Ed",1887178120,9781887178129,1887178120,191        pp,4.35,51,1996,"Jan 01, 1996",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 10, 2014",,Hardcover,view,/book/show/2432544.A_Congress_of_Wonders
405,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Red Square        (Arkady Renko, #3)","Smith, Martin Cruz",0006472575,9780006472575,0006472575,473        pp,3.96,"7,179",1992,"Jan 01, 1993",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 10, 2014",,Paperback,view,/book/show/647683.Red_Square
406,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Odyssey,Homer,0143039954,9780143039952,0143039954,541        pp,3.81,"1,080,368",-700,"Oct 31, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 09, 2014",,Paperback,view,/book/show/1381.The_Odyssey
407,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Guns of August,"Tuchman, Barbara W.",0345476093,9780345476098,0345476093,606        pp,4.18,"76,431",1962,"Aug 03, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 09, 2014",,Paperback,view,/book/show/11366.The_Guns_of_August
408,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Where the Wild Things Are,"Sendak, Maurice",0099408392,9780099408390,B00BG704OS,38        pp,4.24,"1,003,648","Apr 09, 1963",2000,it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 09, 2014",,Paperback,view,/book/show/19543.Where_the_Wild_Things_Are
409,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Ragtime,"Doctorow, E.L.",0812978188,9780812978186,0812978188,320        pp,3.89,"43,739","Jun 12, 1975","Nov 17, 2010",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 09, 2014",,Paperback,view,/book/show/175675.Ragtime
410,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Burr,"Vidal, Gore",0375708731,9780375708732,0375708731,430        pp,4.08,"10,043",Nov 1973,"Feb 15, 2000",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 09, 2014",,Paperback,view,/book/show/8722.Burr
411,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Horace Afoot,"Reuss, Frederick",0375703780,9780375703782,0375703780,288        pp,3.76,107,1997,"Dec 29, 1998",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 08, 2014",,Paperback,view,/book/show/913824.Horace_Afoot
412,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Music of the Spheres,"Redfern, Elizabeth",042520538X,9780425205389,042520538X,432        pp,3.23,"1,062",2001,"Dec 06, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 08, 2014",,Paperback,view,/book/show/393654.The_Music_of_the_Spheres
413,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Gospel According to the Son,"Mailer, Norman",0345434080,9780345434081,0345434080,256        pp,3.25,"1,989",1997,"Sep 07, 1999",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 07, 2014",,Paperback,view,/book/show/96120.The_Gospel_According_to_the_Son
414,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Aquitaine Progression,"Ludlum, Robert",0752858521,9780752858524,0752858521,800        pp,3.97,"19,665","Feb 12, 1984",2004,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 07, 2014",,Paperback,view,/book/show/31268.The_Aquitaine_Progression
415,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Scarlatti Inheritance,"Ludlum, Robert",0752858653,9780752858654,0752858653,381        pp,3.88,"14,389","Jun 28, 1971","Jan 01, 2004",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 07, 2014",,Paperback,view,/book/show/31266.The_Scarlatti_Inheritance
416,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Scorpio Illusion,"Ludlum, Robert",0752858475,9780752858470,0752858475,624        pp,3.85,"7,451","May 01, 1993",2005,liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 07, 2014",,Paperback,view,/book/show/31265.The_Scorpio_Illusion
417,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Chancellor Manuscript,"Ludlum, Robert",0553260944,9780553260946,0553260944,448        pp,3.85,"6,553",1977,"Oct 01, 1984",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 07, 2014",,Paperback,view,/book/show/819487.The_Chancellor_Manuscript
418,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Parsifal Mosaic,"Ludlum, Robert",075285853X,9780752858531,075285853X,760        pp,3.85,"8,292",1980,"Jan 01, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 07, 2014",,Paperback,view,/book/show/251823.The_Parsifal_Mosaic
419,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Sigma Protocol,"Ludlum, Robert",0312982518,9780312982515,0312982518,662        pp,3.82,"11,904","Oct 30, 2001","Oct 13, 2002",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 07, 2014",,Paperback,view,/book/show/31260.The_Sigma_Protocol
420,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Rhinemann Exchange,"Ludlum, Robert",0752858602,9780752858609,0752858602,486        pp,3.93,"12,921","Jan 01, 1974","Jan 01, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 07, 2014",,Paperback,view,/book/show/31232.The_Rhinemann_Exchange
421,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Gemini Contenders,"Ludlum, Robert",0553282093,9780553282092,0553282093,411        pp,3.91,"13,726","Jan 01, 1976","Aug 01, 1989",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 07, 2014",,Mass Market Paperback,view,/book/show/763594.The_Gemini_Contenders
422,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Matlock Paper,"Ludlum, Robert",0752858637,9780752858630,0752858637,352        pp,3.90,"14,696",Apr 1973,"Aug 24, 2005",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 07, 2014",,Paperback,view,/book/show/31271.The_Matlock_Paper
423,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Woman Who Died a Lot        (Thursday Next, #7)","Fforde, Jasper*",0340963115,9780340963111,0340963115,389        pp,4.07,"14,413",2012,2012,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 06, 2014",,Hardcover,view,/book/show/13001274-the-woman-who-died-a-lot
424,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"One of Our Thursdays Is Missing        (Thursday Next, #6)","Fforde, Jasper*",1456123688,9781456123680,,362        pp,3.98,"19,519","Mar 08, 2011","Mar 08, 2011",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 06, 2014",,Hardcover,view,/book/show/8131227-one-of-our-thursdays-is-missing
425,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"First Among Sequels        (Thursday Next, #5)","Fforde, Jasper*",0670038717,9780670038718,B07D9R2ZRT,363        pp,4.02,"26,719","Jul 24, 2007","Jan 01, 2006",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 06, 2014",,Hardcover,view,/book/show/27002.First_Among_Sequels
426,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Fourth Bear        (Nursery Crime, #2)","Fforde, Jasper*",0670037729,9780670037728,0670037729,382        pp,4.07,"23,383",2006,"Aug 03, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 06, 2014",,Hardcover,view,/book/show/148809.The_Fourth_Bear
427,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Something Rotten        (Thursday Next, #4)","Fforde, Jasper*",014303541X,9780143035411,014303541X,385        pp,4.16,"35,004","Jul 31, 2004","Jul 26, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 06, 2014",,Paperback,view,/book/show/26999.Something_Rotten
428,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Big Over Easy        (Nursery Crime, #1)","Fforde, Jasper*",0143037234,9780143037231,0143037234,383        pp,3.94,"33,495",2005,"Jul 25, 2006",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 06, 2014",,Paperback,view,/book/show/6628.The_Big_Over_Easy
429,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Well of Lost Plots        (Thursday Next, #3)","Fforde, Jasper*",0143034359,9780143034353,0143034359,381        pp,4.09,"40,838",2003,2004,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 06, 2014",,Paperback,view,/book/show/27001.The_Well_of_Lost_Plots
430,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Lost in a Good Book        (Thursday Next, #2)","Fforde, Jasper*",0142004030,9780142004036,0142004030,399        pp,4.13,"54,045","Mar 31, 2002",2004,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 06, 2014",,Paperback,view,/book/show/27000.Lost_in_a_Good_Book
431,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"The Eyre Affair        (Thursday Next, #1)","Fforde, Jasper*",0142001805,9780142001806,0142001805,374        pp,3.89,"132,374","Jul 19, 2001","Feb 25, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 06, 2014",,Paperback,view,/book/show/27003.The_Eyre_Affair
432,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Thousand Autumns of Jacob de Zoet,"Mitchell, David",1400065453,9781400065455,1400065453,479        pp,4.02,"64,195","May 13, 2010","Jun 29, 2010",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 06, 2014",,Hardcover,view,/book/show/7141642-the-thousand-autumns-of-jacob-de-zoet
433,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Tiger's Wife,"Obreht, Téa*",0385343833,9780385343831,0385343833,338        pp,3.42,"99,562","Mar 08, 2011","Mar 08, 2011",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 06, 2014",,Hardcover,view,/book/show/8366402-the-tiger-s-wife
434,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Clear and Present Danger        (Jack Ryan, #5; Jack Ryan Universe, #6)","Clancy, Tom",0425144372,9780425144374,B002J326O4,688        pp,4.14,"139,062","Aug 17, 1989","Jan 01, 1994",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 06, 2014",,Mass Market Paperback,view,/book/show/32669.Clear_and_Present_Danger
435,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Refiner's Fire,"Helprin, Mark",0156031078,9780156031073,0156031078,560        pp,3.99,"1,163",1977,"Jun 01, 2005",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 05, 2014",,Paperback,view,/book/show/107499.Refiner_s_Fire
436,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Pacific and Other Stories,"Helprin, Mark",159420036X,9781594200366,159420036X,384        pp,4.10,"1,353",2004,"Oct 21, 2004",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 05, 2014",,Hardcover,view,/book/show/632973.The_Pacific_and_Other_Stories
437,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Memoir from Antproof Case,"Helprin, Mark",0380727331,9780380727339,0380727331,528        pp,4.01,"2,873",1995,"May 01, 1996",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 05, 2014",,Paperback,view,/book/show/87989.Memoir_from_Antproof_Case
438,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,A Soldier of the Great War,"Helprin, Mark",0156031132,9780156031134,0156031132,860        pp,4.33,"7,542",1991,"Jun 01, 2005",it was amazing,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 05, 2014",,Paperback,view,/book/show/87985.A_Soldier_of_the_Great_War
439,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Winter's Tale,"Helprin, Mark",0151972036,9780151972036,0151972036,673        pp,3.51,"28,561","Sep 20, 1983","Sep 20, 1983",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 05, 2014",,Hardcover,view,/book/show/386298.Winter_s_Tale
440,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Eagle and the Raven,"Michener, James A.",074931415X,9780749314156,074931415X,unknown,3.60,755,"Sep 01, 1990","Jan 01, 1992",liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 05, 2014",,Paperback,view,/book/show/42974.The_Eagle_and_the_Raven
441,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Space,"Michener, James A.",0449203794,9780449203798,0449203794,808        pp,4.00,"6,653",Oct 1982,"Sep 12, 1983",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 05, 2014",,Paperback,view,/book/show/644949.Space
442,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Chesapeake,"Michener, James A.",0812970438,9780812970432,0812970438,"1,024        pp",4.21,"25,673","Jan 01, 1978","Sep 09, 2003",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 05, 2014",,Paperback,view,/book/show/12661.Chesapeake
443,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,The Covenant,"Michener, James A.",0749311614,9780749311612,0749311614,"1,240        pp",4.21,"21,104","Jan 01, 1980","Jan 01, 1992",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 05, 2014",,Paperback,view,/book/show/12663.The_Covenant
444,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,Centennial,"Michener, James A.",,,,"1,056        pp",4.25,"43,168",1974,"Feb 12, 1987",really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 05, 2014",,Paperback,view,/book/show/133430.Centennial
445,"<td class=""field checkbox""><label>checkbox</label><div class=""value"">       
</div></td>",,,"Luka and the Fire of Life        (Khalifa Brothers, #2)","Rushdie, Salman",0679463364,9780679463368,0679463364,223        pp,3.64,"7,106",2010,2010,really liked it,1 of 5 stars2 of 5 stars3 of 5 stars4 of 5 stars5 of 5 starsadd to shelves,None,Notes are private!,0,0,1,not set,not set,"Jun 04, 2014",,Hardcover,view,/book/show/7785917-luka-and-the-fire-of-life
